Time,cG,cG_m,cL,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cTm,cY,cY_m,cZG,cZTL,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,a,b,c,d,e,f,h,g,i,j,k,l,m,n,o,s,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,q1,q2,q3,q4,dawn,dusk,dawn1,dusk1,dawn2,dusk2,L,D,parameter_1,def,cL_m_trscr,cL_m_degr,cL_trsl,cL_degr,cL_modif,cLm_degr,cT_m_trscr,cT_m_degr,cT_trsl,cT_degr,cT_modif,cTm_degr,cY_m_trscr,cY_m_degr,cY_trsl,cY_degr,cP_trsl,cP_degr,cP9_m_trscr,cP9_m_degr,cP9_trsl,cP9_degr,cP7_m_trscr,cP7_m_degr,cP7_trsl,cP7_degr,cNI_m_trscr,cNI_m_degr,cNI_trsl,cNI_degr,cG_m_trscr,cG_m_degr,cG_trsl,cG_degr,cG_cZTL_assoc,cZTL_trsl,cZTL_degr,cZG_degr
2.5,0.008099795771068482,0.3297734365768474,0.6048433005531653,0.34885858026407723,0.18011197402621407,0.03530611756273844,0.06645597035795275,0.08276901312243055,0.23906994627939657,0.6137892422211217,0.9715714178637843,0.5994151614420324,0.32176033257516523,0.14317051724846855,0.17824470510080737,0.18086901724509724,0.13976350187456663,0.2008229024036867,0.30988236040600076,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999546021312975,4.53978687025014e-05,0.5,1.0,0.0053464524873159105,0.18837888211179496,0.13954137323894797,0.198534017800452,0.07756535768981894,0.036022394805242816,0.014238359347648165,0.04295115517454056,0.03836969862258957,0.07325907205763399,0.02761630361291436,0.04990738455806539,0.09130917488686979,0.13976350187456663,0.06149594082480932,0.05426070517352917,1.2492099573640103e-05,0.08276525558564019,0.26839334534062154,0.5994151614420324,0.4195906130094227,0.31097695393280533,0.43495991771007997,0.1718609878219141,0.2455156968884487,0.07411917210017495,0.1179515941548499,0.03322798517897638,0.02392414932886299,0.01059200356518293,0.291580223305543,0.3297734365768474,0.0758478904126749,0.0016199591542136963,0.07529244976016101,0.45,0.3718588324872009,0.040164580480737344
2.51,0.008089181405592812,0.32939344478474414,0.6042505677911393,0.34703300778404556,0.18052673302277417,0.035440767687690305,0.06730753318575118,0.08194560543779181,0.24078651152654665,0.6164170608973896,0.9726442680929377,0.5961097402273803,0.3214112997251294,0.14288394297158097,0.178021904803637,0.1809401982072762,0.13928044962953082,0.20117337221114992,0.30991113360938044,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999563821295476,4.361787045237264e-05,0.5,1.0,0.005310407446123363,0.18739328315115178,0.1388112353243173,0.1983642454062659,0.07751413184803804,0.03610534660455483,0.014263097267905693,0.04286518289147429,0.0382928967163837,0.07321000505254294,0.02757604195244496,0.04984504625392497,0.09112468717950414,0.13928044962953082,0.06128339783699356,0.054282059462182855,1.2013073295073737e-05,0.08194203114498969,0.2660487168443515,0.5961097402273803,0.4172768181591662,0.31131743923816574,0.43506096074942074,0.1725967770512691,0.24656682435895583,0.0746510653636873,0.11924341300641621,0.03365376659287559,0.024230711946870424,0.010632392620642533,0.29158895115508376,0.32939344478474414,0.07576049230049116,0.0016178362811185626,0.07520103107473065,0.45,0.37189336033125653,0.04023467444222999
2.52,0.008078629443493622,0.3290173667102901,0.6036522589021955,0.3452169075838259,0.1809401485260093,0.03557809131394762,0.0681677721480992,0.0811303848288279,0.24250824803080565,0.6190385053093025,0.9736906533928342,0.5928139933577555,0.3210619920727586,0.1425984750892941,0.17779932452436362,0.1810090505095407,0.13880039839926941,0.2015222321613196,0.309940468674973,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.999958092339037,4.190766096301424e-05,0.5,1.0,0.005274849554622404,0.18641278992532948,0.13808488229322455,0.19819274061427694,0.07746228883383782,0.03618802970520186,0.014288028117378183,0.04277954252678823,0.03821639132393082,0.07316072803480525,0.027535691247533488,0.04978276770528818,0.09094642204827606,0.13880039839926941,0.061072175295678544,0.0543027151528622,1.1552302890542653e-05,0.0811269848441667,0.2637278295166802,0.5928139933577555,0.4149697953504288,0.3116495616499862,0.43515464944536697,0.17333078148660472,0.24761540212372102,0.0751845693274228,0.12054255565606786,0.0340838860740496,0.02454039797331571,0.010673583948616077,0.29160711750243623,0.3290173667102901,0.07567399434336672,0.0016157258886987246,0.07511029977841116,0.45,0.3719285624099676,0.04030444643226392
2.53,0.008068141902530497,0.32864525919599774,0.6030484290727556,0.34341023380145425,0.18135221701186266,0.035718111328645934,0.06903671534161884,0.08032326919181214,0.2442351146469662,0.6216535181812337,0.9747107214767947,0.5895280672144458,0.3207124146541155,0.14231411223405935,0.17757696278552454,0.18107559399434314,0.13832338151234824,0.2018694920343833,0.3099703523516817,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999597354957637,4.026450423633143e-05,0.5,1.0,0.00523976968408026,0.1854373780799412,0.13736229597901592,0.19801951512614036,0.07740982931158923,0.03627044340237253,0.01431315160679622,0.0426942336702178,0.03814018207872791,0.07311124195646297,0.02749525201449895,0.049720548573175025,0.09077435041925402,0.13832338151234824,0.060862287865433226,0.05432267819830294,1.1109098287104517e-05,0.08032003501519949,0.26143044558364104,0.5895280672144458,0.41266964705011205,0.3119733645624508,0.43524105733151297,0.17406298509074544,0.2486614072724935,0.0757196710045673,0.12184895072739924,0.03451835767080942,0.024853217522982782,0.010715584406658494,0.29163466861824183,0.32864525919599774,0.07558840961507948,0.0016136283805060995,0.07502027147393082,0.45,0.371964422822018,0.04037389840687666
2.54,0.008057720740883727,0.32827717586509536,0.6024391330279608,0.3416129404801289,0.18176293501585672,0.03586085099340752,0.06991439133081119,0.07952417812982537,0.24596706963261356,0.6242620451567128,0.9757046245054058,0.5862520968296238,0.3203625725145375,0.14203085301809712,0.17735481811198855,0.18113984897451132,0.13784943027170857,0.20221516212277013,0.3100007710367988,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999613142284802,3.868577151977526e-05,0.5,1.0,0.0052051588823156985,0.18446702319122052,0.1366434581692303,0.1978445805078741,0.07735675390228193,0.036352587003171344,0.014338467482122098,0.04260925590542913,0.03806426860885003,0.07306154779255801,0.027454724775416516,0.049658388516240805,0.0906084441993629,0.13784943027170857,0.06065374931955177,0.054341954692353395,1.0682795200304076e-05,0.07952110167563994,0.25915633213815703,0.5862520968296238,0.4103764677807366,0.3122888929305029,0.43532025724690954,0.1747933726438796,0.24970481806268513,0.07625635722995167,0.12316252511905644,0.034957195665405595,0.025169180879092028,0.010758400965014502,0.29167155198837424,0.32827717586509536,0.07550375044897194,0.0016115441481767455,0.0749309611391255,0.45,0.37200092524415856,0.04044303242455403
2.55,0.008047367885367328,0.32791316915835245,0.6018244251854363,0.339824981805611,0.182172299089133,0.03600633362412734,0.0708008278791026,0.07873303209198201,0.24770407113143608,0.6268640328726806,0.9766725153519081,0.5829862131242247,0.3200124706871168,0.1417486960540569,0.177132889036944,0.1812018358612469,0.13737857530570083,0.20255925286875975,0.31003171112238986,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999628310628972,3.71689371028161e-05,0.5,1.0,0.005171008394505252,0.18350170089501752,0.1359283507009057,0.19766794823454148,0.07730306319745422,0.0364344598178266,0.01436397550654284,0.04252460881621707,0.037988650542487255,0.07301164653468968,0.02741411005563784,0.04959628719257472,0.09044867583221786,0.13737857530570083,0.060446573134508366,0.05436055075837407,1.0272754195522565e-05,0.07873010566886428,0.2569052586524417,0.5829862131242247,0.4080903491869573,0.31259619206982314,0.4353923208100654,0.17552192920435059,0.25074561314907223,0.07679461480970277,0.1244832043556595,0.0354004139395513,0.02548829803647694,0.010802040610538929,0.2917177157211413,0.32791316915835245,0.07542002890642106,0.0016094735770734656,0.07484238347391661,0.45,0.37203805334686785,0.04051185057375195
2.56,0.008037085231717384,0.3275532903548968,0.6012043596568627,0.3380463121086497,0.1825803057980029,0.03615458258770031,0.07169605193587568,0.07794975236463206,0.24944607717816553,0.6294594289398067,0.9776145475640267,0.57973054298192,0.31966211419248036,0.1414676399552283,0.17691117410195986,0.18126157516032335,0.1369108465818928,0.20290177486077887,0.3100631589988339,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999642884257205,3.5711574279506664e-05,0.5,1.0,0.005137309658174301,0.18254138688887545,0.13521695546188187,0.19748962969135148,0.07724875775997893,0.036516061159600585,0.014389675460178435,0.042440291986568485,0.037913327508001186,0.07296153919070313,0.027373408383765993,0.049534244259833896,0.0902950182941166,0.1369108465818928,0.060240772496032824,0.054378472548097,9.878359772360387e-06,0.07794696865626041,0.2546769969553814,0.57973054298192,0.40581138008734396,0.31289530764010237,0.4354573184382362,0.1762486401031459,0.2517837715759227,0.0773344305225899,0.12581091261220928,0.03584802596793784,0.025810578696915245,0.010846510345701561,0.2917731085398445,0.3275532903548968,0.07533725678162626,0.0016074170463434769,0.07475455290433607,0.45,0.3720757907986007,0.04058035497215578
2.57,0.008026874644592062,0.3271975895722146,0.6005789902479756,0.33627688586498355,0.18298695172394774,0.036305621302021265,0.07260008963646884,0.07717426107136148,0.2511930456985765,0.6320481819424894,0.9785308753639708,0.5764852092491187,0.3193115080387899,0.141187683335541,0.17668967185698586,0.1813190874720858,0.1364462734070697,0.20324273883340094,0.3100951010548234,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999656886485315,3.431135146847453e-05,0.5,1.0,0.005104054298086137,0.18158605693276464,0.1345092543911186,0.19730963617429875,0.07719383812470362,0.03659739034478955,0.014415567139977296,0.042356305000662293,0.03783829913392499,0.0729112267844472,0.02733262029165542,0.04947225937535557,0.0901474450945637,0.1364462734070697,0.060036360299110664,0.05439572624162574,9.49901948176057e-06,0.07717161311816555,0.25247132123523486,0.5764852092491187,0.40353964647438306,0.3131862856406734,0.43551531937197696,0.17697349094389703,0.25281927277699573,0.07787579111984412,0.12714557273562882,0.03630004481823442,0.026136032269128782,0.010891817188574321,0.29183767978137315,0.3271975895722146,0.07525544560160936,0.0016053749289184124,0.07466748358296602,0.45,0.3721141212657881,0.04064854776668019
2.58,0.008016737957571594,0.32684611576615086,0.5999483704585661,0.33451665769533917,0.18339223346361863,0.03645947323598501,0.07351296630217671,0.07640648117299186,0.25294493450948696,0.6346302414388562,0.9794216536484343,0.5732503307349662,0.3189606572217417,0.1409088248095648,0.17646838086035233,0.1813743934914513,0.13598488442723405,0.20358215566734636,0.3101275236773644,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999670339715145,3.2966028485459375e-05,0.5,1.0,0.005071234121288784,0.18063568684978323,0.13380522947899903,0.19712797889079425,0.07713830479908104,0.03667844669272373,0.01444165035961573,0.04227264744286944,0.03776356504896337,0.07286071035553862,0.02729174631441146,0.04941033219626483,0.09000593027678061,0.13598488442723405,0.05983334914798298,0.05441231804743538,9.134163075191044e-06,0.07640396235475704,0.25028800804219664,0.5732503307349662,0.40127523151447636,0.31346917240628314,0.43556639169934397,0.17769646760287974,0.2538520965755425,0.0784186833249832,0.12848710626681492,0.03675648315108836,0.026464667868783615,0.010937968172818995,0.2919113793947864,0.32684611576615086,0.0751746066262147,0.001603347591514319,0.07458118938933402,0.45,0.37215302841283726,0.040716431133469275
2.59,0.00800667697315829,0.32649891673090875,0.5993125534824806,0.33276558236543224,0.18379614762883656,0.03661616190948626,0.07443470644024983,0.07564633646758072,0.25470170131875786,0.6372055579607633,0.9802870379885953,0.5700260222113456,0.31860956672456714,0.1406310629925097,0.17624729967877037,0.18142751400790855,0.13552670762760582,0.20392003638948245,0.31016041325177623,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999683265470387,3.167345296128943e-05,0.5,1.0,0.005038841112314187,0.17969025252682738,0.1331048627676203,0.19694466896028623,0.07708215826379011,0.036759229525767316,0.014467924949401292,0.0421893188977529,0.0376891248819926,0.07280999095913193,0.027250786990389516,0.04934846237957788,0.08987044841820357,0.13552670762760582,0.05963175135614656,0.054428254202372565,8.78324168444689e-06,0.07564394048690092,0.24812683629083437,0.5700260222113456,0.39901821554794187,0.3137440146029995,0.43561060237974936,0.17841755622901373,0.2548822231843053,0.07896309383364049,0.1298354334631848,0.03721735322012491,0.026796494318489936,0.010984970347675472,0.2919941579398875,0.32649891673090875,0.07509475084810902,0.0016013353946316583,0.07449568393026548,0.45,0.3721924959021315,0.040784007277896495
2.6,0.007996693464290043,0.32615603922765424,0.5986715922185138,0.3310236147973292,0.18419869084407664,0.036775710868921195,0.07536533367041834,0.07489375153277361,0.2564633037546248,0.639774082895174,0.9811271844042692,0.5668123948729819,0.31825824151677445,0.14035439650146547,0.1760264268876344,0.18147846988311878,0.13507177041856624,0.20425639215063393,0.3101937561808947,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999695684430994,3.043155690063415e-05,0.5,1.0,0.0050068674299772135,0.17874972992136706,0.13240813635561569,0.19675971741801623,0.07702539897431344,0.03683973816881533,0.014494390755015041,0.04210631895043964,0.03761497826239275,0.07275906966517014,0.0272097428610467,0.049286649582386016,0.08974097460095984,0.13507177041856624,0.05943157898416915,0.05444354096493563,8.445727031808777e-06,0.07489147239931233,0.24598758709559676,0.5668123948729819,0.39676867641108726,0.3140108591519676,0.4356480172356579,0.17913674321064874,0.25590963315806964,0.07950900932249227,0.13119047334240008,0.03768266683520917,0.027131520121350602,0.011032830770600834,0.29208596654562097,0.32615603922765424,0.07501588902236048,0.0015993386928580087,0.07441098055888529,0.45,0.3722325074170736,0.040851278430126786
2.61,0.007986789205785917,0.32581753165648514,0.5980255394967281,0.3292907103055165,0.1845998596941993,0.03693814317818987,0.07630486919829504,0.07414865052807817,0.2582296999751067,0.6423357660195939,0.9819422446715523,0.5636095658969162,0.31790668652802406,0.14007882398115998,0.17580576107731086,0.18152728158553239,0.13462010142128694,0.2045912337645599,0.3102275392840396,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999707616466247,2.9238353375315995e-05,0.5,1.0,0.0049753054327055,0.1778140951895336,0.13171503249284694,0.19657313528102544,0.0769680273816798,0.036919971938839856,0.014521047613151854,0.04202364719434799,0.03754112482695088,0.07270794754725926,0.027168614467880634,0.049224893463711554,0.08961748378865822,0.13462010142128694,0.05923284462536625,0.05445818447565971,8.121110678661969e-06,0.07414648254363174,0.24387004030735748,0.5636095658969162,0.39452669612784136,0.31426975172379445,0.43567870031661626,0.1798540144854863,0.25693430640783754,0.08005641663802479,0.1325521441372457,0.03815243459914752,0.027469752911386217,0.011081556354557705,0.2921867560736805,0.32581753165648514,0.07493803228099158,0.0015973578411571836,0.0743270927631139,0.45,0.3722730471408475,0.04091824675291198
2.62,0.007976965933551346,0.32548344059004847,0.5973744477848462,0.3275668242906446,0.18499965079225925,0.03710348207902585,0.0772533337958508,0.07341095874869072,0.26000084787741173,0.6448905586993849,0.9827323724102809,0.5604176460408681,0.317554906682021,0.1398043440705427,0.1755853008449799,0.18157396979413715,0.13417172815120845,0.20492457230604552,0.3102617492794286,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999719080666527,2.8091933347296205e-05,0.5,1.0,0.004944147634287963,0.17688332452132965,0.1310255334581565,0.19638493346414349,0.07691004390717424,0.03699993015845185,0.014547895382689751,0.04194130322116281,0.03746756421090545,0.07265662569661688,0.027127402356378415,0.04916319368231484,0.08949995163535776,0.13417172815120845,0.05903556038653172,0.05447219093824114,7.808903276150062e-06,0.07340889649293059,0.24177397901165532,0.5604176460408681,0.39229235222860764,0.3145207386831606,0.4357027147833148,0.1805693564358278,0.257956223479754,0.08060530255127492,0.13392036276465996,0.0386266668979254,0.027811200166506286,0.011131154066105034,0.2922964781989687,0.32548344059004847,0.07486119133571115,0.0015953931867102693,0.0742440336618852,0.45,0.3723140991353143,0.04098491446120911
2.63,0.007967225343548679,0.3251538106860666,0.596718369180842,0.3258519122318004,0.1853980607812168,0.0372717510076595,0.07821074785139152,0.07268060266470719,0.2617767050779856,0.6474384139684498,0.9834977232376472,0.557236739330282,0.31720290689737046,0.1395309554019415,0.1753650447944294,0.18161855541369373,0.13372667695958307,0.20525641912599465,0.31029637277111516,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999730095373844,2.6990462615561484e-05,0.5,1.0,0.004913386699052597,0.1759573941370156,0.13033962155651896,0.1961951227783626,0.07685144894219421,0.037079612156243356,0.014574933945471949,0.04185928662058245,0.03739429604772032,0.07260510522221664,0.027086107076119838,0.04910154989672426,0.08938835450661611,0.13372667695958307,0.05883973786221655,0.05448556662410812,7.508633857938968e-06,0.0726786409816181,0.23969918964410852,0.557236739330282,0.39006571753119734,0.3147638671343801,0.43572012294934986,0.18128275591116597,0.25897536558737994,0.08115565375149224,0.1352950448343184,0.03910537392569576,0.028155869226500947,0.011181630930387076,0.2924150854358603,0.3251538106860666,0.07478537645779532,0.0015934450687097358,0.0741618159927535,0.45,0.37235564732533816,0.04105128382519893
