BET,CO,DUMP,Fol,GAR,H2O2,HCHO,NADPH,aic,b_cys,b_glu,b_gly,b_gsg,b_gsh,b_met,b_ser,c_10f,c_1cf,c_2cf,c_5mf,c_coo,c_cys,c_dhf,c_glu,c_gly,c_gsg,c_gsh,c_ser,c_thf,cyt,dmg,glc,hcy,m_10f,m_1cf,m_2cf,m_coo,m_gly,m_ser,m_thf,met,sah,sam,src,Time
50.0,0.0,20.0,20.1,10.0,0.01,500.0,50.0,0.942750394171554,185.50378543937,60.4330872702655,221.101111778807,0.48432854281682897,12.6996048211362,7.5,37.5,3.40907070478307,0.278602708139276,0.506278119133034,4.4965335653401,13.0888186429922,194.96740946034,0.0385952337473159,3219.39793573653,924.429820216685,61.3019611792609,6590.56824161192,562.834377270222,4.670919668857204,36.8825861752429,0.707382712261505,9.80842470037426,1.12248362561721,15.9087989350187,1.54929073348709,1.66610924423152,55.820116666595,2040.43402532595,2114.87119909779,21.075801087262693,49.18682158,19.1432773636787,81.1684566962769,9.16245914628594,0.0
50.0,0.0,20.0,20.1,10.0,0.01,500.0,50.0,0.9426527303348263,184.99513526676876,58.92564503692756,216.49542196628204,0.4843285436740338,12.699604817471696,7.5,37.5,3.4198236229218493,0.2793642172601123,0.507956246558604,4.496921343147911,13.078004177031152,194.95239311167006,0.03873027023887291,3218.8592870184452,924.3158688670768,61.30196128310477,6590.568081906931,554.8826664872465,4.657204299872658,36.87803848959388,0.7071095657322153,9.808168345670124,1.1258153247617877,15.932008576269197,1.5513095113616688,1.6695745600113867,55.8142641139276,2040.4008133585978,2114.6985179361154,21.047107352357745,48.11972247172095,19.143588096951625,81.15449129350202,9.160996212403752,0.01
50.0,0.0,20.0,20.1,10.0,0.01,500.0,50.0,0.9426346995307407,184.51784201054258,58.13360472800508,212.12239708417187,0.48432854431155997,12.699604599456379,7.5,37.5,3.4178765545424383,0.278933632050598,0.5069756253272104,4.496255622318149,13.073758889885829,194.9099789856278,0.03865303461927857,3217.609247742468,923.9645471267294,61.301961270416655,6590.56653883922,547.2355957370098,4.661305531142304,36.86676980215345,0.7087939964730251,9.807048670326635,1.1314088785583627,15.933562013509446,1.5513109124941096,1.6695684728054334,55.80618290194092,2040.353879285427,2114.1978174035194,21.04555860119106,47.09402303156421,19.14506812733551,81.1130912212574,9.160426032676664,0.02
50.0,0.0,20.0,20.1,10.0,0.01,500.0,50.0,0.9426598762802525,184.069983475538,57.71166199380168,207.97313533660827,0.4843285436704314,12.699603698458441,7.5,37.5,3.415192461038886,0.2785027403013585,0.5060008668438736,4.494254644031296,13.069447929678212,194.84342768925842,0.03857557983941887,3215.994385873256,923.394483394138,61.30196080775132,6590.562089613907,539.87497691909,4.667473707945147,36.85004389742082,0.711518062126645,9.805165493180347,1.1373097759538564,15.933497191392163,1.5513205321585288,1.6695859859530653,55.79595629574263,2040.28825737977,2113.3763370496376,21.045596290496306,46.10928516966612,19.14789456595006,81.04494998368365,9.161700199435106,0.03
50.0,0.0,20.0,20.1,10.0,0.01,500.0,50.0,0.9426900916363509,183.64975346990082,57.48033172416727,204.03871880463242,0.4843285393782776,12.699601564138183,7.5,37.5,3.412764346110196,0.2781105047256593,0.5051140557661995,4.491203448671414,13.064495996466956,194.75536665098662,0.03850509133027606,3214.195002979446,922.6192419130144,61.30195935515557,6590.553493806886,532.7885608370575,4.674302553396222,36.82829474318114,0.7147266158503857,9.802859328914943,1.143217438907738,15.933291777302257,1.551330733532389,1.6696053029381186,55.783774424495945,2040.1957241463126,2112.2488161870538,21.045772186227264,45.164472349479134,19.151972025432173,80.9507973279389,9.165192498321407,0.04
50.0,0.0,20.0,20.1,10.0,0.01,500.0,50.0,0.942718121742151,183.25545493184603,57.34695882315228,200.31023202924416,0.48432852772347845,12.699597699918503,7.5,37.5,3.4105977430608685,0.2777528537441539,0.5043055656836563,4.487398681104717,13.058900202419496,194.64802514579225,0.0384408559954006,3212.304322066702,921.6515233864699,61.30195622429399,6590.539843878153,525.9650528675834,4.681504300411168,36.801815488941834,0.7181481540146193,9.800425563272812,1.149074699195435,15.933009882905779,1.5513388817888047,1.6696213814617171,55.76967255598729,2040.0688211144359,2110.8295413090614,21.0460298538437,44.25846955095088,19.15713862020953,80.8314073177093,9.170887139093816,0.05
50.0,0.0,20.0,20.1,10.0,0.01,500.0,50.0,0.9427435782101149,182.8854935343188,57.263938984699344,196.77879471011036,0.4843285038737673,12.699591708043638,7.5,37.5,3.4086229882104178,0.27742288068926974,0.5035598628409749,4.4831055635091435,13.05272542059983,194.52336415235376,0.03838164008271461,3210.3703714274493,920.5035252727556,61.30195063012063,6590.520491627189,519.3936773335791,4.688907064667447,36.77086027019963,0.7216579036192469,9.798064271189023,1.1548617492044608,15.932642322340973,1.5513440119148856,1.6696325568341137,55.75374894008725,2039.9008164307222,2109.1321046726634,21.04638110891002,43.39015897171529,19.163203381275906,80.68759170049381,9.178590596175992,0.06
50.0,0.0,20.0,20.1,10.0,0.01,500.0,50.0,0.942767101411762,182.53837162034966,57.206738953986026,193.43559537898147,0.48432846216138814,12.699583286133505,7.5,37.5,3.406775247359847,0.2771143189374076,0.5028628992875837,4.478556554506621,13.046055546730951,194.38314855549808,0.03832632447822289,3208.418020182915,919.1870230692763,61.301941728317516,6590.494966403596,513.0641143893364,4.696364655430286,36.73566086559686,0.725197385499123,9.795896254847966,1.160564966711363,15.932187815048865,1.5513458363945234,1.6696383253868516,55.736175603836,2039.6856229155344,2107.1694573401296,21.0468280231698,42.55843155418357,19.169957005148515,80.52019285263313,9.188040247550154,0.07
50.0,0.0,20.0,20.1,10.0,0.01,500.0,50.0,0.9427894112069476,182.21268252550757,57.16282804639046,190.27192376121144,0.4843283963390778,12.69957220720203,7.5,37.5,3.4049997395927756,0.27682172670945854,0.502202482275942,4.473954417057982,13.038986170476775,194.22898720507447,0.038273937669587026,3206.4600758792585,917.7134040381827,61.30192863976955,6590.462915230444,506.9664775796276,4.703747696694221,36.696430249197824,0.7287377374812397,9.793988833548289,1.1661725589966485,15.931651013096687,1.5513443458055227,1.669638644982976,55.71718012785325,2039.4177442039863,2104.9539568721175,21.047365996114838,41.76218885461196,19.17717761416857,80.33007737969677,9.1989524289924,0.08
50.0,0.0,20.0,20.1,10.0,0.01,500.0,50.0,0.9428111129224999,181.90710519845013,57.12578469119598,187.27920141238056,0.48432829978191577,12.699558299387995,7.5,37.5,3.4032514522057693,0.27654042956922004,0.5015681410762103,4.469475376065951,13.031619959965436,194.06235756448038,0.0382236454300274,3204.5031943926474,916.0936801320472,61.30191046682443,6590.424063409912,501.09129576588515,4.71094095565279,36.653364405912505,0.7322628072639336,9.792376159456571,1.171673611925459,15.93103977421057,1.5513396291996868,1.6696336307740427,55.69702813565532,2039.0922357875584,2102.497403127861,21.047986965815692,41.00034384111843,19.184635279030964,80.1181302882678,9.211045009046993,0.09
50.0,0.0,20.0,20.1,10.0,0.01,500.0,50.0,0.9428327111310005,181.62039908366964,57.09229524150626,184.44901026671428,0.4843281656377579,12.69954142953142,7.5,37.5,3.4014936729949508,0.27626642356046954,0.5009509056830458,4.465272043942387,13.02406300900891,193.88462161439963,0.038174733405717344,3202.5508904509315,914.3384879682154,61.30188630415592,6590.378190003213,495.4294963844319,4.717842220413398,36.60664363229878,0.7357620447347192,9.791073077446486,1.1770580498631005,15.930363432356355,1.5513318028820247,1.6696234381394401,55.676008376161235,2038.7046736051782,2099.8110675071425,21.048681326622134,40.27182150256474,19.1920957946554,79.88524965130749,9.22404730111662,0.1
50.0,0.0,20.0,20.1,10.0,0.01,500.0,50.0,0.9428546175713454,181.35139933548615,57.06071608982011,181.77311822880125,0.48432798693156054,12.699521492027392,7.5,37.5,3.3996967126394146,0.27599628677919325,0.5003431087677189,4.461475972226299,13.016421816317294,193.69703674815102,0.03812659102113708,3200.604980910336,912.4580816796515,61.30185524600118,6590.325113799494,489.9723892915288,4.724361328566205,36.55643374762379,0.7392277695599233,9.790083135231738,1.1823165902975314,15.929631930365307,1.5513209862743345,1.66960822458341,55.654421077883484,2038.2511265080443,2096.9057183652294,21.049438858776927,39.575559567943195,19.199323860259405,79.63234181049756,9.23770416833463,0.11
50.0,0.0,20.0,20.1,10.0,0.01,500.0,50.0,0.9428771585396708,181.09901226654907,57.03018399660862,179.24350214083046,0.4843277566427509,12.699498401295974,7.5,37.5,3.3978368143380817,0.2757271055314052,0.4997382203844485,4.458199943094692,13.008800869410916,193.50076473591426,0.038078698496924135,3198.6664783777414,910.4623241296134,61.30181639174194,6590.264683984603,484.71165094798863,4.7304192181544185,36.502887241594166,0.7426534813132303,9.789403578275383,1.1874406972830849,15.928855273377996,1.551307288104773,1.6695881282245288,55.63256851715482,2037.7281297862805,2093.7916449434565,21.05024931029272,38.91050929052411,19.20608584390666,79.36031695936909,9.251778497970697,0.12
50.0,0.0,20.0,20.1,10.0,0.01,500.0,50.0,0.9429005977312773,180.86221105218922,57.00021916132634,176.85236785113298,0.484327467761767,12.699472086696836,7.5,37.5,3.3958951754548923,0.2754564052257377,0.4991306938654015,4.455540018909019,13.001300764328555,193.296878891071,0.03803061433291778,3196.7359907780797,908.360677783892,61.30176885007682,6590.196774387536,479.63930912459307,4.735947092212004,36.446144319922205,0.746033404070169,9.789028298849818,1.1924226035372756,15.928043285049922,1.551290805292516,1.6695632671820588,55.6107476693975,2037.1326599989784,2090.478679586688,21.051102642475556,38.27563624861109,19.212152134998416,79.07008511920519,9.266051840493992,0.13
50.0,0.0,20.0,20.1,10.0,0.01,500.0,50.0,0.9429251461513976,180.64003171206804,56.97059311363804,174.5921669397463,0.48432711332902484,12.699442489632256,7.5,37.5,3.393857135754525,0.27518209427803886,0.4985158407599067,4.453577333297649,12.99401688118571,193.08637006625221,0.037981965455956994,3194.8138553305935,906.1621967774759,61.301711742130244,6590.121280253127,474.7477281085068,4.740885630453897,36.38633389416053,0.749362469343897,9.788949146782462,1.1972552925761613,15.927205457631828,1.5512716261157644,1.6695337460420294,55.58924493459173,2036.4621105578524,2086.97621865676,21.051989170210497,37.66992118558095,19.21729909736835,78.76255253205711,9.280324227918262,0.14
