Time,s21,s22,s25,s26,s27,s28,s29,s30,s31,s33,s34,s23,s24,s3,s123,s124,s125,s126,s127,s129,s142,s144,s147,kcatp_r8_s124,kM_r8_s124_s23,kcatn_r8_s124,kM_r8_s124_s24,kcatp_r8_s31,kM_r8_s31_s23,kcatn_r8_s31,kM_r8_s31_s24,kI_r8_s22,kI_r8_s29,kI_r8_s33,kcatp_r9,kM_r9_s25,kcatn_r9,kM_r9_s26,kcatp_r11,kM_r11_s29,kcatn_r11,kM_r11_s30,kcatp_r14,kM_r14_s27,kcatn_r14,kM_r14_s28,kass_r15,kdiss_r15,kass_r17_s3,kdiss_r17_s3,kI_re11_s142,kass_r6_s144,kdiss_r6_s144,kass_r7_s144,kdiss_r7_s144,kass_r4_s144,kdiss_r4_s144,Vp_re11,kM_re11_s129,kM_re11_s147,ki_re11_s129,default,c2,r8,r9,r11,r14,r15,r17,r6,r7,r4,re11
7.56,2.500000362118208,2.4999996378817957,3.92352939032742,1.0764706096725858,3.151932423549487,0.3531089680105838,2.62104568547611,2.378954314523893,5.0,5.0,2.494958608439932,4.832132478679047,0.16786752132095445,5.0,0.7299263790287577,5.0,0.25000000000000017,0.25000000000000017,2.0,0.3362991272812224,0.5,1.7987376832043944,3.2012623167956136,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017686122195284416,0.19116675821879453,0.03707262086082394,0.5900213566421014,0.5215909989966127,0.04460262448851615,0.0,1.302711326128132e-06,0.0,0.12784161847831052
7.57,2.5000003493042664,2.4999996506957376,3.9216176138490133,1.0783823861509922,3.146027105009437,0.35379346279410867,2.6206757419690883,2.3793242580309144,5.0,5.0,2.5001794321964574,4.831955613496476,0.16804438650352466,5.0,0.7290347889433296,5.0,0.25000000000000017,0.25000000000000017,2.0,0.3354677452649263,0.5,1.8000148602634045,3.199985139736603,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017686936412414266,0.191189616076319,0.0369139780766498,0.5910426999448417,0.5225736476056795,0.0445520299903715,0.0,1.2575057333541366e-06,0.0,0.12759284322355144
7.58,2.5000003369073074,2.499999663092696,3.9197056171847846,1.0802943828152212,3.1401115757458453,0.35447834086500735,2.620307368459512,2.3796926315404905,5.0,5.0,2.5054100833891497,4.831778740344402,0.1682212596555993,5.0,0.7281442105851248,5.0,0.25000000000000017,0.25000000000000017,2.0,0.33463833713866964,0.5,1.8012895575687635,3.1987104424312442,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017687743489147895,0.1912121266156773,0.03675601524324435,0.5920639334845025,0.5235563355592177,0.04450146380803266,0.0,1.2137352229249674e-06,0.0,0.12734439711301526
7.59,2.5000003249273317,2.499999675072672,3.9177934003347326,1.0822065996652732,3.134185835758714,0.3551636022232801,2.6199405649473815,2.3800594350526216,5.0,5.0,2.5106505620180086,4.831601859222822,0.1683981407771784,5.0,0.7272546439541432,5.0,0.25000000000000017,0.25000000000000017,2.0,0.3338109029024524,0.5,1.8025617751204714,3.197438224879536,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017688543422434422,0.19123428987328175,0.0365987322748423,0.5930850555024411,0.5245390628572275,0.044450906209110574,0.0,1.1714031692513637e-06,0.0,0.12709628156568228
7.6,2.50000031336434,2.4999996866356637,3.915880963298858,1.0841190367011475,3.128249885048041,0.35584924686892666,2.619575331432696,2.3804246685673065,5.0,5.0,2.515900868083035,4.8314249701317395,0.16857502986826192,5.0,0.7263660890503846,5.0,0.25000000000000017,0.25000000000000017,2.0,0.33298544255627466,0.5,1.8038315129185287,3.1961684870814793,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017689336209239317,0.19125610588555034,0.0364421290860528,0.5941060642224045,0.5255218294997087,0.0444003374836302,0.0,1.1305129359402661e-06,0.0,0.12684849800132525
7.61,2.5000003022183304,2.499999697781673,3.9139683060771606,1.0860316939228452,3.1223037236138276,0.3565352748019473,2.6192116679154562,2.3807883320845464,5.0,5.0,2.521161001584228,4.8312480730711505,0.16875192692884994,5.0,0.7254785458738491,5.0,0.25000000000000017,0.25000000000000017,2.0,0.33216195610013627,0.5,1.8050987709629347,3.194901229037073,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017690121846544407,0.1912775746889061,0.03628620559185937,0.5951269578503102,0.5265046354866617,0.04434973794403663,0.0,1.0910678669825596e-06,0.0,0.1266010478404928
7.62,2.5000002914892017,2.4999997085108023,3.9120554286972755,1.0879445713027303,3.116347351466038,0.35722168601003274,2.618849574342175,2.3811504256578275,5.0,5.0,2.5264309625239325,4.831071168041621,0.1689288319583794,5.0,0.724592014424639,5.0,0.25000000000000017,0.25000000000000017,2.0,0.3313404435074183,0.5,1.8063635492802579,3.1936364507197497,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01769090033159676,0.19129869632173171,0.03613096168468858,0.5961477345590347,0.5274874807932944,0.04429908807612737,0.0,1.0530709305724214e-06,0.0,0.12635393249661764
7.63,2.5000002811327002,2.4999997188673033,3.9101423429701274,1.0898576570298786,3.1103807728632766,0.3579084752324562,2.618489027853346,2.3815109721466565,5.0,5.0,2.5317107519042703,4.830894255283765,0.16910574471623563,5.0,0.723706494746402,5.0,0.25000000000000017,0.25000000000000017,2.0,0.3305208934014886,0.5,1.807625859225306,3.1923741407747017,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017691671767755907,0.1913194716567109,0.035976387480105,0.5971683861146205,0.5284703548239964,0.04424843274574236,0.0,1.0163654711992066e-06,0.0,0.12610715002236764
7.64,2.5000002711124427,2.499999728887561,3.9082290586068322,1.0917709413931735,3.104403991307031,0.35859563814377016,2.618130009653543,2.3818699903464595,5.0,5.0,2.5370003705492015,4.830717334995419,0.16928266500458167,5.0,0.722821986875026,5.0,0.25000000000000017,0.25000000000000017,2.0,0.3297032964283114,0.5,1.8088857101341713,3.1911142898658365,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017692436239546968,0.19133990142231982,0.035822474837914,0.5981889054052892,0.5294532488668994,0.04419780537139567,0.0,9.80822840517633e-07,0.0,0.1258606990565107
7.65,2.5000002614284282,2.4999997385715758,3.9063155756073904,1.0936844243926154,3.0984170067973014,0.35928317474397464,2.617772519742766,2.3822274802572365,5.0,5.0,2.542299818458727,4.830540407176583,0.16945959282341758,5.0,0.7219384908105109,5.0,0.25000000000000017,0.25000000000000017,2.0,0.3288876525878867,0.5,1.8101431020068535,3.1898568979931543,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017693193744096444,0.19135998566138449,0.03566922367678943,0.5992092905665876,0.5304361629220036,0.044147186353657164,0.0,9.464457248548773e-07,0.0,0.12561458100301054
7.66,2.5000002520806577,2.499999747919346,3.9044018939718024,1.0955981060282036,3.0924198193340886,0.35997108503306946,2.6174165581210156,2.382583441878987,5.0,5.0,2.5476090956328448,4.8303634718272574,0.16963652817274325,5.0,0.721056006552857,5.0,0.25000000000000017,0.25000000000000017,2.0,0.3280739618802146,0.5,1.8113980348433525,3.1886019651566553,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017693944278546446,0.1913797244167311,0.035516633915759516,0.600229539715108,0.5314190969893084,0.04409655611551877,0.0,9.132368094558214e-07,0.0,0.12536879726655265
7.67,2.5000002430691306,2.4999997569308734,3.9024880137000677,1.0975119862999383,3.0864124289173924,0.3606593690110548,2.617062124788291,2.382937875211712,5.0,5.0,2.552928202071556,4.830186528947442,0.16981347105255876,5.0,0.7201745341020639,5.0,0.25000000000000017,0.25000000000000017,2.0,0.32726222430529506,0.5,1.8126505086436686,3.1873494913563394,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017694687840054676,0.1913991177311867,0.0353647054742065,0.6012496509482473,0.5324020510688144,0.04404589510238838,0.0,8.811987591942003e-07,0.0,0.12512334925252788
7.68,2.5000002343938466,2.499999765606157,3.9005739347921864,1.0994260652078194,3.080394835547212,0.3613480266779306,2.616709219744593,2.38329078025541,5.0,5.0,2.5582571377748606,4.830009578537137,0.16999042146286408,5.0,0.719294073458132,5.0,0.25000000000000017,0.25000000000000017,2.0,0.32645243986312805,0.5,1.8139005234078016,3.186099476592206,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01769542442579445,0.1914181656475787,0.035213438271867736,0.602269622343961,0.5333850251605214,0.04399518378209982,0.0,8.503342354526507e-07,0.0,0.12487823836701618
7.69,2.500000226039595,2.499999773960409,3.8986596622074723,1.101340337792534,3.074367041360048,0.36203705575438133,2.616357833601749,2.3836421663982543,5.0,5.0,2.5635959028855737,4.829832620695409,0.1701673793045916,5.0,0.7184146249685983,5.0,0.25000000000000017,0.25000000000000017,2.0,0.3256446035476376,0.5,1.815148083968059,3.1848519160319486,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017696154076683113,0.19143686856501227,0.035062828204984964,0.6032894492752006,0.5343680146952302,0.043944432751864826,0.0,8.205906684262992e-07,0.0,0.12463346452627168
7.7,2.500000217957805,2.4999997820421984,3.896745211780885,1.1032547882191213,3.0683290531776928,0.362726448962611,2.6160079363835664,2.3839920636164362,5.0,5.0,2.5689444978596985,4.82965565573858,0.17034434426142078,5.0,0.7175361897431405,5.0,0.25000000000000017,0.25000000000000017,2.0,0.32483869937455145,0.5,1.8163932057538739,3.183606794246133,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01769687692958457,0.19145522766691328,0.034912862346957375,0.6043091212077893,0.5353510050836043,0.04389371864131436,0.0,7.917941463326514e-07,0.0,0.12438902436888166
7.71,2.5000002101448464,2.499999789855157,3.89483058469621,1.105169415303796,3.0622808715101284,0.36341620575854855,2.6156595258490953,2.3843404741509073,5.0,5.0,2.574302922731326,4.829478683690296,0.17052131630970427,5.0,0.7166587678647154,5.0,0.25000000000000017,0.25000000000000017,2.0,0.32403472614892226,0.5,1.8176358899187155,3.182364110081292,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017697592992231958,0.19147324308750388,0.034763539660190274,0.6053286355223458,0.536333995234979,0.04384302914299726,0.0,7.639336233863809e-07,0.0,0.1241449189266837
7.72,2.500000202600719,2.4999997973992847,3.8929157809534476,1.1070842190465582,3.0562224963573543,0.36410632614219374,2.6153126019983355,2.3846873980016676,5.0,5.0,2.579671177500455,4.829301704550558,0.17069829544944204,5.0,0.7157823593333231,5.0,0.25000000000000017,0.25000000000000017,2.0,0.32323268387075005,0.5,1.8188761364625838,3.1811238635374233,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01769830226193668,0.191490914876075,0.03461486006795338,0.6063479902201109,0.5373169851493538,0.04379234478490396,0.0,7.370112190972666e-07,0.0,0.1239011495875771
7.73,2.5000001953254225,2.499999804674581,3.891000800552598,1.1089991994474082,3.050153927719369,0.36479681011354675,2.614967164831286,2.3850328351687167,5.0,5.0,2.5850492621670864,4.829124718319367,0.17087528168063412,5.0,0.7149069641489635,5.0,0.25000000000000017,0.25000000000000017,2.0,0.3224325725400347,0.5,1.820113945385479,3.1798860546145282,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017699004736024957,0.19150824308191294,0.03446682349385128,0.607367183281639,0.5382999748267291,0.043741646117512745,0.0,7.110290443052977e-07,0.0,0.12365771774009955
7.74,2.500000188318957,2.499999811681047,3.8890856434936607,1.1109143565063453,3.0440751655961753,0.36548765767260744,2.614623214347948,2.385376785652055,5.0,5.0,2.59043717673122,4.82894772499672,0.1710522750032805,5.0,0.7140325823116368,5.0,0.25000000000000017,0.25000000000000017,2.0,0.32163439215677636,0.5,1.8213493166874009,3.1786506833126067,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017699700411837865,0.1915252277542996,0.034319429861823784,0.6083862126665281,0.5392829642671046,0.04369091371379252,0.0,6.85989199560236e-07,0.0,0.12341462477341103
7.75,2.5000001815790043,2.4999998184209993,3.8871703107143776,1.1128296892856286,3.0379862104617397,0.36617886837435787,2.614280748812797,2.385719251187206,5.0,5.0,2.5958349211639056,4.828770724600979,0.1712292753990219,5.0,0.7131592138757817,5.0,0.25000000000000017,0.25000000000000017,2.0,0.3208381417685253,0.5,1.8225822512935792,3.177417748706428,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01770038929482446,0.19154186901084874,0.03417267835246213,0.6094050758061054,0.5402659525825867,0.043640133833950934,0.0,6.618853343303651e-07,0.0,0.12317187179185835
7.76,2.500000175067357,2.499999824932647,3.885254817670252,1.1147451823297538,3.0318870701278193,0.36687043488417853,2.613939739621584,2.3860602603784185,5.0,5.0,2.601242494988005,4.828593717434733,0.17140628256526866,5.0,0.712286859738643,5.0,0.25000000000000017,0.25000000000000017,2.0,0.32004380567736174,0.5,1.8238127644533122,3.176187235546695,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017701071515763594,0.19155816802890796,0.03402655663384219,0.6104237622614014,0.5412489251392447,0.04358938045353755,0.0,6.385801535845241e-07,0.0,0.12292945547585311
7.77,2.5000001687705065,2.499999831229497,3.883339169824968,1.116660830175038,3.025777747355953,0.3675623546092042,2.6136001766624064,2.3863998233375963,5.0,5.0,2.6066598980348457,4.828416703604949,0.171583296395052,5.0,0.7114155202174058,5.0,0.25000000000000017,0.25000000000000017,2.0,0.31925137833390593,0.5,1.8250408615573868,3.174959138442621,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017701747119260824,0.19157412526175874,0.0338810602997499,0.611442266976726,0.5422318767638299,0.04353866719606969,0.0,6.160261345430675e-07,0.0,0.12268737553435938
7.78,2.5000001626884543,2.4999998373115497,3.881423367178525,1.118576632821481,3.0196582421461398,0.368254627549435,2.613262059935263,2.38673794006474,5.0,5.0,2.612087130304428,4.8282396831116285,0.17176031688837196,5.0,0.71054519531207,5.0,0.25000000000000017,0.25000000000000017,2.0,0.31846085973815785,0.5,1.8262665426058027,3.173733457394204,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01770241610278779,0.19158974076504937,0.0337361892774715,0.6124605878289191,0.5432148074563423,0.043487974700305854,0.0,5.942249544812925e-07,0.0,0.12244563333817415
7.79,2.500000156821199,2.4999998431788044,3.8795074097309237,1.1204925902690825,3.013528554498382,0.3689472537048707,2.6129253894401545,2.387074610559848,5.0,5.0,2.6175241917967504,4.8280626559547715,0.17193734404522854,5.0,0.7096758850226357,5.0,0.25000000000000017,0.25000000000000017,2.0,0.3176722498901176,0.5,1.82748980759856,3.172510192401447,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017703078463830225,0.1916050145944187,0.03359194349461087,0.6134787226724998,0.5441977172167819,0.043437283627549006,0.0,5.731782795862376e-07,0.0,0.12220423025866786
7.8,2.5000001511687424,2.4999998488312616,3.8775912974821636,1.1224087025178429,3.007388684412678,0.3696402330755115,2.6125901651770813,2.3874098348229214,5.0,5.0,2.6229710825118135,4.827885622134379,0.17211437786562173,5.0,0.7088075893491027,5.0,0.25000000000000017,0.25000000000000017,2.0,0.31688554878978525,0.5,1.8287106565356588,3.1712893434643483,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017703734199887983,0.19161994680549607,0.03344832287908823,0.6144966693393742,0.5451806060451488,0.04338657466164797,0.0,5.528877730614803e-07,0.0,0.12196316766776812
