s123,s124,s125,s126,s127,s129,s142,s144,s147,s21,s22,s23,s24,s25,s26,s27,s28,s29,s3,s30,s31,s33,s34,Time
5.0,5.0,0.5,0.0,2.0,0.0,0.5,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,1.0,0.0
3.6967316262413785,5.0,0.4999868167706451,1.3183229354936765e-05,2.0,0.6502392855339277,0.5,0.001394901345382579,4.998605098654616,4.999973632985123,2.6367014879082e-05,4.999394776585664,0.0006052234143371666,4.999994622769468,5.377230530544957e-06,4.999999990075305,0.0007323888528823024,4.987850399811448,5.0,0.012149600188553223,5.0,5.0,0.9992676210718117,0.01
2.9885993801427215,5.0,0.4999215377411507,7.846225884944281e-05,2.0,1.001775471934001,0.5,0.003924837994638071,4.996075162005361,4.999843055778361,0.00015694422164167426,4.998788544640412,0.0012114553595864435,4.999978478866526,2.1521133474529314e-05,4.999999920568566,0.0014498034912019825,4.975770354982095,5.0,0.024229645017906757,5.0,5.0,0.9985502759402329,0.02
2.558622352411724,5.0,0.49978745042603384,0.00021254957396629596,2.0,1.2138366293813727,0.5,0.006852194412764944,4.993147805587235,4.999574756210909,0.00042524378909152276,4.998181436088091,0.0018185639119082696,4.999951551672523,4.844832747676023e-05,4.999999731809759,0.0021526104029658683,4.963759356879091,5.0,0.03624064312091067,5.0,5.0,0.9978476577872749,0.03
2.279667677268371,5.0,0.499577656706628,0.0004223432933720485,2.0,1.350189464540376,0.5,0.009976696825437855,4.990023303174562,4.999154742037813,0.0008452579621884031,4.99757360581986,0.002426394180138809,4.999913827271606,8.617272839292292e-05,4.999999364045426,0.002841168679791204,4.951816901931824,5.0,0.04818309806817755,5.0,5.0,0.9971594672747826,0.04
2.090783620550119,5.0,0.4992886038427977,0.0007113961572023717,2.0,1.441393512472841,0.5,0.013214677252098773,4.9867853227479015,4.998575585444991,0.0014244145550116882,4.996965219631798,0.003034780368200862,4.999865294733372,0.00013470526662734267,4.999998757454455,0.003515830153145898,4.939942491564141,5.0,0.06005750843586023,5.0,5.0,0.9964854123923979,0.05
1.9591051800918236,5.0,0.49891832759781063,0.0010816724021895582,2.0,1.5039239957568014,0.5,0.016523414197286174,4.983476585802714,4.997832901398319,0.0021670986016828217,4.996356449288312,0.003643550711687462,4.999805946257811,0.00019405374218859424,4.999997852165017,0.004176939526663471,4.928135632127729,5.0,0.07186436787227155,5.0,5.0,0.9958252083083187,0.06
1.8653832093117728,5.0,0.49846576350126137,0.0015342364987387352,2.0,1.5474300254916589,0.5,0.019878369852453802,4.980121630147547,4.996923966726519,0.003076033273482942,4.9957474698818,0.0042525301181988604,4.999735777255915,0.0002642227440860575,4.999996588272089,0.004824834505129759,4.916395834836631,5.0,0.08360416516337074,5.0,5.0,0.9951785772227794,0.07
1.797643915913891,5.0,0.49793041920364783,0.002069580796352338,2.0,1.577913703542856,0.5,0.023264338500197483,4.976735661499803,4.99584706380576,0.004152936194241487,4.9951384581804525,0.004861541819546191,4.999654786392991,0.00034521360701049783,4.999994905855335,0.005459845920474538,4.904722615702863,5.0,0.09527738429713871,5.0,5.0,0.9945452482241885,0.08
1.7480965199048053,5.0,0.49731219760012324,0.002687802399876883,2.0,1.5992803457472025,0.5,0.026671394300393992,4.973328605699606,4.994601127242059,0.005398872757941415,4.994529591475941,0.005470408524057499,4.999562975607352,0.0004370243926485972,4.999992744997136,0.006082297854998502,4.893115495473134,5.0,0.10688450452686671,5.0,5.0,0.9939249571478637,0.09
