Time,CaI,IP3,g,mwaf195932_a72c_4552_8cf2_b349b15d39c4,mw0ebc76ad_49d7_4845_8f88_04d443fbe7f3,mw7cb2644a_384a_4bbb_93fd_fd686e01d7cb,mwd6b792d8_c983_42c1_b3bc_2494d6a3363e,mw013a7c64_a9ec_483c_b3b8_ed658337ee95,CaS,A,B,D,E,F,k2,L,R,mw92b257b7_00af_4fd6_a11b_8e4655a4ba65,mw0ad64e84_bb75_4be4_a9c3_2d4741b0f45f,mwfe8e89cf_3c67_4dd5_939e_b4cfee2e0778,mw004dcb62_da5f_41c7_a7bd_033574894f48,mw78dd80b8_e003_4c62_81d1_547d001767af,mw3a93c3a6_623a_44fe_84e9_a47823defd1f,mwd21d3f76_d133_4053_8e44_02a538657e0a,mwf998b218_be11_4aa4_81ae_41141861fb42,mwfbff577a_4e9c_40fe_8777_eb0ceade28c9,mwd8bf5d8f_ad00_4119_bde1_91015ef2cd7c,mwe3841c25_6042_49c2_9feb_90cbf6751167,mw219cf65d_18cc_4f7e_ab5a_5b87cda6fc43,mwa3072851_e3e4_4767_ac41_49fa7c0de7a7,mwd3b36919_202a_4fed_a3c8_1a3a60594404,cytosol,outside,mitochondria,ER_store,kPLC,JPump,JChannel,kPhosphatase,inhibition_parameter1,inhibition_parameter2,mwbdcd6a40_1ae7_4c86_a99f_1fba0b8beaf7,mw530793e3_76b2_4483_be11_e94364306712,mw5658298a_d96a_4b97_9a4f_6f06dad35824,mw700bd02b_9fc4_47e7_864a_967c03874dd6,mw06f8fde4_d97b_4d5f_b71e_d93aa53e9932,mw8021d532_dd9b_4e34_a865_c2bb1689b0b5,mw1f122e51_99cb_4a32_a12e_4c2921920a17,mw89d547e1_8d48_4cd2_ba3d_e4390294089d,mwa61047ec_49c1_47b2_b78e_4d84a33d432a,ERtoMito,mw1c50c3d1_dab9_423a_8373_6a4c75479b54
0.1,0.049953973988841084,0.004529139183551371,0.0019995122370081806,0.012999999997470929,0.2660000000000755,0.020000000001951672,1000.0,5.920650215491627e-05,1.9999874111167795,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.049953973988841084,0.020041312341350724,0.019900092988615958,0.009058278367102742,3.1072645263245156e-05,3.599122026614725e-05,0.0007698249153286575,0.0007633813091958564,1.2958154893454805e-08,1.2999999997470927e-08,2.660058602173559e-07,2.003248341166535e-08,2.000000000195167e-08,2.660000000000755e-07,1.4413702707191928e-06,0.0006154667934623492,2.9429012190093152e-05
0.11,0.04995338488146312,0.004934029979171869,0.0019994630463741423,0.012999999997049075,0.2660000000001458,0.02000000000227958,1000.0,6.508105390745407e-05,1.9999821902240764,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.04995338488146312,0.020040875262988707,0.019993387344343496,0.009868059958343738,3.107118107054619e-05,3.599033483473456e-05,0.0007698265343081904,0.0007633643614209699,1.2957619799359869e-08,1.2999999997049075e-08,2.6600829063525955e-07,2.0032988456582057e-08,2.0000000002279578e-08,2.6600000000014577e-07,1.4413022828512701e-06,0.0006183521859075308,3.233011913112631e-05
0.12,0.04995378829551078,0.005330902441892131,0.0019994138621645236,0.01299999999662633,0.2660000000002428,0.020000000002609174,1000.0,7.095638624433764e-05,1.9999759760753255,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.04995378829551078,0.020041174568913647,0.02009256981303441,0.010661804883784261,3.107218630760289e-05,3.598944951896142e-05,0.0007698284613396536,0.0007633759670066092,1.2957986224359892e-08,1.299999999662633e-08,2.660111834727726e-07,2.003281420162723e-08,2.0000000002609173e-08,2.660000000002428e-07,1.441348839912177e-06,0.0006214196849392085,3.52282263585488e-05
0.13,0.04995523315491074,0.005719925421178448,0.0019993647096974805,0.012999999996211936,0.26600000000037105,0.020000000002933498,1000.0,7.683428222965981e-05,1.9999687176739238,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.04995523315491074,0.020042246570655297,0.020197229001396425,0.011439850842356896,3.107578288947997e-05,3.5988564774554646e-05,0.0007698307122633118,0.0007634175339847513,1.2959298653188962e-08,1.2999999996211935e-08,2.660145624922198e-07,2.003192723981426e-08,2.0000000002933497e-08,2.6600000000037103e-07,1.4415155969709783e-06,0.0006246565670534976,3.8124216434300145e-05
0.14,0.04995776404906275,0.006101264889274379,0.001999315615456292,0.012999999995815565,0.2660000000005357,0.020000000003245262,1000.0,8.271639333178737e-05,1.999960368476054,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.04995776404906275,0.020044124399292082,0.020306976519974516,0.012202529778548759,3.1082082457707964e-05,3.5987681078213256e-05,0.0007698333015449273,0.0007634903471960723,1.2961597758018143e-08,1.2999999995815565e-08,2.6601844938835945e-07,2.0030297268143748e-08,2.000000000324526e-08,2.6600000000053567e-07,1.4418077325551416e-06,0.0006280508202053973,4.101890309366032e-05
0.15,0.049961421461884904,0.006475083964620173,0.0019992666070112277,0.012999999995447284,0.2660000000007418,0.02000000000353689,1000.0,8.860424625855837e-05,1.9999508861557598,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.049961421461884904,0.02004683817998637,0.02042144598490647,0.012950167929240346,3.109118701663016e-05,3.5986798926202095e-05,0.0007698362423490871,0.0007635955750746043,1.2964920622651636e-08,1.2999999995447283e-08,2.6602286389814403e-07,2.0027896949091294e-08,2.000000000353689e-08,2.660000000007418e-07,1.4422299781672833e-06,0.0006315911129352516,4.391303499263438e-05
0.16,0.049966242070479255,0.006841542879218782,0.0019992177128218924,0.012999999995117485,0.2660000000009948,0.02000000000380056,1000.0,9.44992516470392e-05,1.999940232299818,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.049966242070479255,0.020050415257701192,0.020540292022297783,0.013683085758437564,3.110318973639697e-05,3.598591883079406e-05,0.000769839546634249,0.0007637342784152731,1.296930102830872e-08,1.2999999995117484e-08,2.6602782394312e-07,2.0024701722528818e-08,2.000000000380056e-08,2.6600000000099476e-07,1.4427866555317416e-06,0.00063526676357622,4.6807300338162144e-05
0.17,0.0499722589169401,0.007200799048364188,0.001999168962257815,0.012999999994836895,0.2660000000013002,0.020000000004028223,1000.0,0.00010040270937449443,1.9999283722305266,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.0499722589169401,0.020054880328312916,0.020663189322188354,0.014401598096728375,3.111817543361719e-05,3.598504132064067e-05,0.0007698432252080656,0.0007639074154714456,1.2974769622486387e-08,1.2999999994836895e-08,2.660333457122352e-07,2.002068970247035e-08,2.000000000402822e-08,2.6600000000130017e-07,1.4434816988895503e-06,0.000639067710995516,4.9702329829536194e-05
0.18,0.049979501613986094,0.007553007101376832,0.0019991203855394607,0.012999999994616545,0.26600000000166363,0.020000000004211597,1000.0,0.0001063158147209528,1.9999152747946647,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.049979501613986094,0.02006025559433541,0.020789831707646558,0.015106014202753664,3.1136221129505726e-05,3.598416693971029e-05,0.0007698472877931431,0.0007641158480050856,1.29813541168557e-08,1.2999999994616545e-08,2.66039443760346e-07,2.0015841548679873e-08,2.0000000004211597e-08,2.660000000016636e-07,1.4443186808880089e-06,0.0006429844858035017,5.259869999614112e-05
0.19,0.04998799655832519,0.007898318899728548,0.001999072013654366,0.012999999994467742,0.266000000002091,0.02000000000434223,1000.0,0.00011223966471119365,1.9999009121448033,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.04998799655832519,0.020066560925910224,0.02091993122599503,0.015796637799457097,3.1157396620816485e-05,3.5983296245778584e-05,0.000769851743095123,0.0007643603475394514,1.2989079490536713e-08,1.2999999994467742e-08,2.6604613111024353e-07,2.001014033103822e-08,2.000000000434223e-08,2.66000000002091e-07,1.4453008390632862e-06,0.0006470081822472691,5.549693659994915e-05
0.2,0.04999776725996705,0.00823688349727496,0.0019990238781400233,0.012999999994401998,0.2660000000025882,0.02000000000441152,1000.0,0.00011817526769965418,1.9998852594027974,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.04999776725996705,0.020073814107423524,0.02105321724941668,0.01647376699454992,3.1181765333878166e-05,3.5982429806520414e-05,0.0007698565989072627,0.0007646416049305989,1.299796829730036e-08,1.2999999994401998e-08,2.6605341940949675e-07,2.0003571312915084e-08,2.000000000441152e-08,2.660000000025882e-07,1.4464311154546237e-06,0.0006511304303943303,5.8397519598670225e-05
0.21,0.050008834424543964,0.008568847220245427,0.0019989760111445883,0.012999999994431041,0.2660000000031614,0.02000000000441073,1000.0,0.00012412354603436797,1.9998682945743125,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.050008834424543964,0.02008203090038586,0.0211894356388262,0.017137694440490854,3.120938455747266e-05,3.598156820060258e-05,0.0007698618621371018,0.0007649602328127784,1.3008040746728658e-08,1.299999999443104e-08,2.660613189703765e-07,1.9996121901510544e-08,2.000000000441073e-08,2.6600000000316136e-07,1.4477121674064739e-06,0.0006553433702729752,6.130088469879812e-05
0.22,0.05002121611078694,0.008894353705975279,0.001998928445394388,0.012999999994566799,0.2660000000038167,0.020000000004330998,1000.0,0.0001300853408071475,1.999849998387073,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.05002121611078694,0.020091225161656703,0.021328347926147295,0.017788707411950558,3.124030585711013e-05,3.5980712017098985e-05,0.0007698675388567379,0.000765316770188396,1.3019314852190881e-08,1.2999999994566799e-08,2.660698388452508e-07,1.9987781545038808e-08,2.0000000004330996e-08,2.6600000000381665e-07,1.4491463867846474e-06,0.0006596396265818751,6.420742591531936e-05
0.23,0.050034927920595634,0.00921354392182196,0.001998881214117471,0.012999999994821381,0.26600000000456026,0.020000000004163368,1000.0,0.0001360614175006107,1.9998303540960711,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.050034927920595634,0.020101408985477007,0.021469730520160667,0.01842708784364392,3.12745755654034e-05,3.597986185411447e-05,0.0007698736343633086,0.0007657116879398601,1.303180660712037e-08,1.299999999482138e-08,2.6607898691732724e-07,1.9978541606033365e-08,2.0000000004163366e-08,2.6600000000456024e-07,1.4507359227222858e-06,0.0006640122841286805,6.711749855110944e-05
0.24,0.05004998322319612,0.00952655616673129,0.0019988343509258245,0.01299999999520703,0.2660000000053985,0.020000000003898812,1000.0,0.00014205247258548592,1.999809347254129,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.05004998322319612,0.02011259287048323,0.02161337393648909,0.01905311233346258,3.131223535319761e-05,3.597901831666484e-05,0.00076988015325019,0.0007661453953090487,1.3045530191176493e-08,1.2999999995207028e-08,2.6608877000750175e-07,1.9968395210008e-08,2.000000000389881e-08,2.660000000053985e-07,1.4524827081116328e-06,0.0006684548640151264,7.003142261857815e-05
0.25,0.05006639325736212,0.009833526124770302,0.00199878788982425,0.012999999995736122,0.2660000000063378,0.02000000000352824,1000.0,0.00014805913667429195,1.9997869656065825,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.05006639325736212,0.020124785795842485,0.021759082073485782,0.019667052249540604,3.135332249180173e-05,3.59781820168365e-05,0.0007698870994396458,0.0007666182428515401,1.3060498064219306e-08,1.2999999995736121e-08,2.660991939233756e-07,1.995733717582654e-08,2.000000000352824e-08,2.660000000063378e-07,1.4543884717677191e-06,0.0006729613012418283,7.294948456656988e-05
0.26,0.05008416725629164,0.010134586905306161,0.00199874186518874,0.012999999996421157,0.2660000000073845,0.020000000003042515,1000.0,0.00015408197829941124,1.9997631989629812,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.05008416725629164,0.02013799531388004,0.02190667151414639,0.020269173810612322,3.1397870167416886e-05,3.597735357339732e-05,0.0007698944762225698,0.0007671305260292669,1.30767210797588e-08,1.2999999996421157e-08,2.661102635189446e-07,1.9945363929228972e-08,2.0000000003042513e-08,2.6600000000738446e-07,1.456454753013176e-06,0.0006775259231179296,7.587193929924162e-05
0.27,0.05010331259167023,0.01042986907161385,0.0019986963117188165,0.012999999997274742,0.26600000000854523,0.020000000002432468,1000.0,0.00016012150821919367,1.9997380390493278,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.05010331259167023,0.02015222765667315,0.022055970853808515,0.0208597381432277,3.144590783981022e-05,3.5976533610938695e-05,0.0007699022863042359,0.000767682489343829,1.3094208614895041e-08,1.2999999997274742e-08,2.6612198276332263e-07,1.9932473402079563e-08,2.0000000002432467e-08,2.660000000085452e-07,1.4586829183153571e-06,0.0006821434284683045,7.87990124378241e-05
0.28,0.05012383497025538,0.010719500648356011,0.0019986512643448287,0.012999999998309563,0.2660000000098264,0.02000000000168892,1000.0,0.00016617818522146748,1.9997114793067392,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.05012383497025538,0.020167487881461433,0.02220682005074917,0.021439001296712022,3.149746172986659e-05,3.5975722758206915e-05,0.0007699105318666587,0.0007682743319744633,1.311296874744085e-08,1.2999999998309563e-08,2.6613435483440504e-07,1.9918664895001743e-08,2.0000000001688918e-08,2.6600000000982635e-07,1.461074183901406e-06,0.0006868088675489434,8.173090329217328e-05
0.29,0.0501457385071,0.011003607173271722,0.0019986067582371415,0.012999999999538372,0.26600000001123447,0.02000000000080271,1000.0,0.0001722524183952237,1.999683514815987,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.0501457385071,0.020183779924152837,0.022359069818140592,0.022007214346543444,3.1552554995095066e-05,3.5974921648268546e-05,0.0007699192145918571,0.0007689062098511036,1.313300831966857e-08,1.2999999999538371e-08,2.661473821538796e-07,1.9903939022835503e-08,2.000000000080271e-08,2.6600000001123444e-07,1.463629623899233e-06,0.0006915176232414616,8.466778610592042e-05
0.3,0.05016902581387161,0.011282311740843137,0.001998562828799057,0.013000000000973998,0.2660000000127762,0.01999999999976466,1000.0,0.00017834456982497942,1.9996541422066731,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.05016902581387161,0.020201106663807377,0.02251258104152686,0.022564623481686273,3.1611207939820425e-05,3.597413091838302e-05,0.0007699283356898584,0.0007695782381523769,1.3154333014991641e-08,1.3000000000973998e-08,2.661610664293722e-07,1.9888297648819685e-08,1.999999999976466e-08,2.660000000127762e-07,1.466350180087346e-06,0.0006962653930369132,8.760981149808242e-05
0.31,0.050193698116204014,0.0115557350328001,0.0019985195116317593,0.01300000000262932,0.266000000014458,0.019999999998565627,1000.0,0.00018445495810640104,1.9996233595368267,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,1e-06,0.03,0.6,0.005,0.03,8.0,1.0,1.0,1.0,1.0,0.050193698116204014,0.02021947000852078,0.022667224219488295,0.0231114700656002,3.167343829589742e-05,3.597335120937167e-05,0.0007699378959358682,0.0007702904946329403,1.3176947460525875e-08,1.300000000262932e-08,2.661754087103529e-07,1.987174379829267e-08,1.9999999998565626e-08,2.66000000014458e-07,1.4692366749158483e-06,0.0007010481717367515,9.055710829158443e-05
