Time,L,R,G,Gbg,Gd,Ga,RL,cell,reaction_0,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6
0.0,6.02e+17,10000.0,7000.0,3000.0,3000.0,0.0,0.0,1.0,19986.4,4.0,4.0,9000000.0,0.0,0.0,0.0
0.01,6.02e+17,9802.130296002202,9903.152205058534,96.84779494146825,96.75032635636946,0.09746858510156696,197.86613046509123,1.0,19588.95103349719,4.0,3.920852118400881,9370.055767481801,19.59498406221768,0.791464521860365,0.010721544361172366
0.02,6.02e+17,9608.196206384846,9950.525582374781,49.474417625220624,49.08397628111811,0.39044134410533604,391.7895946031145,1.0,19199.40736998298,4.0,3.843278482553939,2428.401141238461,38.985123840065356,1.567158378412458,0.042948547851586964
0.03,6.02e+17,9418.119451351818,9966.374480885808,33.62551911419283,32.75056477091401,0.8749543432816206,581.8488127578009,1.0,18817.61177212222,4.0,3.7672477805407274,1101.2547417049793,57.98923159203053,2.327395251031204,0.09624497776097826
0.04,6.02e+17,9231.823308100658,9974.041935296216,25.958064703786356,24.411101323678253,1.5469633801109013,768.1206454837164,1.0,18443.410130047465,4.0,3.6927293232402634,633.6649476507248,76.61267529421386,3.0724825819348656,0.17016597181219914
0.05,6.02e+17,9049.232579853775,9978.321033398815,21.678966601185465,19.276476611981533,2.402489989206731,950.6804245706353,1.0,18076.65139915324,4.0,3.61969303194151,417.8940926596804,94.86194476533687,3.802721698282541,0.2642738988127404
0.06,6.02e+17,8870.27356550566,9980.826850303461,19.173149696540364,15.735524066294326,3.437625630248836,1129.6019834508395,1.0,17717.18753912772,4.0,3.5481094262022643,301.6995584765746,112.74361806582186,4.518407933803358,0.378138819327372
0.07,6.02e+17,8694.874029873787,9982.254770729516,17.745229270486643,13.096697765147015,4.648531505342428,1304.9576870016124,1.0,17364.873454196928,4.0,3.477949611949515,232.40390452880382,130.26420096672,5.21983074800645,0.511338465587667
0.08,6.02e+17,8522.963174541266,9982.952023558353,17.047976441647897,11.016538962508763,6.031437479141938,1476.818460754956,1.0,17019.566934557606,4.0,3.409185269816507,187.80969670134556,147.4300784122202,5.907273843019825,0.6634581227056132
0.09,6.019999999999997e+17,8354.471609279408,9983.10966409725,16.89033590274912,9.30769522499933,7.582640677752595,1645.2538195263264,1.0,16681.128598974923,4.0,3.341788643711763,157.21009883065273,164.24749305606184,6.581015278105306,0.8340904745527854
