data_generator_T,data_generator_V,data_generator__EK,data_generator__ENA,data_generator__MAX_P
100.0,-54.905895,-56.261459,26.884256,0.0
101.0,13.807584,-53.63546,25.386963,0.0
102.0,-49.824417,-50.692436,23.663408,0.0
103.0,-41.335209,-47.424564,21.699209,0.0
104.0,-33.518719,-43.84462,19.49526,0.0
105.0,-33.142422,-40.0382,17.103025,0.0
106.0,-22.792606,-36.203289,14.653708,0.0
107.0,-21.769104,-32.883358,12.507119,0.0
108.0,-20.789,-30.028704,10.647728,0.0
109.0,-19.846037,-27.556353,9.0307283,0.0
110.0,-18.944044,-25.40357,7.6196084,0.0
111.0,-18.088732,-23.520931,6.383997,0.0
112.0,-17.276051,-21.868437,5.2983756,0.0
113.0,-16.51054,-20.413069,4.3411684,0.0
114.0,-15.793981,-19.127186,3.4940567,0.0
115.0,-15.124544,-17.987509,2.7415082,0.0
116.0,-14.501794,-16.974344,2.0703545,0.0
117.0,-13.924275,-16.070988,1.469442,0.0
118.0,-13.389924,-15.263246,0.92932612,0.0
119.0,-12.896456,-14.53904,0.44200739,0.0
120.0,-12.441296,-13.88807,0.00070190156,0.0
121.0,-12.021956,-13.301532,-0.4003537,0.0
122.0,-11.635794,-12.771877,-0.76606816,0.0
123.0,-11.280467,-12.292619,-1.1006343,0.0
124.0,-10.953477,-11.858161,-1.4076458,0.0
125.0,-10.652804,-11.463657,-1.6901937,0.0
126.0,-10.376156,-11.1049,-1.9509461,0.0
127.0,-10.121734,-10.778219,-2.1922157,0.0
128.0,-9.8878527,-10.480403,-2.416014,0.0
129.0,-9.6728191,-10.208631,-2.6240973,0.0
130.0,-9.4751663,-9.9604168,-2.8180058,0.0
131.0,-9.293499,-9.7335615,-2.9990928,0.0
132.0,-9.1266079,-9.5261154,-3.1685541,0.0
133.0,-8.973258,-9.3363419,-3.3274481,0.0
134.0,-8.8324471,-9.1626892,-3.4767156,0.0
135.0,-8.7032633,-9.0037718,-3.6171947,0.0
136.0,-8.5847759,-8.8583412,-3.7496347,0.0
137.0,-8.4761953,-8.7252769,-3.8747075,0.0
138.0,-8.3767614,-8.6035662,-3.993017,0.0
139.0,-8.2858095,-8.4922934,-4.1051068,0.0
140.0,-8.202733,-8.3906288,-4.2114687,0.0
141.0,-8.1269264,-8.2978182,-4.3125477,0.0
142.0,-8.0578728,-8.2131758,-4.4087467,0.0
143.0,-7.995091,-8.136076,-4.5004334,0.0
144.0,-7.9381275,-8.0659475,-4.5879416,0.0
145.0,-7.8865719,-8.0022659,-4.6715765,0.0
146.0,-7.8400297,-7.9445548,-4.751617,0.0
147.0,-7.7981529,-7.8923726,-4.8283181,0.0
148.0,-7.7606187,-7.8453164,-4.9019136,0.0
149.0,-7.7271166,-7.8030143,-4.9726186,0.0
150.0,-7.6973677,-7.7651243,-5.0406313,0.0
151.0,-7.6711149,-7.7313304,-5.1061325,0.0
152.0,-7.6481128,-7.7013416,-5.169291,0.0
153.0,-7.6281376,-7.6748886,-5.2302608,0.0
154.0,-7.6109829,-7.6517229,-5.289185,0.0
155.0,-7.5964537,-7.6316133,-5.3461962,0.0
156.0,-7.5843711,-7.614347,-5.4014163,0.0
157.0,-7.5745664,-7.5997257,-5.4549594,0.0
158.0,-7.5668845,-7.5875659,-5.5069299,0.0
159.0,-7.5611811,-7.5776973,-5.5574255,0.0
160.0,-7.5573196,-7.569962,-5.6065369,0.0
161.0,-7.5551758,-7.5642123,-5.6543484,0.0
162.0,-7.5546312,-7.5603118,-5.7009382,0.0
163.0,-7.5555773,-7.5581326,-5.7463789,0.0
164.0,-7.5579123,-7.5575571,-5.7907386,0.0
165.0,-7.5615401,-7.5584745,-5.8340807,0.0
166.0,-7.5663729,-7.5607824,-5.8764639,0.0
167.0,-7.5723276,-7.5643849,-5.9179425,0.0
168.0,-7.5793271,-7.5691924,-5.958569,0.0
169.0,-7.5872989,-7.5751224,-5.9983902,0.0
170.0,-7.5961761,-7.5820961,-6.0374513,0.0
171.0,-7.6058946,-7.5900421,-6.0757937,0.0
172.0,-7.6163969,-7.5988927,-6.1134562,0.0
173.0,-7.6276278,-7.6085849,-6.150476,0.0
174.0,-7.6395354,-7.6190591,-6.1868863,0.0
175.0,-7.652072,-7.6302609,-6.2227197,0.0
176.0,-7.6651931,-7.642139,-6.2580061,0.0
177.0,-7.6788564,-7.654645,-6.2927728,0.0
178.0,-7.6930232,-7.6677341,-6.3270459,0.0
179.0,-7.7076559,-7.6813645,-6.3608508,0.0
180.0,-7.7227216,-7.6954975,-6.3942099,0.0
181.0,-7.7381873,-7.7100959,-6.4271445,0.0
182.0,-7.7540231,-7.7251258,-6.4596753,0.0
183.0,-7.7702017,-7.7405558,-6.4918208,0.0
184.0,-7.7866964,-7.7563548,-6.5235991,0.0
185.0,-7.803483,-7.7724957,-6.5550265,0.0
186.0,-7.8205385,-7.7889524,-6.5861192,0.0
187.0,-7.837842,-7.8057003,-6.6168909,0.0
188.0,-7.8553724,-7.8227167,-6.647356,0.0
189.0,-7.8731122,-7.8399806,-6.6775274,0.0
190.0,-7.8910432,-7.857471,-6.707417,0.0
191.0,-7.9091492,-7.8751707,-6.7370367,0.0
192.0,-7.9274154,-7.8930612,-6.766397,0.0
193.0,-7.9458265,-7.9111261,-6.7955079,0.0
194.0,-7.9643703,-7.9293513,-6.8243785,0.0
195.0,-7.9830341,-7.947722,-6.8530188,0.0
196.0,-8.0018053,-7.9662242,-6.8814359,0.0
197.0,-8.0206747,-7.9848466,-6.9096389,0.0
198.0,-8.0396299,-8.0035772,-6.9376345,0.0
199.0,-8.0586634,-8.0224047,-6.9654298,0.0
200.0,-8.0777655,-8.0413189,-6.9930315,0.0
201.0,-8.0969276,-8.0603113,-7.0204463,0.0
202.0,-8.1161432,-8.0793724,-7.0476789,0.0
203.0,-8.1354036,-8.0984936,-7.0747361,0.0
204.0,-8.1547022,-8.1176672,-7.1016226,0.0
205.0,-8.1740341,-8.1368876,-7.1283431,0.0
206.0,-8.1933918,-8.156146,-7.1549029,0.0
207.0,-8.2127705,-8.175437,-7.1813054,0.0
208.0,-8.2321653,-8.1947546,-7.2075558,0.0
209.0,-8.2515707,-8.2140932,-7.2336574,0.0
210.0,-8.2709837,-8.233448,-7.2596145,0.0
211.0,-8.2903986,-8.2528143,-7.2854295,0.0
212.0,-8.3098116,-8.2721882,-7.3111072,0.0
213.0,-8.3292198,-8.291564,-7.3366494,0.0
214.0,-8.3486204,-8.3109379,-7.3620601,0.0
215.0,-8.3680086,-8.330308,-7.3873415,0.0
216.0,-8.3873835,-8.3496704,-7.4124966,0.0
217.0,-8.4067402,-8.3690205,-7.4375277,0.0
218.0,-8.4260778,-8.3883572,-7.4624376,0.0
219.0,-8.4453936,-8.4076767,-7.4872284,0.0
220.0,-8.4646845,-8.4269772,-7.5119023,0.0
221.0,-8.4839497,-8.4462557,-7.5364614,0.0
222.0,-8.5031872,-8.4655113,-7.5609078,0.0
223.0,-8.5223942,-8.4847403,-7.5852432,0.0
224.0,-8.5415707,-8.5039406,-7.6094699,0.0
225.0,-8.5607138,-8.5231133,-7.6335888,0.0
226.0,-8.5798225,-8.5422535,-7.6576018,0.0
227.0,-8.598896,-8.5613613,-7.6815109,0.0
228.0,-8.6179323,-8.5804358,-7.7053175,0.0
229.0,-8.6369314,-8.599474,-7.7290225,0.0
230.0,-8.6558914,-8.6184769,-7.7526283,0.0
231.0,-8.6748123,-8.6374416,-7.776135,0.0
232.0,-8.6936913,-8.6563683,-7.7995448,0.0
233.0,-8.7125301,-8.6752548,-7.8228583,0.0
234.0,-8.7313261,-8.6941013,-7.846077,0.0
235.0,-8.7500792,-8.7129068,-7.8692021,0.0
236.0,-8.7687893,-8.7316704,-7.8922343,0.0
237.0,-8.7874556,-8.750391,-7.9151754,0.0
238.0,-8.806077,-8.7690687,-7.9380255,0.0
239.0,-8.8246546,-8.7877035,-7.9607859,0.0
240.0,-8.8431854,-8.8062935,-7.983458,0.0
241.0,-8.8616714,-8.8248386,-8.0060415,0.0
242.0,-8.8801117,-8.843339,-8.0285387,0.0
243.0,-8.8985052,-8.8617945,-8.0509501,0.0
244.0,-8.916852,-8.8802032,-8.0732756,0.0
245.0,-8.9351521,-8.8985662,-8.0955172,0.0
246.0,-8.9534054,-8.9168835,-8.1176748,0.0
247.0,-8.971611,-8.935154,-8.1397495,0.0
248.0,-8.9897699,-8.9533777,-8.1617422,0.0
249.0,-9.0078802,-8.9715538,-8.1836529,0.0
250.0,-9.0273294,-8.989686,-8.2054815,6.8000002
251.0,-10.698346,-10.385502,-7.8617797,6.8000002
252.0,-11.822616,-11.69526,-7.5662947,6.8000002
253.0,-12.842506,-12.917624,-7.3192959,6.8000002
254.0,-13.763683,-14.053063,-7.1198554,6.8000002
255.0,-14.593524,-15.10364,-6.9660492,6.8000002
256.0,-15.340275,-16.07268,-6.8552055,6.8000002
257.0,-16.012409,-16.964436,-6.7841573,6.8000002
258.0,-16.618187,-17.783764,-6.749465,6.8000002
259.0,-17.165361,-18.535847,-6.7475991,6.8000002
260.0,-17.660969,-19.225965,-6.7750793,6.8000002
261.0,-18.111408,-19.85935,-6.8285646,6.8000002
262.0,-18.522182,-20.441048,-6.9049211,6.8000002
263.0,-18.898415,-20.975857,-7.0012493,6.8000002
264.0,-19.244358,-21.468273,-7.1149049,6.8000002
265.0,-19.563528,-21.922476,-7.2434945,6.8000002
266.0,-19.859581,-22.342312,-7.384872,6.8000002
267.0,-20.135262,-22.731297,-7.5371227,6.8000002
268.0,-20.392906,-23.092642,-7.6985464,6.8000002
269.0,-20.634785,-23.429253,-7.8676419,6.8000002
270.0,-20.862701,-23.743759,-8.0430841,6.8000002
271.0,-21.078299,-24.038528,-8.223712,6.8000002
272.0,-21.283226,-24.315693,-8.4085054,6.8000002
273.0,-21.478638,-24.577166,-8.5965738,6.8000002
274.0,-21.665516,-24.824659,-8.7871408,6.8000002
275.0,-21.84491,-25.05971,-8.9795303,6.8000002
276.0,-22.017584,-25.283684,-9.1731539,6.8000002
277.0,-22.184349,-25.497808,-9.3675013,6.8000002
278.0,-22.345911,-25.703173,-9.5621309,6.8000002
279.0,-22.502762,-25.900749,-9.7566643,6.8000002
280.0,-22.655472,-26.091404,-9.9507704,6.8000002
281.0,-22.804379,-26.275906,-10.14417,6.8000002
282.0,-22.95001,-26.454945,-10.336618,6.8000002
283.0,-23.09264,-26.629124,-10.527911,6.8000002
284.0,-23.232517,-26.798988,-10.717874,6.8000002
285.0,-23.369963,-26.965017,-10.906355,6.8000002
286.0,-23.505243,-27.12764,-11.09323,6.8000002
287.0,-23.638487,-27.287231,-11.278397,6.8000002
288.0,-23.769983,-27.44413,-11.461764,6.8000002
289.0,-23.899855,-27.598633,-11.643264,6.8000002
290.0,-24.028109,-27.751005,-11.822835,6.8000002
291.0,-24.155083,-27.901484,-12.000431,6.8000002
292.0,-24.280802,-28.050276,-12.176016,6.8000002
293.0,-24.405312,-28.197565,-12.349562,6.8000002
294.0,-24.528755,-28.343519,-12.521047,6.8000002
295.0,-24.651224,-28.488281,-12.690456,6.8000002
296.0,-24.772738,-28.631981,-12.857783,6.8000002
297.0,-24.893421,-28.774736,-13.023023,6.8000002
298.0,-25.013304,-28.916647,-13.186174,6.8000002
299.0,-25.132429,-29.057806,-13.347242,6.8000002
300.0,-25.250805,-29.198296,-13.506232,6.8000002
301.0,-25.368483,-29.338188,-13.663154,6.8000002
302.0,-25.485544,-29.477551,-13.818017,6.8000002
303.0,-25.601978,-29.61644,-13.970836,6.8000002
304.0,-25.717825,-29.754908,-14.121624,6.8000002
305.0,-25.833084,-29.893005,-14.270396,6.8000002
306.0,-25.947811,-30.030773,-14.417169,6.8000002
307.0,-26.062044,-30.168253,-14.56196,6.8000002
308.0,-26.175791,-30.305475,-14.704786,6.8000002
309.0,-26.289047,-30.442478,-14.845668,6.8000002
310.0,-26.401859,-30.579287,-14.984621,6.8000002
311.0,-26.5142,-30.715931,-15.121667,6.8000002
312.0,-26.626143,-30.852436,-15.256823,6.8000002
313.0,-26.737684,-30.988825,-15.390108,6.8000002
314.0,-26.848793,-31.12512,-15.521542,6.8000002
315.0,-26.959482,-31.261341,-15.651144,6.8000002
316.0,-27.069828,-31.397511,-15.778934,6.8000002
317.0,-27.179768,-31.533642,-15.904929,6.8000002
318.0,-27.289333,-31.669756,-16.02915,6.8000002
319.0,-27.398554,-31.80587,-16.151613,6.8000002
320.0,-27.507439,-31.941996,-16.272341,6.8000002
321.0,-27.616005,-32.078152,-16.391346,6.8000002
322.0,-27.724224,-32.214352,-16.508652,6.8000002
323.0,-27.832157,-32.350609,-16.624273,6.8000002
324.0,-27.939796,-32.486935,-16.73823,6.8000002
325.0,-28.047123,-32.623348,-16.850538,6.8000002
326.0,-28.154129,-32.759853,-16.961216,6.8000002
327.0,-28.26087,-32.896465,-17.070278,6.8000002
328.0,-28.367302,-33.033195,-17.177746,6.8000002
329.0,-28.47345,-33.170052,-17.283634,6.8000002
330.0,-28.579372,-33.307049,-17.387959,6.8000002
331.0,-28.685001,-33.444187,-17.490736,6.8000002
332.0,-28.790417,-33.581482,-17.591984,6.8000002
333.0,-28.895626,-33.718937,-17.691717,6.8000002
334.0,-29.000532,-33.85656,-17.789955,6.8000002
335.0,-29.105192,-33.994354,-17.886711,6.8000002
336.0,-29.209618,-34.132324,-17.982,6.8000002
337.0,-29.313931,-34.270473,-18.075844,6.8000002
338.0,-29.417797,-34.408802,-18.168253,6.8000002
339.0,-29.521519,-34.547314,-18.259249,6.8000002
340.0,-29.624998,-34.685997,-18.348843,6.8000002
341.0,-29.728243,-34.82486,-18.437054,6.8000002
342.0,-29.83128,-34.963886,-18.523899,6.8000002
343.0,-29.934071,-35.103077,-18.609396,6.8000002
344.0,-30.036636,-35.242416,-18.69356,6.8000002
345.0,-30.138933,-35.381889,-18.776409,6.8000002
346.0,-30.241005,-35.521488,-18.857962,6.8000002
347.0,-30.342834,-35.661186,-18.938234,6.8000002
348.0,-30.444353,-35.800964,-19.017248,6.8000002
349.0,-30.545561,-35.9408,-19.095022,6.8000002
350.0,-30.646513,-36.080666,-19.171574,6.8000002
351.0,-30.747169,-36.22052,-19.246923,6.8000002
352.0,-30.847466,-36.360336,-19.321091,6.8000002
353.0,-30.947384,-36.500065,-19.3941,6.8000002
354.0,-31.046957,-36.639668,-19.465971,6.8000002
355.0,-31.146114,-36.779091,-19.536728,6.8000002
356.0,-31.244867,-36.918278,-19.606392,6.8000002
357.0,-31.34318,-37.057167,-19.674988,6.8000002
358.0,-31.44096,-37.195694,-19.74254,6.8000002
359.0,-31.538202,-37.333794,-19.809076,6.8000002
360.0,-31.634897,-37.471378,-19.87462,6.8000002
361.0,-31.730974,-37.608372,-19.939203,6.8000002
362.0,-31.826412,-37.744686,-20.002848,6.8000002
363.0,-31.921122,-37.880226,-20.065588,6.8000002
364.0,-32.015106,-38.014893,-20.127451,6.8000002
365.0,-32.108292,-38.148575,-20.188469,6.8000002
366.0,-32.200573,-38.28117,-20.248672,6.8000002
367.0,-32.291958,-38.41256,-20.308094,6.8000002
368.0,-32.382343,-38.542625,-20.366764,6.8000002
369.0,-32.471703,-38.671242,-20.424721,6.8000002
370.0,-32.559963,-38.798279,-20.481993,6.8000002
371.0,-32.647003,-38.923611,-20.538618,6.8000002
372.0,-32.73283,-39.0471,-20.594629,6.8000002
373.0,-32.817352,-39.16861,-20.650064,6.8000002
374.0,-32.900482,-39.288002,-20.704954,6.8000002
375.0,-32.982143,-39.405148,-20.759335,6.8000002
376.0,-33.062317,-39.519909,-20.81324,6.8000002
377.0,-33.140919,-39.632145,-20.866707,6.8000002
378.0,-33.217854,-39.741734,-20.919765,6.8000002
379.0,-33.293095,-39.848545,-20.972452,6.8000002
380.0,-33.366566,-39.952454,-21.024796,6.8000002
381.0,-33.438236,-40.053349,-21.076828,6.8000002
382.0,-33.508045,-40.151112,-21.12858,6.8000002
383.0,-33.575924,-40.245647,-21.180082,6.8000002
384.0,-33.641857,-40.336861,-21.231358,6.8000002
385.0,-33.705803,-40.424667,-21.282434,6.8000002
386.0,-33.767727,-40.508995,-21.333338,6.8000002
387.0,-33.827602,-40.589779,-21.384089,6.8000002
388.0,-33.885422,-40.666965,-21.434706,6.8000002
389.0,-33.941158,-40.740517,-21.485212,6.8000002
390.0,-33.994816,-40.810402,-21.535624,6.8000002
391.0,-34.046394,-40.876598,-21.585955,6.8000002
392.0,-34.09589,-40.939102,-21.636219,6.8000002
393.0,-34.143318,-40.997921,-21.686428,6.8000002
394.0,-34.188694,-41.053074,-21.736591,6.8000002
395.0,-34.23204,-41.104584,-21.786718,6.8000002
396.0,-34.273396,-41.152496,-21.836813,6.8000002
397.0,-34.312778,-41.196842,-21.886883,6.8000002
398.0,-34.350224,-41.237686,-21.93693,6.8000002
399.0,-34.38578,-41.275093,-21.986958,6.8000002
400.0,-34.419483,-41.309128,-22.036966,6.8000002
401.0,-34.451382,-41.33987,-22.086954,6.8000002
402.0,-34.481529,-41.367413,-22.136923,6.8000002
403.0,-34.509968,-41.39183,-22.186867,6.8000002
404.0,-34.536755,-41.413231,-22.236784,6.8000002
405.0,-34.561939,-41.431694,-22.286673,6.8000002
406.0,-34.585583,-41.447327,-22.336527,6.8000002
407.0,-34.607735,-41.460236,-22.386341,6.8000002
408.0,-34.628456,-41.470516,-22.43611,6.8000002
409.0,-34.6478,-41.478275,-22.485826,6.8000002
410.0,-34.665817,-41.483608,-22.535488,6.8000002
411.0,-34.682568,-41.486622,-22.585087,6.8000002
412.0,-34.698105,-41.487423,-22.634617,6.8000002
413.0,-34.712482,-41.486111,-22.684069,6.8000002
414.0,-34.725754,-41.48278,-22.73344,6.8000002
415.0,-34.737961,-41.477531,-22.782722,6.8000002
416.0,-34.749168,-41.470463,-22.831909,6.8000002
417.0,-34.759407,-41.461662,-22.880993,6.8000002
418.0,-34.76873,-41.45121,-22.929972,6.8000002
419.0,-34.777184,-41.439201,-22.978838,6.8000002
420.0,-34.784805,-41.42572,-23.027584,6.8000002
421.0,-34.791641,-41.410843,-23.076206,6.8000002
422.0,-34.797729,-41.39465,-23.124701,6.8000002
423.0,-34.803104,-41.377209,-23.173059,6.8000002
424.0,-34.807808,-41.358593,-23.221281,6.8000002
425.0,-34.811867,-41.338871,-23.269358,6.8000002
426.0,-34.815319,-41.318104,-23.317287,6.8000002
427.0,-34.818195,-41.296356,-23.365067,6.8000002
428.0,-34.820522,-41.273682,-23.412689,6.8000002
429.0,-34.82233,-41.250137,-23.460154,6.8000002
430.0,-34.823647,-41.22578,-23.507458,6.8000002
431.0,-34.824493,-41.200653,-23.554596,6.8000002
432.0,-34.824898,-41.174805,-23.601566,6.8000002
433.0,-34.824879,-41.148281,-23.648367,6.8000002
434.0,-34.824455,-41.121124,-23.694994,6.8000002
435.0,-34.823654,-41.093365,-23.741447,6.8000002
436.0,-34.822495,-41.065052,-23.787725,6.8000002
437.0,-34.820999,-41.036221,-23.833822,6.8000002
438.0,-34.819172,-41.006901,-23.87974,6.8000002
439.0,-34.817032,-40.977123,-23.925476,6.8000002
440.0,-34.814602,-40.946918,-23.971029,6.8000002
441.0,-34.811897,-40.916313,-24.016399,6.8000002
442.0,-34.808926,-40.885342,-24.061581,6.8000002
443.0,-34.805698,-40.854019,-24.106579,6.8000002
444.0,-34.802231,-40.822376,-24.151388,6.8000002
445.0,-34.798538,-40.790428,-24.196009,6.8000002
446.0,-34.794624,-40.758205,-24.24044,6.8000002
447.0,-34.790504,-40.725719,-24.284683,6.8000002
448.0,-34.786182,-40.692989,-24.328737,6.8000002
449.0,-34.781685,-40.660042,-24.372601,6.8000002
450.0,-34.777,-40.626892,-24.416271,6.8000002
451.0,-34.772152,-40.593548,-24.459753,6.8000002
452.0,-34.767136,-40.560036,-24.503042,6.8000002
453.0,-34.761963,-40.526356,-24.546141,6.8000002
454.0,-34.756649,-40.492531,-24.589048,6.8000002
455.0,-34.75119,-40.458576,-24.631763,6.8000002
456.0,-34.745609,-40.424503,-24.674286,6.8000002
457.0,-34.739895,-40.390324,-24.716616,6.8000002
458.0,-34.734058,-40.356045,-24.758757,6.8000002
459.0,-34.728115,-40.321682,-24.800703,6.8000002
460.0,-34.722057,-40.287243,-24.842461,6.8000002
461.0,-34.715897,-40.252739,-24.884024,6.8000002
462.0,-34.709641,-40.218182,-24.925398,6.8000002
463.0,-34.703289,-40.183575,-24.966579,6.8000002
464.0,-34.69685,-40.14893,-25.00757,6.8000002
465.0,-34.690327,-40.114254,-25.04837,6.8000002
466.0,-34.683727,-40.079556,-25.08898,6.8000002
467.0,-34.677052,-40.044846,-25.129398,6.8000002
468.0,-34.670307,-40.010128,-25.169626,6.8000002
469.0,-34.66349,-39.97541,-25.209665,6.8000002
470.0,-34.656612,-39.940697,-25.249516,6.8000002
471.0,-34.649677,-39.905994,-25.289175,6.8000002
472.0,-34.642689,-39.871319,-25.328646,6.8000002
473.0,-34.635647,-39.836666,-25.367928,6.8000002
474.0,-34.628551,-39.80204,-25.407021,6.8000002
475.0,-34.62141,-39.767452,-25.445927,6.8000002
476.0,-34.614231,-39.73291,-25.484644,6.8000002
477.0,-34.607014,-39.698414,-25.523174,6.8000002
478.0,-34.599758,-39.663971,-25.561518,6.8000002
479.0,-34.592472,-39.629585,-25.599674,6.8000002
480.0,-34.585152,-39.595261,-25.637646,6.8000002
481.0,-34.577801,-39.561001,-25.67543,6.8000002
482.0,-34.570423,-39.526814,-25.713028,6.8000002
483.0,-34.563026,-39.492699,-25.750443,6.8000002
484.0,-34.555611,-39.458664,-25.787672,6.8000002
485.0,-34.548176,-39.424713,-25.824717,6.8000002
486.0,-34.540726,-39.39085,-25.861576,6.8000002
487.0,-34.533257,-39.357075,-25.898252,6.8000002
488.0,-34.525776,-39.323395,-25.934748,6.8000002
489.0,-34.518288,-39.28981,-25.971058,6.8000002
490.0,-34.510796,-39.256325,-26.007187,6.8000002
491.0,-34.5033,-39.222946,-26.043135,6.8000002
492.0,-34.4958,-39.189678,-26.078899,6.8000002
493.0,-34.488289,-39.156513,-26.114483,6.8000002
494.0,-34.480785,-39.123463,-26.149887,6.8000002
495.0,-34.473286,-39.090527,-26.18511,6.8000002
496.0,-34.46579,-39.057713,-26.220154,6.8000002
497.0,-34.458294,-39.025017,-26.255016,6.8000002
498.0,-34.450809,-38.992443,-26.289701,6.8000002
499.0,-34.443333,-38.959999,-26.324209,6.8000002
500.0,-34.435863,-38.927681,-26.358538,6.8000002
501.0,-34.42841,-38.895493,-26.392689,6.8000002
