data_set_T,data_set_CLI,data_set_DNK,data_set_H,data_set_KI,data_set_N,data_set_V,data_set__CLE,data_set__CLI,data_set__ECL,data_set__EK,data_set__ENA,data_set__KE,data_set__KI,data_set__MAX_P,data_set__NAE,data_set__NAI
150.0,15.937409,0.014009449,0.017165793,59.399269,0.7811721,-7.6973677,121.27647,15.937409,-54.063313,-7.7651243,-5.0406313,44.380413,59.399269,0.0,83.035057,100.33111
151.0,16.039799,0.014009449,0.017128306,59.356972,0.7813639,-7.6711149,121.2167,16.039799,-53.879581,-7.7313304,-5.1061325,44.405106,59.356972,0.0,82.950592,100.47579
152.0,16.141836,0.014009449,0.017095553,59.319443,0.78153175,-7.6481128,121.15713,16.141836,-53.697552,-7.7013416,-5.169291,44.427013,59.319443,0.0,82.869118,100.61536
153.0,16.243521,0.014009449,0.017067177,59.286343,0.78167742,-7.6281376,121.09777,16.243521,-53.517204,-7.6748886,-5.2302608,44.446339,59.286343,0.0,82.790436,100.75014
154.0,16.344849,0.014009449,0.017042855,59.257362,0.78180248,-7.6109829,121.03861,16.344849,-53.338524,-7.6517229,-5.289185,44.463257,59.257362,0.0,82.714355,100.88046
155.0,16.44582,0.014009449,0.017022291,59.232204,0.78190827,-7.5964537,120.97967,16.44582,-53.161484,-7.6316133,-5.3461962,44.477943,59.232204,0.0,82.640724,101.00658
156.0,16.546429,0.014009449,0.017005213,59.210606,0.78199625,-7.5843711,120.92094,16.546429,-52.986069,-7.614347,-5.4014163,44.490551,59.210606,0.0,82.569382,101.12879
157.0,16.646677,0.014009449,0.016991371,59.192318,0.7820676,-7.5745664,120.86241,16.646677,-52.81226,-7.5997257,-5.4549594,44.501228,59.192318,0.0,82.500183,101.24732
158.0,16.746561,0.014009449,0.016980538,59.177109,0.78212345,-7.5668845,120.8041,16.746561,-52.640034,-7.5875659,-5.5069299,44.510105,59.177109,0.0,82.432999,101.36242
159.0,16.846083,0.014009449,0.016972499,59.164768,0.78216493,-7.5611811,120.746,16.846083,-52.469376,-7.5776973,-5.5574255,44.517311,59.164768,0.0,82.367691,101.47428
160.0,16.945236,0.014009449,0.016967058,59.155094,0.78219306,-7.5573196,120.68812,16.945236,-52.300259,-7.569962,-5.6065369,44.522961,59.155094,0.0,82.304161,101.58311
161.0,17.044025,0.014009449,0.016964039,59.147903,0.78220862,-7.5551758,120.63045,17.044025,-52.132668,-7.5642123,-5.6543484,44.527157,59.147903,0.0,82.242294,101.68909
162.0,17.142448,0.014009449,0.016963271,59.143028,0.78221262,-7.5546312,120.57299,17.142448,-51.966583,-7.5603118,-5.7009382,44.530003,59.143028,0.0,82.181984,101.79239
163.0,17.240505,0.014009449,0.016964603,59.140301,0.78220576,-7.5555773,120.51575,17.240505,-51.801983,-7.5581326,-5.7463789,44.531593,59.140301,0.0,82.123154,101.89317
164.0,17.338196,0.014009449,0.016967889,59.139584,0.78218877,-7.5579123,120.45872,17.338196,-51.638847,-7.5575571,-5.7907386,44.532013,59.139584,0.0,82.065704,101.99158
165.0,17.43552,0.014009449,0.016972998,59.140728,0.78216243,-7.5615401,120.4019,17.43552,-51.477158,-7.5584745,-5.8340807,44.531345,59.140728,0.0,82.009552,102.08775
166.0,17.53248,0.014009449,0.016979808,59.143616,0.78212726,-7.5663729,120.34529,17.53248,-51.316898,-7.5607824,-5.8764639,44.529659,59.143616,0.0,81.954636,102.18183
167.0,17.629074,0.014009449,0.016988203,59.148121,0.78208399,-7.5723276,120.2889,17.629074,-51.158043,-7.5643849,-5.9179425,44.527031,59.148121,0.0,81.900879,102.27392
168.0,17.725304,0.014009449,0.016998079,59.154133,0.78203309,-7.5793271,120.23273,17.725304,-51.000576,-7.5691924,-5.958569,44.523521,59.154133,0.0,81.848206,102.36414
169.0,17.821171,0.014009449,0.017009337,59.161549,0.78197509,-7.5872989,120.17676,17.821171,-50.844479,-7.5751224,-5.9983902,44.519192,59.161549,0.0,81.79657,102.45259
170.0,17.916676,0.014009449,0.017021881,59.170269,0.78191048,-7.5961761,120.12101,17.916676,-50.689735,-7.5820961,-6.0374513,44.514099,59.170269,0.0,81.745911,102.53937
171.0,18.011818,0.014009449,0.017035633,59.180206,0.78183967,-7.6058946,120.06547,18.011818,-50.53632,-7.5900421,-6.0757937,44.508297,59.180206,0.0,81.696167,102.62457
172.0,18.1066,0.014009449,0.017050507,59.191277,0.7817632,-7.6163969,120.01013,18.1066,-50.384224,-7.5988927,-6.1134562,44.501835,59.191277,0.0,81.647301,102.70829
173.0,18.201025,0.014009449,0.017066432,59.2034,0.78168136,-7.6276278,119.95501,18.201025,-50.233421,-7.6085849,-6.150476,44.494759,59.2034,0.0,81.599251,102.79059
174.0,18.29509,0.014009449,0.017083339,59.216499,0.78159457,-7.6395354,119.90009,18.29509,-50.083897,-7.6190591,-6.1868863,44.48711,59.216499,0.0,81.551987,102.87155
175.0,18.3888,0.014009449,0.017101163,59.230511,0.78150314,-7.652072,119.84539,18.3888,-49.935635,-7.6302609,-6.2227197,44.478931,59.230511,0.0,81.505463,102.95125
176.0,18.482153,0.014009449,0.017119844,59.245373,0.78140736,-7.6651931,119.79089,18.482153,-49.788616,-7.642139,-6.2580061,44.470257,59.245373,0.0,81.459633,103.02975
177.0,18.575155,0.014009449,0.017139327,59.261017,0.78130764,-7.6788564,119.7366,18.575155,-49.642826,-7.654645,-6.2927728,44.461124,59.261017,0.0,81.414474,103.1071
178.0,18.667805,0.014009449,0.017159555,59.277393,0.7812041,-7.6930232,119.68251,18.667805,-49.498241,-7.6677341,-6.3270459,44.451565,59.277393,0.0,81.369949,103.18338
179.0,18.760103,0.014009449,0.01718048,59.294445,0.78109717,-7.7076559,119.62863,18.760103,-49.354855,-7.6813645,-6.3608508,44.441608,59.294445,0.0,81.326019,103.25862
180.0,18.852053,0.014009449,0.017202063,59.31213,0.78098702,-7.7227216,119.57495,18.852053,-49.212646,-7.6954975,-6.3942099,44.431286,59.31213,0.0,81.282669,103.33289
181.0,18.943655,0.014009449,0.017224256,59.330399,0.78087384,-7.7381873,119.52147,18.943655,-49.071598,-7.7100959,-6.4271445,44.42062,59.330399,0.0,81.239853,103.40622
182.0,19.034914,0.014009449,0.017247016,59.349205,0.7807579,-7.7540231,119.4682,19.034914,-48.931698,-7.7251258,-6.4596753,44.409641,59.349205,0.0,81.197563,103.47867
183.0,19.125828,0.014009449,0.01727031,59.368519,0.78063935,-7.7702017,119.41512,19.125828,-48.792923,-7.7405558,-6.4918208,44.398365,59.368519,0.0,81.155762,103.55028
184.0,19.2164,0.014009449,0.017294103,59.38829,0.78051841,-7.7866964,119.36225,19.2164,-48.655266,-7.7563548,-6.5235991,44.386822,59.38829,0.0,81.114426,103.62107
185.0,19.306631,0.014009449,0.017318359,59.408497,0.78039527,-7.803483,119.30957,19.306631,-48.518711,-7.7724957,-6.5550265,44.375027,59.408497,0.0,81.073547,103.6911
186.0,19.396524,0.014009449,0.01734305,59.429096,0.7802701,-7.8205385,119.2571,19.396524,-48.38324,-7.7889524,-6.5861192,44.363003,59.429096,0.0,81.033096,103.76039
187.0,19.486082,0.014009449,0.017368145,59.450062,0.78014296,-7.837842,119.20481,19.486082,-48.24884,-7.8057003,-6.6168909,44.350761,59.450062,0.0,80.99305,103.82899
188.0,19.575304,0.014009449,0.017393621,59.471367,0.78001416,-7.8553724,119.15273,19.575304,-48.115498,-7.8227167,-6.647356,44.338326,59.471367,0.0,80.953407,103.8969
189.0,19.664194,0.014009449,0.017419446,59.492981,0.77988368,-7.8731122,119.10083,19.664194,-47.983196,-7.8399806,-6.6775274,44.325706,59.492981,0.0,80.914131,103.96418
190.0,19.752754,0.014009449,0.017445602,59.514881,0.77975172,-7.8910432,119.04913,19.752754,-47.851925,-7.857471,-6.707417,44.31292,59.514881,0.0,80.875214,104.03084
191.0,19.840982,0.014009449,0.017472066,59.537048,0.77961832,-7.9091492,118.99763,19.840982,-47.721668,-7.8751707,-6.7370367,44.29998,59.537048,0.0,80.836647,104.0969
192.0,19.928886,0.014009449,0.017498817,59.559452,0.77948374,-7.9274154,118.94631,19.928886,-47.592415,-7.8930612,-6.766397,44.2869,59.559452,0.0,80.798416,104.1624
193.0,20.016462,0.014009449,0.017525835,59.582081,0.7793479,-7.9458265,118.89519,20.016462,-47.464149,-7.9111261,-6.7955079,44.273693,59.582081,0.0,80.760498,104.22735
194.0,20.103716,0.014009449,0.0175531,59.604908,0.77921104,-7.9643703,118.84425,20.103716,-47.336861,-7.9293513,-6.8243785,44.260365,59.604908,0.0,80.722885,104.29177
195.0,20.190647,0.014009449,0.0175806,59.627918,0.77907318,-7.9830341,118.7935,20.190647,-47.210533,-7.947722,-6.8530188,44.246933,59.627918,0.0,80.68557,104.35569
196.0,20.27726,0.014009449,0.017608318,59.6511,0.77893448,-8.0018053,118.74294,20.27726,-47.085159,-7.9662242,-6.8814359,44.233398,59.6511,0.0,80.648537,104.41913
197.0,20.363554,0.014009449,0.017636234,59.674431,0.77879488,-8.0206747,118.69256,20.363554,-46.96072,-7.9848466,-6.9096389,44.21978,59.674431,0.0,80.611786,104.48209
198.0,20.449532,0.014009449,0.017664336,59.697899,0.77865458,-8.0396299,118.64236,20.449532,-46.837212,-8.0035772,-6.9376345,44.206078,59.697899,0.0,80.575294,104.54459
199.0,20.535196,0.014009449,0.017692609,59.721493,0.77851361,-8.0586634,118.59235,20.535196,-46.714619,-8.0224047,-6.9654298,44.192307,59.721493,0.0,80.539055,104.60667
200.0,20.620548,0.014009449,0.017721048,59.745197,0.77837199,-8.0777655,118.54253,20.620548,-46.592926,-8.0413189,-6.9930315,44.178467,59.745197,0.0,80.503067,104.66832
201.0,20.705589,0.014009449,0.017749632,59.769001,0.77822983,-8.0969276,118.49288,20.705589,-46.47213,-8.0603113,-7.0204463,44.16457,59.769001,0.0,80.467316,104.72955
202.0,20.790321,0.014009449,0.017778359,59.792892,0.7780872,-8.1161432,118.44342,20.790321,-46.352211,-8.0793724,-7.0476789,44.150623,59.792892,0.0,80.431801,104.7904
203.0,20.874746,0.014009449,0.017807215,59.81686,0.77794409,-8.1354036,118.39413,20.874746,-46.233162,-8.0984936,-7.0747361,44.136631,59.81686,0.0,80.396507,104.85085
204.0,20.958868,0.014009449,0.017836189,59.840897,0.77780062,-8.1547022,118.34502,20.958868,-46.114971,-8.1176672,-7.1016226,44.122597,59.840897,0.0,80.361427,104.91093
205.0,21.042685,0.014009449,0.017865272,59.864994,0.77765679,-8.1740341,118.2961,21.042685,-45.997631,-8.1368876,-7.1283431,44.108532,59.864994,0.0,80.326569,104.97066
206.0,21.1262,0.014009449,0.017894456,59.889141,0.77751267,-8.1933918,118.24734,21.1262,-45.881126,-8.156146,-7.1549029,44.094433,59.889141,0.0,80.291908,105.03002
207.0,21.209417,0.014009449,0.017923731,59.91333,0.77736831,-8.2127705,118.19876,21.209417,-45.76545,-8.175437,-7.1813054,44.080315,59.91333,0.0,80.257446,105.08905
208.0,21.292336,0.014009449,0.017953098,59.937557,0.77722365,-8.2321653,118.15035,21.292336,-45.650593,-8.1947546,-7.2075558,44.06617,59.937557,0.0,80.223183,105.14774
209.0,21.374956,0.014009449,0.017982541,59.961811,0.77707887,-8.2515707,118.10212,21.374956,-45.536541,-8.2140932,-7.2336574,44.052013,59.961811,0.0,80.18911,105.20612
210.0,21.457285,0.014009449,0.018012058,59.986088,0.77693391,-8.2709837,118.05405,21.457285,-45.42329,-8.233448,-7.2596145,44.037838,59.986088,0.0,80.15522,105.26417
211.0,21.53932,0.014009449,0.018041644,60.01038,0.77678883,-8.2903986,118.00616,21.53932,-45.310825,-8.2528143,-7.2854295,44.023659,60.01038,0.0,80.121513,105.32191
212.0,21.621065,0.014009449,0.018071288,60.034679,0.77664363,-8.3098116,117.95844,21.621065,-45.199139,-8.2721882,-7.3111072,44.009472,60.034679,0.0,80.087975,105.37935
213.0,21.70252,0.014009449,0.018100988,60.05899,0.77649838,-8.3292198,117.91089,21.70252,-45.088223,-8.291564,-7.3366494,43.995281,60.05899,0.0,80.054611,105.43649
214.0,21.783688,0.014009449,0.018130736,60.083298,0.77635306,-8.3486204,117.86351,21.783688,-44.978065,-8.3109379,-7.3620601,43.981091,60.083298,0.0,80.021423,105.49335
215.0,21.864571,0.014009449,0.018160535,60.107601,0.77620775,-8.3680086,117.81629,21.864571,-44.86866,-8.330308,-7.3873415,43.9669,60.107601,0.0,79.988396,105.54993
216.0,21.945168,0.014009449,0.018190371,60.131901,0.77606243,-8.3873835,117.76924,21.945168,-44.759998,-8.3496704,-7.4124966,43.952717,60.131901,0.0,79.955528,105.60623
217.0,22.025484,0.014009449,0.018220248,60.156185,0.77591711,-8.4067402,117.72235,22.025484,-44.652069,-8.3690205,-7.4375277,43.938538,60.156185,0.0,79.922813,105.66226
218.0,22.105518,0.014009449,0.018250158,60.180454,0.77577186,-8.4260778,117.67563,22.105518,-44.544868,-8.3883572,-7.4624376,43.92437,60.180454,0.0,79.890259,105.71803
219.0,22.185274,0.014009449,0.018280093,60.204704,0.77562666,-8.4453936,117.62907,22.185274,-44.438381,-8.4076767,-7.4872284,43.910213,60.204704,0.0,79.857857,105.77354
220.0,22.264753,0.014009449,0.018310059,60.228931,0.77548152,-8.4646845,117.58267,22.264753,-44.332603,-8.4269772,-7.5119023,43.896072,60.228931,0.0,79.8256,105.82879
221.0,22.343956,0.014009449,0.018340047,60.253132,0.7753365,-8.4839497,117.53643,22.343956,-44.227528,-8.4462557,-7.5364614,43.881943,60.253132,0.0,79.793495,105.88379
222.0,22.422884,0.014009449,0.018370053,60.277306,0.77519155,-8.5031872,117.49036,22.422884,-44.123146,-8.4655113,-7.5609078,43.867828,60.277306,0.0,79.761528,105.93855
223.0,22.501539,0.014009449,0.018400077,60.301449,0.77504671,-8.5223942,117.44444,22.501539,-44.019447,-8.4847403,-7.5852432,43.853737,60.301449,0.0,79.729706,105.99306
224.0,22.579926,0.014009449,0.018430118,60.325562,0.77490205,-8.5415707,117.39868,22.579926,-43.916424,-8.5039406,-7.6094699,43.839661,60.325562,0.0,79.698021,106.04733
225.0,22.658039,0.014009449,0.018460169,60.349636,0.7747575,-8.5607138,117.35307,22.658039,-43.814072,-8.5231133,-7.6335888,43.825603,60.349636,0.0,79.666473,106.10137
226.0,22.735888,0.014009449,0.018490229,60.373672,0.77461308,-8.5798225,117.30763,22.735888,-43.712383,-8.5422535,-7.6576018,43.811573,60.373672,0.0,79.635063,106.15517
227.0,22.813467,0.014009449,0.018520296,60.397675,0.7744689,-8.598896,117.26234,22.813467,-43.611347,-8.5613613,-7.6815109,43.797562,60.397675,0.0,79.603783,106.20876
228.0,22.890783,0.014009449,0.018550368,60.421631,0.77432483,-8.6179323,117.2172,22.890783,-43.51096,-8.5804358,-7.7053175,43.783577,60.421631,0.0,79.572632,106.26212
229.0,22.967836,0.014009449,0.018580444,60.445549,0.77418095,-8.6369314,117.17222,22.967836,-43.411213,-8.599474,-7.7290225,43.769615,60.445549,0.0,79.541611,106.31525
230.0,23.044626,0.014009449,0.018610522,60.469418,0.7740373,-8.6558914,117.1274,23.044626,-43.312099,-8.6184769,-7.7526283,43.755676,60.469418,0.0,79.510719,106.36817
231.0,23.121157,0.014009449,0.0186406,60.493244,0.77389377,-8.6748123,117.08272,23.121157,-43.213612,-8.6374416,-7.776135,43.741768,60.493244,0.0,79.47995,106.42088
232.0,23.197428,0.014009449,0.018670676,60.517025,0.77375054,-8.6936913,117.03819,23.197428,-43.115746,-8.6563683,-7.7995448,43.727886,60.517025,0.0,79.44931,106.47337
233.0,23.273441,0.014009449,0.018700749,60.540756,0.77360743,-8.7125301,116.99381,23.273441,-43.018494,-8.6752548,-7.8228583,43.714031,60.540756,0.0,79.418785,106.52565
234.0,23.349197,0.014009449,0.018730819,60.564442,0.77346462,-8.7313261,116.94958,23.349197,-42.921844,-8.6941013,-7.846077,43.700207,60.564442,0.0,79.38839,106.57772
235.0,23.4247,0.014009449,0.01876088,60.588074,0.77332199,-8.7500792,116.90551,23.4247,-42.825798,-8.7129068,-7.8692021,43.686409,60.588074,0.0,79.358109,106.62959
236.0,23.49995,0.014009449,0.018790932,60.611656,0.77317959,-8.7687893,116.86158,23.49995,-42.730343,-8.7316704,-7.8922343,43.672642,60.611656,0.0,79.327942,106.68126
237.0,23.574947,0.014009449,0.018820981,60.635189,0.77303743,-8.7874556,116.8178,23.574947,-42.635479,-8.750391,-7.9151754,43.658905,60.635189,0.0,79.297897,106.73273
238.0,23.649694,0.014009449,0.018851018,60.658665,0.77289546,-8.806077,116.77416,23.649694,-42.541191,-8.7690687,-7.9380255,43.645199,60.658665,0.0,79.267967,106.784
239.0,23.724194,0.014009449,0.018881043,60.682091,0.77275378,-8.8246546,116.73067,23.724194,-42.447483,-8.7877035,-7.9607859,43.631523,60.682091,0.0,79.238152,106.83507
240.0,23.798443,0.014009449,0.018911058,60.705463,0.77261233,-8.8431854,116.68732,23.798443,-42.354343,-8.8062935,-7.983458,43.617878,60.705463,0.0,79.20845,106.88595
241.0,23.872448,0.014009449,0.018941058,60.728779,0.77247119,-8.8616714,116.64413,23.872448,-42.261768,-8.8248386,-8.0060415,43.604267,60.728779,0.0,79.178856,106.93663
242.0,23.946207,0.014009449,0.018971048,60.752041,0.77233022,-8.8801117,116.60107,23.946207,-42.169746,-8.843339,-8.0285387,43.590687,60.752041,0.0,79.149384,106.98713
243.0,24.019722,0.014009449,0.019001026,60.775249,0.77218956,-8.8985052,116.55815,24.019722,-42.078281,-8.8617945,-8.0509501,43.577141,60.775249,0.0,79.12001,107.03744
244.0,24.092995,0.014009449,0.019030984,60.798401,0.77204913,-8.916852,116.51537,24.092995,-41.987358,-8.8802032,-8.0732756,43.563625,60.798401,0.0,79.090752,107.08756
245.0,24.166027,0.014009449,0.019060927,60.821495,0.77190894,-8.9351521,116.47274,24.166027,-41.89698,-8.8985662,-8.0955172,43.55014,60.821495,0.0,79.0616,107.1375
246.0,24.238819,0.014009449,0.019090855,60.844532,0.77176905,-8.9534054,116.43024,24.238819,-41.807133,-8.9168835,-8.1176748,43.536694,60.844532,0.0,79.032555,107.18726
247.0,24.311373,0.014009449,0.01912077,60.867512,0.77162939,-8.971611,116.38789,24.311373,-41.717819,-8.935154,-8.1397495,43.523277,60.867512,0.0,79.003609,107.23682
248.0,24.38369,0.014009449,0.019150663,60.890434,0.77149004,-8.9897699,116.34567,24.38369,-41.629028,-8.9533777,-8.1617422,43.509895,60.890434,0.0,78.974777,107.28622
249.0,24.45577,0.014009449,0.019180538,60.913303,0.77135092,-9.0078802,116.30359,24.45577,-41.540756,-8.9715538,-8.1836529,43.496548,60.913303,0.0,78.946045,107.33543
250.0,24.527617,0.013999492,0.019210456,60.936111,0.77121168,-9.0273294,116.26165,24.527617,-41.452999,-8.989686,-8.2054815,43.483227,60.936111,6.8000002,78.917419,107.38447
251.0,24.596895,-4.2759891,0.022250183,61.776917,0.75795144,-10.698346,116.22121,24.596895,-41.368591,-10.385502,-7.8617797,41.83292,61.776917,6.8000002,79.367828,106.61294
252.0,24.663385,-8.3890991,0.024639932,62.505741,0.74855644,-11.822616,116.18239,24.663385,-41.287777,-11.69526,-7.5662947,40.295795,62.505741,6.8000002,79.754486,105.95061
253.0,24.727329,-12.337721,0.027099162,63.122623,0.73968136,-12.842506,116.14506,24.727329,-41.210236,-12.917624,-7.3192959,38.868473,63.122623,6.8000002,80.077278,105.39767
254.0,24.78896,-16.133787,0.029592313,63.630241,0.73136955,-13.763683,116.10908,24.78896,-41.13567,-14.053063,-7.1198554,37.546173,63.630241,6.8000002,80.337639,104.95168
255.0,24.848494,-19.788641,0.032084767,64.033409,0.72363925,-14.593524,116.07433,24.848494,-41.063789,-15.10364,-6.9660492,36.323013,64.033409,6.8000002,80.538246,104.60806
256.0,24.906128,-23.312922,0.0345487,64.338516,0.71648389,-15.340275,116.04068,24.906128,-40.99435,-16.07268,-6.8552055,35.192383,64.338516,6.8000002,80.682716,104.36057
257.0,24.962044,-26.716515,0.036964495,64.552986,0.70987898,-16.012409,116.00803,24.962044,-40.927113,-16.964436,-6.7841573,34.147289,64.552986,6.8000002,80.775284,104.20202
258.0,25.016401,-30.008522,0.039315417,64.684746,0.7037921,-16.618187,115.9763,25.016401,-40.861874,-17.783764,-6.749465,33.180641,64.684746,6.8000002,80.820465,104.12463
259.0,25.069344,-33.197262,0.041593604,64.741844,0.69818246,-17.165361,115.9454,25.069344,-40.798458,-18.535847,-6.7475991,32.285484,64.741844,6.8000002,80.822891,104.12046
260.0,25.120995,-36.290298,0.043790225,64.732193,0.69301105,-17.660969,115.91525,25.120995,-40.736698,-19.225965,-6.7750793,31.455166,64.732193,6.8000002,80.787102,104.18177
261.0,25.171465,-39.294476,0.045906857,64.663315,0.68823367,-18.111408,115.88578,25.171465,-40.676456,-19.85935,-6.8285646,30.683435,64.663315,6.8000002,80.71743,104.30112
262.0,25.220852,-42.215973,0.047937989,64.542259,0.68381554,-18.522182,115.85695,25.220852,-40.617611,-20.441048,-6.9049211,29.964508,64.542259,6.8000002,80.617935,104.47156
263.0,25.269241,-45.060356,0.049893141,64.375534,0.67971349,-18.898415,115.8287,25.269241,-40.560051,-20.975857,-7.0012493,29.293091,64.375534,6.8000002,80.492348,104.68667
264.0,25.316706,-47.832619,0.051771324,64.169052,0.67589706,-19.244358,115.80099,25.316706,-40.503685,-21.468273,-7.1149049,28.66437,64.169052,6.8000002,80.344101,104.94062
265.0,25.363312,-50.537266,0.053571939,63.928165,0.67233962,-19.563528,115.77378,25.363312,-40.448429,-21.922476,-7.2434945,28.074011,63.928165,6.8000002,80.17627,105.22811
266.0,25.409119,-53.178326,0.055309266,63.657677,0.66900498,-19.859581,115.74704,25.409119,-40.394207,-22.342312,-7.384872,27.518118,63.657677,6.8000002,79.991615,105.5444
267.0,25.454174,-55.759434,0.056984421,63.36187,0.66587138,-20.135262,115.72074,25.454174,-40.340958,-22.731297,-7.5371227,26.99321,63.36187,6.8000002,79.792625,105.88527
268.0,25.498522,-58.283848,0.058600515,63.044548,0.66291821,-20.392906,115.69485,25.498522,-40.28862,-23.092642,-7.6985464,26.496181,63.044548,6.8000002,79.58149,106.24694
269.0,25.542204,-60.754513,0.060164317,62.70908,0.660124,-20.634785,115.66935,25.542204,-40.237148,-23.429253,-7.8676419,26.024275,62.70908,6.8000002,79.360146,106.62609
270.0,25.585255,-63.174076,0.061679807,62.358437,0.65747195,-20.862701,115.64422,25.585255,-40.186497,-23.743759,-8.0430841,25.575037,62.358437,6.8000002,79.130318,107.01978
271.0,25.627703,-65.54493,0.063151665,61.995243,0.65494615,-21.078299,115.61944,25.627703,-40.136627,-24.038528,-8.223712,25.146294,61.995243,6.8000002,78.893509,107.42542
272.0,25.669577,-67.86924,0.064588718,61.621792,0.65252882,-21.283226,115.59499,25.669577,-40.087502,-24.315693,-8.4085054,24.736116,61.621792,6.8000002,78.651054,107.84075
273.0,25.710899,-70.148972,0.065992653,61.240105,0.65020967,-21.478638,115.57086,25.710899,-40.039089,-24.577166,-8.5965738,24.342796,61.240105,6.8000002,78.404106,108.26376
274.0,25.751694,-72.38591,0.067366078,60.851936,0.64797902,-21.665516,115.54705,25.751694,-39.991364,-24.824659,-8.7871408,23.964823,60.851936,6.8000002,78.153687,108.69272
275.0,25.791979,-74.58168,0.068713881,60.458839,0.64582586,-21.84491,115.52353,25.791979,-39.944302,-25.05971,-8.9795303,23.600857,60.458839,6.8000002,77.900681,109.12611
276.0,25.831772,-76.73777,0.070038378,60.062149,0.64374262,-22.017584,115.50031,25.831772,-39.897873,-25.283684,-9.1731539,23.24971,60.062149,6.8000002,77.645866,109.56258
277.0,25.871086,-78.855553,0.071343973,59.663044,0.64172041,-22.184349,115.47735,25.871086,-39.852066,-25.497808,-9.3675013,22.91033,59.663044,6.8000002,77.389923,110.00101
278.0,25.909939,-80.936264,0.072634637,59.262535,0.63975143,-22.345911,115.45467,25.909939,-39.806858,-25.703173,-9.5621309,22.581783,59.262535,6.8000002,77.133438,110.44037
279.0,25.948338,-82.981079,0.073911481,58.861511,0.63783109,-22.502762,115.43225,25.948338,-39.76223,-25.900749,-9.7566643,22.263245,58.861511,6.8000002,76.876907,110.87979
280.0,25.986298,-84.991051,0.075178362,58.460732,0.63595265,-22.655472,115.4101,25.986298,-39.718174,-26.091404,-9.9507704,21.953976,58.460732,6.8000002,76.620781,111.31853
281.0,26.023827,-86.967178,0.07643538,58.060863,0.63411331,-22.804379,115.38818,26.023827,-39.674671,-26.275906,-10.14417,21.653324,58.060863,6.8000002,76.365433,111.75593
282.0,26.060934,-88.910385,0.077687651,57.662472,0.63230616,-22.95001,115.36652,26.060934,-39.63171,-26.454945,-10.336618,21.360706,57.662472,6.8000002,76.111198,112.19143
283.0,26.097628,-90.821533,0.078934826,57.266052,0.63052934,-23.09264,115.3451,26.097628,-39.589279,-26.629124,-10.527911,21.075605,57.266052,6.8000002,75.858353,112.62454
284.0,26.133917,-92.701431,0.080178455,56.872017,0.62877971,-23.232517,115.32391,26.133917,-39.547367,-26.798988,-10.717874,20.797554,56.872017,6.8000002,75.607132,113.05486
285.0,26.169807,-94.550835,0.081420735,56.480736,0.62705374,-23.369963,115.30296,26.169807,-39.505966,-26.965017,-10.906355,20.52614,56.480736,6.8000002,75.357758,113.48204
286.0,26.205305,-96.370468,0.082663767,56.092503,0.62534815,-23.505243,115.28224,26.205305,-39.465069,-27.12764,-11.09323,20.260992,56.092503,6.8000002,75.11039,113.90577
287.0,26.240416,-98.160995,0.083907112,55.707588,0.62366217,-23.638487,115.26174,26.240416,-39.424664,-27.287231,-11.278397,20.001772,55.707588,6.8000002,74.865189,114.32579
288.0,26.275145,-99.923065,0.085154302,55.326199,0.62199175,-23.769983,115.24147,26.275145,-39.384743,-27.44413,-11.461764,19.748184,55.326199,6.8000002,74.622269,114.74191
289.0,26.309496,-101.6573,0.086405084,54.948528,0.62033617,-23.899855,115.22141,26.309496,-39.345299,-27.598633,-11.643264,19.499954,54.948528,6.8000002,74.381729,115.15394
290.0,26.343477,-103.36425,0.087658145,54.574718,0.61869562,-24.028109,115.20158,26.343477,-39.306328,-27.751005,-11.822835,19.25684,54.574718,6.8000002,74.143669,115.56172
291.0,26.377089,-105.04449,0.088918671,54.204895,0.61706525,-24.155083,115.18195,26.377089,-39.267822,-27.901484,-12.000431,19.018616,54.204895,6.8000002,73.90815,115.96516
292.0,26.410337,-106.69855,0.090184934,53.839165,0.61544573,-24.280802,115.16254,26.410337,-39.229774,-28.050276,-12.176016,18.78508,53.839165,6.8000002,73.675232,116.36414
293.0,26.443224,-108.32694,0.091457307,53.477604,0.61383629,-24.405312,115.14335,26.443224,-39.192181,-28.197565,-12.349562,18.556047,53.477604,6.8000002,73.444962,116.75858
294.0,26.475756,-109.93015,0.092737235,53.120274,0.61223525,-24.528755,115.12436,26.475756,-39.155033,-28.343519,-12.521047,18.33135,53.120274,6.8000002,73.217369,117.14845
295.0,26.507933,-111.50866,0.094025619,52.767223,0.61064154,-24.651224,115.10557,26.507933,-39.118328,-28.488281,-12.690456,18.110834,52.767223,6.8000002,72.992477,117.53368
296.0,26.539759,-113.06291,0.095321864,52.418484,0.60905522,-24.772738,115.08699,26.539759,-39.082062,-28.631981,-12.857783,17.894354,52.418484,6.8000002,72.770309,117.91424
297.0,26.571238,-114.59335,0.096627995,52.074081,0.60747451,-24.893421,115.06861,26.571238,-39.04623,-28.774736,-13.023023,17.681778,52.074081,6.8000002,72.550873,118.29012
298.0,26.602371,-116.1004,0.097944155,51.734024,0.60589898,-25.013304,115.05044,26.602371,-39.010822,-28.916647,-13.186174,17.472984,51.734024,6.8000002,72.334183,118.66131
