Br,BrO3,Ce,HBrO2,HOBr,Time
1e-07,0.06,0.05,5e-11,0.0,0.0
0.0004972074631097377,0.06,0.04950249192819716,5.028034145300873e-11,0.0,0.01
0.0009885700400847986,0.06,0.04900993403971097,5.0265252556785316e-11,0.0,0.02
0.0014742459941540769,0.06,0.04852227723364375,5.026022875400235e-11,0.0,0.03
0.0019542931388214697,0.06,0.04803947278601733,5.025770718779411e-11,0.0,0.04
0.0024287689015218637,0.06,0.04756147229651304,5.025620689002468e-11,0.0,0.05
0.002897729964949937,0.06,0.047088227990749125,5.025518084029732e-11,0.0,0.06
0.0033612324751295733,0.06,0.046619692544928405,5.0254492152788954e-11,0.0,0.07
0.0038193320197055943,0.06,0.04615581910416957,5.025397356871809e-11,0.0,0.08
0.004272085062816954,0.06,0.045696560072993386,5.0253528755199584e-11,0.0,0.09
0.004719547428856428,0.06,0.0452418683932421,5.0253193944745514e-11,0.0,0.1
0.00516176694314289,0.06,0.044791703748241624,5.0252921832573766e-11,0.0,0.11
0.00559879818465973,0.06,0.044346020126549125,5.025269417823116e-11,0.0,0.12
0.006030696768895847,0.06,0.043904770641259735,5.0252493189222624e-11,0.0,0.13
0.0064575148885638025,0.06,0.04346791128901044,5.025232080661596e-11,0.0,0.14
0.006879304042587667,0.06,0.04303539864968912,5.025219517125769e-11,0.0,0.15
0.007296115409346101,0.06,0.042607189571766076,5.025207842355592e-11,0.0,0.16
0.007707999738967729,0.06,0.04218324126306457,5.025194325119706e-11,0.0,0.17
0.008115007327965799,0.06,0.04176351131228973,5.025188941466952e-11,0.0,0.18
0.008517188172802689,0.06,0.04134795755956437,5.0251769998809934e-11,0.0,0.19
0.008914592138030435,0.06,0.040936537954163126,5.025169109228241e-11,0.0,0.2
0.009307265980974984,0.06,0.04052921306403244,5.025161975688751e-11,0.0,0.21
0.009695258965660581,0.06,0.040125941341764795,5.025155493667885e-11,0.0,0.22
0.010078619424384021,0.06,0.03972668202401631,5.025149578658134e-11,0.0,0.23
0.010457394169714949,0.06,0.0393313956262822,5.025144164040083e-11,0.0,0.24
0.010831630482760351,0.06,0.03894004226962877,5.025139178984567e-11,0.0,0.25
0.011201374275323842,0.06,0.03855258322554419,5.0251345901227335e-11,0.0,0.26
0.011566672039860745,0.06,0.03816897927767404,5.0251303416587205e-11,0.0,0.27
0.01192756882369359,0.06,0.0377891924234364,5.02512639916837e-11,0.0,0.28
0.012284109930771768,0.06,0.03741318444470562,5.025122729739557e-11,0.0,0.29
0.01263633992687357,0.06,0.03704091774330913,5.0251193121664786e-11,0.0,0.3
0.012984301398981497,0.06,0.036672356383144866,5.025116117756611e-11,0.0,0.31
0.01332803907840091,0.06,0.036307462627033674,5.0251131199819295e-11,0.0,0.32
0.013667597024202992,0.06,0.035946199302384144,5.0251103008376274e-11,0.0,0.33
0.014003018374600726,0.06,0.03558853001001666,5.025107651111692e-11,0.0,0.34
0.014334345690801914,0.06,0.03523441883539414,5.025105164790017e-11,0.0,0.35
0.014661620546100212,0.06,0.03488383069427525,5.025102770218844e-11,0.0,0.36
0.014984884559239063,0.06,0.03453673046345729,5.025100503219148e-11,0.0,0.37
0.015304178568722519,0.06,0.03419308367533898,5.025098368762984e-11,0.0,0.38
