Time,Br,BrO3,Ce,HBrO2,HOBr,f,BZ,Reaction1,Reaction2,Reaction3,Reaction4,Reaction5
0.0,1e-07,0.06,0.05,5e-11,0.0,1.0,1.0,8.04e-09,7.999999999999999e-09,2.4e-08,1.0000000000000002e-13,0.05
0.01,0.0004972074631097377,0.06,0.04950249192819716,5.028034145300873e-11,0.0,1.0,1.0,3.997548003402291e-05,3.9999617629026964e-05,2.413456389744419e-08,1.0112450946524591e-13,0.04950249192819716
0.02,0.0009885700400847986,0.06,0.04900993403971097,5.0265252556785316e-11,0.0,1.0,1.0,7.948103122281781e-05,7.950515637589405e-05,2.4127321227256953e-08,1.0106382458389651e-13,0.04900993403971097
0.03,0.0014742459941540769,0.06,0.04852227723364375,5.026022875400235e-11,0.0,1.0,1.0,0.00011852937792998778,0.00011855350544936883,2.4124909801921127e-08,1.0104362377618579e-13,0.04852227723364375
0.04,0.0019542931388214697,0.06,0.04803947278601733,5.025770718779411e-11,0.0,1.0,1.0,0.00015712516836124618,0.00015714926772800717,2.4123699450141172e-08,1.0103348527096207e-13,0.04803947278601733
0.05,0.0024287689015218637,0.06,0.04756147229651304,5.025620689002468e-11,0.0,1.0,1.0,0.00019527301968235783,0.00019529713984470524,2.4122979307211846e-08,1.0102745323891858e-13,0.04756147229651304
0.06,0.002897729964949937,0.06,0.047088227990749125,5.025518084029732e-11,0.0,1.0,1.0,0.00023297748918197497,0.000233001509463852,2.4122486803342712e-08,1.0102332805163947e-13,0.047088227990749125
0.07,0.0033612324751295733,0.06,0.046619692544928405,5.0254492152788954e-11,0.0,1.0,1.0,0.0002702430910004177,0.00027026724967215766,2.4122156233338697e-08,1.0102055926138906e-13,0.046619692544928405
0.08,0.0038193320197055943,0.06,0.04615581910416957,5.025397356871809e-11,0.0,1.0,1.0,0.0003070742943843298,0.00030709857658950976,2.4121907312984682e-08,1.0101847437781667e-13,0.04615581910416957
0.09,0.004272085062816954,0.06,0.045696560072993386,5.0253528755199584e-11,0.0,1.0,1.0,0.0003434756390504831,0.00034349975927828867,2.41216938024958e-08,1.0101668609398687e-13,0.045696560072993386
0.1,0.004719547428856428,0.06,0.0452418683932421,5.0253193944745514e-11,0.0,1.0,1.0,0.00037945161328005683,0.00037947573163799535,2.4121533093477844e-08,1.010153400659283e-13,0.0452418683932421
0.11,0.00516176694314289,0.06,0.044791703748241624,5.0252921832573766e-11,0.0,1.0,1.0,0.00041500606222868834,0.0004150301931387566,2.4121402479635408e-08,1.0101424610843076e-13,0.044791703748241624
0.12,0.00559879818465973,0.06,0.044346020126549125,5.025269417823116e-11,0.0,1.0,1.0,0.0004501433740466423,0.0004501675087029459,2.4121293205550953e-08,1.0101333088683311e-13,0.044346020126549125
0.13,0.006030696768895847,0.06,0.043904770641259735,5.0252493189222624e-11,0.0,1.0,1.0,0.0004848680202192261,0.00048489207728832863,2.412119673082686e-08,1.0101252286931466e-13,0.043904770641259735
0.14,0.0064575148885638025,0.06,0.04346791128901044,5.025232080661596e-11,0.0,1.0,1.0,0.0005191841970405297,0.0005192081756697713,2.412111398717566e-08,1.0101182985804191e-13,0.04346791128901044
0.15,0.006879304042587667,0.06,0.04303539864968912,5.025219517125769e-11,0.0,1.0,1.0,0.0005530960450240484,0.00055312020702486,2.4121053682203693e-08,1.0101132478120699e-13,0.04303539864968912
0.16,0.007296115409346101,0.06,0.042607189571766076,5.025207842355592e-11,0.0,1.0,1.0,0.0005866076789114265,0.00058663194198044,2.412099764330684e-08,1.0101085543548856e-13,0.042607189571766076
0.17,0.007707999738967729,0.06,0.04218324126306457,5.025194325119706e-11,0.0,1.0,1.0,0.0006197231790130055,0.0006197471447405569,2.412093276057459e-08,1.0101031202086119e-13,0.04218324126306457
0.18,0.008115007327965799,0.06,0.04176351131228973,5.025188941466952e-11,0.0,1.0,1.0,0.0006524465891684502,0.0006524711213506722,2.4120906919041367e-08,1.0101009558976697e-13,0.04176351131228973
0.19,0.008517188172802689,0.06,0.04134795755956437,5.0251769998809934e-11,0.0,1.0,1.0,0.0006847819290933361,0.000684806049754024,2.4120849599428765e-08,1.0100961552053178e-13,0.04134795755956437
0.2,0.008914592138030435,0.06,0.040936537954163126,5.025169109228241e-11,0.0,1.0,1.0,0.0007167332078976469,0.0007167573285343917,2.4120811724295554e-08,1.0100929830536701e-13,0.040936537954163126
0.21,0.009307265980974984,0.06,0.04052921306403244,5.025161975688751e-11,0.0,1.0,1.0,0.0007483041848703887,0.0007483283056834712,2.4120777483306e-08,1.0100901152763227e-13,0.04052921306403244
0.22,0.009695258965660581,0.06,0.040125941341764795,5.025155493667885e-11,0.0,1.0,1.0,0.0007794988208391107,0.0007795229416611534,2.4120746369605847e-08,1.0100875094216211e-13,0.040125941341764795
0.23,0.010078619424384021,0.06,0.03972668202401631,5.025149578658134e-11,0.0,1.0,1.0,0.0008103210017204752,0.0008103451224623848,2.4120717977559044e-08,1.010085131515521e-13,0.03972668202401631
0.24,0.010457394169714949,0.06,0.0393313956262822,5.025144164040083e-11,0.0,1.0,1.0,0.0008407744912450819,0.0008407986125281579,2.41206919873924e-08,1.0100829547754442e-13,0.0393313956262822
0.25,0.010831630482760351,0.06,0.03894004226962877,5.025139178984567e-11,0.0,1.0,1.0,0.0008708630908139323,0.0008708872113792409,2.4120668059125922e-08,1.0100809507266275e-13,0.03894004226962877
0.26,0.011201374275323842,0.06,0.03855258322554419,5.0251345901227335e-11,0.0,1.0,1.0,0.0009005904917360369,0.000900614613245453,2.412064603258912e-08,1.010079105953919e-13,0.03855258322554419
0.27,0.011566672039860745,0.06,0.03816897927767404,5.0251303416587205e-11,0.0,1.0,1.0,0.000929960432004804,0.0009299845539123167,2.4120625639961858e-08,1.0100773980263636e-13,0.03816897927767404
0.28,0.01192756882369359,0.06,0.0377891924234364,5.02512639916837e-11,0.0,1.0,1.0,0.0009589765334249646,0.0009590006555814445,2.4120606716008175e-08,1.0100758131047547e-13,0.0377891924234364
0.29,0.012284109930771768,0.06,0.03741318444470562,5.025122729739557e-11,0.0,1.0,1.0,0.0009876424384340503,0.00098766656044385,2.4120589102749874e-08,1.0100743379578055e-13,0.03741318444470562
0.3,0.01263633992687357,0.06,0.03704091774330913,5.0251193121664786e-11,0.0,1.0,1.0,0.001015961730120635,0.0010159858528261238,2.4120572698399097e-08,1.0100729640603401e-13,0.03704091774330913
0.31,0.012984301398981497,0.06,0.036672356383144866,5.025116117756611e-11,0.0,1.0,1.0,0.0010439378324781125,0.0010439619558053061,2.4120557365231732e-08,1.0100716798774911e-13,0.036672356383144866
0.32,0.01332803907840091,0.06,0.036307462627033674,5.0251131199819295e-11,0.0,1.0,1.0,0.0010715743419034331,0.0010715984645840685,2.412054297591326e-08,1.0100704747445808e-13,0.036307462627033674
0.33,0.013667597024202992,0.06,0.035946199302384144,5.0251103008376274e-11,0.0,1.0,1.0,0.0010988748007459206,0.0010988989215043226,2.4120529444020614e-08,1.0100693414233772e-13,0.035946199302384144
0.34,0.014003018374600726,0.06,0.03558853001001666,5.025107651111692e-11,0.0,1.0,1.0,0.0011258426773178983,0.0011258667963658195,2.412051672533612e-08,1.0100682762104505e-13,0.03558853001001666
0.35,0.014334345690801914,0.06,0.03523441883539414,5.025105164790017e-11,0.0,1.0,1.0,0.0011524813935404738,0.0011525055130357474,2.412050479099208e-08,1.010067276687972e-13,0.03523441883539414
0.36,0.014661620546100212,0.06,0.03488383069427525,5.025102770218844e-11,0.0,1.0,1.0,0.001178794291906457,0.0011788184003536913,2.412049329705045e-08,1.0100663140504439e-13,0.03488383069427525
0.37,0.014984884559239063,0.06,0.03453673046345729,5.025100503219148e-11,0.0,1.0,1.0,0.0012047847185628205,0.001204808815029009,2.4120482415451908e-08,1.0100654026981332e-13,0.03453673046345729
0.38,0.015304178568722519,0.06,0.03419308367533898,5.025098368762984e-11,0.0,1.0,1.0,0.0012304559569252904,0.001230480044175119,2.412047217006232e-08,1.0100645446297762e-13,0.03419308367533898
0.39,0.01561954285372798,0.06,0.0338528563320906,5.025096377981914e-11,0.0,1.0,1.0,0.0012558112454397296,0.0012558353315200283,2.4120462614313185e-08,1.0100637443202782e-13,0.0338528563320906
0.4,0.01593101793783777,0.06,0.03351601423084534,5.025094513025266e-11,0.0,1.0,1.0,0.001280853842202157,0.0012808779332213708,2.4120453662521275e-08,1.0100629945934653e-13,0.03351601423084534
0.41,0.016238644986242768,0.06,0.03318252263020927,5.0250927096931085e-11,0.0,1.0,1.0,0.0013055870568939186,0.0013056111445706093,2.4120445006526918e-08,1.0100622696404331e-13,0.03318252263020927
0.42,0.016542462185716818,0.06,0.032852349289615,5.025091015715464e-11,0.0,1.0,1.0,0.0013300139597316322,0.0013300380497161342,2.4120436875434227e-08,1.010061588648971e-13,0.032852349289615
0.43,0.016842508266469707,0.06,0.032525461512393224,5.0250894367655183e-11,0.0,1.0,1.0,0.0013541376646241646,0.0013541617660555653,2.4120429296474487e-08,1.0100609538996958e-13,0.032525461512393224
0.44,0.0171388214762542,0.06,0.032201827007106824,5.025087981314976e-11,0.0,1.0,1.0,0.0013779612466908377,0.0013779853730276478,2.4120422310311883e-08,1.0100603687982488e-13,0.032201827007106824
0.45,0.017431441122732053,0.06,0.03188141259248383,5.025086559552385e-11,0.0,1.0,1.0,0.001401487866267657,0.0014015120079915132,2.4120415485851448e-08,1.010059797239761e-13,0.03188141259248383
0.46,0.017720405560187513,0.06,0.031564185887898784,5.02508511532742e-11,0.0,1.0,1.0,0.001424720607039076,0.0014247447394890162,2.412040855357161e-08,1.0100592166514074e-13,0.031564185887898784
0.47,0.018005751530490954,0.06,0.03125011586674094,5.0250836693419826e-11,0.0,1.0,1.0,0.0014476624230514727,0.001447686527521592,2.4120401612841515e-08,1.0100586353554994e-13,0.03125011586674094
0.48,0.018287516057043016,0.06,0.030939171266140177,5.0250821950272445e-11,0.0,1.0,1.0,0.0014703162909862587,0.001470340341272347,2.412039453613077e-08,1.0100580426711932e-13,0.030939171266140177
0.49,0.018565735757346234,0.06,0.030631321164174944,5.025080663595472e-11,0.0,1.0,1.0,0.001492685154890637,0.0014927091161546174,2.4120387185258266e-08,1.0100574270256443e-13,0.030631321164174944
0.5,0.018840448018005666,0.06,0.030326533993346557,5.0250794403704503e-11,0.0,1.0,1.0,0.0015147720206476556,0.0015147959677223755,2.412038131377816e-08,1.010056935281352e-13,0.030326533993346557
0.51,0.019111688610119807,0.06,0.030024779542687095,5.025078480453334e-11,0.0,1.0,1.0,0.0015365797642536325,0.00153660376255741,2.4120376706176e-08,1.0100565493886075e-13,0.030024779542687095
0.52,0.01937949312249862,0.06,0.029726027754435537,5.0250778121503853e-11,0.0,1.0,1.0,0.001558111247048889,0.001558135374409421,2.412037349832185e-08,1.0100562807266442e-13,0.029726027754435537
0.53,0.019643896902096964,0.06,0.029430248774049546,5.0250775168810485e-11,0.0,1.0,1.0,0.001579369310928596,0.0015793936746665077,2.412037208102903e-08,1.0100561620265362e-13,0.029430248774049546
0.54,0.019904934968646447,0.06,0.029137413021896985,5.025077521662632e-11,0.0,1.0,1.0,0.0016003567714791744,0.0016003814604976282,2.4120372103980633e-08,1.0100561639487624e-13,0.029137413021896985
0.55,0.020162642336573004,0.06,0.028847490923105207,5.025076318477044e-11,0.0,1.0,1.0,0.0016210764438604694,0.0016211010643749702,2.4120366328689806e-08,1.010055680260752e-13,0.028847490923105207
0.56,0.020417053147183426,0.06,0.028560453635823248,5.025074416554357e-11,0.0,1.0,1.0,0.0016415310730335474,0.001641555382901473,2.4120357199460915e-08,1.0100549156763645e-13,0.028560453635823248
0.57,0.02066820137611959,0.06,0.02827627245753185,5.025071528020784e-11,0.0,1.0,1.0,0.0016617233906400153,0.0016617470443286168,2.4120343334499763e-08,1.0100537544690054e-13,0.02827627245753185
0.58,0.02091612064220445,0.06,0.02799491898545839,5.025067328336104e-11,0.0,1.0,1.0,0.0016816560996332378,0.0016816786315948472,2.4120323176013298e-08,1.0100520661724381e-13,0.02799491898545839
0.59,0.021160844220871177,0.06,0.027716365105315048,5.025066055100207e-11,0.0,1.0,1.0,0.0017013318753580427,0.00170135423986501,2.4120317064480994e-08,1.0100515543248142e-13,0.027716365105315048
0.6,0.0214024053698237,0.06,0.02744058271673834,5.02507043640701e-11,0.0,1.0,1.0,0.0017207533917338255,0.0017207775118703952,2.4120338094753647e-08,1.0100533156340695e-13,0.02744058271673834
0.61,0.021640837034389973,0.06,0.02716754398127896,5.025069660349852e-11,0.0,1.0,1.0,0.0017399232975649538,0.0017399474176974163,2.4120334369679285e-08,1.010053003654743e-13,0.02716754398127896
0.62,0.021876170026340895,0.06,0.026897222861741833,5.025068910987731e-11,0.0,1.0,1.0,0.001758844070117808,0.0017588681902535562,2.4120330772741106e-08,1.0100527024070167e-13,0.026897222861741833
0.63,0.022108437124629607,0.06,0.02662959165723922,5.02506818700204e-11,0.0,1.0,1.0,0.0017775183448202204,0.0017775424649489773,2.4120327297609792e-08,1.0100524113607988e-13,0.02662959165723922
