data_set_value_component_environment_variable_time,data_set_value_component_parameters_variable_R_gas_const,data_set_value_component_parameters_variable_Temp,data_set_value_component_parameters_variable_F,data_set_value_component_transmitter_release_variable_R,data_set_value_component_transmitter_release_variable_kr_plus,data_set_value_component_transmitter_release_variable_kr_minus,data_set_value_component_transmitter_release_variable_T,data_set_value_component_transmitter_release_variable_T_bar,data_set_value_component_calcium_concentration_variable_Ca,data_set_value_component_calcium_concentration_variable_Ca_ex,data_set_value_component_calcium_concentration_variable_Ca_open,data_set_value_component_calcium_concentration_variable_Dc,data_set_value_component_calcium_concentration_variable_r,data_set_value_component_calcium_concentration_variable_sigma,data_set_value_component_calcium_concentration_variable_i_V,data_set_value_component_calcium_concentration_variable_g_Ca,data_set_value_component_calcium_concentration_variable_P,data_set_value_component_rate_constants_variable_alpha,data_set_value_component_rate_constants_variable_alpha_,data_set_value_component_rate_constants_variable_beta,data_set_value_component_rate_constants_variable_beta_,data_set_value_component_rate_constants_variable_kG_plus,data_set_value_component_rate_constants_variable_b,data_set_value_component_rate_constants_variable_kb_plus,data_set_value_component_rate_constants_variable_kb_minus,data_set_value_component_rate_constants_variable_kG_minus,data_set_value_component_rate_constants_variable_kG2_minus,data_set_value_component_rate_constants_variable_kG3_minus,data_set_value_component_C1_variable_C1,data_set_value_component_C2_variable_C2,data_set_value_component_C3_variable_C3,data_set_value_component_C4_variable_C4,data_set_value_component_O_variable_O,data_set_value_component_O_variable_C_G,data_set_value_component_C_G1_variable_C_G1,data_set_value_component_C_G2_variable_C_G2,data_set_value_component_C_G3_variable_C_G3,data_set_value_component_membrane_post_variable_V_post,data_set_value_component_membrane_post_variable_Cm,data_set_value_component_synaptic_current_variable_i_syn,data_set_value_component_synaptic_current_variable_g_syn,data_set_value_component_synaptic_current_variable_V_syn,data_set_value_component_leak_current_post_variable_i_leak_post,data_set_value_component_sodium_current_post_variable_i_Na_post,data_set_value_component_sodium_current_post_variable_x_infinity,data_set_value_component_sodium_current_post_variable_alpha_x,data_set_value_component_sodium_current_post_variable_beta_x,data_set_value_component_potassium_current_post_variable_i_K_post,data_set_value_component_potassium_current_n_gate_post_variable_n_post,data_set_value_component_potassium_current_n_gate_post_variable_alpha_n,data_set_value_component_potassium_current_n_gate_post_variable_beta_n
0.0,8314.41,310.0,96485.0,0.0,0.15,2.5,0.0,4000.0,0.1,2000.0,0.02647431635962727,220.0,10.0,365.95467825055493,-70.62035473766015,1.2,0.006,0.02344605213386317,0.002930756516732896,1.5576091741373796,12.460873393099037,0.0,0.0,2000.0,1.0,0.00025,0.016,1.024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.0,1.0,-0.0,0.2,0.0,-3.3000000000000007,-3.1434834282003377,0.052121799376355006,0.44712744916926006,8.131383932233641,0.0,0.0,0.1163953413738653,0.25
0.1,8314.41,310.0,96485.0,0.0013262418025779084,0.15,2.5,5.304967210311633,4000.0,0.10000000000087687,2000.0,0.02572697934290078,220.0,10.0,355.6242329319389,-68.62682997528731,1.2,0.006,0.025572845211932368,0.003196605651491546,1.3589422084846319,10.871537667877055,0.002999808249486454,0.9999060074773777,2000.0,1.0,0.00025,0.016,1.024,0.9906230725674212,0.009055615719684098,3.104270612321655e-05,4.7302771265652005e-08,3.4083402766782456e-11,0.00029022166991687963,0.0002891208918073459,1.0986440804082525e-06,2.134029125506352e-09,-63.08976361961021,1.0,-12.616766730715192,0.2,0.0,-2.7269290858830644,-4.4425536375813905,0.058932269996630995,0.5094762718643763,8.13563907654324,1.0614848262454055e-05,0.012066163195272563,0.12989259608322443,0.24410121701446885
0.2,8314.41,310.0,96485.0,0.002357602754634438,0.15,2.5,9.430411018537752,4000.0,0.10000000001053914,2000.0,0.024940794741970588,220.0,10.0,344.7567971586889,-66.52967911205884,1.2,0.006,0.028028675384638116,0.0035035844230797645,1.1765791952231635,9.412633561785308,0.0029998918287576894,0.9999469757809373,2000.0,1.0,0.00025,0.016,1.024,0.9814575769346783,0.01783051719273445,0.00012147708122361341,3.68015463173796e-07,4.2256631527237687e-10,0.0005900603533342007,0.000586540261636256,3.5077242157519655e-06,1.2367482192649222e-08,-61.07242846679152,1.0,-12.213838029793163,0.2,0.0,-2.1217285400374557,-6.3315136560451,0.06686103918963997,0.5832769560749513,8.14044261431021,0.00022803173479476167,0.025112260426225403,0.14538400514437044,0.23802275389372754
0.30000000000000004,8314.41,310.0,96485.0,0.0031595987681802824,0.15,2.5,12.63839507272113,4000.0,0.10000000005255628,2000.0,0.024109363107799087,220.0,10.0,333.26391129763743,-64.31183158966373,1.2,0.006,0.030896618242522177,0.003862077280315272,1.0095703297978438,8.07656263838275,0.002999919213992497,0.9999603995177596,2000.0,1.0,0.00025,0.016,1.024,0.9720885990760908,0.026744402619106038,0.00027593041862835287,1.2656466419863407e-06,2.1799112515097363e-09,0.000889800059621608,0.0008828945477006832,6.8705591832342925e-06,3.495273769061466e-08,-58.92921863046792,1.0,-11.785377000998423,0.2,0.0,-1.4787655891403766,-9.107391291467342,0.07614538199537618,0.6713991366087415,8.145933169236297,0.0015473176760218345,0.03927127609384759,0.16327434346742065,0.23173075310363417
0.4,8314.41,310.0,96485.0,0.003783249696199476,0.15,2.5,15.132998784797904,4000.0,0.10000000017476202,2000.0,0.023192253216197816,220.0,10.0,320.58669422648546,-61.86543694065716,1.2,0.006,0.03442227715842398,0.004302784644802998,0.8519057640011788,6.81524611200943,0.0029999328526794642,0.999967084993487,2000.0,1.0,0.00025,0.016,1.024,0.9621010742618586,0.036195619345303735,0.0005106614391189335,3.202909582844101e-06,7.535361445931699e-09,0.0011894345087744564,0.0011779858664439633,1.1371783343073677e-05,7.685898741960708e-08,-56.55195999568406,1.0,-11.310019717510496,0.2,0.0,-0.7655879987052181,-13.420168065728616,0.08750904015747187,0.7818397155095833,8.152548252895379,0.006615751487277879,0.05475278936115176,0.18488166896086186,0.22494600998951148
0.5,8314.41,310.0,96485.0,0.004268221946153699,0.15,2.5,17.072887784614796,4000.0,0.10000000047656651,2000.0,0.022115128654922215,220.0,10.0,305.69759314818543,-58.992202460089814,1.2,0.006,0.03911624532066641,0.004889530665083301,0.696866632874814,5.574933062998512,0.0029999405745673186,0.9999708701574783,2000.0,1.0,0.00025,0.016,1.024,0.9509825923878635,0.04666276084416145,0.0008586433324384257,7.024211918043331e-06,2.1549343420801392e-08,0.0014889576742751899,0.001471293967322906,1.751209627778576e-05,1.5161067449801464e-07,-53.73961385572017,1.0,-10.747609685846276,0.2,0.0,0.07811584328394972,-20.785089289273728,0.10241457231554309,0.9311927224390452,8.161192290603884,0.022400646477070234,0.07191761604787177,0.21286855357572465,0.21717556702571983
0.6000000000000001,8314.41,310.0,96485.0,0.004645353131146437,0.15,2.5,18.581412524585748,4000.0,0.10000000118091468,2000.0,0.02071340687381318,220.0,10.0,286.3215822085861,-55.25310347521924,1.2,0.006,0.04627781935509739,0.005784727419387173,0.5350700880737828,4.280560704590262,0.002999944942095059,0.9999730110640022,2000.0,1.0,0.00025,0.016,1.024,0.9379126828555218,0.058897375737828196,0.0013870024635368532,1.4521457003205138e-05,5.7012092380404056e-08,0.0017883604740176373,0.0017617870036971941,2.6285243506310947e-05,2.882268141322581e-07,-50.040865601421544,1.0,-10.00790301034051,0.2,0.0,1.1877403195735372,-35.67709711170094,0.12438596157735082,1.1611877234845924,8.174172221958242,0.06792979962684248,0.09146669192526163,0.25367347696945935,0.20736317775748078
0.7000000000000001,8314.41,310.0,96485.0,0.00493862369258578,0.15,2.5,19.75449477034312,4000.0,0.10000000285670947,2000.0,0.0184867377298137,220.0,10.0,255.5423175396252,-49.313453789970126,1.2,0.006,0.06076101889691552,0.00759512736211444,0.34880752714358376,2.79046021714867,0.00299994836641886,0.9999746896260083,2000.0,1.0,0.00025,0.016,1.024,0.9210676673600987,0.07455111019236361,0.0022629047417641315,3.0537325235951366e-05,1.545275052361461e-07,0.0020876258530323918,0.002047128159057232,3.993558085939877e-05,5.621131157608911e-07,-44.050580991385544,1.0,-8.80989321094122,0.2,0.0,2.9848257025843363,-78.47165376110222,0.1651526439263278,1.62221275894477,8.200292775198635,0.20814180629431384,0.11509388880514808,0.32908761955502763,0.19240320195186084
0.8,8314.41,310.0,96485.0,0.005166680870710778,0.15,2.5,20.66672348284311,4000.0,0.1000000070320316,2000.0,0.01221905126449395,220.0,10.0,168.9040394200334,-32.594372717104086,1.2,0.006,0.13879761316610242,0.017349701645762803,0.09524121496981067,0.7619297197584853,0.002999950645645353,0.9999758068761981,2000.0,1.0,0.00025,0.016,1.024,0.8921174610416579,0.1011160248193556,0.0042980103476065925,8.121713861719519e-05,5.75497347332643e-07,0.002386711155415548,0.0023193621404232977,6.607235416449915e-05,1.2766608277510362e-06,-25.877076083081395,1.0,-5.175290007155218,0.2,0.0,8.436877175075582,-437.2036106488896,0.30856691821385634,3.734169722553689,8.367483118810444,0.9293623754522952,0.14990520932951223,0.6159351663686445,0.15330422853574283
0.9,8314.41,310.0,96485.0,0.005344026058774112,0.15,2.5,21.37610423509645,4000.0,0.10000007352205723,2000.0,0.00627715363135566,220.0,10.0,86.76914282837423,-16.744334779693983,1.2,0.006,0.37287821818957884,0.046609777273697355,0.0201553957132027,0.1612431657056216,0.0029999522835999787,0.9999766097829068,2000.0,1.0,0.00025,0.016,1.024,0.7835151803531024,0.1948606797294532,0.018173659101697305,0.000753418912464031,1.1712642630223868e-05,0.002685349260652748,0.0025346488039596684,0.00014558489422871176,5.115562464368013e-06,-4.135905602845666,1.0,-0.8271617726231477,0.2,0.0,14.9592283191463,-20.267198775983328,0.12062103943502395,7.377148194049195,53.78256514122771,6.692038806952752,0.2247427002820475,1.023607959526414,0.11682297302338059
