Time,I,S,V_L,r,K,d,phi,beta,eta,mu,r_tilde,phi_tilde,alpha,d_tilde,N,compartment,Susceptible_Logistic_Growth,Susceptible_Absorption_Virus,Susceptible_Death,Infected_Death,Infected_Lysis,Virus_Lytic_Release_From_Infected,Virus_Lytic_Decay
253.0,325.30467254437195,6532.304562465899,476715735.34974635,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,6857.609235010271,1.0,2214.4342735661603,541.6124038495224,272.17935676941244,13.554361356015498,487.95700881655796,9759.140176331159,41283582.68128803
254.0,369.3435803971514,8122.724183522589,437178646.2849304,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,8492.06776391974,1.0,2753.5773623166483,617.6228242336111,338.4468409801078,15.389315849881308,554.0153705957271,11080.307411914542,37859670.76827497
255.0,422.27775889324414,10167.104803236,400922711.28985125,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,10589.382562129244,1.0,3446.6077348692365,708.9582300959056,423.62936680149994,17.59490662055184,633.4166383398663,12668.332766797324,34719906.79770112
256.0,485.8943652834054,12803.125840373774,367676009.0402454,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,13289.02020565718,1.0,4340.195193810574,818.7362069236858,533.4635766822405,20.245598553475226,728.8415479251081,14576.830958502163,31840742.38288525
257.0,562.3804620584381,16212.105650765177,337189215.07565755,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,16774.486112823615,1.0,5495.800774408734,950.7707012507367,675.5044021152157,23.43251925243492,843.5706930876571,16871.413861753143,29200586.02555194
258.0,654.4142834676592,20633.290938213162,309233772.42040455,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,21287.705221680822,1.0,6994.519202653828,1109.732001415213,859.7204557588817,27.267261811152466,981.6214252014888,19632.428504029776,26779644.691607032
259.0,765.2718256929866,26382.681866465748,283600143.9189342,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,27147.953692158735,1.0,8943.457772442547,1301.3319031714348,1099.2784111027395,31.886326070541106,1147.9077385394799,22958.154770789595,24559772.463379703
260.0,898.96545997711,33878.43147614319,260096292.3073285,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,34777.3969361203,1.0,11484.341851456013,1532.569385009333,1411.6013115059661,37.45689416571291,1348.4481899656648,26968.9637993133,22524338.913814645
261.0,1060.4074885084037,43674.34044944527,238546216.21568143,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,44734.747937953674,1.0,14804.861136462481,1812.0141172729134,1819.764185393553,44.18364535451682,1590.6112327626056,31812.22465525211,20658102.324278012
262.0,1255.6200458265685,56505.01039093392,218788674.36322752,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,57760.63043676049,1.0,19153.961888635014,2150.178354265707,2354.37543295558,52.31750190944035,1883.4300687398527,37668.60137479706,18947099.199855503
263.0,1491.9876019173885,73345.63093521062,200675973.57338777,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,74837.618537128,1.0,24862.08911148436,2559.9549161574055,3056.0679556337755,62.16615007989118,2237.981402876083,44759.62805752165,17378539.31145538
264.0,1778.574320676165,95492.39132298199,184072900.69664416,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,97270.96564365816,1.0,32368.401212886572,3057.182146804094,3978.849638457583,74.10726336150687,2667.861481014247,53357.22962028495,15940713.200329384
265.0,2126.5187556219107,124669.44349611648,168855728.92484608,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,126795.9622517384,1.0,42256.95188467667,3661.326932717516,5194.560145671519,88.60494815091295,3189.778133432866,63795.56266865732,14622906.12489167
266.0,2549.515252777229,163172.25625386066,154911331.65165928,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,165721.7715066379,1.0,55305.14901644364,4396.3493474352235,6798.844010577527,106.22980219905119,3824.2728791658433,76485.45758331686,13415321.321033694
267.0,3064.436841220902,214059.2293523701,142136380.7250398,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,217123.66619359102,1.0,72548.46858720368,5291.78145148215,8919.134556348754,127.68486838420424,4596.655261831353,91933.10523662706,12309010.570788447
268.0,3692.080968137966,281407.24031264405,130436624.47836821,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,285099.321280782,1.0,95366.65585697725,6384.068055083408,11725.3016796935,153.83670700574856,5538.1214522069495,110762.42904413897,11295811.679826686
269.0,4458.157486170299,370655.1030931598,119726263.48638107,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,375113.2605793301,1.0,125599.39886955124,7718.307946819339,15443.962628881658,185.75656192376246,6687.236229255449,133744.72458510898,10368294.4179206
270.0,5394.484730289227,489058.93182824185,109927385.52222763,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,494453.41655853105,1.0,165699.3539762251,9350.391248256228,20377.455492843408,224.77019709538445,8091.72709543384,161834.5419086768,9519711.586224912
271.0,6540.588228818539,646305.9923395761,100969511.0359086,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,652846.5805683946,1.0,218937.8597089654,11349.876219422964,26929.416347482336,272.5245095341058,9810.88234322781,196217.64686455618,8743959.655709684
272.0,7945.695481281077,855325.4666524881,92789197.86491981,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,863271.1621337691,1.0,289675.5633533981,13803.572889909736,35638.561110520335,331.0706450533782,11918.543221921616,238370.86443843233,8035544.535102055
273.0,9671.434494089244,1133379.329879999,85329766.98502494,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,1143050.7643740883,1.0,383724.72669869714,16820.485891657914,47224.13874499995,402.9764372537185,14507.151741133866,290143.0348226773,7389557.82090316
274.0,11795.35262229911,1503500.0305313454,78541112.48396352,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,1515295.3831536446,1.0,508823.2873524853,20538.237858665623,62645.83460547272,491.47302592912956,17693.028933448666,353860.5786689733,6801660.341111241
275.0,14415.743630083707,1996409.6614685715,72379656.21491224,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,2010825.4050986553,1.0,675261.8154420886,25132.105168918588,83183.73589452381,600.6559845868211,21623.61544512556,432472.3089025112,6268078.228211399
276.0,17658.352870867686,2653043.740278695,66808448.47830181,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,2670702.0931495624,1.0,896697.1504866574,30827.512727964873,110543.48917827895,735.7647029528202,26487.529306301527,529750.5861260305,5785611.638220936
277.0,21685.775215523005,3527871.29167263,61797481.281534426,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,3549557.0668881526,1.0,1191203.6635282666,37918.067591369094,146994.63715302624,903.5739673134585,32528.662823284507,650573.2564656901,5351661.878980881
278.0,26711.356385185187,4693232.944302922,57324286.14316997,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,4719944.3006881075,1.0,1582612.6971322342,46792.19898792702,195551.3726792884,1112.9731827160495,40067.034577777784,801340.6915555556,4964283.179998519
279.0,33019.53639249383,6244907.053186173,53374927.10855089,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,6277926.589578667,1.0,2102168.770939467,57973.025148638146,260204.46054942385,1375.8140163539094,49529.30458874074,990586.0917748149,4622268.687600507
280.0,40997.474566987985,8309258.000177121,49945619.016487546,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,8350255.4747441085,1.0,2790548.844546591,72180.90675201731,346219.08334071335,1708.2281069578326,61496.21185048198,1229924.2370096396,4325290.606827822
281.0,51184.091450095955,11052051.44623049,47045251.06443585,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,11103235.537680585,1.0,3700149.5346059706,90431.84217748586,460502.14359293703,2132.670477087331,76776.13717514393,1535522.7435028786,4074118.7421801444
282.0,64349.70326853988,14689213.000589687,44699422.59042335,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,14753562.703858227,1.0,4897529.114989928,114199.21825255717,612050.5416912369,2681.2376361891615,96524.55490280982,1930491.0980561965,3870969.996330662
283.0,81627.21202394091,19499152.90698697,42956889.40186853,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,19580780.11901091,1.0,6465546.328179913,145683.7996781185,812464.7044577904,3401.133834330871,122440.81803591136,2448816.3607182275,3720066.6222018143
284.0,104735.28482629542,25835943.565423463,41900130.0183932,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,25940678.850249756,1.0,8504446.733968286,188279.21864546504,1076497.648559311,4363.970201095643,157102.92723944312,3142058.5447888626,3628551.259592851
285.0,136368.34233151958,34141321.13804018,41663028.83893952,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,34277689.4803717,1.0,11130489.04395794,247396.6710133412,1422555.0474183406,5682.014263813316,204552.51349727937,4091050.2699455875,3608018.297452162
286.0,180898.98201957566,44951668.16920756,42461291.94984758,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,45132567.15122713,1.0,14469913.332354564,331972.1925098344,1872986.1737169814,7537.457584148986,271348.4730293635,5426969.46058727,3677147.8828568
287.0,245684.35941073752,58893205.14885271,44646309.48930738,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,59138889.508263454,1.0,18645140.910100635,457312.8929684562,2453883.5478688627,10236.848308780729,368526.5391161063,7370530.7823221255,3866370.401774019
288.0,343579.67902588,76654527.68323302,48803862.60245022,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,76998107.3622589,1.0,23749533.085969564,650660.8816222559,3193938.6534680426,14315.819959411667,515369.51853882,10307390.3707764,4226414.501372189
289.0,497946.0976833811,98920745.03875883,55940933.64829493,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,99418691.13644221,1.0,29807833.73241739,962453.5496662088,4121697.7099482846,20747.75407014088,746919.1465250717,14938382.930501433,4844484.853942341
290.0,752979.3731427004,126248201.3877946,67852853.69920996,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,127001180.7609373,1.0,36723015.2579208,1489896.1800698,5260341.724491442,31374.140547612515,1129469.0597140505,22589381.19428101,5876057.130351583
291.0,1195695.3514013144,158853900.68693745,87870706.59342225,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,160049596.03833878,1.0,44218180.28755392,2427754.0744972415,6618912.5286223935,49820.63964172143,1793543.0271019717,35870860.54203943,7609603.190990366
292.0,2003801.8133888207,196286312.31902292,122432464.63163556,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,198290114.13241175,1.0,51793731.880917765,4179740.290157297,8178596.346625955,83491.74222453419,3005702.720083231,60114054.40166462,10602651.43709964
293.0,3550427.9951019497,236921342.61375389,184461704.7093382,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,240471770.60885584,1.0,58729421.85514053,7601041.3032570835,9871722.60890641,147934.49979591457,5325641.992652925,106512839.85305849,15974383.627828686
294.0,6624724.865341901,277163364.96644837,300643465.4688946,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,283788089.83179027,1.0,64155911.304551534,14492732.746640885,11548473.540268682,276030.2027225792,9937087.29801285,198741745.96025702,26035724.10960627
295.0,12831786.807108916,310139450.893316,526357002.72546583,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,322971237.7004249,1.0,67184534.98539436,28392269.47729173,12922477.12055483,534657.7836295381,19247680.210663375,384953604.2132675,45582516.43602534
296.0,24968644.13982742,323933043.72896636,971275036.0466795,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,348901687.8687938,1.0,66989957.28753681,54721773.953681014,13497210.155373598,1040360.1724928091,37452966.20974113,749059324.1948225,84112418.12164244
297.0,45768670.26348987,301746110.0794796,1818824122.3550243,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,347514780.3429694,1.0,62560224.552144475,95454207.23604997,12572754.586644981,1907027.9276454113,68653005.39523481,1373060107.9046962,157510168.9959451
298.0,70981773.26691803,232845972.15074527,3246024927.6603646,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,303827745.41766334,1.0,52129623.46865765,131456864.6785153,9701915.506281052,2957573.8861215846,106472659.90037705,2129453198.007541,281105758.73538756
299.0,81642045.55105692,137507697.773159,5108782042.918841,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,219149743.32421592,1.0,35197104.301064834,122181956.47312999,5729487.407214958,3401751.8979607048,122463068.32658538,2449261366.531708,442420524.91677165
300.0,64346967.60419304,61340966.782134384,6742791346.698463,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,125687934.38632742,1.0,17873352.934909508,71937116.67844778,2555873.6159222657,2681123.65017471,96520451.40628956,1930409028.125791,583925730.6240869
301.0,36080787.55580333,22701811.611783348,7569410845.602888,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,58782599.16758668,1.0,7190285.61744089,29887203.662234448,945908.8171576394,1503366.148158472,54121181.33370499,1082423626.6741,655510979.2292101
302.0,16083024.985713046,7954195.544128395,7640980124.133564,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,24037220.52984144,1.0,2624028.231032852,10570804.060610652,331424.8143386831,670126.0410713769,24124537.478569567,482490749.5713914,661708878.7499666
303.0,6345886.684586812,2892221.080340582,7301787724.959589,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,9238107.764927395,1.0,970339.3043925588,3673020.733304824,120509.21168085758,264411.9451911171,9518830.026880218,190376600.53760436,632334816.9815004
304.0,2393512.8201602944,1137576.710938762,6809705697.186464,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,3531089.5310990564,1.0,384116.51541639585,1347323.003565607,47399.02962244841,99729.70084001226,3590269.230240442,71805384.60480884,589720513.3763478
305.0,908802.0900872,489886.18907243974,6287629747.182157,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,1398688.2791596397,1.0,165811.79794802866,535728.6166452128,20411.92454468499,37866.75375363333,1363203.1351308,27264062.702616002,544508736.1059748
306.0,359905.55744928983,230881.3273960612,5782528927.151845,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,590786.8848453511,1.0,78217.08767721507,232203.79543924003,9620.055308169216,14996.06489372041,539858.3361739347,10797166.723478695,500767005.0913498
307.0,152200.88933148107,118509.6176375605,5309529220.096942,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,270710.50696904154,1.0,40162.604651235844,109439.04676656434,4937.900734898354,6341.703722145045,228301.3339972216,4566026.679944432,459805230.46039516
308.0,69640.38464478323,65848.46037588273,4871992830.637096,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,135488.84502066596,1.0,22319.24764147736,55797.52752118871,2743.6858489951137,2901.6826935326344,104460.57696717486,2089211.539343497,421914579.1331725
309.0,34619.33820927851,39362.188565851975,4469214217.940714,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,73981.52677513048,1.0,13342.678544635624,30596.59505930961,1640.0911902438322,1442.4724253866045,51929.00731391777,1038580.1462783553,387033951.2736658
310.0,18653.86149046268,25164.771412479095,4099176792.8268194,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,43818.632902941776,1.0,8530.43970340566,17941.234746266215,1048.5321421866288,777.2442287692784,27980.79223569402,559615.8447138804,354988710.25880253
311.0,10830.967078406571,17111.914823884348,3759520724.790404,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,27942.88190229092,1.0,5800.757952884924,11189.06463444413,712.9964509951811,451.29029493360713,16246.450617609857,324929.01235219714,325574494.766849
312.0,6729.446988951108,12313.72140224543,3447882121.599434,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,19043.168391196537,1.0,4174.262706719654,7384.216517215548,513.0717250935595,280.3936245396295,10094.170483426662,201883.40966853325,298586591.73051095
313.0,4443.8149158510705,9333.271225095064,3162010223.2986746,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,13777.086140946136,1.0,3163.9302246070174,5132.86504574339,388.88630104562765,185.15895482712793,6665.722373776605,133314.44747553213,273830085.3376652
314.0,3099.916832836035,7419.351493844989,2899804304.4894657,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,10519.268326681024,1.0,2515.1305848871634,3741.9443643903683,309.1396455768745,129.16320136816813,4649.8752492540525,92997.50498508106,251123052.7687877
315.0,2272.1888975831203,6161.294357831221,2659320659.4757867,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,8433.483255414341,1.0,2088.6590993226905,2849.740764291664,256.7205982429675,94.67453739929667,3408.28334637468,68165.66692749361,230297169.11060312
316.0,1741.8564115151125,5325.735134024359,2438768231.8988457,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,7067.591545539472,1.0,1805.4099486695482,2258.982062511556,221.90563058434827,72.57735047979635,2612.7846172726686,52255.692345453375,211197328.88244003
317.0,1390.8061839261409,4775.801096306236,2236500033.379632,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,6166.607280232377,1.0,1618.9854129174628,1857.709617094174,198.99171234609315,57.9502576635892,2086.2092758892113,41724.18551778422,193680902.8906761
318.0,1152.4376534264463,4429.4393253126555,2051003221.5337358,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,5581.876978739102,1.0,1501.5705631861538,1580.0753179043768,184.5599718880273,48.01823555943526,1728.6564801396694,34573.12960279339,177616878.9848215
319.0,987.734489405302,4237.146500297954,1880889030.546742,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,5224.880989703256,1.0,1436.384275335977,1386.1152549909466,176.54777084574806,41.155603725220914,1481.601734107953,29632.03468215906,162884990.04534784
320.0,873.0748628235743,4169.723610341354,1724883055.381489,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,5042.7984731649285,1.0,1413.528336789686,1250.9202245053434,173.73848376422308,36.378119284315595,1309.6122942353616,26192.24588470723,149374872.59603694
321.0,793.7620709317123,4211.42629855983,1581816091.2098346,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,5005.188369491542,1.0,1427.6655284286442,1158.6383079050454,175.47609577332622,33.073419622154674,1190.6431063975683,23812.862127951368,136985273.49877167
322.0,740.464193614147,4356.152080282575,1450615601.5670934,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,5096.616273896722,1.0,1476.727143061481,1099.0515594276476,181.50633667844062,30.85267473392279,1110.6962904212205,22213.92580842441,125623311.09571028
323.0,707.1891924799866,4605.429311671646,1330297816.1102006,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,5312.618504151633,1.0,1561.2312662024974,1065.5692724282355,191.89288798631858,29.466216353332772,1060.7837887199798,21215.6757743996,115203790.87514336
324.0,690.1028752424843,4967.558433810167,1219960441.1147058,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,5657.661309052652,1.0,1683.9916602243734,1054.0262387390408,206.98160140875694,28.754286468436845,1035.1543128637263,20703.086257274528,105648574.20053352
325.0,686.8231460717244,5457.572016522776,1118775951.8597755,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,6144.3951625945,1.0,1850.1042078345797,1061.9529785429684,227.3988340217823,28.61763108632185,1030.2347191075867,20604.69438215173,96885997.43105656
326.0,695.9930404630497,6097.860599491776,1025985434.7551197,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,6793.853639954826,1.0,2067.159046253694,1088.1314852193934,254.077524978824,28.999710019293737,1043.9895606945747,20879.79121389149,88850338.64979336
327.0,717.0210797692572,6919.4090319886145,940892828.7012954,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,7636.430111757872,1.0,2345.659641034034,1132.32697130913,288.30870966619227,29.87587832371905,1075.5316196538859,21510.632393077714,81481318.96553217
328.0,749.9331021245335,7963.748376531881,862859919.9471545,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,8713.681478656415,1.0,2699.68440656381,1195.1447702597477,331.8228490221617,31.24721258852223,1124.8996531868004,22497.993063736005,74723669.06742358
329.0,795.2882717401519,9285.641493469644,791301370.5265397,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,10080.929765209796,1.0,3147.796998444469,1277.9578191072467,386.90172889456846,33.137011322506325,1192.932407610228,23858.648152204558,68526698.68759833
330.0,854.1480832361651,10956.800572830303,725680451.5333049,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,11810.948656066468,1.0,3714.3063609259752,1382.9034837648242,456.5333572012626,35.58950346817355,1281.2221248542478,25624.442497084954,62843927.1027842
331.0,928.0835328466771,13070.838441009084,665504993.828711,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,13998.92197385576,1.0,4430.944901645712,1512.9251934683564,544.6182683753784,38.67014720194488,1392.1252992700156,27842.505985400316,57632732.465566374
332.0,1019.2097755796092,15749.84439008969,610323676.0217438,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,16769.0541656693,1.0,5339.097177504005,1671.8571791795105,656.243516253737,42.46707398248371,1528.8146633694137,30576.293267388275,52854030.34348301
333.0,1130.256391303314,19153.227363861002,559722743.7229185,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,20283.483755164318,1.0,6492.796876700176,1864.5653442946202,798.0511401608751,47.09401630430475,1695.3845869549712,33907.69173909942,48471989.606404744
334.0,1264.6583345255192,23489.169063998856,513322774.8497589,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,24753.827398524376,1.0,7962.608003678449,2097.108383965482,978.7153776666189,52.69409727189663,1896.9875017882787,37939.75003576557,44453752.30198912
335.0,1426.6888733971634,29030.195022183234,470775983.6711453,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,30456.8838955804,1.0,9840.901102588667,2376.9877434966256,1209.5914592576346,59.44536972488181,2140.033310095745,42800.6662019149,40769200.185921185
336.0,1621.6200392966025,36133.44396663986,431763534.14637846,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,37755.06400593647,1.0,12248.720604337708,2713.426153381239,1505.5601652766609,67.56750163735843,2432.430058944904,48648.601178898076,37390722.05707637
337.0,1855.9326283682126,45267.87823527173,395993214.61120296,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,47123.81086363994,1.0,15345.002458560513,3117.7448665379393,1886.1615931363222,77.33052618200885,2783.8989425523187,55677.97885104638,34293012.38533018
338.0,2137.575561266991,57050.18218035006,363197238.8016865,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,59187.757741617046,1.0,19338.732344887278,3603.813130047274,2377.0909241812524,89.06564838612462,3206.3633419004864,64127.26683800973,31452880.880226053
339.0,2476.2856553811084,72292.69410376117,333130279.21761507,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,2e-11,0.1,0.05,74768.97975914228,1.0,24505.17526263368,4188.622372266166,3012.1955876567154,103.17856897421285,3714.4284830716624,74288.56966143326,28849082.180245463
