I_1_task1,S_2_task1,V_L_3_task1,_1_task1
20882.898303492006,9303054.521476544,22811634.263529703,197.0
26256.118405303747,12425174.895218544,21554550.48424611,198.0
33262.26672190619,16575586.65211422,20568045.250509527,199.0
42554.26585624143,22075386.729336318,19881969.81651659,200.0
55141.26599145935,29331995.100250922,19545668.63630893,201.0
72638.04104744879,38851658.88415721,19638947.03727979,202.0
97724.5813322558,51245183.24873123,20291308.818846066,203.0
135023.33859337552,67218834.89300454,21716855.67405945,204.0
192837.12945090694,87538301.00563785,24279825.953855537,205.0
286730.77967606956,112949572.69340235,28622542.196082376,206.0
447210.86618032976,144038420.69713047,35925603.54162209,207.0
736840.9125096983,181011326.80585,48459299.75176285,208.0
1289669.558747809,223382071.0705851,70799120.89901969,209.0
2404043.3051879117,269530562.28970706,112597790.42217949,210.0
4759940.301801655,316016676.67194545,195030274.40840223,211.0
9893319.525181089,356322064.603667,365580730.85064405,212.0
20981098.727801636,378536489.582096,728908198.3935263,213.0
42773325.767333746,363086226.8575297,1491687703.0746493,214.0
75013298.86739789,290177386.8718784,2937740404.4212093,215.0
96505864.71492013,173390888.85897177,5080835021.604729,216.0
80564431.77075149,73590231.6462458,7171262319.571799,217.0
44651017.6853451,24338771.094251316,8311895502.276158,218.0
18747188.870119743,7403976.1345022265,8469722253.90414,219.0
6789064.818021193,2334305.5907425564,8099697421.564023,220.0
2314334.0363967856,803531.3758857948,7544789402.741069,221.0
785174.5318464293,306268.9770359711,6958574866.986634,222.0
275499.98400650104,129124.1528553091,6394918061.561351,223.0
102831.46236491331,59863.42605810847,5869299066.872172,224.0
41623.13806447765,30304.57757207078,5384282635.803964,225.0
18449.627394781062,16634.414849576453,4938411338.048386,226.0
8963.864085779356,9835.387209659986,4529102472.062844,227.0
4748.946944491857,6225.888652747746,4153568351.9190736,228.0
2721.479297278788,4195.542283498389,3809104472.794659,229.0
1672.8851844836577,2994.3414944911824,3493175008.3133855,230.0
1094.639661102838,2252.5547363970804,3203432046.7239766,231.0
757.4863173107891,1778.3405252645675,2937712734.731705,232.0
551.2518182311221,1467.5111934297984,2694029142.852904,233.0
419.8605178304253,1261.189301686579,2470556037.654046,234.0
333.28032130901056,1124.9908945670054,2265618447.80833,235.0
274.68989482328766,1038.3563091548183,2077679721.9957147,236.0
234.2903787050678,988.8774274759423,1905330325.0674167,237.0
206.17718029363309,969.1905452945851,1747277439.5007207,238.0
186.6905139011214,975.241244979089,1602335365.4066586,239.0
173.51250584103258,1005.3156417756538,1469416681.560478,240.0
165.15633095898596,1059.5229890148457,1347524126.8670278,241.0
160.6689460763663,1139.562285205722,1235743134.2997763,242.0
159.45413276406958,1248.6876796236445,1133234985.5238483,243.0
161.16567720899886,1391.832278842334,1039230542.573723,244.0
165.64242835170563,1575.8742183058562,953024404.4324038,245.0
172.8703893211719,1810.063598764582,873969760.9730823,246.0
182.96165300102052,2106.620284153087,801473427.2646171,247.0
196.14529388739265,2481.553607188148,734991398.0927919,248.0
212.76822915106072,2955.7821414077343,674024908.3691243,249.0
233.30166564809875,3556.5730788424007,618116441.9342602,250.0
258.3565956112592,4319.5292366352305,566846548.8969451,251.0
288.70428337551306,5291.155798636686,519830555.9923049,252.0
325.30467254437195,6532.304562465899,476715735.34974635,253.0
369.3435803971514,8122.724183522589,437178646.2849304,254.0
422.27775889324414,10167.104803236,400922711.28985125,255.0
485.8943652834054,12803.125840373774,367676009.0402454,256.0
562.3804620584381,16212.105650765177,337189215.07565755,257.0
654.4142834676592,20633.290938213162,309233772.42040455,258.0
765.2718256929866,26382.681866465748,283600143.9189342,259.0
898.96545997711,33878.43147614319,260096292.3073285,260.0
1060.4074885084037,43674.34044944527,238546216.21568143,261.0
1255.6200458265685,56505.01039093392,218788674.36322752,262.0
1491.9876019173885,73345.63093521062,200675973.57338777,263.0
1778.574320676165,95492.39132298199,184072900.69664416,264.0
2126.5187556219107,124669.44349611648,168855728.92484608,265.0
2549.515252777229,163172.25625386066,154911331.65165928,266.0
3064.436841220902,214059.2293523701,142136380.7250398,267.0
3692.080968137966,281407.24031264405,130436624.47836821,268.0
4458.157486170299,370655.1030931598,119726263.48638107,269.0
5394.484730289227,489058.93182824185,109927385.52222763,270.0
6540.588228818539,646305.9923395761,100969511.0359086,271.0
7945.695481281077,855325.4666524881,92789197.86491981,272.0
9671.434494089244,1133379.329879999,85329766.98502494,273.0
11795.35262229911,1503500.0305313454,78541112.48396352,274.0
14415.743630083707,1996409.6614685715,72379656.21491224,275.0
17658.352870867686,2653043.740278695,66808448.47830181,276.0
21685.775215523005,3527871.29167263,61797481.281534426,277.0
26711.356385185187,4693232.944302922,57324286.14316997,278.0
33019.53639249383,6244907.053186173,53374927.10855089,279.0
40997.474566987985,8309258.000177121,49945619.016487546,280.0
51184.091450095955,11052051.44623049,47045251.06443585,281.0
64349.70326853988,14689213.000589687,44699422.59042335,282.0
81627.21202394091,19499152.90698697,42956889.40186853,283.0
104735.28482629542,25835943.565423463,41900130.0183932,284.0
136368.34233151958,34141321.13804018,41663028.83893952,285.0
180898.98201957566,44951668.16920756,42461291.94984758,286.0
245684.35941073752,58893205.14885271,44646309.48930738,287.0
343579.67902588,76654527.68323302,48803862.60245022,288.0
497946.0976833811,98920745.03875883,55940933.64829493,289.0
752979.3731427004,126248201.3877946,67852853.69920996,290.0
1195695.3514013144,158853900.68693745,87870706.59342225,291.0
2003801.8133888207,196286312.31902292,122432464.63163556,292.0
3550427.9951019497,236921342.61375389,184461704.7093382,293.0
6624724.865341901,277163364.96644837,300643465.4688946,294.0
12831786.807108916,310139450.893316,526357002.72546583,295.0
24968644.13982742,323933043.72896636,971275036.0466795,296.0
45768670.26348987,301746110.0794796,1818824122.3550243,297.0
70981773.26691803,232845972.15074527,3246024927.6603646,298.0
81642045.55105692,137507697.773159,5108782042.918841,299.0
64346967.60419304,61340966.782134384,6742791346.698463,300.0
36080787.55580333,22701811.611783348,7569410845.602888,301.0
16083024.985713046,7954195.544128395,7640980124.133564,302.0
6345886.684586812,2892221.080340582,7301787724.959589,303.0
2393512.8201602944,1137576.710938762,6809705697.186464,304.0
908802.0900872,489886.18907243974,6287629747.182157,305.0
359905.55744928983,230881.3273960612,5782528927.151845,306.0
152200.88933148107,118509.6176375605,5309529220.096942,307.0
69640.38464478323,65848.46037588273,4871992830.637096,308.0
34619.33820927851,39362.188565851975,4469214217.940714,309.0
18653.86149046268,25164.771412479095,4099176792.8268194,310.0
10830.967078406571,17111.914823884348,3759520724.790404,311.0
6729.446988951108,12313.72140224543,3447882121.599434,312.0
4443.8149158510705,9333.271225095064,3162010223.2986746,313.0
3099.916832836035,7419.351493844989,2899804304.4894657,314.0
2272.1888975831203,6161.294357831221,2659320659.4757867,315.0
1741.8564115151125,5325.735134024359,2438768231.8988457,316.0
1390.8061839261409,4775.801096306236,2236500033.379632,317.0
1152.4376534264463,4429.4393253126555,2051003221.5337358,318.0
987.734489405302,4237.146500297954,1880889030.546742,319.0
873.0748628235743,4169.723610341354,1724883055.381489,320.0
793.7620709317123,4211.42629855983,1581816091.2098346,321.0
740.464193614147,4356.152080282575,1450615601.5670934,322.0
707.1891924799866,4605.429311671646,1330297816.1102006,323.0
690.1028752424843,4967.558433810167,1219960441.1147058,324.0
686.8231460717244,5457.572016522776,1118775951.8597755,325.0
695.9930404630497,6097.860599491776,1025985434.7551197,326.0
717.0210797692572,6919.4090319886145,940892828.7012954,327.0
749.9331021245335,7963.748376531881,862859919.9471545,328.0
795.2882717401519,9285.641493469644,791301370.5265397,329.0
854.1480832361651,10956.800572830303,725680451.5333049,330.0
928.0835328466771,13070.838441009084,665504993.828711,331.0
1019.2097755796092,15749.84439008969,610323676.0217438,332.0
1130.256391303314,19153.227363861002,559722743.7229185,333.0
1264.6583345255192,23489.169063998856,513322774.8497589,334.0
1426.6888733971634,29030.195022183234,470775983.6711453,335.0
1621.6200392966025,36133.44396663986,431763534.14637846,336.0
1855.9326283682126,45267.87823527173,395993214.61120296,337.0
2137.575561266991,57050.18218035006,363197238.8016865,338.0
2476.2856553811084,72292.69410376117,333130279.21761507,339.0
2883.996300680098,92067.02592805288,305567651.85238713,340.0
3375.3229586644024,117788.72936004616,280303665.78323686,341.0
3968.198951051793,151330.40236813328,257150141.60049456,342.0
4684.625592847462,195171.43900547305,235935037.16138846,343.0
5551.661637220419,252599.84702567896,216501262.73248228,344.0
6602.60050356723,327977.0093122491,198705553.89998773,345.0
7878.532085092545,427096.6487935117,182417552.5547756,346.0
9430.25009398039,557656.355528052,167518942.7692133,347.0
11320.770567820104,729892.1101632493,153902767.48480558,348.0
13628.550799112116,957415.9055259185,141472844.89883766,349.0
16451.72418035273,1258333.8733442014,130143356.28130198,350.0
19913.840495785167,1656724.1742083859,119838588.49763559,351.0
24171.49762256681,2184588.448074979,110492879.96866891,352.0
29425.251457415736,2884429.3242821745,102050827.65332346,353.0
35934.727693075954,3812594.6898746253,94467802.18688163,354.0
44041.114839070106,5043656.495517954,87710951.31702764,355.0
54200.21699949808,6675968.975867531,81760823.73270035,356.0
67033.59234312156,8838739.240364166,76614004.85948473,357.0
83408.53222016993,11700683.130189786,72287238.56962134,358.0
104566.75902524045,15480331.640495453,68823967.80202104,359.0
132337.6627359791,20457649.734128542,66304829.72760144,360.0
169499.21233424754,26985799.257483717,64864799.76474604,361.0
220407.54525113254,35500788.06656745,64721811.61008368,362.0
292126.62770416273,46524551.876794025,66225906.10502395,363.0
396518.34864752216,60653853.8076755,69946004.50428209,364.0
554229.3437748394,78522936.64491022,76827936.81183822,365.0
802544.2667231902,100722234.33228272,88491320.63438176,366.0
1211291.2511704161,127648750.65779138,107806195.15878144,367.0
1915762.2504509836,159255698.840623,140045529.37737852,368.0
3185202.8038289985,194655316.30623442,195239206.8453894,369.0
5561203.501837058,231499596.29686138,293001274.6249288,370.0
10106519.377468554,265023553.65325812,472089173.97061884,371.0
18693831.780263573,286739974.9881523,806991759.8990074,372.0
33634446.00509408,283796433.41590804,1425572518.6500309,373.0
54402994.12799633,243486733.23875117,2484525943.408156,374.0
70883824.89675897,169081575.64789957,4003172597.0931683,375.0
67442285.73016079,91151337.65417342,5613736466.3075695,376.0
45971591.639656805,39663348.89594588,6731726012.766886,377.0
24078294.582795724,15484693.70988623,7129253851.206492,378.0
10721681.680410588,6005721.770398503,7002336648.301937,379.0
4422022.467111732,2457082.69726596,6620810825.618565,380.0
1795513.2464586918,1086779.8017895508,6152956193.348901,381.0
748283.9888128375,522729.32086486067,5675829587.620515,382.0
328996.1482506566,272871.74532445386,5219139918.427131,383.0
155061.65284984926,153851.32236698663,4792576967.118312,384.0
78856.89578123548,93172.07900879183,4398113752.349206,385.0
43256.14906909163,60268.805079793674,4034896423.5916505,386.0
25483.219259830163,41420.878987427575,3701100882.320569,387.0
16028.100176806358,30096.664872423764,3394631961.0081825,388.0
10697.178455024008,23014.603918633646,3113388087.1781073,389.0
7532.549137166329,18443.5672888672,2855360690.419466,390.0
5567.868385510072,15429.796759855979,2618668960.9343877,391.0
4300.826429011369,13427.777650460153,2401568507.2108297,392.0
3457.7359433650386,12115.973220644375,2202449246.5333195,393.0
2883.0718644660005,11301.110068133017,2019828892.0619297,394.0
2485.1225052951468,10866.71790829078,1852344789.0576184,395.0
2208.0562668663306,10744.710544661755,1698745330.1421986,396.0
2016.9861931226005,10899.46628496554,1557881507.355346,397.0
1889.6967808532327,11319.006819666018,1428698857.8974714,398.0
1811.9126308989719,12010.433491413323,1310229897.6096914,399.0
1774.5244059462852,12998.133710550246,1201587083.880251,400.0
1771.9269989833847,14323.997959140055,1101956305.9724982,401.0
1801.0125142248276,16049.309181787981,1010590868.5950191,402.0
1860.5608422042615,18258.231008033446,926805917.1962447,403.0
1950.8940618474462,21063.141610348914,849973477.2343018,404.0
2073.6861381446065,24611.95296323719,779517622.3844999,405.0
2231.9044875922846,29098.2084820326,714910315.5434493,406.0
2429.840633474385,34774.44513945634,655667399.9772959,407.0
2673.216881562918,41970.03240958653,601345007.7316548,408.0
2969.3805075402984,51114.90814687466,551536296.1904845,409.0
3327.556430317485,62770.773917467515,505868363.9636432,410.0
3759.2080613021194,77672.87757521849,463999555.4503079,411.0
4278.473815673576,96784.80518554393,425616875.9167154,412.0
4902.745251461166,121371.91354375897,390433743.23746556,413.0
5653.368855571897,153097.94646911215,358187856.0214206,414.0
6556.539923189484,194154.26604939176,328639325.09293914,415.0
7644.421852490838,247430.7210697051,301568943.6442768,416.0
8956.523604507023,316743.4057306167,276776659.3308334,417.0
10541.497187205778,407137.26502105664,254080207.43505117,418.0
12459.31513948347,525287.3995014599,233313902.9991764,419.0
14784.187912260852,680035.0437312728,214327626.81123406,420.0
17608.162201377487,883093.5435332983,196985943.77515355,421.0
21046.00767167824,1149993.112146823,181167455.54780707,422.0
25241.481589437135,1501318.9438840202,166764308.2216835,423.0
30375.989787809696,1964360.1846720101,153681985.5222775,424.0
36680.28931705785,2575261.1047788938,141839353.39885744,425.0
44450.98454230923,3381850.2783522476,131169107.40194671,426.0
54074.35240003737,4447302.188865165,121618700.07607365,427.0
66060.91753849911,5854837.312713687,113151970.97412732,428.0
81098.32807020821,7713710.057325126,105751819.81681535,429.0
100131.86566006369,10166575.17076695,99424386.10933,430.0
124493.11301915154,13398438.620891513,94205688.09574693,431.0
156107.46406261317,17646857.935993485,90172091.49495108,432.0
197839.87786136696,23212804.900205858,87457202.2951851,433.0
254084.53561700718,30470468.66492594,86279587.43776599,434.0
331798.3049734873,39872744.92753656,86989371.09817725,435.0
442363.3064514498,51946564.09674058,90148575.15865546,436.0
605041.7031808717,67268375.27031304,96673761.20841788,437.0
853567.3220957884,86404921.5751808,108096423.14735486,438.0
1249052.9219080003,109797823.49113512,127052492.79113343,439.0
1905753.1301439626,137562225.3903812,158228200.9135234,440.0
3042721.9264056864,169158748.944766,210222846.07541937,441.0
5084588.509188382,202880132.7399417,299231602.1908025,442.0
8838701.07598845,235074863.86105773,456109577.64831203,443.0
15711015.37595925,259101091.00736943,738473860.5341009,444.0
27558967.87710286,264604593.79856333,1244780763.2487957,445.0
44796053.369979106,239848979.3581533,2105242590.7587183,446.0
61532136.12225786,182089169.26086447,3381892390.0258503,447.0
64879965.82430286,110445926.9580646,4865538504.51197,448.0
50220546.62648661,54080473.39709294,6073628657.903327,449.0
29629043.71109398,23132900.478866477,6670016283.711591,450.0
14522619.415281424,9530419.47896014,6712430123.407973,451.0
6445699.892200968,4052408.954494716,6434190987.410849,452.0
2767344.728322776,1839880.3453068107,6021891894.570784,453.0
1203596.7425408699,902373.1519024669,5574597841.115664,454.0
546832.1923359544,478528.84494972066,5135240587.331709,455.0
264333.97955424245,273453.69396566803,4719989958.135009,456.0
137101.84185734027,167570.2301030813,4333786136.363338,457.0
76394.42710562391,109544.19687451872,3977131253.232419,458.0
45588.64225180734,76007.22642588055,3648844885.537172,459.0
28987.800377106072,55706.90510808362,3347157787.1216393,460.0
19530.370512190853,42935.02621422271,3070147482.5762424,461.0
13868.035063327252,34655.278356552546,2815913102.1840076,462.0
10327.853499243987,29182.974095007037,2582644650.7250075,463.0
8031.543161108629,25548.92627786973,2368648193.6822686,464.0
6496.608856658951,23179.427155162375,2172352070.294231,465.0
5446.951927327173,21728.9126005756,1992304794.6789956,466.0
4718.798122652462,20989.504458483912,1827169358.7387574,467.0
4211.959159451382,20840.87022526167,1675716099.9256918,468.0
3863.596609205817,21222.113358982904,1536815155.8225548,469.0
3633.5991040543295,22116.28021147588,1409428998.9052417,470.0
3496.1845826015997,23542.51379885761,1292605276.80878,471.0
3434.952143428403,25553.25628204664,1185470049.6925685,472.0
3439.919410024032,28235.267002360095,1087221612.1771889,473.0
3505.700475645007,31713.596401979412,997124366.9215362,474.0
3630.44614818523,36159.08837234127,914503795.8768709,475.0
3815.215657887994,41799.08220812873,838741291.0624515,476.0
4063.658231280497,48932.3854934927,769269579.8235396,477.0
4381.9358435886925,57949.715052123465,705568640.0970352,478.0
4778.799912700338,69360.65413265127,647161745.311053,479.0
5265.838612785577,83829.83584011301,593612013.7478706,480.0
5857.868595863188,102224.60626096219,544519154.2745881,481.0
6573.464759134711,125678.26702793807,499516528.95852286,482.0
7435.701861854763,155673.98723525915,458268489.95092505,483.0
8473.046830404093,194155.36312991535,420467909.60160536,484.0
9720.565097749066,243674.3906853019,385834024.64624876,485.0
11221.357386921574,307584.9125325398,354110385.80198634,486.0
13028.472317307449,390303.0777972888,325063143.91161805,487.0
15207.226935853545,497648.29862505174,298479427.4858855,488.0
