Time,H,d_m1,d_u,Effector_Cytotoxic_CD8_TCells__Xe,Infected_Tumour_Cells_Xi,M1_Macrophage_Xm1,M2_Macrophage_Xm2,UnInfected_Tumour_Cells_Xu,Virus_Xv,r,K,d_v,v_h_u,h_e,h_m,d_m2,delta_i,b,v_d_u,v_d_m1,omega,d_em1,v_a_1,u_a_1,p_m1,M,o_r_m1,o_r_m2,u_r_m1,v_r_m2,p_m2,h_u,h_v,d_em2,u_a_2,d_ee,p_e,d_t,compartment,Uninfected_tumour_cell_logistic_growth,Uninfected_tumour_cell_infection,Uninfected_tumour_cell_elimination_1,Uninfected_tumour_cell_elimination_2,Uninfected_tumour_cell_growth_M2,Infected_tumour_cell_death,virus_growth,Infected_tumour_cell_elimination_1,Infected_tumour_cell_elimination_2,virus_injection,virus_death,virus_clearance_1,virus_clearance_2,M1_activation_1,M1_activation_2,M1_recruitment,M1_to_M2_repolarisation,M2_to_M1_repolarisation,M1_death,M2_activation,M2_growth,M2_death,T_cells_activation,T_cells_death,T_cells_inactivation
1.0,0.0,0.01,0.44,1.8887208748337743,0.0,2.367147182676377,0.033349517185836626,1102292.5083945664,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,1018178.0640998418,0.0,317111.31079595926,26.092015901182034,14.703878813750226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3068775251836993,0.5207723676876791,0.0044541179768072345,3.3349517185836626e-05,0.47342943653527536,0.044091700335782656,0.0073368936047621645,0.006669903437167325,4.899831261133249,0.7554883499335098,0.0002081922870777701
1.1,0.0,0.01,0.44,2.329906931066385,0.0,2.7130508412913175,0.03845341122376426,1173457.7230820516,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,1083889.3752800145,0.0,361265.59364124393,31.83528045314485,18.04868691817037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.520373169246155,0.5968711686611538,0.005259373611129416,3.8453411223764255e-05,0.5426101682582635,0.04693830892328207,0.00845975023645774,0.007690682244752852,5.615799294833393,0.9319627724265541,0.0002734047282322251
1.2,0.0,0.01,0.44,2.8262368128236917,0.0,3.081268162645197,0.043941420699780805,1246890.4502744193,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,1151691.4500309674,0.0,405245.0123677047,38.41835031047545,21.91509215653483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.740671350823258,0.677878974596804,0.006154104941867666,4.39414206997808e-05,0.6162536325290394,0.04987561801097677,0.00966711225183425,0.008788284139956162,6.377944840718111,1.1304947251294768,0.00035240076921238725
1.3,0.0,0.01,0.44,3.380149033615731,0.0,3.4725500672611256,0.049833172568273285,1322822.924132752,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,1221798.420961852,0.0,449160.28690075467,45.933399334701775,26.366871277383673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.968468772398256,0.7639609878878129,0.007146433155244649,4.9833172568273285e-05,0.6945100134522252,0.05291291696531008,0.010963297578850752,0.009966634513654657,7.187820447333789,1.3520596134462926,0.0004471338628652057
1.4,0.0,0.01,0.44,3.994145264453022,0.0,3.88771902628382,0.05615013082056479,1401495.0167107736,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,1294431.4227218328,0.0,493181.6618465325,54.48312918225325,31.475884038065402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2044850501323205,0.8552981520505991,0.008245392648077488,5.615013082056479e-05,0.777543805256764,0.05605980066843094,0.012353028293336961,0.011230026164112958,8.047126537199714,1.597658105781209,0.0005597774684149846
1.5,0.0,0.01,0.44,4.67080383385719,0.0,4.32767090092965,0.06291573029312245,1483150.06516522,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,1369814.7346602394,0.0,537507.805586144,64.18181574146547,37.323039587372385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44945019549566,0.9520875564022923,0.00946101649953978,6.291573029312245e-05,0.8655341801859301,0.0593260026066088,0.013841460056765616,0.01258314605862449,8.957715183731835,1.868321533542876,0.0006927503010559251
1.6,0.0,0.01,0.44,5.4127903229651295,0.0,4.793375775956857,0.0701554833099675,1568033.3028203854,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,1448174.327843185,0.0,582347.3755515348,75.15645585884396,43.99936688534633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.704099908461156,1.054542619422496,0.010804428949350962,7.015548330996751e-05,0.9586751551913715,0.06272133211281541,0.015434205577545402,0.014031096661993502,9.92159180216261,2.165116129186052,0.0008487435487593232
1.7,0.0,0.01,0.44,6.222869466160285,0.0,5.285878288338976,0.07789710501518281,1656391.9951524765,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,1529737.985877239,0.0,627909.0237368947,87.54804510228634,51.60723642276509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.969175985457429,1.1628931610595943,0.012287947841271542,7.78971050151828e-05,1.0571756576677953,0.06625567980609906,0.017137362184130554,0.015579421003036562,10.940915791195332,2.4891477864641143,0.001030751117062666
1.8,0.0,0.01,0.44,7.103916865051493,0.0,5.806298498414197,0.0861706575108192,1748475.5523130668,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,1614735.4036453036,0.0,674396.2302747985,101.51296230038565,60.26172240152182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2454266569392,1.2773855943815668,0.013925196138734467,8.617065751081921e-05,1.1612596996828395,0.06993902209252267,0.018957543535312753,0.01723413150216384,12.01800229255787,2.841566746020597,0.0012421024964207018
1.9,0.0,0.01,0.44,8.058929592938,0.0,6.355832602888142,0.09500869720546283,1844536.4502606883,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,1703399.0319203008,0.0,722005.3166295296,117.22451172968447,70.09214267174322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.533609350782065,1.3982830824343628,0.01573122587818773,9.500869720546283e-05,1.2711665205776284,0.07378145801042753,0.02090191203685256,0.01900173944109257,13.155323617820207,3.2235718371752,0.0014864989384258673
2.0,0.0,0.01,0.44,9.091037405785963,0.0,6.93575406638505,0.10444645128547717,1944831.354406824,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,1795965.1081527222,0.0,770925.2188002885,134.87463257086227,81.24380769920526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.834494063220473,1.5258657871806922,0.01772265590521066,0.00010444645128547716,1.38715081327701,0.07779325417627296,0.02297821766509226,0.020889290257095433,14.355511535180813,3.6364149623143853,0.0017680534590857817
2.1,0.0,0.01,0.44,10.203512510712562,0.0,7.547415009971134,0.11452199703915712,2049622.1998453126,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,1892674.6463316814,0.0,821338.1405945625,154.6757797796317,93.87997967807551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.148866599535938,1.660431174972449,0.01991782356187936,0.00011452199703915712,1.509483001994227,0.08198488799381251,0.02519483741820185,0.022904399407831427,15.621360081287271,4.081405004285025,0.002091334575835585
2.2,0.0,0.01,0.44,11.399780130604556,0.0,8.19224780993807,0.12527646368966078,2159177.343306584,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,1993774.492111326,0.0,873420.7022758117,176.86300184828352,108.18408789935467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.477532029919751,1.8022943682800914,0.022336952314416313,0.0001252764636896608,1.6384495619876143,0.08636709373226335,0.027560819719347315,0.025055292737932156,16.95582880030078,4.559912052241823,0.0024614146976677928
2.3,0.0,0.01,0.44,12.683427266789728,0.0,8.871767086153655,0.13675424477629655,2273772.502467637,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,2099518.1806900627,0.0,927345.1848981045,201.6962176740139,124.36220948719149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.821317507402911,1.9517885831264974,0.025002335676526554,0.00013675424477629656,1.7743534172307311,0.09095090009870548,0.030085931140487476,0.027350848955259313,18.36204678049805,5.073370906715891,0.002883922815627474
2.4,0.0,0.01,0.44,14.058220186816435,0.0,9.587572820431767,0.1490033643106441,2393692.628342804,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,2210167.654557036,0.0,983281.2476494566,229.46283310555648,142.64604715853417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1810778850284125,2.1092658151246955,0.027938549408129468,0.0001490033643106441,1.9175145640863533,0.09574770513371217,0.03278073695661996,0.02980067286212882,19.843319017001136,5.623288074726574,0.00336510580288025
2.5,0.0,0.01,0.44,15.528107138337274,0.0,10.341352417169244,0.16207564946368777,2519232.1257983153,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,2325993.45569662,0.0,1041396.8552152074,260.48045479646447,163.29600686905138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.557696377394946,2.2750972928140007,0.03117267041889057,0.00016207564946368777,2.068270483433849,0.10076928503193261,0.035656639136841466,0.03241512989273756,21.403130577251474,6.21124285533491,0.003911890635573741
2.6,0.0,0.01,0.44,17.097230199771776,0.0,11.134883562588923,0.17602703614036364,2650696.075952571,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,2447275.8410677956,0.0,1101859.6006109444,295.09997608127776,186.60482208976737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.952088227857713,2.4496741066890837,0.03473452619899747,0.00017602703614036364,2.226976712517785,0.10602784303810284,0.03872594357062265,0.03520540722807273,23.045152404683872,6.83889207990871,0.004531956100019284
2.7,0.0,0.01,0.44,18.769938452776017,0.0,11.97003798637168,0.19091798181832614,2788401.3509163014,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,2574305.7972604004,0.0,1164837.8987054683,333.7089898703217,212.90173659669716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.365204052748904,2.633408036754139,0.03865697128357473,0.00019091798181832616,2.3940075972743364,0.11153605403665205,0.04200195089219238,0.03818359636366523,24.773248973092354,7.507975381110407,0.005233812173833648
2.8,0.0,0.01,0.44,20.550797962389186,0.0,12.848784434777821,0.20681377254724553,2932677.5847188174,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,2707385.920891732,0.0,1230502.0185576936,376.73550693612765,242.557081839024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.798032754156452,2.8267322066042735,0.04297618732515491,0.00020681377254724555,2.5697568869555645,0.11730710338875269,0.04549902402022348,0.04136275450944911,26.59148429480545,8.220319184955676,0.006026886453238392
2.9,0.0,0.01,0.44,22.44460388705121,0.0,13.773193230737636,0.2237850066967975,3083868.114922977,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,2846831.2702747644,0.0,1299025.028942219,424.65208368005773,275.9876168093556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.251604344768932,3.030102086639491,0.04773201747962918,0.0002237850066967975,2.7546386461475274,0.12335472459691908,0.04923269458220494,0.0447570013393595,28.50413119043757,8.977841554820484,0.006921619827935354
3.0,0.0,0.01,0.44,24.456391472770378,0.0,14.745439642078873,0.24190796822250227,3242330.9765285435,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,2992970.263467194,0.0,1370583.687074428,477.9803298899889,313.6624021003608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72699292958563,3.243996235068287,0.05296832996105557,0.00024190796822250228,2.949087928415775,0.12969323906114175,0.05321974503272112,0.048381593644500454,30.515678073421597,9.782556589108152,0.007929571564627194
3.1,0.0,0.01,0.44,26.591448465129737,0.0,15.767808763043588,0.2612651953245378,3408439.829556334,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,3146145.5131299747,0.0,1445359.2374109284,537.2958974102676,356.1096400737172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.225319488669001,3.468917371834169,0.05873342155208542,0.0002612651953245378,3.153561752608718,0.13633759318225336,0.057478333758152214,0.05225303906490756,32.63083883701787,10.636579386051896,0.009063535207414285
3.2,0.0,0.01,0.44,28.855327462022494,0.0,16.842699772003275,0.28194597556026396,3582584.97115883,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,3306714.7371295984,0.0,1523538.1879269588,603.2339513842778,403.9242810628899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.74775491347649,3.7053933153051335,0.06508045905924566,0.00028194597556026394,3.368539954400655,0.1433033988463532,0.06202810400116318,0.056389195112052794,34.854561424723165,11.542130984808999,0.010337666250330845
3.3,0.0,0.01,0.44,31.253859098217546,0.0,17.972631036262587,0.3040469697950184,3765174.314603621,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,3475051.636160328,0.0,1605313.0245972686,676.4952011198563,457.77675080818074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.295522943810864,3.9539781053217906,0.07206796635771116,0.0003040469697950184,3.5945262072525175,0.15060697258414485,0.0668903211295732,0.06080939395900368,37.1920381185731,12.50154363928702,0.01176762275088494
3.4,0.0,0.01,0.44,33.793164061069255,0.0,19.16024440318331,0.3276727103803504,3956634.3677322282,0.0,0.924,3300000000.0,0.011,100000.0,1.0,1000.0,0.4,0.475,2500.0,4.4,1.5,2.0,0.2,1e-06,3e-06,0.22,100000000.0,0.001,0.001,4.0,0.5,0.22,5000000000.0,0.105636,0.2,4e-08,0.4,2070.0,1e-10,1.0,3651546.7682390013,0.0,1690882.8813859164,757.8524874192204,518.4225699749193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.869903103196686,4.215252947235167,0.07976035510687092,0.0003276727103803504,3.832048880636662,0.15826537470928914,0.07208798223522812,0.06553454207607008,39.64871411297296,13.517265624427703,0.013370719431844022
