IFNa_env,IFNa_mRNA,IFNb_env,IFNb_mRNA,IRF7Pn,IRF7m,SOCS1m,STAT,STATP2n,STATm,TNFam,TNFenv,w,Time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2.5307498747953128e-30,2.0293967648255676e-26,1.2437445281689455e-16,2.9958460668998858e-05,1.349666539372881e-27,8.908865049413167e-29,9.925156922723646e-10,0.09995381880464983,5.80700419192716e-23,9.965447795995199e-09,2.495677289048207e-06,4.0076187688575564e-10,0.0,0.01
6.59155287195613e-29,4.0644782633721116e-25,4.970531045048396e-16,5.983399129131849e-05,1.9982406734217576e-26,9.242584417504231e-28,1.9702037872696863e-09,0.09990769466784323,3.930556017867022e-22,1.9862093647658914e-08,4.982736671851243e-06,1.6006507562337444e-09,0.0,0.02
6.479702637598026e-28,3.0818647616798892e-24,1.1173730161785571e-15,8.962681320344694e-05,1.157135196300696e-25,4.016788010103312e-27,2.93327824747362e-09,0.0998616273259835,1.25052746924615e-21,2.9690396568253202e-08,7.461219746159642e-06,3.5960479143804795e-09,0.0,0.03
3.1830045501208005e-27,1.2869035150276199e-23,1.984708052211372e-15,0.00011933713550558246,4.0416083924641863e-25,1.1489105097354878e-26,3.881938682309869e-09,0.09981561653121852,2.857526826145602e-21,3.9450787806047374e-08,9.931165677060001e-06,6.3835534043751785e-09,0.0,0.04
1.1384175663272757e-26,4.028984266736192e-23,3.0983852577889936e-15,0.00014896518311129483,1.0924002476182098e-24,2.6342007419094226e-26,4.816398202039225e-09,0.09976966201766552,5.4537021139325994e-21,4.914372991937463e-08,1.2392616525262169e-05,9.959527668659494e-09,0.0,0.05
3.356921775008998e-26,1.0557332874575953e-22,4.4577062229585884e-15,0.0001785111890509118,2.514426482525789e-24,5.250456170300061e-26,5.736873362239904e-09,0.09972376351147584,9.283121444614951e-21,5.87696990187096e-08,1.4845615721411032e-05,1.4320208399923056e-08,0.0,0.06
9.343830913780606e-26,2.528015152485094e-22,6.061977768568719e-15,0.00020797538483360262,5.231413796541161e-24,9.50285701644703e-26,6.643576682107314e-09,0.09967792074172471,1.4581559619434457e-20,6.832916610221183e-08,1.7290206316841706e-05,1.9461882399356763e-08,0.0,0.07
2.5558184726277065e-25,5.798743891163365e-22,7.910525138400777e-15,0.00023735799587874421,1.0226290813399544e-23,1.6057608488755017e-25,7.536709650194398e-09,0.09963213344683404,2.1568699913299958e-20,7.78225857309672e-08,1.9726430039894463e-05,2.538096756351594e-08,0.0,0.08
5.362390892635063e-25,1.1198448454766114e-21,1.0002649406180786e-14,0.00026665925555834443,1.7960310527388596e-23,2.5373588917030554e-25,8.416487842431913e-09,0.09958640135313354,3.048510951172279e-20,8.725043371036214e-08,2.215433033664905e-05,3.2073710690372013e-08,0.0,0.09
1.1086490359399239e-24,2.085334143357521e-21,1.2337688295483726e-14,0.00029587938510462265,3.0133508261471784e-23,3.833243157934424e-25,9.283101622676135e-09,0.09954072420699839,4.1533663695456393e-20,9.661315048584078e-08,2.4573947891916034e-05,3.953663938725605e-08,0.0,0.1
2.0656006925572566e-24,3.5976344260031445e-21,1.491496152004053e-14,0.00032501861171958563,4.782132844511986e-23,5.560488337280725e-25,1.0136753865317044e-08,0.09949510174489751,5.493593329408384e-20,1.059111939817988e-07,2.6985324752674032e-05,4.776614263201965e-08,0.0,0.11
3.645871764620052e-24,5.895644582321842e-21,1.773379327785637e-14,0.00035407716111705747,7.265932473721973e-23,7.798700033469218e-25,1.0977641926357188e-08,0.09944953370683797,7.090469829953855e-20,1.1514501580831324e-07,2.9388502532646088e-05,5.6758659317399735e-08,0.0,0.12
6.569040349621532e-24,9.636832561624224e-21,2.0793540841228082e-14,0.00038305524804294196,1.0849991010938974e-22,1.0685462169305796e-24,1.1805933831697702e-08,0.09940401985385244,8.960746915733592e-20,1.2431503028758504e-07,3.178352009520203e-05,6.651092363730364e-08,0.0,0.13
1.0928658368553189e-23,1.4933669459790405e-20,2.4093518418663596e-14,0.00041195310152372693,1.5630904782939423e-22,1.428286853661344e-24,1.2621835796137632e-08,0.09935855991959748,1.1127069899854229e-19,1.3342170029196073e-07,3.4170419884766265e-05,7.701928529298426e-08,0.0,0.14
1.700720182908408e-23,2.20600508629254e-20,2.7633051429651746e-14,0.0004407709468678109,2.17887491483713e-22,1.8674165331929628e-24,1.3425543597483821e-08,0.09931315364507735,1.3610464414572957e-19,1.4246547565028744e-07,3.654924339410894e-05,8.82801972542976e-08,0.0,0.15
2.5473947705297423e-23,3.155224593809849e-20,3.141147387717356e-14,0.00046950900649044746,2.9610509648541946e-22,2.396347651887704e-24,1.4217242597992825e-08,0.09926780077792337,1.6430453248626815e-19,1.514467943493397e-07,3.892003129488727e-05,1.0029020255267992e-07,0.0,0.16
3.8441733925570285e-23,4.493593175209313e-20,3.5428156503909715e-14,0.000498167490452173,3.9793477137246754e-22,3.0337604910216326e-24,1.499707631079319e-08,0.09922250109296189,1.9600504357700646e-19,1.6036604584510867e-07,4.1282820849683075e-05,1.1304621491846575e-07,0.0,0.17
5.601166062614398e-23,6.234900185708362e-20,3.968241472960612e-14,0.0005267466273954041,5.2453233677478275e-22,3.786396054913008e-24,1.5765249178570165e-08,0.09917725432496295,2.3142914550319992e-19,1.6922369102424793e-07,4.363765437388938e-05,1.2654460117823e-07,0.0,0.18
7.911724741505961e-23,8.449830193782033e-20,4.417358443051579e-14,0.0005552466390796213,6.79402083083384e-22,4.6656891757384884e-24,1.652194197343006e-08,0.09913206022399683,2.707655829151389e-19,1.7802016346030567e-07,4.598457227048461e-05,1.4078193656032217e-07,0.0,0.19
1.0918522274126168e-22,1.12354818010108e-19,4.890100601800923e-14,0.0005836677457806491,8.668737829476959e-22,5.684230744417526e-24,1.7267330387604964e-08,0.09908691854363032,3.1419483242349463e-19,1.86755890497667e-07,4.832361451124898e-05,1.5575484669657219e-07,0.0,0.2
1.5054083987047848e-22,1.4839971110353736e-19,5.386404913780697e-14,0.0006120101582715958,1.0958662648223826e-21,6.860942268118695e-24,1.8001562128854616e-08,0.09904182905797829,3.6185040423140155e-19,1.9543126299981556e-07,5.0654818468462004e-05,1.714602577669726e-07,0.0,0.21
2.0395701121182802e-22,1.932825515877468e-19,5.906204642860723e-14,0.0006402740993293348,1.3697938087814494e-21,8.207198119591053e-24,1.8724818348772462e-08,0.09899679151597278,4.1392262807182533e-19,2.040467164820841e-07,5.2978224730117104e-05,1.8789472563158518e-07,0.0,0.22
2.7176464090088486e-22,2.484686435583436e-19,6.449434599805738e-14,0.0006684597866972138,1.6945622321543937e-21,9.737819398300339e-24,1.9437264979692986e-08,0.0989518056775907,4.705764346830649e-19,2.126026668388327e-07,5.529387249314752e-05,2.050549672877514e-07,0.0,0.23
3.568050648170135e-22,3.1565278648068347e-19,7.016029816416603e-14,0.0006965674373821488,2.0766605295311958e-21,1.1468219885783825e-23,2.013906498458647e-08,0.09890687130471883,5.31972507486683e-19,2.2109952654404367e-07,5.760180072464716e-05,2.229377261382618e-07,0.0,0.24
4.6680959902931e-22,3.9838225270807747e-19,7.605926334676987e-14,0.000724597264980587,2.526022472270828e-21,1.34149278647835e-23,2.0830370367064845e-08,0.09886198816687232,5.982605262146421e-19,2.2953769441384963e-07,5.990204742866433e-05,2.4153984518730275e-07,0.0,0.25
6.040970278884242e-22,4.982388721385968e-19,8.219059350353502e-14,0.0007525494859689491,3.0492949412125483e-21,1.55943585845128e-23,2.151134096715727e-08,0.09881715602774228,6.695950606967e-19,2.3791757968930766e-07,6.219465137100662e-05,2.608580948532726e-07,0.0,0.26
7.734322903473347e-22,6.177513121860989e-19,8.855364629044948e-14,0.0007804243149053227,3.654972796900683e-21,1.802375061583895e-23,2.2182130124019796e-08,0.09877237465545725,7.461234471870079e-19,2.4623958366622226e-07,6.447965076357141e-05,2.8088930431199965e-07,0.0,0.27
9.800095076215044e-22,7.59646691081099e-19,9.514778140437055e-14,0.0008082219656686046,4.352076988633967e-21,2.0720920654569944e-23,2.2842888382200164e-08,0.09872764381993235,8.27988936260462e-19,2.545041044405437e-07,6.675708360415218e-05,3.0163032754840603e-07,0.0,0.28
1.2367385829070426e-21,9.288580931506124e-19,1.0197235660606515e-13,0.0008359426526643207,5.15195202681579e-21,2.3701518887478403e-23,2.34937698504204e-08,0.09868296328966905,9.15346340905632e-19,2.627115425450405e-07,6.902698803685762e-05,3.2307798849375055e-07,0.0,0.29
1.5485890110315258e-21,1.1282111657816548e-18,1.0902673626521573e-13,0.0008635865882337692,6.0644038839846855e-21,2.698492618902313e-23,2.413491853892006e-08,0.09863833283863131,1.008328414598079e-18,2.7086228883818846e-07,7.128940157770528e-05,3.452291989052721e-07,0.0,0.3
1.9241750907386264e-21,1.3616159361232925e-18,1.1631028503731694e-13,0.000891153984571192,7.100557857131275e-21,3.0589890334605295e-23,2.476647846950057e-08,0.09859375224115734,1.1070707307345804e-18,2.789567334661077e-07,7.35443616876639e-05,3.6808087113802786e-07,0.0,0.31
2.372815424955377e-21,1.6332566803847848e-18,1.2382236946857373e-13,0.0009186450532371699,8.272133199602063e-21,3.453563359475312e-23,2.5388591109445162e-08,0.09854922127325112,1.2117053678615162e-18,2.8699526358788924e-07,7.579190562720685e-05,3.916299402847029e-07,0.0,0.32
2.9244755542834927e-21,1.9516988534160366e-18,1.315623510432869e-13,0.0009460600074970205,9.593630666057561e-21,3.8837517229580926e-23,2.6001410204292767e-08,0.09850473970568227,1.3223861764125071e-18,2.94978275737088e-07,7.803207122530663e-05,4.1587326661441517e-07,0.0,0.33
3.585463124568881e-21,2.320765076728692e-18,1.395296016298781e-13,0.000973399057125778,1.1077472632113643e-20,4.351667330830658e-23,2.6605068825140803e-08,0.09846030731931543,1.4392326457720281e-18,3.029061483592581e-07,8.026489517102582e-05,4.408078523160251e-07,0.0,0.34
4.368893522631582e-21,2.745809145418089e-18,1.4772349285963372e-13,0.0010006624119804808,1.2737344927197583e-20,4.8593381515149715e-23,2.7199702028134325e-08,0.09841592389456925,1.5623685033513693e-18,3.1077926069615536e-07,8.249041418828212e-05,4.66430692457447e-07,0.0,0.35000000000000003
5.289793806782775e-21,3.232707745450927e-18,1.5614339783362498e-13,0.0010278502814260767,1.4587659775482263e-20,5.408813354919551e-23,2.7785443212906263e-08,0.09837158921311037,1.691915511410747e-18,3.185979897508964e-07,8.470866484705422e-05,4.927387989376711e-07,0.0,0.36
6.363901897893194e-21,3.787613162467562e-18,1.647886915413471e-13,0.0010549628741946206,1.664342407689708e-20,6.002189417887277e-23,2.8362423229449276e-08,0.09832730305826892,1.827991945669255e-18,3.2636270954363427e-07,8.691968351707834e-05,5.197292063612311e-07,0.0,0.37
7.607666579393089e-21,4.416953281781989e-18,1.7365875086071894e-13,0.0010820003983852736,1.89202394071279e-20,6.641610124195386e-23,2.8930770378115735e-08,0.0982830652150385,1.9707125953048578e-18,3.3407379111155785e-07,8.912350636784813e-05,5.473989720382041e-07,0.0,0.38
9.045550672659289e-21,5.128776158682823e-18,1.8275295354863544e-13,0.0011089630618141622,2.143499529095167e-20,7.32916936843793e-23,2.9490613538592717e-08,0.0982388754688061,2.1201940776870307e-18,3.4173160479386625e-07,9.132016950076249e-05,5.757451582301889e-07,0.0,0.39
1.0759583558808654e-20,5.9418730157064664e-18,1.9207067139179898e-13,0.0011358510743881862,2.4210573107072372e-20,8.066251674022729e-23,3.0042103400201596e-08,0.09819473359673432,2.2765908991846603e-18,3.493365357354644e-07,9.350970984575734e-05,6.04764711688112e-07,0.0,0.4
1.2737497199502943e-20,6.8578189255741835e-18,2.0161129119741706e-13,0.0011626646408299892,2.726142999625952e-20,8.855553312532513e-23,3.058534739724226e-08,0.09815063939417229,2.439984939341968e-18,3.5688893637267175e-07,9.569216241339182e-05,6.344548328336037e-07,0.0,0.41000000000000003
