Time,w,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT,NS,r5,n3,bm,IC1,sp,delta1,n1,IC2,sv,delta2,n2,IC2ifa,TJ,TJtot,K3,K9,delta,r0,k15,tao1,C,vmax2,NA,K2,K5,tao3,r3,k8,tao4,k11,k14,tao6,k12,k16,tao8,vmax17,K17,r1,rmax20,K20,tao9,vmax19,K19,r4,k26,tao12,k28,tao13,default,c2,compartment,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12
1.6400000000000001,0.0,0.003953322412764794,2.8943651453052273e-12,9.608125812083358e-17,6.075585563561008e-08,1.2753704575546484e-20,1.7057555287964336e-17,1.687391939561982e-14,1.2800724690723745e-16,0.000319884375966652,8.639134823061403e-06,9.797969740499743e-07,0.09303529212481125,0.00031111112358267674,1.0,8.0,4.5,0.9999999999997375,0.1,0.1,5.0,0.9999999999999998,0.1,0.4,5.0,0.9999999999999998,5.813110166609929e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0019039062862982689,3.2818547199889767e-12,1.435203834010873e-16,8.450543399601819e-09,2.575452379597983e-20,4.591333647195529e-17,5.555914420963677e-14,5.042844913142855e-16,0.00015333070562775696,9.515881016732819e-06,3.208564899504293e-07,-0.003946416451267596
1.6500000000000001,0.0,0.003972335102035547,2.9272626580169033e-12,9.752206571098521e-17,6.083966810887488e-08,1.3012964008351223e-20,1.7521326939242864e-17,1.7436812444088454e-14,1.3313432532036567e-16,0.00032141579783745807,8.734504873272248e-06,9.829944053951981e-07,0.09299584285997002,0.0003266100735103172,1.0,8.0,4.5,0.9999999999996654,0.1,0.1,5.0,0.9999999999999996,0.1,0.4,5.0,0.9999999999999996,5.878083498957453e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.001898634849512898,3.2976381229259377e-12,1.446594500161897e-16,8.324251270166624e-09,2.60936581759893e-20,4.684667043004873e-17,5.703363828948805e-14,5.211067972619223e-16,0.00015295440082625818,9.558049186908296e-06,3.186401994288998e-07,-0.003943442432869991
1.6600000000000001,0.0,0.00399129515170073,2.9603177812178294e-12,9.897430133685095e-17,6.092225645835123e-08,1.3275615467475298e-20,1.799450033503556e-17,1.801461282240506e-14,1.384316519124886e-16,0.00032294346719261957,8.830295821139059e-06,9.861697672666296e-07,0.09295642327936197,0.00034278017886123,1.0,8.0,4.5,0.9999999999995741,0.1,0.1,5.0,0.9999999999999996,0.1,0.4,5.0,0.9999999999999998,5.943365473145031e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.001893378007525145,3.313377827033599e-12,1.4579806295798254e-16,8.199803701496124e-09,2.6434558487695164e-20,4.779221568289072e-17,5.853681216276345e-14,5.38374615308601e-16,0.00015258002945691627,9.600084263616353e-06,3.1643920630089106e-07,-0.003940477731185787
1.67,0.0,0.004010202705093381,2.9935300853229435e-12,1.0043790699513e-16,6.100359827402398e-08,1.3541687154346055e-20,1.847718865660747e-17,1.860757904076129e-14,1.4390403135348435e-16,0.00032446740213231697,8.926506505649265e-06,9.893231886118223e-07,0.0929170333030967,0.00035964616903320684,1.0,8.0,4.5,0.9999999999994584,0.1,0.1,5.0,0.9999999999999993,0.1,0.4,5.0,0.9999999999999996,6.008955905121044e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.001888135720594636,3.329073951300094e-12,1.4693628397347718e-16,8.077234461935045e-09,2.677718433843256e-20,4.87500737556194e-17,6.006898368921186e-14,5.560956711449229e-16,0.0001522075827477133,9.641986994848643e-06,3.1425342118676443e-07,-0.003937522296102145
1.68,0.0,0.004029057902861605,3.026899148397099e-12,1.0191277356257371e-16,6.108363243105174e-08,1.3811217347266485e-20,1.8969496707738015e-17,1.9215944888800258e-14,1.4955664960952245e-16,0.0003259876195406887,9.023135930755992e-06,9.924547751228306e-07,0.09287767286414293,0.00037723352537374173,1.0,8.0,4.5,0.9999999999993125,0.1,0.1,5.0,0.9999999999999993,0.1,0.4,5.0,0.9999999999999996,6.074855173104675e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0018829079497254208,3.344726612484652e-12,1.4807426346926184e-16,7.956635656942537e-09,2.7121469944913304e-20,4.9720382450125165e-17,6.163044913712324e-14,5.742769516770404e-16,0.00015183705261508947,9.683758092752131e-06,3.120827708263647e-07,-0.003934576086472422
1.69,0.0,0.004047860895339813,3.0604245212059283e-12,1.033990163046215e-16,6.116246713437668e-08,1.4084199000149136e-20,1.9471569739439674e-17,1.9840072292868533e-14,1.5539347317531765e-16,0.0003275041411662983,9.120182412334555e-06,9.955647295707205e-07,0.0928383418418248,0.0003955684991231995,1.0,8.0,4.5,0.9999999999991283,0.1,0.1,5.0,0.9999999999999991,0.1,0.4,5.0,0.9999999999999993,6.14106130661613e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0018776946532359233,3.360335935387607e-12,1.4921176807747218e-16,7.83784423879906e-09,2.746746173320966e-20,5.070311640049269e-17,6.322160597602913e-14,5.929292732327594e-16,0.00015146842817673333,9.72539840065994e-06,3.099271146694904e-07,-0.003931639023722624
1.7,0.0,0.00406661182711275,3.094105770822091e-12,1.0489663106815297e-16,6.124012029612298e-08,1.4360648878296562e-20,1.9983532509769585e-17,2.0480260593997954e-14,1.6141924884126746e-16,0.0003290169860351242,9.217644642587622e-06,9.986532016521313e-07,0.09279904014480508,0.00041467812965813647,1.0,8.0,4.5,0.9999999999988964,0.1,0.1,5.0,0.9999999999999991,0.1,0.4,5.0,0.9999999999999993,6.207573568824316e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0018724957910387146,3.3759020400361945e-12,1.503487679462625e-16,7.720833216768221e-09,2.781514662734856e-20,5.169833596181058e-17,6.484279959123914e-14,6.120615817502711e-16,0.00015110170010357798,9.766908684536263e-06,3.0778634895433007e-07,-0.003928711049741288
1.71,0.0,0.00408531084236995,3.1279424654985757e-12,1.064056135137618e-16,6.1316609570428e-08,1.464058358244997e-20,2.0505510410792094e-17,2.1136812707367716e-14,1.6763881147416633e-16,0.0003305261730822154,9.315521320845094e-06,1.0017203400696464e-06,0.0927597676823026,0.0004345902630366901,1.0,8.0,4.5,0.9999999999986047,0.1,0.1,5.0,0.9999999999999987,0.1,0.4,5.0,0.9999999999999989,6.274391223794157e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.001867311323155928,3.3914250461295668e-12,1.514852334995842e-16,7.605575988858333e-09,2.8164511598562397e-20,5.2706100896746346e-17,6.649437641178369e-14,6.316829299827296e-16,0.00015073685911013714,9.80828970538827e-06,3.0566037060809355e-07,-0.0039257921068005
1.72,0.0,0.004103958084907144,3.161934174664341e-12,1.0792595912634362e-16,6.139195235978402e-08,1.4924019546898688e-20,2.1037629465197848e-17,2.1810035140882667e-14,1.7405708492052675e-16,0.0003320317211522835,9.41381115348334e-06,1.0047662925417593e-06,0.09272052436408655,0.00045533357084787113,1.0,8.0,4.5,0.9999999999982383,0.1,0.1,5.0,0.9999999999999982,0.1,0.4,5.0,0.9999999999999987,6.3415135364407e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0018621412097188778,3.4069050730399605e-12,1.5262113542199793e-16,7.49204633226705e-09,2.851554367040995e-20,5.372647036874063e-17,6.817668389180408e-14,6.518024780534732e-16,0.00015037389595418327,9.84954221930746e-06,3.0354907724010946e-07,-0.003922882137552053
1.73,0.0,0.0041225536981276765,3.1960804689199577e-12,1.0945766322568379e-16,6.146616582137986e-08,1.521097303758966e-20,2.1580016322922925e-17,2.250023801375154e-14,1.806790829099005e-16,0.0003335336490002944,9.512512853844416e-06,1.0077912058128394e-06,0.09268131010047101,0.00047693756936649387,1.0,8.0,4.5,0.9999999999977789,0.1,0.1,5.0,0.9999999999999978,0.1,0.4,5.0,0.9999999999999982,6.408939772480784e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.00185698541096766,3.4223422398138704e-12,1.5375644464337426e-16,7.380218393824925e-09,2.8868229923897325e-20,5.475950293520115e-17,6.98900704919426e-14,6.724294940112426e-16,0.00015001280143642383,9.890666977510689e-06,3.014523671349137e-07,-0.003919981085023608
1.74,0.0,0.004141097825043912,3.2303809200332465e-12,1.1100072097704521e-16,6.15392668734427e-08,1.5501460150236915e-20,2.213279825776795e-17,2.3207735075065275e-14,1.8750990995819975e-16,0.00033503197529206023,9.611625142155276e-06,1.0107952256630977e-06,0.09264212480230931,0.0004994326390153818,1.0,8.0,4.5,0.9999999999972033,0.1,0.1,5.0,0.9999999999999971,0.1,0.4,5.0,0.9999999999999978,6.476669198382142e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0018518438872507576,3.437736665173219e-12,1.5489113232348064e-16,7.270066680439539e-09,2.922255750259889e-20,5.580525654069683e-17,7.163488566073262e-14,6.93573354385402e-16,0.00014965356640017847,9.931664726380929e-06,2.993701392453403e-07,-0.003917088892614836
1.75,0.0,0.004159590608278653,3.2648351009349226e-12,1.1255512740175614e-16,6.161127220157975e-08,1.5795496808431056e-20,2.2696103164017174e-17,2.3932843722375233e-14,1.945547622710182e-16,0.00033652671860483126,9.711146745447004e-06,1.0137784969185516e-06,0.0926029683809884,0.000522850044136375,1.0,8.0,4.5,0.9999999999964835,0.1,0.1,5.0,0.9999999999999967,0.1,0.4,5.0,0.9999999999999973,6.544701081309863e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0018467165990246502,3.4530884675165335e-12,1.560251698364488e-16,7.161566049539445e-09,2.9578513617778226e-20,5.686378851015184e-17,7.341147981598852e-14,7.152435447411577e-16,0.00014929618173105584,9.972536207507756e-06,2.973022931856163e-07,-0.003914205504093579
1.76,0.0,0.004178032190066543,3.299442585714235e-12,1.141208773877979e-16,6.168219826511991e-08,1.6093098761748733e-20,2.3270059553057642e-17,2.4675885020271508e-14,2.018189286469522e-16,0.00033801789742788767,9.81107639747403e-06,1.0167411634609916e-06,0.09256384074842337,0.000547221953071556,1.0,8.0,4.5,0.9999999999955838,0.1,0.1,5.0,0.9999999999999956,0.1,0.4,5.0,0.9999999999999964,6.6130346890701e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0018416035068534106,3.4683977649201115e-12,1.5715852875511955e-16,7.054691699517868e-09,2.993608555350899e-20,5.793515554203959e-17,7.522020432619592e-14,7.374496602347785e-16,0.00014894063835662978,1.0013282157727527e-05,2.9524872922444763e-07,-0.003911330863592005
1.77,0.0,0.004196422712255489,3.334202949614609e-12,1.156979657003929e-16,6.175206130345558e-08,1.6394281583862134e-20,2.3854796549998266e-17,2.5437183718961177e-14,2.0930779138092204e-16,0.0003395055301631313,9.911412838633354e-06,1.0196833682379461e-06,0.0925247418170518,0.0005725814585559894,1.0,8.0,4.5,0.9999999999944611,0.1,0.1,5.0,0.9999999999999947,0.1,0.4,5.0,0.9999999999999958,6.681669290050883e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0018365045714083227,3.4836646751391966e-12,1.5829118083525632e-16,6.9494191601770036e-09,3.029526067179597e-20,5.901941370157677e-17,7.706141149190175e-14,7.602014061688158e-16,0.0001485869272461167,1.0053903309163302e-05,2.93209348278116e-07,-0.003908464915602761
1.78,0.0,0.004214762316308064,3.3691157690292844e-12,1.1728638699259216e-16,6.182087734238426e-08,1.6699060670648444e-20,2.4450443890288945e-17,2.6217068272846576e-14,2.1702682716749294e-16,0.0003409896351256778,1.0012154815883766e-05,1.0226052532726477e-06,0.09248567149982816,0.0005989625984231456,1.0,8.0,4.5,0.999999999993062,0.1,0.1,5.0,0.9999999999999931,0.1,0.4,5.0,0.9999999999999947,6.750604153160008e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0018314197534674696,3.4988893156091504e-12,1.5942309799962843e-16,6.8457242831715435e-09,3.0656026417695903e-20,6.011661841391731e-17,7.893545452710413e-14,7.835085985473227e-16,0.00014823503941005075,1.0094400389264495e-05,2.911840519035635e-07,-0.003905607604975125
1.79,0.0,0.004233051143302924,3.4041806214969597e-12,1.1888613581586332e-16,6.188866220045034e-08,1.700745123829935e-20,2.505713191633969e-17,2.701587085910357e-14,2.2498160800419627e-16,0.0003424702305444481,1.0113301082665065e-05,1.0255069596739982e-06,0.09244662971021828,0.0006264003766240469,1.0,8.0,4.5,0.9999999999913203,0.1,0.1,5.0,0.9999999999999916,0.1,0.4,5.0,0.9999999999999936,6.819838547759817e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.001826349013915346,3.5140718034466213e-12,1.6055425232195463e-16,6.743583232452622e-09,3.1018370324438486e-20,6.122682445734623e-17,8.084268754064269e-14,8.073811646310735e-16,0.00014788496589996074,1.0134774120846233e-05,2.8917274229148737e-07,-0.0039027588769111653
1.8,0.0,0.004251289333936218,3.439397085697431e-12,1.2049720663067838e-16,6.195543149528681e-08,1.7319468321430512e-20,2.567499157413974e-17,2.7833927396259814e-14,2.331778020948508e-16,0.0003439473345627607,1.0214850398817284e-05,1.0283886276465344e-06,0.0924076163621937,0.0006549307845610303,1.0,8.0,4.5,0.9999999999891553,0.1,0.1,5.0,0.9999999999999893,0.1,0.4,5.0,0.9999999999999918,6.889371743598827e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0018212923137424513,3.529212255450724e-12,1.6168461601070477e-16,6.642972474711535e-09,3.1382280018547264e-20,6.235008595647367e-17,8.278346551758845e-14,8.318291434927845e-16,0.00014753669780804562,1.017502522212847e-05,2.8717532225942727e-07,-0.0038999186769618902
1.81,0.0,0.004269477028522999,3.4747647414472347e-12,1.221195938171015e-16,6.202120064995692e-08,1.7635126771191033e-20,2.630415440987665e-17,2.8671577562773035e-14,2.416211747528835e-16,0.00034542096523892306,1.0316801530499903e-05,1.0312503965003947e-06,0.0923686313702262,0.0006845908227368823,1.0,8.0,4.5,0.9999999999864668,0.1,0.1,5.0,0.9999999999999869,0.1,0.4,5.0,0.9999999999999898,6.959203010740083e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.001816249614044893,3.5443107881041992e-12,1.6281416139275485e-16,6.543868769823518e-09,3.174774322496062e-20,6.348645637542855e-17,8.475814430063401e-14,8.568626865723329e-16,0.0001471902262668501,1.0215154406774816e-05,2.8519169524485286e-07,-0.0038970869510234056
1.82,0.0,0.004287614366933223,3.5102831699328286e-12,1.2375329049862563e-16,6.208598506966448e-08,1.795444165028681e-20,2.6944752228712045e-17,2.952916332981404e-14,2.5031760964315234e-16,0.0003468911405213553,1.0419153256622866e-05,1.0340924042107013e-06,0.09232967464954583,0.0007154185227199368,1.0,8.0,4.5,0.9999999999831326,0.1,0.1,5.0,0.9999999999999836,0.1,0.4,5.0,0.9999999999999873,7.029331617321558e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.001811220876042117,3.5593675175202946e-12,1.6394286226824308e-16,6.4462489045727986e-09,3.211474706969422e-20,6.463598993994228e-17,8.676707987018477e-14,8.824920138283331e-16,0.00014684554246825304,1.0255162383238276e-05,2.8322176561057487e-07,-0.0038942636455074637
1.83,0.0,0.0043057014849433185,3.545951966959606e-12,1.2539822233914897e-16,6.214980965363999e-08,1.827745037650773e-20,2.7596898241760512e-17,3.0406946081359883e-14,2.59274244451926e-16,0.00034835787682818464,1.0521904732084133e-05,1.0369147622877915e-06,0.092290746130853,0.0007474529694255705,1.0,8.0,4.5,0.9999999999790028,0.1,0.1,5.0,0.9999999999999793,0.1,0.4,5.0,0.999999999999984,7.099756707093863e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.001806206062088454,3.57438255641401e-12,1.6507077033470803e-16,6.350075359745661e-09,3.248323889198872e-20,6.579882135404624e-17,8.881058919746981e-14,9.08724936835724e-16,0.00014650263874044312,1.029504981617136e-05,2.812654560633676e-07,-0.0038914487170680244
1.84,0.0,0.0043237385245154455,3.5817707056263945e-12,1.270544340093156e-16,6.221268203412423e-08,1.8604150359935122e-20,2.826074014278961e-17,3.130534007268139e-14,2.68496276317747e-16,0.0003498211930493269,1.062505446459419e-05,1.0397176265800058e-06,0.09225184571886867,0.0007807343237143596,1.0,8.0,4.5,0.9999999999738929,0.1,0.1,5.0,0.9999999999999745,0.1,0.4,5.0,0.99999999999998,7.17047764021124e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0018012051328230821,3.5893560226354344e-12,1.6619779974631823e-16,6.25533663474505e-09,3.2853236615791876e-20,6.697494129401791e-17,9.088906041011587e-14,9.355738357951933e-16,0.0001461615055134441,1.033481743530576e-05,2.7932265857720864e-07,-0.003888642105196856
1.85,0.0,0.004341725624312,3.6177389707701636e-12,1.287219170901884e-16,6.22746172901666e-08,1.8934556562924703e-20,2.8936411109574353e-17,3.222469697355025e-14,2.7798991229730345e-16,0.00035128110685352624,1.0728601258956995e-05,1.0425011319387428e-06,0.09221297333058356,0.0008153038453069765,1.0,8.0,4.5,0.9999999999675779,0.1,0.1,5.0,0.9999999999999685,0.1,0.4,5.0,0.9999999999999756,7.241493680997606e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0017962180497999468,3.604288031295356e-12,1.673239260547401e-16,6.162010007808038e-09,3.322472688184181e-20,6.816440362431889e-17,9.300285106865764e-14,9.630492205123007e-16,0.00014582213411977577,1.0374465934980163e-05,2.7739327968000605e-07,-0.0038858437575116137
1.86,0.0,0.00435966292261118,3.653856348379725e-12,1.3040066295102337e-16,6.233563036441872e-08,1.926868381656571e-20,2.9624044850706385e-17,3.3165372075770783e-14,2.8776146423267943e-16,0.00035273763582351953,1.0832543926903534e-05,1.0452654123008422e-06,0.09217412888350165,0.0008512039160157252,1.0,8.0,4.5,0.9999999999597831,0.1,0.1,5.0,0.9999999999999607,0.1,0.4,5.0,0.9999999999999694,7.312804093083061e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.001791244774679363,3.6191786971856185e-12,1.6844912504724605e-16,6.070072962696524e-09,3.359769634578317e-20,6.936726173684682e-17,9.515231938926869e-14,9.91161709038643e-16,0.00014548451593364306,1.041399600506378e-05,2.754772265335414e-07,-0.0038830536219829088
1.87,0.0,0.004377550557308089,3.690122425592505e-12,1.320906627542022e-16,6.239573607028795e-08,1.960654682068173e-20,3.032377560060327e-17,3.41277243046783e-14,2.978173497515913e-16,0.0003541907974565062,1.093688128704208e-05,1.0480106006964011e-06,0.09213531229563576,0.00088847806329241,1.0,8.0,4.5,0.9999999999501716,0.1,0.1,5.0,0.9999999999999514,0.1,0.4,5.0,0.9999999999999623,7.38440813927626e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.001786285269227682,3.6340281347800405e-12,1.6957337273485612e-16,5.979503177917022e-09,3.3972131679940815e-20,7.058356855093718e-17,9.733782422181022e-14,1.0199220280154857e-15,0.00014514864237069922,1.0453408330990658e-05,2.735744069280416e-07,-0.003880271646931295
1.8800000000000001,0.0,0.004395388665915829,3.726536790691319e-12,1.3379190746016524e-16,6.24549490990909e-08,1.99481601438315e-20,3.1035738114517725e-17,3.511211623063737e-14,3.081640932676236e-16,0.00035564060916461936,1.1041612164808445e-05,1.0507368292565947e-06,0.09209652348550329,0.0009271709840920292,1.0,8.0,4.5,0.9999999999383344,0.1,0.1,5.0,0.9999999999999398,0.1,0.4,5.0,0.9999999999999531,7.456305081431784e-14,0.0001,0.0043,780.0,0.0003,0.003,3.6e-05,2.5,500000.0,72000.0,6.023e+23,72000.0,0.01,0.56,1e-07,0.0036,0.46,0.00036,3.204e-07,1.0,3600.0,3600.0,2.0,72000.0,0.002,0.00025,0.001,0.0006,2.0,154800.0,0.004,1e-06,0.360085,1.0,360.0,15.0,1.0,1.0,1.0,0.0017813394953169446,3.648836458235322e-12,1.7069664534025558e-16,5.890278515940048e-09,3.43480195750934e-20,7.1813376513365e-17,9.955972502787889e-14,1.0493410130173948e-15,0.000144814504887807,1.0492703593793806e-05,2.716847292767455e-07,-0.0038774977810242524
