Expanding_CAR_T_cells_1_task1,Tumor_cells_2_task1,_1_task1
10.0,900.0,0.0
17.184749108362766,949.257490470861,0.36
30.511133432907833,1000.6749459149847,0.72
56.04039617276588,1053.8116197026966,1.08
106.5674727586072,1107.583548662955,1.44
209.75037193956382,1159.4838842212712,1.7999999999999998
426.10662946204263,1203.8567399825126,2.16
885.9914638774775,1228.3228729047873,2.52
1847.9553391687798,1207.9318767032896,2.88
3709.5282846531923,1102.7734244420958,3.2399999999999998
6703.9464003947305,882.7756618227307,3.5999999999999996
10210.152453102624,589.8014253795891,3.96
12933.352714398794,331.30356591387863,4.32
14274.348298367084,166.74878832987054,4.68
14551.841554331588,80.52742494801461,5.04
14255.969927210603,38.9813054328077,5.3999999999999995
13703.949539374958,19.32632270918876,5.76
13055.243310191887,9.902099867288051,6.12
12383.068152931031,5.25879292432845,6.4799999999999995
11719.906419727638,2.895631167019707,6.84
11079.764917790284,1.6515805724563501,7.199999999999999
10468.280723910846,0.974403957267587,7.56
9887.253733333851,0.5936943622951336,7.92
9336.704373869832,0.37295343579020557,8.28
8815.82817532835,0.24116138538694032,8.64
8323.44940699157,0.16026540501948558,9.0
7858.241607838462,0.10929436112769882,9.36
7418.836743566013,0.07637663602271212,9.719999999999999
7003.879729792439,0.05461838543749825,10.08
6612.055479737164,0.03991856863317697,10.44
6242.101821237022,0.029781132869229045,10.799999999999999
5892.8150062042305,0.022653687844198824,11.16
5563.051285282918,0.017550801975381787,11.52
5251.726381348968,0.013834717670561051,11.879999999999999
4957.8138503331875,0.011085075039394479,12.24
4680.342872257397,0.009019971615955536,12.6
4418.395775067833,0.007447236879353428,12.959999999999999
4171.105462065855,0.006233828162300022,13.32
3937.6528391868715,0.00528627959272038,13.68
3717.2642961716483,0.004538012374293317,14.04
3509.209273778769,0.003940975733820437,14.399999999999999
3312.7979233505093,0.003460056834142116,14.76
3127.378887391549,0.0030692960839370353,15.12
2952.3371749607672,0.0027492861769051265,15.479999999999999
2787.0921514797064,0.002485365081946086,15.84
2631.0956334366115,0.002266346221875233,16.2
2483.830084116493,0.002083614367619955,16.56
2344.8069081821095,0.001930476491021079,16.919999999999998
2213.5648374683988,0.0018016894961066232,17.28
2089.668405890256,0.001693114359516093,17.64
1972.706509501472,0.0016014602118294226,18.0
1862.291045410961,0.001524093081787718,18.36
1758.0556261260836,0.0014588919257473847,18.72
1659.6543662077117,0.001404139306624147,19.08
1566.7607355181774,0.0013584378431892728,19.439999999999998
1479.0664767573028,0.0013206457060109995,19.8
1396.2805836188898,0.001289826710271247,20.16
1318.1283356455017,0.0012652112421787925,20.52
1244.3503870343177,0.0012461655729957828,20.88
1174.7019067275287,0.0012321676554658697,21.24
1108.9517645890535,0.0012227877668991654,21.599999999999998
1046.8817700302625,0.001217673270380255,21.96
988.2859402074149,0.0012165360600144561,22.32
932.9698247888869,0.0012191427645802087,22.68
880.7498471211137,0.0012253064981332922,23.04
831.4527221111165,0.0012348806307178395,23.4
784.9148504806134,0.0012477531331330416,23.759999999999998
740.9817912758521,0.0012638424018632255,24.119999999999997
699.5077545763963,0.0012830937452123626,24.48
660.355102819329,0.0013054763943044026,24.84
623.3938971785433,0.0013309811535086268,25.2
588.5014867475637,0.0013596186576973418,25.56
555.5620718823168,0.001391417595669422,25.919999999999998
524.466343751618,0.001426423663074111,26.279999999999998
495.11110490028557,0.0014646984575360416,26.64
467.39893955605936,0.0015063188135110424,27.0
441.2378800967725,0.001551376167468425,27.36
416.5411111505357,0.0015999762044263059,27.72
393.2266697005903,0.0016522385550591285,28.08
371.2171873225262,0.0017082966979726194,28.439999999999998
350.439620590519,0.0017682978853091943,28.799999999999997
330.8250156724696,0.0018324032557792986,29.16
312.30828651860134,0.0019007880621203339,29.52
294.827974283502,0.0019736417023315414,29.88
278.3260755631804,0.0020511683206836996,30.24
262.74782399682834,0.002133586997718128,30.599999999999998
248.04151600658773,0.002221132267442283,30.959999999999997
234.15835158514926,0.0023140547787923005,31.32
221.05225765227354,0.0024126217268892395,31.68
208.67973844332525,0.0025171176518736993,32.04
196.99973764449675,0.0026278450409488157,32.4
185.97348879425985,0.0027451253004404244,32.76
175.5644037010643,0.002869299421091949,33.12
165.73793560523873,0.0030007290798856876,33.48
156.4614709639065,0.0031397975696038556,33.839999999999996
147.70423452382983,0.0032869107349475196,34.199999999999996
139.43716168745888,0.0034424982890862454,34.56
131.63281293011002,0.0036070151105990337,34.92
124.26529068482712,0.003780942244563897,35.28
117.31014332268492,0.003964788530934028,35.64
110.74429098363501,0.004159091869923998,36.0
104.54594253818918,0.004364420947881643,36.36
98.69452903116829,0.004581376717142807,36.72
93.17063082958813,0.004810594250134251,37.08
87.95591727199323,0.0050527444723030895,37.44
