Time,NADPH,ADP,ATP,X,Y,NADP,k1,k2,k3,k4,N0,A0,c,v4,v3,v2,v1
0.0,0.7,2.0,0.5,2.0,1.0,0.5,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.307,0.3,0.3125,0.246
0.01,0.6999438722365473,1.9995869991870046,0.5004130008129956,2.0006658883065636,1.0,0.5000561277634527,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.3070344624467599,0.2999717195818787,0.3127581255081222,0.2460819042617073
0.02,0.699885534345713,1.99917792101568,0.5008220789843201,2.001333519690242,1.0,0.500114465654287,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.3070702819117322,0.2999453393149815,0.3130137993652,0.2461640229218998
0.03,0.6998250154995167,1.9987727204961945,0.5012272795038055,2.002002874303637,1.0,0.5001749845004833,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.3071074404832967,0.29992083434825184,0.31326704968987845,0.24624635353934737
0.04,0.699762353877151,1.9983713371520802,0.5016286628479197,2.0026739253965515,1.0,0.5002376461228489,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.30714591471942926,0.299898172132898,0.31351791427994985,0.24632889282377585
0.05,0.6996975866545672,1.9979737121140257,0.5020262878859743,2.0033466469044723,1.0,0.5003024133454328,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.3071856817940957,0.299877320991414,0.31376642992873394,0.24641163756925008
0.06,0.6996307501001977,1.9975797879728532,0.5024202120271469,2.0040210133810072,1.0,0.5003692498998022,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.30722671943847857,0.29985825003689476,0.3140126325169668,0.24649458464586388
0.07,0.6995618796901298,1.9971895085988238,0.5028104914011762,2.004696999916286,1.0,0.5004381203098701,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.30726900587026024,0.29984092907573656,0.3142565571257351,0.24657773098970315
0.08,0.6994910103375466,1.9968028187774784,0.5031971812225216,2.005374581977625,1.0,0.5005089896624534,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.30731251965274636,0.29982532841443643,0.31449823826407597,0.24666107358324788
0.09,0.6994181764409039,1.9964196641322538,0.5035803358677462,2.006053735376423,1.0,0.5005818235590961,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.307357239665285,0.2998114188181685,0.3147377099173414,0.24674460945130003
0.1,0.6993434118775053,1.9960399911337474,0.5039600088662526,2.006734436272941,1.0,0.5006565881224947,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.30740314510721173,0.2997991715151229,0.3149750055414079,0.24682833566157175
0.11,0.6992667500291413,1.9956637470570242,0.5043362529429759,2.0074166611595525,1.0,0.5007332499708587,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.3074502154821072,0.29978855817386557,0.3152101580893599,0.24691224932262495
0.12,0.6991882237385818,1.9952908800516496,0.5047091199483505,2.008100386890071,1.0,0.5008117762614182,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.30749843062451077,0.29977955093906244,0.3154431999677191,0.2469963475874787
0.13,0.6991078652800679,1.994921339189215,0.5050786608107848,2.008785590699553,1.0,0.5008921347199321,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.3075477707180383,0.2997721224554495,0.3156741630067405,0.247080627656045
0.14,0.6990257064118424,1.9945550743777423,0.5054449256222578,2.0094722501690723,1.0,0.5009742935881576,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.3075982162631288,0.2997662458227194,0.31590307851391114,0.24716508677079588
0.15,0.6989417783975969,1.9941920363266403,0.5058079636733598,2.0101603432112922,1.0,0.5010582216024031,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.3076497480638755,0.29976189457665037,0.31612997729584985,0.24724972221498895
0.16,0.6988561120178691,1.9938321765279832,0.5061678234720167,2.010849848062785,1.0,0.5011438879821308,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.30770234722102835,0.29975904267873227,0.31635488967001046,0.2473345313117226
0.17,0.698768737570148,1.9934754472561107,0.5065245527438893,2.011540743283938,1.0,0.5012312624298519,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.3077559951319291,0.2997576645153282,0.31657784546493084,0.24741951142392438
0.18,0.6986796848715905,1.9931218015629832,0.5068781984370168,2.0122330077571102,1.0,0.5013203151284095,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.3078106734888434,0.2997577348946574,0.31679887402313545,0.24750465995412455
0.19,0.6985889832648385,1.9927711932685161,0.5072288067314839,2.0129266206827188,1.0,0.5014110167351614,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.3078663642753891,0.29975922904119223,0.3170180042071774,0.2475899743439744
0.2,0.6984966616263403,1.9924235769468601,0.5075764230531399,2.0136215615736415,1.0,0.5015033383736597,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.30792304976142704,0.2997621225879716,0.3172352644082124,0.2476754520735579
0.21,0.6984027483748377,1.9920789079124268,0.5079210920875733,2.0143178102495063,1.0,0.5015972516251622,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.3079807124978496,0.29976639156879836,0.3174506825547333,0.24776109066068927
0.22,0.698307271478867,1.9917371422075352,0.5082628577924649,2.0150153468316474,1.0,0.501692728521133,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.30803933531197564,0.29977201241129464,0.3176642861202906,0.24784688766029261
0.23,0.698210258464039,1.9913982365904166,0.5086017634095834,2.015714151738207,1.0,0.501789741535961,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.30809890130308004,0.29977896193016207,0.3178761021309896,0.24793284066379945
0.24,0.6981117364213114,1.9910621485215871,0.5089378514784129,2.0164142056785685,1.0,0.5018882635786885,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.3081593938373148,0.29978721731962565,0.318086157174008,0.24801894729846394
0.25,0.6980117320134458,1.9907288361532132,0.5092711638467868,2.017115489649016,1.0,0.5019882679865542,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.30822079654374424,0.29979675614743206,0.31829447740424177,0.24810520522682897
0.26,0.6979102714809294,1.9903982583193716,0.5096017416806283,2.017817984928749,1.0,0.5020897285190705,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.3082830933107093,0.2998075563493212,0.3185010885503927,0.24819161214623614
0.27,0.6978073806486627,1.9900703745250568,0.5099296254749432,2.0185216730753868,1.0,0.5021926193513373,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.30834626828172107,0.2998195962228705,0.31870601592183956,0.24827816578827258
0.28,0.6977030849331405,1.9897451449343762,0.510254855065624,2.0192265359201396,1.0,0.5022969150668595,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.3084103058510517,0.2998328544209395,0.31890928441601496,0.24836486391817716
0.29,0.697597409349321,1.9894225303592665,0.5105774696407334,2.019932555563189,1.0,0.5024025906506789,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.30847519065951684,0.2998473099453973,0.31911091852545836,0.24845170433427224
0.3,0.6974903785169787,1.9891024922490637,0.5108975077509363,2.020639714369419,1.0,0.5025096214830213,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.30854090759057506,0.2998629421413034,0.3193109423443352,0.24853868486743852
0.31,0.6973820166668753,1.9887849926803738,0.5112150073196261,2.021347994964265,1.0,0.5026179833331247,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.30860744176653854,0.2998797306912578,0.31950937957476633,0.2486258033806046
0.32,0.6972723476469964,1.9884699943468473,0.5115300056531525,2.0220573802295245,1.0,0.5027276523530035,0.123,0.625,0.3,0.614,1.2,2.5,1.0,0.3086747785447442,0.2998976556097142,0.31970625353322035,0.24871305776823152
