Time,EGFR_active,D_SOS,A_SOS,Raf,Ras_active,Mek_active,ERK,ERK_active,IGFR_active,PI3KCA,PI3KCA_active,AKT_active,AKT,PP2A,Ras,Raf_active,Mek,RasGapActive,RafPP,P90RskInactive,P90Rsk_Active,gamma_IGFR,kd_PI3K_a,k_P90Rsk_ERKActive,KM_P90Rsk_ERKActive,gamma_EGFR,cell_nsclc,SOS_conformational_activation,kRas_Activation,EGFR_degradation,ERK_activationBy_Mek,SOS_deactivationBy_P90,SOS_activationBy_IGF,PI3KCA_activationBy_IGF1R,PI3KCA_activationBy_EGF,Akt_activationBy_PI3KCA,Akt_deactivation,ERK_deactivationBy_PP2A,PI3KCA_activationBy_kRas,Raf_activationBy_kRas,Mek_activationBy_Raf,Raf_deactivationBy_Akt,Ras_deactivation,Mek_deactivation,IGFR_active_degradation,PI3KCA_deactivation,Raf_deactivation,P90_activationBy_ERK,P90_deactivation
0.0,8000.0,120000.0,0.0,120000.0,0.0,0.0,600000.0,0.0,800.0,120000.0,0.0,0.0,600000.0,120000.0,120000.0,0.0,600000.0,120000.0,120000.0,120000.0,0.0,0.02,0.005,0.0213697,763523.0,0.02,1.0,107466.03889417941,0.0,160.0,0.0,0.0,218181.81818181818,3360.5604239911845,268844833.9192948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
0.01,7998.400159989325,116771.57765416247,3228.4223458375186,119999.43554624775,275.37191285765675,0.031196260251766302,599999.999760512,0.000239487791206788,799.8400159989327,0.1624743634222445,119999.83752563657,31.34794327207197,599968.6520567284,120000.0,119724.62808714222,0.564453752195584,599999.9688037403,120000.0,120000.0,119999.99999999885,1.195056507673155e-09,0.02,0.005,0.0213697,763523.0,0.02,1.0,104608.32901211527,80304.10329445564,159.96800319978652,0.1147477149867955,6.909286406474498e-07,215430.8732488308,0.007501316446978712,599.9853066964507,3251.396732692052,0.15673971636035985,7.30790197837928e-05,1.2680548350952607e-05,160.11093525204132,11.718948247980375,0.002241718124655789,34813.116002090115,0.020440067186764405,15.996800319978654,599.9991876281829,8.055192645468649,6.950966417514866e-07,5.975282538365775e-12
0.02,7996.800639914667,113599.16329499852,6400.836705001444,119996.60511770112,803.7548691945619,0.39467086898435977,599999.993726067,0.006273932833626268,799.6800639914668,0.16253928872510745,119999.83746071126,63.85907096073599,599936.1409290396,120000.0,119196.24513080536,3.394882298823144,599999.6053291315,120000.0,120000.0,119999.99999993581,6.425059253313923e-08,0.02,0.005,0.0213697,763523.0,0.02,1.0,101798.07496936887,159052.22356858023,159.93601279829335,1.4516990093321134,7.339058519350891e-05,212648.2725207581,0.007502813282938819,599.985020621654,3251.3048426367136,0.31929535480368,0.0019144727944965583,3.7026743764068543e-05,467.32763457244056,70.48306155422013,0.027465063383111776,101574.97681662081,0.2585916825037742,15.993601279829337,599.9991873035564,48.31885682496072,1.8209653282327402e-05,3.2125296266569613e-10
0.03,7995.201439712035,110482.59619067672,9517.403809323265,119991.0688054448,1394.9777234416124,1.6222281946231523,599999.9601928963,0.03980710360041611,799.5201439712035,0.16260434092335765,119999.83739565908,96.36765426818495,599903.6323457321,120000.0,118605.02227655829,8.931194555132882,599998.3777718056,120000.0,120000.0,119999.99999937524,6.248126093742241e-07,0.02,0.005,0.0213697,763523.0,0.02,1.0,99035.25387176353,236221.8678168507,159.9040287942407,5.966964287532402,0.0010575451491024522,209834.59633085545,0.007504315076543972,599.9851070403707,3251.2129550048116,0.4818382713409248,0.01214702454756184,6.428845021916318e-05,811.0698517851339,185.42521837526664,0.10903200080906525,176218.40705256257,1.0628950818158256,15.990402879424071,599.9991869782954,126.45904708617464,0.0001155373469810273,3.1240630468711205e-09
0.04,7993.602559317462,107421.70973935016,12578.290260649814,119983.01360784064,1995.3935065802584,4.253378453449274,599999.8574637825,0.14253621740142158,799.3602559317463,0.1626693894784522,119999.83733061053,128.87369334589664,599871.1263066543,120000.0,118004.60649341965,16.986392159311034,599995.7466215467,120000.0,120000.0,119999.99999696178,3.0383004167871575e-06,0.02,0.005,0.0213697,763523.0,0.02,1.0,96319.83487851027,311823.9609896886,159.87205118634924,15.644996612619405,0.006773589195616372,206990.49655355938,0.0075058158013364676,599.9850839932863,3251.121069800203,0.6443684667294832,0.04349452043037387,9.199578717999797e-05,1160.1377507844268,352.66203054439063,0.27729960959477856,251959.49402248222,2.78682871137363,15.987205118634927,599.9991866530527,238.71858113455332,0.00041370144817099455,1.5191502083935788e-08
0.05,7992.003998666993,104416.33087158503,15583.669128414953,119972.75287550027,2589.910219448486,8.768198886172836,599999.6251703335,0.3748296664065045,799.2003998666994,0.16273446129542565,119999.8372655387,161.3771883453454,599838.6228116548,120000.0,117410.0897805514,27.2471244996773,599991.231801114,120000.0,120000.0,119999.99998985336,1.0146736313779636e-05,0.02,0.005,0.0213697,763523.0,0.02,1.0,93651.7786629212,385872.9508788252,159.84007997333987,32.25163480981814,0.02793378919170148,204116.6990655155,0.007507316698907659,599.9850507692951,3251.0291870224783,0.806885941726727,0.11437819662635394,0.0001194531999832483,1505.7504341993201,565.6858700826108,0.5569411778850554,326893.9763121488,5.744905139958041,15.984007997333988,599.9991863276936,379.30991920379364,0.001087917012454247,5.073368156889818e-08
0.06,7990.4057576966825,101466.27948029558,18533.72051970441,119960.59164025687,3174.3264056038665,15.578587184066544,599999.186756723,0.8132432769601701,799.0405757696686,0.16279955966243498,119999.83720044034,193.87813941800084,599806.1218605821,120000.0,116825.67359439604,39.408359743095076,599984.4214128162,120000.0,120000.0,119999.99997321493,2.6785173208088977e-05,0.02,0.005,0.0213697,763523.0,0.02,1.0,91031.0368967029,458382.6818793926,159.80811515393364,57.301924962538216,0.08741561466312758,201214.00610138112,0.007508817920573636,599.9850194604757,3250.937306671868,0.9693906970900042,0.24815882015378266,0.00014646651766447616,1845.46067532237,818.1607387583907,0.967652609480585,400494.8687807197,10.20692297546697,15.980811515393373,599.9991860022017,542.5486152983938,0.0023603819960277446,1.339258660404449e-07
0.07,7988.807836342604,98571.36789041899,21428.632109581,119946.79513831685,3747.505241979127,25.034529339586665,599998.4519375806,1.5480624193444474,798.8807836342609,0.16286468418622171,119999.83713531583,226.37654671532871,599773.6234532846,120000.0,116252.49475802078,53.20486168308982,599974.9654706606,120000.0,120000.0,119999.99993978484,6.0215263434590174e-05,0.02,0.005,0.0213697,763523.0,0.02,1.0,88457.551768943,529366.4560760269,159.7761567268521,92.08316541735503,0.2264966385649964,198283.29849561976,0.007510319447765198,599.9849885774283,3250.8454287487048,1.1318827335766437,0.47238664450950246,0.00017298271881690104,2178.6043087215357,1104.5757765528335,1.525228238691096,472622.3544190364,16.40205572735718,15.977615672685218,599.9991856765791,723.4256751856154,0.004493143400000163,3.0107631717295087e-07
0.08,7987.210234540841,95731.400377185,24268.599622815007,119931.5861246917,4309.181240949505,37.43324482911018,599997.3188469755,2.681153024450015,798.7210234540846,0.16292983488969656,119999.83707016514,258.8724103887898,599741.1275896111,120000.0,115690.81875905041,68.41387530823901,599962.5667551712,120000.0,120000.0,119999.99987950858,0.00012049152530590801,0.02,0.005,0.0213697,763523.0,0.02,1.0,85931.25554796765,598837.3836910037,159.74420469081682,137.68853207965023,0.5117065007801853,195325.5377997864,0.007511821281115189,599.984958165649,3250.7535532533057,1.294362051943949,0.8181456085803831,0.0001989889343082204,2505.0246889989035,1420.3010765646027,2.2424704814603826,543246.5202187973,24.52482671775405,15.974420469081693,599.9991853508258,917.7036226890358,0.0077818599950706165,6.024576265295401e-07
0.09,7985.612952227488,92946.17273871637,27053.82726128363,119915.14948036126,4859.333965845791,53.02787874223213,599995.675847754,4.324152245837324,798.5612952227494,0.1629950117843142,119999.83700498822,291.3657305898407,599708.63426941,120000.0,115140.66603415413,84.85051963869901,599946.972121258,120000.0,120000.0,119999.99977923003,0.00022077006079459965,0.02,0.005,0.0213697,763523.0,0.02,1.0,83452.07019151507,666808.5855543978,159.71225904454977,195.04903425824784,1.0420233631165976,192341.76826284672,0.007513323420727736,599.9849282283751,3250.6616801859914,1.4568286529492036,1.3195011534592638,0.00022448359535276517,2824.7083367035334,1761.4921163271388,3.129896547369002,612368.2576139867,34.74078862190062,15.97122590445499,599.9991850249411,1121.868173044888,0.01255055084260934,1.1038503039729984e-06
