Time,Minf,V,V1,V2,Ninf,V3,V4,lambdaN,lambdaN_bar,lambdaM,lambdaM_bar,Iapp,gL,VL,gCa,VCa,gK,N,VK,C,M,musclefibre
0.26,0.0013861956103002337,-49.34853823448817,0.0,15.0,6.999200385160442e-06,10.0,10.0,0.9746632562543722,0.1,2.686889716685958,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.243189804835058e-06,-70.0,20.0,0.001303178557971987,1.0
0.27,0.0013907666501084548,-49.323813017859834,0.0,15.0,7.03389720879688e-06,10.0,10.0,0.9734654215184113,0.1,2.6848352483272593,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.250686378960342e-06,-70.0,20.0,0.0013054394301855025,1.0
0.28,0.001395348265597618,-49.29911189578651,0.0,15.0,7.068731968817854e-06,10.0,10.0,0.9722702396779286,0.1,2.682784603077766,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.2584377932648285e-06,-70.0,20.0,0.0013077598905709943,1.0
0.29,0.0013999404696976026,-49.27443482705764,0.0,15.0,7.103705070288235e-06,10.0,10.0,0.9710777025769272,0.1,2.6807377708062345,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.266442298543318e-06,-70.0,20.0,0.001310138578631422,1.0
0.3,0.0014045432753096443,-49.249781770699784,0.0,15.0,7.138816918828006e-06,10.0,10.0,0.9698878020978555,0.1,2.6786947414277105,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.274698169366415e-06,-70.0,20.0,0.0013125741525689427,1.0
0.31,0.001409156695276137,-49.22515268613501,0.0,15.0,7.174067920390215e-06,10.0,10.0,0.9687005301690553,0.1,2.676655504916466,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.2832037062187996e-06,-70.0,20.0,0.0013150653047472106,1.0
0.32,0.00141378074237547,-49.200547533202744,0.0,15.0,7.209458481149955e-06,10.0,10.0,0.9675158787655953,0.1,2.674620051307575,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.291957235619331e-06,-70.0,20.0,0.001317610763856964,1.0
0.33,0.0014184154293243045,-49.1759662721435,0.0,15.0,7.2449890075043655e-06,10.0,10.0,0.9663338399082616,0.1,2.6725883706953324,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.300957109677809e-06,-70.0,20.0,0.001320209293369958,1.0
0.34,0.001423060768779294,-49.151408863582645,0.0,15.0,7.280659906239162e-06,10.0,10.0,0.9651544056625563,0.1,2.6705604532316873,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.310201705651735e-06,-70.0,20.0,0.0013228596899928964,1.0
0.35,0.001427716773337584,-49.126875268523804,0.0,15.0,7.316471584306594e-06,10.0,10.0,0.9639775681381668,0.1,2.668536289125476,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.31968942565868e-06,-70.0,20.0,0.0013255607830659787,1.0
0.36,0.0014323834554941794,-49.10236544856679,0.0,15.0,7.352424448714423e-06,10.0,10.0,0.9628033194991877,0.1,2.6665158686601584,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.329418700009636e-06,-70.0,20.0,0.0013283114559415451,1.0
0.37,0.0014370608276914054,-49.07787936564076,0.0,15.0,7.388518906692454e-06,10.0,10.0,0.9616316519510868,0.1,2.6644991821715562,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.339387982724721e-06,-70.0,20.0,0.0013311106199079513,1.0
0.38,0.0014417489023269003,-49.053416981958414,0.0,15.0,7.42475536585907e-06,10.0,10.0,0.9604625577383212,0.1,2.662486220043884,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.349595750613526e-06,-70.0,20.0,0.0013339572097515596,1.0
0.39,0.0014464476917414038,-49.028978260075796,0.0,15.0,7.461134234276745e-06,10.0,10.0,0.9592960291470098,0.1,2.6604769727144846,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.360040504057924e-06,-70.0,20.0,0.0013368501896530887,1.0
0.4,0.001451157208220366,-49.00456316287903,0.0,15.0,7.497655920118973e-06,10.0,10.0,0.9581320585041038,0.1,2.658471430672537,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.370720766617217e-06,-70.0,20.0,0.0013397885519352336,1.0
0.41,0.0014558774639957806,-48.98017165357106,0.0,15.0,7.534320831892316e-06,10.0,10.0,0.9569706381765664,0.1,2.656469584457773,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.381635084633268e-06,-70.0,20.0,0.0013427713158102868,1.0
0.42,0.001460608471247793,-48.95580369565843,0.0,15.0,7.571129378547425e-06,10.0,10.0,0.9558117605705523,0.1,2.654471424659198,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.39278202683565e-06,-70.0,20.0,0.0013457975261277583,1.0
0.43,0.001465350242079777,-48.93145925307615,0.0,15.0,7.608081968979441e-06,10.0,10.0,0.954655418137158,0.1,2.6524769419251415,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.404160186067531e-06,-70.0,20.0,0.0013488662653396242,1.0
0.44,0.0014701027885173912,-48.90713829018532,0.0,15.0,7.645179012361059e-06,10.0,10.0,0.9535016033720881,0.1,2.6504861269628237,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.415768179056483e-06,-70.0,20.0,0.0013519766532804805,1.0
0.45,0.0014748661225589266,-48.882840771512626,0.0,15.0,7.68242091819804e-06,10.0,10.0,0.9523503088031058,0.1,2.648498970516835,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.427604642225662e-06,-70.0,20.0,0.0013551278222691994,1.0
0.46,0.001479640256150605,-48.85856666187124,0.0,15.0,7.71980809644024e-06,10.0,10.0,0.95120152699561,0.1,2.6465154633788823,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.439668233358044e-06,-70.0,20.0,0.001358318928689892,1.0
0.47,0.0014844252011881887,-48.83431592635134,0.0,15.0,7.75734095720404e-06,10.0,10.0,0.9500552505520159,0.1,2.6445355963868367,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.45195763125855e-06,-70.0,20.0,0.0013615491520947338,1.0
0.48,0.0014892209695180347,-48.810088530309656,0.0,15.0,7.795019911105427e-06,10.0,10.0,0.9489114721110902,0.1,2.6425593604237063,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.464471535402928e-06,-70.0,20.0,0.0013648176942241492,1.0
0.49,0.0014940275729387054,-48.78588443935909,0.0,15.0,7.832845368926922e-06,10.0,10.0,0.9477701843472977,0.1,2.640586746416628,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.477208665586616e-06,-70.0,20.0,0.0013681237780269952,1.0
0.5,0.0014988450231922523,-48.7617036194083,0.0,15.0,7.87081774183962e-06,10.0,10.0,0.9466313799725014,0.1,2.6386177453399275,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.490167762540172e-06,-70.0,20.0,0.0013714666515099276,1.0
0.51,0.0015036733319333528,-48.737546036811565,0.0,15.0,7.908937440792574e-06,10.0,10.0,0.9454950517428355,0.1,2.636652348227125,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.503347590676749e-06,-70.0,20.0,0.0013748456022392107,1.0
0.52,0.0015085125107955344,-48.713411658034076,0.0,15.0,7.947204877623015e-06,10.0,10.0,0.9443611924427758,0.1,2.6346905461435184,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.51674693147107e-06,-70.0,20.0,0.0013782599250344975,1.0
0.53,0.0015133625713698584,-48.689300449755166,0.0,15.0,7.985620464168175e-06,10.0,10.0,0.9432297948898628,0.1,2.6327323301944507,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.530364585304376e-06,-70.0,20.0,0.001381708931961289,1.0
0.54,0.0015182235252022558,-48.66521237888007,0.0,15.0,8.024184612820395e-06,10.0,10.0,0.9421008519351057,0.1,2.6307776915261196,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.544199371542867e-06,-70.0,20.0,0.0013851919534973826,1.0
0.55,0.001523095383794526,-48.64114741253089,0.0,15.0,8.062897736194063e-06,10.0,10.0,0.9409743564624109,0.1,2.628826621324698,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.5582501282120216e-06,-70.0,20.0,0.0013887083376802017,1.0
0.56,0.0015279781586058916,-48.61710551803748,0.0,15.0,8.101760247403167e-06,10.0,10.0,0.9398503013880097,0.1,2.6268791108154486,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.572515711670918e-06,-70.0,20.0,0.0013922574492541222,1.0
0.57,0.0015328718610541636,-48.59308666292834,0.0,15.0,8.140772559783738e-06,10.0,10.0,0.9387286796598912,0.1,2.624935151261853,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.586994996286556e-06,-70.0,20.0,0.0013958386688178016,1.0
0.58,0.0015377765025170187,-48.5690908149216,0.0,15.0,8.179935087004875e-06,10.0,10.0,0.9376094842572424,0.1,2.6229947339647364,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.6016868741081766e-06,-70.0,20.0,0.001399451391971507,1.0
0.59,0.0015426920943293343,-48.545117941936795,0.0,15.0,8.219248243235278e-06,10.0,10.0,0.9364927081908608,0.1,2.621057850263093,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.616590254956546e-06,-70.0,20.0,0.0014030950304673982,1.0
0.6,0.0015476186477104137,-48.52116801244447,0.0,15.0,8.258712442310578e-06,10.0,10.0,0.9353783445192736,0.1,2.6191244915621583,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.63170407321065e-06,-70.0,20.0,0.0014067690456868367,1.0
0.61,0.0015525561738595761,-48.49724099499613,0.0,15.0,8.29832809856601e-06,10.0,10.0,0.9342663863266676,0.1,2.6171946492952514,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.647027278340646e-06,-70.0,20.0,0.0014104729036641876,1.0
0.62,0.0015575046839557682,-48.47333685822521,0.0,15.0,8.338095626836406e-06,10.0,10.0,0.9331568267228342,0.1,2.615268314923762,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.662558834782206e-06,-70.0,20.0,0.0014142060751995782,1.0
0.63,0.0015624641891366364,-48.44945557094727,0.0,15.0,8.378015442345177e-06,10.0,10.0,0.9320496588477067,0.1,2.613345479945123,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.678297723777786e-06,-70.0,20.0,0.0014179680454657034,1.0
0.64,0.0015674347004993594,-48.42559710215324,0.0,15.0,8.418087960648801e-06,10.0,10.0,0.9309448758709191,0.1,2.6114261358921365,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.694242943097315e-06,-70.0,20.0,0.0014217583133789265,1.0
0.65,0.001572416229101814,-48.40176142100272,0.0,15.0,8.458313597692335e-06,10.0,10.0,0.9298424709913654,0.1,2.609510274332314,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.710393506758873e-06,-70.0,20.0,0.0014255763909703833,1.0
0.66,0.0015774087859632413,-48.377948496817154,0.0,15.0,8.49869276969839e-06,10.0,10.0,0.9287424374367643,0.1,2.6075978868672025,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.726748444749374e-06,-70.0,20.0,0.0014294218027570825,1.0
0.67,0.0015824123820654679,-48.35415829907316,0.0,15.0,8.53922589338918e-06,10.0,10.0,0.9276447684632226,0.1,2.6056889651317334,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.743306802745246e-06,-70.0,20.0,0.0014332940851130103,1.0
0.68,0.0015874270283540715,-48.33039079739574,0.0,15.0,8.579913385653448e-06,10.0,10.0,0.9265494573548063,0.1,2.603783500793562,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.760067641833113e-06,-70.0,20.0,0.0014371927856402314,1.0
0.69,0.0015924527357020213,-48.30664596172599,0.0,15.0,8.620755663601987e-06,10.0,10.0,0.9254564974311379,0.1,2.601881485566383,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.77703004228625e-06,-70.0,20.0,0.0014411174791683417,1.0
0.7,0.0015974895149271084,-48.28292376223641,0.0,15.0,8.661753144623141e-06,10.0,10.0,0.9243658820433377,0.1,2.5999829112029813,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.79419310147246e-06,-70.0,20.0,0.0014450677596932378,1.0
0.71,0.0016025373768376316,-48.25922416911337,0.0,15.0,8.702906246493836e-06,10.0,10.0,0.9232776045639055,0.1,2.5980877694777056,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.811555928675569e-06,-70.0,20.0,0.0014490432196619,1.0
0.72,0.0016075963322040865,-48.235547152689286,0.0,15.0,8.744215387490595e-06,10.0,10.0,0.9221916583926982,0.1,2.596196052196962,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.829117648045181e-06,-70.0,20.0,0.0014530434625824756,1.0
0.73,0.0016126663917599982,-48.21189268343743,0.0,15.0,8.785680986167499e-06,10.0,10.0,0.9211080369565775,0.1,2.594307751198683,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.8468773983534355e-06,-70.0,20.0,0.0014570681025432807,1.0
0.74,0.0016177475662024765,-48.188260731966736,0.0,15.0,8.827303461522717e-06,10.0,10.0,0.9200267337090587,0.1,2.5924228583518087,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.864834332751631e-06,-70.0,20.0,0.0014611167637312611,1.0
0.75,0.0016228398661932708,-48.16465126901656,0.0,15.0,8.869083232776465e-06,10.0,10.0,0.9189477421299626,0.1,2.5905413655557634,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.882987618526848e-06,-70.0,20.0,0.0014651890799504536,1.0
0.76,0.0016279433023594359,-48.1410642654515,0.0,15.0,8.911020719704066e-06,10.0,10.0,0.9178710557250667,0.1,2.588663264739938,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.901336436858574e-06,-70.0,20.0,0.001469284694140447,1.0
0.77,0.0016330578852940536,-48.11749969225622,0.0,15.0,8.953116342358403e-06,10.0,10.0,0.9167966680257653,0.1,2.586788547863177,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.919879982575322e-06,-70.0,20.0,0.001473403257894843,1.0
0.78,0.0016381836255431326,-48.09395752059469,0.0,15.0,8.99537052095889e-06,10.0,10.0,0.9157245725916605,0.1,2.584917206918387,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.9386174656121525e-06,-70.0,20.0,0.00147754443709875,1.0
0.79,0.001643320533581738,-48.07043772191716,0.0,15.0,9.037783675946987e-06,10.0,10.0,0.9146547630153006,0.1,2.5830492339409044,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.9575481137235654e-06,-70.0,20.0,0.0014817079220824944,1.0
0.8,0.0016484686198775522,-48.04694026766553,0.0,15.0,9.080356228263753e-06,10.0,10.0,0.9135872329086578,0.1,2.5811846209849794,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.976671164609447e-06,-70.0,20.0,0.0014858933996885137,1.0
0.81,0.001653627894865839,-48.02346512938905,0.0,15.0,9.123088599294338e-06,10.0,10.0,0.9125219759083054,0.1,2.579323360132883,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,6.995985868858747e-06,-70.0,20.0,0.0014901005642553211,1.0
0.82,0.0016587983689473895,-48.00001227875119,0.0,15.0,9.165981210645935e-06,10.0,10.0,0.9114589856756272,0.1,2.5774654434953623,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.015491490025267e-06,-70.0,20.0,0.001494329118284183,1.0
0.83,0.0016639800524892445,-47.976581687525695,0.0,15.0,9.20903448448085e-06,10.0,10.0,0.9103982558965398,0.1,2.5756108632112276,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.035187304416291e-06,-70.0,20.0,0.0014985787720727265,1.0
0.84,0.0016691729558252488,-47.953173327592545,0.0,15.0,9.25224884312792e-06,10.0,10.0,0.909339780281211,0.1,2.573759611446946,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.055072600881215e-06,-70.0,20.0,0.0015028492433485482,1.0
0.85,0.0016743770892567178,-47.92978717093399,0.0,15.0,9.295624709471095e-06,10.0,10.0,0.908283552563781,0.1,2.571911680396228,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.07514668060018e-06,-70.0,20.0,0.0015071402569028216,1.0
0.86,0.001679592463053159,-47.906423189630594,0.0,15.0,9.339162506616372e-06,10.0,10.0,0.9072295665020879,0.1,2.5700670622796307,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.0954088568726995e-06,-70.0,20.0,0.0015114515442239058,1.0
0.87,0.001684819087448941,-47.883081355873735,0.0,15.0,9.382862658058322e-06,10.0,10.0,0.9061778158781367,0.1,2.5682257493454546,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.115858455363828e-06,-70.0,20.0,0.0015157828446777783,1.0
0.88,0.0016900569726102654,-47.85976164211213,0.0,15.0,9.42672558740254e-06,10.0,10.0,0.905128294504592,0.1,2.5663877338811893,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.136494818050472e-06,-70.0,20.0,0.001520133919197786,1.0
0.89,0.0016953061286861248,-47.836464020822824,0.0,15.0,9.470751718698711e-06,10.0,10.0,0.9040809962143506,0.1,2.564553008195353,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.1573172967924435e-06,-70.0,20.0,0.0015245045288980884,1.0
0.9,0.001700566565799977,-47.813188464546805,0.0,15.0,9.514941476440608e-06,10.0,10.0,0.9030359148620679,0.1,2.5627215646202206,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.178325254215566e-06,-70.0,20.0,0.0015288944384074209,1.0
0.91,0.0017058382940427497,-47.789934945919704,0.0,15.0,9.559295285510583e-06,10.0,10.0,0.9019930443254487,0.1,2.5608933955141695,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.199518064458048e-06,-70.0,20.0,0.0015333034187406131,1.0
0.92,0.0017111213234733968,-47.766703437668774,0.0,15.0,9.603813571013031e-06,10.0,10.0,0.9009523785050183,0.1,2.55906849326135,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.220895112986632e-06,-70.0,20.0,0.0015377312470252471,1.0
0.93,0.0017164156641192863,-47.74349391260991,0.0,15.0,9.64849675855195e-06,10.0,10.0,0.8999139113239016,0.1,2.5572468502713677,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.24245579641276e-06,-70.0,20.0,0.0015421777062283168,1.0
0.94,0.001721721325976533,-47.72030634364465,0.0,15.0,9.693345274008891e-06,10.0,10.0,0.8988776367275979,0.1,2.555428458978969,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.264199522308714e-06,-70.0,20.0,0.0015466425848828865,1.0
0.95,0.0017270383190107208,-47.69714070375719,0.0,15.0,9.738359543765007e-06,10.0,10.0,0.897843548683759,0.1,2.5536133118437223,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.28612570902378e-06,-70.0,20.0,0.001551125676814749,1.0
0.96,0.0017323666531570137,-47.673996966012055,0.0,15.0,9.783539994423496e-06,10.0,10.0,0.896811641182,0.1,2.5518014013497545,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.308233785523151e-06,-70.0,20.0,0.0015556267809304525,1.0
0.97,0.0017377063382998381,-47.65087510364192,0.0,15.0,9.828887052809598e-06,10.0,10.0,0.8957819082377217,0.1,2.5499927200125407,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.33052319436683e-06,-70.0,20.0,0.0015601457094746563,1.0
0.98,0.001743057384290314,-47.62777508996933,0.0,15.0,9.874401146137135e-06,10.0,10.0,0.8947543438885206,0.1,2.548187260372679,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.352993388903366e-06,-70.0,20.0,0.0015646822806834805,1.0
0.99,0.001748419800959744,-47.6046968983487,0.0,15.0,9.920082702064015e-06,10.0,10.0,0.8937289421915268,0.1,2.546385014991283,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.375643831171572e-06,-70.0,20.0,0.0015692363133475047,1.0
1.0,0.0017537935981086217,-47.581640502212956,0.0,15.0,9.965932148525702e-06,10.0,10.0,0.8927056972254012,0.1,2.5445859764535532,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.398473993445228e-06,-70.0,20.0,0.0015738076312007121,1.0
1.01,0.0017591787855069096,-47.55860587507127,0.0,15.0,1.0011949913901752e-05,10.0,10.0,0.8916846030901502,0.1,2.542790137368527,1.0,50.0,2.0,-50.0,4.0,100.0,8.0,7.421483358072737e-06,-70.0,20.0,0.0015783960627105526,1.0
