Time,APC,Cdk1CycB,CycB,Ks,Adeg,Bdeg,Acdc,Bcdc,EC50cdc,n_cdc,Awee,Bwee,EC50wee,n_wee,EC50apc,n_apc,AK,BK,EC50K,n_K,AP,BP,EC50P,n_P,Cell,R1,R2,R3
1500.0,0.013065141359871055,17.69987515692382,69.6797680310818,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008897056998076636,0.03032023196891799,3.1548553410092224e-05
1506.0,0.01325537110954892,17.753233222621652,69.86114474866024,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008889187602914461,0.030138855251339525,3.186233807166844e-05
1512.0,0.013447501408063682,17.806548083526803,70.04143646419405,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008882662759905458,0.02995856353580567,3.218212622720269e-05
1518.0,0.01364156930083595,17.859827934977513,70.22064966820447,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.00887752567768274,0.029779350331795212,3.250826293546647e-05
1524.0,0.013837613967583127,17.913081240330865,70.39879081238622,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008873822535424125,0.0296012091876134,3.284111486668347e-05
1530.0,0.014035676857246633,17.966316749512057,70.57586630983972,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008871602732622108,0.02942413369015985,3.318107209273995e-05
1536.0,0.014235801834201006,18.019543519147003,70.75188253530202,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008870919163953772,0.029248117464697493,3.352855005432989e-05
1542.0,0.014438035336897023,18.07277093444137,70.92684582537623,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008871828527972525,0.02907315417462321,3.38839917412544e-05
1548.0,0.01464242655027989,18.126008732996315,71.1007624787597,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008874391668275194,0.02889923752123963,3.424787011631781e-05
1554.0,0.0148490275935217,18.179267030774316,71.27363875647075,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008878673948636617,0.028726361243528495,3.4620690801280725e-05
1560.0,0.01505789372476072,18.23255635045127,71.44548088207402,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008884745672382621,0.0285545191179251,3.5002995060980785e-05
1566.0,0.015269083564758873,18.2858876524259,71.61629504190464,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.00889268255284037,0.02838370495809435,3.5395363137107755e-05
1572.0,0.015482659341695074,18.339272368798426,71.78608738529077,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008902566236223208,0.02821391261470807,3.579841797429241e-05
1578.0,0.01569868715961244,18.39272244067042,71.95486402477513,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.00891448488546942,0.028045135975223526,3.621282938522617e-05
1584.0,0.015917237330509974,18.446250363737196,72.122631036335,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008928526538657167,0.027877368963663468,3.663930894781155e-05
1590.0,0.016138384565351705,18.4998692146924,72.28939445960087,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008944809915579555,0.02771060554039735,3.7078645367286805e-05
1596.0,0.01636220843703213,18.55359272365694,72.45516029807402,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.00896344901114432,0.027544839701923937,3.753170342658818e-05
1602.0,0.01658879392095995,18.607435336302974,72.61993451934254,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.008984543769642528,0.027380065480655122,3.7999370087818396e-05
1608.0,0.016818231641753653,18.66141224581043,72.78372305529618,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009008227515579392,0.027216276944701134,3.8482599289995506e-05
1614.0,0.01705061820647568,18.715539458820142,72.94653180233993,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009034670671063338,0.027053468197656957,3.898249638213322e-05
1620.0,0.017286057015624284,18.769833907585607,73.10836662160628,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009064025926640795,0.026891633378390165,3.950026764459533e-05
1626.0,0.01752465902591732,18.824313532430107,73.26923333916619,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009096434760273553,0.026730766660829713,4.003714457265564e-05
1632.0,0.017766543073096767,18.87899733180269,73.42913774623888,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.00913209790170555,0.026570862253756405,4.05944815967986e-05
1638.0,0.018011836620981804,18.933905495978397,73.58808559940027,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009171235852249993,0.026411914400594316,4.1173839408102306e-05
1644.0,0.018260676623961546,18.989059513616255,73.74608262079025,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009214111726699059,0.02625391737920353,4.177696604808559e-05
1650.0,0.018513211145802375,19.044482394818107,73.90313449831865,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009260906933405977,0.0260968655016742,4.2405681580521756e-05
1656.0,0.018769599723829966,19.100198684987383,74.05924688587002,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009311932306207638,0.02594075311412175,4.306195350263324e-05
1662.0,0.019030014260196956,19.156234667520163,74.21442540350719,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009367589037218238,0.02578557459648334,4.374817464745419e-05
1668.0,0.01929464209249951,19.212618782890402,74.36867563767355,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009428063844719503,0.025631324362315563,4.4466863547551125e-05
1674.0,0.019563686374600098,19.26938155771325,74.52200314139418,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009493768182306184,0.025477996858593296,4.5220622838930066e-05
1680.0,0.0198373666054947,19.326555842555006,74.67441343447578,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009565373545797229,0.02532558656550979,4.6012820314217384e-05
1686.0,0.0201159244538513,19.384177706169815,74.82591200367409,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009643012823207897,0.025174087996309283,4.684720353754883e-05
1692.0,0.02039962311123821,19.442285841250644,74.97650430297765,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009727600529586766,0.025023495697003198,4.772720397660038e-05
1698.0,0.020688751832146867,19.50092296854174,75.12619575373385,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009819501124191277,0.02487380424624404,4.8657727129529024e-05
1704.0,0.020983628222188824,19.56013561580843,75.27499174485034,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.009919512926007457,0.024725008255124137,4.964401606032294e-05
1710.0,0.021284603554765122,19.619974973684176,75.42289763299846,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01002851424042106,0.024577102366972067,5.0691823229611493e-05
1716.0,0.021592067070049892,19.680497638196734,75.56991874280877,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.010147427256022468,0.02443008125715715,5.180799528745235e-05
1722.0,0.021906451770244924,19.741766326757123,75.71606036705435,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.010277396807964578,0.024283939632906176,5.3000353662808336e-05
1728.0,0.022228241829033317,19.803851015576363,75.86132776685065,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01041966076594747,0.024138672233103606,5.4278075836265705e-05
1734.0,0.02255798048882389,19.86683001113882,76.00572617183936,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.010575785733092147,0.023994273828107537,5.565189729107162e-05
1740.0,0.022896281463269517,19.930791616796917,76.14926078037976,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.010747527668428347,0.023850739219558492,5.713442450283254e-05
1746.0,0.023243840965282123,19.995835879310107,76.29193675973313,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.010937053439526778,0.02370806324019495,5.87407610004205e-05
1752.0,0.023601454468198092,20.06207701292556,76.43375924624678,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01114694153245921,0.023566240753669282,6.048905461632226e-05
1758.0,0.023970036997821617,20.12964631195239,76.57473334554929,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01138037989576901,0.023425266654352517,6.240125038893193e-05
1764.0,0.024350650382210993,20.198696098897177,76.71486413272127,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.011641201707373483,0.023285135867163576,6.450403636114842e-05
1770.0,0.024744535293882704,20.269404722075382,76.8541566524882,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.011934124102044308,0.023145843347376363,6.683153164882029e-05
1776.0,0.025153159295630893,20.341982765400793,76.99261591928446,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.012265494123209209,0.023007384080555693,6.94245820729248e-05
1782.0,0.025578273390089265,20.416682725835724,77.1302469177184,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.012643000082004363,0.022869753082092256,7.233824129062802e-05
1788.0,0.026021999349454955,20.49381085590769,77.26705460267543,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01307688273809049,0.022732945397099302,7.564253422056091e-05
1794.0,0.02648694681947738,20.57374476867019,77.40304389917581,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.013580816406008722,0.022596956100554788,7.942960737396774e-05
1800.0,0.026976374287197697,20.656958474628624,77.53821970281916,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01417382653488275,0.022461780296856734,8.382744777739315e-05
1806.0,0.02749445012438017,20.744061143130693,77.67258687996778,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.014882386571159145,0.02232741311963954,8.901396381688804e-05
1812.0,0.028046631795199756,20.835855786390624,77.80615026783201,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015745760358797156,0.0221938497316881,9.524869039441268e-05
1818.0,0.02864030161661028,20.933437465033688,77.93891467470831,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.016823891487458553,0.022061085324698956,0.000102924204913259
1824.0,0.02928583715091454,21.03836245796933,78.07088488012948,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.018214333025905916,0.021929115119128526,0.00011267060238468081
1830.0,0.029998595732475163,21.152966114514843,78.20206563503693,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.02008794057276475,0.021797934364017807,0.00012556883184985587
1836.0,0.03080291641049215,21.28102139307865,78.33246166195167,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.02277518921245303,0.0216675383368147,0.00014366075099504078
1842.0,0.03174132803052565,21.429301967158075,78.46207765514401,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.027014214306007034,0.021537922343187826,0.00017134799677731224
1848.0,0.032900085206495996,21.612129168875565,78.59091828080254,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.03486409564514403,0.021409081716805944,0.00022027413872579074
1854.0,0.034505794608754775,21.869952050896984,78.71898817720093,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.05485772292623281,0.021281011818941376,0.0003344598976191375
1860.0,0.037634485381904774,22.431274619240746,78.84629195485903,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.1823074427427187,0.021153708035937094,0.0009056769842056347
1866.0,0.36514608956571104,63.024757049066466,78.95709194325079,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.28525033698117497,-0.04427638360347702,0.13532286128390034
1872.0,0.7863105290111349,57.61382995863658,72.0611548108061,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-1.1258456750931316,-1.3978735807734675,0.028871524194964228
1878.0,0.8717886026806264,51.194254906032306,64.13832173785082,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-1.0157279825503807,-1.241983608238301,0.005391757899825746
1884.0,0.8839808227576073,45.34597889669091,57.132725879814224,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-0.9451104014117462,-1.0959701452366446,-0.0002034965355124617
1890.0,0.8749141542839728,39.547547428899264,50.953882819784525,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-1.0514464756393949,-0.9662589270441059,-0.0027906489642497492
1896.0,0.8272177526469446,13.18192471800591,45.5095188279805,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-3.767664764293059,-0.8498139498238814,-0.02059964441115639
1902.0,0.7112701362443119,10.227303084473906,40.75808694109082,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-0.18329314368004113,-0.7325860441392077,-0.018017185125904025
1908.0,0.610013788894375,9.231924367063566,36.77826103606291,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-0.14597487164419398,-0.583788198907451,-0.015823111399457586
1914.0,0.520261609352317,8.524844307807093,33.95005150436972,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-0.0849886841709715,-0.340008688312162,-0.01420051411604487
1920.0,0.4380027788958609,8.229146004225656,32.76679383022454,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,-0.01760799924541523,-0.07050662967957888,-0.013399692267370412
1926.0,0.3559011207822768,8.230191874049984,32.770686149613816,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01151963612402973,0.04605323579653428,-0.014497049221515962
1932.0,0.2452952079380522,8.320124744690439,33.13033374329362,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.016585565185785356,0.06633498395043808,-0.02752579150902827
1938.0,0.023947887795837917,8.420047382305071,33.529988047330484,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.016619006367244893,0.06647001195262692,-0.012401467221682436
1944.0,0.001357766194198628,8.51946342688829,33.927614048166724,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01651977734443122,0.06607238595183329,-0.000527654784425052
1950.0,0.0004105853850288266,8.61828593395737,34.32286143597257,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.016421160110098754,0.06567713856402743,-1.921574197820175e-05
1956.0,0.00039066822297799994,8.716518567112239,34.715744439697374,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.016323152329892565,0.06528425556030262,2.683064866133855e-06
1962.0,0.00041126199057815087,8.81416497638379,35.106277203171224,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01622575178627983,0.06489372279682878,3.7584927610732107e-06
1968.0,0.0004344261123186081,8.9112287987455,35.49447378561578,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.016128956344397594,0.06450552621438423,3.9451820829735805e-06
1974.0,0.0004585518286653896,9.007713658611433,35.880348162150085,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01603276395273312,0.06411965183784993,4.096385957180694e-06
1980.0,0.00048358538418747597,9.103623168338228,36.26391422429342,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015937172643466724,0.06373608577570658,4.248534047096954e-06
1986.0,0.0005095392049695292,9.198960928730063,36.64518578046703,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01584218053421793,0.06335481421953297,4.4031654756259775e-06
1992.0,0.0005364283508378252,9.293730529546485,37.02417655648528,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01574778582577352,0.06297582344351473,4.560300963270172e-06
1998.0,0.0005642677297654046,9.387935550012852,37.40090019605777,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01565398680575747,0.06259909980394224,4.7199019175725074e-06
2004.0,0.0005930719961444137,9.481579559332424,37.77537026127653,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015560781846232885,0.062224629738723475,4.881920119803845e-06
2010.0,0.0006228555158027076,9.574666117200666,38.147600233108875,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015468169403209941,0.06185239976689113,5.046312600179715e-06
2016.0,0.0006536323853636522,9.66719877431259,38.51760351187571,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015376148025167069,0.06148239648812429,5.213028207922007e-06
2022.0,0.0006854164038197937,9.759181072880045,38.885393417714624,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015284716335330018,0.06111460658228538,5.382019527506955e-06
2028.0,0.0007182210763157447,9.85061654714951,39.25098319112057,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015193873051785545,0.06074901680887944,5.553238116318322e-06
2034.0,0.000752059612424923,9.941508723910239,39.61438599335668,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.015103616960992383,0.06038561400664333,5.72663287262096e-06
2040.0,0.0007869449176047422,10.031861122984422,39.97561490697095,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01501394697805658,0.060024385093029056,5.902152222251526e-06
2046.0,0.0008228895868175855,10.12167725777521,40.33468293623979,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.014924862051485022,0.059665317063760215,6.0797454167364545e-06
2052.0,0.0008599059053941026,10.210960635754597,40.69160300767752,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.01483636121696641,0.05930839699232248,6.259360250260933e-06
2058.0,0.0008980058457878299,10.29971475889934,41.046387970374276,0.1,0.001,0.02,0.5,1.5,30.0,10.0,0.5,1.0,30.0,10.0,0.5,10.0,0.0,0.25,0.18,5.0,0.025,0.5,0.18,5.0,1.0,0.014748443663942012,0.05895361202962573,6.4409431563108356e-06
