APC_1_task1,_1_task1
0.0,0.0
0.006068584219302492,6.0
0.0062308909774372425,12.0
0.006356829399455571,18.0
0.006482517396487884,24.0
0.0066094724994995545,30.0
0.006737760670960629,36.0
0.006867386732440555,42.0
0.006998352736476988,48.0
0.007130661375173427,54.0
0.007264315600097228,60.0
0.007399318483358891,66.0
0.007535673514777736,72.0
0.007673384394928141,78.0
0.007812455274836261,84.0
0.007952890523909623,90.0
0.008094695065064723,96.0
0.00823787403455905,102.0
0.00838243312016304,108.0
0.00852837837325509,114.0
0.008675716325443068,120.0
0.008824453996778722,126.0
0.00897459888789811,132.0
0.009126159083907818,138.0
0.009279143147972162,144.0
0.009433560236647353,150.0
0.009589420172839688,156.0
0.00974673340124541,162.0
0.009905511016568778,168.0
0.010065764819919998,174.0
0.010227507354871683,180.0
0.010390751937483745,186.0
0.010555512693862701,192.0
0.010721804601433592,198.0
0.010889643531114985,204.0
0.011059046291885853,210.0
0.011230030678434,216.0
0.011402615521610555,222.0
0.011576820741918329,228.0
0.011752667406500881,234.0
0.011930177789892422,240.0
0.012109375438780585,246.0
0.012290285241169775,252.0
0.0124729336196941,258.0
0.012657348225620275,264.0
0.012843558249855943,270.0
0.013031595100655526,276.0
0.013221491502223778,282.0
0.013413282010332834,288.0
0.01360700343595337,294.0
0.013802694519554378,300.0
0.01400039628057267,306.0
0.014200152170834885,312.0
0.014402008200002956,318.0
0.014606012996576184,324.0
0.01481221813101542,330.0
0.015020678304219437,336.0
0.015231451540117867,342.0
0.015444599408930096,348.0
0.015660187298528805,354.0
0.015878284718563333,360.0
0.01609896561978085,366.0
0.01632230873872665,372.0
0.01654839798601477,378.0
0.016777322880962568,384.0
0.017009179030085003,390.0
0.017244068657726486,396.0
0.017482101201127875,402.0
0.01772339397683879,408.0
0.01796807292643637,414.0
0.018216273456351226,420.0
0.018468141387908258,426.0
0.018723834032662902,432.0
0.01898352154537581,438.0
0.019247387951412072,444.0
0.01951563296304087,450.0
0.019788473827743847,456.0
0.02006614772820534,462.0
0.020348914185594456,468.0
0.020637057325429312,474.0
0.020930889856994428,480.0
0.02123075619606202,486.0
0.02153703896904032,492.0
0.021850162088569266,498.0
0.022170600769474257,504.0
0.022498887361296325,510.0
0.022835620384914653,516.0
0.02318148320019571,522.0
0.02353725037871192,528.0
0.023903814647041017,534.0
0.0242822089187805,540.0
0.024673640118366067,546.0
0.02507953036975315,552.0
0.025501576966836696,558.0
0.025941827770803602,564.0
0.026402794026532492,570.0
0.026887605757919028,576.0
0.027400244457378195,582.0
0.02794590421519713,588.0
0.028531562522136747,594.0
0.029166957005853936,600.0
0.02986635046185551,606.0
0.03065203730430175,612.0
0.03156219213568671,618.0
0.03267181204954662,624.0
0.034166600821637506,630.0
0.0367986882895885,636.0
0.21047184737950803,642.0
0.7507955200888378,648.0
0.865012460349384,654.0
0.8838949519305246,660.0
0.8776215551204143,666.0
0.8481634576331604,672.0
0.730679873049262,678.0
0.6270384935287124,684.0
0.5354999915519011,690.0
0.4522892549215432,696.0
0.37106640011963127,702.0
