Cdk1CycB_2_task1,_1_task1
20.0,0.0
15.141515509536914,6.0
15.202939382635476,12.0
15.264125334384437,18.0
15.325031980653991,24.0
15.385663409583842,30.0
15.446023734337897,36.0
15.50611709564151,42.0
15.565947662282131,48.0
15.625519632294386,54.0
15.684837234391342,60.0
15.7439047293988,66.0
15.802726411800323,72.0
15.861306611351608,78.0
15.919649694014058,84.0
15.977760064737403,90.0
16.03564216822172,96.0
16.093300491941854,102.0
16.150739566942452,108.0
16.207963971958158,114.0
16.264978333796815,120.0
16.321787330099596,126.0
16.37839569386455,132.0
16.434808212483937,138.0
16.491029732913386,144.0
16.54706516556134,150.0
16.602919489709723,156.0
16.658597751269863,162.0
16.71410506877356,168.0
16.76944663861481,174.0
16.824627738519098,180.0
16.879653731795397,186.0
16.93453007232868,192.0
16.98926230967234,198.0
17.04385609438285,204.0
17.098317183798276,210.0
17.15265144822366,216.0
17.206864877506902,222.0
17.260963588068147,228.0
17.314953830432145,234.0
17.36884199729237,240.0
17.42263463214936,246.0
17.476338438578466,252.0
17.52996030126995,258.0
17.583507256584102,264.0
17.636986540273977,270.0
17.690405651495524,276.0
17.74377221521233,282.0
17.79709414643117,288.0
17.85037960001349,294.0
17.903636982600812,300.0
17.956874997573173,306.0
18.01010264137031,312.0
18.063329244595717,318.0
18.116564474684786,324.0
18.169818380687335,330.0
18.22310141095753,336.0
18.276424446320497,342.0
18.329798832688144,348.0
18.38323641756479,354.0
18.436749591303855,360.0
18.490351331383742,366.0
18.54405525095351,372.0
18.597875653297045,378.0
18.651827592204615,384.0
18.705926938605494,390.0
18.760190454974264,396.0
18.814635878733117,402.0
18.869282015448302,408.0
18.924148843346426,414.0
18.97925763131605,420.0
19.034631072380332,426.0
19.090293434817646,432.0
19.146270754429942,438.0
19.20259096375054,444.0
19.259284187434197,450.0
19.316382967622083,456.0
19.373922618687693,462.0
19.431941545352537,468.0
19.490481570811728,474.0
19.549588587415883,480.0
19.609312780995676,486.0
19.66970991306712,492.0
19.730841354096547,498.0
19.79277583335609,504.0
19.855590057474732,510.0
19.919370380375504,516.0
19.984214773231486,522.0
20.050234583469617,528.0
20.117557863267606,534.0
20.186332886393853,540.0
20.256732858815077,546.0
20.328962248145213,552.0
20.403265282414857,558.0
20.479937487235734,564.0
20.55934225772028,570.0
20.641934334769246,576.0
20.72829506268127,582.0
20.819187627295246,588.0
20.91564553973695,594.0
21.019125773508723,600.0
21.13179141974906,606.0
21.257084725998084,612.0
21.40105253447196,618.0
21.576036007030414,624.0
21.814637098123544,630.0
22.268996788841868,636.0
61.32311981212734,642.0
58.821175082542325,648.0
52.2848215416617,654.0
46.35516858003702,660.0
40.634608757680326,666.0
25.2055950481942,672.0
10.425339685459697,678.0
9.391542635438858,684.0
8.622142163969327,690.0
8.25290926154191,696.0
8.219235974241899,702.0
8.302572893955611,708.0
8.402350145991958,714.0
8.501871859351972,720.0
8.600799383749944,726.0
8.699136385369583,732.0
8.796886516609762,738.0
8.89405341672396,744.0
8.990640712317566,750.0
9.086652017849124,756.0
9.182090936135495,762.0
9.27696105885798,768.0
9.371265967074182,774.0
9.465009231727262,780.0
9.558194414158843,786.0
9.650825066625465,792.0
9.74290473282205,798.0
9.834436948369213,804.0
9.925425241323454,810.0
10.015873132712759,816.0
10.105784137037732,822.0
10.19516176277279,828.0
10.28400951286859,834.0
10.37233088524881,840.0
10.460129373304236,846.0
10.547408466383278,852.0
10.634171650276503,858.0
10.72042240769517,864.0
10.80616421874397,870.0
10.891400561387632,876.0
10.976134911910954,882.0
11.060370745371856,888.0
11.144111536047244,894.0
11.227360757871415,900.0
11.31012188486679,906.0
11.392398391566813,912.0
11.474193753430871,918.0
11.555511447251146,924.0
11.636354951551269,930.0
11.716727746976831,936.0
11.796633316677676,942.0
11.87607514668208,948.0
11.955056726262878,954.0
12.033581548295645,960.0
12.111653109609133,966.0
12.189274911328154,972.0
12.266450459209118,978.0
12.343183263968578,984.0
12.419476841605038,990.0
12.49533471371442,996.0
12.570760407799623,1002.0
12.645757457574565,1008.0
12.720329403263191,1014.0
12.794479791894064,1020.0
12.868212177590953,1026.0
12.94153012186017,1032.0
13.014437193876772,1038.0
13.086936970761336,1044.0
13.159033037868781,1050.0
13.230728989066458,1056.0
13.302028427013829,1062.0
13.372934963445775,1068.0
13.443452219457056,1074.0
13.513583825789185,1080.0
13.58333342312152,1086.0
13.652704662367213,1092.0
13.721701204975021,1098.0
13.790326723238103,1104.0
13.858584900610929,1110.0
13.926479432035478,1116.0
13.994014024277895,1122.0
14.061192396276892,1128.0
14.128018279505197,1134.0
14.194495418345385,1140.0
14.260627570481493,1146.0
14.326418507307906,1152.0
14.39187201435699,1158.0
14.456991891747036,1164.0
14.52178195465221,1170.0
14.586246033796131,1176.0
14.650387975970874,1182.0
14.71421164458327,1188.0
14.777720920230372,1194.0
14.840919701306088,1200.0
14.903811904641149,1206.0
14.966401466178507,1212.0
15.028692341686474,1218.0
15.090688507512073,1224.0
15.152393961377006,1230.0
15.213812723218954,1236.0
15.27494883608101,1242.0
15.335806367052069,1248.0
15.396389408261381,1254.0
15.456702077930482,1260.0
15.516748521485875,1266.0
15.57653291273624,1272.0
15.63605945511794,1278.0
15.695332383012916,1284.0
15.754355963143404,1290.0
15.813134496048002,1296.0
15.871672317644096,1302.0
15.929973800881863,1308.0
15.988043357495442,1314.0
16.045885439857315,1320.0
16.10350454294227,1326.0
16.16090520640785,1332.0
16.218092016798582,1338.0
16.275069609882003,1344.0
16.331842673124907,1350.0
16.38841594831896,1356.0
16.4447942343656,1362.0
16.500982390230778,1368.0
16.55698533808102,1374.0
16.61280806661329,1380.0
16.66845563459205,1386.0
16.723933174607936,1392.0
16.77924589734417,1398.0
16.834399094849513,1404.0
16.889398146253022,1410.0
16.94424852222232,1416.0
