CycB_3_task1,_1_task1
59.9999999999999,0.0
60.23928143784247,6.0
60.47713148552266,12.0
60.713558705667865,18.0
60.94857160968355,24.0
61.18217865805962,30.0
61.41438826067506,36.0
61.64520877710059,42.0
61.87464851689991,48.0
62.10271573992896,54.0
62.32941865661807,60.0
62.55476542783723,66.0
62.77876416662376,72.0
63.001422937505914,78.0
63.22274975520788,84.0
63.442752588381374,90.0
63.661439355842724,96.0
63.878817930688264,102.0
64.09489613819967,108.0
64.30968175823418,114.0
64.52318252349151,120.0
64.73540611762316,126.0
64.94636018499916,132.0
65.15605231195397,138.0
65.36449004886398,144.0
65.57168090267889,150.0
65.77763233348607,156.0
65.98235175574185,162.0
66.18584653926573,168.0
66.38812400979326,174.0
66.58919144929058,180.0
66.78905609619632,186.0
66.98772514566012,192.0
67.18520574979128,198.0
67.3815050179136,204.0
67.57663001682162,210.0
67.77058777103565,216.0
67.96338526305495,222.0
68.15502943360922,228.0
68.34552718190855,234.0
68.5348853658917,240.0
68.723110802473,246.0
68.91021026778778,252.0
69.09619049743624,258.0
69.28105818672601,264.0
69.46481999091316,270.0
69.64748253285738,276.0
69.82905238257104,282.0
70.00953607432676,288.0
70.18894010649565,294.0
70.36727093686767,300.0
70.54453498687558,306.0
70.72073863775668,312.0
70.89588823178951,318.0
71.06999007401183,324.0
71.24305043244219,330.0
71.4150755379436,336.0
71.5860715835272,342.0
71.7560447248076,348.0
71.92500108063003,354.0
72.0929467333987,360.0
72.25988772921173,366.0
72.42583007799406,372.0
72.59077975369264,378.0
72.75474269450591,384.0
72.91772480311174,390.0
73.07973194688303,396.0
73.24076995809583,402.0
73.4008446341369,408.0
73.55996173771197,414.0
73.71812699705369,420.0
73.87534610612828,426.0
74.03162472484067,432.0
74.18696847923805,438.0
74.34138296171238,444.0
74.49487373120174,450.0
74.64744631339036,456.0
74.79910620090769,462.0
74.94985885352605,468.0
75.09970969835724,474.0
75.2486641300194,480.0
75.39672751090562,486.0
75.54390517132921,492.0
75.69020240969449,498.0
75.83562449272097,504.0
75.98017665561945,510.0
76.12386410228332,516.0
76.26669200547619,522.0
76.40866550699187,528.0
76.5497897179,534.0
76.69006971873587,540.0
76.82951055976194,546.0
76.96811726043481,552.0
77.1058948109272,558.0
77.24284817111908,564.0
77.37898227138894,570.0
77.5143020125766,576.0
77.64881226620771,582.0
77.78251787466603,588.0
77.91542365136772,594.0
78.04753438093503,600.0
78.17885481936825,606.0
78.30938969421702,612.0
78.43914370474793,618.0
78.56812152212287,624.0
78.69632778955258,630.0
78.82376712246902,636.0
78.95040727495977,642.0
73.56121135757574,648.0
65.47473359722954,654.0
58.3122080760407,660.0
51.9938300467913,666.0
46.42481434601283,672.0
41.549332343143405,678.0
37.416592568109415,684.0
34.33928987859788,690.0
32.86193022828817,696.0
32.726892967242584,702.0
33.06013478777763,708.0
33.459205439117866,714.0
