Vthresh,a,b,c,d,i,u,v,Time
30.0,0.05,0.26,-60.0,0.0,0.0,-16.12,-62.0,0.0
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120000193147813,-62.001200588844874,0.01
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120000545390983,-62.00240166125064,0.02
30.0,0.05,0.26,-60.0,0.0,0.0,-16.12000100160561,-62.00360304967143,0.03
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120001591272363,-62.00480483623043,0.04
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120002407938323,-62.0060072815181,0.05
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120003363170216,-62.00721013918931,0.06
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120004456968044,-62.00841340924405,0.07
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120005689331805,-62.009617091682316,0.08
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120007060261496,-62.01082118650411,0.09
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120008569757125,-62.01202569370944,0.1
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120010217818688,-62.01323061329829,0.11
30.0,0.05,0.26,-60.0,0.0,0.0,-16.1200120773129,-62.0144360349259,0.12
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120014098145855,-62.01564189695671,0.13
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120016268927767,-62.016848185376716,0.14
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120018589658628,-62.01805490018592,0.15
30.0,0.05,0.26,-60.0,0.0,0.0,-16.12002106033845,-62.01926204138433,0.16
30.0,0.05,0.26,-60.0,0.0,0.0,-16.12002368096722,-62.020469608971936,0.17
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120026451544945,-62.02167760294874,0.18
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120029372071624,-62.02288602331475,0.19
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120032442547256,-62.02409487006995,0.2
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120035662971844,-62.02530414321436,0.21
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120039033345385,-62.02651384274797,0.22
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120042553667883,-62.02772396867078,0.23
30.0,0.05,0.26,-60.0,0.0,0.0,-16.12004622393933,-62.02893452098278,0.24
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120050044159733,-62.03014549968399,0.25
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120054050489305,-62.03135658301323,0.26
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120058220859985,-62.03256796733672,0.27
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120062544606142,-62.03377974755949,0.28
30.0,0.05,0.26,-60.0,0.0,0.0,-16.120067021727774,-62.03499192368155,0.29
