A_1_task1,D_2_task1,L_3_task1,S_4_task1,T_5_task1,_1_task1
0.0,0.0,0.1,0.1,0.0,0.0
0.0007833502750247527,9.503140280747336e-06,0.10031540349864711,0.1017346927552585,0.0002759110657512436,0.05555555555555555
0.0015779254017325025,3.8001502055445344e-05,0.10063231228331483,0.10349445396249342,0.000548132650694567,0.1111111111111111
0.002383844876042602,8.54808151359682e-05,0.10095071277215074,0.10527947142791597,0.0008167298807439895,0.16666666666666666
0.0032012276098401433,0.00015192991427124923,0.10127059083559059,0.10708992810368782,0.0010817667607063912,0.2222222222222222
0.004030191856595819,0.0002373406920103015,0.10159193178336041,0.10892600180662754,0.0013433061923648487,0.2777777777777778
0.004870855145901722,0.00034170803706706304,0.1019147203597613,0.11078786501480196,0.0016014099920588487,0.3333333333333333
0.005723334245763071,0.0004650298385316964,0.10223894073510381,0.11267568471790138,0.0018561388893215056,0.38888888888888884
0.0065877450110027455,0.0006073067660772214,0.10256457651123403,0.11458962206042171,0.0021075525886121447,0.4444444444444444
0.007464202310663355,0.0007685422676990974,0.10289161070814334,0.11652983206388047,0.0023557097612132804,0.5
0.00835281993633535,0.0009487425046100153,0.10322002575694653,0.11849646335599266,0.0026006680642569747,0.5555555555555556
0.009253710463117975,0.0011479162491348652,0.1035498034907381,0.12048965776343228,0.0028424841620833478,0.611111111111111
0.010166985249729392,0.0013660748895910422,0.10388092514375295,0.12250955030674644,0.0030812137251067795,0.6666666666666666
0.011092754376254765,0.0016032323707192717,0.10421337135115352,0.12455626904434354,0.0033169114410538628,0.7222222222222222
0.012031126306561795,0.0018594049680382065,0.10454712212377276,0.12662993406886197,0.0035496310623400664,0.7777777777777777
0.012982208398570493,0.0021346116315614934,0.10488215688646733,0.12873065902962155,0.0037794253331852323,0.8333333333333333
0.013946105709660914,0.002428873137547672,0.10521845440262644,0.1308585476800944,0.0040063461625694154,0.8888888888888888
0.014922922306010576,0.0027422130286365093,0.10555599285483737,0.1330136976525619,0.004230444432261185,0.9444444444444444
0.01591275911912284,0.003074656045877572,0.105894749732296,0.13519619447997963,0.00445177029911915,1.0
0.016915716549765147,0.003426230045280893,0.1062347019586146,0.13740611876306397,0.004670372834155113,1.0555555555555556
0.01793189307772578,0.0037969649728738326,0.10657582582504867,0.13964354236088175,0.004886300214173939,1.1111111111111112
0.01896138247170039,0.004186890825929377,0.10691809686711932,0.14190852108489932,0.0050996000937385865,1.1666666666666665
0.020004279209115836,0.004596041617043184,0.10726149010746086,0.14420110898043667,0.005310318879112275,1.222222222222222
0.021060674946538852,0.00502445279273606,0.10760597989828437,0.14652134903936592,0.005518502200507177,1.2777777777777777
0.02213065709972486,0.00547216014398829,0.10795153989616167,0.1488692696302646,0.005724195053615058,1.3333333333333333
0.02321431152818608,0.005939201831167578,0.10829814313686946,0.15124489138204855,0.005927441497819852,1.3888888888888888
0.024311721934121774,0.006425617930884604,0.10864576201900092,0.15364822565223826,0.006128284723442264,1.4444444444444444
0.02542296831060072,0.006931449266293759,0.10899436826955983,0.15607927081857806,0.006326767220294403,1.5
0.02654812737537614,0.007456737734331979,0.10934393295400381,0.15853801332685888,0.0065229307301945426,1.5555555555555554
0.027687273434706526,0.008001526956717917,0.1096944264891269,0.16102442955945973,0.006716816157129588,1.611111111111111
0.028840477243613598,0.008565861410539425,0.1100458186345303,0.1635384835302794,0.006908463677257708,1.6666666666666665
0.030007806156598895,0.009149786521909302,0.110398078513076,0.16608012759002247,0.0070979127060017775,1.722222222222222
0.031189324029337846,0.009753348646494832,0.1107511745575594,0.16864930110436074,0.007285201956437095,1.7777777777777777
0.032385091129884226,0.010376594931820499,0.11110507456309936,0.17124593131253216,0.007470369401354629,1.8333333333333333
0.03359516460232785,0.011019573390792514,0.11145974582687643,0.17386993631328165,0.007653452135462004,1.8888888888888888
0.034819596993350035,0.011682332450755931,0.11181515479674814,0.17652121678899588,0.00783448675554321,1.9444444444444444
0.03605843708332637,0.01236492111083162,0.1121712673175504,0.17919966140358862,0.00801350911224189,2.0
0.03731172951662862,0.013067388782304689,0.11252804856597015,0.1819051450755801,0.008190554389264667,2.0555555555555554
0.03857951466807237,0.013789785191343008,0.11288546304666273,0.184637528652319,0.008365657118195056,2.111111111111111
0.03986182850936477,0.014532160281715738,0.1132434745883692,0.18739665858420457,0.008538851193307365,2.1666666666666665
0.04115870414870492,0.015294563369519162,0.11360204722096025,0.19018238334194382,0.008710169247070325,2.2222222222222223
0.04247016820624046,0.01607704460656329,0.11396114333352228,0.19299451815685034,0.008879643998865839,2.2777777777777777
0.0437962429016118,0.01687965389013618,0.1143207248398976,0.19583286692130877,0.00904730742112375,2.333333333333333
0.04513694575704808,0.017702440838749837,0.11468075308879587,0.1986972202283558,0.00921319081655229,2.388888888888889
0.04649228928845698,0.018545454773253464,0.11504118876758433,0.2015873532911173,0.009377324899956088,2.444444444444444
0.047862280874058,0.019408744618575037,0.11540199189955581,0.2045030256389007,0.009539739812214997,2.5
0.04924692447799997,0.020292357164346124,0.11576312301759158,0.20744400342662,0.00970046436566813,2.5555555555555554
0.050646217747169375,0.02119633941889481,0.11612454140359213,0.21041002534073758,0.009859527206571472,2.611111111111111
0.05206015172734932,0.022120738645882102,0.11648620498904895,0.21340080043660675,0.010016956892252923,2.6666666666666665
0.05348871270974628,0.023065600516188306,0.11684807160665409,0.21641603194623155,0.010172781085570114,2.722222222222222
0.054931881310108274,0.024030969708143595,0.11721009848687299,0.21945540734971247,0.010327026896017158,2.7777777777777777
0.05638963234488995,0.025016889802605892,0.11757224225998926,0.22251859816315803,0.010479720890582652,2.833333333333333
0.05786193602197077,0.026023401990905644,0.1179344596406053,0.22560527365016242,0.01063088885608097,2.888888888888889
0.05934875771085314,0.027050545065619193,0.11829670737467374,0.22871509948732938,0.01078055583004415,2.944444444444444
0.060850053362672275,0.02809835933986696,0.11865893992810886,0.23184769035318628,0.010928746954051834,3.0
0.06236577429661695,0.029166882108086815,0.11902111203801269,0.23500266172486092,0.011075486556266083,3.0555555555555554
0.06389586556242415,0.03025614890806258,0.11938317792889062,0.2381796136333976,0.01122079844846097,3.1111111111111107
0.06544026582656516,0.03136619340695224,0.11974509131989859,0.2413781305578094,0.011364705934986057,3.1666666666666665
0.06699890792933119,0.03249704701398487,0.12010680561642571,0.24459778588768666,0.011507231763717068,3.222222222222222
0.06857172307382389,0.03364873701348217,0.12046827509957593,0.24783817111762518,0.011648397762955238,3.2777777777777777
0.0701586282716278,0.03482129151927995,0.12082945151527132,0.2510988110263585,0.011788225926123877,3.333333333333333
0.0717595369151207,0.03601473500711956,0.12119028701760852,0.2543792363390391,0.01192673749670107,3.388888888888889
0.07337435567102756,0.037229089419905145,0.12155073335385301,0.2576789632426635,0.012063953235956496,3.444444444444444
0.07500298438210595,0.03846437404741751,0.12191074187594478,0.26099749338566686,0.012199893430574692,3.5
0.07664531596883102,0.03972060540602786,0.1222702635520038,0.2643343138775175,0.01233457790027832,3.5555555555555554
0.07830124460601119,0.04099779659268951,0.12262925017808333,0.26768893450476927,0.01246802590104155,3.6111111111111107
0.07997064773622395,0.04229595830112631,0.12298765179505199,0.27106080727834314,0.012600256358420367,3.6666666666666665
0.08165339818329896,0.04361509792570758,0.12334541847137476,0.2744493813556225,0.012731287721092072,3.722222222222222
0.08334936251867724,0.04495521953870411,0.12370250009192542,0.2778540961349261,0.012861137987850704,3.7777777777777777
0.08505840025340655,0.04631632381508986,0.12405884626655417,0.28127437806327626,0.012989824724184891,3.833333333333333
