Time,A,D,L,S,T,Z1,Z2,ps,pa,pl,ds,da,dl,ud,ut,k1,k2,a,y,bone_marrow,HSC_growth,HSC_differentiation,progenitor_growth,progenitor_differentiation,normal_cell_efflux,LSC_growth,LSC_differentiation,leukaemia_cell_efflux,immune_control
0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.5,0.43,0.27,0.14,0.44,0.05,0.275,0.3,1.0,1.0,0.015,0.01,1.0,0.045000000000000005,0.014000000000000002,0.0,0.0,0.0,0.024300000000000002,0.005000000000000001,0.0,0.013636363636363637
0.05555555555555555,0.0007833502750247527,9.503140280747336e-06,0.10031540349864711,0.1017346927552585,0.0002759110657512436,0.1017346927552585,0.10109875377367186,0.5,0.43,0.27,0.14,0.44,0.05,0.275,0.3,1.0,1.0,0.015,0.01,1.0,0.045692372522625826,0.01424285698573619,0.0003027864515341395,0.0003446741210108912,2.6133635772055175e-06,0.02434688312957033,0.005015770174932356,8.277331972537308e-05,0.013640262418096133
0.1111111111111111,0.0015779254017325025,3.8001502055445344e-05,0.10063231228331483,0.10349445396249342,0.000548132650694567,0.10349445396249342,0.10221023768504733,0.5,0.43,0.27,0.14,0.44,0.05,0.275,0.3,1.0,1.0,0.015,0.01,1.0,0.04639167598074937,0.01448922355474908,0.0006091574666900243,0.0006942871767623011,1.0450413065247471e-05,0.024393598126031157,0.005031615614165742,0.0001644397952083701,0.013644157417447176
0.16666666666666666,0.002383844876042602,8.54808151359682e-05,0.10095071277215074,0.10527947142791597,0.0008167298807439895,0.10527947142791597,0.10333455764819334,0.5,0.43,0.27,0.14,0.44,0.05,0.275,0.3,1.0,1.0,0.015,0.01,1.0,0.0470978521618873,0.014739125999908237,0.0009191298677181758,0.001048891745458745,2.350722416239126e-05,0.024440134191364097,0.005047535638607537,0.00024501896422319684,0.013648048342798473
0.2222222222222222,0.0032012276098401433,0.00015192991427124923,0.10127059083559059,0.10708992810368782,0.0010817667607063912,0.10708992810368782,0.10447181844543073,0.5,0.43,0.27,0.14,0.44,0.05,0.275,0.3,1.0,1.0,0.015,0.01,1.0,0.0478108377012174,0.014992589934516297,0.001232719502278442,0.001408540148329663,4.178072642459354e-05,0.024486480375107384,0.00506352954177953,0.00032453002821191735,0.013651934901454468
0.2777777777777778,0.004030191856595819,0.0002373406920103015,0.10159193178336041,0.10892600180662754,0.0013433061923648487,0.10892600180662754,0.10562212363995624,0.5,0.43,0.27,0.14,0.44,0.05,0.275,0.3,1.0,1.0,0.015,0.01,1.0,0.04853056396852505,0.015249640252927856,0.0015499412066310556,0.0017732844169021606,6.526869030283292e-05,0.02453262557500341,0.005079596589168021,0.0004029918577094546,0.013655816799630252
0.3333333333333333,0.004870855145901722,0.00034170803706706304,0.1019147203597613,0.11078786501480196,0.0016014099920588487,0.11078786501480196,0.10678557550566303,0.5,0.43,0.27,0.14,0.44,0.05,0.275,0.3,1.0,1.0,0.015,0.01,1.0,0.04925695699013199,0.015510301102072277,0.001870808772655011,0.0021431762641967575,9.396971019344234e-05,0.02457855853928428,0.005095736017988066,0.0004804229976176546,0.013659693742540663
0.38888888888888884,0.005723334245763071,0.0004650298385316964,0.10223894073510381,0.11267568471790138,0.0018561388893215056,0.11267568471790138,0.10796227498086688,0.5,0.43,0.27,0.14,0.44,0.05,0.275,0.3,1.0,1.0,0.015,0.01,1.0,0.04998993739562673,0.015774595860506193,0.002195334925849272,0.0025182670681357516,0.0001278832055962165,0.024624267867461157,0.005111947036755191,0.0005568416667964517,0.013663565434442075
0.4444444444444444,0.0065877450110027455,0.0006073067660772214,0.10256457651123403,0.11458962206042171,0.0021075525886121447,0.11458962206042171,0.10915232152223678,0.5,0.43,0.27,0.14,0.44,0.05,0.275,0.3,1.0,1.0,0.015,0.01,1.0,0.05072942028823572,0.01604254708845904,0.002523531260265763,0.002898607804841208,0.00016700936067123588,0.0246697420173537,0.005128228825561702,0.0006322657765836433,0.01366743157884106
0.5,0.007464202310663355,0.0007685422676990974,0.10289161070814334,0.11652983206388047,0.0023557097612132804,0.11652983206388047,0.1103558130188067,0.5,0.43,0.27,0.14,0.44,0.05,0.275,0.3,1.0,1.0,0.015,0.01,1.0,0.05147531515152214,0.016314176488943267,0.002855408204337295,0.003284249016691876,0.0002113491236172518,0.02471496930602054,0.0051445805354071675,0.0007067129283639841,0.013671291878474545
