T,DCAL,GSYN,SCA,SCAH,SCAM,SKDR,SNAH,SNAM,SNAPM,VD,VS,VSOMA
3420.0,0.27365014,0.04104,0.00018512883,0.89472294,0.036173835,0.1279266,0.29490554,0.031653132,0.49913716,-52.056026,-61.10918,-61.10918
3440.0,0.24659693,0.041280001,6.8037923e-05,0.91917413,0.010245444,0.13145138,0.5007031,0.04520724,0.27688652,-51.55484,-58.802101,-58.802101
3460.0,0.24448381,0.04152,1.711521e-05,0.92319548,0.004314234,0.17349368,0.44183984,0.095263302,0.17578404,-48.27792,-53.629185,-53.629185
3480.0,0.28294829,0.041760001,0.00018772855,0.89363849,0.037354141,0.1305393,0.28480977,0.032730579,0.50872731,-51.648132,-60.898849,-60.898849
3500.0,0.25583556,0.041999999,6.7665598e-05,0.91814601,0.010574624,0.13437857,0.49264598,0.047872297,0.28210628,-51.042187,-58.425652,-58.425652
3520.0,0.25677034,0.042240001,1.7292525e-05,0.91976917,0.0046297051,0.18178344,0.42315522,0.11015058,0.18204802,-47.346634,-52.523884,-52.523884
3540.0,0.28769356,0.042479999,0.00017196262,0.89697737,0.030634845,0.12451146,0.33695713,0.033286784,0.46911079,-51.566677,-60.783737,-60.783737
3560.0,0.26430291,0.042720001,5.539224e-05,0.91850626,0.00893478,0.14259131,0.48386738,0.056438405,0.26538244,-50.093403,-57.326706,-57.326706
3580.0,0.28321269,0.042959999,2.007273e-05,0.88909382,0.059148092,0.62852734,0.0094105201,0.99422896,0.67532939,-26.366524,-5.8873911,-5.8873911
3600.0,0.29010576,0.043200001,0.00013910515,0.90334052,0.022117639,0.1239175,0.40835935,0.036553819,0.40641272,-51.224426,-60.180256,-60.180256
3620.0,0.27430624,0.043439999,3.9826216e-05,0.91891712,0.0069697495,0.15662216,0.4650175,0.07296779,0.23880795,-48.700855,-55.555252,-55.555252
3640.0,0.31939855,0.043680001,0.00018884882,0.88213265,0.051510867,0.18306048,0.16814128,0.045292187,0.59917015,-48.780987,-58.83989,-58.83989
3660.0,0.29273319,0.043919999,9.3054834e-05,0.90970355,0.014327145,0.13424012,0.45555347,0.04723293,0.33346751,-50.118809,-58.514267,-58.514267
3680.0,0.29285735,0.044160001,2.4742727e-05,0.91269517,0.0057555698,0.18862568,0.40616199,0.12690121,0.21288119,-45.908157,-51.394218,-51.394218
3700.0,0.31950212,0.044399999,0.00016815453,0.89462614,0.028562879,0.12798543,0.34820879,0.037478447,0.46001717,-50.291798,-60.028309,-60.028309
3720.0,0.30075288,0.044640001,5.2790045e-05,0.91362488,0.0086046886,0.1547692,0.45429307,0.071012288,0.26750183,-48.169941,-55.74464,-55.74464
3740.0,0.34431198,0.044879999,0.00019380877,0.87863064,0.051929019,0.18444327,0.16682881,0.047613073,0.60499984,-47.981216,-58.507698,-58.507698
3760.0,0.31913948,0.045120001,9.5833442e-05,0.90607756,0.014496705,0.13860647,0.44048718,0.052036606,0.34045327,-49.04953,-57.871372,-57.871372
3780.0,0.33188048,0.045359999,2.8652647e-05,0.88469273,0.051304337,0.59640336,0.012156579,0.99915546,0.65463978,-26.816034,5.2429996,5.2429996
3800.0,0.34162837,0.045600001,0.00014451744,0.89610755,0.02283355,0.13223919,0.38313594,0.043825764,0.42043987,-49.168869,-59.009136,-59.009136
3820.0,0.33418092,0.045839999,4.3058586e-05,0.90740675,0.0077684079,0.17638089,0.41142276,0.10332596,0.25847122,-45.774715,-53.006931,-53.006931
3840.0,0.36611605,0.046080001,0.00018714774,0.88515085,0.033465851,0.13658352,0.30117938,0.042248938,0.50121528,-48.60046,-59.254768,-59.254768
3860.0,0.34912196,0.046319999,6.3333035e-05,0.90512049,0.0099634044,0.16145459,0.4254145,0.080330096,0.29434425,-46.505669,-54.867352,-54.867352
3880.0,0.3874529,0.046560001,0.00020713966,0.87660837,0.04354804,0.15303856,0.22733505,0.045934238,0.565705,-47.558926,-58.72678,-58.72678
3900.0,0.36713323,0.046799999,8.2186983e-05,0.9009046,0.012584147,0.15501185,0.41827151,0.071460739,0.32781479,-46.587219,-55.698986,-55.698986
3920.0,0.40680006,0.047040001,0.00021073631,0.87033594,0.051161189,0.17746048,0.1777233,0.051338866,0.60842365,-46.427689,-58.000732,-58.000732
3940.0,0.38628659,0.047279999,9.6156844e-05,0.89677197,0.014529075,0.15310603,0.4075692,0.068675421,0.35137686,-46.315395,-55.975861,-55.975861
3960.0,0.42551109,0.04752,0.00021173232,0.86620581,0.054304503,0.18963589,0.15919268,0.054115091,0.62531716,-45.760498,-57.650776,-57.650776
3980.0,0.4057641,0.047759999,0.00010315933,0.89341223,0.015437845,0.1543441,0.39762989,0.0703137,0.36252406,-45.782795,-55.81274,-55.81274
4000.0,0.44378746,0.048,0.0002162421,0.86415327,0.052934408,0.18510509,0.16742936,0.055810608,0.62012202,-45.24741,-57.440987,-57.440987
4020.0,0.4268128,0.048239999,0.00010045226,0.89024234,0.015165147,0.16047029,0.38652083,0.078220218,0.36313906,-44.869869,-55.050884,-55.050884
4040.0,0.46279907,0.04848,0.00022611012,0.8639127,0.046667572,0.16206282,0.2109414,0.053380609,0.58828282,-45.283745,-57.730862,-57.730862
4060.0,0.44961125,0.048719998,9.0787391e-05,0.88692319,0.01372692,0.17167194,0.37618613,0.095124274,0.35068685,-43.556919,-53.605152,-53.605152
4080.0,0.48067579,0.04896,0.00021713831,0.86593914,0.038554475,0.15027899,0.26043415,0.054388802,0.543531,-45.001675,-57.591755,-57.591755
4100.0,0.47566938,0.049199998,7.7017947e-05,0.88155323,0.012129512,0.19397135,0.35122469,0.14211595,0.33544487,-41.459122,-50.455128,-50.455128
4120.0,0.49780485,0.04944,0.00018878285,0.86936122,0.029967889,0.15040033,0.30913711,0.061028972,0.49076125,-44.243267,-56.800388,-56.800388
4140.0,0.52417493,0.049679998,0.00016407899,0.84108537,0.077337064,0.40755475,0.047255028,0.076257557,0.72767729,-35.866386,-55.371899,-55.371899
4160.0,0.5168404,0.04992,0.00014680547,0.87228304,0.02180342,0.16191457,0.34219459,0.078226998,0.43018156,-42.94931,-55.060287,-55.060287
4180.0,0.5482769,0.050159998,0.00024795084,0.84881717,0.051549971,0.17524439,0.18737428,0.062295552,0.61656064,-42.833401,-56.682758,-56.682758
4200.0,0.5419876,0.0504,0.0001044598,0.87017661,0.015749035,0.19003342,0.33279926,0.13009739,0.37908763,-40.407833,-51.194794,-51.194794
4220.0,0.56421769,0.050639998,0.00021148333,0.85713631,0.033166807,0.15678912,0.28564316,0.067478225,0.5139274,-42.493382,-56.110405,-56.110405
4240.0,0.59127116,0.05088,0.000222084,0.83245754,0.071464382,0.29001838,0.086876467,0.071887292,0.70650405,-39.540798,-55.688892,-55.688892
4260.0,0.58278888,0.051120002,0.0001417156,0.86200362,0.02061172,0.17713469,0.32386178,0.1028156,0.42663369,-40.500664,-53.048214,-53.048214
4280.0,0.60681462,0.05136,0.00024272065,0.84518576,0.040585447,0.16207106,0.2451887,0.068940513,0.56152278,-41.478424,-55.967339,-55.967339
4300.0,0.62785006,0.051600002,0.00020409618,0.82204634,0.07955195,0.37843826,0.055435318,0.076381512,0.73710471,-35.359318,-55.295677,-55.295677
4320.0,0.62259501,0.05184,0.00015912789,0.85345435,0.022778418,0.17852429,0.30967036,0.10422727,0.44720316,-39.643333,-52.950878,-52.950878
4340.0,0.64362669,0.052080002,0.00025184054,0.83802581,0.041580621,0.16553357,0.23940018,0.073314443,0.56807297,-40.501953,-55.53595,-55.53595
4360.0,0.66424429,0.05232,0.0002425213,0.81702363,0.075343676,0.30102468,0.08213228,0.075227991,0.72068167,-37.745323,-55.362518,-55.362518
4380.0,0.65704709,0.052560002,0.00015350191,0.84681529,0.022044787,0.19013196,0.29940495,0.12659307,0.44301322,-38.197948,-51.426041,-51.426041
4400.0,0.67198867,0.0528,0.00024521956,0.83655518,0.037439056,0.16641897,0.26187411,0.079081409,0.54237211,-39.700836,-54.992554,-54.992554
4420.0,0.69069523,0.053040002,0.00028926379,0.81850141,0.064946108,0.20993227,0.13913789,0.074294291,0.67499417,-39.214897,-55.456848,-55.456848
4440.0,0.68630737,0.05328,0.00013689425,0.83673352,0.020583773,0.22784366,0.27286965,0.26934096,0.43002471,-35.151924,-44.120033,-44.120033
4460.0,0.69404078,0.053520001,0.00021627624,0.83710337,0.030857228,0.17407332,0.28274655,0.094003275,0.50237447,-38.61475,-53.728275,-53.728275
4480.0,0.70910406,0.05376,0.00029154096,0.82249647,0.050821584,0.17415206,0.20394479,0.076148331,0.61195987,-39.024242,-55.271835,-55.271835
4500.0,0.72164744,0.054000001,0.00024434962,0.80418038,0.081849441,0.35459965,0.062858634,0.077796578,0.74257684,-34.664696,-55.134666,-55.134666
4520.0,0.71443498,0.05424,0.00016993858,0.83475739,0.023998629,0.19743627,0.28127325,0.14115782,0.46117377,-36.630764,-50.539013,-50.539013
4540.0,0.724374,0.054480001,0.00024497989,0.82661003,0.036393568,0.17430942,0.25639656,0.091071166,0.54015923,-38.096466,-53.967823,-53.967823
4560.0,0.7374537,0.054719999,0.00030254916,0.81200713,0.056556392,0.18561992,0.17720501,0.079419069,0.64088511,-38.22858,-54.976482,-54.976482
4580.0903,0.74586922,0.054961085,0.00023231453,0.79517847,0.087352641,0.41708186,0.045454863,0.085180975,0.76007748,-31.299467,-54.603718,-54.603718
4600.0,0.73881465,0.055199999,0.00018246639,0.82801157,0.025636369,0.19734353,0.27461913,0.13954967,0.47361049,-36.178284,-50.637211,-50.637211
4620.0,0.74640363,0.055440001,0.00025363342,0.82089204,0.03753978,0.17647798,0.25141576,0.093375728,0.54636323,-37.549053,-53.781525,-53.781525
4640.0,0.75669867,0.055679999,0.00030746721,0.80777854,0.055912148,0.18551625,0.18099417,0.08229164,0.63795215,-37.685814,-54.721218,-54.721218
4660.0,0.76501811,0.055920001,0.0002655818,0.79247856,0.083475575,0.34273314,0.066780873,0.080602691,0.74565405,-34.284901,-54.883915,-54.883915
4680.0,0.75616741,0.056159999,0.00017711005,0.82275683,0.02479236,0.20824175,0.26724333,0.16869959,0.46881589,-35.125381,-49.004498,-49.004498
4700.0,0.76082867,0.056400001,0.00024315996,0.81893051,0.034888826,0.18023691,0.25757611,0.10192501,0.53192621,-36.909149,-53.121616,-53.121616
4720.0,0.76883733,0.056639999,0.0003026599,0.80785954,0.050673243,0.17890447,0.20315981,0.084845886,0.61332935,-37.389389,-54.494774,-54.494774
4740.0,0.77721304,0.056880001,0.00030844464,0.79400569,0.074552275,0.24788392,0.10993084,0.081702024,0.71061313,-36.648903,-54.774944,-54.774944
4760.0083,0.7695694,0.0571201,0.00016187255,0.80958498,0.029521355,0.27922675,0.22963269,0.77633566,0.4742924,-30.597059,-17.218843,-17.218843
4780.0,0.77060127,0.057360001,0.00022055006,0.81865537,0.030957796,0.18880269,0.26321191,0.11848089,0.5093829,-36.105797,-51.956047,-51.956047
4800.0,0.77635276,0.057599999,0.00028426756,0.81021082,0.043623958,0.17734891,0.22872612,0.091668382,0.57909501,-36.943439,-53.924355,-53.924355
4820.0,0.78346384,0.057840001,0.00032686818,0.79852092,0.062981732,0.1962475,0.15942888,0.082337245,0.6645034,-37.075245,-54.718285,-54.718285
4840.2021,0.78689903,0.058082424,0.00025173603,0.78510571,0.089141354,0.41160256,0.04700236,0.085749626,0.76375389,-30.798538,-54.561787,-54.561787
4860.0,0.77812803,0.058320001,0.00019079365,0.81750047,0.026607892,0.20665336,0.26161793,0.16196473,0.48205361,-34.763176,-49.369843,-49.369843
4880.0,0.78113872,0.058559999,0.00025183574,0.81373692,0.036126405,0.18254943,0.25141096,0.10499608,0.53916049,-36.321892,-52.902508,-52.902508
4900.0,0.78689837,0.058800001,0.0003077162,0.80395758,0.050541025,0.18000358,0.20428382,0.087770395,0.61234653,-36.836861,-54.247509,-54.247509
4920.0,0.79359585,0.059039999,0.00031856776,0.79127741,0.071349293,0.23014273,0.12222622,0.084100604,0.70005661,-36.440517,-54.566406,-54.566406
4940.0483,0.79115689,0.059280582,0.00018887573,0.78115529,0.099698968,0.60771835,0.014754973,0.52266335,0.7935937,-18.221121,-39.274937,-39.274937
4960.0,0.78631967,0.059519999,0.00020901767,0.8147161,0.029087128,0.19847567,0.26082322,0.13965249,0.49814641,-35.101494,-50.636299,-50.636299
4980.0,0.78967041,0.059760001,0.0002696171,0.80924374,0.039393831,0.18100107,0.24179368,0.10061413,0.55700362,-36.263302,-53.227631,-53.227631
5000.0,0.79465884,0.059999999,0.00032360936,0.79987866,0.054883793,0.18185546,0.19190983,0.085689321,0.62985063,-36.72588,-54.423847,-54.423847
5020.0,0.800138,0.06024,0.00031175296,0.7876997,0.076503776,0.25888723,0.10253973,0.083362594,0.71863568,-35.876614,-54.624928,-54.624928
5040.0,0.79409689,0.060479999,0.00016904001,0.79274178,0.070757516,0.58036965,0.019210787,0.99893242,0.74322796,-17.962835,3.9685788,3.9685788
5060.0,0.79206115,0.06072,0.00021958894,0.81302524,0.030549612,0.19565907,0.25819477,0.13259265,0.50743455,-35.134007,-51.064114,-51.064114
5080.0,0.79564697,0.060959999,0.00027767205,0.80650282,0.041149627,0.18137418,0.23490849,0.099919528,0.56697977,-36.112423,-53.280437,-53.280437
5100.0,0.80084056,0.0612,0.00032322775,0.79639179,0.056137312,0.18671207,0.18348488,0.088407479,0.6378203,-36.372875,-54.198975,-54.198975
5120.0,0.806122,0.061439998,0.00031618544,0.78472513,0.076834545,0.25712731,0.10345006,0.083443366,0.71937215,-35.759361,-54.61681,-54.61681
5140.0,0.80071068,0.06168,0.00017499324,0.78625494,0.085925639,0.6248188,0.014461953,0.98428619,0.78179389,-15.939864,-11.49918,-11.49918
5160.0,0.7974205,0.061919998,0.00022069004,0.81129223,0.030497067,0.19711742,0.25818855,0.13578954,0.50577736,-34.894447,-50.869404,-50.869404
5180.0,0.80052072,0.06216,0.00027539334,0.80548996,0.040532019,0.18271032,0.23554951,0.10269323,0.56399089,-35.866196,-53.074383,-53.074383
5200.0,0.80545729,0.062399998,0.00032525079,0.79568869,0.05473138,0.18441246,0.19074368,0.089098878,0.63003618,-36.23222,-54.14045,-54.14045
5220.0,0.81034124,0.062639996,0.00032447802,0.78484935,0.074154772,0.23972148,0.1146227,0.084805347,0.70916891,-35.856941,-54.499889,-54.499889
5240.0,0.80767673,0.062880002,0.00020407053,0.77497447,0.10050076,0.59294772,0.015722523,0.40190297,0.79476881,-18.899612,-42.736168,-42.736168
5260.0,0.80175531,0.06312,0.00021232289,0.8100028,0.029363135,0.20346159,0.25642115,0.15154308,0.49942243,-34.350906,-49.950867,-49.950867
5280.0,0.80400711,0.063359998,0.00026643134,0.80593032,0.038245209,0.18509398,0.24228556,0.10824235,0.55147278,-35.553032,-52.671646,-52.671646
5300.0,0.80760825,0.063600004,0.00032050058,0.79836488,0.051237375,0.18051985,0.20577267,0.090462156,0.61393899,-36.134323,-54.025108,-54.025108
5320.0,0.81228715,0.063840002,0.00033349908,0.78788143,0.068801939,0.2153281,0.13596998,0.086652234,0.68893909,-35.939133,-54.347057,-54.347057
5340.0,0.81402874,0.06408,0.0002601828,0.77552152,0.092508778,0.43142429,0.042142,0.089173295,0.772524,-29.112694,-54.328621,-54.328621
5360.0,0.80610037,0.064319998,0.00019818118,0.80736864,0.027628804,0.21788664,0.24845864,0.1964274,0.49028444,-33.309772,-47.601894,-47.601894
5380.0,0.80733168,0.064560004,0.00025036317,0.80640471,0.035205875,0.19007251,0.24799396,0.11887854,0.53513491,-35.083881,-51.941666,-51.941666
5400.0,0.81068158,0.064800002,0.00030324547,0.79956812,0.046138521,0.1815408,0.21952705,0.097135782,0.59127623,-35.750629,-53.495556,-53.495556
5420.0,0.81506473,0.06504,0.00033642873,0.79018772,0.061103292,0.19425347,0.16669933,0.088989958,0.65793771,-35.88253,-54.152428,-54.152428
5440.0,0.81927282,0.065279998,0.00031606885,0.77925527,0.081016526,0.28212711,0.090537474,0.083674289,0.73335528,-34.835739,-54.593983,-54.593983
5460.0,0.81359392,0.065520003,0.0001819887,0.78300834,0.084344424,0.61855203,0.015313147,0.9903481,0.77965921,-15.820028,-8.499939,-8.499939
5480.0,0.81046367,0.065760002,0.00022511097,0.80738568,0.031074721,0.20085157,0.25326669,0.1432974,0.51073134,-34.27602,-50.425095,-50.425095
5500.0,0.81281716,0.066,0.00027601072,0.80258453,0.039864883,0.1857356,0.23627599,0.10831702,0.56069446,-35.258568,-52.666836,-52.666836
5520.0,0.81653523,0.066239998,0.00032311308,0.79463392,0.051995531,0.18353316,0.19997467,0.093549602,0.6185444,-35.690472,-53.77953,-53.77953
5540.0,0.82084173,0.066480003,0.00034016647,0.7848509,0.068312794,0.21163885,0.14019692,0.087891757,0.6862635,-35.660427,-54.244114,-54.244114
5560.0,0.82331997,0.066720001,0.00028266685,0.77344161,0.09003751,0.38159028,0.054977566,0.083233036,0.76362777,-31.309189,-54.673996,-54.673996
5580.0,0.81522554,0.06696,0.00019426265,0.8010695,0.027749982,0.23565213,0.23724443,0.28878167,0.49072304,-31.904902,-43.361206,-43.361206
5600.0,0.81459355,0.067199998,0.0002469217,0.80555999,0.033989657,0.19342853,0.25204626,0.12669505,0.52565575,-34.598701,-51.43462,-51.43462
5620.0,0.81676751,0.067440003,0.00029871071,0.80054504,0.043979067,0.18243574,0.22845365,0.10100091,0.57923138,-35.392109,-53.200642,-53.200642
5640.0,0.82065415,0.067680001,0.0003352132,0.79179382,0.05712935,0.18847872,0.181567,0.091745019,0.6409722,-35.585907,-53.926163,-53.926163
5660.0,0.82495517,0.067919999,0.00033678522,0.78129458,0.074282877,0.2353908,0.11822908,0.086640574,0.70902973,-35.361729,-54.344501,-54.344501
5680.0,0.82489663,0.068159997,0.00024792447,0.76972395,0.096971795,0.49392718,0.029371882,0.11562171,0.78539073,-25.163088,-52.72979,-52.72979
5700.0,0.81852734,0.068400003,0.0002077192,0.80282754,0.028873794,0.2185055,0.24357967,0.19605182,0.49898517,-32.897121,-47.62698,-47.62698
5720.0,0.81938541,0.068640001,0.00025695481,0.80220568,0.035762254,0.19245352,0.24460471,0.12334168,0.53822821,-34.52491,-51.642387,-51.642387
5740.0,0.82226682,0.068879999,0.00030546205,0.79597938,0.045821246,0.18390256,0.21957321,0.10151629,0.58955008,-35.182144,-53.164722,-53.164722
5760.0,0.82632774,0.069119997,0.00034201558,0.78699636,0.059295051,0.19087492,0.1757288,0.091599882,0.64862883,-35.418869,-53.938553,-53.938553
5780.0,0.8301329,0.069360003,0.00033677308,0.77760494,0.076398924,0.24468406,0.11132234,0.086541899,0.7155242,-35.09441,-54.348854,-54.348854
5800.0,0.8291899,0.069600001,0.00024367298,0.76710325,0.098539464,0.5159294,0.025645226,0.13722657,0.78929275,-23.645014,-51.611149,-51.611149
5820.0,0.82310963,0.069839999,0.00021043567,0.80080903,0.029350892,0.21925047,0.2420014,0.19822408,0.50170988,-32.715755,-47.521576,-47.521576
5840.0,0.82395089,0.070079997,0.00025759888,0.80046731,0.035938356,0.19368669,0.24281622,0.12546931,0.53956252,-34.321037,-51.515068,-51.515068
5860.0,0.82639331,0.070320003,0.00030480771,0.79505968,0.045258138,0.18463732,0.22120552,0.10333491,0.58688074,-34.980053,-53.02903,-53.02903
5880.0,0.82971227,0.070560001,0.00033932092,0.78726327,0.057399202,0.18957011,0.18133345,0.093857363,0.64208752,-35.200512,-53.757832,-53.757832
5900.0,0.83339518,0.070799999,0.00034601375,0.77823186,0.073048502,0.22676602,0.1255727,0.088688172,0.70330518,-35.072723,-54.174938,-54.174938
5920.1094,0.8347277,0.071041308,0.00028275783,0.76825482,0.092738129,0.40601528,0.048511438,0.085656412,0.77119547,-29.843792,-54.519676,-54.519676
5940.0,0.82773072,0.071280003,0.00020283861,0.79551262,0.028833807,0.23964296,0.23073447,0.31127417,0.49876434,-31.277027,-42.395958,-42.395958
5960.0,0.82705015,0.071520001,0.00025208353,0.80102462,0.034303382,0.19696873,0.24749176,0.13324431,0.52890062,-33.969585,-51.020535,-51.020535
5980.0,0.82917142,0.071759999,0.00029449351,0.79608113,0.042809654,0.18691313,0.2266828,0.10883208,0.5754019,-34.672947,-52.632217,-52.632217
6000.0,0.8322196,0.071999997,0.00033263015,0.78873563,0.053641904,0.18701868,0.19404079,0.096943043,0.62599969,-34.998341,-53.515388,-53.515388
6020.0,0.83545774,0.072240002,0.00035748465,0.7807247,0.068249814,0.20429707,0.14837754,0.088140965,0.68310529,-35.25938,-54.220249,-54.220249
6040.0,0.83792615,0.072480001,0.00031423519,0.77114087,0.0863434,0.32239795,0.074065119,0.082947418,0.75035363,-33.12862,-54.651493,-54.651493
6060.0,0.83285064,0.072719999,0.00019529751,0.77609652,0.086521327,0.61860436,0.015724102,0.98948884,0.78418916,-15.231374,-8.9853983,-8.9853983
6080.0,0.83031511,0.072959997,0.00023154172,0.79966241,0.031763349,0.2080892,0.24345733,0.16053031,0.51632464,-33.167122,-49.460579,-49.460579
6100.0,0.8316589,0.073200002,0.00027652847,0.79711831,0.038925879,0.19124046,0.23591405,0.11926672,0.55513304,-34.228039,-51.919361,-51.919361
6120.0,0.83422881,0.07344,0.00031886518,0.79098338,0.048335973,0.18550707,0.21124384,0.10244502,0.60157412,-34.717712,-53.097748,-53.097748
6140.0,0.8375653,0.073679999,0.00034885042,0.78320539,0.060524985,0.19378313,0.171224,0.094474547,0.65407735,-34.869682,-53.711262,-53.711262
6160.0,0.84094381,0.073919997,0.00034834401,0.77442312,0.075421937,0.2360476,0.11807555,0.08879555,0.71167374,-34.732704,-54.165989,-54.165989
6180.1509,0.84216112,0.074161805,0.00029143115,0.76493174,0.093414769,0.40196845,0.04989136,0.0836564,0.77236044,-29.80908,-54.623569,-54.623569
6200.0166,0.83533019,0.074400201,0.00020575427,0.79091334,0.029674865,0.24931625,0.22480087,0.3959316,0.50268215,-30.425678,-38.698242,-38.698242
6220.0,0.8350153,0.074639998,0.0002470006,0.79722774,0.033944573,0.20245399,0.24137124,0.14526846,0.52883559,-33.369373,-50.316532,-50.316532
6240.0,0.83656681,0.074879996,0.00028947493,0.79373771,0.04127555,0.18995278,0.22978465,0.11537583,0.56767404,-34.183224,-52.179756,-52.179756
6260.0,0.83927035,0.075120002,0.0003313497,0.78729665,0.050872527,0.1856758,0.20493428,0.10050371,0.61160916,-34.619453,-53.242931,-53.242931
6280.0,0.8417877,0.07536,0.00035949997,0.78073418,0.063590907,0.19431235,0.16567193,0.091283701,0.66428822,-34.919743,-53.962055,-53.962055
6300.0,0.84459412,0.075599998,0.00034495603,0.77249092,0.078864515,0.25356898,0.1056942,0.087617949,0.72304094,-34.417938,-54.26049,-54.26049
6320.0,0.84445119,0.075839996,0.00027090567,0.76275253,0.097473532,0.46835756,0.034664024,0.10118935,0.78527474,-26.175238,-53.540657,-53.540657
6340.0,0.83875853,0.076080002,0.00021152581,0.79163158,0.029946791,0.23964939,0.22689857,0.30278063,0.5065906,-30.916822,-42.784748,-42.784748
6360.0,0.83836061,0.07632,0.00025650678,0.7963233,0.034832515,0.20102794,0.2418199,0.14128095,0.53302759,-33.319569,-50.533329,-50.533329
6380.0,0.84007174,0.076559998,0.00029537623,0.79230964,0.042308491,0.19001906,0.22649224,0.1148679,0.572882,-34.058048,-52.214615,-52.214615
6400.0,0.84256732,0.076800004,0.00033381223,0.78631508,0.051745977,0.1868445,0.20086424,0.1013931,0.61632198,-34.44643,-53.177494,-53.177494
6420.0,0.84571004,0.077040002,0.00035777834,0.7782414,0.063788444,0.19861415,0.16205557,0.094421193,0.66628224,-34.555687,-53.714996,-53.714996
6440.0,0.84860992,0.07728,0.00035086338,0.77034581,0.078314625,0.2474117,0.1098159,0.088869907,0.72035801,-34.318081,-54.157829,-54.157829
6460.0,0.84902757,0.077519998,0.00028410548,0.76098877,0.09603481,0.43716332,0.041410249,0.091207743,0.78040886,-27.81255,-54.16713,-54.16713
6480.0,0.84300828,0.077760004,0.00020951324,0.78543866,0.031774092,0.26511365,0.21508083,0.56847543,0.51103914,-29.243452,-30.685619,-30.685619
6500.0,0.84259039,0.078000002,0.00024646759,0.79374737,0.033835787,0.20728058,0.23731643,0.15635446,0.53020036,-32.809551,-49.693024,-49.693024
6520.0,0.8433724,0.07824,0.00029216244,0.79215044,0.040921744,0.1912102,0.23298523,0.1186094,0.5633387,-33.821281,-51.96349,-51.96349
6540.0,0.8456822,0.078479998,0.00032862448,0.78610224,0.049368493,0.18699013,0.20875493,0.10472406,0.60507548,-34.206097,-52.931446,-52.931446
6560.0,0.8485046,0.078720003,0.0003556406,0.77886277,0.060181346,0.19325437,0.17471403,0.096711144,0.65152097,-34.392361,-53.535618,-53.535618
6580.0,0.85119295,0.078960001,0.00035981706,0.77155846,0.072949611,0.22261605,0.12973626,0.091903187,0.7015506,-34.338257,-53.912716,-53.912716
6600.0,0.85326332,0.0792,0.00032394222,0.76309127,0.088571228,0.32942989,0.071828976,0.083707906,0.75602323,-32.354218,-54.586613,-54.586613
6620.0679,0.85000962,0.07944081,0.0002235571,0.76034349,0.10576905,0.61983448,0.014569118,0.67879868,0.80533189,-15.727152,-34.394138,-34.394138
6640.0,0.84652817,0.079680003,0.00023180459,0.79126471,0.031806659,0.21980672,0.23363915,0.19632307,0.51764613,-31.886486,-47.626129,-47.626129
6660.0,0.84721333,0.079920001,0.00026633713,0.79089588,0.037045326,0.20095734,0.23250747,0.13865936,0.54754663,-33.077106,-50.69978,-50.69978
6680.0,0.84872937,0.080159999,0.00030377891,0.7871936,0.043830179,0.19112237,0.22100949,0.11601766,0.58112031,-33.704407,-52.138294,-52.138294
6700.0,0.85022116,0.080399998,0.00034401545,0.78296655,0.05281429,0.18629864,0.20202042,0.1010271,0.61865568,-34.192719,-53.202896,-53.202896
6720.0,0.85254031,0.080640003,0.00036133817,0.77673507,0.063596055,0.19862592,0.16243444,0.096377827,0.66530877,-34.224648,-53.562744,-53.562744
6740.0,0.8551625,0.080880001,0.00036022367,0.76908398,0.076417983,0.23513825,0.11863869,0.090386473,0.71350741,-34.167595,-54.031872,-54.031872
6760.0,0.85652661,0.081119999,0.00031882717,0.76113337,0.093158238,0.36383644,0.060874384,0.083291404,0.76695788,-31.049793,-54.638039,-54.638039
6780.0,0.85116941,0.081359997,0.00020977559,0.77168846,0.07745409,0.58405203,0.019771725,0.99845636,0.76043671,-16.030167,2.0588858,2.0588858
6800.0,0.84955835,0.081600003,0.00023942806,0.79133302,0.032806471,0.21635011,0.23250781,0.18301217,0.52391988,-31.97707,-48.289833,-48.289833
6820.0,0.85018086,0.081840001,0.00027559444,0.790438,0.038062207,0.19943884,0.23234725,0.13545132,0.55311328,-33.027424,-50.895729,-50.895729
6840.0,0.85116994,0.082079999,0.00031697663,0.78743786,0.045228299,0.18875991,0.22315413,0.11209346,0.58402985,-33.723339,-52.405956,-52.405956
6860.0,0.85306102,0.082319997,0.00034571704,0.78229511,0.053911302,0.18925141,0.19484301,0.10264508,0.62492156,-33.965908,-53.084862,-53.084862
6880.0,0.85537356,0.082560003,0.00036354054,0.77573872,0.064064197,0.19915353,0.16191728,0.096018665,0.66913605,-34.078529,-53.584538,-53.584538
6900.0,0.85786116,0.082800001,0.00036915526,0.76877469,0.077075042,0.23128022,0.12114715,0.089245036,0.71357346,-34.18301,-54.125095,-54.125095
6920.0,0.85899442,0.083039999,0.00032045977,0.76120323,0.093020052,0.36422524,0.060559232,0.08333569,0.76718169,-30.931599,-54.633915,-54.633915
6940.0747,0.85483253,0.083280899,0.00021704065,0.76560742,0.097613141,0.63080472,0.014975721,0.95398533,0.79999846,-14.188501,-18.267927,-18.267927
6960.0,0.85265374,0.083520003,0.00023860027,0.7898826,0.032648783,0.22036408,0.23037371,0.19685404,0.52333808,-31.599569,-47.605518,-47.605518
