data_generator_GSYN,data_generator_T,data_generator_VSOMA
0.0,0.0,-70.0
0.00023999999,20.0,-70.987724
0.00047999999,40.0,-70.019341
0.00072000001,60.0,-69.611244
0.00095999998,80.0,-69.414627
0.0012000001,100.0,-69.283829
0.00144,120.0,-69.177689
0.00168,140.0,-69.084358
0.00192,160.0,-68.999413
0.0021599999,180.0,-68.920502
0.0024000001,200.0,-68.846077
0.0026400001,220.0,-68.775032
0.00288,240.0,-68.70652
0.00312,260.0,-68.639923
0.00336,280.0,-68.574783
0.0035999999,300.0,-68.510735
0.0038399999,320.0,-68.447517
0.0040799999,340.0,-68.384918
0.0043199998,360.0,-68.3228
0.0045599998,380.0,-68.26104
0.0048000002,400.0,-68.199554
0.0050400002,420.0,-68.138268
0.0052800002,440.0,-68.077126
0.0055200001,460.0,-68.016106
0.0057600001,480.0,-67.955162
0.0060000001,500.0,-67.894279
0.00624,520.0,-67.833443
0.00648,540.0,-67.772621
0.0067199999,560.0,-67.711823
0.0069599999,580.0,-67.651024
0.0071999999,600.0,-67.590225
0.0074399998,620.0,-67.529419
0.0076799998,640.0,-67.468597
0.0079199998,660.0,-67.407761
0.0081599997,680.0,-67.346893
0.0083999997,700.0,-67.286003
0.0086399997,720.0,-67.225082
0.0088799996,740.0,-67.164131
0.0091199996,760.0,-67.103142
0.0093599996,780.0,-67.042114
0.0096000005,800.0,-66.981041
0.0098400004,820.0,-66.91993
0.01008,840.0,-66.858765
0.01032,860.0,-66.797546
0.01056,880.0,-66.736275
0.0108,900.0,-66.67495
0.01104,920.0,-66.613564
0.01128,940.0,-66.552116
0.01152,960.0,-66.490601
0.01176,980.0,-66.429016
0.012,1000.0,-66.367363
0.01224,1020.0,-66.305626
0.01248,1040.0,-66.243813
0.01272,1060.0,-66.181923
0.01296,1080.0,-66.119942
0.0132,1100.0,-66.057869
0.01344,1120.0,-65.995705
0.01368,1140.0,-65.933441
0.01392,1160.0,-65.871078
0.01416,1180.0,-65.808617
0.0144,1200.0,-65.746033
0.01464,1220.0,-65.683342
0.01488,1240.0,-65.620537
0.01512,1260.0,-65.557602
0.01536,1280.0,-65.494545
0.0156,1300.0,-65.431351
0.01584,1320.0,-65.368019
0.01608,1340.0,-65.30455
0.016319999,1360.0,-65.240929
0.016559999,1380.0,-65.177155
0.016799999,1400.0,-65.113228
0.017039999,1420.0,-65.049133
0.017279999,1440.0,-64.984871
0.017519999,1460.0,-64.920425
0.017759999,1480.0,-64.855804
0.017999999,1500.0,-64.790993
0.018239999,1520.0,-64.725983
0.018479999,1540.0,-64.660767
0.018719999,1560.0,-64.595345
0.018959999,1580.0,-64.529709
0.019200001,1600.0,-64.463844
0.019440001,1620.0,-64.397743
0.019680001,1640.0,-64.331398
0.019920001,1660.0,-64.264809
0.020160001,1680.0,-64.197952
0.020400001,1700.0,-64.130829
0.020640001,1720.0,-64.063431
0.020880001,1740.0,-63.995739
0.021120001,1760.0,-63.92775
0.021360001,1780.0,-63.859451
0.021600001,1800.0,-63.790829
0.021840001,1820.0,-63.72187
0.02208,1840.0,-63.652561
0.02232,1860.0,-63.582893
0.02256,1880.0,-63.512852
0.0228,1900.0,-63.442421
0.02304,1920.0,-63.371582
0.02328,1940.0,-63.300327
0.02352,1960.0,-63.228634
0.02376,1980.0,-63.156483
0.024,2000.0,-63.083862
0.02424,2020.0,-63.01075
0.02448,2040.0,-62.937119
0.02472,2060.0,-62.862953
0.02496,2080.0,-62.788231
0.0252,2100.0,-62.712929
0.02544,2120.0,-62.637016
0.02568,2140.0,-62.560474
0.02592,2160.0,-62.483269
0.02616,2180.0,-62.405373
0.0264,2200.0,-62.326752
0.02664,2220.0,-62.247372
0.02688,2240.0,-62.167194
0.02712,2260.0,-62.086182
0.02736,2280.0,-62.004292
0.0276,2300.0,-61.921482
0.02784,2320.0,-61.8377
0.02808,2340.0,-61.752895
0.02832,2360.0,-61.667015
0.02856,2380.0,-61.579998
0.0288,2400.0,-61.491776
0.029039999,2420.0,-61.402279
0.029279999,2440.0,-61.311436
0.029519999,2460.0,-61.219158
0.029759999,2480.0,-61.125355
0.029999999,2500.0,-61.029926
0.030239999,2520.0,-60.93277
0.030479999,2540.0,-60.833755
0.030719999,2560.0,-60.732758
0.030959999,2580.0,-60.629623
0.031199999,2600.0,-60.524197
0.031440001,2620.0,-60.41629
0.031679999,2640.0,-60.305698
0.031920001,2660.0,-60.192192
0.032159999,2680.0,-60.075512
0.032400001,2700.0,-59.95536
0.032639999,2720.0,-59.831402
0.032880001,2740.0,-59.703243
0.033119999,2760.0,-59.570438
0.033360001,2780.0,-59.432453
0.033599999,2800.0,-59.288677
0.033840001,2820.0,-59.138374
0.034079999,2840.0,-58.980663
0.034320001,2860.0,-58.814533
0.034559999,2880.0,-58.638622
0.0348,2900.0,-58.451298
0.035039999,2920.0,-58.250484
0.03528,2940.0,-58.033512
0.035519999,2960.0,-57.796825
0.03576,2980.0,-57.535583
0.035999998,3000.0,-57.242928
0.03624,3020.0,-56.908665
0.036479998,3040.0,-56.51667
0.03672,3060.0,-56.038944
0.036959998,3080.0,-55.41938
0.0372,3100.0,-54.511772
0.037439998,3120.0,-52.546928
0.03768,3140.0,-61.556534
0.037919998,3160.0,-60.615681
0.03816,3180.0,-56.818119
0.038400002,3200.0,-52.812782
0.03864,3220.0,-61.762215
0.038880002,3240.0,-59.744225
0.03912,3260.0,-55.648441
0.039361,3280.0833,-55.585384
0.0396,3300.0,-61.247604
0.039840002,3320.0,-57.337963
0.04008,3340.0,-51.802982
0.040320002,3360.0,-61.515007
0.04056,3380.0,-58.379204
0.040800001,3400.0,-53.350384
0.04104,3420.0,-61.10918
0.041280001,3440.0,-58.802101
0.04152,3460.0,-53.629185
0.041760001,3480.0,-60.898849
0.041999999,3500.0,-58.425652
0.042240001,3520.0,-52.523884
0.042479999,3540.0,-60.783737
0.042720001,3560.0,-57.326706
0.042959999,3580.0,-5.8873911
0.043200001,3600.0,-60.180256
0.043439999,3620.0,-55.555252
0.043680001,3640.0,-58.83989
0.043919999,3660.0,-58.514267
0.044160001,3680.0,-51.394218
0.044399999,3700.0,-60.028309
0.044640001,3720.0,-55.74464
0.044879999,3740.0,-58.507698
0.045120001,3760.0,-57.871372
0.045359999,3780.0,5.2429996
0.045600001,3800.0,-59.009136
0.045839999,3820.0,-53.006931
0.046080001,3840.0,-59.254768
0.046319999,3860.0,-54.867352
0.046560001,3880.0,-58.72678
0.046799999,3900.0,-55.698986
0.047040001,3920.0,-58.000732
0.047279999,3940.0,-55.975861
0.04752,3960.0,-57.650776
0.047759999,3980.0,-55.81274
0.048,4000.0,-57.440987
0.048239999,4020.0,-55.050884
0.04848,4040.0,-57.730862
0.048719998,4060.0,-53.605152
0.04896,4080.0,-57.591755
0.049199998,4100.0,-50.455128
0.04944,4120.0,-56.800388
0.049679998,4140.0,-55.371899
0.04992,4160.0,-55.060287
0.050159998,4180.0,-56.682758
0.0504,4200.0,-51.194794
0.050639998,4220.0,-56.110405
0.05088,4240.0,-55.688892
0.051120002,4260.0,-53.048214
0.05136,4280.0,-55.967339
0.051600002,4300.0,-55.295677
0.05184,4320.0,-52.950878
0.052080002,4340.0,-55.53595
0.05232,4360.0,-55.362518
0.052560002,4380.0,-51.426041
0.0528,4400.0,-54.992554
0.053040002,4420.0,-55.456848
0.05328,4440.0,-44.120033
0.053520001,4460.0,-53.728275
0.05376,4480.0,-55.271835
0.054000001,4500.0,-55.134666
0.05424,4520.0,-50.539013
0.054480001,4540.0,-53.967823
0.054719999,4560.0,-54.976482
0.054961085,4580.0903,-54.603718
0.055199999,4600.0,-50.637211
0.055440001,4620.0,-53.781525
0.055679999,4640.0,-54.721218
0.055920001,4660.0,-54.883915
0.056159999,4680.0,-49.004498
0.056400001,4700.0,-53.121616
0.056639999,4720.0,-54.494774
0.056880001,4740.0,-54.774944
0.0571201,4760.0083,-17.218843
0.057360001,4780.0,-51.956047
0.057599999,4800.0,-53.924355
0.057840001,4820.0,-54.718285
0.058082424,4840.2021,-54.561787
0.058320001,4860.0,-49.369843
0.058559999,4880.0,-52.902508
0.058800001,4900.0,-54.247509
0.059039999,4920.0,-54.566406
0.059280582,4940.0483,-39.274937
0.059519999,4960.0,-50.636299
0.059760001,4980.0,-53.227631
0.059999999,5000.0,-54.423847
0.06024,5020.0,-54.624928
0.060479999,5040.0,3.9685788
0.06072,5060.0,-51.064114
0.060959999,5080.0,-53.280437
0.0612,5100.0,-54.198975
0.061439998,5120.0,-54.61681
0.06168,5140.0,-11.49918
0.061919998,5160.0,-50.869404
0.06216,5180.0,-53.074383
0.062399998,5200.0,-54.14045
0.062639996,5220.0,-54.499889
0.062880002,5240.0,-42.736168
0.06312,5260.0,-49.950867
0.063359998,5280.0,-52.671646
0.063600004,5300.0,-54.025108
0.063840002,5320.0,-54.347057
0.06408,5340.0,-54.328621
0.064319998,5360.0,-47.601894
0.064560004,5380.0,-51.941666
0.064800002,5400.0,-53.495556
0.06504,5420.0,-54.152428
0.065279998,5440.0,-54.593983
0.065520003,5460.0,-8.499939
0.065760002,5480.0,-50.425095
0.066,5500.0,-52.666836
0.066239998,5520.0,-53.77953
0.066480003,5540.0,-54.244114
0.066720001,5560.0,-54.673996
0.06696,5580.0,-43.361206
0.067199998,5600.0,-51.43462
0.067440003,5620.0,-53.200642
0.067680001,5640.0,-53.926163
0.067919999,5660.0,-54.344501
0.068159997,5680.0,-52.72979
0.068400003,5700.0,-47.62698
0.068640001,5720.0,-51.642387
0.068879999,5740.0,-53.164722
0.069119997,5760.0,-53.938553
0.069360003,5780.0,-54.348854
0.069600001,5800.0,-51.611149
0.069839999,5820.0,-47.521576
0.070079997,5840.0,-51.515068
0.070320003,5860.0,-53.02903
0.070560001,5880.0,-53.757832
0.070799999,5900.0,-54.174938
0.071041308,5920.1094,-54.519676
0.071280003,5940.0,-42.395958
0.071520001,5960.0,-51.020535
0.071759999,5980.0,-52.632217
0.071999997,6000.0,-53.515388
0.072240002,6020.0,-54.220249
0.072480001,6040.0,-54.651493
0.072719999,6060.0,-8.9853983
0.072959997,6080.0,-49.460579
0.073200002,6100.0,-51.919361
0.07344,6120.0,-53.097748
0.073679999,6140.0,-53.711262
0.073919997,6160.0,-54.165989
0.074161805,6180.1509,-54.623569
0.074400201,6200.0166,-38.698242
0.074639998,6220.0,-50.316532
0.074879996,6240.0,-52.179756
0.075120002,6260.0,-53.242931
0.07536,6280.0,-53.962055
0.075599998,6300.0,-54.26049
0.075839996,6320.0,-53.540657
0.076080002,6340.0,-42.784748
0.07632,6360.0,-50.533329
0.076559998,6380.0,-52.214615
0.076800004,6400.0,-53.177494
0.077040002,6420.0,-53.714996
0.07728,6440.0,-54.157829
0.077519998,6460.0,-54.16713
0.077760004,6480.0,-30.685619
0.078000002,6500.0,-49.693024
0.07824,6520.0,-51.96349
0.078479998,6540.0,-52.931446
0.078720003,6560.0,-53.535618
0.078960001,6580.0,-53.912716
0.0792,6600.0,-54.586613
0.07944081,6620.0679,-34.394138
0.079680003,6640.0,-47.626129
0.079920001,6660.0,-50.69978
0.080159999,6680.0,-52.138294
0.080399998,6700.0,-53.202896
0.080640003,6720.0,-53.562744
0.080880001,6740.0,-54.031872
0.081119999,6760.0,-54.638039
0.081359997,6780.0,2.0588858
0.081600003,6800.0,-48.289833
0.081840001,6820.0,-50.895729
0.082079999,6840.0,-52.405956
0.082319997,6860.0,-53.084862
0.082560003,6880.0,-53.584538
0.082800001,6900.0,-54.125095
0.083039999,6920.0,-54.633915
0.083280899,6940.0747,-18.267927
0.083520003,6960.0,-47.605518
0.083760001,6980.0,-50.620907
0.083999999,7000.0,-52.014912
0.084239997,7020.0,-52.965103
0.084480003,7040.0,-53.358669
0.084720001,7060.0,-53.803257
