data_generator_GSYN,data_generator_T,data_generator_VSOMA
0.084959999,7080.0,-54.257904
0.085199997,7100.0,-53.069569
0.085440278,7120.0229,-14.679239
0.08568,7140.0,-48.914028
0.085919999,7160.0,-51.24118
0.086159997,7180.0,-52.374519
0.086400002,7200.0,-52.940411
0.08664,7220.0,-53.607067
0.086879998,7240.0,-53.848885
0.087119997,7260.0,-54.524223
0.08736074,7280.0615,-49.504551
0.0876,7300.0,-37.125759
0.087839998,7320.0,-49.288681
0.088079996,7340.0,-51.205807
0.088320002,7360.0,-52.138821
0.08856,7380.0,-52.980114
0.088799998,7400.0,-53.526463
0.089040004,7420.0,-53.916225
0.089280002,7440.0,-54.275131
0.08952,7460.0,-53.235706
0.089759998,7480.0,-0.42834932
0.090000004,7500.0,-48.089779
0.090240002,7520.0,-50.295471
0.09048,7540.0,-51.705811
0.090719998,7560.0,-52.344242
0.090960003,7580.0,-53.140022
0.091200002,7600.0,-53.556862
0.09144,7620.0,-53.813358
0.091679998,7640.0,-54.422924
0.091920003,7660.0,-52.267494
0.092160001,7680.0,13.400662
0.092401423,7700.1187,-46.897545
0.092639998,7720.0,-50.111008
0.092880003,7740.0,-51.38306
0.093120001,7760.0,-52.285446
0.093359999,7780.0,-52.910023
0.093599997,7800.0,-53.344368
0.093840003,7820.0,-53.620853
0.094080001,7840.0,-54.036346
0.094319999,7860.0,-54.525814
0.094559997,7880.0,-41.757
0.094800003,7900.0,-39.219933
0.095040001,7920.0,-48.691963
0.095279999,7940.0,-50.576939
0.095519997,7960.0,-51.598705
0.095760003,7980.0,-52.251183
0.096000001,8000.0,-52.652592
0.096239999,8020.0,-53.258923
0.096479997,8040.0,-53.480495
0.096720003,8060.0,-53.958267
0.096960001,8080.0,-54.501278
0.097199999,8100.0,-53.251453
0.097439997,8120.0,6.7673554
0.097680047,8140.0044,-44.988026
0.097920001,8160.0,-49.347553
0.098159999,8180.0,-50.561344
0.098399997,8200.0,-51.356197
0.098640002,8220.0,-52.170757
0.09888,8240.0,-52.709721
0.099119999,8260.0,-53.076115
0.099359997,8280.0,-53.38171
0.099600002,8300.0,-53.73476
0.09984,8320.0,-54.247009
0.10008,8340.0,-54.49194
0.10032089,8360.0742,-45.564178
0.10056,8380.0,0.96672052
0.10080115,8400.0957,-45.911472
0.10104,8420.0,-49.183357
0.10128,8440.0,-50.541985
0.10152,8460.0,-51.390656
0.10176,8480.0,-51.988243
0.102,8500.0,-52.3922
0.10224,8520.0,-52.891518
0.10248,8540.0,-53.183342
0.10272,8560.0,-53.522102
0.10296,8580.0,-53.785095
0.1032,8600.0,-54.285847
0.10344,8620.0,-54.489525
0.10368165,8640.1377,-50.926418
0.10392,8660.0,-4.2737031
0.10416,8680.0,-41.021442
0.1044,8700.0,-47.19627
0.10464,8720.0,-49.313648
0.10488,8740.0,-50.392841
0.10512,8760.0,-51.210541
0.10536,8780.0,-51.785793
0.1056,8800.0,-52.258797
0.10584,8820.0,-52.634121
0.10608,8840.0,-52.990856
0.10632,8860.0,-53.310272
0.10656,8880.0,-53.562092
0.1068,8900.0,-53.877483
0.10704,8920.0,-54.259422
0.10728154,8940.1279,-54.464592
0.10752,8960.0,-49.742352
0.10776,8980.0,-14.361658
0.10800005,9000.0049,-36.708641
0.10824,9020.0,-46.744438
0.10848,9040.0,-48.87693
0.10872,9060.0,-49.81332
0.10896,9080.0,-50.745518
0.1092,9100.0,-51.311424
0.10944,9120.0,-51.80378
0.10968,9140.0,-51.995529
0.10992,9160.0,-52.470211
0.11016,9180.0,-52.744164
0.1104,9200.0,-53.027306
0.11064,9220.0,-53.267937
0.11088,9240.0,-53.444439
0.11112,9260.0,-53.782368
0.11136,9280.0,-54.102688
0.1116,9300.0,-54.359203
0.11184229,9320.1914,-54.348068
0.11208,9340.0,-51.228146
0.11232,9360.0,-26.234863
0.11256,9380.0,14.002067
0.11280065,9400.0547,-37.293747
0.11304,9420.0,-46.509865
0.11328,9440.0,-48.340675
0.11352,9460.0,-49.400074
0.11376,9480.0,-50.238712
0.114,9500.0,-50.545246
0.11424,9520.0,-51.128014
0.11448,9540.0,-51.506233
0.11472,9560.0,-51.838017
0.11496,9580.0,-51.954739
0.1152,9600.0,-52.322884
0.11544,9620.0,-52.541962
0.11568,9640.0,-52.746212
0.11592,9660.0,-52.809601
0.11616,9680.0,-53.110546
0.1164,9700.0,-53.225216
0.11664,9720.0,-53.428246
0.11688,9740.0,-53.497845
0.11712,9760.0,-53.724968
0.11736,9780.0,-54.031891
0.1176,9800.0,-54.283573
0.11784,9820.0,-54.375694
0.11808,9840.0,-53.931602
0.11832,9860.0,-52.4986
0.11856,9880.0,-46.085861
0.1188,9900.0,-29.679482
0.11904,9920.0,-9.8109684
0.11928,9940.0,12.180331
0.11952,9960.0,-34.255299
0.11976,9980.0,-43.087154
0.11999867,10000.11,-45.181328
0.11976,10020.0,-46.026806
0.11952,10040.0,-47.536373
0.11928,10060.0,-48.657619
0.11904,10080.0,-49.13726
0.1188,10100.0,-49.619343
0.11856,10120.0,-50.219463
0.11832,10140.0,-50.639374
0.11808,10160.0,-51.000137
0.11784,10180.0,-51.402733
0.1176,10200.0,-51.632526
0.11736,10220.0,-51.932476
0.11712,10240.0,-52.15918
0.11688,10260.0,-52.408031
0.11664,10280.0,-52.606247
0.1164,10300.0,-52.800697
0.11616,10320.0,-53.017742
0.11592,10340.0,-53.206772
0.11568,10360.0,-53.414722
0.11544,10380.0,-53.689541
0.1152,10400.0,-53.795105
0.11496,10420.0,-54.142479
0.11472,10440.0,-54.313362
0.11448,10460.0,-54.333679
0.11423894,10480.089,-51.281731
0.1139994,10500.051,-34.710312
0.11376,10520.0,10.002617
0.11352,10540.0,6.2492242
0.11328,10560.0,-41.615364
0.11303871,10580.107,-46.566444
0.1128,10600.0,-48.554138
0.11256,10620.0,-49.426929
0.11232,10640.0,-50.364891
0.11208,10660.0,-50.895969
0.11184,10680.0,-51.380322
0.1116,10700.0,-51.855465
0.11136,10720.0,-52.176521
0.11112,10740.0,-52.546585
0.11088,10760.0,-52.818211
0.11064,10780.0,-52.844917
0.1104,10800.0,-53.257179
0.11016,10820.0,-53.506271
0.10992,10840.0,-53.805885
0.10968,10860.0,-54.190926
0.10944,10880.0,-54.430939
0.1092,10900.0,-52.673267
0.10896,10920.0,-33.644566
0.10872,10940.0,14.967751
0.10848,10960.0,-44.651642
0.10824,10980.0,-48.203217
0.108,11000.0,-49.40889
0.10776,11020.0,-50.262417
0.10752,11040.0,-51.033173
0.10728,11060.0,-51.557617
0.10704,11080.0,-52.059376
0.1068,11100.0,-52.438034
0.10656,11120.0,-52.856827
0.10632,11140.0,-53.09721
0.10608,11160.0,-53.431377
0.10584,11180.0,-53.671486
0.1056,11200.0,-54.101322
0.10536,11220.0,-54.547863
0.10511905,11240.079,-52.243462
0.10488,11260.0,-14.771749
0.10464,11280.0,-40.365593
0.1044,11300.0,-47.022797
0.10416,11320.0,-49.348053
0.10392,11340.0,-50.443314
0.10368,11360.0,-51.056282
0.10344,11380.0,-51.804447
0.1032,11400.0,-52.30917
0.10296,11420.0,-52.729038
0.10272,11440.0,-53.067692
0.10248,11460.0,-53.278896
0.10224,11480.0,-53.693172
0.102,11500.0,-54.105785
0.10176,11520.0,-54.508331
0.10152,11540.0,-49.785385
0.10128,11560.0,7.9887476
0.10104,11580.0,-43.863884
0.1008,11600.0,-48.340359
0.10056,11620.0,-50.078835
0.10032,11640.0,-51.19899
0.10008,11660.0,-51.930828
0.09984,11680.0,-52.374798
0.099600002,11700.0,-52.913094
0.099359997,11720.0,-53.311592
0.099119999,11740.0,-53.478172
0.09888,11760.0,-53.910179
0.098640002,11780.0,-54.496056
0.098399997,11800.0,-53.302288
0.098159999,11820.0,-1.117431
0.097919844,11840.013,-44.077236
0.097680002,11860.0,-49.111782
0.097439997,11880.0,-50.462742
0.097199999,11900.0,-51.597111
0.096960001,11920.0,-52.173584
0.096720003,11940.0,-52.702332
0.096479997,11960.0,-53.203026
0.096239999,11980.0,-53.424374
0.096000001,12000.0,-53.906837
0.095757604,12020.199,-54.35051
0.095519997,12040.0,-52.653187
0.095279999,12060.0,-2.2025316
0.095039487,12080.043,-45.749222
0.094800003,12100.0,-49.148834
0.094559997,12120.0,-50.81921
0.094319999,12140.0,-51.705399
0.094080001,12160.0,-52.513832
0.093840003,12180.0,-52.917782
0.093599997,12200.0,-53.344677
0.093359999,12220.0,-53.731483
0.093120001,12240.0,-54.274723
0.092877947,12260.171,-54.415379
0.092639998,12280.0,-18.770306
0.092399999,12300.0,-46.061859
0.092160001,12320.0,-49.735649
0.091920003,12340.0,-51.291653
0.091679998,12360.0,-52.106667
0.09144,12380.0,-52.757603
0.091200002,12400.0,-53.320709
0.090960003,12420.0,-53.552162
0.090719998,12440.0,-54.122215
0.09048,12460.0,-54.650337
0.090239383,12480.051,-30.843409
0.090000004,12500.0,-44.35619
0.089759998,12520.0,-49.446125
0.08952,12540.0,-51.17942
0.089280002,12560.0,-52.133869
0.089040004,12580.0,-52.792736
0.088799998,12600.0,-53.397285
0.08856,12620.0,-53.684322
0.088320002,12640.0,-54.187626
0.088079996,12660.0,-54.524456
0.087839998,12680.0,0.016449401
0.0876,12700.0,-47.829258
0.087360002,12720.0,-50.611279
0.087119997,12740.0,-51.765007
0.086879998,12760.0,-52.582951
0.08664,12780.0,-53.33218
0.086400002,12800.0,-53.778618
0.086159997,12820.0,-54.2467
0.085919999,12840.0,-54.199165
0.08568,12860.0,4.2702456
0.085439228,12880.064,-47.469791
0.085199997,12900.0,-50.424992
0.084959999,12920.0,-51.836224
0.084720001,12940.0,-52.670639
0.084480003,12960.0,-53.420776
0.084239997,12980.0,-53.714729
0.083999999,13000.0,-54.325043
0.083760001,13020.0,-53.514648
0.083520003,13040.0,10.950317
0.083279997,13060.0,-48.542
0.083039999,13080.0,-51.240036
0.082800001,13100.0,-52.459717
0.082560003,13120.0,-53.129379
0.082319997,13140.0,-53.768669
0.082079999,13160.0,-54.179916
0.081840001,13180.0,-54.47451
0.081600003,13200.0,7.81709
0.081359997,13220.0,-48.4216
0.081119999,13240.0,-51.01083
0.080880001,13260.0,-52.288258
0.080640003,13280.0,-53.309654
0.080399998,13300.0,-53.591728
0.080159999,13320.0,-54.125813
0.079920001,13340.0,-54.625992
0.079680003,13360.0,16.435383
0.079439998,13380.0,-49.008194
0.0792,13400.0,-51.330612
0.078960001,13420.0,-52.71637
0.078720003,13440.0,-53.324612
0.078479998,13460.0,-53.838486
0.07824,13480.0,-54.487667
0.078000002,13500.0,-44.108112
0.077759773,13520.019,-46.604328
0.077519998,13540.0,-50.716412
0.07728,13560.0,-52.270992
0.077040002,13580.0,-53.24556
0.076800004,13600.0,-53.67849
0.076559998,13620.0,-54.171375
0.07632,13640.0,-54.247082
0.076080002,13660.0,-30.818235
0.075839996,13680.0,-49.734585
0.075599998,13700.0,-51.805229
0.07536,13720.0,-52.984322
0.075120002,13740.0,-53.599018
0.074879996,13760.0,-54.070267
0.074639998,13780.0,-54.637482
0.0744,13800.0,16.220562
0.074160002,13820.0,-49.890549
0.073919997,13840.0,-52.103474
0.073679999,13860.0,-53.129425
0.07344,13880.0,-53.732395
0.073200002,13900.0,-54.105545
0.072959997,13920.0,-54.137608
0.072719999,13940.0,-40.874981
0.072480001,13960.0,-50.560001
0.072240002,13980.0,-52.383099
0.071999997,14000.0,-53.415825
0.071759999,14020.0,-53.905487
0.071520001,14040.0,-54.443192
0.071280003,14060.0,-45.216484
0.071039997,14080.0,-48.127804
0.070799999,14100.0,-51.548721
0.070560001,14120.0,-52.969845
0.070320003,14140.0,-53.823395
0.070079997,14160.0,-54.147293
0.069839999,14180.0,-54.484661
0.069600001,14200.0,-42.871689
0.069360003,14220.0,-50.875896
0.069119997,14240.0,-52.900009
0.068879999,14260.0,-53.648533
0.068640001,14280.0,-54.155621
0.068400003,14300.0,-54.669495
0.068159968,14320.003,-35.308071
0.067919999,14340.0,-51.021172
0.067680001,14360.0,-52.782578
0.067440003,14380.0,-53.710278
0.067199998,14400.0,-54.206402
0.06696,14420.0,-54.674095
0.066720001,14440.0,-42.95002
0.066480003,14460.0,-51.148232
0.066239998,14480.0,-52.981033
0.066,14500.0,-54.05394
0.065760002,14520.0,-54.354599
0.065520003,14540.0,-52.969482
0.065279998,14560.0,-47.986691
0.06504,14580.0,-51.906765
0.064800002,14600.0,-53.391357
0.064560004,14620.0,-54.10181
0.064319998,14640.0,-54.55159
0.06408,14660.0,-12.508009
0.063840002,14680.0,-50.284534
0.063600004,14700.0,-52.745056
0.063359998,14720.0,-53.860554
0.06312,14740.0,-54.276852
0.062880002,14760.0,-54.639397
0.062639996,14780.0,-47.819637
0.062399998,14800.0,-52.035759
0.06216,14820.0,-53.598469
0.061919998,14840.0,-54.2551
0.06168,14860.0,-54.654808
0.061439998,14880.0,-35.272266
0.0612,14900.0,-51.606068
0.060959999,14920.0,-53.434174
0.06072,14940.0,-54.207767
0.060479999,14960.0,-54.716393
0.06024,14980.0,11.981127
0.059999999,15000.0,-51.387947
0.059760001,15020.0,-53.40377
0.059519999,15040.0,-54.273129
0.059280001,15060.0,-54.682636
0.059039999,15080.0,17.609596
0.058800001,15100.0,-51.370796
0.058559999,15120.0,-53.474129
0.058320001,15140.0,-54.28828
0.058079999,15160.0,-54.675766
0.057840001,15180.0,-28.24888
0.057599999,15200.0,-51.64259
0.057360001,15220.0,-53.666798
0.057119999,15240.0,-54.478455
0.056880001,15260.0,-54.810009
0.056639999,15280.0,-46.370491
0.056400001,15300.0,-52.552032
0.056159999,15320.0,-54.081615
0.055920001,15340.0,-54.591015
0.055679999,15360.0,-52.179226
0.055440001,15380.0,-50.197174
0.055199999,15400.0,-53.260052
0.054960001,15420.0,-54.409184
0.054719999,15440.0,-54.746822
0.054479975,15460.002,-13.704148
0.05424,15480.0,-52.027798
0.054000001,15500.0,-54.028687
0.05376,15520.0,-54.633114
0.053519625,15540.031,-53.509579
0.05328,15560.0,-50.353481
0.053040002,15580.0,-53.451382
0.0528,15600.0,-54.694271
0.052560002,15620.0,-54.810677
0.05232,15640.0,-47.37175
0.052080002,15660.0,-53.01683
0.05184,15680.0,-54.510113
0.051600002,15700.0,-54.742962
0.05136,15720.0,4.0127621
0.051120002,15740.0,-52.340408
0.05088,15760.0,-54.320545
0.050639998,15780.0,-54.768074
0.050399151,15800.07,-32.219597
0.050159998,15820.0,-51.812691
0.04992,15840.0,-54.171875
0.049679998,15860.0,-54.94865
0.04944,15880.0,-40.851212
0.049199998,15900.0,-51.704865
0.04896,15920.0,-54.248844
0.048719998,15940.0,-54.914116
0.04848,15960.0,-41.414383
0.048239999,15980.0,-51.94363
0.048,16000.0,-54.390251
0.047759999,16020.0,-54.970749
0.047519624,16040.031,-20.421045
0.047279999,16060.0,-52.340076
0.047040001,16080.0,-54.57431
0.046799999,16100.0,-54.926807
0.046560001,16120.0,-26.665897
0.046319999,16140.0,-52.983055
0.046080001,16160.0,-54.83271
0.045839999,16180.0,-55.039715
0.045600001,16200.0,-48.577255
0.045359999,16220.0,-53.915264
0.045120001,16240.0,-55.065842
0.044877958,16260.17,-54.84243
0.044640001,16280.0,-51.931019
0.044399999,16300.0,-54.633961
0.044160001,16320.0,-55.113861
0.043919872,16340.011,-38.98037
0.043680001,16360.0,-53.657104
0.043439999,16380.0,-55.393192
0.043198768,16400.104,-54.895355
0.042959999,16420.0,-51.902813
0.042720001,16440.0,-54.851418
0.042479999,16460.0,-55.389393
0.042240001,16480.0,-48.277534
0.041999999,16500.0,-54.137695
0.041760001,16520.0,-55.383877
0.04152,16540.0,-43.964783
0.041280001,16560.0,-53.11866
0.04104,16580.0,-55.354881
0.040800001,16600.0,-55.196289
0.04056,16620.0,-51.791904
0.040320002,16640.0,-55.09486
0.04008,16660.0,-55.334778
0.039840002,16680.0,-50.06852
0.0396,16700.0,-54.949833
0.039360002,16720.0,-55.4464
0.03912,16740.0,-47.513638
0.038880002,16760.0,-54.57666
0.03864,16780.0,-55.6343
