V_bert_1_task1,V_exp_2_task1,V_gomp_3_task1,V_lin_4_task1,V_log_5_task1,V_mend_6_task1,V_surf_7_task1,_1_task1
377.5513506464217,320.0687089239413,356.4165765547844,341.45592160752045,338.7715667426781,354.31506985926234,343.5687848501666,15.24
379.02259962763515,321.01494752965687,357.7466706926919,342.62305812158246,339.9139296912762,355.58053216310606,344.75039115325603,15.36
380.4976657588322,321.9639836096272,359.0812519918486,343.7938889579453,341.0599453867417,356.84953977460583,345.93561648373213,15.479999999999999
381.9765539836557,322.9158254297646,360.4203321695625,344.96842397138016,342.20962418857675,358.12209990748005,347.12446955768036,15.6
383.45926924574496,323.87048127860595,361.7639229535547,346.1466730328637,343.36297647720676,359.3982197845555,348.31695910206287,15.719999999999999
384.94581648873634,324.82795946731306,363.1120360819594,347.3286460295782,344.52001265398053,360.6779066377678,349.51309385471876,15.84
386.43620074468174,325.78826872522677,364.46467851408687,348.51435113864096,345.6807417096603,361.9611673758709,350.7128813225241,15.959999999999999
387.93042689575833,326.75141713384124,365.82186533750127,349.70379947943286,346.845175082366,363.2480094799648,351.916331128172,16.08
389.4284998809001,327.7174130511988,367.18360857576243,350.8970010793732,348.0133233121928,364.5384402269469,353.123452108042,16.2
390.930424645695,328.686264887748,368.54991990225915,352.0939658521147,349.1851968523803,365.8324668778047,354.33425301589176,16.32
392.4362061357977,329.6579810768761,369.92081099699175,353.2947037261453,350.3608061759548,367.1300967023707,355.5487426153699,16.439999999999998
393.94584929693025,330.6325700749093,371.2962935465719,354.4992246447882,351.54016177573,368.43133697932217,356.76692968001635,16.56
395.45935907488143,331.6100403611124,372.6763792442229,355.70753856620155,352.7232741643063,369.7361949961811,357.98882299326186,16.68
396.9767404155071,332.590400437689,374.0610797897794,356.91965546337866,353.9101538740712,371.04467804931437,359.2144313484284,16.8
398.49799826473003,333.57365882978155,375.4504068896875,358.1355853241479,355.1008114571991,372.3567934439336,360.4437635487289,16.919999999999998
400.0231375685402,334.5598240854711,376.84437225700486,359.3553381511729,356.29525748565146,373.6725484940954,361.67682840726746,17.04
401.55216327299445,335.5489047757777,378.24298761140057,360.5789239619523,357.4935025511768,374.991950522701,362.9136347470393,17.16
403.0850803242166,336.54090949466,379.64626467915525,361.8063527888198,358.6955572653104,376.3150068614965,364.1541914009306,17.28
404.62189366839755,337.53584685901546,381.05421519316087,363.0376346789444,359.90143225937476,377.6417248510727,365.39850721171854,17.4
406.1626082517951,338.5337255086803,382.466850892921,364.27277969433015,361.1111381844793,378.9721118408655,366.6465910320717,17.52
407.7072290207342,339.5345541064295,383.8841835245506,365.511797911816,362.3246857115204,380.3061751891554,367.89845172454943,17.64
409.25576092160657,340.5383413379768,385.3062248407761,366.7546994230764,363.5420855311813,381.6439222630677,369.15409816160223,17.759999999999998
410.80820890087125,341.54509591197484,386.7329866009355,368.00149433462053,364.76334835393266,382.98536043857257,370.4135392255718,17.88
412.3645778764047,342.55482813567625,388.16447651743454,369.2521919818997,365.9884845856604,384.3304972341199,371.6767832744244,18.0
413.92487281304636,343.5675457600848,389.60070894450376,370.5068030016227,367.2175051829983,385.67933995825854,372.9438395505538,18.12
415.48909866028885,344.5832574068702,391.04169606212434,371.76533762251216,368.4504209478511,387.03189600027935,374.2147170188022,18.24
417.05726036419003,345.6019719132366,392.4874495614172,373.02780599206494,369.6872426622621,388.3881727746525,375.4894245885989,18.36
418.62936287085074,346.62369814064385,393.93798113672705,374.2942182719562,370.92798112779053,389.7481777048048,376.7679711788176,18.48
420.2054111264149,347.6484449748072,395.39330248562266,375.5645846380392,372.1726471655113,391.1119182231193,378.05036571777646,18.599999999999998
421.78541007706957,348.6762213256975,396.85342530889693,376.838915280346,373.4212516160156,392.4794017709357,379.3366171432385,18.72
423.3693646690448,349.70703612754113,398.31836131056656,378.1172204030866,374.67380533941014,393.8506357985501,380.6267344024112,18.84
424.95727984861367,350.74089833881993,399.7881221978722,379.39951022464965,375.9303192153179,395.2256277652153,381.92072645194656,18.96
426.54916056209225,351.7778169422713,401.2627196812785,380.68579497760186,377.1908041428775,396.6043851391402,383.2186022579413,19.08
428.14501175583996,352.81780094488823,402.7421654744741,381.9760849086886,378.4552710407437,397.9869153974906,384.52037079593674,19.2
429.74483837625905,353.86085937791927,404.22647129437166,383.2703902788335,379.723730847087,399.37322602638847,385.8260410509187,19.32
431.3486453697947,354.9070012968683,405.7156488611077,384.56872136313837,380.99619451959387,400.7633245209124,387.1356220173176,19.439999999999998
432.95643768293553,355.95623578149497,407.2097098980427,385.8710884508835,382.2726730354668,402.15721838509756,388.4491226990086,19.56
434.56822026221295,357.0085719358143,408.7086661317613,387.1775018455277,383.5531773914241,403.5549151319355,389.76655210931125,19.68
436.1839980542014,358.064018888097,410.21252929207185,388.4879718647078,384.83771860369995,404.95642228337425,391.0879192709899,19.8
437.80377600551856,359.122585790869,411.7213111120068,389.8025088402392,386.12630770804446,406.36174737031826,392.4132332162532,19.919999999999998
439.42755901977847,360.1842836562055,413.2350191815683,391.1211224572724,387.4189555454866,407.7708981738066,393.74250261622484,20.04
441.0553520683463,361.24912063370033,414.75366761563413,392.4438234545779,388.71567331354527,409.18388210448535,395.0757367342801,20.16
442.6871601043957,362.3171056746363,416.27726877594586,393.77062230517015,390.01647213850396,410.6007066841206,396.4129446862818,20.279999999999998
444.32298807365726,363.38824807372026,417.8058343064107,395.1015293813176,391.32136312890515,412.0213794853772,397.75413553310017,20.4
445.96284092186676,364.46255715153296,419.33937585050336,396.43655506888405,392.63035741261814,413.44590809008923,399.09931834472303,20.52
447.606723594765,365.5400422545291,420.8779050512663,397.7757097673291,393.94346613683933,414.8743000892597,400.4485022002563,20.64
449.25464103809793,366.62071275503735,422.42143355130935,399.11900388970764,395.26070046809207,416.30656308306095,401.8016961879235,20.759999999999998
450.9065981976166,367.70457805126057,423.9699729928103,400.4664478626706,396.58207159222667,417.7427046808346,403.15890940506614,20.88
452.5626000190771,368.79164756727533,425.5235350175143,401.8180521264641,397.90759071442056,419.1827325010913,404.5201509581436,21.0
454.2226514482406,369.8819307530323,427.08213126673394,403.17382713493,399.2372690591779,420.6266541715108,405.88542996273287,21.119999999999997
455.88675743087356,370.97543708435614,428.64577338134984,404.5337833555058,400.5711178703301,422.0744773289422,407.25475554352914,21.24
457.5549229127473,372.0721760629456,430.21447300180984,405.89793126922456,401.9091484110355,423.52620961940363,408.62813683434524,21.36
459.2271528396384,373.172157216373,431.78824176812964,407.26628137071486,403.25137196377943,424.9818586980825,410.00558297811176,21.48
460.9034521573284,374.2753900980852,433.36709131989227,408.63884416820093,404.597799830374,426.4414322293352,411.3871031268772,21.599999999999998
462.58382581160413,375.3818842874027,434.9510332962487,410.0156301835026,405.94844333195863,427.9049378866876,412.7727064418081,21.72
464.26827874825733,376.4916493895201,436.54007933591714,411.3966499520352,407.30331380899963,429.3723833528345,414.16240209318863,21.84
465.95681591308494,377.60469503550576,438.1342410771837,412.7819140228098,408.66242262129015,430.8437763196399,415.55619926042084,21.96
467.64944223599684,378.7210324933686,439.73352552514353,414.1714320079596,410.02578052800675,432.3191246433806,416.9541066459304,22.08
469.34616267077985,379.840670636993,441.3379466433713,415.56521496092876,411.39339923887667,433.7984359563097,418.35613369142783,22.2
471.04698216650513,380.96361884467547,442.94751701893176,416.96327366643607,412.76529029881067,435.28171794596165,419.7622897033558,22.32
472.75190566857697,382.08988689285513,444.5622481679668,418.3656187031702,414.1414651287965,436.7689783449123,421.17258388495316,22.439999999999998
474.46093812238996,383.21948458534825,446.1821516018639,419.7722606625287,415.52193516857045,438.26022489505146,422.58702544812326,22.56
476.1740844733289,384.3524217533482,447.8072388272559,421.18321014861795,416.9067118766174,439.7554653475829,424.00562361343367,22.68
477.8913496667687,385.4887082554252,449.43752134602113,422.5984777782532,418.2958067301709,441.25470746302454,425.42838761011626,22.8
479.61273864807475,386.6283539775266,451.0730106552833,424.0180741809584,419.68923122521306,442.757959011208,426.85532667606725,22.919999999999998
481.33825636260275,387.7713688329768,452.7137182474118,425.4420099989666,421.08699687647464,444.26522777127934,428.2864500578474,23.04
483.0679077556985,388.91776276247725,454.3596556100212,426.8702958872196,422.489115217435,445.7765215316983,429.7217670106815,23.16
484.8016977726981,390.06754573410626,456.01083422597156,428.3029425133678,423.89559780032215,447.2918480902386,431.16128679845883,23.279999999999998
486.5396313589281,391.2207277433194,457.6672655733687,429.73996055777076,425.30645619611266,448.8112152539883,432.6050186937332,23.4
488.28171345970503,392.3773188129491,459.32896112556347,431.18136071349676,426.72170199453166,450.334630839349,434.05297197772245,23.52
490.027949020336,393.537328993205,460.9959323511524,432.62715368632297,428.14134680405306,451.8621026720368,435.50515594030884,23.64
491.7783429861181,394.70076836167345,462.66819071397754,434.07735019473523,429.5654022518992,453.3936385870814,436.9615798800391,23.759999999999998
493.532900302339,395.86764702331817,464.34574767312625,435.53196096992855,430.99387998404114,454.92924642882673,438.4222531041242,23.88
495.2916259142763,397.0379751104798,466.02861468293145,436.9909967558064,432.4267916651986,456.4689340509306,439.88718492843947,24.0
497.0545247727517,398.21176492203915,467.71679542478455,438.45446643810715,433.86414739636535,458.01270942315915,441.3563837887679,24.119999999999997
498.8216018206049,399.3890257134636,469.4103047266336,439.92238160093694,435.3059595689421,459.5605803712883,442.8298594053762,24.24
500.59286200156976,400.5697671157668,471.10915614732573,441.394753536608,436.7522403355152,461.11255474778983,444.3076213625415,24.36
502.36831026101163,401.75399941950457,472.8133609452997,442.87159299726096,438.20300139976683,462.6686404460091,445.7896789905602,24.48
504.14795154428845,402.94173294357694,474.5229303707278,444.3529107468994,439.6582544834126,464.2288453686539,447.27604162799116,24.599999999999998
505.9317907967511,404.1329780351783,476.2378756656971,445.8387175614337,441.11801132623816,465.79317742779193,448.76671862167655,24.72
507.7198329637429,405.3277450697472,477.9582080643904,447.3290242287245,442.582283686136,467.3616445448481,450.26171932676266,24.84
509.5120829905994,406.5260444509168,479.68393879326754,448.82384154862626,444.05108333914274,468.9342546506021,451.76105310672017,24.96
511.30854582264857,407.7278866104646,481.4150790712465,450.323180333031,445.52442207947564,470.5110156851859,453.2647293333655,25.08
513.1092264052105,408.9332820082632,483.15164010988485,451.82705140591224,447.00231171956983,472.0919355980814,454.7727573868812,25.2
514.9141296835974,410.14224113222946,484.8936331135608,453.335465603368,448.484764090115,473.67702234811793,456.28514665583674,25.32
516.7232606031129,411.35477449827545,486.6410692796541,454.84843377366496,449.97179104009234,475.2662839034694,457.80190653720905,25.439999999999998
518.5366241090529,412.57089265025814,488.3939597987279,456.365966777282,451.4634044368117,476.85972824165236,459.32304643640373,25.56
520.3542251467047,413.7906061599295,490.15231585470923,457.8880754869536,452.95961616594815,478.457363349523,460.8485757672753,25.68
522.1760686613471,415.01392562688676,491.9161486250706,459.41477078771373,454.4604381315791,480.0591972232751,462.3785039521481,25.8
524.0021595982503,416.2408616785223,493.6854692810112,460.9460635769394,455.9658822562211,481.66523786843703,463.9128404218372,25.919999999999998
525.8325029026756,417.4714249699743,495.4602889876379,462.4819647643943,457.475960480867,483.2754932998699,465.4515946156688,26.04
527.6671035198756,418.70562618407587,497.24061890414674,464.02248527227243,458.9906847650224,484.8899715417645,466.9947759815012,26.16
529.5059663950935,419.94347603130603,499.0264701840036,465.5676360352418,460.5100670867431,486.5086806276391,468.5423939757455,26.279999999999998
531.3490964735639,421.18498524973955,500.817853975126,467.11742800048785,462.03411944267157,488.1316286003369,470.0944580633862,26.4
533.1964987005117,422.43016460499695,502.61478142006405,468.6718721277575,463.5628538480741,489.7588235120236,471.6509777180021,26.52
535.0481780211525,423.6790248901945,504.4172636561814,470.23097938940236,465.09628233687766,491.39027342418456,473.2119624217869,26.64
536.9041393806922,424.9315769258946,506.2253118158367,471.79476077042267,466.6344169617068,493.0259864076229,474.7774216655699,26.759999999999998
538.7643877243272,426.18783156005594,508.03893702656495,473.3632272685107,468.1772697939205,494.66597054245665,476.347364948837,26.88
540.6289279972442,427.44779966798313,509.8581504112583,474.93638989409465,469.72485292364934,496.3102339181162,477.9218017797512,27.0
542.4977651446197,428.71149215227723,511.68296308834744,476.51425967038193,471.2771784598319,497.95878463334185,479.5007416751732,27.119999999999997
544.3709041116202,429.9789199427858,513.5133861719829,478.09684763340334,472.83425853025227,499.61163079618166,481.0841941606825,27.24
