x,Curve1
-70.0277,0.00498
-68.2065,0.01886
-66.4399,0.03775
-64.3556,0.06056
-62.1765,0.08663
-59.6186,0.12248
-57.4397,0.1561
-55.3258,0.1919
-52.7507,0.24023
-50.3353,0.29075
-48.3462,0.33311
-46.3572,0.38079
-45.0311,0.4103
-43.1369,0.45816
-41.2428,0.50807
-39.4433,0.55593
-37.6439,0.60481
-35.7498,0.65593
-33.9503,0.70361
-32.0562,0.75473
-30.1619,0.80138
-28.173,0.84906
-26.2786,0.8904
-24.2894,0.93053
-22.2054,0.96656
-20.2808,0.99607
