Time,CaER,Ca_Cyt,n,n0,kbN,kappa,p1,p11,p12,K1,p2,K2,p3,k31,K3,Cytosol,Endoplasmic_Reticulum,Jch,Jleak,Jpump
0.0,0.0,0.0,1.0,1.0,0.5,5.0,0.33333333333333337,0.2,0.8,5.0,0.0,0.7,0.95,0.5,0.7,1.0,1.0,0.0,0.5,0.0
0.01,-0.00462569144839847,0.00462569144839847,1.0199500832292707,1.0,0.5,5.0,0.33554266319525905,0.2,0.8,5.0,0.006564749915504921,0.7,0.9501634368669094,0.5,0.7,1.0,1.0,0.016743807980198235,0.5,0.0884236249120488
0.02,-0.008619019060037786,0.008619019060037786,1.0398006650033276,1.0,0.5,5.0,0.33772648770060093,0.2,0.8,5.0,0.01216312126574116,0.7,0.9503059249629304,0.5,0.7,1.0,1.0,0.031229395955250476,0.5,0.15870183941310925
0.03,-0.0121131782045039,0.0121131782045039,1.0595522415877494,1.0,0.5,5.0,0.33988521915079606,0.2,0.8,5.0,0.017010186828792618,0.7,0.9504301968394739,0.5,0.7,1.0,1.0,0.043959381695906706,0.5,0.21608839207837707
0.04,-0.015203437328141068,0.015203437328141068,1.079205306772979,1.0,0.5,5.0,0.3420192610465861,0.2,0.8,5.0,0.02125750036232783,0.7,0.9505384425407637,0.5,0.7,1.0,1.0,0.05528692456110021,0.5,0.2639406892840563
0.05,-0.01796047515791913,0.01796047515791913,1.0987603518866695,1.0,0.5,5.0,0.3441290083217341,0.2,0.8,5.0,0.02501596644852717,0.7,0.9506324562265275,0.5,0.7,1.0,1.0,0.06546982702582067,0.5,0.30451683301333965
0.06,-0.020438268580714205,0.020438268580714205,1.1182178658059674,1.0,0.5,5.0,0.3462148475693305,0.2,0.8,5.0,0.028369215617846385,0.7,0.9507137335299204,0.5,0.7,1.0,1.0,0.07470209325520635,0.5,0.3393982464471759
0.07,-0.022679021989027846,0.022679021989027843,1.1375783349697342,1.0,0.5,5.0,0.3482771572609631,0.2,0.8,5.0,0.0313818739702841,0.7,0.9507835390004531,0.5,0.7,1.0,1.0,0.08313339298407033,0.5,0.36972942270531317
0.08,-0.02471638404640957,0.024716384046409565,1.1568422433907073,1.0,0.5,5.0,0.35031630795901103,0.2,0.8,5.0,0.03410490585076489,0.7,0.9508429544051032,0.5,0.7,1.0,1.0,0.0908816053408063,0.5,0.396361460210586
0.09,-0.0265776242383386,0.02657762423833859,1.1760100726676002,1.0,0.5,5.0,0.35233266252231316,0.2,0.8,5.0,0.03657919450272028,0.7,0.9508929142994136,0.5,0.7,1.0,1.0,0.09804120529701317,0.5,0.41994190360682404
0.1,-0.028285154202713516,0.028285154202713506,1.195082301997144,1.0,0.5,5.0,0.3543265763054516,0.2,0.8,5.0,0.038838021123303736,0.7,0.9509342329074004,0.5,0.7,1.0,1.0,0.10468905761500938,0.5,0.4409731488963703
0.11,-0.02985761739603033,0.02985761739603032,1.2140594081860647,1.0,0.5,5.0,0.3562983973518797,0.2,0.8,5.0,0.04090882479593165,0.7,0.9509676248037503,0.5,0.7,1.0,1.0,0.11088852106167688,0.5,0.45985161278560543
0.12,-0.03131068651410365,0.03131068651410364,1.2329418656630051,1.0,0.5,5.0,0.358248466581115,0.2,0.8,5.0,0.04281447966164761,0.7,0.9509937211000824,0.5,0.7,1.0,1.0,0.11669242013174626,0.5,0.4768947196196504
0.13,-0.03265765671666984,0.03265765671666983,1.2517301464903863,1.0,0.5,5.0,0.36017711797021,0.2,0.8,5.0,0.04457423793674902,0.7,0.9510130822642249,0.5,0.7,1.0,1.0,0.12214523343465397,0.5,0.4923599213940592
0.14,-0.03390990082081737,0.03390990082081736,1.270424720376207,1.0,0.5,5.0,0.36208467872970307,0.2,0.8,5.0,0.046204446598815396,0.7,0.9510262085417164,0.5,0.7,1.0,1.0,0.12728475585241264,0.5,0.5064584562151478
0.15,-0.03507721602146379,0.03507721602146378,1.2890260546857886,1.0,0.5,5.0,0.3639714694742432,0.2,0.8,5.0,0.04771909026281063,0.7,0.951033548351969,0.5,0.7,1.0,1.0,0.13214335282289197,0.5,0.5193653978756863
0.16,-0.036168098356720274,0.036168098356720274,1.307534614453457,1.0,0.5,5.0,0.36583780438807834,0.2,0.8,5.0,0.04913021691303245,0.7,0.9510355052819263,0.5,0.7,1.0,1.0,0.13674894401587775,0.5,0.5312271933470132
0.17,-0.03718995878990108,0.03718995878990107,1.3259508623941705,1.0,0.5,5.0,0.3676839913855847,0.2,0.8,5.0,0.05044827095983303,0.7,0.9510324438714405,0.5,0.7,1.0,1.0,0.14112577093968168,0.5,0.5421673585725827
0.18,-0.038149295863352466,0.038149295863352466,1.3442752589150873,1.0,0.5,5.0,0.36951033226701036,0.2,0.8,5.0,0.05168235758964232,0.7,0.9510246944466476,0.5,0.7,1.0,1.0,0.14529500502461776,0.5,0.552290847737466
0.19,-0.03905183447057721,0.03905183447057722,1.3625082621270743,1.0,0.5,5.0,0.3713171228695985,0.2,0.8,5.0,0.05284045401030925,0.7,0.951012557223106,0.5,0.7,1.0,1.0,0.1492752322535252,0.5,0.5616874400724345
0.2,-0.03990264123713515,0.03990264123713516,1.380650327856162,1.0,0.5,5.0,0.3731046532142497,0.2,0.8,5.0,0.0539295834522458,0.7,0.9509963057861403,0.5,0.7,1.0,1.0,0.15308285320958911,0.5,0.5704344233144266
0.21,-0.0407062178879319,0.04070621788793191,1.3987019096549376,1.0,0.5,5.0,0.37487320764787624,0.2,0.8,5.0,0.05495595541779389,0.7,0.9509761900933473,0.5,0.7,1.0,1.0,0.15673240414089532,0.5,0.5785987072775012
0.22,-0.04146657915757179,0.041466579157571806,1.416663458813887,1.0,0.5,5.0,0.37662306498159476,0.2,0.8,5.0,0.05592508188930737,0.7,0.9509524390390056,0.5,0.7,1.0,1.0,0.16023682302098743,0.5,0.5862385222644632
0.23,-0.042187317188637455,0.04218731718863747,1.4345354243726747,1.0,0.5,5.0,0.37835449862489895,0.2,0.8,5.0,0.05684187294986471,0.7,0.9509252626698991,0.5,0.7,1.0,1.0,0.16360766778277971,0.5,0.5934047849382836
0.24,-0.04287165540221797,0.04287165540221798,1.45231825313137,1.0,0.5,5.0,0.38006777671594816,0.2,0.8,5.0,0.05771071636729187,0.7,0.9508948540920958,0.5,0.7,1.0,1.0,0.16685529755453998,0.5,0.6001422084950858
