Time,C1,M1,X1,C2,M2,X2,V1,Kc1,V_M1,V3,V_M3,U1,Kc2,U_M1,U3,U_M3,vi1,Kim1,vd1,K_d1,kd1,K1,V2,K2,K3,V4,K4,vi2,Kim2,vd2,K_d2,kd2,H1,U2,H2,H3,U4,H4,compartment,R1,R2,R3,R8,R9,R10
1.8900000000000001,2.0877539800231317,0.9840880179932023,0.10916496019143775,0.0027888349397232285,0.00010703306240432618,1.8861400924182714e-06,0.24203467518243013,0.5,0.3,0.09840880179932024,0.1,0.0016640196117665785,0.5,0.3,1.0703306240432619e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04982224574872178,0.002703227965393756,0.0020877539800231316,0.0014791615455316965,5.77051591806031e-09,2.7888349397232286e-06
1.9000000000000001,2.0882042217246344,0.9840893954214331,0.10967998981508827,0.002803598524961862,0.00010762356244962986,1.8978245259338807e-06,0.24204475877871476,0.5,0.3,0.09840893954214332,0.1,0.0016727795106398846,0.5,0.3,1.0762356244962987e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04982126858629942,0.0027159870876173804,0.0020882042217246345,0.0014791595364002728,5.833221931749445e-09,2.803598524961862e-06
1.9100000000000001,2.0886543215842,0.984090784849134,0.11019483479830906,0.002818361941757545,0.00010821409011100303,1.909509610337549e-06,0.2420548356923132,0.5,0.3,0.09840907848491341,0.1,0.0016815387951667532,0.5,0.3,1.0821409011100303e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04982029141650991,0.0027287416856551236,0.0020886543215842004,0.0014791575097718244,5.89622649834819e-09,2.818361941757545e-06
1.92,2.0891042796482164,0.9840921858015294,0.11070949674808367,0.002833125189937493,0.00010880464538089107,1.921195341894705e-06,0.2420649059294048,0.5,0.3,0.09840921858015295,0.1,0.0016902974653075949,0.5,0.3,1.0880464538089108e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049819314239368875,0.002741491799218889,0.0020891042796482165,0.0014791554663390032,5.959529053332541e-09,2.833125189937493e-06
1.93,2.089554095962676,0.9840935978205221,0.11122397724912314,0.002847888269335735,0.0001093952282520958,1.9328817170459433e-06,0.24207496949615298,0.5,0.3,0.09840935978205222,0.1,0.001699055521026876,0.5,0.3,1.0939522825209582e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049818337054891346,0.0027542374674694847,0.002089554095962676,0.0014791534067701267,6.0231290339602724e-09,2.847888269335735e-06
1.94,2.090003770573183,0.9840950204641112,0.1117382778642826,0.00286265117979287,0.00010998583871776284,1.9445687323988183e-06,0.24208502639870516,0.5,0.3,0.09840950204641113,0.1,0.0017078129622929749,0.5,0.3,1.0998583871776284e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04981735986309178,0.0027669787290269306,0.002090003770573183,0.0014791513317100298,6.087025879253515e-09,2.86265117979287e-06
1.95,2.090453303524956,0.98409645330583,0.11225240013496808,0.00287741392115584,0.00011057647677136969,1.9562563847200318e-06,0.24209507664319302,0.5,0.3,0.098409645330583,0.1,0.0017165697890780466,0.5,0.3,1.105764767713697e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04981638266398408,0.0027797156219805273,0.002090453303524956,0.0014791492417808821,6.151219029981843e-09,2.8774139211558403e-06
1.96,2.090902694862837,0.984097895934203,0.11276634558153373,0.0028921764932777053,0.00011116714240671412,1.967944670927985e-06,0.24210512023573275,0.5,0.3,0.09840978959342031,0.1,0.001725326001357887,0.5,0.3,1.1116714240671413e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04981540545758163,0.0027924481838986857,0.002090902694862837,0.001479147137582981,6.2157079286458416e-09,2.8921764932777055e-06
1.97,2.091351944631293,0.9840993479522234,0.11328011570366975,0.0029069388960174295,0.00011175783561790298,1.9796335880856875e-06,0.24211515718242488,0.5,0.3,0.09840993479522235,0.1,0.001734081599111805,0.5,0.3,1.1175783561790298e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04981442824389729,0.0028051764518385296,0.0020913519446312933,0.0014791450196955148,6.280492019461112e-09,2.9069388960174295e-06
1.98,2.091801052874424,0.9841008089768469,0.11379371198078134,0.0029217011292396733,0.00011234855639934138,1.991323133393998e-06,0.24212518748935485,0.5,0.3,0.0984100808976847,0.1,0.0017428365823225001,0.5,0.3,1.1234855639934139e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049813451022943434,0.0028179004623552694,0.0020918010528744244,0.0014791428886773,6.3455707483427485e-09,2.921701129239673e-06
1.99,2.092250019635966,0.9841022786385049,0.1143071358723588,0.0029364631928145936,0.00011293930474572225,2.003013304185186e-06,0.24213521116259273,0.5,0.3,0.0984102278638505,0.1,0.00175159095097594,0.5,0.3,1.1293930474572226e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04981247379473196,0.002830620251511365,0.0020922500196359664,0.0014791407450674926,6.410943562890234e-09,2.9364631928145938e-06
2.0,2.092698844959296,0.9841037565806333,0.11482038881833923,0.0029512250866176493,0.0001135300806520163,2.014704097916797e-06,0.24214522820819362,0.5,0.3,0.09841037565806333,0.1,0.001760344705061247,0.5,0.3,1.135300806520163e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04981149655927427,0.0028433358548854743,0.0020926988449592957,0.0014791385893862749,6.476609912372742e-09,2.951225086617649e-06
2.0100000000000002,2.0931475288874375,0.984105242459219,0.11533347223945978,0.0029659868105294173,0.00011412088411346232,2.026395512165808e-06,0.24215523863219773,0.5,0.3,0.09841052424592191,0.1,0.0017690978445705856,0.5,0.3,1.1412088411346232e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04981051931658137,0.002856047307581198,0.0020931475288874374,0.001479136422135517,6.542569247714856e-09,2.9659868105294175e-06
2.02,2.0935960714630655,0.9841067359423613,0.11584638753760296,0.002980748364435409,0.0001147117151255577,2.038087544623056e-06,0.2421652424406303,0.5,0.3,0.09841067359423614,0.1,0.0017778503694990551,0.5,0.3,1.1471171512555771e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04980954206666382,0.002868754644235622,0.0020935960714630656,0.0014791342437994175,6.608821021482653e-09,2.980748364435409e-06
2.0300000000000002,2.09404447272851,0.9841082367098486,0.11635913609613414,0.002995509748225901,0.00011530257368404958,2.049780193087936e-06,0.24217523963950216,0.5,0.3,0.09841082367098486,0.1,0.0017866022798445863,0.5,0.3,1.1530257368404959e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04980856480953175,0.0028814578990276713,0.0020940444727285097,0.0014791320548451204,6.675364687870196e-09,2.995509748225901e-06
2.04,2.0944927327257616,0.9841097444527506,0.11687171928023123,0.0030102709617957617,0.00011589345978492588,2.061473455463339e-06,0.24218523023480942,0.5,0.3,0.09841097444527507,0.1,0.0017953535756078402,0.5,0.3,1.1589345978492588e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.0498075875451949,0.0028941571056862693,0.002094492732725762,0.0014791298557233104,6.7421997026863386e-09,3.010270961795762e-06
2.05,2.0949408514964754,0.984111258873024,0.11738413843720713,0.003025032005044296,0.00011648437342440707,2.0731673297508387e-06,0.24219521423253382,0.5,0.3,0.0984111258873024,0.1,0.0018041042567921118,0.5,0.3,1.1648437342440707e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04980661027366263,0.002906852297498315,0.0020949408514964753,0.001479127646868788,6.8093255233419205e-09,3.0250320050442962e-06
2.06,2.095388829081975,0.9841127796831327,0.11789639489682496,0.003039792877875086,0.00011707531459893794,2.084861814046098e-06,0.2422051916386428,0.5,0.3,0.09841127796831328,0.1,0.0018128543234032391,0.5,0.3,1.1707531459893795e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04980563299494393,0.0029195435073164867,0.002095388829081975,0.0014791254287010234,6.876741608837285e-09,3.039792877875086e-06
2.07,2.095836665523258,0.98411430660568,0.11840848997160601,0.0030545535801958378,0.00011766628330517967,2.0965569065344927e-06,0.2422151624590896,0.5,0.3,0.09841143066056801,0.1,0.0018216037754495075,0.5,0.3,1.1766628330517968e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049804655709047414,0.002932230767566862,0.0020958366655232583,0.001479123201624694,6.944447419750088e-09,3.054553580195838e-06
2.08,2.096284360860999,0.9841158393730551,0.11892042495713125,0.0030693141119182417,0.00011825727954000245,2.1082526054869462e-06,0.24222512669981344,0.5,0.3,0.09841158393730552,0.1,0.001830352612941569,0.5,0.3,1.1825727954000245e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049803678415981364,0.002944914110256378,0.002096284360860999,0.0014791209660301996,7.012442418223486e-09,3.0693141119182418e-06
2.09,2.096731915135555,0.984117377727091,0.1194322011323358,0.0030840744729578266,0.00011884830330047797,2.1199489092559527e-06,0.2422350843667396,0.5,0.3,0.0984117377727091,0.1,0.001839100835892354,0.5,0.3,1.1884830330047798e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04980270111575373,0.0029575935669801223,0.002096731915135555,0.0014791187222941613,7.080726067954555e-09,3.0840744729578265e-06
2.1,2.0971793283869675,0.984118921418734,0.11994381975979727,0.003098834663233829,0.00011943935458387251,2.131645816271794e-06,0.24224503546577947,0.5,0.3,0.0984118921418734,0.1,0.001847848444316993,0.5,0.3,1.1943935458387251e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04980172380837213,0.0029702691689284626,0.0020971793283869676,0.0014791164707799033,7.149297834183058e-09,3.098834663233829e-06
2.11,2.097626600654969,0.9841204702077265,0.12045528208601745,0.003113594682669058,0.00012003043338763999,2.143343325038928e-06,0.24225498000283074,0.5,0.3,0.09841204702077266,0.1,0.0018565954382327365,0.5,0.3,1.2003043338764e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04980074649384387,0.0029829409468940227,0.002097626600654969,0.001479114211837918,7.218157183680438e-09,3.113594682669058e-06
2.12,2.098073731978985,0.9841220238622984,0.1209665893416982,0.003128354531189774,0.00012062153970941551,2.1550414341325537e-06,0.24226491798377747,0.5,0.3,0.09841220238622984,0.1,0.0018653418176588824,0.5,0.3,1.2062153970941553e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04979976917217596,0.0029956089312785095,0.002098073731978985,0.0014791119458063128,7.287303584739146e-09,3.128354531189774e-06
2.13,2.0985207223981384,0.9841235821588711,0.12147774274201098,0.0031431142087255614,0.00012121267354700892,2.1667401421953297e-06,0.2422748494144903,0.5,0.3,0.09841235821588712,0.1,0.0018740875826166992,0.5,0.3,1.2121267354700893e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04979879184337512,0.003008273152099379,0.0020985207223981383,0.001479109673011245,7.356736507162159e-09,3.1431142087255615e-06
2.14,2.0989675719512544,0.9841251448817709,0.12198874348686102,0.0031578737152092176,0.00012180383489839876,2.1784394479342547e-06,0.24228477430082632,0.5,0.3,0.0984125144881771,0.1,0.001882832733129361,0.5,0.3,1.2180383489839876e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049797814507447795,0.0030209336389963805,0.0020989675719512543,0.0014791073937673377,7.4264554222528205e-09,3.157873715209218e-06
2.15,2.099414280676863,0.9841267118229533,0.12249959276114532,0.0031726330505766325,0.00012239502376172625,2.1901393501176866e-06,0.24229469264862952,0.5,0.3,0.09841267118229534,0.1,0.001891577269221874,0.5,0.3,1.2239502376172627e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04979683716440015,0.003033590421237932,0.0020994142806768632,0.0014791051083780846,7.496459802804856e-09,3.1726330505766327e-06
2.16,2.0998608486132024,0.9841282827817355,0.12301029173500558,0.003187392214766686,0.00012298624013528975,2.201839847572508e-06,0.24230460446373048,0.5,0.3,0.09841282827817355,0.1,0.001900321190921016,0.5,0.3,1.2298624013528976e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.0497958598142381,0.00304624352772739,0.0020998608486132025,0.0014791028171362377,7.566749123092686e-09,3.187392214766686e-06
2.17,2.1003072757982237,0.9841298575645394,0.12352084156407532,0.003202151207721137,0.000123577484017539,2.2135409391814197e-06,0.24231450975194688,0.5,0.3,0.09841298575645395,0.1,0.0019090644982552708,0.5,0.3,1.2357748401753902e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.0497948824569673,0.003058892987009157,0.0021003072757982237,0.0014791005203241832,7.637322858861909e-09,3.202151207721137e-06
2.18,2.1007535622695945,0.9841314359846434,0.1240312433897222,0.003216910029384526,0.0001241687554070701,2.225242623880365e-06,0.2423244085190833,0.5,0.3,0.09841314359846434,0.1,0.001917807191254769,0.5,0.3,1.241687554070701e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04979390509259317,0.00307153882727468,0.0021007535622695945,0.0014790982182143046,7.708180487320057e-09,3.216910029384526e-06
2.19,2.101199708064701,0.984133017861942,0.12454149833928478,0.003231668679704071,0.0001247600543026201,2.236944900656069e-06,0.24233430077093143,0.5,0.3,0.0984133017861942,0.1,0.0019265492699512264,0.5,0.3,1.247600543026201e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049792927721120886,0.0030841810763683132,0.002101199708064701,0.0014790959110693319,7.779321487127498e-09,3.231668679704071e-06
2.2,2.1016457132206523,0.984134603022715,0.12505160752630473,0.00324642715862958,0.00012535138070306228,2.2486477685436994e-06,0.24234418651327022,0.5,0.3,0.09841346030227151,0.1,0.0019352907343778908,0.5,0.3,1.2535138070306229e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049791950342555416,0.0030968197617930594,0.0021016457132206523,0.0014790935991426796,7.850745338388617e-09,3.24642715862958e-06
2.21,2.102091577774285,0.9841361912994043,0.1255615720507537,0.0032611854661133534,0.0001259427346074012,2.2603512266246316e-06,0.24235406575186588,0.5,0.3,0.09841361912994044,0.1,0.0019440315845694856,0.5,0.3,1.2594273460740121e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04979097295690149,0.0031094549107161863,0.002102091577774285,0.0014790912826787718,7.92245152264311e-09,3.2611854661133536e-06
2.22,2.1025373017621645,0.9841377825303974,0.12607139299925602,0.0032759436021100987,0.00012653411601476822,2.272055274024323e-06,0.242363938492472,0.5,0.3,0.09841377825303975,0.1,0.001952771820562156,0.5,0.3,1.2653411601476822e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04978999556416365,0.00312208654997474,0.0021025373017621645,0.0014790889619133577,7.994439522857546e-09,3.275943602110099e-06
2.23,2.102982885220589,0.9841393765598203,0.1265810714453063,0.003290701566576843,0.00012712552492441685,2.28375990991028e-06,0.24237380474082973,0.5,0.3,0.09841393765598204,0.1,0.001961511442393421,0.5,0.3,1.2712552492441685e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04978901816434621,0.003134714706080926,0.0021029828852205893,0.001479086637073815,8.066708823417048e-09,3.2907015665768435e-06
2.24,2.1034283281855934,0.9841409732373362,0.12709060844948283,0.0033054593594728553,0.00012771696133571876,2.2954651334901275e-06,0.2423836645026677,0.5,0.3,0.09841409732373363,0.1,0.0019702504501021216,0.5,0.3,1.2771696133571877e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04978804075745331,0.003147339405227391,0.0021034283281855934,0.0014790843083794425,8.139258910117202e-09,3.3054593594728553e-06
2.25,2.1038736306929513,0.984142572417952,0.12760000505965635,0.00332021698075956,0.0001283084252481593,2.307170944009762e-06,0.24239351778370233,0.5,0.3,0.0984142572417952,0.1,0.001978988843728374,0.5,0.3,1.283084252481593e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04978706334348889,0.0031599606732923917,0.0021038736306929515,0.0014790819760417421,8.212089270156064e-09,3.32021698075956e-06
2.2600000000000002,2.1043187927781797,0.9841441739618312,0.1281092623111949,0.0033349744304004667,0.00012889991666133378,2.318877340751595e-06,0.24240336458963757,0.5,0.3,0.09841441739618312,0.1,0.0019877266233135262,0.5,0.3,1.2889991666133378e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04978608592245671,0.0031725785358448612,0.00210431879277818,0.0014790796402646936,8.285199392126442e-09,3.3349744304004666e-06
2.27,2.10476381447654,0.9841457777341132,0.128618381227164,0.0033497317083610923,0.00012949143557494338,2.330584323032876e-06,0.2424132049261655,0.5,0.3,0.09841457777341132,0.1,0.0019964637889001084,0.5,0.3,1.2949143557494338e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04978510849436037,0.003185193018149365,0.0021047638144765404,0.001479077301245016,8.358588766008196e-09,3.3497317083610924e-06
2.2800000000000002,2.105208695823043,0.9841473836047391,0.12912736281852333,0.003364488814608893,0.00013008298198879158,2.3422918902040964e-06,0.24242303879896587,0.5,0.3,0.09841473836047392,0.1,0.002005200340531797,0.5,0.3,1.3008298198879158e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04978413105920327,0.0031978041451709662,0.002105208695823043,0.0014790749591724241,8.432256883160831e-09,3.364488814608893e-06
2.29,2.1056534368524504,0.9841489914482838,0.1296362080843189,0.003379245749113191,0.0001306745559027805,2.354000041647462e-06,0.2424328662137067,0.5,0.3,0.09841489914482839,0.1,0.0020139362782533696,0.5,0.3,1.306745559027805e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04978315361698867,0.003210411941579982,0.0021056534368524503,0.0014790726142298709,8.50620323631612e-09,3.379245749113191e-06
2.3000000000000003,2.106098037599279,0.9841506011437937,0.13014491801187175,0.0033940025118451137,0.0001312661573169074,2.365708776775445e-06,0.2424426871760438,0.5,0.3,0.09841506011437938,0.1,0.0020226716021106658,0.5,0.3,1.3126615731690741e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049782176167719676,0.0032230164317566547,0.002106098037599279,0.0014790702665937866,8.580427319570951e-09,3.394002511845114e-06
2.31,2.1065424980978023,0.9841522125746298,0.13065349357696268,0.0034087591027775225,0.00013185778623126142,2.377418095029392e-06,0.24245250169162144,0.5,0.3,0.09841522125746299,0.1,0.0020314063121505475,0.5,0.3,1.3185778623126142e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049781198711399216,0.0032356176397957195,0.0021065424980978025,0.0014790679164343068,8.654928628380248e-09,3.4087591027775224e-06
2.32,2.106986818382054,0.9841538256283168,0.13116193574401325,0.0034235155218849582,0.0001324494426460202,2.3891279958782115e-06,0.24246230976607203,0.5,0.3,0.09841538256283168,0.1,0.002040140408420868,0.5,0.3,1.3244944264602022e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049780221248030096,0.003248215589510886,0.0021069868183820543,0.0014790655639154923,8.729706659550089e-09,3.423515521884958e-06
2.33,2.1074309984858313,0.984155440196397,0.1316702454662634,0.0034382717691435775,0.00013304112656144695,2.400838478817109e-06,0.2424721114050163,0.5,0.3,0.0984155440196397,0.1,0.0020488738909704286,0.5,0.3,1.3304112656144696e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04977924377761498,0.0032608103044392354,0.0021074309984858313,0.0014790632091955414,8.804760911230894e-09,3.4382717691435778e-06
2.34,2.1078750384426965,0.9841570561742896,0.13217842368594526,0.0034530278445310944,0.0001336328379778872,2.4125495433663837e-06,0.2424819066140634,0.5,0.3,0.09841570561742896,0.1,0.002057606759848949,0.5,0.3,1.3363283797788722e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.049778266300156374,0.0032734018078455175,0.0021078750384426964,0.0014790608524269983,8.88009088291075e-09,3.4530278445310943e-06
2.35,2.1083189382859806,0.9841586734611549,0.13268647133445383,0.003467783748026728,0.00013422457689576616,2.42426118907029e-06,0.24249169539881102,0.5,0.3,0.0984158673461155,0.1,0.0020663390151070336,0.5,0.3,1.3422457689576617e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04977728881565668,0.003285990122726377,0.0021083189382859807,0.0014790584937569478,8.955696075408895e-09,3.467783748026728e-06
2.36,2.1087626980487855,0.9841602919597633,0.13319438933251404,0.0034825394796111444,0.00013481634331558565,2.435973415495939e-06,0.2425014777648454,0.5,0.3,0.09841602919597633,0.1,0.002075070656796136,0.5,0.3,1.3481634331558566e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04977631132411814,0.003298575271814489,0.0021087626980487856,0.0014790561333272083,9.031575990869246e-09,3.4825394796111443e-06
2.37,2.1092063177639866,0.984161911576368,0.1337021785903448,0.0034972950392664105,0.00013540813723792166,2.4476862222322603e-06,0.24251125371774138,0.5,0.3,0.0984161911576368,0.1,0.002083801684968535,0.5,0.3,1.3540813723792167e-05,0.1,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,0.05,0.03,0.025,0.02,0.001,0.01,0.15,0.01,0.01,0.05,0.01,1.0,0.04977533382554292,0.003311157277582613,0.0021092063177639868,0.0014790537712745166,9.107730132754122e-09,3.4972950392664108e-06
