Time,Y3_1,Y4_1,Y11_1,Y2_1,Y1_1,Y5_1,Y6_1,Y7_1,Y8_1,Y10_1,Y9_1,k1p_1,k1pp_1,k1_1,k2_1,kminus2_1,k3_1,k3p_1,k4_1,kminus4_1,kminus1_1,k5_1,k6_1,kminus6_1,k7_1,k8_1,k9_1,K10_1,k17_1,k18_1,k19_1,k20_1,k21_1,k22_1,k23_1,k24_1,k25_1,k25p_1,k26_1,k26p_1,k27_1,k28_1,k29_1,cell_1,_1,pRBE2Fcomplexformation_1,cycECDK2activation_1,cycECDK2deactivation_1,cycECDK2synthesis_1,E2Fsynthesis_1,E2Fdegradation_1,cycECDK2degradation_1,cycDCDK4synthesis_1,cycDCDK4degradation_1,p27synthesis_1,p27degradationviacycECDK2_1,cycECDK2p27complexformation_1,cycECDK2p27deassociation_1,cycDCDK4p16complexformation_1,E2Fautostimulation_1,cycDCDK4p27complexformation_1,cycDCDK4p27complexdeassociation_1,acycECDK2degradation_1,p27degradation_1,_20,p16degradation_1,p16synthesisinhibitedbypRB_1,pRBpdephosphorilation_1,pRBsynthesis_1,pRBdegradation_1,pRBpdephosphorylation_1
0.1,1.9499371895363105,6.287147429079483e-05,0.010061808204101023,0.010061410983976381,0.0010772072065643212,0.051617517525352166,0.0007002226078676258,14.997278786675476,0.9988447930654101,4.9703196435046975,3.555772533615046e-05,0.5,0.5,0.1,0.1,1.0,1.42,0.0,1e-06,0.016,0.001,0.02,0.018,5.0,1e-05,2.0,2.0,0.035,3.5,1e-05,0.05,0.01,0.1,0.001,0.2,0.1,0.01,0.02,0.01,0.1,0.01,0.01,0.001,1.0,0.00092741135681336,3.2452694260498305e-09,1.0838224420144777e-06,0.0010772072065643212,8.927749349292866e-05,1e-06,1.0059435886527174e-06,0.00020122821967952763,0.018,0.0035011130393381292,1e-05,0.03231035357572208,0.03231035357572208,0.03495956775728935,0.012181155639486916,6.287147429079484e-10,0.0005250716831461863,3.555772533615046e-07,1.160375365874108e-07,0.014997278786675478,0.2,0.49703196435046976,0.009989687142976494,0.006679884089408062,0.01,0.0005161751752535217,1.0061808204101023e-05
0.11,1.9499277946773799,7.226553212002877e-05,0.010071102433596752,0.01007118920021481,0.0010907333175092509,0.05177925383369581,0.0007162638067089671,14.996822734756872,0.9988204335041352,4.967327494400054,4.086695550649734e-05,0.5,0.5,0.1,0.1,1.0,1.42,0.0,1e-06,0.016,0.001,0.02,0.018,5.0,1e-05,2.0,2.0,0.035,3.5,1e-05,0.05,0.01,0.1,0.001,0.2,0.1,0.01,0.02,0.01,0.1,0.01,0.01,0.001,1.0,0.0009508602799637978,3.7418553310700675e-09,1.0984981607613639e-06,0.0010907333175092509,0.00010261705561044085,1e-06,1.1562485139204603e-06,0.0002014237840042962,0.018,0.0035813190335448352,1e-05,0.03271506842715904,0.03271506842715904,0.03495871517264473,0.012452709151081843,7.226553212002878e-10,0.000537084067026827,4.086695550649734e-07,1.1896991699247363e-07,0.014996822734756872,0.2,0.49673274944000545,0.009989654862503269,0.006681219478722202,0.01,0.0005177925383369581,1.0071102433596753e-05
0.12,1.9499181849228986,8.187296582899582e-05,0.010080611469633335,0.010081216578506602,0.0011006566126660219,0.051940987413054446,0.0007290593879311018,14.996359615172038,0.9987995605452616,4.964335915989331,4.628312893360107e-05,0.5,0.5,0.1,0.1,1.0,1.42,0.0,1e-06,0.016,0.001,0.02,0.018,5.0,1e-05,2.0,2.0,0.035,3.5,1e-05,0.05,0.01,0.1,0.001,0.2,0.1,0.01,0.02,0.01,0.1,0.01,0.01,0.001,1.0,0.0009705462710284982,4.252562687593309e-09,1.109595769085162e-06,0.0011006566126660219,0.00011625961147717406,1e-06,1.309967453263933e-06,0.00020162433157013205,0.018,0.0036452969396555093,1e-05,0.033011684752713565,0.033011684752713565,0.03495798461908416,0.012667534965384485,8.187296582899582e-10,0.000546661838111601,4.628312893360107e-07,1.2114449790054414e-07,0.014996359615172037,0.2,0.4964335915989331,0.009989622582783329,0.006682555147211739,0.01,0.0005194098741305445,1.0080611469633336e-05
0.13,1.949908393621913,9.166039502985449e-05,0.01009030196132272,0.01009146491160818,0.00110793843401304,0.05210271826716263,0.0007392820030758208,14.995891309451915,0.9987812437970832,4.961345413534796,5.178450975620367e-05,0.5,0.5,0.1,0.1,1.0,1.42,0.0,1e-06,0.016,0.001,0.02,0.018,5.0,1e-05,2.0,2.0,0.035,3.5,1e-05,0.05,0.01,0.1,0.001,0.2,0.1,0.01,0.02,0.01,0.1,0.01,0.01,0.001,1.0,0.000987291461852025,4.775755738497342e-09,1.118072183106471e-06,0.00110793843401304,0.00013015776094239337,1e-06,1.4665663204776718e-06,0.0002018292982321636,0.018,0.003696410015379104,1e-05,0.03322904866804782,0.03322904866804782,0.034957343532897915,0.012837416813441643,9.166039502985449e-10,0.0005543096282579454,5.178450975620367e-07,1.2275275735632676e-07,0.014995891309451915,0.2,0.4961345413534797,0.009989590303815918,0.006683890869168417,0.01,0.0005210271826716263,1.009030196132272e-05
0.14,1.9498984468427634,0.00010160172477687065,0.010100147838764601,0.010101913839534135,0.0011132833936245477,0.052264446397457386,0.0007474645564471093,14.995419197952527,0.9987648013331136,4.958356386644253,5.735387055653877e-05,0.5,0.5,0.1,0.1,1.0,1.42,0.0,1e-06,0.016,0.001,0.02,0.018,5.0,1e-05,2.0,2.0,0.035,3.5,1e-05,0.05,0.01,0.1,0.001,0.2,0.1,0.01,0.02,0.01,0.1,0.01,0.01,0.001,1.0,0.0010017360564148594,5.310157898489974e-09,1.1246292921379348e-06,0.0011132833936245477,0.0001442744491831563,1e-06,1.6256275964299303e-06,0.00020203827679068272,0.018,0.0037373227822355467,1e-05,0.033388302347038566,0.033388302347038566,0.03495676804665898,0.012971684800374084,1.0160172477687065e-09,0.0005604272179768027,5.735387055653877e-07,1.2393999145201898e-07,0.014995419197952527,0.2,0.4958356386644253,0.009989558025600734,0.006685226465742332,0.01,0.0005226444639745739,1.0100147838764602e-05
0.15,1.9498883649971317,0.00011167652047491911,0.010110128688935346,0.0101125487175023,0.0011172084547869344,0.05242617180356335,0.0007540295956127768,14.99494429444549,0.9987497328346688,4.955369151504089,6.297754566862342e-05,0.5,0.5,0.1,0.1,1.0,1.42,0.0,1e-06,0.016,0.001,0.02,0.018,5.0,1e-05,2.0,2.0,0.035,3.5,1e-05,0.05,0.01,0.1,0.001,0.2,0.1,0.01,0.02,0.01,0.1,0.01,0.01,0.001,1.0,0.0010143795361786318,5.854772448842269e-09,1.129782492663834e-06,0.0011172084547869344,0.00015858065907438512,1e-06,1.7868243275987058e-06,0.000202250974350046,0.018,0.003770147978063884,1e-05,0.03350495708962721,0.03350495708962721,0.03495624064921341,0.013077732490972301,1.1167652047491913e-09,0.0005653315891288425,6.297754566862342e-07,1.2481547314474098e-07,0.01499494429444549,0.2,0.495536915150409,0.00998952574813784,0.006686561795095697,0.01,0.0005242617180356335,1.0110128688935345e-05
0.16,1.949878164064801,0.00012186878233284595,0.010120228530883704,0.010123359094130053,0.001120092363314494,0.052587894483664764,0.0007593118800860891,14.994467342474596,0.9987356717507674,4.952383957949553,6.864470394501905e-05,0.5,0.5,0.1,0.1,1.0,1.42,0.0,1e-06,0.016,0.001,0.02,0.018,5.0,1e-05,2.0,2.0,0.035,3.5,1e-05,0.05,0.01,0.1,0.001,0.2,0.1,0.01,0.02,0.01,0.1,0.01,0.01,0.001,1.0,0.0010256115960942376,6.408822666172411e-09,1.1339097212425405e-06,0.001120092363314494,0.00017305367091264122,1e-06,1.9499005173255353e-06,0.00020246718188260106,0.018,0.0037965594004304454,1e-05,0.03359037672454874,0.03359037672454874,0.03495574851127686,0.013161413909066019,1.2186878233284595e-09,0.0005692738594351925,6.864470394501905e-07,1.2546069023554483e-07,0.014994467342474596,0.2,0.4952383957949553,0.009989493471427585,0.0066878967448420965,0.01,0.0005258789448366476,1.0120228530883704e-05
0.17,1.9498678565754313,0.0001321659629514815,0.010130434833916516,0.010134337567592163,0.0011222129183820324,0.052749614434809244,0.0007635768296935785,14.993988888054295,0.9987223492270986,4.949401003416533,7.434675403440369e-05,0.5,0.5,0.1,0.1,1.0,1.42,0.0,1e-06,0.016,0.001,0.02,0.018,5.0,1e-05,2.0,2.0,0.035,3.5,1e-05,0.05,0.01,0.1,0.001,0.2,0.1,0.01,0.02,0.01,0.1,0.01,0.01,0.001,1.0,0.0010357368208675256,6.971703587095933e-09,1.1372884537596268e-06,0.0011222129183820324,0.00018767566739110372,1e-06,2.114655407223704e-06,0.00020268675135184325,0.018,0.003817884148467892,1e-05,0.033652896056502346,0.033652896056502346,0.034955282222948456,0.013227367744748543,1.3216596295148151e-09,0.0005724531249800621,7.43467540344037e-07,1.259361834183518e-07,0.014993988888054295,0.2,0.4949401003416533,0.00998946119547055,0.006689231225862897,0.01,0.0005274961443480924,1.0130434833916517e-05
0.18,1.9498574523574872,0.00014255821790808414,0.010140737768640965,0.010145478966038842,0.00112377376346752,0.05291133165314323,0.0007670348452386912,14.99350933196094,0.9987095681775435,4.946420443770085,8.00768825245618e-05,0.5,0.5,0.1,0.1,1.0,1.42,0.0,1e-06,0.016,0.001,0.02,0.018,5.0,1e-05,2.0,2.0,0.035,3.5,1e-05,0.05,0.01,0.1,0.001,0.2,0.1,0.01,0.02,0.01,0.1,0.01,0.01,0.001,1.0,0.0010449934224253993,7.542945147615703e-09,1.1401223079846032e-06,0.00112377376346752,0.00020243266942947946,1e-06,2.280931486529346e-06,0.00020290957932077685,0.018,0.003835174226193456,1e-05,0.03369862481912625,0.03369862481912625,0.03495483488621403,0.0132792689385044,1.4255821790808416e-09,0.0005750272055012766,8.00768825245618e-07,1.2628674714579534e-07,0.01499350933196094,0.2,0.49464204437700854,0.009989428920267485,0.0066905651675068225,0.01,0.0005291133165314324,1.0140737768640965e-05
0.19,1.9498469591269205,0.00015303781669172368,0.010151129618261184,0.010156779742620494,0.0011249242299630259,0.053073046134100015,0.0007698527488638198,14.993028968491057,0.9986971840793925,4.943442401953953,8.582968484589491e-05,0.5,0.5,0.1,0.1,1.0,1.42,0.0,1e-06,0.016,0.001,0.02,0.018,5.0,1e-05,2.0,2.0,0.035,3.5,1e-05,0.05,0.01,0.1,0.001,0.2,0.1,0.01,0.02,0.01,0.1,0.01,0.01,0.001,1.0,0.0010535679045777647,8.122183105541793e-09,1.1425607630871418e-06,0.0011249242299630259,0.00021731369970224762,1e-06,2.448605067067579e-06,0.00020313559485240988,0.018,0.003849263744319099,1e-05,0.03373204313438628,0.03373204313438628,0.03495440144277874,0.013320029526979752,1.530378166917237e-09,0.000577121228259386,8.582968484589491e-07,1.265454523157907e-07,0.014993028968491057,0.2,0.4943442401953953,0.009989396645819293,0.006691898513753722,0.01,0.0005307304613410001,1.0151129618261184e-05
0.2,1.9498363829441734,0.00016359868539936307,0.010161604321555856,0.010168237536983501,0.001125773777952955,0.0532347578725479,0.0007721628101092235,14.992548013689584,0.9986850909974786,4.940466974813557,9.160087391968399e-05,0.5,0.5,0.1,0.1,1.0,1.42,0.0,1e-06,0.016,0.001,0.02,0.018,5.0,1e-05,2.0,2.0,0.035,3.5,1e-05,0.05,0.01,0.1,0.001,0.2,0.1,0.01,0.02,0.01,0.1,0.01,0.01,0.001,1.0,0.0010616063958144482,8.709136405502231e-09,1.1447135187132965e-06,0.001125773777952955,0.00023231013326709555,1e-06,2.617578966389809e-06,0.00020336475073967001,0.018,0.0038608140505461174,1e-05,0.033756434837024785,0.033756434837024785,0.034953978184911756,0.013351957018833476,1.6359868539936308e-09,0.0005788344002474003,9.160087391968399e-07,1.267366599126469e-07,0.014992548013689584,0.2,0.4940466974813557,0.009989364372126984,0.00669323122018734,0.01,0.0005323475787254791,1.0161604321555857e-05
0.21,1.9498257285743739,0.00017423604630394587,0.010172157112668978,0.01017985085119631,0.0011264027111260366,0.05339646686290859,0.0007740699601731259,14.992066626311692,0.9986732112142366,4.937494238548681,9.738704719747887e-05,0.5,0.5,0.1,0.1,1.0,1.42,0.0,1e-06,0.016,0.001,0.02,0.018,5.0,1e-05,2.0,2.0,0.035,3.5,1e-05,0.05,0.01,0.1,0.001,0.2,0.1,0.01,0.02,0.01,0.1,0.01,0.01,0.001,1.0,0.001069223545847764,9.303589272792853e-09,1.1466611597646215e-06,0.0011264027111260366,0.00024741518575160313,1e-06,2.787776740863134e-06,0.0002035970170239262,0.018,0.0038703498008656294,1e-05,0.033774208986519325,0.033774208986519325,0.034953562392498284,0.013376880890059457,1.7423604630394588e-09,0.0005802454208170971,9.738704719747886e-07,1.2687830676320856e-07,0.014992066626311692,0.2,0.49374942385486814,0.009989332099191658,0.006694563251574914,0.01,0.0005339646686290859,1.0172157112668978e-05
0.22,1.949814999762578,0.0001849461424310343,0.010182784245857206,0.010191618817603968,0.0011268698845269072,0.05355817309924872,0.0007756573777931336,14.991584922914477,0.9986614877700983,4.934524252935098,0.00010318550625896554,0.5,0.5,0.1,0.1,1.0,1.42,0.0,1e-06,0.016,0.001,0.02,0.018,5.0,1e-05,2.0,2.0,0.035,3.5,1e-05,0.05,0.01,0.1,0.001,0.2,0.1,0.01,0.02,0.01,0.1,0.01,0.01,0.001,1.0,0.0010765092992428224,9.905377510359644e-09,1.148462832013564e-06,0.0011268698845269072,0.0002626235222520687,1e-06,2.9591382788965487e-06,0.00020383237635207937,0.018,0.003878286888965668,1e-05,0.03378713114191992,0.03378713114191992,0.034953152071953444,0.013396250499408908,1.8494614243103431e-09,0.000581416672513546,1.0318550625896555e-06,1.2698357366536853e-07,0.014991584922914478,0.2,0.49345242529350986,0.00998929982701449,0.0066958945799928575,0.01,0.0005355817309924872,1.0182784245857206e-05
0.23,1.9498041994548359,0.00019572601634627382,0.010193482774414975,0.010203541027783397,0.001127218419093265,0.053719876575354576,0.0007769910453999488,14.991102989059424,0.9986498789329642,4.93155706476696,0.00010899410952347921,0.5,0.5,0.1,0.1,1.0,1.42,0.0,1e-06,0.016,0.001,0.02,0.018,5.0,1e-05,2.0,2.0,0.035,3.5,1e-05,0.05,0.01,0.1,0.001,0.2,0.1,0.01,0.02,0.01,0.1,0.01,0.01,0.001,1.0,0.0010835343085872605,1.0514377440707663e-08,1.150161938649127e-06,0.001127218419093265,0.00027793094321170884,1e-06,3.1316162615403814e-06,0.00020407082055566794,0.018,0.003884955226999744,1e-05,0.03379649482358377,0.03379649482358377,0.03495274576265375,0.013411214877209742,1.9572601634627383e-09,0.000582397639158379,1.0899410952347923e-06,1.2706213643431198e-07,0.014991102989059424,0.2,0.49315570647669604,0.009989267555596704,0.006697225183297434,0.01,0.0005371987657535458,1.0193482774414975e-05
0.24,1.9497933299664396,0.00020657334179647599,0.010204250382420534,0.010215617406861732,0.0011274799105879913,0.05388157728478922,0.0007781232369498916,14.990620887567713,0.9986383541247743,4.92859271049171,0.00011481115948194533,0.5,0.5,0.1,0.1,1.0,1.42,0.0,1e-06,0.016,0.001,0.02,0.018,5.0,1e-05,2.0,2.0,0.035,3.5,1e-05,0.05,0.01,0.1,0.001,0.2,0.1,0.01,0.02,0.01,0.1,0.01,0.01,0.001,1.0,0.0010903540460637643,1.1130497480984e-08,1.1517903400489594e-06,0.0011274799105879913,0.0002933341453509959,1e-06,3.3051734687436158e-06,0.00020431234813723465,0.018,0.003890616184749458,1e-05,0.033803247795946643,0.033803247795946643,0.034952342394367106,0.013422683797234073,2.06573341796476e-09,0.0005832275224461423,1.1481115948194533e-06,1.2712109487795048e-07,0.014990620887567713,0.2,0.49285927104917104,0.009989235284939573,0.006698555043954056,0.01,0.0005388157728478922,1.0204250382420534e-05
0.25,1.9497823931292542,0.00021748627627955633,0.010215085237398256,0.010227848117147212,0.001127677693136089,0.05404327522094356,0.0007790956399158507,14.990138664934646,0.9986268907630681,4.925631218569162,0.00012063530179874204,0.5,0.5,0.1,0.1,1.0,1.42,0.0,1e-06,0.016,0.001,0.02,0.018,5.0,1e-05,2.0,2.0,0.035,3.5,1e-05,0.05,0.01,0.1,0.001,0.2,0.1,0.01,0.02,0.01,0.1,0.01,0.01,0.001,1.0,0.0010970123854744942,1.175367068575423e-08,1.153371617049086e-06,0.001127677693136089,0.00030883051231697,1e-06,3.4797804204729013e-06,0.00020455696234294424,0.018,0.0038954781995792537,1e-05,0.03380808997892719,0.03380808997892719,0.034951941176707385,0.013431382321772213,2.1748627627955636e-09,0.0005839375837792298,1.2063530179874205e-06,1.2716569795967314e-07,0.014990138664934646,0.2,0.4925631218569162,0.009989203015044404,0.006699884147987575,0.01,0.0005404327522094356,1.0215085237398257e-05
