Time,NADH,ATP,ADP,AMP,GLC,F6P,FBP,GAP,NAD,DPG,PEP,PYR,ACA,EtOH,P,V1,K1GLC,K1ATP,V2,K2,k2,K2ATP,k3f,k3b,V4,K4GAP,K4NAD,k5f,k5b,V6,K6PEP,K6ADP,V7,K7PYR,k8f,k8b,k9f,k9b,k10,flow,compartment,ATPflow,ADPflow,NADHflow,NADflow,GLCflow,F6Pflow,FBPflow,GAPflow,DPGflow,PEPflow,PYRflow,ACAflow,EtOHflow,AMPflow,Pflow,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10
120.0,3.942145380316122,4.503897394626128,0.09453352937879143,0.0020014318100125454,4.863006533698506,1.8683868962739232,6.493681113963374,0.3520325926797335,0.2969698675637612,3.5284251263855717,0.025935748685698787,0.053587521130403555,0.09504217883905472,27.229772535923598,8.05328232011356,0.5,0.1,0.063,1.5,0.0016,0.017,0.01,1.0,50.0,10.0,1.0,1.0,1.0,0.5,10.0,0.2,0.3,2.0,0.3,1.0,0.000143,10.0,10.0,0.05,0.011,1.0,-0.011042871340887403,0.011060131176833294,-0.040723599183477344,0.040733331456798624,0.49650692812931635,0.020552255859013154,0.07143049225359711,0.0038723585194770684,0.03881267639024129,0.00028529323554268664,0.0005894627324344391,0.001045463967229602,0.29952749789515953,2.2015749910138e-05,0.08858610552124915,0.4831669773378032,0.03699329663607213,0.2973337985226152,0.5961811112316208,0.2751485048794379,0.2750526234015543,0.3031075359169161,0.37351372790759707,0.0007765533782653489,0.09341934481369617
120.3,3.993619675093756,4.5075505786752155,0.09103496045871692,0.00184539225839731,4.866999803497868,1.9675704815553523,6.400231842309726,0.3505639061160648,0.24549848765594343,3.6011881667429138,0.026041332788347634,0.048297175811241315,0.07893540993029545,27.24211100717251,8.05547446044836,0.5,0.1,0.063,1.5,0.0016,0.017,0.01,1.0,50.0,10.0,1.0,1.0,1.0,0.5,10.0,0.2,0.3,2.0,0.3,1.0,0.000143,10.0,10.0,0.05,0.011,1.0,-0.01108305636542737,0.011098615434954115,-0.04128981642603131,0.04129951663578462,0.4964630021615234,0.021643275297108876,0.07040255026540698,0.0038562029672767127,0.03961306983417205,0.00028645466067182395,0.0005312689339236544,0.0008682895092332499,0.2996632210788976,2.029931484237041e-05,0.08861021906493197,0.48318036719407925,0.03487176056737585,0.25547922874207085,0.5116319732410807,0.26914271002404533,0.2682056787097585,0.27733314632109357,0.31428163688066624,0.0003083491650140435,0.09837852407776762
120.6,4.03410870127726,4.5092243007122805,0.08942866113213503,0.001776549818163766,4.870976419511452,2.0651013164880654,6.318679087833398,0.3492485663024671,0.2050123667390398,3.6511446195921846,0.026246041707999716,0.04658642445317341,0.07097125033123441,27.241609863567646,8.059133287646496,0.5,0.1,0.063,1.5,0.0016,0.017,0.01,1.0,50.0,10.0,1.0,1.0,1.0,0.5,10.0,0.2,0.3,2.0,0.3,1.0,0.000143,10.0,10.0,0.05,0.011,1.0,-0.011101467307835086,0.011116284727546515,-0.04173519571404986,0.04174486396587056,0.496419259385374,0.022716114481368718,0.06950546996616737,0.003841734229327138,0.04016259081551403,0.00028870645878799686,0.0005124506689849075,0.0007806837536435785,0.2996577084992441,1.9542047999801423e-05,0.08865046616411146,0.48319078114651276,0.035558828647800876,0.21995103461696086,0.4403836858693559,0.2673423303963174,0.2663984184568589,0.26883005891921546,0.28550710253335604,0.00013376179603796778,0.10325506582440327
120.9,4.061874185016669,4.5099844313996735,0.08869827113285113,0.0017453940776888538,4.874937044728132,2.1604572953357533,6.247032620984408,0.3479373865828369,0.17724977869465214,3.6827649898813437,0.026420889778572265,0.04610488240155609,0.0674202915344517,27.235248980264913,8.064224734404156,0.5,0.1,0.063,1.5,0.0016,0.017,0.01,1.0,50.0,10.0,1.0,1.0,1.0,0.5,10.0,0.2,0.3,2.0,0.3,1.0,0.000143,10.0,10.0,0.05,0.011,1.0,-0.011109828745396408,0.011124319017538636,-0.04204061603518335,0.04205025243435882,0.49637569250799046,0.023765030248693284,0.06871735883082848,0.0038273112524112056,0.04051041488869478,0.0002906297875642949,0.000507153706417117,0.0007416232068789687,0.299587738782914,1.919933485457739e-05,0.08870647207844572,0.48319980060434187,0.03750282628349491,0.1940113718796832,0.3886408632282022,0.2670759868085233,0.26627690011946953,0.2664214505247257,0.2731624175449015,4.31681507715026e-05,0.10802286476678767
121.2,4.07923848795634,4.51020248412106,0.0884883947858156,0.0017358073129466493,4.878882055457757,2.2533798123585465,6.182721018615378,0.34657569970631136,0.1598883619099589,3.701505808196136,0.026554365032045335,0.046063274365112455,0.06594915182773124,27.226499681060517,8.070709410386637,0.5,0.1,0.063,1.5,0.0016,0.017,0.01,1.0,50.0,10.0,1.0,1.0,1.0,0.5,10.0,0.2,0.3,2.0,0.3,1.0,0.000143,10.0,10.0,0.05,0.011,1.0,-0.011112227325331661,0.011126627657356029,-0.04223162336751974,0.04224122801899045,0.49633229738996465,0.02478717793594401,0.06800993120476916,0.0038123326967694246,0.040716563890157494,0.00029209801535249864,0.000506696018016237,0.0007254406701050437,0.2994914964916657,1.909388044241314e-05,0.088777803514253,0.4832079761405916,0.04027086147505101,0.1769852372694123,0.35478724499203135,0.26765752569175494,0.26697571236554324,0.2662130181228859,0.26839981072161734,-1.3535569628783661e-05,0.11266899061792733
121.5,4.089373039414179,4.51006487102034,0.0886202150215895,0.001740194434119501,4.882811710819235,2.3436973999182245,6.123590188176807,0.3451655207789922,0.14975668709848547,3.7118906374023375,0.02665963325769209,0.04621682069485914,0.0654373114928864,27.21692482596122,8.078544929094232,0.5,0.1,0.063,1.5,0.0016,0.017,0.01,1.0,50.0,10.0,1.0,1.0,1.0,0.5,10.0,0.2,0.3,2.0,0.3,1.0,0.000143,10.0,10.0,0.05,0.011,1.0,-0.01111071358122374,0.011125177634762515,-0.04234310343355596,0.042352676441916655,0.4962890711809884,0.025780671399100466,0.06735949206994488,0.003796820728568914,0.04083079701142571,0.00029325596583461294,0.0005083850276434505,0.0007198104264217503,0.2993861730855734,1.914213877531451e-05,0.08886399422003655,0.4832155837958689,0.043684273426836166,0.1666283514451612,0.3342196343158214,0.2688302087083187,0.2682176794192994,0.2669819484917094,0.2670147213319802,-5.152724405274589e-05,0.11718486999591123
121.8,4.094882234656416,4.509685433233246,0.08898435327121443,0.0017540928591263005,4.886726204294277,2.431281609491841,6.068146245200829,0.34372737233251727,0.14425035902532551,3.717080807444526,0.026749482670775235,0.04648410635521453,0.06539646264196403,27.20723362830555,8.087686827583944,0.5,0.1,0.063,1.5,0.0016,0.017,0.01,1.0,50.0,10.0,1.0,1.0,1.0,0.5,10.0,0.2,0.3,2.0,0.3,1.0,0.000143,10.0,10.0,0.05,0.011,1.0,-0.011106539765565705,0.011121172114016642,-0.04240370458122057,0.042413246050721415,0.49624601175276295,0.026744097704410247,0.06674960869720911,0.0037810010956576896,0.04088788888188979,0.00029424430937852755,0.0005113251699073597,0.0007193610890616043,0.299279569911361,1.9295021450389304e-05,0.08896455510342338,0.4832227920735074,0.04764206038806427,0.16072092066998156,0.3224770404523904,0.27044615553383455,0.2698675077986485,0.2683188377336948,0.26722958767163796,-7.808111755955305e-05,0.12156408047459205
122.1,4.097547286892365,4.509135314921534,0.08951239411470364,0.0017747738309369457,4.890625688399397,2.5160298830837475,6.015460499684927,0.3422820016077995,0.14158816451239062,3.7190949157421405,0.026832479274757525,0.04683187750613739,0.06561390887158923,27.19777930225559,8.098089075621553,0.5,0.1,0.063,1.5,0.0016,0.017,0.01,1.0,50.0,10.0,1.0,1.0,1.0,0.5,10.0,0.2,0.3,2.0,0.3,1.0,0.000143,10.0,10.0,0.05,0.011,1.0,-0.011100488464136872,0.01111536366473826,-0.04243302015581601,0.0424425301903637,0.4962031174276066,0.02767632871392122,0.06617006549653419,0.003765102017685794,0.040910044073163544,0.00029515727202233277,0.0005151506525675112,0.0007217529975874815,0.29917557232481146,1.95225121403064e-05,0.08907897983183709,0.4832297063088457,0.05208406217044147,0.15761206845284548,0.31626984838193073,0.2724094499055464,0.27184256204791096,0.27005520855163423,0.2683054179172019,-9.773343069670315e-05,0.12580149415418737
122.4,4.098486078377218,4.5084573813567435,0.09016308556703498,0.0018006240478248804,4.894510290290248,2.597854842227047,5.964999899126401,0.34084539190288105,0.14065222133560945,3.7191605625466297,0.026913842013419162,0.04724349064475678,0.06599135671486676,27.188764088647062,8.109704383896117,0.5,0.1,0.063,1.5,0.0016,0.017,0.01,1.0,50.0,10.0,1.0,1.0,1.0,0.5,10.0,0.2,0.3,2.0,0.3,1.0,0.000143,10.0,10.0,0.05,0.011,1.0,-0.011093031194924177,0.011108206058762615,-0.04244334686214939,0.04245282556530829,0.49616038680680724,0.028576403264497518,0.06561499889039041,0.003749299310931691,0.040910766188012926,0.00029605226214761074,0.0005196783970923246,0.0007259049238635344,0.29907640497511767,1.980686452607368e-05,0.08920674822285729,0.48323639004516333,0.05697956867033218,0.1562208400549725,0.31345273813841895,0.2746610371953993,0.2740925921725675,0.2721058387993724,0.26991780189989173,-0.00011345219503930415,0.12989274211135235
122.7,4.0983710123214605,4.507675900797207,0.09091304460645562,0.001830758258054802,4.898380122082205,2.6766762828567807,5.916484746249486,0.3394289869654467,0.14077012631551258,3.718004759149749,0.026996725587818456,0.04771008939036076,0.06647989974055114,27.1803213951624,8.122484372866515,0.5,0.1,0.063,1.5,0.0016,0.017,0.01,1.0,50.0,10.0,1.0,1.0,1.0,0.5,10.0,0.2,0.3,2.0,0.3,1.0,0.000143,10.0,10.0,0.05,0.011,1.0,-0.011084434908769281,0.011099956509328988,-0.04244208113553606,0.04245152861052936,0.49611781865709575,0.029443439111424587,0.06508133220874435,0.0037337188566199135,0.04089805235064724,0.000296963981466003,0.0005248109832939684,0.0007312788971460625,0.2989835353467864,2.013834083860282e-05,0.08934732810153166,0.4832428793525449,0.062320805049765914,0.1558828866300157,0.31270987447715903,0.2771688878492731,0.2765906779580675,0.2744245326559879,0.27191215064823043,-0.00012716799596283745,0.13383381414283904
123.0,4.097597918233912,4.5068030779404955,0.09175047673429775,0.0018647662476153713,4.902235287580028,2.752414934999955,5.869792223660305,0.3380410880116309,0.14154604997420128,3.7160508961448504,0.027083124920378624,0.04822752467302245,0.06705413098207542,27.17255078691522,8.136379635218692,0.5,0.1,0.063,1.5,0.0016,0.017,0.01,1.0,50.0,10.0,1.0,1.0,1.0,0.5,10.0,0.2,0.3,2.0,0.3,1.0,0.000143,10.0,10.0,0.05,0.011,1.0,-0.01107483385734545,0.011090744755922725,-0.04243357710057303,0.04244299345028379,0.4960754118366197,0.030276564284999505,0.06456771446026335,0.0037184519681279396,0.04087655985759335,0.00029791437412416484,0.0005305027714032469,0.0007375954408028296,0.2988980586560674,2.051242872376908e-05,0.0895001759874056,0.48324919247607884,0.06811846270631738,0.15620336445594507,0.31325957888576095,0.2799202859144997,0.27932686479253704,0.27698858508273855,0.2742108656070159,-0.00014015716578409665,0.13762074674999777
123.3,4.096396878233103,4.505843164136802,0.09267122128003877,0.0019025573217778032,4.906075886660246,2.824987381104719,5.824897024527582,0.3366881310559452,0.1427499102239539,3.7135414455712783,0.027174429170090927,0.048794910707984286,0.06770115711496037,27.1655348194751,8.151339714145283,0.5,0.1,0.063,1.5,0.0016,0.017,0.01,1.0,50.0,10.0,1.0,1.0,1.0,0.5,10.0,0.2,0.3,2.0,0.3,1.0,0.000143,10.0,10.0,0.05,0.011,1.0,-0.011064274805504827,0.011080616565919575,-0.042420365660564126,0.042429750987536506,0.49603316524673724,0.031074861192151908,0.0640738672698034,0.003703569441615397,0.04084895590128406,0.00029891872087100017,0.0005367440177878271,0.000744712728264564,0.29882088301422605,2.0928130539555833e-05,0.08966473685559812,0.4832553358994278,0.07439911952426338,0.15695214483031528,0.31464610719981784,0.282916563077444,0.28230384794860525,0.27979141443858985,0.27677627215358924,-0.0001533035082297296,0.14124936905523597
123.6,4.094899770437428,4.504794867846572,0.09367642969641966,0.0019442715523476446,4.909902018220354,2.894301578367279,5.78183706337615,0.33537558929047734,0.14424982897709127,3.7106110763004163,0.027271749431061396,0.04941382733922138,0.06841549641879299,27.15934830662414,8.16731301051803,0.5,0.1,0.063,1.5,0.0016,0.017,0.01,1.0,50.0,10.0,1.0,1.0,1.0,0.5,10.0,0.2,0.3,2.0,0.3,1.0,0.000143,10.0,10.0,0.05,0.011,1.0,-0.01105274354631229,0.011069559273339384,-0.04240389747481171,0.042413251881251994,0.49599107779957613,0.03183731736204007,0.06360020769713765,0.0036891314821952503,0.04081672183930458,0.00029998924374167535,0.0005435521007314351,0.0007525704606067228,0.2987528313728655,2.138698707582409e-05,0.08984044311569832,0.4832613078963462,0.08120436299515214,0.15799776877940275,0.3166084243759924,0.28616997918269055,0.285534414461643,0.28283841950678706,0.2795943649968627,-0.0001672896995249945,0.14471507891836397
123.9,4.093180460203106,4.5036526198915565,0.0947713429933301,0.001990237092724409,4.91371378233455,2.960252469764985,5.740694708289852,0.3341085905733769,0.14597194090800475,3.707329634577456,0.027376121677908177,0.05008791806729926,0.06919648850017633,27.15406413629327,8.18424662516959,0.5,0.1,0.063,1.5,0.0016,0.017,0.01,1.0,50.0,10.0,1.0,1.0,1.0,0.5,10.0,0.2,0.3,2.0,0.3,1.0,0.000143,10.0,10.0,0.05,0.011,1.0,-0.01104017881880712,0.01105751522707337,-0.04238498506223416,0.042394308650011946,0.49594914839431997,0.03256277716741483,0.06314764179118837,0.0036751944963071457,0.040780625980352016,0.0003011373384569899,0.0005509670987402918,0.0007611613735019396,0.298694705499226,2.18926080199685e-05,0.09002671287686549,0.4832671003892961,0.08859157058437557,0.15926719354343266,0.3190008646469776,0.2897023373292866,0.28904035628671765,0.2861447966774483,0.282666901046882,-0.0001827095590577893,0.14801262348824926
