NADH_1_task1,_1_task1
3.942145380316122,120.0
3.993619675093756,120.3
4.03410870127726,120.6
4.061874185016669,120.9
4.07923848795634,121.2
4.089373039414179,121.5
4.094882234656416,121.8
4.097547286892365,122.1
4.098486078377218,122.4
4.0983710123214605,122.7
4.097597918233912,123.0
4.096396878233103,123.3
4.094899770437428,123.6
4.093180460203106,123.9
4.09127775818623,124.2
4.089208823085679,124.5
4.08697658173466,124.8
4.084573483842231,125.1
4.08198309463516,125.4
4.079179958089218,125.7
4.076127801449249,126.0
4.072775855380687,126.3
4.0690522539181355,126.6
4.064852373366571,126.9
4.060017789113227,127.2
4.054296287716364,127.5
4.0472621272317015,127.8
4.038152775947721,128.1
4.025566139716354,128.4
4.007214589251315,128.7
3.981011476519244,129.0
3.948003911760248,129.3
3.9127717269560733,129.6
3.880420716833859,129.9
3.854593525827689,130.2
3.8375587488993426,130.5
3.8312516194117285,130.8
3.838616486478879,131.1
3.864025850191396,131.4
3.908159900601653,131.7
3.961351477659122,132.0
4.01009171221156,132.3
4.046942935583324,132.6
4.0714412500042245,132.9
4.08636183329309,133.2
4.094839416570579,133.5
4.099285340480502,133.8
4.101290237736403,134.1
4.101828987537368,134.4
4.101477607316952,134.7
4.100570090228444,135.0
4.099297799121204,135.3
4.097768532545473,135.6
4.096041144540785,135.9
4.094145018856367,136.2
4.092091257232624,136.5
4.0898787633346485,136.8
4.087497060921579,137.1
4.084927269719072,137.4
4.082141539788994,137.7
4.079100820920338,138.0
4.075750638151243,138.3
4.072013589734837,138.6
4.067776185484643,138.9
4.06286471113096,139.2
4.056999112280573,139.5
4.049699822353001,139.8
4.040098578811696,140.1
4.026612739168425,140.4
4.00684967381306,140.7
3.9792165502567975,141.0
3.9457192152963363,141.3
3.911308868539287,141.6
3.88078649969424,141.9
3.857372962662864,142.2
3.8431244661483643,142.5
3.84007995921258,142.8
3.851584412786376,143.1
3.8818163172875795,143.4
3.9290449160388095,143.7
3.9814924709145774,144.0
4.026658846999038,144.3
4.059284578568503,144.6
4.080239515405685,144.9
4.092638013751379,145.2
4.099469921347588,145.5
4.102891108318542,145.8
4.1042742414846405,146.1
4.104441798123192,146.4
4.103871903214789,146.7
4.102838201930667,147.0
4.101495196560685,147.3
4.099928457066802,147.6
4.098183148326041,147.9
4.096280175237087,148.2
4.0942252528767735,148.5
4.092013467761618,148.8
4.0896314035564405,149.1
4.087057551330685,149.4
4.084261180601262,149.7
4.081199594927613,150.0
4.07781313296151,150.3
4.074016464346072,150.6
4.06968306549855,150.9
4.064616657427746,151.2
4.058495345982681,151.5
4.050758359493167,151.8
4.040379992052088,152.1
4.025535787378905,152.4
4.003814477775861,152.7
3.9744629099732047,153.0
3.94058968429864,153.3
3.9073510909351787,153.6
3.8790920333893837,153.9
3.858574084481953,154.2
3.847697308134996,154.5
3.848747411894814,154.8
3.865558244883427,155.1
3.901439430131587,155.4
3.9513193951341035,155.7
4.001896197102776,156.0
4.042630076274219,156.3
4.070673259897815,156.6
4.0880503717044725,156.9
4.098018146992696,157.2
4.103315156430805,157.5
4.105803075922977,157.8
4.106629136563364,158.1
4.106466957778295,158.4
4.1057026728919475,158.7
4.104554468235935,159.0
4.103143830778342,159.3
4.101536599551968,159.6
4.099766007714469,159.9
4.097845631740592,160.2
4.095776233411213,160.5
4.0935493665319145,160.8
4.091148717729629,161.1
4.08854982655676,161.4
4.085718467470014,161.7
4.0826072508756,162.0
4.07914963948451,162.3
4.075249447509855,162.6
4.0707621192399,162.9
4.065459416783516,163.2
4.058959460112507,163.5
4.050584096595164,163.8
4.039087214612227,164.1
4.022371083699078,164.4
3.998248047567272,164.7
3.9671918768624432,165.0
3.9333409585422476,165.3
3.9017737920642515,165.6
3.876255233432744,165.9
3.85911617170583,166.2
3.852223016271858,166.5
3.858296395864865,166.8
3.881543081839526,167.1
3.923217533665574,167.4
3.9744661623117716,167.7
4.021774607402233,168.0
4.057394288653373,168.3
4.080774367515604,168.6
4.094748855673449,168.9
4.102500094487135,169.2
4.106435520160434,169.5
4.10811049148013,169.8
4.108456570635596,170.1
4.1080111943596735,170.4
4.10707853693935,170.7
4.105828400161315,171.0
4.104353980691579,171.3
4.102704318563652,171.6
4.100902502782615,171.9
4.098955716222348,172.2
4.096860397808781,172.5
4.09460476016475,172.8
4.092169415958336,173.1
4.089526577183071,173.4
4.08663777334732,173.7
4.083449662808687,174.0
4.0798866841806385,174.3
4.075838171823487,174.6
4.071134881400639,174.9
4.065504023607922,175.2
4.058478779915294,175.5
4.049214638813263,175.8
4.036175129140179,176.1
4.017042405814133,176.4
3.9902825600381497,176.7
3.9578709160939596,177.0
3.9246605906507503,177.3
3.8953447244212662,177.6
3.8730560888601597,177.9
3.8597950663704967,178.2
3.857581057857,178.5
3.8697505219880792,178.8
3.900296893714316,179.1
3.9469497945284173,179.4
3.997652705393782,179.7
4.040356570501438,180.0
4.070503102126871,180.3
4.089408953817477,180.6
4.100309198036692,180.9
4.106129139403025,181.2
4.108904586564669,181.5
4.1098961385824335,181.8
4.109840928813982,182.1
4.109157951296175,182.4
4.108081698494202,182.7
4.106741484628104,183.0
4.105206901430663,183.3
4.103513121832431,183.6
4.101674751950717,183.9
4.099693484516968,184.2
4.097561856400674,184.5
4.095264819083329,184.8
4.092779706996063,185.1
4.090074845513175,185.4
4.08710660304889,185.7
4.0838140705453325,186.0
4.080109905737849,186.3
4.075864153560624,186.6
4.070873968083524,186.9
4.064804516937845,187.2
4.057068717366821,187.5
4.046590681736921,187.8
4.031489193070731,188.1
4.009452913165068,188.4
3.980153177411203,188.7
3.9470488909193517,189.0
3.915226882170409,189.3
3.8887578823282354,189.6
3.870184228517155,189.9
3.8613452845908065,190.2
3.8646559014044897,190.5
3.884083868053468,190.8
3.92210094529745,191.1
3.9718795118043677,191.4
4.019895164766587,191.7
4.057013704870552,192.0
4.081705534707957,192.3
4.096541687220494,192.6
4.104784950185186,192.9
4.108985000160538,193.2
4.110804080020495,193.5
4.111236693444739,193.8
4.110853224790134,194.1
4.109973871571408,194.4
4.108775862187795,194.7
4.107355630033307,195.0
4.105763697876705,195.3
4.10402382170388,195.6
4.102143666688465,195.9
4.100120209764719,196.2
4.097942373229558,196.5
4.095591822628174,196.8
4.0930422829633875,197.1
4.090257475819663,197.4
4.087187297994663,197.7
4.083761179966279,198.0
4.079876417359256,198.3
4.075377132057071,198.6
4.070014341961939,198.9
4.063366138114358,199.2
4.054675152696945,199.5
4.042555496567554,199.8
4.02480369663403,200.1
3.99959069111251,200.4
3.96824845870427,200.7
3.9353376648153198,201.0
3.905684250611639,201.3
3.882629943895487,201.6
3.86825977326762,201.9
3.8644888308350804,202.2
3.87437885190044,202.5
3.9020452396475056,202.8
3.9465626709018435,203.1
3.9968555501282936,203.4
4.040284942025159,203.7
4.071357054092799,204.0
4.090948410527861,204.3
4.102252376035727,204.6
4.108283939988686,204.9
4.111166824251835,205.2
4.112217277000214,205.5
4.112201946054305,205.8
4.111553729044675,206.1
4.1105129484412455,206.4
4.109211254435103,206.7
4.107718880126897,207.0
4.106071134888611,207.3
4.104282712177604,207.6
4.102355419188568,207.9
4.100282114965608,208.2
4.098048281958524,208.5
4.095632090659577,208.8
4.0930030938043505,209.1
4.090119450099979,209.4
4.086923000902424,209.7
4.083330695015952,210.0
4.079219565056676,210.3
4.074398702579127,210.6
4.068555018600626,210.9
4.061143110307257,211.2
4.051166494997309,211.5
4.036859094281625,211.8
4.015906979137664,212.1
3.9876345918138902,212.4
3.95511677731433,212.7
3.9233834494037447,213.0
3.896635699857882,213.3
3.877523241929249,213.6
3.867887157584403,213.9
3.8700093331316947,214.2
3.88769673390691,214.5
3.9238441415970353,214.8
3.9726031326244797,215.1
4.020613403378872,215.4
