data_set_T,data_set_C1,data_set_C2,data_set_C3,data_set_I,data_set_IK,data_set_O
94.400002,0.36094826,0.1820239,0.25354883,0.19670071,0.21202002,0.06677831
95.199997,0.36131233,0.18215682,0.24816053,0.20038614,0.21584865,0.067984179
96.0,0.36159417,0.18224983,0.24289419,0.20407219,0.21967593,0.06918963
96.800003,0.36179641,0.18230426,0.23774695,0.20775799,0.22350103,0.070394389
97.599998,0.36192167,0.18232137,0.23271608,0.21144266,0.22732309,0.071598195
98.400002,0.36197251,0.18230239,0.22779888,0.21512541,0.23114134,0.0728008
99.199997,0.36195138,0.18224855,0.2229927,0.21880542,0.23495501,0.07400196
100.0,0.36186069,0.18216099,0.21829496,0.22248191,0.23876336,0.075201452
100.8,0.36170277,0.18204089,0.21370319,0.22615413,0.24256568,0.076399036
101.6,0.36147988,0.18188934,0.20921488,0.2298214,0.24636127,0.077594504
102.4,0.36119425,0.18170743,0.20482768,0.233483,0.25014946,0.07878764
103.2,0.36084804,0.1814962,0.20053923,0.23713827,0.25392964,0.07997825
104.0,0.36044335,0.1812567,0.19634725,0.24078655,0.25770116,0.081166133
104.8,0.35998225,0.18098991,0.19224949,0.24442723,0.26146343,0.082351111
105.6,0.35946667,0.1806968,0.18824381,0.24805972,0.26521587,0.083532996
106.4,0.35889858,0.18037833,0.18432805,0.25168344,0.26895797,0.084711611
107.2,0.35827985,0.18003541,0.18050013,0.25529781,0.27268913,0.085886791
108.0,0.35761231,0.17966895,0.17675805,0.25890231,0.27640891,0.08705838
108.8,0.35689777,0.17927979,0.1730998,0.26249641,0.2801168,0.088226222
109.6,0.35613793,0.1788688,0.16952345,0.26607966,0.28381228,0.089390159
110.4,0.35533449,0.17843679,0.16602711,0.26965153,0.28749496,0.090550065
111.2,0.35448909,0.17798457,0.16260895,0.2732116,0.29116437,0.091705792
112.0,0.3536033,0.17751291,0.15926716,0.27675942,0.2948201,0.092857204
112.8,0.35267875,0.17702259,0.15599994,0.28029454,0.29846174,0.094004184
113.6,0.35171685,0.17651433,0.15280563,0.28381658,0.30208892,0.095146611
114.4,0.35071912,0.17598884,0.14968252,0.28732514,0.30570129,0.096284367
115.2,0.34968698,0.17544682,0.14662898,0.29081988,0.30929846,0.09741734
116.0,0.34862185,0.17488897,0.14364338,0.29430038,0.3128801,0.098545425
116.8,0.347525,0.17431591,0.14072418,0.29776636,0.31644589,0.099668518
117.6,0.34639782,0.17372832,0.13786986,0.30121747,0.31999555,0.10078652
118.4,0.34524155,0.17312679,0.13507892,0.30465338,0.32352877,0.10189935
119.2,0.34405744,0.17251195,0.13234989,0.30807382,0.32704523,0.10300691
120.0,0.34284666,0.17188436,0.12968136,0.31147847,0.33054474,0.10410912
120.8,0.34161043,0.17124462,0.12707195,0.31486711,0.33402699,0.1052059
121.6,0.34034988,0.17059326,0.12452026,0.31823942,0.33749178,0.10629717
122.4,0.33906609,0.16993083,0.12202501,0.32159519,0.34093884,0.10738286
123.2,0.33776015,0.16925786,0.11958489,0.32493418,0.34436795,0.10846291
124.0,0.33643311,0.16857485,0.11719863,0.32825616,0.34777895,0.10953724
124.8,0.33508596,0.16788231,0.114865,0.33156094,0.35117158,0.1106058
125.6,0.3337197,0.1671807,0.11258279,0.33484828,0.35454574,0.11166853
126.4,0.33233529,0.1664705,0.11035082,0.33811802,0.35790119,0.11272537
127.2,0.33093366,0.16575214,0.10816794,0.34136999,0.36123779,0.11377627
128.0,0.32951573,0.16502608,0.10603303,0.34460399,0.36455539,0.11482119
128.8,0.32808232,0.16429275,0.10394499,0.34781986,0.36785382,0.11586007
129.60001,0.32663432,0.16355255,0.10190276,0.35101748,0.371133,0.11689289
130.39999,0.32517254,0.1628059,0.099905275,0.3541967,0.37439275,0.11791959
131.2,0.32369781,0.16205317,0.097951517,0.35735735,0.37763298,0.11894014
132.0,0.32221088,0.16129474,0.096040487,0.36049938,0.38085356,0.1199545
132.8,0.32071251,0.160531,0.094171211,0.36362264,0.38405442,0.12096265
133.60001,0.31920344,0.15976229,0.092342742,0.36672699,0.38723543,0.12196455
134.39999,0.31768435,0.15898895,0.090554141,0.36981237,0.39039657,0.12296018
135.2,0.31615597,0.15821132,0.088804498,0.3728787,0.39353767,0.12394952
136.0,0.31461895,0.15742972,0.087092929,0.37592584,0.39665875,0.12493253
136.8,0.31307393,0.15664448,0.085418567,0.37895378,0.39975968,0.12590922
137.60001,0.31152156,0.15585589,0.083780564,0.38196242,0.40284047,0.12687954
138.39999,0.30996242,0.15506427,0.082178093,0.38495171,0.40590099,0.1278435
139.2,0.30839714,0.15426987,0.080610342,0.38792157,0.40894127,0.12880106
140.0,0.30682623,0.153473,0.079076529,0.390872,0.41196123,0.12975223
140.8,0.30525032,0.15267392,0.077575877,0.39380291,0.41496086,0.13069701
141.60001,0.30366987,0.15187287,0.076107629,0.39671427,0.41794011,0.13163537
142.39999,0.30208546,0.15107013,0.07467106,0.39960605,0.42089897,0.1325673
143.2,0.30049756,0.15026595,0.073265448,0.40247825,0.42383748,0.13349281
144.0,0.29890668,0.14946052,0.071890086,0.40533081,0.42675555,0.13441189
144.8,0.29731327,0.14865413,0.070544295,0.40816376,0.4296532,0.13532455
145.60001,0.29571781,0.14784697,0.069227405,0.41097707,0.43253046,0.13623078
146.39999,0.29412073,0.14703923,0.067938752,0.41377071,0.43538731,0.13713057
147.2,0.29252246,0.14623117,0.066677712,0.41654471,0.43822378,0.13802396
148.0,0.29092339,0.14542297,0.06544365,0.41929907,0.44103989,0.13891092
148.8,0.28932396,0.1446148,0.064235955,0.42203382,0.44383562,0.13979147
149.60001,0.28772455,0.14380687,0.06305404,0.42474893,0.44661102,0.14066562
150.39999,0.28612551,0.14299938,0.061897319,0.42744443,0.44936609,0.14153336
151.2,0.28452721,0.14219247,0.060765222,0.43012038,0.4521009,0.14239472
152.0,0.28293002,0.14138632,0.059657197,0.43277675,0.45481548,0.14324972
152.8,0.28133425,0.1405811,0.058572698,0.4354136,0.45750985,0.14409834
153.60001,0.27974027,0.13977696,0.057511203,0.43803096,0.46018407,0.14494061
154.39999,0.27814832,0.13897406,0.056472186,0.44062886,0.46283817,0.14577655
155.2,0.27655879,0.13817254,0.055455144,0.44320735,0.46547219,0.14660618
156.0,0.2749719,0.13737255,0.054459587,0.44576648,0.46808621,0.1474295
156.8,0.27338797,0.13657422,0.053485025,0.44830626,0.47068027,0.14824653
157.60001,0.27180728,0.13577768,0.052530997,0.45082676,0.47325441,0.14905728
158.39999,0.27023005,0.13498306,0.051597033,0.45332804,0.47580871,0.1498618
159.2,0.26865658,0.13419048,0.05068269,0.45581016,0.47834325,0.15066007
160.0,0.2670871,0.13340007,0.049787525,0.45827314,0.48085806,0.15145214
160.8,0.26552185,0.13261193,0.04891111,0.46071708,0.48335323,0.15223803
161.60001,0.26396102,0.13182616,0.048053026,0.46314204,0.48582882,0.15301774
162.39999,0.26240486,0.13104288,0.047212865,0.46554807,0.48828489,0.15379131
163.2,0.26085359,0.1302622,0.046390221,0.46793523,0.49072152,0.15455876
164.0,0.25930738,0.12948419,0.045584708,0.4703036,0.49313882,0.15532012
164.8,0.25776646,0.12870896,0.044795945,0.47265324,0.49553686,0.1560754
165.60001,0.25623095,0.1279366,0.044023558,0.47498423,0.49791569,0.15682465
166.39999,0.25470111,0.12716718,0.043267179,0.47729665,0.50027537,0.15756787
167.2,0.25317705,0.12640081,0.042526454,0.47959059,0.50261605,0.15830509
168.0,0.25165895,0.12563755,0.041801035,0.48186612,0.50493783,0.15903635
168.8,0.25014699,0.12487746,0.041090585,0.48412329,0.50724071,0.15976168
169.60001,0.24864128,0.12412063,0.040394768,0.48636222,0.50952482,0.1604811
170.39999,0.247142,0.12336714,0.039713264,0.48858297,0.51179028,0.16119462
171.2,0.24564928,0.12261704,0.039045747,0.49078566,0.51403713,0.16190229
172.0,0.24416323,0.12187038,0.038391918,0.49297032,0.51626545,0.16260414
172.8,0.24268401,0.12112725,0.037751466,0.4951371,0.51847541,0.1633002
173.60001,0.2412117,0.12038769,0.037124101,0.49728602,0.52066708,0.16399048
174.39999,0.23974644,0.11965176,0.036509532,0.49941725,0.52284056,0.16467504
175.2,0.23828833,0.1189195,0.035907473,0.50153083,0.52499586,0.16535389
176.0,0.23683748,0.11819097,0.035317656,0.50362682,0.52713323,0.16602707
176.8,0.23539397,0.11746621,0.034739807,0.50570542,0.52925265,0.16669461
177.60001,0.23395792,0.11674527,0.03417366,0.5077666,0.53135425,0.16735654
178.39999,0.2325294,0.11602819,0.033618964,0.50981057,0.53343815,0.16801289
179.2,0.23110849,0.11531501,0.033075463,0.51183736,0.5355044,0.16866368
180.0,0.22969529,0.11460576,0.03254291,0.51384705,0.53755319,0.16930898
180.8,0.22828986,0.11390048,0.032021072,0.51583982,0.53958458,0.16994879
181.60001,0.22689226,0.11319921,0.031509709,0.51781565,0.54159868,0.17058314
182.39999,0.22550258,0.11250197,0.03100859,0.51977479,0.54359555,0.17121209
183.2,0.22412087,0.1118088,0.030517498,0.52171719,0.54557538,0.17183565
184.0,0.22274719,0.11111971,0.030036207,0.52364302,0.54753816,0.17245387
184.8,0.22138159,0.11043474,0.029564509,0.52555239,0.54948407,0.17306675
185.60001,0.22002412,0.10975391,0.029102189,0.52744538,0.55141324,0.17367437
186.39999,0.21867484,0.10907724,0.028649049,0.52932215,0.55332577,0.17427674
187.2,0.21733376,0.10840476,0.028204886,0.53118271,0.55522174,0.17487389
188.0,0.21600097,0.10773646,0.027769506,0.53302723,0.55710119,0.17546585
188.8,0.21467647,0.10707238,0.027342718,0.53485572,0.55896437,0.17605267
189.60001,0.21336031,0.10641254,0.026924334,0.53666842,0.56081128,0.17663439
190.39999,0.21205251,0.10575694,0.026514176,0.53846538,0.56264204,0.17721102
191.2,0.21075311,0.10510559,0.026112063,0.54024661,0.56445682,0.17778261
192.0,0.20946212,0.10445852,0.025717823,0.54201239,0.56625569,0.17834918
192.8,0.20817956,0.10381571,0.025331283,0.54376268,0.56803876,0.17891078
193.60001,0.20690548,0.1031772,0.024952281,0.5454976,0.56980616,0.17946744
194.39999,0.20563987,0.10254297,0.024580654,0.54721731,0.57155794,0.18001918
195.2,0.20438275,0.10191304,0.02421624,0.54892194,0.57329422,0.18056606
196.0,0.20313412,0.10128741,0.023858888,0.5506115,0.57501519,0.18110809
196.8,0.201894,0.10066608,0.023508444,0.55228615,0.57672089,0.18164532
197.60001,0.2006624,0.10004907,0.023164762,0.55394596,0.57841146,0.18217778
198.39999,0.19943933,0.099436358,0.022827694,0.55559111,0.58008695,0.18270549
199.2,0.19822478,0.098827958,0.022497103,0.55722165,0.58174753,0.18322852
200.0,0.19701876,0.098223865,0.022172848,0.55883765,0.58339328,0.18374687
200.8,0.19582126,0.097624071,0.021854794,0.56043929,0.5850243,0.18426058
201.60001,0.19463228,0.097028583,0.02154281,0.56202662,0.58664078,0.1847697
202.39999,0.19345182,0.096437395,0.021236766,0.56359977,0.58824271,0.18527424
203.2,0.19227986,0.095850497,0.020936536,0.56515884,0.58983022,0.18577427
204.0,0.19111641,0.095267884,0.020641996,0.56670392,0.59140348,0.18626979
204.8,0.18996143,0.094689555,0.020353027,0.56823516,0.59296256,0.18676084
205.60001,0.18881494,0.094115503,0.02006951,0.56975257,0.59450763,0.18724746
206.39999,0.18767691,0.09354572,0.019791329,0.57125634,0.59603864,0.18772969
207.2,0.18654732,0.092980184,0.019518374,0.57274657,0.59755588,0.18820755
208.0,0.18542616,0.092418902,0.019250533,0.57422334,0.59905934,0.18868108
208.8,0.18431343,0.091861859,0.018987698,0.57568669,0.6005491,0.18915032
209.60001,0.18320908,0.091309048,0.018729765,0.57713681,0.60202539,0.18961528
210.39999,0.1821131,0.090760447,0.018476631,0.57857382,0.60348827,0.19007602
211.2,0.18102546,0.090216048,0.018228196,0.57999772,0.60493773,0.19053257
212.0,0.17994615,0.089675844,0.017984359,0.58140868,0.60637403,0.19098493
212.8,0.17887515,0.089139819,0.017745027,0.58280683,0.60779721,0.19143319
213.60001,0.17781243,0.088607959,0.017510105,0.58419216,0.60920739,0.19187734
214.39999,0.17675795,0.08808025,0.0172795,0.58556491,0.61060458,0.19231741
215.2,0.17571169,0.087556675,0.017053124,0.58692503,0.61198902,0.19275345
216.0,0.17467362,0.087037221,0.016830886,0.58827275,0.61336076,0.19318549
216.8,0.17364372,0.086521871,0.016612705,0.58960813,0.61471987,0.19361357
217.60001,0.17262195,0.086010613,0.016398493,0.59093124,0.61606652,0.19403771
218.39999,0.17160828,0.085503429,0.016188171,0.59224218,0.61740071,0.19445793
219.2,0.17060268,0.085000299,0.015981656,0.59354109,0.61872262,0.19487429
220.0,0.16960511,0.084501207,0.015778869,0.59482801,0.62003237,0.1952868
220.8,0.16861553,0.084006138,0.015579738,0.59610307,0.62132996,0.19569549
221.60001,0.16763394,0.08351507,0.015384183,0.59736639,0.62261558,0.19610041
222.39999,0.16666026,0.083027989,0.015192133,0.59861803,0.62388927,0.19650158
223.2,0.16569448,0.082544871,0.015003515,0.59985811,0.62515116,0.19689903
224.0,0.16473657,0.082065701,0.014818261,0.60108668,0.62640136,0.19729279
224.8,0.16378646,0.081590466,0.014636301,0.60230386,0.62763995,0.1976829
225.60001,0.16284414,0.081119128,0.014457567,0.60350978,0.62886703,0.19806938
226.39999,0.16190957,0.080651686,0.014281995,0.6047045,0.63008267,0.19845226
227.2,0.1609827,0.08018811,0.014109519,0.60588807,0.63128698,0.19883157
228.0,0.16006349,0.07972838,0.013940078,0.60706067,0.63248008,0.19920735
228.8,0.15915191,0.079272479,0.01377361,0.60822237,0.63366205,0.19957963
229.60001,0.15824792,0.078820385,0.013610055,0.60937321,0.63483298,0.19994843
230.39999,0.15735146,0.078372084,0.013449353,0.61051333,0.63599294,0.20031378
231.2,0.15646252,0.077927537,0.013291449,0.61164278,0.63714206,0.20067571
232.0,0.15558103,0.077486739,0.013136285,0.61276168,0.63828045,0.20103426
232.8,0.15470695,0.077049665,0.012983807,0.61387014,0.63940817,0.20138943
233.60001,0.15384026,0.076616287,0.012833961,0.61496818,0.64052528,0.20174129
234.39999,0.15298091,0.07618659,0.012686694,0.61605597,0.6416319,0.20208985
235.2,0.15212883,0.075760551,0.012541955,0.61713356,0.64272815,0.20243512
236.0,0.15128401,0.07533814,0.012399694,0.61820102,0.64381409,0.20277715
236.8,0.15044639,0.07491935,0.012259861,0.61925846,0.64488983,0.20311595
237.60001,0.14961593,0.074504144,0.012122408,0.62030596,0.64595538,0.20345157
238.39999,0.14879258,0.074092515,0.011987288,0.62134361,0.64701092,0.20378403
239.2,0.14797631,0.073684424,0.011854456,0.62237144,0.64805651,0.20411335
240.0,0.14716707,0.073279858,0.011723865,0.62338966,0.64909226,0.20443957
240.8,0.14636481,0.072878793,0.011595473,0.62439823,0.65011817,0.2047627
241.60001,0.14556947,0.072481208,0.011469235,0.62539732,0.65113443,0.20508277
242.39999,0.14478105,0.072087072,0.011345109,0.62638694,0.65214109,0.20539983
243.2,0.14399946,0.071696378,0.011223055,0.6273672,0.65313816,0.20571388
244.0,0.14322469,0.071309082,0.011103032,0.62833822,0.65412587,0.20602496
244.8,0.14245667,0.070925184,0.010985001,0.62930006,0.65510416,0.20633309
245.60001,0.14169535,0.070544638,0.010868922,0.63025278,0.65607321,0.20663829
246.39999,0.14094071,0.070167445,0.010754758,0.6311965,0.65703303,0.20694061
247.2,0.14019269,0.06979356,0.010642471,0.63213122,0.65798372,0.20724005
248.0,0.13945125,0.069422975,0.010532025,0.63305712,0.65892541,0.20753665
248.8,0.13871634,0.069055662,0.010423386,0.63397419,0.65985817,0.20783043
249.60001,0.13798791,0.068691596,0.010316519,0.63488257,0.66078204,0.2081214
250.39999,0.13726592,0.068330757,0.010211389,0.6357823,0.66169709,0.20840962
251.2,0.13655034,0.067973122,0.010107962,0.63667351,0.66260344,0.20869508
252.0,0.1358411,0.067618661,0.010006208,0.6375562,0.6635012,0.20897783
252.8,0.13513815,0.067267366,0.0099060936,0.63843048,0.66439033,0.20925789
253.60001,0.13444148,0.0669192,0.0098075867,0.63929647,0.66527104,0.20953527
254.39999,0.13375102,0.066574149,0.0097106583,0.64015418,0.6661433,0.20981
255.2,0.13306673,0.066232182,0.0096152788,0.64100373,0.66700727,0.21008211
256.0,0.13238855,0.065893285,0.0095214173,0.64184511,0.66786295,0.21035162
256.79999,0.13171646,0.065557435,0.0094290469,0.6426785,0.66871041,0.21061856
257.60001,0.13105039,0.065224595,0.0093381386,0.64350396,0.66954982,0.21088293
258.39999,0.13039032,0.064894758,0.0092486646,0.6443215,0.67038119,0.21114478
259.20001,0.12973619,0.064567901,0.0091605997,0.64513117,0.67120463,0.21140411
260.0,0.12908795,0.064243987,0.0090739159,0.64593315,0.67202014,0.21166098
260.79999,0.12844558,0.063923009,0.0089885881,0.64672744,0.67282784,0.21191537
261.60001,0.127809,0.063604943,0.0089045912,0.6475141,0.67362779,0.21216734
262.39999,0.12717821,0.063289754,0.0088219009,0.64829326,0.67442006,0.21241687
263.20001,0.12655312,0.062977433,0.0087404931,0.64906496,0.67520475,0.21266401
264.0,0.12593371,0.062667951,0.0086603435,0.64982921,0.67598188,0.21290879
264.79999,0.12531994,0.062361289,0.0085814288,0.65058613,0.67675155,0.2131512
265.60001,0.12471175,0.062057421,0.0085037267,0.65133584,0.67751384,0.21339129
266.39999,0.1241091,0.061756328,0.0084272148,0.65207827,0.67826879,0.21362907
267.20001,0.12351196,0.061457992,0.0083518727,0.65281361,0.67901647,0.21386456
268.0,0.12292028,0.061162382,0.008277677,0.65354186,0.67975694,0.2140978
268.79999,0.12233401,0.060869481,0.0082046082,0.65426314,0.68049031,0.21432878
269.60001,0.12175312,0.06057927,0.0081326459,0.65497744,0.6812166,0.21455753
270.39999,0.12117755,0.060291726,0.0080617694,0.65568489,0.68193591,0.21478409
271.20001,0.12060726,0.060006823,0.0079919603,0.65638548,0.6826483,0.21500845
272.0,0.12004223,0.059724547,0.0079231979,0.6570794,0.68335378,0.21523066
272.79999,0.11948239,0.059444871,0.0078554638,0.65776658,0.68405247,0.21545072
273.60001,0.11892771,0.059167776,0.0077887406,0.65844715,0.68474442,0.21566865
