value_component_environment_variable_time,value_component_O2_variable_O2,value_component_O2_radical_variable_O2_radical,value_component_NADH_variable_NADH,value_component_NAD_variable_NAD,value_component_NAD_radical_variable_NAD_radical,value_component_NAD2_variable_NAD2,value_component_H2O2_variable_H2O2,value_component_Per3_variable_Per3,value_component_Per2_variable_Per2,value_component_coI_variable_coI,value_component_coII_variable_coII,value_component_coIII_variable_coIII,value_component_Ar_radical_variable_Ar_radical,value_component_ArH_variable_ArH,value_component_v1_variable_v1,value_component_v1_variable_k1,value_component_v2_variable_v2,value_component_v2_variable_k2,value_component_v3_variable_v3,value_component_v3_variable_k3,value_component_v4_variable_v4,value_component_v4_variable_k4,value_component_v5_variable_v5,value_component_v5_variable_k5,value_component_v6_variable_v6,value_component_v6_variable_k6,value_component_v7_variable_v7,value_component_v7_variable_k7,value_component_v8_variable_v8,value_component_v8_variable_k8,value_component_v9_variable_v9,value_component_v9_variable_k9,value_component_v10_variable_v10,value_component_v10_variable_k10,value_component_v11_variable_v11,value_component_v11_variable_k11,value_component_v12_variable_v12,value_component_v12_variable_k12,value_component_v13_variable_v13,value_component_v13_variable_O2eq,value_component_v13_variable_k13,value_component_v13_back_variable_v13_back,value_component_v13_back_variable_k13_,value_component_v14_variable_v14,value_component_v14_variable_k14
0.0,5.33e-06,2.6e-08,9.5e-07,0.000558,5e-10,1.2e-07,1.3e-08,5.9e-08,1e-10,8.9e-10,2.6e-08,1.31e-06,1.2e-07,0.00029988,1.51905e-11,3.0,1.3806000000000001e-08,18000000.0,4.0033979999999993e-08,150000.0,4.0543776e-08,5200.0,5.33e-08,20000000.0,2.6078e-08,17000000.0,1.3520000000000001e-08,20000000.0,2.62e-08,40000000.0,1.5e-11,60000000.0,5.31e-11,1800000.0,5.33e-11,100000.0,8e-08,8e-08,7.200000000000001e-08,1.2e-05,0.006,3.198e-08,0.006,7.979999999999999e-08,700000.0
0.1,5.3300630192396305e-06,2.5956251517919528e-08,9.501360305386225e-07,0.0005580078619585906,4.990814349472172e-10,1.2000146471859393e-07,1.0825234019029708e-08,5.937160710611192e-08,1.00017280816081e-10,8.469535963377977e-10,2.5613427148760704e-08,1.3100579948627378e-06,1.1947232477909782e-07,0.00029988052767522094,1.5192854758863143e-11,3.0,1.1568807738171878e-08,18000000.0,3.809773370793072e-08,150000.0,3.994103385449419e-08,5200.0,5.320271000002423e-08,20000000.0,2.619809424017877e-08,17000000.0,1.3474539857229997e-08,20000000.0,2.6153024957606773e-08,40000000.0,1.4944936722538402e-11,60000000.0,5.333628036535332e-11,1800000.0,5.330984097626987e-11,100000.0,8e-08,8e-08,7.200000000000001e-08,1.2e-05,0.006,3.1980378115437787e-08,0.006,7.946047229738317e-08,700000.0
0.2,5.330156074960512e-06,2.5876173032092307e-08,9.503337230817149e-07,0.0005580156645677324,4.958949064343993e-10,1.200029071411121e-07,8.892078715732522e-09,5.986056226345952e-08,1.0004511420038483e-10,8.002339657971367e-10,2.5077683841181428e-08,1.3101514748021422e-06,1.1866031442082527e-07,0.0002998813396855792,1.5196281201971532e-11,3.0,9.581126969064417e-09,18000000.0,3.5996285058772395e-08,150000.0,3.910571301782542e-08,5200.0,5.286394496146576e-08,20000000.0,2.6332358537769435e-08,17000000.0,1.3391526615735624e-08,20000000.0,2.5987897720475943e-08,40000000.0,1.4754705493654898e-11,60000000.0,5.343218626094783e-11,1800000.0,5.332560732252994e-11,100000.0,8e-08,8e-08,7.200000000000001e-08,1.2e-05,0.006,3.198093644976307e-08,0.006,7.893682886991284e-08,700000.0
0.30000000000000004,5.330249130681394e-06,2.5796094546265085e-08,9.505314156248073e-07,0.0005580234671768743,4.927083779215814e-10,1.2000434956363024e-07,6.958923412435337e-09,6.034951742080714e-08,1.0007294758468866e-10,7.535143352564757e-10,2.4541940533602153e-08,1.3102449547415468e-06,1.1784830406255272e-07,0.00029988215169593745,1.5199707755458453e-11,3.0,7.559418054758922e-09,18000000.0,3.389482502856689e-08,150000.0,3.827038765685385e-08,5200.0,5.2525168061918985e-08,20000000.0,2.6465291572546417e-08,17000000.0,1.3308769876796947e-08,20000000.0,2.5822746653225735e-08,40000000.0,1.4565692740446954e-11,60000000.0,5.3522483106160985e-11,1800000.0,5.334137418680115e-11,100000.0,8e-08,8e-08,7.200000000000001e-08,1.2e-05,0.006,3.1981494784088366e-08,0.006,7.841296070269267e-08,700000.0
0.4,5.33056508424481e-06,2.5672299887064604e-08,9.512249870458513e-07,0.0005580307754308522,4.883663522466901e-10,1.2000560787973302e-07,5.392937840788419e-09,6.077705912490376e-08,9.994421119511752e-11,7.116561606182607e-10,2.3975736365526164e-08,1.3104256040897805e-06,1.1670911206218348e-07,0.00029988329088793784,1.521170010962351e-11,3.0,5.899804236117514e-09,18000000.0,3.201206871403183e-08,150000.0,3.7387598158329074e-08,5200.0,5.2065372512124156e-08,20000000.0,2.6524877097842554e-08,17000000.0,1.3181339629827545e-08,20000000.0,2.5598710886399657e-08,40000000.0,1.4310101640404289e-11,60000000.0,5.3426647197199186e-11,1800000.0,5.327591225690827e-11,100000.0,8e-08,8e-08,7.200000000000001e-08,1.2e-05,0.006,3.198339050546886e-08,0.006,7.77116365266383e-08,700000.0
0.5,5.331651088742745e-06,2.5397477834430608e-08,9.536316840361517e-07,0.0005580363758232749,4.800324006770563e-10,1.200062301586468e-07,5.095423025841844e-09,6.099243418561525e-08,9.92745691632132e-11,6.865929832678791e-10,2.330429827582392e-08,1.3109073998464657e-06,1.1443959719107116e-07,0.00029988556040280896,1.5253294219352777e-11,3.0,5.594080563927489e-09,18000000.0,3.0884898233388655e-08,150000.0,3.634083725084629e-08,5200.0,5.118730543403242e-08,20000000.0,2.6333917920051227e-08,17000000.0,1.2900637607007882e-08,20000000.0,2.517112104854467e-08,40000000.0,1.3825866341986676e-11,60000000.0,5.270102028946484e-11,1800000.0,5.2929736476351253e-11,100000.0,8e-08,8e-08,7.200000000000001e-08,1.2e-05,0.006,3.198990653245647e-08,0.006,7.639325805281802e-08,700000.0
0.6000000000000001,5.3327370932406806e-06,2.512265578179661e-08,9.56038381026452e-07,0.0005580419762156977,4.716984491074225e-10,1.2000685243756056e-07,4.797908210895269e-09,6.120780924632675e-08,9.860492713130888e-11,6.615298059174975e-10,2.2632860186121683e-08,1.3113891956031511e-06,1.1217008231995882e-07,0.0002998878299176801,1.5294904011184584e-11,3.0,5.286050109969524e-09,18000000.0,2.975771068836936e-08,150000.0,3.529406049544072e-08,5200.0,5.0308876327585067e-08,20000000.0,2.6140946288506686e-08,17000000.0,1.2622956670612772e-08,20000000.0,2.474320998968947e-08,40000000.0,1.3349965613420862e-11,60000000.0,5.196893165055951e-11,1800000.0,5.258341524894253e-11,100000.0,8e-08,8e-08,7.200000000000001e-08,1.2e-05,0.006,3.1996422559444085e-08,0.006,7.50672327305441e-08,700000.0
0.7000000000000001,5.333823097738616e-06,2.4847833729162613e-08,9.584450780167525e-07,0.0005580475766081205,4.6336449753778873e-10,1.2000747471647433e-07,4.500393395948694e-09,6.142318430703823e-08,9.793528509940455e-11,6.364666285671159e-10,2.1961422096419444e-08,1.3118709913598363e-06,1.0990056744884648e-07,0.00029989009943255114,1.5336529485118932e-11,3.0,4.975712874243617e-09,18000000.0,2.8630506078973945e-08,150000.0,3.4247267892112356e-08,5200.0,4.943008519278211e-08,20000000.0,2.594596220320894e-08,17000000.0,1.2348296820642224e-08,20000000.0,2.4314977709834053e-08,40000000.0,1.2882399454706846e-11,60000000.0,5.123038128048317e-11,1800000.0,5.223694857468205e-11,100000.0,8e-08,8e-08,7.200000000000001e-08,1.2e-05,0.006,3.20029385864317e-08,0.006,7.373356055981652e-08,700000.0
0.8,5.3349091022365515e-06,2.4573011676528614e-08,9.608517750070529e-07,0.0005580531770005433,4.5503054596815496e-10,1.2000809699538807e-07,4.2028785810021195e-09,6.163855936774973e-08,9.726564306750023e-11,6.114034512167343e-10,2.1289984006717205e-08,1.3123527871165215e-06,1.0763105257773416e-07,0.00029989236894742226,1.537817064115582e-11,3.0,4.663068856749772e-09,18000000.0,2.750328440520243e-08,150000.0,3.320045944086121e-08,5200.0,4.8550932029623555e-08,20000000.0,2.5748965664157978e-08,17000000.0,1.2076658057096232e-08,20000000.0,2.3886424208978426e-08,40000000.0,1.2423167865844632e-11,60000000.0,5.048536917923585e-11,1800000.0,5.189033645356985e-11,100000.0,8e-08,8e-08,7.200000000000001e-08,1.2e-05,0.006,3.2009454613419306e-08,0.006,7.239224154063531e-08,700000.0
0.9,5.335995106734487e-06,2.429818962389462e-08,9.632584719973533e-07,0.000558058777392966,4.466965943985212e-10,1.2000871927430184e-07,3.905363766055546e-09,6.185393442846122e-08,9.65960010355959e-11,5.863402738663528e-10,2.0618545917014966e-08,1.312834582873207e-06,1.0536153770662183e-07,0.0002998946384622934,1.5419827479295247e-11,3.0,4.348118057487985e-09,18000000.0,2.6376045667054796e-08,150000.0,3.2153635141687275e-08,5200.0,4.767141683810938e-08,20000000.0,2.5549956671353807e-08,17000000.0,1.1808040379974801e-08,20000000.0,2.3457549487122586e-08,40000000.0,1.1972270846834217e-11,60000000.0,4.973389534681752e-11,1800000.0,5.154357888560591e-11,100000.0,8e-08,8e-08,7.200000000000001e-08,1.2e-05,0.006,3.201597064040692e-08,0.006,7.104327567300045e-08,700000.0
