data_set_T,data_set_CA,data_set_HH,data_set_HNAP,data_set_MLVA,data_set_NHVK,data_set_NK,data_set_V
20.4,0.00025865907,0.19465426,0.19674432,0.036771748,0.062548101,0.046811152,-52.870686
21.0,0.00025574138,0.19444977,0.19704214,0.036887769,0.062510587,0.046980951,-52.859737
21.6,0.00025308889,0.19424248,0.19733909,0.037000202,0.0624731,0.047134604,-52.852104
22.200001,0.00025067781,0.1940378,0.19763532,0.037107628,0.062435634,0.047272228,-52.847275
22.799999,0.000248486,0.19383997,0.19793099,0.037209012,0.062398192,0.047394242,-52.844769
23.4,0.00024649312,0.19365217,0.19822623,0.037303634,0.062360771,0.047501307,-52.844147
24.0,0.00024468033,0.19347663,0.19852112,0.037391063,0.062323373,0.047594268,-52.845016
24.6,0.00024303055,0.19331482,0.19881573,0.037471104,0.062285993,0.047674097,-52.847031
25.200001,0.00024152805,0.19316755,0.19911012,0.037543762,0.06224864,0.047741856,-52.849884
25.799999,0.00024015864,0.19303508,0.19940433,0.037609186,0.062211309,0.047798656,-52.853317
26.4,0.00023890942,0.19291724,0.1996984,0.037667666,0.062174,0.047845621,-52.857101
27.0,0.00023776876,0.19281352,0.19999233,0.037719566,0.062136713,0.047883864,-52.861061
27.6,0.00023672622,0.19272316,0.20028612,0.037765332,0.062099449,0.047914464,-52.86504
28.200001,0.00023577236,0.19264522,0.20057979,0.037805442,0.062062208,0.047938447,-52.868919
28.799999,0.00023489879,0.19257867,0.20087332,0.037840404,0.062024988,0.047956772,-52.872608
29.4,0.00023409796,0.19252236,0.20116669,0.037870731,0.061987791,0.047970336,-52.876038
30.0,0.00023336313,0.19247518,0.20145988,0.037896931,0.061950617,0.047979943,-52.879158
30.6,0.0002326883,0.19243598,0.2017529,0.037919495,0.061913464,0.047986332,-52.881947
31.200001,0.00023206812,0.19240367,0.20204571,0.037938893,0.061876331,0.047990154,-52.884384
31.799999,0.00023149779,0.19237721,0.20233828,0.037955556,0.061839223,0.047991972,-52.886463
32.400002,0.00023097305,0.19235563,0.20263061,0.037969891,0.061802138,0.047992293,-52.888199
33.0,0.00023049007,0.19233806,0.20292269,0.037982266,0.061765075,0.047991529,-52.889599
33.599998,0.00023004544,0.19232368,0.20321447,0.03799301,0.061728034,0.047990046,-52.890682
34.200001,0.00022963608,0.19231179,0.20350596,0.038002416,0.061691012,0.047988135,-52.891476
34.799999,0.00022925924,0.19230175,0.20379713,0.038010746,0.061654016,0.047986038,-52.892002
35.400002,0.00022891242,0.19229303,0.20408799,0.038018219,0.061617043,0.047983952,-52.892292
36.0,0.0002285934,0.19228517,0.20437849,0.038025029,0.061580088,0.047982018,-52.892368
36.599998,0.00022830009,0.19227777,0.20466864,0.038031332,0.061543159,0.04798035,-52.892262
37.200001,0.00022803067,0.19227052,0.20495842,0.03803727,0.061506249,0.047979027,-52.891994
37.799999,0.00022778338,0.19226317,0.20524785,0.038042951,0.061469365,0.047978103,-52.891594
38.400002,0.00022755671,0.19225551,0.2055369,0.038048461,0.061432499,0.0479776,-52.891087
39.0,0.0002273492,0.19224741,0.20582557,0.03805387,0.061395656,0.047977537,-52.890488
39.599998,0.00022715949,0.19223875,0.20611386,0.038059231,0.061358839,0.047977906,-52.889816
40.200001,0.00022698638,0.19222946,0.20640175,0.03806458,0.061322041,0.047978688,-52.889091
40.799999,0.00022682869,0.19221951,0.20668925,0.038069949,0.061285265,0.047979865,-52.888329
41.400002,0.00022668537,0.19220887,0.20697637,0.038075354,0.061248511,0.047981407,-52.887535
42.0,0.00022655541,0.19219758,0.2072631,0.038080804,0.06121178,0.047983278,-52.88673
42.599998,0.00022643789,0.19218561,0.20754944,0.038086299,0.061175067,0.047985446,-52.885914
43.200001,0.00022633192,0.19217305,0.20783538,0.038091842,0.06113838,0.047987867,-52.885098
43.799999,0.00022623668,0.19215991,0.20812093,0.038097426,0.061101716,0.047990516,-52.884289
44.400002,0.0002261514,0.19214626,0.20840609,0.038103044,0.06106507,0.047993351,-52.883492
45.0,0.00022607538,0.19213213,0.20869085,0.038108688,0.061028451,0.047996342,-52.882706
45.599998,0.00022600793,0.19211759,0.20897524,0.038114343,0.06099185,0.047999457,-52.881935
46.200001,0.00022594842,0.1921027,0.20925924,0.038120005,0.060955275,0.048002671,-52.881184
46.799999,0.00022589626,0.1920875,0.20954286,0.03812566,0.060918719,0.048005957,-52.880447
47.400002,0.0002258509,0.19207203,0.20982608,0.0381313,0.060882185,0.048009299,-52.87973
48.0,0.00022581182,0.19205637,0.21010894,0.038136914,0.060845673,0.048012674,-52.879032
48.599998,0.00022577854,0.19204053,0.2103914,0.038142495,0.06080918,0.048016064,-52.878349
49.200001,0.0002257506,0.19202456,0.2106735,0.038148038,0.060772713,0.048019458,-52.877682
49.799999,0.00022572759,0.1920085,0.2109552,0.038153537,0.060736269,0.048022848,-52.877033
50.400002,0.00022570911,0.19199237,0.21123654,0.038158983,0.060699843,0.048026219,-52.876396
51.0,0.00022569482,0.19197622,0.2115175,0.038164377,0.060663439,0.048029572,-52.875771
51.599998,0.00022568437,0.19196004,0.21179809,0.038169716,0.060627058,0.048032895,-52.875156
52.200001,0.00022567745,0.19194385,0.2120783,0.038174998,0.060590699,0.048036192,-52.87455
52.799999,0.00022567378,0.1919277,0.21235813,0.038180221,0.060554363,0.048039455,-52.873955
53.400002,0.00022567308,0.19191156,0.2126376,0.038185388,0.060518049,0.048042681,-52.873367
54.0,0.00022567512,0.19189547,0.2129167,0.038190495,0.060481757,0.048045881,-52.872784
54.599998,0.00022567966,0.19187942,0.21319544,0.038195547,0.060445484,0.048049044,-52.872204
55.200001,0.00022568651,0.19186342,0.2134738,0.038200542,0.060409233,0.048052177,-52.871632
55.799999,0.00022569546,0.19184747,0.21375179,0.03820549,0.060373005,0.048055284,-52.871059
56.400002,0.00022570635,0.19183159,0.21402942,0.038210385,0.060336798,0.048058361,-52.870491
57.0,0.00022571901,0.19181575,0.21430667,0.038215231,0.060300615,0.048061412,-52.869926
57.599998,0.00022573328,0.19179997,0.21458356,0.038220037,0.06026445,0.04806444,-52.869358
58.200001,0.00022574906,0.19178423,0.2148601,0.038224798,0.060228311,0.048067447,-52.868793
58.799999,0.00022576618,0.19176856,0.21513624,0.038229518,0.06019219,0.048070438,-52.868233
59.400002,0.00022578456,0.19175293,0.21541205,0.038234204,0.060156092,0.048073411,-52.867668
60.0,0.00022580409,0.19173734,0.21568747,0.038238857,0.060120016,0.048076373,-52.867104
60.599998,0.00022582467,0.19172178,0.21596254,0.03824348,0.060083959,0.048079319,-52.866539
61.200001,0.0002258462,0.19170628,0.21623725,0.038248073,0.060047928,0.048082255,-52.865978
61.799999,0.00022586861,0.19169082,0.21651158,0.038252641,0.060011916,0.048085183,-52.865414
62.400002,0.00022589184,0.19167538,0.21678555,0.038257182,0.059975926,0.048088107,-52.864849
63.0,0.00022591581,0.19165997,0.21705917,0.038261704,0.059939958,0.04809102,-52.864285
63.599998,0.00022594046,0.19164459,0.21733242,0.038266204,0.059904013,0.04809393,-52.863716
64.199997,0.00022596572,0.19162925,0.21760531,0.038270686,0.059868086,0.048096836,-52.863152
64.800003,0.00022599156,0.19161391,0.21787784,0.038275152,0.059832182,0.048099738,-52.862587
65.400002,0.00022601793,0.19159861,0.21815,0.038279604,0.0597963,0.048102636,-52.862019
66.0,0.00022604478,0.19158332,0.2184218,0.038284041,0.05976044,0.04810553,-52.861454
66.599998,0.00022607206,0.19156806,0.21869326,0.038288463,0.059724603,0.048108425,-52.860889
67.199997,0.00022609976,0.19155282,0.21896434,0.038292874,0.059688784,0.048111316,-52.860321
67.800003,0.00022612781,0.19153757,0.21923506,0.038297273,0.059652988,0.04811421,-52.859756
68.400002,0.00022615622,0.19152236,0.21950543,0.038301665,0.059617214,0.048117097,-52.859192
69.0,0.00022618493,0.19150716,0.21977544,0.038306046,0.059581462,0.048119988,-52.858624
69.599998,0.00022621392,0.19149198,0.22004509,0.038310416,0.059545729,0.048122875,-52.858059
70.199997,0.00022624318,0.19147681,0.22031438,0.038314782,0.059510019,0.048125759,-52.857494
70.800003,0.00022627266,0.19146165,0.22058333,0.038319137,0.05947433,0.048128646,-52.85693
71.400002,0.00022630238,0.19144651,0.22085191,0.038323484,0.059438661,0.048131529,-52.856365
72.0,0.0002263323,0.19143139,0.22112013,0.038327824,0.059403017,0.048134409,-52.855801
72.599998,0.00022636238,0.19141628,0.221388,0.038332161,0.059367392,0.048137289,-52.855236
73.199997,0.00022639264,0.19140118,0.22165552,0.038336486,0.05933179,0.048140168,-52.854675
73.800003,0.00022642304,0.19138609,0.22192268,0.038340807,0.059296206,0.048143044,-52.854111
74.400002,0.00022645359,0.19137102,0.22218949,0.038345125,0.059260648,0.04814592,-52.85355
75.0,0.00022648426,0.19135597,0.22245593,0.038349431,0.059225108,0.048148792,-52.852989
75.599998,0.00022651504,0.19134092,0.22272202,0.038353737,0.059189588,0.048151664,-52.852428
76.199997,0.00022654592,0.1913259,0.22298777,0.038358033,0.059154093,0.048154533,-52.851868
76.800003,0.00022657689,0.19131088,0.22325316,0.038362324,0.059118617,0.048157398,-52.851311
77.400002,0.00022660794,0.19129588,0.22351821,0.038366612,0.059083164,0.048160262,-52.85075
78.0,0.00022663908,0.1912809,0.2237829,0.038370892,0.059047733,0.048163123,-52.850193
78.599998,0.00022667026,0.19126593,0.22404723,0.038375169,0.05901232,0.048165984,-52.849636
79.199997,0.00022670152,0.19125098,0.22431122,0.038379442,0.05897693,0.048168842,-52.849075
79.800003,0.00022673282,0.19123603,0.22457486,0.038383707,0.058941562,0.048171695,-52.848522
80.400002,0.00022676418,0.19122112,0.22483815,0.038387969,0.058906212,0.048174545,-52.847965
81.0,0.00022679557,0.1912062,0.22510108,0.038392223,0.058870886,0.048177395,-52.847408
81.599998,0.00022682699,0.19119132,0.22536367,0.038396478,0.058835581,0.048180241,-52.846855
82.199997,0.00022685845,0.19117643,0.22562592,0.038400721,0.058800295,0.048183084,-52.846302
82.800003,0.00022688994,0.19116157,0.22588781,0.038404964,0.058765031,0.048185926,-52.845745
83.400002,0.00022692143,0.19114672,0.22614935,0.038409203,0.05872979,0.048188765,-52.845192
84.0,0.00022695297,0.19113189,0.22641055,0.038413435,0.058694571,0.0481916,-52.844643
84.599998,0.0002269845,0.19111708,0.2266714,0.038417663,0.058659371,0.048194434,-52.84409
85.199997,0.00022701605,0.19110227,0.22693191,0.038421888,0.058624193,0.048197262,-52.843536
85.800003,0.0002270476,0.19108748,0.22719207,0.038426109,0.058589034,0.048200089,-52.842987
86.400002,0.00022707916,0.19107272,0.22745189,0.038430322,0.058553897,0.048202917,-52.842438
87.0,0.00022711072,0.19105797,0.22771135,0.038434535,0.058518782,0.048205737,-52.841885
87.599998,0.00022714229,0.19104323,0.22797048,0.038438741,0.05848369,0.048208557,-52.841335
88.199997,0.00022717385,0.19102851,0.22822927,0.038442943,0.058448616,0.048211377,-52.84079
88.800003,0.00022720541,0.19101378,0.2284877,0.038447142,0.058413565,0.04821419,-52.84024
89.400002,0.00022723696,0.19099909,0.2287458,0.038451336,0.058378533,0.048217002,-52.839691
90.0,0.00022726851,0.19098441,0.22900355,0.038455527,0.058343522,0.048219811,-52.839146
90.599998,0.00022730006,0.19096975,0.22926097,0.038459711,0.058308534,0.048222616,-52.8386
91.199997,0.00022733158,0.1909551,0.22951803,0.038463894,0.058273565,0.048225421,-52.838055
91.800003,0.0002273631,0.19094047,0.22977476,0.038468074,0.058238618,0.048228223,-52.837509
92.400002,0.00022739462,0.19092587,0.23003115,0.038472246,0.058203693,0.048231021,-52.836964
93.0,0.00022742611,0.19091126,0.23028719,0.038476419,0.058168788,0.048233818,-52.836418
93.599998,0.00022745758,0.19089667,0.2305429,0.038480584,0.058133904,0.048236612,-52.835873
94.199997,0.00022748904,0.1908821,0.23079826,0.038484748,0.058099039,0.048239402,-52.835331
94.800003,0.0002275205,0.19086754,0.23105329,0.038488906,0.058064196,0.048242189,-52.834789
95.400002,0.00022755194,0.190853,0.23130798,0.03849306,0.058029376,0.048244976,-52.834244
96.0,0.00022758335,0.19083847,0.23156233,0.038497213,0.057994574,0.048247758,-52.833702
96.599998,0.00022761474,0.19082397,0.23181634,0.03850136,0.057959795,0.048250541,-52.833164
97.199997,0.00022764613,0.19080947,0.23207001,0.038505502,0.057925038,0.048253316,-52.832623
97.800003,0.00022767749,0.19079499,0.23232336,0.038509641,0.0578903,0.048256092,-52.832081
98.400002,0.00022770882,0.19078052,0.23257636,0.03851378,0.057855584,0.048258867,-52.831543
99.0,0.00022774015,0.19076608,0.23282903,0.038517911,0.057820886,0.048261635,-52.831001
99.599998,0.00022777145,0.19075164,0.23308136,0.038522039,0.057786211,0.048264403,-52.830463
100.2,0.00022780272,0.19073722,0.23333335,0.038526163,0.057751555,0.048267171,-52.829926
100.8,0.00022783398,0.19072281,0.23358501,0.038530286,0.057716921,0.048269931,-52.829388
101.4,0.00022786522,0.19070843,0.23383634,0.038534403,0.057682309,0.048272692,-52.82885
102.0,0.00022789644,0.19069405,0.23408733,0.038538516,0.057647716,0.048275448,-52.828316
102.6,0.00022792764,0.19067968,0.234338,0.038542625,0.057613146,0.048278205,-52.827778
103.2,0.00022795881,0.19066535,0.23458833,0.038546734,0.057578593,0.048280958,-52.827244
103.8,0.00022798996,0.19065101,0.23483831,0.038550835,0.057544064,0.048283707,-52.82671
104.4,0.00022802109,0.19063669,0.23508798,0.038554933,0.057509553,0.048286453,-52.826176
105.0,0.00022805219,0.1906224,0.2353373,0.038559031,0.057475064,0.048289198,-52.825642
105.6,0.00022808327,0.19060811,0.2355863,0.038563121,0.057440598,0.04829194,-52.825108
106.2,0.00022811432,0.19059384,0.23583497,0.038567208,0.05740615,0.048294682,-52.824574
106.8,0.00022814536,0.19057958,0.23608331,0.038571294,0.057371724,0.048297416,-52.824043
107.4,0.00022817637,0.19056535,0.23633131,0.038575374,0.057337318,0.048300151,-52.823509
108.0,0.00022820735,0.19055112,0.23657899,0.038579453,0.057302933,0.048302885,-52.822979
108.6,0.00022823832,0.1905369,0.23682635,0.038583525,0.057268567,0.048305612,-52.822449
109.2,0.00022826926,0.19052272,0.23707336,0.038587593,0.057234224,0.048308339,-52.821918
109.8,0.00022830018,0.19050853,0.23732005,0.038591661,0.057199899,0.048311066,-52.821388
110.4,0.00022833108,0.19049436,0.23756641,0.038595725,0.057165597,0.048313785,-52.820858
111.0,0.00022836194,0.19048022,0.23781244,0.038599782,0.057131313,0.048316505,-52.820332
111.6,0.00022839278,0.19046608,0.23805816,0.038603839,0.057097051,0.048319221,-52.819801
112.2,0.0002284236,0.19045195,0.23830354,0.038607888,0.057062812,0.048321936,-52.819275
112.8,0.0002284544,0.19043784,0.23854859,0.038611937,0.057028588,0.048324648,-52.818748
113.4,0.00022848517,0.19042376,0.23879333,0.038615983,0.05699439,0.048327357,-52.818222
114.0,0.00022851591,0.19040968,0.23903774,0.038620021,0.05696021,0.048330065,-52.817696
114.6,0.00022854663,0.19039561,0.23928182,0.038624059,0.056926049,0.048332766,-52.817169
115.2,0.00022857734,0.19038156,0.23952557,0.038628094,0.056891911,0.04833547,-52.816647
115.8,0.00022860801,0.19036753,0.239769,0.038632125,0.056857795,0.048338167,-52.81612
116.4,0.00022863866,0.19035351,0.24001211,0.038636152,0.056823697,0.048340864,-52.815598
117.0,0.00022866928,0.19033951,0.24025489,0.038640171,0.056789618,0.048343558,-52.815075
117.6,0.00022869988,0.19032551,0.24049735,0.038644191,0.056755561,0.048346248,-52.814552
118.2,0.00022873045,0.19031154,0.24073949,0.038648207,0.056721523,0.048348937,-52.81403
118.8,0.000228761,0.19029759,0.24098131,0.038652219,0.056687508,0.048351623,-52.813507
119.4,0.00022879153,0.19028364,0.2412228,0.038656227,0.056653515,0.048354309,-52.812984
120.0,0.00022882203,0.19026971,0.24146397,0.038660232,0.05661954,0.048356988,-52.812466
120.6,0.0002288525,0.19025579,0.24170484,0.038664233,0.056585584,0.048359666,-52.811947
121.2,0.00022888296,0.19024189,0.24194537,0.038668234,0.05655165,0.048362345,-52.811424
121.8,0.00022891338,0.190228,0.24218558,0.038672227,0.056517735,0.048365016,-52.810905
122.4,0.00022894378,0.19021413,0.24242547,0.038676217,0.056483842,0.048367687,-52.810387
123.0,0.00022897415,0.19020027,0.24266505,0.038680203,0.056449968,0.048370358,-52.809868
123.6,0.00022900451,0.19018643,0.24290431,0.038684189,0.056416113,0.048373021,-52.809353
124.2,0.00022903483,0.1901726,0.24314325,0.038688168,0.05638228,0.048375685,-52.808834
124.8,0.00022906515,0.19015878,0.24338186,0.038692143,0.056348469,0.048378348,-52.808319
125.4,0.00022909541,0.19014499,0.24362016,0.038696118,0.056314677,0.048381004,-52.8078
126.0,0.00022912567,0.1901312,0.24385814,0.038700085,0.056280904,0.048383661,-52.807285
126.6,0.00022915591,0.19011743,0.24409582,0.038704053,0.056247152,0.048386317,-52.80677
127.2,0.0002291861,0.19010368,0.24433316,0.038708013,0.05621342,0.048388965,-52.806255
127.8,0.00022921628,0.19008994,0.2445702,0.038711973,0.05617971,0.048391614,-52.805744
128.39999,0.00022924643,0.19007622,0.24480693,0.038715925,0.056146018,0.048394259,-52.805229
129.0,0.00022927657,0.19006249,0.24504332,0.038719878,0.056112349,0.048396904,-52.804718
129.60001,0.00022930666,0.1900488,0.24527942,0.038723826,0.056078698,0.048399545,-52.804203
130.2,0.00022933674,0.19003512,0.2455152,0.038727771,0.056045067,0.048402183,-52.803692
130.8,0.00022936681,0.19002144,0.24575067,0.038731713,0.056011457,0.04840482,-52.803181
131.39999,0.00022939683,0.19000779,0.24598581,0.038735647,0.055977866,0.04840745,-52.80267
132.0,0.00022942683,0.18999416,0.24622065,0.038739581,0.055944297,0.048410084,-52.802158
132.60001,0.00022945681,0.18998052,0.24645516,0.038743511,0.055910747,0.04841271,-52.801651
133.2,0.00022948677,0.18996692,0.24668938,0.038747437,0.055877216,0.048415337,-52.80114
133.8,0.00022951671,0.18995333,0.24692328,0.03875136,0.055843707,0.048417959,-52.800632
134.39999,0.00022954661,0.18993974,0.24715687,0.038755283,0.055810217,0.048420582,-52.800121
135.0,0.00022957649,0.18992616,0.24739015,0.038759198,0.055776749,0.048423201,-52.799614
135.60001,0.00022960635,0.18991262,0.24762312,0.03876311,0.055743299,0.048425816,-52.799107
136.2,0.00022963618,0.18989907,0.24785577,0.038767017,0.055709872,0.048428427,-52.798599
136.8,0.00022966598,0.18988556,0.24808812,0.038770922,0.05567646,0.048431039,-52.798096
137.39999,0.00022969577,0.18987204,0.24832016,0.038774826,0.05564307,0.048433647,-52.797588
138.0,0.00022972553,0.18985854,0.24855189,0.038778722,0.055609703,0.048436254,-52.797085
138.60001,0.00022975526,0.18984506,0.24878331,0.038782619,0.055576354,0.048438858,-52.796577
139.2,0.00022978496,0.1898316,0.24901442,0.038786508,0.055543024,0.048441458,-52.796074
139.8,0.00022981464,0.18981814,0.24924523,0.038790397,0.055509716,0.048444059,-52.79557
140.39999,0.0002298443,0.1898047,0.24947572,0.038794279,0.055476427,0.048446652,-52.795067
141.0,0.00022987394,0.18979128,0.24970591,0.038798161,0.055443157,0.048449248,-52.794563
141.60001,0.00022990354,0.18977787,0.24993579,0.038802039,0.055409908,0.048451837,-52.794064
142.2,0.00022993312,0.18976447,0.25016537,0.038805913,0.055376679,0.048454426,-52.79356
142.8,0.00022996269,0.18975109,0.25039464,0.038809784,0.055343471,0.048457012,-52.79306
143.39999,0.00022999222,0.18973772,0.25062361,0.038813647,0.055310279,0.048459597,-52.792557
144.0,0.00023002173,0.18972437,0.25085226,0.03881751,0.055277113,0.048462179,-52.792057
144.60001,0.00023005121,0.18971102,0.25108063,0.038821369,0.055243962,0.048464756,-52.791557
145.2,0.00023008068,0.1896977,0.25130868,0.038825225,0.055210833,0.048467331,-52.791058
145.8,0.0002301101,0.18968439,0.25153643,0.038829081,0.055177722,0.048469905,-52.790562
146.39999,0.00023013953,0.1896711,0.25176385,0.038832929,0.05514463,0.048472475,-52.790062
147.0,0.00023016891,0.18965781,0.251991,0.038836773,0.055111561,0.048475046,-52.789566
147.60001,0.00023019827,0.18964455,0.25221786,0.038840614,0.05507851,0.048477612,-52.789066
148.2,0.00023022761,0.18963128,0.25244439,0.038844455,0.055045482,0.048480175,-52.78857
148.8,0.00023025692,0.18961805,0.25267062,0.038848288,0.055012472,0.048482738,-52.788074
149.39999,0.0002302862,0.18960482,0.25289655,0.038852122,0.054979481,0.048485298,-52.787579
150.0,0.00023031546,0.1895916,0.25312218,0.038855948,0.054946508,0.048487853,-52.787083
150.60001,0.00023034471,0.18957841,0.25334752,0.038859773,0.054913558,0.048490405,-52.786591
151.2,0.00023037392,0.18956523,0.25357255,0.038863592,0.054880626,0.048492957,-52.786095
151.8,0.00023040311,0.18955205,0.25379726,0.03886741,0.054847714,0.048495509,-52.785603
152.39999,0.00023043227,0.1895389,0.2540217,0.038871225,0.054814823,0.048498053,-52.785107
153.0,0.0002304614,0.18952575,0.25424585,0.038875036,0.054781951,0.048500597,-52.784615
153.60001,0.00023049052,0.18951263,0.25446966,0.038878839,0.054749098,0.048503138,-52.784122
154.2,0.00023051961,0.18949951,0.25469321,0.038882643,0.054716263,0.048505679,-52.78363
154.8,0.00023054869,0.18948641,0.25491646,0.038886443,0.054683451,0.048508216,-52.783138
155.39999,0.00023057772,0.18947333,0.25513938,0.038890243,0.054650657,0.048510749,-52.78265
156.0,0.00023060673,0.18946026,0.25536203,0.038894035,0.054617886,0.048513282,-52.782158
156.60001,0.00023063572,0.18944719,0.25558436,0.038897824,0.054585129,0.048515812,-52.78167
157.2,0.00023066469,0.18943416,0.25580642,0.038901608,0.054552395,0.048518337,-52.781181
157.8,0.00023069364,0.18942112,0.25602818,0.038905393,0.054519679,0.048520863,-52.780693
158.39999,0.00023072255,0.18940811,0.25624964,0.038909171,0.054486986,0.048523385,-52.780205
159.0,0.00023075145,0.1893951,0.2564708,0.038912944,0.054454312,0.048525903,-52.779716
159.60001,0.00023078031,0.18938212,0.25669166,0.038916718,0.054421656,0.048528422,-52.779228
160.2,0.00023080916,0.18936914,0.25691223,0.038920488,0.054389019,0.048530936,-52.778744
160.8,0.00023083798,0.18935618,0.2571325,0.038924251,0.0543564,0.048533451,-52.778255
161.39999,0.00023086678,0.18934323,0.2573525,0.038928013,0.054323804,0.048535958,-52.777771
162.0,0.00023089554,0.18933029,0.2575722,0.038931772,0.054291226,0.048538465,-52.777287
162.60001,0.00023092428,0.18931738,0.25779158,0.038935527,0.054258667,0.048540972,-52.776802
163.2,0.00023095301,0.18930447,0.25801069,0.038939279,0.05422613,0.048543476,-52.776318
163.8,0.00023098171,0.18929158,0.25822949,0.038943026,0.054193608,0.048545975,-52.775833
164.39999,0.00023101037,0.18927871,0.25844803,0.03894677,0.054161109,0.048548471,-52.775349
165.0,0.00023103903,0.18926585,0.25866625,0.03895051,0.054128632,0.048550967,-52.774868
165.60001,0.00023106765,0.189253,0.25888419,0.038954247,0.05409617,0.048553459,-52.774384
166.2,0.00023109624,0.18924016,0.25910184,0.03895798,0.05406373,0.048555952,-52.773903
166.8,0.00023112482,0.18922734,0.25931922,0.038961712,0.054031305,0.04855844,-52.773422
167.39999,0.00023115336,0.18921453,0.25953627,0.038965438,0.053998906,0.048560925,-52.772942
168.0,0.0002311819,0.18920173,0.25975305,0.038969163,0.053966522,0.04856341,-52.772461
168.60001,0.00023121039,0.18918896,0.25996953,0.038972881,0.053934157,0.048565891,-52.77198
169.2,0.00023123887,0.18917619,0.26018575,0.038976599,0.053901814,0.048568368,-52.7715
169.8,0.00023126732,0.18916343,0.26040167,0.038980313,0.05386949,0.048570845,-52.771023
170.39999,0.00023129575,0.18915069,0.26061729,0.038984019,0.053837184,0.048573319,-52.770546
171.0,0.00023132416,0.18913797,0.26083261,0.038987726,0.0538049,0.048575789,-52.770065
171.60001,0.00023135253,0.18912525,0.26104766,0.038991429,0.053772632,0.048578259,-52.769588
172.2,0.00023138088,0.18911256,0.26126242,0.038995128,0.053740386,0.048580725,-52.769112
172.8,0.00023140921,0.18909986,0.2614769,0.038998824,0.053708158,0.048583187,-52.768635
173.39999,0.00023143752,0.1890872,0.26169109,0.039002519,0.05367595,0.04858565,-52.768162
174.0,0.00023146579,0.18907455,0.26190498,0.039006207,0.053643759,0.048588108,-52.767685
174.60001,0.00023149405,0.1890619,0.26211861,0.039009891,0.053611591,0.048590563,-52.767208
