CDK1_active_1_task1,_1_task1
0.0,0.0
0.019999999999988013,0.2
0.039999999986414465,0.4
0.059999998650272654,0.6
0.07999995597639184,0.8
0.09999992262709903,1.0
0.11999976643011799,1.2
0.13999921158897288,1.4
0.1599970272619029,1.6
0.17999059034518292,1.8
0.19997335253854562,2.0
0.21993147794534537,2.2
0.23983751337387677,2.4
0.25964076664552493,2.6
0.2792536519975914,2.8
0.2985345167409145,3.0
0.3172718800081952,3.2
0.33517586762005697,3.4
0.35189603601267616,3.6
0.3670684545876652,3.8
0.3803894246569018,4.0
0.3916871422423248,4.2
0.40095408839258456,4.4
0.4083335394426843,4.6
0.41406471820020246,4.8
0.418427829963401,5.0
0.421699253796029,5.2
0.4241217872059228,5.4
0.4259015367732867,5.6
0.42720021766861727,5.8
0.42814367645485096,6.0
0.4288266539492696,6.2
0.42931992530536894,6.4
0.42967554634990807,6.6
0.4299315853411103,6.8
0.430115775917415,7.0
0.4302481907410713,7.2
0.4303433271765351,7.4
0.4304116734133631,7.6
0.430460785709079,7.8
0.4304960194228511,8.0
0.4305212917781903,8.2
0.4305394418731581,8.4
0.4305524585575982,8.6
0.43056178790992566,8.8
0.4305684798293829,9.0
0.43057332880417853,9.2
0.43057686654647737,9.4
0.4305793095039136,9.6
0.43058114123236846,9.8
0.43058241539465164,10.0
0.43058331725266297,10.2
0.4305839336279269,10.4
0.4305843859202173,10.6
0.43058471265923626,10.8
0.4305849559071956,11.0
0.43058513572123003,11.2
0.4305852657235428,11.4
0.4305853612352359,11.6
0.4305854289745571,11.8
0.4305854786282739,12.0
0.43058551424187497,12.2
0.4305855401896436,12.4
0.43058555921074215,12.6
0.43058557289105565,12.8
0.4305855829874128,13.0
0.43058559020441145,13.2
0.43058559550124864,13.4
0.43058560288501213,13.6
0.4305856091454564,13.8
0.430585614271097,14.0
0.43058561826193387,14.2
0.43058562111796694,14.4
0.4305856228391964,14.6
0.4305856234256221,14.8
0.4305856228772441,15.0
0.4305856211940624,15.2
0.4305856192045362,15.4
0.43058561999717926,15.6
0.4305856205030027,15.8
0.43058562072200635,16.0
0.43058562065419015,16.2
0.4305856202995543,16.4
0.43058561965809866,16.6
0.4305856187298233,16.8
0.4305856175147282,17.0
0.43058561601281325,17.2
0.4305856148557596,17.4
0.43058561442296184,17.6
0.43058561399016404,17.8
0.4305856135573663,18.0
0.43058561312456856,18.2
0.4305856126917708,18.4
0.430585612258973,18.6
0.4305856118261753,18.8
0.4305856113933776,19.0
0.4305856109605798,19.2
0.43058561077666774,19.4
0.430585610763754,19.6
0.4305856107508403,19.8
0.4305856107379266,20.0
