data_set_value_component_environment_variable_time,data_set_value_component_kinetic_constants_variable_k11,data_set_value_component_kinetic_constants_variable_k11_,data_set_value_component_kinetic_constants_variable_k71,data_set_value_component_kinetic_constants_variable_k72,data_set_value_component_kinetic_constants_variable_k12,data_set_value_component_kinetic_constants_variable_k12_,data_set_value_component_kinetic_constants_variable_k51,data_set_value_component_kinetic_constants_variable_k52,data_set_value_component_kinetic_constants_variable_k41,data_set_value_component_kinetic_constants_variable_k31,data_set_value_component_kinetic_constants_variable_k32,data_set_value_component_kinetic_constants_variable_k42,data_set_value_component_kinetic_constants_variable_k22,data_set_value_component_kinetic_constants_variable_k22_,data_set_value_component_kinetic_constants_variable_k21,data_set_value_component_kinetic_constants_variable_k21_,data_set_value_component_PB_variable_PB,data_set_value_component_A1_variable_A1,data_set_value_component_A2_variable_A2,data_set_value_component_PC1_variable_PC1,data_set_value_component_PD1_variable_PD1,data_set_value_component_PE1_variable_PE1,data_set_value_component_PF1_variable_PF1,data_set_value_component_PG1_variable_PG1,data_set_value_component_PC2_variable_PC2,data_set_value_component_PD2_variable_PD2,data_set_value_component_PE2_variable_PE2,data_set_value_component_PF2_variable_PF2,data_set_value_component_kreset1_variable_kreset1
0.0,110.0,25.0,0.1,60.0,110.0,0.2,7.0,0.0,60.0,500.0,50.0,70.0,100.0,17.0,100.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,35.0
0.1,110.0,25.0,0.1,60.0,110.0,0.2,7.0,0.0,60.0,500.0,50.0,70.0,100.0,17.0,100.0,0.2,0.8228892969218762,0.0031580349272623764,0.0008247636944915234,0.0035533851458357897,0.000777623686072468,0.013183608750617462,0.28335300131189506,0.0604425012301645,0.005336322758731445,0.014926963017447866,0.1,0.11662534664802364,35.0
0.2,110.0,25.0,0.1,60.0,110.0,0.2,7.0,0.0,60.0,500.0,50.0,70.0,100.0,17.0,100.0,0.2,1.6947786794082504,1.3850504787562592e-06,1.5501739320079844e-07,5.383468625144006e-06,1.2728009699403914e-06,0.00013799797401371197,0.15124310240831648,0.037167155297679555,9.962728958381327e-05,0.000356381730816917,0.1,0.1166665636606836,35.0
0.30000000000000004,110.0,25.0,0.1,60.0,110.0,0.2,7.0,0.0,60.0,500.0,50.0,70.0,100.0,17.0,100.0,0.2,2.490242706559131,-4.184485946081105e-07,-1.454297455144774e-07,3.200422582806908e-07,5.489202407765607e-08,3.7294064234429465e-07,0.07443929433796523,0.018650439397726787,2.0974528196199352e-06,7.204114019828917e-06,0.1,0.11666666640161466,35.0
0.4,110.0,25.0,0.1,60.0,110.0,0.2,7.0,0.0,60.0,500.0,50.0,70.0,100.0,17.0,100.0,0.2,3.2375540671105227,3.076990897563259e-08,1.1043987466985316e-08,-1.1293158647007895e-08,-1.2602354125886298e-08,9.390941267571655e-08,0.03659776829304181,0.009181439027903875,3.7368645984784054e-08,1.6626927747782398e-07,0.1,0.11666666666600768,35.0
0.5,110.0,25.0,0.1,60.0,110.0,0.2,7.0,0.0,60.0,500.0,50.0,70.0,100.0,17.0,100.0,0.2,3.9608260229433907,1.2086563685172012e-08,8.424393186754214e-09,8.061174764889437e-09,2.5350778309094966e-09,-1.6100588202990183e-08,0.01799297924006782,0.004514344943371618,1.4979262859425875e-09,-2.6365717350326874e-09,0.1,0.11666666666666775,35.0
0.6000000000000001,110.0,25.0,0.1,60.0,110.0,0.2,7.0,0.0,60.0,500.0,50.0,70.0,100.0,17.0,100.0,0.2,4.672267725899899,-1.284526782588629e-07,-1.097163870076048e-07,9.856446437462425e-08,1.0760775667946352e-08,-3.400602301344024e-08,0.008845999727131643,0.0022194244421715487,7.869770723245163e-08,-8.380522334053559e-09,0.1,0.1166666666666667,35.0
0.7000000000000001,110.0,25.0,0.1,60.0,110.0,0.2,7.0,0.0,60.0,500.0,50.0,70.0,100.0,17.0,100.0,0.2,5.377893100863314,-1.5445984311770957e-08,-1.6167615787473868e-08,2.2307685237391253e-08,1.1396972255388914e-08,-4.4504712673729533e-10,0.004349028474692525,0.0010911552461649735,2.333775806453419e-08,1.4011742846309623e-08,0.1,0.11666666666666667,35.0
0.8,110.0,25.0,0.1,60.0,110.0,0.2,7.0,0.0,60.0,500.0,50.0,70.0,100.0,17.0,100.0,0.2,6.080658679830361,-9.022998331624546e-09,-1.0012802822902022e-08,7.86582929274685e-09,6.457318150382529e-10,5.911938561981962e-10,0.0021381755189925065,0.0005364595359143427,8.653431728725036e-09,1.736732399213223e-09,0.1,0.11666666666666667,35.0
0.9,110.0,25.0,0.1,60.0,110.0,0.2,7.0,0.0,60.0,500.0,50.0,70.0,100.0,17.0,100.0,0.2,6.782018214007888,-7.426877622661966e-08,-8.746976788565622e-08,7.423187830614731e-08,1.9200099087468852e-08,2.18422240958293e-09,0.001051189748215883,0.0002637471508297841,8.226622533858398e-08,2.2884033241407433e-08,0.1,0.11666666666666667,35.0
1.0,110.0,25.0,0.1,60.0,110.0,0.2,7.0,0.0,60.0,500.0,50.0,70.0,100.0,17.0,100.0,0.2,7.48268685929383,-4.045855577306985e-08,4.1087214295341745e-08,3.510164189676126e-08,1.3175814613189794e-09,-3.285252736408233e-08,0.0005168402456598516,0.0001296719202867121,-2.9252354869651668e-08,-5.582029674144886e-08,0.1,0.11666666666666667,35.0
