Time,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,compartment_0,reaction_0,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32,reaction_33,reaction_34,reaction_35,reaction_36,reaction_37,reaction_38,reaction_39,reaction_40,reaction_41,reaction_42,reaction_43,reaction_44,reaction_45,reaction_46,reaction_47,reaction_48,reaction_49,reaction_50,reaction_51,reaction_52,reaction_53,reaction_54,reaction_55,reaction_56
2.42,2.1126850428193937,0.32907881697930214,0.03126511944452412,0.1295586526806352,0.017538026598813775,0.015462034700109402,0.002385791398327366,0.012529963924301777,0.0018411139879472946,0.0009269003094176843,3.7242043592531566e-06,8.282345690579655e-07,4.456388565877672e-07,0.011474450213490068,9.577922620894296e-08,5.3923654508303465e-09,0.013160415355751257,0.0013206854271190537,0.00021613731560065765,1.0,1.7999999159123934,0.676059213702206,0.042253700856387875,0.34508100788641705,0.21143959251118763,0.04947851104035009,0.00030924069400218803,0.020561651225124027,0.011045849549387221,0.10691778929447775,0.015035956709162131,0.01047251358645487,0.017537183231547942,2.4341923129952944e-05,8.884748880305233e-06,3.865083984949944e-06,2.8011079447674184e-06,1.9155845241788594e-09,0.0006253023888904824,0.00022948900426980137,0.09800797351993794,1.063153858874723e-06,0.00025059927848603556,5.665789675148387e-08,1.093050067502083,0.07443296093839367,0.08820248877045495,3.6822279758945896e-05,0.0003507605319762755,1.8538006188353687e-05,4.771582796654732e-05,1.656469138115931e-08,7.448408718506314e-08,4.4696957960706554e-07,0.006581576339586043,0.2831428750809968,0.15972941012312575,0.11051741360126274,1.0784730901660693e-10,2.8759281887493325e-08,0.002591173053612704,0.047636599237983454,0.041173381672714414,0.004660395482114409,0.005510326621996891,1.9155826894485823e-07,8.912777131755345e-09,1.6564554187795318e-06,0.0712785261963185,0.00026320830711502516,0.050964864460868536,0.022372706104777134,0.0009700934154549801,0.01928515419074791,2.6413708542381074e-05,0.0005759512264284299,4.322746312013153e-06
2.43,2.1193286082725296,0.3306850591473706,0.031401810830359096,0.13046242856028945,0.01787228444059432,0.01569580503872371,0.002434214582194579,0.012715474517504325,0.001870745133389453,0.0009423411262108316,3.868923705065622e-06,8.622860506278328e-07,4.6461817740094833e-07,0.011552585402412462,1.0008822056276314e-07,5.676728689058074e-09,0.013361888518930153,0.0013417023475028782,0.00022005910641898513,1.0,1.7999999128331856,0.6781851546472095,0.042386572165450595,0.3463486627894426,0.21236307589378073,0.05022657612391587,0.0003139161007744742,0.02094669584735452,0.011268237027283244,0.10834709138713361,0.015258569421005189,0.010646424219093628,0.017818905219003943,2.5200021829808847e-05,9.230001174937524e-06,4.02399000349506e-06,2.9092916930921183e-06,2.0017644112552626e-09,0.000628036216607182,0.00023105170804824923,0.0993181671048725,1.1084325156703585e-06,0.0002543094903500865,5.94798700391715e-08,1.0935958023528511,0.07551582117727448,0.08945525955078269,3.741490266778906e-05,0.0003574456888118864,1.8846822524216633e-05,4.868429164389158e-05,1.7245721012556656e-08,7.737847410131244e-08,4.670782067961394e-07,0.006613701182947413,0.28426348140656366,0.16071573982061982,0.11124207543478476,1.135345737811615e-10,3.027588576874977e-08,0.002609248571205789,0.04779509602177266,0.04142471592473776,0.004752737339029105,0.005601263745404505,2.0017624077268892e-07,9.292363548018968e-09,1.7245572306392306e-06,0.07223139425808908,0.00026723777037860306,0.05171986635460995,0.02271521048218126,0.0009853382354347087,0.019590684870442677,2.6834046950057565e-05,0.0005863941458781229,4.401182128379703e-06
2.44,2.125965405448788,0.3322919134644967,0.03153836049062325,0.13136790562058986,0.018211037169990243,0.01593180597506735,0.002483333956870111,0.012902716470155295,0.001900680644543027,0.0009579479597442999,4.018404573961835e-06,8.975300296852153e-07,4.842910425109798e-07,0.011630807846391663,1.0456454028825128e-07,5.9743502120926686e-09,0.013565303373586144,0.0013629327744005334,0.00022402825736412025,1.0,1.7999999096604165,0.6803089297436122,0.042519308108975765,0.3476137561393378,0.21328636852336144,0.05098177912021552,0.000318636119501347,0.021336661889888683,0.011493749074168428,0.1097872434128312,0.015483259764186352,0.010822186571946836,0.01810350418251982,2.6083330863258534e-05,9.586612777952054e-06,4.188460940966096e-06,3.021007242165076e-06,2.0912908057650257e-09,0.000630767209812465,0.00023261615692783327,0.10063830646176197,1.1553657480050386e-06,0.0002580543294031059,6.242542992306093e-08,1.09413811492497,0.07660777918975674,0.09071821604670892,3.8013612890860544e-05,0.0003642207433998049,1.9158959194886e-05,4.9666679137402214e-05,1.7950600593704307e-08,8.036809147923669e-08,4.879676845981172e-07,0.006645838269289934,0.28538200325251867,0.16170235414588646,0.11196718251416941,1.1948700424185336e-10,3.186320049662117e-08,0.0026273581124117975,0.04795309957184919,0.04167597841770027,0.004846317661592111,0.005693150340929687,2.091288619018695e-07,9.685820850219596e-09,1.7950439483119484e-06,0.07319149560855415,0.0002713060674717229,0.05248139827177791,0.023061015735096443,0.0010007349165747786,0.019899276105902558,2.7258655488010667e-05,0.0005969628977786528,4.480565147282405e-06
2.45,2.1325954697521663,0.3338993807524734,0.031674768616616694,0.1322750781034426,0.018554318199009646,0.016170045534013557,0.0025331549655618945,0.013091696074777805,0.0019309217075211473,0.0009737215336085808,4.172774358408053e-06,9.340007432011832e-07,5.046784462532086e-07,0.011709116645582019,1.092136129113904e-07,6.28576528930165e-09,0.013770666549938243,0.0013843775485641602,0.00022804501881026296,1.0,1.7999999063918497,0.6824305503206932,0.042651909395043326,0.34887629606257636,0.21420947336060164,0.051744145708843385,0.00032340091068027116,0.02173157776344151,0.011722407589311491,0.11123824791700111,0.015710035289733366,0.01099980821381938,0.018390990883383168,2.6992438879614706e-05,9.954887595108974e-06,4.3586565649772845e-06,3.136348108225159e-06,2.1842722582278082e-09,0.0006334953723323339,0.00023418233291164038,0.1019683939239177,1.2040036415238706e-06,0.00026183392149555613,6.549922783740691e-08,1.0946770393414287,0.07770883900721287,0.09199136139858614,3.8618434150422944e-05,0.0003710863639801929,1.9474430672171618e-05,5.066309931123789e-05,1.8680014864023664e-08,8.345548716816105e-08,5.09663341379239e-07,0.006677987615049468,0.2864984461922963,0.16268924173704052,0.11269272556017793,1.25715305786033e-10,3.352408084052713e-08,0.002645501562068852,0.0481106121535565,0.04192716582920039,0.004941143118853043,0.005785989773296506,2.1842698727077643e-07,1.0093568925064172e-08,1.8679840394175552e-06,0.07415883194466741,0.00027541333099876487,0.05324946464575445,0.02341013313489501,0.001016284031327223,0.02021093881251618,2.7687550971283206e-05,0.0006076581387884007,4.560900376205259e-06
2.46,2.139218836248553,0.3355074618563769,0.03181103540225937,0.13318394035869704,0.01890216096754115,0.01641053172295117,0.0025836830485920395,0.01328241961743131,0.0019614695040025493,0.0009896625697114515,4.332163104545553e-06,9.717332061217071e-07,5.258018952599303e-07,0.011787510912358178,1.1404101011271678e-07,6.611528237734365e-09,0.013977984650460155,0.0014060375085593597,0.00023210964026754147,1.0,1.7999999030252123,0.684550027599537,0.04278437672497106,0.35013629066881424,0.2151323933416227,0.05251370151344375,0.0003282106344590234,0.022131471690562416,0.011954234384304109,0.11270010698624562,0.015938903540917572,0.011179296685113263,0.018681376032846166,2.7927944596245205e-05,1.0335135862241616e-05,4.5347402733756174e-06,3.255409725532471e-06,2.2808202022543356e-09,0.0006362207080451874,0.00023575021824716357,0.10330843140405849,1.2543975040350372e-06,0.0002656483923486262,6.870606261124155e-08,1.0952126092573224,0.0788190041930521,0.0932746982547979,3.922939008005099e-05,0.000378043219350823,1.979325139422903e-05,5.167366097184079e-05,1.9434664122434143e-08,8.664326209091107e-08,5.321911782206132e-07,0.006710149237127538,0.28761281580367926,0.16367639140301224,0.11341869542367512,1.322305647546873e-10,3.5261483157475646e-08,0.002663678807173941,0.048267636021792605,0.04217827489369409,0.005037220290420252,0.005879785383152285,2.2808176011869046e-07,1.0516037905198605e-08,1.9434475271184495e-06,0.07513340465749709,0.0002795596930092031,0.054024069564036874,0.023762573905782264,0.0010319861507404712,0.020525683854244282,2.8120750171187195e-05,0.0006184805230743664,4.6421928053508295e-06
2.47,2.1458355396792257,0.3371161576422665,0.03194716104377145,0.13409448684011996,0.0192545989441897,0.016653272533292657,0.0026349236430360428,0.013474893378801376,0.001992325211434446,0.00100577178843524,4.496703608987651e-06,1.0107632431161738e-06,5.476834312815828e-07,0.01186598977084137,1.190524547913395e-07,6.9522137459906046e-09,0.014187264251142565,0.0014279134909424697,0.00023622237041230385,1.0,1.7999998995581907,0.6866673726973522,0.042916710793584514,0.35139374804906365,0.2160551313777652,0.05329047210653651,0.0003330654506658531,0.022536371703986282,0.012189251180414272,0.1141728222456115,0.01616987205456165,0.01136065949952392,0.018974670294001277,2.889045688645951e-05,1.0727674376141427e-05,4.71687924238161e-06,3.3782895146774876e-06,2.38104909582679e-09,0.0006389432208754291,0.00023731979541682742,0.10465842039181056,1.3065999199529535e-06,0.0002694978675760275,7.205088591934183e-08,1.0957448578687374,0.07993827784929725,0.09456822877850207,3.984650422868892e-05,0.000385091978883794,2.01154357687048e-05,5.269847286072086e-05,2.0215264862323478e-08,8.993407217975302e-08,5.555779018832075e-07,0.00674232315284533,0.2887251176661711,0.164663792118218,0.11414508308097797,1.390442749198121e-10,3.707847245269168e-08,0.0026818897368023993,0.04842417342071266,0.042429302400663414,0.005134555664892975,0.0059745404878955456,2.3810462611327662e-07,1.0953668625631656e-08,2.021506053592201e-06,0.07611521483040767,0.0002837452850228513,0.05480521677282714,0.024118349226942358,0.0010478418445890542,0.0208435220460618,2.8558269818849396e-05,0.0006294307023910466,4.724447408246077e-06
2.48,2.1524456144166013,0.3387254690045228,0.03208314574068096,0.13500671211877552,0.019611665622821357,0.016898275935617005,0.0026868821838162,0.013669123630777125,0.0020234900024748022,0.001022049907827118,4.666531087324747e-06,1.0511273779459953e-06,5.703455516817329e-07,0.011944552358449056,1.242537964750392e-07,7.308412236431754e-09,0.014398511897387542,0.0014500063296623118,0.00024038345697932815,1.0,1.7999998959884347,0.6887825966133124,0.04304891228833203,0.35264867628140156,0.21697769035610803,0.05407448299397442,0.0003379655187123401,0.022946305640053517,0.0124274796126061,0.11565639488407144,0.01640294835693255,0.011543904134850708,0.019270884276427338,2.9880595020796322e-05,1.1132825703680076e-05,4.905243910294078e-06,3.505086649187105e-06,2.4850759295007842e-09,0.0006416629148136193,0.00023889104716898112,0.10601836197706549,1.3606645606234388e-06,0.00027338247261554253,7.553879525683357e-08,1.09627381791684,0.08106666259385856,0.09587195462409555,4.046980004949605e-05,0.00039223331245642713,2.0440998156542362e-05,5.3737643676324e-05,2.1022547558919905e-08,9.333062174649495e-08,5.798508100546345e-07,0.006774509380090455,0.2898353573692135,0.16565143303610153,0.11487187964793003,1.461682447286351e-10,3.897819764474024e-08,0.0027001342423755106,0.048580226584957094,0.04268024519925658,0.0052331556410613505,0.0060702583768175765,2.485072841703433e-07,1.1406911033634658e-08,2.1022326587489665e-06,0.07710426325604763,0.0002879702379477508,0.0555929096616172,0.02447747022555882,0.0010638516809381182,0.02116446414513273,2.9000126593246235e-05,0.0006405093257916707,4.807669139586563e-06
2.49,2.1590490944934824,0.3403353968609332,0.03221898969514501,0.1359206108742363,0.019973394524624655,0.017145549882907726,0.002739564102950901,0.013865116638760618,0.0020549650453944865,0.0010384976440427603,4.8417833888631726e-06,1.0928629045625585e-06,5.938112605367696e-07,0.012023197824869386,1.2965102713059392e-07,7.680732838470303e-09,0.014611734106732893,0.001472316856450373,0.0002445931468304386,1.0,1.7999998923135532,0.6908957102379144,0.04318098188986965,0.3539010834270759,0.21790007313905208,0.054865759625304725,0.00034291099765815453,0.023361301138471506,0.012668941225095319,0.11715082564440872,0.01663813996651274,0.011729038037920391,0.019570028539960316,3.089898871323657e-05,1.1550918694060988e-05,5.100008309258959e-06,3.6359022068758307e-06,2.5930205426118783e-09,0.0006443797939029002,0.00024046395649738773,0.10738825684070799,1.416646306230336e-06,0.0002773023327752124,7.917504270846394e-08,1.096799521697756,0.08220416057522589,0.09718587695229837,4.109930090788973e-05,0.0003994678904924931,2.0769952880855208e-05,5.4791282059018026e-05,2.185725809125117e-08,9.683566777726346e-08,6.050378651301694e-07,0.006806707937218665,0.2909435405066117,0.1666393034785918,0.11559907637012648,1.5361465676940605e-10,4.0963907423065523e-08,0.002718412217484726,0.04873579773893563,0.04293110019467847,0.005333026525605466,0.00616694231362014,2.5930171807384696e-07,1.1876225210735392e-08,2.1857019223996027e-06,0.07810055042960581,0.0002922346821346579,0.056387151273326636,0.02483994798144592,0.0010800162264281233,0.02148852085634885,2.9446337129007462e-05,0.0006517170398091365,4.891862936608772e-06
2.5,2.165646013608953,0.3419459421516646,0.032354693111805895,0.1368361778928419,0.02033981919840166,0.0173951023112208,0.002792974829387669,0.01406287866215855,0.0020867515041770347,0.001055115711384614,5.022601037464344e-06,1.1360079003049457e-06,6.181040781244512e-07,0.012101925331853763,1.352502841029031e-07,8.069803936348534e-09,0.01482693736940711,0.001494845900896507,0.0002488516859668638,1.0,1.799999888531116,0.6930067243548649,0.043312920272179055,0.3551509775296809,0.2188222825641949,0.05566432739590657,0.00034790204622441604,0.02378138564003598,0.012913657469582859,0.11865611482428597,0.016875454394590258,0.011916068624945233,0.019872113595589224,3.1946278230577136e-05,1.1982288576202176e-05,5.301350126837658e-06,3.7708391987216946e-06,2.705005682058062e-09,0.000647093862236118,0.00024203850663707526,0.10876810525559549,1.474601268431039e-06,0.000281257573243171,8.296503880325873e-08,1.0973220010703875,0.08335077347529848,0.09850999643300593,4.173503008354069e-05,0.0004067963839680332,2.110231422769228e-05,5.585949658775338e-05,2.2720158006098914e-08,1.0045202074928688e-07,6.31167707928175e-07,0.006838918843033292,0.29204967267534515,0.1676273929332514,0.11632666462072556,1.6139607872697068e-10,4.3038953169472473e-08,0.002736723557856838,0.04889088909673108,0.04318186434721296,0.005434174531913985,0.006264595536546878,2.70500202353514e-07,1.2362081562489025e-08,2.271989990624104e-06,0.07910407654952399,0.0002965387473881422,0.05718794430634031,0.025205793527992085,0.0010963360463304601,0.021815702833297004,2.989691801793014e-05,0.0006630544884871437,4.977033719337276e-06
2.51,2.1722364051339325,0.34355710583829235,0.03249025619765491,0.13775340806606015,0.020710973220833713,0.017646941140315727,0.0028471197888446445,0.01426241595484789,0.0021188505386140724,0.0010719048223343307,5.209127269875285e-06,1.1806012382623922e-06,6.432480498121708e-07,0.012180734053021247,1.410578528684305e-07,8.476273681926058e-09,0.015044128148853178,0.0015175942905201105,0.0002531593195407863,1.0,1.7999998846386533,0.6951156496428584,0.04344472810267865,0.3563983666143889,0.21974432144420986,0.05647021164901033,0.0003529388228063145,0.024206586384321056,0.013161649703525841,0.12017226227742664,0.01711489914581747,0.012105003281815246,0.02017714990631055,3.302311450339801e-05,1.2427277050132118e-05,5.509450763676517e-06,3.91000259597536e-06,2.8211570573686098e-09,0.0006498051239530982,0.00024361468106042495,0.1101579070876411,1.5345868115598771e-06,0.00028524831909695783,8.691435635708814e-08,1.0978412874640409,0.08450650251206764,0.09984431324798808,4.237701077228145e-05,0.0004142194644166743,2.1438096446686612e-05,5.694239577689289e-05,2.3612024765247844e-08,1.0418254539750571e-07,6.582696705389878e-07,0.006871142116765847,0.29315375947444744,0.1686156910505533,0.11705463589837471,1.6952547363852116e-10,4.5206791692988517e-08,0.002755068161321203,0.04904550286201347,0.043432534671289026,0.005536605778927139,0.006363221258480527,2.821153077910652e-07,1.2864960996243416e-08,2.3611746004682137e-06,0.08011484151828444,0.00030088256297706355,0.05799529111644799,0.025575017853050403,0.001112811704599774,0.022146020679160175,3.035188581040221e-05,0.000674522313409171,5.063186390815726e-06
2.52,2.178820302116735,0.34516888890283043,0.03262567916189615,0.13867229638884765,0.021086890196746987,0.017901074274286416,0.002902004403652057,0.01446373476564141,0.0021512633044007247,0.0010888656875851937,5.401508074059089e-06,1.2266825996367216e-06,6.692677549452098e-07,0.01225962317366295,1.470801697886443e-07,8.900810507467185e-09,0.015263312882252283,0.0015405628508412931,0.00025751629186689015,1.0,1.7999998806336548,0.6972224966773553,0.0435764060423347,0.3576432586871934,0.2206661925667253,0.057283437677716535,0.0003580214854857283,0.024636930407367134,0.013412939188407347,0.1216992674147432,0.017356481718769693,0.012295849364390193,0.020485147887982422,3.4130159237727706e-05,1.2886232378383276e-05,5.724495391175073e-06,4.053499357269188e-06,2.941603395772886e-09,0.000652513583237923,0.000245192463473259,0.11155766179684795,1.5966615738314079e-06,0.0002892746953128282,9.102873437576736e-08,1.0983574118859014,0.0856713484423214,0.10118882709360932,4.302526608801449e-05,0.00042173780393493977,2.1777313751703873e-05,5.8040088073041136e-05,2.453365199273443e-08,1.0803016148118179e-07,6.863737891737619e-07,0.006903377778056608,0.2942558065038916,0.16960418764117316,0.11778298182514077,1.780162101493437e-10,4.747098796472409e-08,0.002773445927776953,0.04919964122795553,0.043683108234552355,0.005640326289988308,0.0064628226670402815,2.94159906926398e-07,1.3385355098904197e-08,2.453335104638604e-06,0.08113284494316214,0.00030526625764504565,0.05880919371880149,0.02594763189982888,0.0011294437639262785,0.022479484947617815,3.0811257016825866e-05,0.0006861211537274427,5.150325837337803e-06
2.53,2.185397737301988,0.3467812923450681,0.03276096221557072,0.13959283795314997,0.021467603763165345,0.018157509604443397,0.002957634092343164,0.014666841340626905,0.002183990953197901,0.0011059990167604642,5.599892414092343e-06,1.2742925415582682e-06,6.961883570027424e-07,0.012338591889885722,1.5332383833866646e-07,9.344106875732109e-09,0.01548449798288961,0.001563752405678252,0.0002619228464959863,1.0,1.799999876513569,0.6993272759366361,0.04370795474603976,0.35888566173286146,0.2215878986947945,0.058104030734218874,0.00036315019208886794,0.025072444543698176,0.013667547086858767,0.12323712919727207,0.017600209608752287,0.012488614206508264,0.020796117909863885,3.5268084958835325e-05,1.3359509922468542e-05,5.9466732679339435e-06,4.201438588472777e-06,3.066476766773329e-09,0.0006552192443114144,0.00024677183779771446,0.11296736843083274,1.6608855869954014e-06,0.0002933368268125381,9.531408712880712e-08,1.0988704049293978,0.08684531157467201,0.1025435371960597,4.367981906395802e-05,0.0004293520752633069,2.2119980335209284e-05,5.9152681846863285e-05,2.5485850831165362e-08,1.1199784828184686e-07,7.155108798975284e-07,0.006935625846901362,0.29535581936153343,0.17059287266808337,0.11851169413835033,1.868821375146422e-10,4.9835235118352044e-08,0.0027918567590629996,0.049353306376877695,0.04393358215484848,0.005745341991231946,0.006563402928705277,3.066472065140657e-07,1.3923767140054848e-08,2.5485526071007463e-06,0.08215808613151472,0.0003096899596577922,0.05962965379671918,0.026323646570912337,0.0011462327859442071,0.02281610614702894,3.127504811356504e-05,0.0006978516463571443,5.238456929919726e-06
2.54,2.1919687431569748,0.348394317178969,0.03289610557104791,0.14051502793870146,0.021853147595467297,0.0184162550134468,0.003014014269106042,0.014871741926547366,0.0022170346326761976,0.0011233055195127954,5.804432558707581e-06,1.3234725957082992e-06,7.240356766796304e-07,0.012417639407388869,1.5979565282190849e-07,9.806884828511969e-09,0.01570768984354359,0.0015871637775703201,0.0002663792263231263,1.0,1.799999872275803,0.701429997810232,0.0438393748631395,0.3601255837121955,0.22250944256769467,0.05893201604302976,0.00036832510026893597,0.025513155430722738,0.013925494459147437,0.12478584612425257,0.017846090311856837,0.012683305132275847,0.02111007029497942,3.643757501822543e-05,1.384747292661579e-05,6.1761781999634174e-06,4.3539317762942135e-06,3.1959130564381698e-09,0.0006579221114209583,0.00024835278814777737,0.1143870256138982,1.7273204506853693e-06,0.0002974348385309473,9.97765163715525e-08,1.0993802967829587,0.08802839178824422,0.10390844233343924,4.434069265352395e-05,0.00043706295190934594,2.2466110390255908e-05,6.028028538212084e-05,2.6469451914165985e-08,1.1608865117415163e-07,7.457126492967742e-07,0.006967886343579381,0.2964538036389895,0.17158173623581996,0.11924076467906873,1.961376965702394e-10,5.23033840422863e-08,0.002810300558774029,0.04950650047974693,0.044183953596067756,0.005851658709721686,0.006664965195165866,3.195907949516198e-07,1.4480713533592609e-08,2.646910160285994e-06,0.08319056408283504,0.0003141537968708718,0.06045667271425404,0.0267030727340241,0.0011631793315270058,0.02315589474643545,3.1743275551406404e-05,0.0007097144262624097,5.327584526462525e-06
2.55,2.1985333518263634,0.35000796443813403,0.03303110944280029,0.1414388616298756,0.022243555393244942,0.018677318367373442,0.003071150344578021,0.015078442764139142,0.0022503954867372877,0.0011407859029474348,6.015283409932534e-06,1.3742650697392617e-06,7.528360437942825e-07,0.012496764943781687,1.665025498645098e-07,1.0289884184879268e-08,0.015932894830002327,0.001610797786988654,0.00027088567336300837,1.0,1.7999998679177234,0.7035306725844364,0.04397066703652727,0.3613630325662764,0.22343082689855698,0.05976741877559502,0.00037354636734746884,0.025959089489926975,0.014186802265807121,0.12634541626484921,0.01809413131696697,0.012879929426999996,0.02142701532216968,3.7639323968786405e-05,1.4350490916071718e-05,6.413207613959191e-06,4.511092310428315e-06,3.330050997290196e-09,0.0006606221888560058,0.0002499352988756337,0.11581663157611181,1.7960289791162295e-06,0.00030156885528278285,1.0442229619122663e-07,1.099887117233065,0.08922058849619746,0.10528354079094639,4.500790973474576e-05,0.0004448711078648988,2.2815718058948697e-05,6.142300689156043e-05,2.7485301394785236e-08,1.203056681986507e-07,7.770114681197434e-07,0.007000159288762681,0.29754976492795376,0.17257076860771206,0.11997018541324606,2.0579768369758536e-10,5.487938043701454e-08,0.0028287772325975118,0.04965922569713328,0.04443421977521479,0.005959282174130846,0.006767512588099377,3.330045452679606e-07,1.505672087588565e-08,2.7484923679079668e-06,0.0842302775098995,0.00031865789660004656,0.06129025149218584,0.027085921211003956,0.0011802839602457198,0.023498861163968016,3.221595573977308e-05,0.000721710125856637,5.4177134672601675e-06
2.56,2.2050915951589456,0.35162223517215,0.033165974046887745,0.14236433440634033,0.022638860886573648,0.018940707519916822,0.003129047725290025,0.015286950091567856,0.0022840746555568402,0.001158440872742047,6.232602837183818e-06,1.426713147547207e-06,7.826163715983563e-07,0.012575967727340516,1.7345163253092382e-07,1.0793868186047723e-08,0.01616011928450767,0.0016346552527660156,0.0002754424288599387,1.0,1.7999998634366534,0.7056293104508626,0.044101831903178915,0.3625980162136846,0.2243520543751839,0.060610264063733835,0.00037881415039833647,0.026410272931428745,0.014451491364087295,0.127915837246229,0.018344340109881428,0.013078494349714417,0.021746963226446137,3.8874037570486416e-05,1.4868940494075999e-05,6.6579630252090186e-06,4.673035721107712e-06,3.4690326506184767e-09,0.0006633194809377549,0.00025151935454681033,0.11725618414237661,1.8670753783621239e-06,0.00030573900183135714,1.0925788520089556e-07,1.1003908956727977,0.09042190066486372,0.10666883038350257,4.568149311113681e-05,0.00045277721773147295,2.316881745484094e-05,6.25809545058005e-05,2.853426295094414e-08,1.2465205674367636e-07,8.094404838150665e-07,0.007032444703443001,0.29864370881601643,0.17355996019496026,0.12069994841999988,2.1587736372095446e-10,5.756729492100855e-08,0.0028472866881268065,0.0498114841786987,0.044684377958178666,0.006068218012882316,0.006871048205652198,3.4690266335351475e-07,1.5652327431967125e-08,2.8533855854671156e-06,0.08527722483081934,0.00032320238569015345,0.062130390820884264,0.027472202783663042,0.001197547230668837,0.023845015772949764,3.269310505532031e-05,0.0007338393752934236,5.508848577198774e-06
2.57,2.2116435047151697,0.3532371304453682,0.033300699600785855,0.14329144174070035,0.023039097836837136,0.019206430313350596,0.0031877118134710047,0.015497270145170779,0.002318073275675027,0.0011762711332804871,6.45655174316407e-06,1.4808609098279004e-06,8.134041717626389e-07,0.012655246996715476,1.806501750684235e-07,1.1319624486496358e-08,0.016389369526551033,0.001658736992201358,0.00028004973330855026,1.0,1.7999998588298756,0.7077259215088543,0.04423287009430339,0.36383054254961156,0.2252731276600144,0.06146057700272191,0.00038412860626701193,0.02686673175229365,0.014719582506051683,0.12949710625312766,0.018596724174204934,0.013279007134608636,0.022069924199797746,4.0142432895721964e-05,1.5403205499006414e-05,6.9106501334913875e-06,4.839879725826201e-06,3.61300350136847e-09,0.0006660139920157171,0.0002531049399343095,0.11870568073203372,1.9405252821063356e-06,0.0003099454029034156,1.1428993159246953e-07,1.1008916611087347,0.09163232681805034,0.10806430846038045,4.636146551350054e-05,0.00046078195673674273,2.3525422665609742e-05,6.37542362694201e-05,2.961721819655801e-08,1.291310348632814e-07,8.430336426720592e-07,0.007064742608907364,0.2997356408852915,0.17454930155326176,0.1214300458886758,2.2639248972992717e-10,6.037132831671137e-08,0.002865828834814007,0.049963278063080076,0.04493442545852994,0.006178471752980288,0.006975575123129258,3.612996974483111e-07,1.626808343525278e-08,2.9616779613245965e-06,0.08633140416875179,0.0003277873905310207,0.06297709106334316,0.027861928195136755,0.0012149697004376664,0.02419436890327715,3.317473984402716e-05,0.0007461028025199126,5.600994666171005e-06
2.58,2.218189111773178,0.3548526513358732,0.03343528632324109,0.14422017919668315,0.023444300037129634,0.01947449457924073,0.003247148006880414,0.015709409159989914,0.002352392480090751,0.001194277387709935,6.687294108911732e-06,1.5367533484364515e-06,8.452275647515789e-07,0.0127346020007111,1.88105626145857e-07,1.1867965783349193e-08,0.016620651853463574,0.0016830438211391527,0.0002847078264675884,1.0,1.799999854094628,0.709820515767417,0.04436378223546356,0.36506061944513074,0.22619404939002527,0.06231838265357034,0.00038948989158481463,0.02732849173436665,0.014991096336805232,0.13108922002826048,0.018851290991987898,0.013481474991594468,0.02239590839203279,4.144523844310336e-05,1.595367711178647e-05,7.171478890056114e-06,5.011744261228755e-06,3.76211252291714e-09,0.0006687057264648218,0.000254692040014222,0.12016511835923879,2.016445776389897e-06,0.0003141881831997983,1.19525277693779e-07,1.1013894421675952,0.0928518650402088,0.10946997190845117,4.704784960181502e-05,0.0004688860007425927,2.38855477541987e-05,6.494296013760828e-05,3.0735066968729034e-08,1.3374588217823464e-07,8.778257049341531e-07,0.007097053026717464,0.3008255667112691,0.17553878338003917,0.12216047011659566,2.3735931566698385e-10,6.329581500722048e-08,0.002884403583933663,0.050114609477804224,0.0451843596365587,0.006290048818905919,0.0070810963932332795,3.7621054461851343e-07,1.690455129503158e-08,3.073459465381656e-06,0.08739281335217365,0.00033241303706927147,0.06383035225746608,0.028255108150888074,0.001232551926324287,0.024546930842433284,3.3660876422783054e-05,0.0007585010333116772,5.694156529351768e-06
