species_0,species_1,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,Time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0177171062247958,2.828655149486505e-05,2.5031037862997986e-41,3.7548435002837947e-44,1.2592156619772117e-44,2.561271918213508e-10,5.621389776881804e-49,2.442425767735366e-56,4.112324170309602e-17,1.1133662426744765e-19,7.653063453467842e-23,1.2792369010090663e-07,7.542733312425707e-08,2.914560016282187e-19,5.645359737310093e-17,2.9816395735332246e-22,6.135512318335228e-17,1.1814951260917216e-19,9.55536367290086e-22,0.01
0.03490990336785338,0.00011118809144863487,1.1711100712305625e-36,3.5815644758255344e-39,1.2030447228058934e-39,3.93096742812915e-09,1.2445899913400668e-42,3.4473509988688214e-49,4.491607022386072e-15,1.9091746521850172e-17,3.352228303894643e-20,9.805860249537804e-07,5.928563302316171e-07,5.0856987920517894e-17,6.160164397357879e-15,1.3176174693733597e-19,6.680264176445045e-15,2.0330754804710656e-17,4.141386784005448e-19,0.02
0.051632615201630865,0.0002459628502731835,1.1504358473044221e-33,5.647248009467019e-36,1.901418682248122e-36,1.9100554637147742e-08,4.729620478534492e-39,4.5565728886602625e-45,7.365232811383757e-14,4.543984422110593e-16,1.2281632896068404e-18,3.173152573316071e-06,1.966553255513957e-06,1.2290341215998088e-15,1.0089150343204049e-13,4.878041895126833e-18,1.0910577562489908e-13,4.853949861266861e-16,1.4984757312883342e-17,0.03
0.06793072393712342,0.0004300993229744998,1.1938985902145324e-31,7.310220959202305e-34,2.46463690620177e-34,5.797592008367117e-08,8.141851422010014e-37,1.5418326310430403e-42,5.32022531757616e-13,4.306155821372762e-15,1.5464321832969668e-17,7.21632026145792e-06,4.582954690517056e-06,1.18128336642586e-14,7.278857028448097e-13,6.199235076829357e-17,7.849141264895915e-13,4.613380822108126e-15,1.8660580256845706e-16,0.04
0.0838428227151131,0.0006612848223633061,4.474504022386157e-30,3.2285940727252427e-32,1.0916952126479849e-32,1.36016846841541e-07,5.541071440353188e-35,1.9190346456004604e-40,2.4498979064432635e-12,2.4407114537071908e-14,1.0961002848393509e-16,1.3530793353825076e-05,8.803008270920756e-06,6.790857327274922e-14,3.3477200468756567e-12,4.434558314453927e-16,3.5998534369317255e-12,2.6226246751431295e-14,1.3082474278953362e-15,0.05
0.09940199319707081,0.0009373799903058836,8.995213421022745e-29,7.517821391905837e-31,2.549685348856747e-31,2.711893244536417e-07,1.7585758953040913e-33,1.0048990211219762e-38,8.48430195039377e-12,1.000808318676273e-13,5.395157028816459e-16,2.2459790469062286e-05,1.4964216362852533e-05,2.8238061603892923e-13,1.1579325446233529e-11,2.2028925040204297e-15,1.2416376129459444e-11,1.078606284267409e-13,6.369549079114235e-15,0.06
0.11463684863914461,0.0012563978917395462,1.1264865718322447e-27,1.0738970073793993e-29,3.651531191908801e-30,4.833449396860228e-07,3.085021385237407e-32,2.687777262393289e-37,2.4135077764680133e-11,3.278632381308813e-13,2.063477916091227e-15,3.427986167020893e-05,2.3382432502341237e-05,9.38002833249547e-13,3.2899011951467526e-11,8.501683616857921e-15,3.517843923835092e-11,3.544066432069019e-13,2.410276692870959e-14,0.07
0.12957233510980487,0.0016164866468125127,1.0426080698253465e-26,1.1527599327430611e-28,3.9286063711824433e-29,7.937034111000695e-07,3.85481068005682e-31,5.219755474014746e-36,5.945412141457405e-11,9.113241819105924e-13,6.562640086640039e-15,4.921025398247335e-05,3.4353451945284095e-05,2.6434759535180226e-12,8.094395779858897e-11,2.728231362146319e-14,8.631120853053401e-11,9.880643418364578e-13,7.584766122537295e-14,0.08
0.14423035675642804,0.002015914853725144,7.116965104845138e-26,8.938990080749868e-28,3.0505879973116407e-28,1.2244223026975705e-06,3.243003477242233e-30,5.986716781779881e-35,1.3122308991913668e-10,2.2343099050287516e-12,1.812175214907814e-14,6.742102767546483e-05,4.815442860155864e-05,6.570282239592558e-12,1.784361966463362e-10,7.600734237238263e-14,1.8974178851556635e-10,2.4297425219640593e-12,2.0726349837963837e-13,0.09
