data_set_value_component_environment_variable_time,data_set_value_component_A_B_variable_A_B,data_set_value_component_r_B_variable_r_B,data_set_value_component_r_B_variable_X_c,data_set_value_component_r_B_variable_X_b,data_set_value_component_r_B_variable_X_y,data_set_value_component_r_B_variable_k_rB,data_set_value_component_r_B_variable_k_for,data_set_value_component_r_B_variable_k_res,data_set_value_component_xy_variable_xy,data_set_value_component_xy_variable_X_bss,data_set_value_component_xy_variable_X_yss,data_set_value_component_xy_variable_k_byp,data_set_value_component_xy_variable_k_yd,data_set_value_component_F_sti_variable_F_sti,data_set_value_component_F_sti_variable_k_Fs,data_set_value_component_F_sti_variable_k_y,data_set_value_component_F_s_variable_F_s,data_set_value_component_F_s_variable_F_a,data_set_value_component_x_no_variable_x_no,data_set_value_component_x_no_variable_X_noe,data_set_value_component_x_no_variable_k_yno,data_set_value_component_x_no_variable_k_nod,data_set_value_component_x_pge_variable_x_pge,data_set_value_component_x_pge_variable_X_pgex,data_set_value_component_x_pge_variable_k_pged,data_set_value_component_x_pge_variable_k_nopge,data_set_value_component_x_pge_variable_k_ypge,data_set_value_component_x_opg_variable_x_opg,data_set_value_component_x_opg_variable_k_opgd,data_set_value_component_x_opg_variable_k_nopg,data_set_value_component_x_kl_variable_x_kl,data_set_value_component_x_kl_variable_pi_L,data_set_value_component_x_kl_variable_K_l_p,data_set_value_component_x_kl_variable_K,data_set_value_component_x_kl_variable_k_nokl,data_set_value_component_x_kl_variable_Il,data_set_value_component_x_kl_variable_rl,data_set_value_component_x_kl_variable_k1,data_set_value_component_x_kl_variable_k2,data_set_value_component_x_kl_variable_k3,data_set_value_component_x_kl_variable_k4,data_set_value_component_x_kl_variable_ko,data_set_value_component_xr_variable_xr,data_set_value_component_xr_variable_D_R,data_set_value_component_xr_variable_k_pger,data_set_value_component_xb_variable_xb,data_set_value_component_xb_variable_k_B,data_set_value_component_xc_variable_xc,data_set_value_component_xc_variable_D_C,data_set_value_component_xc_variable_D_A,data_set_value_component_model_parameters_variable_D_B,data_set_value_component_model_parameters_variable_pi_c,data_set_value_component_model_parameters_variable_pi_p,data_set_value_component_model_parameters_variable_K_o_p,data_set_value_component_model_parameters_variable_Io,data_set_value_component_model_parameters_variable_f0,data_set_value_component_model_parameters_variable_dB,data_set_value_component_model_parameters_variable_C_s,data_set_value_component_model_parameters_variable_P,data_set_value_component_model_parameters_variable_P_0,data_set_value_component_model_parameters_variable_P_s,data_set_value_component_model_parameters_variable_SP,data_set_value_component_model_parameters_variable_k5,data_set_value_component_model_parameters_variable_k6,data_set_value_component_model_parameters_variable_IP,data_set_value_component_model_parameters_variable_kP
0.0,3.0865439078217034,0.9912,0.0009127,0.0007282,0.0073,1.0,0.001,0.01,0.0073,0.0007282,0.0073,0.1,1.0,0.236510486097437,1.0,1.0,32.39869672567657,100.0,0.02,0.0,20000.0,1000.0,0.01,0.0,100.0,1.0,100.0,0.01,0.35,10.0,0.01,0.05982275279878373,3000000.0,10.0,100.0,0.0,1000.0,0.01,10.0,0.00058,0.017,0.35,0.0007734,0.0007,0.0001,0.0007282,0.189,0.0009127,0.189,0.7,0.034999999999999996,0.19664451096791652,0.01937984496124031,200000.0,0.0,0.05,0.7,0.005,0.0,2.9069767441860463,150.0,250.0,0.02,3.0,0.0,86.0
0.1,3.0827804621979586,0.9905955269694321,0.0009127,0.0007282,0.0073,1.0,0.001,0.01,0.007299988357233729,0.0007282,0.0073,0.1,1.0,0.2367988394486232,1.0,1.0,32.438248920489805,100.0,4.735867035920295,0.0,20000.0,1000.0,0.28408457412298,0.0,100.0,1.0,100.0,8.648163753963155,0.35,10.0,15.83898035327023,0.05880617942251947,3000000.0,10.0,100.0,0.0,1000.0,0.01,10.0,0.00058,0.017,0.35,0.0007838787914296176,0.0007,0.0001,0.0007249856264091992,0.189,0.0020082361795503868,0.189,0.7,0.034999999999999996,0.32222603829188645,0.01937984496124031,200000.0,0.0,0.05,0.7,0.005,0.0,2.9069767441860463,150.0,250.0,0.02,3.0,0.0,86.0
0.2,3.07247640572385,0.9889386305571959,0.0009127,0.0007282,0.0073,1.0,0.001,0.01,0.007299930691000067,0.0007282,0.0073,0.1,1.0,0.2375911065549813,1.0,1.0,32.54703593938285,100.0,4.751619509888084,0.0,20000.0,1000.0,0.28499048577392055,0.0,100.0,1.0,100.0,18.76186156623207,0.35,10.0,16.202859552906823,0.0568715134810935,3000000.0,10.0,100.0,0.0,1000.0,0.01,10.0,0.00058,0.017,0.35,0.0008049134961945372,0.0007,0.0001,0.0007189167826080053,0.189,0.0030365714156708784,0.189,0.7,0.034999999999999996,0.4089519330671587,0.01937984496124031,200000.0,0.0,0.05,0.7,0.005,0.0,2.9069767441860463,150.0,250.0,0.02,3.0,0.0,86.0
0.30000000000000004,3.0567774397981258,0.9864088802070475,0.0009127,0.0007282,0.0073,1.0,0.001,0.01,0.007299815384073536,0.0007282,0.0073,0.1,1.0,0.23880755232725032,1.0,1.0,32.71419066957134,100.0,4.775871142589243,0.0,20000.0,1000.0,0.2864022441737927,0.0,100.0,1.0,100.0,29.905427094473513,0.35,10.0,15.880680131316364,0.05456489945279814,3000000.0,10.0,100.0,0.0,1000.0,0.01,10.0,0.00058,0.017,0.35,0.0008321946147570085,0.0007,0.0001,0.0007118864277545009,0.189,0.003980953032707711,0.189,0.7,0.034999999999999996,0.471102901585056,0.01937984496124031,200000.0,0.0,0.05,0.7,0.005,0.0,2.9069767441860463,150.0,250.0,0.02,3.0,0.0,86.0
0.4,3.0367956815774653,0.9831795806292719,0.0009127,0.0007282,0.0073,1.0,0.001,0.01,0.007299642107391182,0.0007282,0.0073,0.1,1.0,0.2403731720139744,1.0,1.0,32.929446194435755,100.0,4.807120638327392,0.0,20000.0,1000.0,0.288241858494623,0.0,100.0,1.0,100.0,41.840445138176236,0.35,10.0,15.49671959257982,0.052125092892633534,3000000.0,10.0,100.0,0.0,1000.0,0.01,10.0,0.00058,0.017,0.35,0.0008637368768555438,0.0007,0.0001,0.0007044952191133892,0.189,0.004835960281581224,0.189,0.7,0.034999999999999996,0.5170781637970998,0.01937984496124031,200000.0,0.0,0.05,0.7,0.005,0.0,2.9069767441860463,150.0,250.0,0.02,3.0,0.0,86.0
0.5,3.0135530282201475,0.9794098842780656,0.0009127,0.0007282,0.0073,1.0,0.001,0.01,0.007299414386083331,0.0007282,0.0073,0.1,1.0,0.24221954343356797,1.0,1.0,33.183421384511554,100.0,4.843998170199149,0.0,20000.0,1000.0,0.290426383021517,0.0,100.0,1.0,100.0,54.414767174229006,0.35,10.0,15.09117838952878,0.04968058008505639,3000000.0,10.0,100.0,0.0,1000.0,0.01,10.0,0.00058,0.017,0.35,0.0008983404030110788,0.0007,0.0001,0.0006970110138780523,0.189,0.005601976439004269,0.189,0.7,0.034999999999999996,0.5519703305013083,0.01937984496124031,200000.0,0.0,0.05,0.7,0.005,0.0,2.9069767441860463,150.0,250.0,0.02,3.0,0.0,86.0
0.6000000000000001,2.9879571584224514,0.9752416639066924,0.0009127,0.0007282,0.0073,1.0,0.001,0.01,0.007299137266795482,0.0007282,0.0073,0.1,1.0,0.2442852049006345,1.0,1.0,33.467681997420904,100.0,4.885273121997953,0.0,20000.0,1000.0,0.2928812180140549,0.0,100.0,1.0,100.0,67.52496978371867,0.35,10.0,14.675490777735924,0.04730272463430544,3000000.0,10.0,100.0,0.0,1000.0,0.01,10.0,0.00058,0.017,0.35,0.0009352113792500465,0.0007,0.0001,0.0006895758414445396,0.189,0.006282496935084207,0.189,0.7,0.034999999999999996,0.5789939029161768,0.01937984496124031,200000.0,0.0,0.05,0.7,0.005,0.0,2.9069767441860463,150.0,250.0,0.02,3.0,0.0,86.0
0.7000000000000001,2.9607948255197885,0.970798776227474,0.0009127,0.0007282,0.0073,1.0,0.001,0.01,0.007298816353960086,0.0007282,0.0073,0.1,1.0,0.24651543872779874,1.0,1.0,33.77471452532828,100.0,4.9298498314568695,0.0,20000.0,1000.0,0.2955398985747498,0.0,100.0,1.0,100.0,81.0964297807592,0.35,10.0,14.257114302510798,0.0450301773817558,3000000.0,10.0,100.0,0.0,1000.0,0.01,10.0,0.00058,0.017,0.35,0.0009737947739776844,0.0007,0.0001,0.0006822732793277358,0.189,0.006882638131903595,0.189,0.7,0.034999999999999996,0.6002571190612322,0.01937984496124031,200000.0,0.0,0.05,0.7,0.005,0.0,2.9069767441860463,150.0,250.0,0.02,3.0,0.0,86.0
0.8,2.9327347084256505,0.9661875859512077,0.0009127,0.0007282,0.0073,1.0,0.001,0.01,0.007298457349737833,0.0007282,0.0073,0.1,1.0,0.24886183290870437,1.0,1.0,34.09786767030215,100.0,4.976758849482139,0.0,20000.0,1000.0,0.29834358499040675,0.0,100.0,1.0,100.0,95.07219544933355,0.35,10.0,13.841523699597992,0.04288215101424035,3000000.0,10.0,100.0,0.0,1000.0,0.01,10.0,0.00058,0.017,0.35,0.0010136865124193216,0.0007,0.0001,0.0006751560160217753,0.189,0.0074082682902716045,0.189,0.7,0.034999999999999996,0.6171907401676574,0.01937984496124031,200000.0,0.0,0.05,0.7,0.005,0.0,2.9069767441860463,150.0,250.0,0.02,3.0,0.0,86.0
0.9,2.9043353318540412,0.9614981273627228,0.0009127,0.0007282,0.0073,1.0,0.001,0.01,0.007298065821863784,0.0007282,0.0073,0.1,1.0,0.2512817904262077,1.0,1.0,34.43128584472475,100.0,5.025147111457312,0.0,20000.0,1000.0,0.30124047552971017,0.0,100.0,1.0,100.0,109.40657682835426,0.35,10.0,13.432833209386706,0.04086615332319519,3000000.0,10.0,100.0,0.0,1000.0,0.01,10.0,0.00058,0.017,0.35,0.0010545832425157766,0.0007,0.0001,0.0006682587688217733,0.189,0.007865499326485897,0.189,0.7,0.034999999999999996,0.6307955191275564,0.01937984496124031,200000.0,0.0,0.05,0.7,0.005,0.0,2.9069767441860463,150.0,250.0,0.02,3.0,0.0,86.0
