E,E_M,E_P2,E_P_1,E_P_2,M,P,P2,T,Time
7.945265582051652e-05,4.488844755147565e-08,2.631149476449253e-10,6.293104059856075e-05,7.571151944498847e-06,0.0008080873582403977,0.9990849129463331,3.573756568385461e-05,7.148398147364136e-07,0.16
7.945297392188983e-05,4.7853986338211814e-08,2.844952865294692e-10,6.292783659256581e-05,7.571050929960639e-06,0.0008598408403642987,0.9990306169813249,3.818291643093123e-05,8.122901246238294e-07,0.17
7.945336567263928e-05,5.0819226617229196e-08,3.0589547336141616e-10,6.292468184214447e-05,7.5708272891231965e-06,0.0009115854738751047,0.998976323763221,4.062820912974546e-05,9.159738607144738e-07,0.18
7.94538180886024e-05,5.3784325255165686e-08,3.273079109330378e-10,6.292150411130846e-05,7.570566092910811e-06,0.000963321343712761,0.9989220332440572,4.307339454224184e-05,1.0258902117415606e-06,0.19
7.945425058015594e-05,5.674872756960478e-08,3.487281299093753e-10,6.291837642074726e-05,7.5702754693950604e-06,0.0010150484262482179,0.9988677453710318,4.5518469098558304e-05,1.1420386131687199e-06,0.2
7.945466368196913e-05,5.971244471532117e-08,3.7015360480865037e-10,6.291530865003521e-05,7.569944995675434e-06,0.0010667667121800784,0.998813460149118,4.796343885995313e-05,1.2644179240695534e-06,0.21
7.945510381807343e-05,6.267594526080474e-08,3.915826613957067e-10,6.291223910760088e-05,7.569589472398897e-06,0.0011184762373852566,0.998759177599332,5.040829457613782e-05,1.3930269340001829e-06,0.22
7.945556183511289e-05,6.563904111894266e-08,4.130135429089729e-10,6.290915508757751e-05,7.569230948642489e-06,0.0011701770223418034,0.9987048977054668,5.285302357764436e-05,1.5278648661711738e-06,0.23
7.945600622096787e-05,6.860141340650683e-08,4.3444487351005276e-10,6.290608409378926e-05,7.568873752958239e-06,0.0012218690599651823,0.9986506204460571,5.529762381166308e-05,1.6689308020453802e-06,0.24
7.945644395155391e-05,7.156332366641366e-08,4.558763193877192e-10,6.290302544097069e-05,7.568511333484188e-06,0.0012735523475811378,0.9985963458282772,5.7742098995139035e-05,1.8162235087310657e-06,0.25
7.945689330516891e-05,7.452497979445259e-08,4.773079228199316e-10,6.289996131851658e-05,7.568143014592559e-06,0.0013252268930435745,0.9985420738633913,6.018644926790759e-05,1.969742012859379e-06,0.26
7.945734779413488e-05,7.748612973263944e-08,4.987392758530213e-10,6.28968930957816e-05,7.567774167071626e-06,0.0013768927003949872,0.9984878045446253,6.263067161356466e-05,2.1294855729693787e-06,0.27
7.945779593474339e-05,8.044665393012561e-08,5.201698801122716e-10,6.289382993583682e-05,7.567407231605066e-06,0.001428549768812367,0.9984335378635756,6.507476479060143e-05,2.295453169464809e-06,0.28
7.945824181513338e-05,8.340675999324386e-08,5.415997075256973e-10,6.289076948575844e-05,7.56704026540165e-06,0.0014801980992409675,0.9983792738234821,6.751872987923099e-05,2.46764362532534e-06,0.29
7.945869178389956e-05,8.636650589581822e-08,5.630289099705284e-10,6.28877067424726e-05,7.566671864817211e-06,0.001531837693907199,0.9983250124286666,6.996256761355751e-05,2.6460560084826915e-06,0.3
7.945914437491223e-05,8.932584227810742e-08,5.844574026278937e-10,6.288464315602745e-05,7.566302095377092e-06,0.0015834685534742458,0.9982707536779586,7.240627798755822e-05,2.8306893662830543e-06,0.31
7.945959533452201e-05,9.228458406011498e-08,6.058850576864237e-10,6.28815812857717e-05,7.565932836587646e-06,0.0016350906792895969,0.9982164975675968,7.484985998153081e-05,3.021542878409154e-06,0.32
7.946004505542903e-05,9.524281609322431e-08,6.273118426927763e-10,6.287852048703023e-05,7.5655642556050454e-06,0.0016867040729400724,0.9981622440975464,7.729331350296318e-05,3.2186154779607697e-06,0.33
7.946049444930396e-05,9.820057856742639e-08,6.487377438755931e-10,6.28754599794242e-05,7.565196180961281e-06,0.0017383087358456002,0.9981079932682246,7.973663864905928e-05,3.4219061420638378e-06,0.34
7.946094390002498e-05,1.0115788890025064e-07,6.701627556027025e-10,6.287239926681979e-05,7.56482870749999e-06,0.0017899046694684105,0.9980537450795984,8.217983536978305e-05,3.631413875513286e-06,0.35000000000000003
7.946139418312983e-05,1.0411476552916366e-07,6.915869013298668e-10,6.286933824849262e-05,7.564461141947457e-06,0.0018414918745994885,0.9979994995322432,8.462290406739034e-05,3.8471376851608865e-06,0.36
7.946184396353896e-05,1.0707116869646925e-07,7.130101365315843e-10,6.286627755163374e-05,7.564094231993629e-06,0.0018930703526588175,0.997945256624756,8.706584433733469e-05,4.069076623474235e-06,0.37
7.946229419835157e-05,1.1002711277039912e-07,7.344325038813565e-10,6.286321702303371e-05,7.563727159338524e-06,0.0019446401043729177,0.99789101635788,8.950865665189797e-05,4.2972297053384835e-06,0.38
7.94627458883949e-05,1.1298260999323675e-07,7.558540530048544e-10,6.286015655221117e-05,7.563359021345115e-06,0.0019962011303949916,0.9978367787324246,9.195134153173773e-05,4.531595948787291e-06,0.39
7.946319640893115e-05,1.1593761689058648e-07,7.772746630095085e-10,6.28570967239293e-05,7.562991901581596e-06,0.002047753433039627,0.9977825437455727,9.43938978147335e-05,4.7721743933230715e-06,0.4
7.946364765333142e-05,1.188921622449373e-07,7.986944252755178e-10,6.285403718771278e-05,7.562624228279712e-06,0.0020992970126234556,0.9977283113989956,9.683632639746085e-05,5.018964047966193e-06,0.41000000000000003
7.946410029348276e-05,1.2184625707825075e-07,8.201133743000321e-10,6.285097781101114e-05,7.56225545104694e-06,0.002150831870038015,0.9976740816931369,9.927862760063754e-05,5.271963929047022e-06,0.42
7.946455226822916e-05,1.2479987258705836e-07,8.415314226667196e-10,6.284791902005254e-05,7.561887233700779e-06,0.0022023580073698007,0.9976198546257307,0.00010172080049757472,5.53117308106395e-06,0.43
7.946500463749927e-05,1.277530285926902e-07,8.629486235805397e-10,6.284486054753741e-05,7.561518763738458e-06,0.0022538754253939195,0.9975656301975828,0.00010416284555566266,5.796590515795552e-06,0.44
7.946545741622255e-05,1.3070572728615618e-07,8.843649764842794e-10,6.284180233300395e-05,7.561150084501885e-06,0.0023053841253562867,0.9975114084084563,0.00010660476276007705,6.068215254258125e-06,0.45
7.946590982050009e-05,1.3365793753800423e-07,9.057803976923641e-10,6.283874455525054e-05,7.5607818323033935e-06,0.0023568841088249665,0.997457189257325,0.0001090465517636635,6.346046317338372e-06,0.46
7.946636235058664e-05,1.366096812363637e-07,9.271949400627797e-10,6.283568704358484e-05,7.560413655640503e-06,0.002408375376812586,0.9974029727444474,0.00011148821277358624,6.630082727241395e-06,0.47000000000000003
7.946681506454364e-05,1.3956096205046748e-07,9.486086092355696e-10,6.283262974525006e-05,7.560045545533786e-06,0.0024598579305256125,0.9973487588696386,0.00011392974580475424,6.92032350564215e-06,0.48
7.946726802043252e-05,1.4251178364954852e-07,9.700214108507776e-10,6.282957260748945e-05,7.5596774930038136e-06,0.002511331771170514,0.9972945476327134,0.00011637115087207657,7.216767674215598e-06,0.49
7.946772127631476e-05,1.4546214970283972e-07,9.91433350548447e-10,6.282651557754622e-05,7.559309489071158e-06,0.0025627968999537573,0.9972403390334872,0.0001188124279904622,7.5194142546366975e-06,0.5
7.946817489025178e-05,1.4841206387957398e-07,1.0128444339686216e-09,6.282345860266361e-05,7.558941524756392e-06,0.0026142533180818096,0.9971861330717746,0.00012125357717482013,7.828262268580407e-06,0.51
7.946862836095683e-05,1.513614928004043e-07,1.034254610611705e-09,6.282040216360468e-05,7.558573654012039e-06,0.00266570102660848,0.9971319297469979,0.00012369459841216198,8.143310751949727e-06,0.52
7.94690819232527e-05,1.5431045184239968e-07,1.0556639038586016e-09,6.281734603901341e-05,7.558205847971349e-06,0.0027171400267884775,0.997077729059096,0.0001261354917262127,8.464558721923367e-06,0.53
7.946953567919961e-05,1.572589475890648e-07,1.077072323765345e-09,6.281429013416593e-05,7.557838092704616e-06,0.0027685703198402777,0.997023531007915,0.00012857625713407576,8.792005199057098e-06,0.54
7.946998964532974e-05,1.6020698095892804e-07,1.0984798718038418e-09,6.281123443591711e-05,7.55747038390485e-06,0.002819991906959013,0.9969693355932407,0.00013101689464858882,9.125649206082252e-06,0.55
7.947044383817523e-05,1.6315455287051786e-07,1.1198865494459988e-09,6.280817893112183e-05,7.557102717265062e-06,0.002871404789339817,0.996915142814859,0.00013345740428258968,9.465489765730159e-06,0.56
7.947089827426821e-05,1.6610166424236271e-07,1.141292358163722e-09,6.280512360663497e-05,7.556735088478261e-06,0.0029228089681778233,0.9968609526725558,0.00013589778604891604,9.811525900732154e-06,0.5700000000000001
7.947135280274162e-05,1.6904830681702365e-07,1.162697285978575e-09,6.280206861052964e-05,7.556367508607432e-06,0.002974204444605909,0.9968067651660044,0.00013833803995392044,1.01637566474097e-05,0.58
7.947180736812071e-05,1.7199447756598144e-07,1.1841013285767921e-09,6.279901399900884e-05,7.555999979956991e-06,0.00302559121979243,0.9967525802949425,0.000140778166007651,1.0522181034339939e-05,0.59
7.947226210404648e-05,1.7494018382707093e-07,1.2055044968398456e-09,6.27959596461427e-05,7.555632487467446e-06,0.0030769692949760706,0.9966983980592344,0.00014321816422748239,1.0886798074746838e-05,0.6
7.947271701865033e-05,1.7788542605833515e-07,1.226906791564652e-09,6.279290554687665e-05,7.555265027603133e-06,0.003128338671348839,0.9966442184586605,0.0001456580346259269,1.1257606792043735e-05,0.61
7.947317212006369e-05,1.8083020471781713e-07,1.2483082135481278e-09,6.27898516961561e-05,7.5548975968283885e-06,0.0031796993501027443,0.9965900414930007,0.00014809777721549674,1.1634606209643966e-05,0.62
7.947362741641794e-05,1.8377452026355986e-07,1.2697087635871893e-09,6.278679808892651e-05,7.554530191607545e-06,0.0032310513324297955,0.9965358671620353,0.00015053739200870426,1.2017795350960873e-05,0.63
7.947408291584451e-05,1.8671837315360635e-07,1.291108442478753e-09,6.27837447201333e-05,7.554162808404939e-06,0.0032823946195220015,0.9964816954655447,0.00015297687901806177,1.240717323940779e-05,0.64
7.94745386264748e-05,1.8966176384599965e-07,1.3125072510197352e-09,6.27806915847219e-05,7.553795443684903e-06,0.0033337292125713708,0.9964275264033089,0.0001554162382560815,1.2802738898398053e-05,0.65
7.94749945564402e-05,1.926046927987828e-07,1.3339051900070524e-09,6.277763867763774e-05,7.553428093911775e-06,0.003385055112769913,0.9963733599751081,0.00015785546973527573,1.3204491351345002e-05,0.66
7.947545071387216e-05,1.9554716046999875e-07,1.3553022602376213e-09,6.277458599382625e-05,7.553060755549888e-06,0.003436372321309636,0.9963191961807226,0.00016029457346815678,1.3612429621661974e-05,0.67
7.947590681324637e-05,1.984891535076208e-07,1.3766984438030908e-09,6.277153372377585e-05,7.552693537004449e-06,0.003487680839271523,0.996265035019717,0.00016273354940550753,1.402655282738836e-05,0.68
7.947636302807926e-05,2.014306801474346e-07,1.3980937520350641e-09,6.27684817523034e-05,7.552326371695413e-06,0.0035389806679101124,0.9962108764919927,0.0001651723975946059,1.4446859938644712e-05,0.6900000000000001
7.947681941252761e-05,2.0437174301197045e-07,1.4194881886621812e-09,6.276543004370641e-05,7.551959238542338e-06,0.0035902718084348147,0.9961567205973639,0.0001676111180576391,1.4873349964013386e-05,0.7000000000000001
7.947727597140141e-05,2.0731234240306997e-07,1.4408817542697893e-09,6.276237859514202e-05,7.551592135275685e-06,0.0036415542620363813,0.9961025673356083,0.00017004971080642123,1.5306021927978e-05,0.71
7.94777327095106e-05,2.1025247862257497e-07,1.4622744494432358e-09,6.275932740376739e-05,7.5512250596259186e-06,0.0036928280299055667,0.9960484167065038,0.00017248817585276642,1.5744874855022184e-05,0.72
7.947818963166515e-05,2.1319215197232713e-07,1.4836662747678674e-09,6.275627646673967e-05,7.550858009323499e-06,0.003744093113233124,0.995994268709828,0.00017492651320848873,1.618990776962956e-05,0.73
7.947864674267501e-05,2.1613136275416813e-07,1.5050572308290317e-09,6.275322578121603e-05,7.550490982098891e-06,0.0037953495132098053,0.9959401233453586,0.00017736472288540226,1.6641119696283747e-05,0.74
7.947910404735017e-05,2.190701112699397e-07,1.5264473182120753e-09,6.275017534435363e-05,7.550123975682555e-06,0.003846597231026365,0.9958859806128735,0.00017980280489532109,1.7098509659468367e-05,0.75
7.947956155050056e-05,2.2200839782148354e-07,1.5478365375023455e-09,6.27471251533096e-05,7.549756987804953e-06,0.003897836267873555,0.9958318405121505,0.00018224075925005927,1.756207668366705e-05,0.76
7.948001925693617e-05,2.2494622271064134e-07,1.5692248892851896e-09,6.274407520524112e-05,7.549390016196549e-06,0.003949066624942129,0.9957777030429671,0.00018467858596143093,1.803181979336341e-05,0.77
7.948047717146694e-05,2.2788358623925484e-07,1.5906123741459543e-09,6.274102549730533e-05,7.549023058587806e-06,0.004000288303422838,0.9957235682051013,0.0001871162850412501,1.8507738013041075e-05,0.78
7.948093529890284e-05,2.3082048870916573e-07,1.6119989926699869e-09,6.27379760266594e-05,7.5486561127091846e-06,0.004051501304506439,0.9956694359983309,0.00018955385650133092,1.8989830367183664e-05,0.79
7.948139364405383e-05,2.3375693042221573e-07,1.6333847454426344e-09,6.273492679046048e-05,7.548289176291149e-06,0.004102705629383682,0.9956153064224336,0.00019199130035348744,1.9478095880274805e-05,0.8
7.948185221172988e-05,2.366929116802465e-07,1.6547696330492442e-09,6.273187778586573e-05,7.5479222470641595e-06,0.004153901279245321,0.9955611794771869,0.00019442861660953374,1.9972533576798116e-05,0.81
7.948231100674093e-05,2.396284327850998e-07,1.676153656075163e-09,6.272882901003229e-05,7.5475553227586805e-06,0.004205088255282109,0.9955070551623689,0.0001968658052812839,2.047314248123722e-05,0.8200000000000001
7.948277003389697e-05,2.4256349403861734e-07,1.6975368151057382e-09,6.272578046011734e-05,7.547188401105174e-06,0.004256266558684799,0.9954529334777573,0.00019930286638055204,2.0979921618075743e-05,0.8300000000000001
7.948322893958995e-05,2.454980784796721e-07,1.7189190816408477e-09,6.272273234451947e-05,7.546821644302219e-06,0.004307436190422015,0.9953988144228771,0.00020173979982651767,2.1492870220685303e-05,0.84
7.9483688000578e-05,2.4843219950831087e-07,1.7403004783343167e-09,6.271968450011725e-05,7.546454925290784e-06,0.0043585971518530515,0.9953446979976979,0.00020417660570128094,2.2011987155056635e-05,0.85
7.948414723485765e-05,2.513658580614983e-07,1.7616810068415771e-09,6.271663691629607e-05,7.546088235750377e-06,0.004409749444176832,0.9952905842020066,0.00020661328402006408,2.253727143798815e-05,0.86
7.94846066431313e-05,2.5429905424323907e-07,1.7830606674146509e-09,6.271358959263395e-05,7.545721575296294e-06,0.004460893068581563,0.9952364730355782,0.00020904983479361954,2.3068722096357362e-05,0.87
7.948506622610141e-05,2.5723178815753787e-07,1.8044394603055598e-09,6.27105425287089e-05,7.545354943543837e-06,0.004512028026255454,0.9951823644981874,0.00021148625803269982,2.3606338157041794e-05,0.88
7.948552598447039e-05,2.601640599083995e-07,1.825817385766326e-09,6.270749572409896e-05,7.544988340108304e-06,0.004563154318386711,0.9951282585896092,0.00021392255374805735,2.4150118646918968e-05,0.89
7.948598591894063e-05,2.630958695998286e-07,1.8471944440489718e-09,6.270444917838215e-05,7.544621764604994e-06,0.004614271946163542,0.9950741553096185,0.00021635872195044468,2.4700062592866407e-05,0.9
7.94864460302146e-05,2.6602721733583006e-07,1.8685706354055186e-09,6.270140289113649e-05,7.544255216649206e-06,0.004665380910774155,0.99502005465799,0.0002187947626506142,2.525616902176162e-05,0.91
7.948690631899468e-05,2.6895810322040845e-07,1.8899459600879887e-09,6.269835686194001e-05,7.5438886958562386e-06,0.0047164812134067565,0.9949659566344987,0.00022123067585931843,2.5818436960482136e-05,0.92
7.948736678598333e-05,2.718885273575686e-07,1.9113204183484042e-09,6.269531109037073e-05,7.543522201841391e-06,0.004767572855249554,0.9949118612389195,0.00022366646158730982,2.6386865435905473e-05,0.93
7.948782743188295e-05,2.748184898513151e-07,1.9326940104387864e-09,6.269226557600668e-05,7.543155734219963e-06,0.0048186558374907545,0.994857768471027,0.00022610211984534087,2.6961453474909145e-05,0.9400000000000001
7.948828825739595e-05,2.7774799080565287e-07,1.954066736611158e-09,6.268922031842587e-05,7.542789292607253e-06,0.004869730161318567,0.9948036783305965,0.00022853765064416405,2.754220010437068e-05,0.9500000000000001
7.948874926322478e-05,2.8067703032458654e-07,1.9754385971175406e-09,6.268617531720634e-05,7.54242287661856e-06,0.004920795827921197,0.9947495908174024,0.00023097305399453179,2.8129104351167587e-05,0.96
7.948921045007185e-05,2.836056085121208e-07,1.996809592209957e-09,6.26831305719261e-05,7.5420564858691835e-06,0.004971852838486853,0.99469550593122,0.0002334083299071966,2.8722165242177397e-05,0.97
7.948967181863958e-05,2.8653372547226054e-07,2.0181797221404276e-09,6.268008608216318e-05,7.541690119974421e-06,0.005022901194203743,0.9946414236718238,0.00023584347839291096,2.932138180427763e-05,0.98
7.949013336561242e-05,2.8946138112880674e-07,2.0395489866069745e-09,6.267704184936932e-05,7.541323780874574e-06,0.0050739408962455065,0.9945873440389883,0.00023827849946099036,2.992675307684617e-05,0.99
7.949059502384545e-05,2.923885725428417e-07,2.060917376506739e-09,6.267399790476201e-05,7.540957507444913e-06,0.005124971945554374,0.9945332670324798,0.00024071339309792144,3.053827829784196e-05,1.0
7.949105685211323e-05,2.9531530242287906e-07,2.0822849000988058e-09,6.267095422083831e-05,7.540591265697202e-06,0.00517599434352909,0.9944791926520803,0.00024314815933522635,3.115595631347297e-05,1.01
7.949151885030441e-05,2.9824157083642643e-07,2.1036515575229925e-09,6.266791079755572e-05,7.5402250557176285e-06,0.005227008091354913,0.9944251208975649,0.0002455827981833665,3.177978615314844e-05,1.02
7.949198101830767e-05,3.0116737785099145e-07,2.125017348919118e-09,6.266486763487177e-05,7.539858877592379e-06,0.005278013190217099,0.9943710517687081,0.0002480173096528033,3.240976684627763e-05,1.03
7.949244335601164e-05,3.040927235340817e-07,2.1463822744270005e-09,6.266182473274395e-05,7.53949273140764e-06,0.005329009641300906,0.9943169852652848,0.0002504516937539982,3.3045897422269783e-05,1.04
7.949290586330498e-05,3.070176079532047e-07,2.1677463341864588e-09,6.265878209112977e-05,7.539126617249601e-06,0.0053799974457915895,0.9942629213870697,0.00025288595049741266,3.368817691053416e-05,1.05
7.949336854007635e-05,3.0994203117586817e-07,2.189109528337312e-09,6.265573970998676e-05,7.538760535204449e-06,0.005430976604874408,0.9942088601338376,0.000255320079893508,3.4336604340480015e-05,1.06
7.94938313862144e-05,3.1286599326957966e-07,2.2104718570193776e-09,6.265269758927242e-05,7.5383944853583685e-06,0.005481947119734619,0.9941548015053633,0.00025775408195274576,3.4991178741516594e-05,1.07
7.949429440160778e-05,3.157894943018467e-07,2.2318333203724753e-09,6.264965572894428e-05,7.538028467797551e-06,0.005532908991557479,0.9941007455014214,0.00026018795668558735,3.565189914305316e-05,1.08
7.949475758614514e-05,3.18712534340177e-07,2.253193918536423e-09,6.264661412895981e-05,7.537662482608181e-06,0.005583862221528245,0.9940466921217868,0.0002626217041024942,3.6318764574498955e-05,1.09
7.949522093971514e-05,3.216351134520781e-07,2.274553651651039e-09,6.264357278927656e-05,7.537296529876446e-06,0.005634806810832175,0.9939926413662342,0.0002650553242139276,3.6991774065263234e-05,1.1
7.949568446220643e-05,3.245572317050575e-07,2.2959125198561424e-09,6.264053170985203e-05,7.536930609688535e-06,0.005685742760654524,0.9939385932345385,0.0002674888170303492,3.767092664475526e-05,1.11
7.949614815350768e-05,3.27478889166623e-07,2.317270523291552e-09,6.263749089064372e-05,7.536564722130634e-06,0.0057366700721805525,0.9938845477264742,0.0002699221825622203,3.835622134238428e-05,1.12
7.949661201350751e-05,3.3040008590428204e-07,2.3386276620970854e-09,6.263445033160916e-05,7.536198867288931e-06,0.005787588746595514,0.9938305048418163,0.00027235542082000233,3.904765718755954e-05,1.1300000000000001
7.949707604209459e-05,3.3332082198554225e-07,2.3599839364125617e-09,6.263141003270584e-05,7.535833045249613e-06,0.005838498785084669,0.9937764645803394,0.0002747885318141567,3.97452332096903e-05,1.1400000000000001
7.949754024126934e-05,3.362410979322999e-07,2.3813393491284384e-09,6.262836999328468e-05,7.535467254136594e-06,0.00588940018871822,0.9937224269418455,0.00027722151555508443,4.0448948528277166e-05,1.1500000000000001
7.949800462041072e-05,3.3916091585412003e-07,2.4026939127461176e-09,6.262533021057705e-05,7.535101485217451e-06,0.0059402929581643645,0.9936683919262314,0.0002796543720529753,4.115880257760692e-05,1.16
7.949846916965776e-05,3.420802737206575e-07,2.4240476147060787e-09,6.26222906873411e-05,7.534735747637935e-06,0.005991177095139548,0.9936143595331463,0.0002820871013185698,4.1874793971148816e-05,1.17
7.949893388894228e-05,3.4499917160871333e-07,2.4454004552043962e-09,6.26192514235219e-05,7.534370041444096e-06,0.006042052600826672,0.9935603297623656,0.0002845197033623281,4.259692174015467e-05,1.18
7.949939877819615e-05,3.479176095950884e-07,2.466752434437147e-09,6.261621241906458e-05,7.5340043666819904e-06,0.006092919476408644,0.9935063026136648,0.00028695217819471044,4.332518491587634e-05,1.19
7.949986383735121e-05,3.508355877565837e-07,2.488103552600407e-09,6.261317367391424e-05,7.533638723397672e-06,0.006143777723068365,0.993452278086819,0.000289384525826177,4.4059582529565674e-05,1.2
7.950032906633929e-05,3.537531061700003e-07,2.509453809890252e-09,6.2610135188016e-05,7.533273111637194e-06,0.006194627341988739,0.9933982561816037,0.00029181674626718794,4.480011361247451e-05,1.21
7.950079446509225e-05,3.5667016491213907e-07,2.5308032065027577e-09,6.260709696131493e-05,7.5329075314466115e-06,0.006245468334352672,0.9933442368977942,0.00029424883952820346,4.55467771958547e-05,1.22
7.950126003354192e-05,3.59586764059801e-07,2.5521517426340008e-09,6.260405899375615e-05,7.532541982871977e-06,0.006296300701343066,0.9932902202351657,0.0002966808056196838,4.629957231095809e-05,1.23
7.950172577162015e-05,3.625029036897872e-07,2.573499418480057e-09,6.260102128528478e-05,7.532176465959345e-06,0.006347124444142827,0.9932362061934935,0.0002991126445520891,4.705849798903652e-05,1.24
7.950219167925878e-05,3.654185838788985e-07,2.5948462342370023e-09,6.25979838358459e-05,7.531810980754771e-06,0.006397939563934857,0.993182194772553,0.00030154435633587953,4.782355326134186e-05,1.25
7.950265775638966e-05,3.6833380470393594e-07,2.6161921901009126e-09,6.259494664538464e-05,7.531445527304306e-06,0.006448746061902062,0.9931281859721195,0.00030397594098151537,4.8594737159125926e-05,1.26
7.950312400294463e-05,3.7124856624170046e-07,2.6375372862678637e-09,6.25919097138461e-05,7.531080105654006e-06,0.006499543939227344,0.9930741797919683,0.0003064073984994567,4.937204871364058e-05,1.27
7.950359041885553e-05,3.7416286856899315e-07,2.6588815229339327e-09,6.258887304117535e-05,7.530714715849925e-06,0.006550333197093609,0.9930201762318748,0.00030883872890016383,5.015548695613767e-05,1.28
7.950405700405422e-05,3.7707671176261486e-07,2.6802249002951943e-09,6.258583662731754e-05,7.530349357938116e-06,0.006601113836683759,0.9929661752916141,0.00031126993219409685,5.094505091786904e-05,1.29
7.950452375847252e-05,3.7999009589936664e-07,2.701567418547725e-09,6.258280047221774e-05,7.529984031964633e-06,0.006651885859180699,0.9929121769709618,0.00031370100839171603,5.1740739630086536e-05,1.3
7.950499068204229e-05,3.8290302105604946e-07,2.722909077887601e-09,6.257976457582108e-05,7.529618737975531e-06,0.006702649265767334,0.992858181269693,0.0003161319575034815,5.2542552124042015e-05,1.31
7.950545777469538e-05,3.8581548730946437e-07,2.744249878510898e-09,6.257672893807265e-05,7.529253476016863e-06,0.006753404057626566,0.9928041881875831,0.00031856277953985345,5.3350487430987306e-05,1.32
7.950592503636362e-05,3.887274947364122e-07,2.765589820613692e-09,6.257369355891756e-05,7.5288882461346824e-06,0.006804150235941301,0.9927501977244074,0.0003209934745112921,5.416454458217426e-05,1.33
7.950639246697886e-05,3.9163904341369407e-07,2.78692890439206e-09,6.257065843830092e-05,7.528523048375045e-06,0.006854887801894442,0.9926962098799412,0.00032342404242825774,5.498472260885474e-05,1.34
7.950686006647294e-05,3.9455013341811087e-07,2.8082671300420763e-09,6.256762357616782e-05,7.528157882784003e-06,0.006905616756668893,0.9926422246539599,0.00032585448330121035,5.5811020542280575e-05,1.35
7.95073278347777e-05,3.9746076482646363e-07,2.829604497759818e-09,6.256458897246338e-05,7.527792749407612e-06,0.006956337101447559,0.9925882420462387,0.0003282847971406103,5.664343741370361e-05,1.36
7.950779577182499e-05,4.0037093771555336e-07,2.850941007741361e-09,6.25615546271327e-05,7.527427648291924e-06,0.007007048837413342,0.992534262056553,0.00033071498395691764,5.748197225437571e-05,1.37
