Time,Sulphate__PAPS,GSH,NAPQI,Paracetamol_APAP,Protein_adducts,P0,dG,bG,kGSH,kG,kS,bS,dS,k450,kN,kPSH,compartment,reaction_1,R2,R3,R4,R5,R6,R7,R8,R9,R10
0.61,3.9687565719421046e-15,2.6686324803555314e-15,8.528557458749847e-19,1.1841886936871424e-14,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.7301943851144984e-15,2.686495599506202e-20,3.540724194124556e-14,9.381413204624831e-17,3.641533671199723e-15,5.337264960711063e-15,1.374e-14,1.0621450052708264e-14,7.937513143884209e-15,2.65e-14
0.62,4.048537552945652e-15,2.7165152201526894e-15,8.036025130998799e-19,1.1353583392507546e-14,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.576378768639877e-15,2.5313479162646216e-20,3.394721434359757e-14,8.839627644098678e-17,3.492797532462039e-15,5.433030440305379e-15,1.374e-14,1.0388182371865119e-14,8.097075105891304e-15,2.65e-14
0.63,4.1290428181636454e-15,2.7648949032401363e-15,7.571255235103756e-19,1.088344434286413e-14,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.428284968002201e-15,2.384945399057683e-20,3.254149858516375e-14,8.328380758614132e-17,3.349396001706972e-15,5.5297898064802725e-15,1.374e-14,1.0156034940377838e-14,8.258085636327291e-15,2.65e-14
0.64,4.21024631384207e-15,2.8137087094402436e-15,7.13378716045972e-19,1.0430866379322845e-14,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.285722909486696e-15,2.2471429555448117e-20,3.1188290474175306e-14,7.847165876505692e-17,3.21158385034856e-15,5.627417418880487e-15,1.374e-14,9.92513277956144e-15,8.42049262768414e-15,2.65e-14
0.65,4.292121217491292e-15,2.8628972267789383e-15,6.722644297431392e-19,9.995267306690618e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.1485092016075448e-15,2.1176329536908884e-20,2.988584924700495e-14,7.39490872717453e-17,3.079398354518012e-15,5.7257944535578766e-15,1.374e-14,9.695603147228909e-15,8.584242434982584e-15,2.65e-14
0.66,4.374640090408949e-15,2.9124030084115603e-15,6.332921356391345e-19,9.576080941501672e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.0164654965730264e-15,1.9948702272632736e-20,2.863248201509e-14,6.966213492030479e-17,2.951043073662076e-15,5.824806016823121e-15,1.374e-14,9.467571116626908e-15,8.749280180817898e-15,2.65e-14
0.67,4.457774701527564e-15,2.962171445976127e-15,5.961190920308039e-19,9.172757928968235e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.889418747624994e-15,1.8777751398970324e-20,2.7426546207615026e-14,6.557310012338843e-17,2.8252911245037797e-15,5.924342891952254e-15,1.374e-14,9.241159942011961e-15,8.915549403055129e-15,2.65e-14
0.68,4.541496208732566e-15,3.0121518256712843e-15,5.61246694823616e-19,8.784765843926473e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.7672012408368393e-15,1.7679270886943906e-20,2.6266449873340155e-14,6.173713643059776e-17,2.7048964103438866e-15,6.0243036513425685e-15,1.374e-14,9.016491655103764e-15,9.082992417465131e-15,2.65e-14
0.69,4.6257751406330965e-15,3.062297066024391e-15,5.29996080840537e-19,8.411588037022085e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.6496502316619567e-15,1.6694876546476915e-20,2.5150648230696035e-14,5.829956889245907e-17,2.5968087093798436e-15,6.124594132048782e-15,1.374e-14,8.793685952688192e-15,9.251550281266193e-15,2.65e-14
0.7,4.71058140346678e-15,3.1125561869260356e-15,4.989099614082465e-19,8.052723159087192e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.5366077951124655e-15,1.5715663784359764e-20,2.4077642245670703e-14,5.4880095754907117e-17,2.484616459360428e-15,6.225112373852071e-15,1.374e-14,8.5728597990645e-15,9.42116280693356e-15,2.65e-14
0.71,4.795884394191419e-15,3.162886867432448e-15,4.700934410649821e-19,7.707686851942511e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.427921358361891e-15,1.4807943393546936e-20,2.304598368730811e-14,5.1710278517148024e-17,2.378963793936898e-15,6.325773734864896e-15,1.374e-14,8.354129570011278e-15,9.591768788382839e-15,2.65e-14
0.72,4.881652954137836e-15,3.2132474327293214e-15,4.429390193532024e-19,7.376008842494064e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.3234427853856303e-15,1.3952579109625875e-20,2.2054266439057254e-14,4.8723292128852264e-17,2.277236266867713e-15,6.426494865458643e-15,1.374e-14,8.137608070389996e-15,9.763305908275672e-15,2.65e-14
0.73,4.967855450396721e-15,3.2635977659945525e-15,4.174000611707734e-19,7.057232530946823e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.2230282472482493e-15,1.3148101926879361e-20,2.1101125267531002e-14,4.591400672878507e-17,2.179561451460681e-15,6.527195531989105e-15,1.374e-14,7.923404307149355e-15,9.935710900793442e-15,2.65e-14
0.74,5.054459825062391e-15,3.313900108547918e-15,3.9334363560238344e-19,6.7509150419824096e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.126538238224459e-15,1.2390324521475079e-20,2.0185235975527405e-14,4.326779991626218e-17,2.085602426750994e-15,6.627800217095836e-15,1.374e-14,7.711623722836741e-15,1.0108919650124781e-14,2.65e-14
0.75,5.141433649452645e-15,3.36411863516166e-15,3.7068548767681426e-19,6.4566262010291575e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.0338372533241846e-15,1.167659286181965e-20,1.9305312341077183e-14,4.077540364444957e-17,1.995247931004094e-15,6.72823727032332e-15,1.374e-14,7.502367237891412e-15,1.028286729890529e-14,2.65e-14
0.76,5.228744171219469e-15,3.414219400489239e-15,3.4935232589579713e-19,6.173948522378606e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.944793784549261e-15,1.100459826571761e-20,1.8460106081912032e-14,3.842875584853768e-17,1.9084247818871516e-15,6.828438800978478e-15,1.374e-14,7.29573140105394e-15,1.0457488342438938e-14,2.65e-14
0.77,5.3163582736060195e-15,3.464170632194557e-15,3.292644120978746e-19,5.902479107266059e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.8592809187888085e-15,1.0371828981083051e-20,1.7648412530725518e-14,3.621908533076621e-17,1.8250049705860217e-15,6.928341264389114e-15,1.374e-14,7.091810761894332e-15,1.0632716547212039e-14,2.65e-14
0.78,5.404242569530362e-15,3.5139423899612547e-15,3.103464661135311e-19,5.641827680331869e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.777175719304539e-15,9.77591368257623e-21,1.686906476419229e-14,3.413811127248842e-17,1.7448633645616175e-15,7.0278847799225095e-15,1.374e-14,6.890696002320955e-15,1.0808485139060724e-14,2.65e-14
0.79,5.492363503780474e-15,3.563506252956557e-15,2.925320681304971e-19,5.391614565726557e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.6983585882038654e-15,9.214760146110659e-21,1.6120927551522407e-14,3.2178527494354683e-17,1.667903766357344e-15,7.127012505913114e-15,1.374e-14,6.6924717971979914e-15,1.0984727007560948e-14,2.65e-14
0.8,5.580687386949696e-15,3.612835416136426e-15,2.7575231170970782e-19,5.151471361781027e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.6227134789610235e-15,8.686197818855796e-21,1.540289937172527e-14,3.033275428806786e-17,1.5939963485221177e-15,7.225670832272851e-15,1.374e-14,6.4972177831608125e-15,1.1161374773899392e-14,2.65e-14
0.81,5.669180447459825e-15,3.66190468020832e-15,2.599492776480052e-19,4.9210408874148474e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.5501278795356769e-15,8.188402245912163e-21,1.4713912253370395e-14,2.859442054128057e-17,1.5230551622976036e-15,7.32380936041664e-15,1.374e-14,6.305008744298667e-15,1.133836089491965e-14,2.65e-14
0.82,5.757808817032819e-15,3.7106903868947645e-15,2.4506448014473713e-19,4.6999768659572355e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.4804927127765291e-15,7.71953112455922e-21,1.4052930829212135e-14,2.6957092815921084e-17,1.4549734570279023e-15,7.421380773789529e-15,1.374e-14,6.1159144219368985e-15,1.1515617634065637e-14,2.65e-14
0.83,5.8465386534668236e-15,3.75917038458363e-15,2.3104178631328353e-19,4.487943845528593e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.4137023113415067e-15,7.277816268868432e-21,1.3418952098130495e-14,2.541459649446119e-17,1.389640705136312e-15,7.51834076916726e-15,1.374e-14,5.92999979984855e-15,1.1693077306933647e-14,2.65e-14
0.84,5.935336183378265e-15,3.807323907554402e-15,2.1783108044870615e-19,4.284616498190788e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.3496541969300983e-15,6.861679034134244e-21,1.2811003329590457e-14,2.3961418849357677e-17,1.3269655686412241e-15,7.614647815108803e-15,1.374e-14,5.747324489396144e-15,1.187067236675653e-14,2.65e-14
0.85,6.024167666692635e-15,3.855131645923986e-15,2.0538504324445817e-19,4.089680018276007e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.2882492057569421e-15,6.469628862200432e-21,1.2228143254645261e-14,2.2592354756890398e-17,1.2668582076978834e-15,7.710263291847972e-15,1.374e-14,5.567943498107102e-15,1.204833533338527e-14,2.65e-14
0.86,6.112999617897624e-15,3.902575462815351e-15,1.9365730649647054e-19,3.902828685550965e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.2293910359485538e-15,6.100205154638822e-21,1.1669457769797385e-14,2.130230371461176e-17,1.2092196040448605e-15,7.805150925630702e-15,1.374e-14,5.391905799549403e-15,1.2225999235795248e-14,2.65e-14
0.87,6.2017986497905915e-15,3.949638600836492e-15,1.8260586913054555e-19,3.723766898717924e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.1729865730961461e-15,5.7520848776121844e-21,1.1134063027166594e-14,2.008664560436001e-17,1.153963503131679e-15,7.899277201672984e-15,1.374e-14,5.219255870560441e-15,1.2403597299581183e-14,2.65e-14
0.88,6.2905317035431275e-15,3.9963054024563674e-15,1.7219181588774256e-19,3.5522077533505315e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.1189454423054174e-15,5.4240422004638905e-21,1.062110118251809e-14,1.894109974765168e-17,1.1010097345455325e-15,7.992610804912735e-15,1.374e-14,5.050032260745249e-15,1.2581063407086255e-14,2.65e-14
0.89,6.379166058827202e-15,4.042561325400525e-15,1.6237659754938038e-19,3.387873156544889e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.06718004431164e-15,5.114862822805482e-21,1.0129740738069218e-14,1.7861425730431844e-17,1.0502677654452014e-15,8.08512265080105e-15,1.374e-14,4.884268032116502e-15,1.2758332117654404e-14,2.65e-14
0.9,6.467669208297613e-15,4.088393061838468e-15,1.5312500671837647e-19,3.2304943978421485e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.0176057353202767e-15,4.823437711628859e-21,9.659178249548025e-15,1.6843750739021412e-17,1.0016563440982066e-15,8.176786123676937e-15,1.374e-14,4.721991826657362e-15,1.2935338416595225e-14,2.65e-14
0.91,6.556009019158606e-15,4.133788372653866e-15,1.4440408890420426e-19,3.0798113250570066e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,9.70140567392957e-16,4.5487288004824346e-21,9.20863586192045e-15,1.588444977946247e-17,9.550975098813996e-16,8.267576745307732e-15,1.374e-14,4.563227206310005e-15,1.3112018038317211e-14,2.65e-14
0.92,6.644153900562393e-15,4.178735918319026e-15,1.361830125363643e-19,2.9355715003536832e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,9.247050226114101e-16,4.289764894895475e-21,8.777358786057514e-15,1.4980131379000073e-17,9.105165535209531e-16,8.357471836638052e-15,1.374e-14,4.407991876586767e-15,1.3288307801124786e-14,2.65e-14
0.93,6.732072709716697e-15,4.223225327317563e-15,1.2843299055891367e-19,2.7975305154748132e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,8.8122211237456615e-16,4.045639202605781e-21,8.364616241269693e-15,1.4127628961480503e-17,8.678423337464666e-16,8.446450654635126e-15,1.374e-14,4.256298417349055e-15,1.3464145419433394e-14,2.65e-14
0.94,6.8197347446439895e-15,4.267247264462588e-15,1.211260425566581e-19,2.665452395383697e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,8.396175045458646e-16,3.81547034053473e-21,7.969702662197255e-15,1.3323864681232393e-17,8.269996380081253e-16,8.534494528925177e-15,1.374e-14,4.108155298284361e-15,1.3639469489287979e-14,2.65e-14
0.95,6.9071099958194004e-15,4.31079310876671e-15,1.14236345922752e-19,2.5391079196083735e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,7.998189946766377e-16,3.598444896566688e-21,7.591932679629038e-15,1.2565998051502721e-17,7.879188044391831e-16,8.62158621753342e-15,1.374e-14,3.9635648783900106e-15,1.3814219991638801e-14,2.65e-14
0.96,6.994169055577963e-15,4.3538550733371485e-15,1.0773971203265295e-19,2.418275244965265e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,7.617567021640584e-16,3.393800929028568e-21,7.230642982446143e-15,1.1851368323591825e-17,7.505329469331992e-16,8.707710146674297e-15,1.374e-14,3.822524650282618e-15,1.3988338111155926e-14,2.65e-14
0.97,7.080882959570166e-15,4.396426397032775e-15,1.0161348084345071e-19,2.302740882431631e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,7.253633779659638e-16,3.2008246465686975e-21,6.885195238470577e-15,1.1177482892779577e-17,7.147779031592494e-16,8.79285279406555e-15,1.374e-14,3.685029140485748e-15,1.4161765919140331e-14,2.65e-14
0.98,7.167223633239802e-15,4.4385008334319525e-15,9.583617034831381e-20,2.192297107454774e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,6.905735888482539e-16,3.018839365971885e-21,6.554968351289775e-15,1.054197873831452e-17,6.805902751422678e-16,8.877001666863905e-15,1.374e-14,3.551066502557084e-15,1.4334447266479604e-14,2.65e-14
0.99,7.25316350449131e-15,4.480073050937482e-15,9.038761130440469e-20,2.086743933921497e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,6.573243391852716e-16,2.847209756088748e-21,6.239364362425277e-15,9.942637243484516e-18,6.479089624695609e-16,8.960146101874964e-15,1.374e-14,3.420621857510794e-15,1.450632700898262e-14,2.65e-14
1.0,7.338675770498041e-15,4.5211383827803626e-15,8.524878392397135e-20,1.9858879034025764e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,6.255546895718115e-16,2.6853366936050975e-21,5.937804831173704e-15,9.377366231636849e-18,6.166744785344262e-16,9.042276765560725e-15,1.374e-14,3.293675961355395e-15,1.4677351540996083e-14,2.65e-14
1.01,7.423734373767208e-15,4.5616928277434836e-15,8.040183623898605e-20,1.8895420538469346e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.952057469617844e-16,2.5326578415280605e-21,5.649730741002335e-15,8.844201986288465e-18,5.86829567534062e-16,9.123385655486967e-15,1.374e-14,3.1702055748558123e-15,1.4847468747534416e-14,2.65e-14
1.02,7.508313996358325e-15,4.601733017970483e-15,7.5830278459715e-20,1.797525705044941e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.662205970891564e-16,2.3886537714810225e-21,5.3746018580843734e-15,8.341330630568649e-18,5.583211138399462e-16,9.203466035940965e-15,1.374e-14,3.050183554660632e-15,1.501662799271665e-14,2.65e-14
1.03,7.592390118968179e-15,4.641256215607324e-15,7.151834688578005e-20,1.709664516793726e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.385443227900237e-16,2.2528279269020715e-21,5.111896905213241e-15,7.867018157435805e-18,5.310959552217398e-16,9.282512431214648e-15,1.374e-14,2.9335794363964735e-15,1.5184780237936358e-14,2.65e-14
1.04,7.675939019365542e-15,4.6802602251678136e-15,6.745083206646354e-20,1.6257899335209424e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.121238290590968e-16,2.1247012100936016e-21,4.861111901227618e-15,7.41959152731099e-18,5.050999143602289e-16,9.360520450335627e-15,1.374e-14,2.8203589516891552e-15,1.5351878038731084e-14,2.65e-14
1.05,7.758937823207919e-15,4.718743398743557e-15,6.361351114943776e-20,1.545739279796882e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.869078731360179e-16,2.0038256012072895e-21,4.621760446592677e-15,6.997486226438154e-18,4.802813372916945e-16,9.437486797487114e-15,1.374e-14,2.710484661600528e-15,1.5517875646415838e-14,2.65e-14
1.06,7.841364524002983e-15,4.756704589571114e-15,5.999285025923166e-20,1.4693554934601385e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.628469804399437e-16,1.8897747831657975e-21,4.3933729254458146e-15,6.599213528515483e-18,4.565892258712638e-16,9.513409179142228e-15,1.374e-14,2.6039159609421932e-15,1.5682729048005966e-14,2.65e-14
1.07,7.923197867170362e-15,4.7941431962043654e-15,5.657844509366023e-20,1.3964872134429878e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.3989347223454116e-16,1.782221020450297e-21,4.175496768194534e-15,6.223628960302625e-18,4.339922681561495e-16,9.588286392408731e-15,1.374e-14,2.500609659504569e-15,1.5846395734340723e-14,2.65e-14
1.08,8.004417579646427e-15,4.831059010357871e-15,5.335923415967618e-20,1.3269881740209436e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.1800127481659724e-16,1.6808158760297997e-21,3.9676946403226216e-15,5.86951575756438e-18,4.124505743566386e-16,9.662118020715742e-15,1.374e-14,2.4005194477942505e-15,1.6008835159292853e-14,2.65e-14
1.09,8.085004280339886e-15,4.8674522509143366e-15,5.032544883253955e-20,1.2607172704067562e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.971259401781282e-16,1.5852516382249958e-21,3.769544638516202e-15,5.535799371579351e-18,3.919307507171502e-16,9.734904501828673e-15,1.374e-14,2.3035964232233713e-15,1.617000856067977e-14,2.65e-14
1.1,8.164939271526647e-15,4.903323651693775e-15,4.745803008967218e-20,1.1975389217758242e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.7722476035938464e-16,1.4949279478246737e-21,3.5806413761097146e-15,5.22038330986394e-18,3.723233302423752e-16,9.80664730338755e-15,1.374e-14,2.2097901611791375e-15,1.6329878543053294e-14,2.65e-14
1.11,8.244204947086498e-15,4.938674227113062e-15,4.474510285626305e-20,1.137321995093605e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.582564284544856e-16,1.4094707399722862e-21,3.4005927653298793e-15,4.921961314188935e-18,3.5357037802519896e-16,9.877348454226124e-15,1.374e-14,2.1190473297541027e-15,1.6488409894172997e-14,2.65e-14
1.12,8.322784545933824e-15,4.973505383992018e-15,4.217345505493723e-20,1.0799402494310022e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.401811785707657e-16,1.3284638342305226e-21,3.2290213457986967e-15,4.639080056043095e-18,3.3559984924364105e-16,9.947010767984036e-15,1.374e-14,2.031312864180156e-15,1.664556909186765e-14,2.65e-14
1.13,8.400662043023122e-15,5.007819014179813e-15,3.977282942733654e-20,1.0252723750352072e-15,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.229607981360903e-16,1.252844126961101e-21,3.0655644013552698e-15,4.375011237007019e-18,3.1868021032631413e-16,1.0015638028359626e-14,1.374e-14,1.9465304797863654e-15,1.6801324086046243e-14,2.65e-14
1.14,8.477822460682614e-15,5.041617216818388e-15,3.7544643976362527e-20,9.73201293435117e-16,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.0655840743206186e-16,1.1826562852554197e-21,2.909871867371e-15,4.129910837399878e-18,3.0285715755287377e-16,1.0083234433636776e-14,1.374e-14,1.864641879240411e-15,1.6955644921365227e-14,2.65e-14
1.15,8.554251660334667e-15,5.074902416583492e-15,3.548783741698322e-20,9.23614394147218e-16,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.9093853415637363e-16,1.1178668786349715e-21,2.761607038500182e-15,3.903662115868154e-18,2.881556989868324e-16,1.0149804833166985e-14,1.374e-14,1.7855875720092807e-15,1.7108503320669333e-14,2.65e-14
1.16,8.629936290063575e-15,5.107677103409551e-15,3.342495763075183e-20,8.764034105902105e-16,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.7606707433591633e-16,1.0528861653686826e-21,2.6204461976647296e-15,3.676745339382701e-18,2.7315822523684075e-16,1.0215354206819101e-14,1.374e-14,1.7093070651000758e-15,1.725987258012715e-14,2.65e-14
