GSH,NAPQI,Paracetamol_APAP,Protein_adducts,Sulphate__PAPS,Time
1.9274018548318328e-15,2.7251407902025257e-18,2.759113484378184e-14,0.0,2.4992317537705988e-15,0.4
1.9436517540670896e-15,2.6004447365719413e-18,2.6542019354305304e-14,0.0,2.558980416099088e-15,0.41
1.96266217299844e-15,2.4778873709700736e-18,2.5529316343004484e-14,0.0,2.6198654159093394e-15,0.42
1.984269670087843e-15,2.3579866415356692e-18,2.4551843725026823e-14,0.0,2.6818669361865108e-15,0.43
2.008316751237613e-15,2.2411775532277886e-18,2.3608451596611225e-14,0.0,2.7449661280985005e-15,0.44
2.034655417223814e-15,2.127791620459807e-18,2.2698041199583327e-14,0.0,2.8091457918677413e-15,0.45
2.063143709034821e-15,2.018119978009783e-18,2.1819546799297205e-14,0.0,2.8743889836823273e-15,0.46
2.0936456755004585e-15,1.9123710952372244e-18,2.0971935990627647e-14,0.0,2.9406789734174836e-15,0.47
2.1260317619929277e-15,1.8106876561030337e-18,2.015421165465399e-14,0.0,3.007999356730542e-15,0.48
2.160177146890352e-15,1.7131565473306373e-18,1.9365403790245004e-14,0.0,3.076333257996186e-15,0.49
2.19596275448479e-15,1.6198335231357612e-18,1.8604574761998296e-14,0.0,3.1456637094354383e-15,0.5
2.2332747560508097e-15,1.5307150005502184e-18,1.787081689446861e-14,0.0,3.2159734761470904e-15,0.51
2.2720043955345986e-15,1.445758800327321e-18,1.7163251818855752e-14,0.0,3.2872449100362896e-15,0.52
2.3120477141460243e-15,1.3649331907093545e-18,1.6481028782766245e-14,0.0,3.3594598475255098e-15,0.53
2.35330507474566e-15,1.2881281834216538e-18,1.5823322916775342e-14,0.0,3.432599500882692e-15,0.54
2.3956817951368035e-15,1.2152154396832484e-18,1.518933790406204e-14,0.0,3.5066446367556984e-15,0.55
2.4390866608160216e-15,1.1461188852147232e-18,1.4578298445918738e-14,0.0,3.5815750953831815e-15,0.56
2.483433434621283e-15,1.0807042829535417e-18,1.3989458137039992e-14,0.0,3.657370291943455e-15,0.57
2.528638665198e-15,1.018812632049464e-18,1.3422088647321824e-14,0.0,3.734008625636526e-15,0.58
2.574623581609556e-15,9.602877949845364e-19,1.2875488773770789e-14,0.0,3.811467949792721e-15,0.59
2.6213121490522976e-15,9.05020700100707e-19,1.2348974572390043e-14,0.0,3.889725180948084e-15,0.6
2.6686324803555314e-15,8.528557458749847e-19,1.1841886936871424e-14,0.0,3.9687565719421046e-15,0.61
2.7165152201526894e-15,8.036025130998799e-19,1.1353583392507546e-14,0.0,4.048537552945652e-15,0.62
2.7648949032401363e-15,7.571255235103756e-19,1.088344434286413e-14,0.0,4.1290428181636454e-15,0.63
2.8137087094402436e-15,7.13378716045972e-19,1.0430866379322845e-14,0.0,4.21024631384207e-15,0.64
2.8628972267789383e-15,6.722644297431392e-19,9.995267306690618e-15,0.0,4.292121217491292e-15,0.65
2.9124030084115603e-15,6.332921356391345e-19,9.576080941501672e-15,0.0,4.374640090408949e-15,0.66
2.962171445976127e-15,5.961190920308039e-19,9.172757928968235e-15,0.0,4.457774701527564e-15,0.67
3.0121518256712843e-15,5.61246694823616e-19,8.784765843926473e-15,0.0,4.541496208732566e-15,0.68
3.062297066024391e-15,5.29996080840537e-19,8.411588037022085e-15,0.0,4.6257751406330965e-15,0.69
3.1125561869260356e-15,4.989099614082465e-19,8.052723159087192e-15,0.0,4.71058140346678e-15,0.7
3.162886867432448e-15,4.700934410649821e-19,7.707686851942511e-15,0.0,4.795884394191419e-15,0.71
3.2132474327293214e-15,4.429390193532024e-19,7.376008842494064e-15,0.0,4.881652954137836e-15,0.72
3.2635977659945525e-15,4.174000611707734e-19,7.057232530946823e-15,0.0,4.967855450396721e-15,0.73
3.313900108547918e-15,3.9334363560238344e-19,6.7509150419824096e-15,0.0,5.054459825062391e-15,0.74
3.36411863516166e-15,3.7068548767681426e-19,6.4566262010291575e-15,0.0,5.141433649452645e-15,0.75
3.414219400489239e-15,3.4935232589579713e-19,6.173948522378606e-15,0.0,5.228744171219469e-15,0.76
3.464170632194557e-15,3.292644120978746e-19,5.902479107266059e-15,0.0,5.3163582736060195e-15,0.77
3.5139423899612547e-15,3.103464661135311e-19,5.641827680331869e-15,0.0,5.404242569530362e-15,0.78
3.563506252956557e-15,2.925320681304971e-19,5.391614565726557e-15,0.0,5.492363503780474e-15,0.79
3.612835416136426e-15,2.7575231170970782e-19,5.151471361781027e-15,0.0,5.580687386949696e-15,0.8
3.66190468020832e-15,2.599492776480052e-19,4.9210408874148474e-15,0.0,5.669180447459825e-15,0.81
3.7106903868947645e-15,2.4506448014473713e-19,4.6999768659572355e-15,0.0,5.757808817032819e-15,0.82
3.75917038458363e-15,2.3104178631328353e-19,4.487943845528593e-15,0.0,5.8465386534668236e-15,0.83
3.807323907554402e-15,2.1783108044870615e-19,4.284616498190788e-15,0.0,5.935336183378265e-15,0.84
3.855131645923986e-15,2.0538504324445817e-19,4.089680018276007e-15,0.0,6.024167666692635e-15,0.85
3.902575462815351e-15,1.9365730649647054e-19,3.902828685550965e-15,0.0,6.112999617897624e-15,0.86
3.949638600836492e-15,1.8260586913054555e-19,3.723766898717924e-15,0.0,6.2017986497905915e-15,0.87
3.9963054024563674e-15,1.7219181588774256e-19,3.5522077533505315e-15,0.0,6.2905317035431275e-15,0.88
4.042561325400525e-15,1.6237659754938038e-19,3.387873156544889e-15,0.0,6.379166058827202e-15,0.89
4.088393061838468e-15,1.5312500671837647e-19,3.2304943978421485e-15,0.0,6.467669208297613e-15,0.9
4.133788372653866e-15,1.4440408890420426e-19,3.0798113250570066e-15,0.0,6.556009019158606e-15,0.91
4.178735918319026e-15,1.361830125363643e-19,2.9355715003536832e-15,0.0,6.644153900562393e-15,0.92
4.223225327317563e-15,1.2843299055891367e-19,2.7975305154748132e-15,0.0,6.732072709716697e-15,0.93
4.267247264462588e-15,1.211260425566581e-19,2.665452395383697e-15,0.0,6.8197347446439895e-15,0.94
4.31079310876671e-15,1.14236345922752e-19,2.5391079196083735e-15,0.0,6.9071099958194004e-15,0.95
4.3538550733371485e-15,1.0773971203265295e-19,2.418275244965265e-15,0.0,6.994169055577963e-15,0.96
4.396426397032775e-15,1.0161348084345071e-19,2.302740882431631e-15,0.0,7.080882959570166e-15,0.97
4.4385008334319525e-15,9.583617034831381e-20,2.192297107454774e-15,0.0,7.167223633239802e-15,0.98
4.480073050937482e-15,9.038761130440469e-20,2.086743933921497e-15,0.0,7.25316350449131e-15,0.99
4.5211383827803626e-15,8.524878392397135e-20,1.9858879034025764e-15,0.0,7.338675770498041e-15,1.0
4.5616928277434836e-15,8.040183623898605e-20,1.8895420538469346e-15,0.0,7.423734373767208e-15,1.01
4.601733017970483e-15,7.5830278459715e-20,1.797525705044941e-15,0.0,7.508313996358325e-15,1.02
4.641256215607324e-15,7.151834688578005e-20,1.709664516793726e-15,0.0,7.592390118968179e-15,1.03
4.6802602251678136e-15,6.745083206646354e-20,1.6257899335209424e-15,0.0,7.675939019365542e-15,1.04
4.718743398743557e-15,6.361351114943776e-20,1.545739279796882e-15,0.0,7.758937823207919e-15,1.05
4.756704589571114e-15,5.999285025923166e-20,1.4693554934601385e-15,0.0,7.841364524002983e-15,1.06
4.7941431962043654e-15,5.657844509366023e-20,1.3964872134429878e-15,0.0,7.923197867170362e-15,1.07
4.831059010357871e-15,5.335923415967618e-20,1.3269881740209436e-15,0.0,8.004417579646427e-15,1.08
4.8674522509143366e-15,5.032544883253955e-20,1.2607172704067562e-15,0.0,8.085004280339886e-15,1.09
4.903323651693775e-15,4.745803008967218e-20,1.1975389217758242e-15,0.0,8.164939271526647e-15,1.1
4.938674227113062e-15,4.474510285626305e-20,1.137321995093605e-15,0.0,8.244204947086498e-15,1.11
4.973505383992018e-15,4.217345505493723e-20,1.0799402494310022e-15,0.0,8.322784545933824e-15,1.12
5.007819014179813e-15,3.977282942733654e-20,1.0252723750352072e-15,0.0,8.400662043023122e-15,1.13
5.041617216818388e-15,3.7544643976362527e-20,9.73201293435117e-16,0.0,8.477822460682614e-15,1.14
5.074902416583492e-15,3.548783741698322e-20,9.23614394147218e-16,0.0,8.554251660334667e-15,1.15
5.107677103409551e-15,3.342495763075183e-20,8.764034105902105e-16,0.0,8.629936290063575e-15,1.16
5.1399441736479544e-15,3.1300000619101204e-20,8.314640976066521e-16,0.0,8.704863976638432e-15,1.17
5.171706900291879e-15,2.913265535862239e-20,7.886962371478555e-16,0.0,8.779023177602966e-15,1.18
5.202969928907314e-15,2.769723604669935e-20,7.480035393043695e-16,0.0,8.852403134133272e-15,1.19
5.2337373183367895e-15,2.7245903253096744e-20,7.092933739485759e-16,0.0,8.92499402585244e-15,1.2
5.264013060152241e-15,2.777458409781678e-20,6.724767643281871e-16,0.0,8.996786833897488e-15,1.21
5.293798210355933e-15,2.6885418790720603e-20,6.374683246698317e-16,0.0,9.0677732967164e-15,1.22
5.3230951647132815e-15,2.305068910721873e-20,6.041859745920057e-16,0.0,9.137946016084131e-15,1.23
5.3519114651825735e-15,1.9298871250120516e-20,5.725510070633004e-16,0.0,9.207298341321034e-15,1.24
5.38025580272656e-15,1.9680328798298484e-20,5.424878912150852e-16,0.0,9.275824392276018e-15,1.25
5.408131089757581e-15,2.234025345514119e-20,5.139241853192302e-16,0.0,9.343519037520115e-15,1.26
5.435538800358143e-15,2.3675301099810192e-20,4.867904304474019e-16,0.0,9.41037787625703e-15,1.27
5.462475734739677e-15,1.5273900702668716e-20,4.610200355114983e-16,0.0,9.476397222864379e-15,1.28
5.488964936213486e-15,1.5446243126447513e-20,4.365491841906863e-16,0.0,9.541574085008686e-15,1.29
5.515002003758066e-15,1.4627391377253703e-20,4.1331677334303397e-16,0.0,9.605906145170448e-15,1.3
5.540593096369622e-15,1.3742487986483594e-20,3.9126429297015285e-16,0.0,9.669391739649418e-15,1.31
5.565743659888143e-15,1.2952772652104867e-20,3.703356528513541e-16,0.0,9.732029815740289e-15,1.32
5.590458989482617e-15,1.2203317143424713e-20,3.504770846257907e-16,0.0,9.793819909346672e-15,1.33
5.6147444965142305e-15,1.1495141992390392e-20,3.31637349070244e-16,0.0,9.854762198139152e-15,1.34
5.63860564183204e-15,1.0830858214204169e-20,3.137674574823332e-16,0.0,9.914857429239598e-15,1.35
5.662047913443743e-15,1.0203823842267536e-20,2.96820463985613e-16,0.0,9.974106866369431e-15,1.36
5.685076836296195e-15,9.612527831708602e-21,2.8075147073555886e-16,0.0,1.0032512290860071e-14,1.37
5.707697960818672e-15,9.05533822668075e-21,2.655175944619289e-16,0.0,1.0090075991720252e-14,1.38
5.729916855167841e-15,8.530005385773499e-21,2.5107787183049983e-16,0.0,1.014680073896522e-14,1.39
5.751739102548837e-15,8.034815352299425e-21,2.373932127190804e-16,0.0,1.0202689769929295e-14,1.4
5.773170291437633e-15,7.56807744524586e-21,2.2442628212144237e-16,0.0,1.0257746755162903e-14,1.41
5.794216010416274e-15,7.128116714310198e-21,2.1214142358688839e-16,0.0,1.0311975775330229e-14,1.42
5.8148818423118216e-15,6.713453702338696e-21,2.00504582800908e-16,0.0,1.0365381297516506e-14,1.43
5.835173372243187e-15,6.3226009353651916e-21,1.8948341573097217e-16,0.0,1.0417968208338622e-14,1.44
5.8550961639775794e-15,5.954283579943607e-21,1.7904696874833464e-16,0.0,1.0469741712202068e-14,1.45
5.87465576402688e-15,5.607134529491918e-21,1.6916573622897363e-16,0.0,1.0520707355955868e-14,1.46
5.893857703258336e-15,5.280038243693493e-21,1.598116593712454e-16,0.0,1.0570871016140397e-14,1.47
5.912707473838511e-15,4.971782299013949e-21,1.5095783807859485e-16,0.0,1.0620238821552962e-14,1.48
5.9312105449689e-15,4.681274752366737e-21,1.4257870858597358e-16,0.0,1.0668817197861581e-14,1.49
5.949372357624098e-15,4.407522338709155e-21,1.3464996757705846e-16,0.0,1.0716612843986994e-14,1.5
5.967198318704155e-15,4.14966493813073e-21,1.2714847963108598e-16,0.0,1.0763632705134134e-14,1.51
5.984693799952504e-15,3.906879978977818e-21,1.2005225633767783e-16,0.0,1.0809883961784833e-14,1.52
6.001864129712427e-15,3.678197245983961e-21,1.1334033383549095e-16,0.0,1.0855373990375304e-14,1.53
6.018714594647599e-15,3.462663447608069e-21,1.0699277917950452e-16,0.0,1.0900110363956733e-14,1.54
6.03525043351418e-15,3.2592407900627538e-21,1.00990596003073e-16,0.0,1.0944100820870743e-14,1.55
6.051476840766017e-15,3.0675431318581766e-21,9.531574085480033e-17,0.0,1.0987353269479678e-14,1.56
6.067398960064651e-15,2.887213605661297e-21,8.995103496792554e-17,0.0,1.1029875758229965e-14,1.57
6.083021887393851e-15,2.7181481212116477e-21,8.488017946786472e-17,0.0,1.1071676479629691e-14,1.58
6.0983506650797216e-15,2.5592762408279108e-21,8.008767684938806e-17,0.0,1.1112763743111378e-14,1.59
6.113390282270198e-15,2.4089127798533995e-21,7.555881359379186e-17,0.0,1.1153145968442811e-14,1.6
6.128145673757776e-15,2.2660168170359092e-21,7.127960542761601e-17,0.0,1.119283166653992e-14,1.61
6.142621719049461e-15,2.130097567715129e-21,6.723677311431793e-17,0.0,1.1231829430885493e-14,1.62
6.156823243717009e-15,2.004167921468484e-21,6.341770296325908e-17,0.0,1.1270147924055662e-14,1.63
6.1707550102399985e-15,1.885431509215003e-21,5.981043226107193e-17,0.0,1.1307795872592494e-14,1.64
6.184421724191189e-15,1.7744848122560217e-21,5.640358959182592e-17,0.0,1.1344782045850389e-14,1.65
6.1978280333270125e-15,1.6707239669896303e-21,5.31863981662279e-17,0.0,1.1381115257316567e-14,1.66
6.210978524914567e-15,1.5727840012249628e-21,5.014862979881666e-17,0.0,1.141680434852427e-14,1.67
6.223877726162396e-15,1.4801931528867398e-21,4.7280582310007616e-17,0.0,1.145185818134024e-14,1.68
6.236530104961496e-15,1.393154323748498e-21,4.457306213364869e-17,0.0,1.1486285631921066e-14,1.69
6.2489400669575024e-15,1.3109545258701552e-21,4.201734523160131e-17,0.0,1.1520095577258328e-14,1.7
6.261111956338427e-15,1.232937407047103e-21,3.9605170257628085e-17,0.0,1.1553296893514044e-14,1.71
6.273050056336739e-15,1.1590547779989657e-21,3.732869837449515e-17,0.0,1.1585898441448905e-14,1.72
6.284758591311769e-15,1.090081872263322e-21,3.518051140475379e-17,0.0,1.161790906756968e-14,1.73
6.2962417220848825e-15,1.0264731780843477e-21,3.315356881589151e-17,0.0,1.164933758791209e-14,1.74
6.307503546305096e-15,9.65730366001481e-22,3.1241215237368653e-17,0.0,1.1680192793067552e-14,1.75
6.318548100711839e-15,9.06570370653186e-22,2.9437131973147075e-17,0.0,1.1710483429956435e-14,1.76
6.329379368184497e-15,8.52485148082495e-22,2.7735351410556457e-17,0.0,1.1740218209434728e-14,1.77
6.340001267663596e-15,8.049450063031595e-22,2.6130209117091093e-17,0.0,1.176940578843749e-14,1.78
6.350417648496e-15,7.586053731840872e-22,2.461635505023068e-17,0.0,1.1798054776420303e-14,1.79
6.360632300636794e-15,7.091282321542763e-22,2.318871733098984e-17,0.0,1.1826173722103084e-14,1.8
6.370648966106228e-15,6.614301868979866e-22,2.1842501274505505e-17,0.0,1.1853771115108342e-14,1.81
6.380471331249958e-15,6.23869293449123e-22,2.0573168471785137e-17,0.0,1.188085537903951e-14,1.82
6.390103010556617e-15,5.937893122675279e-22,1.9376424882559525e-17,0.0,1.190743486853042e-14,1.83
6.3995475508354274e-15,5.597700347248981e-22,1.824821131834086e-17,0.0,1.193351786728203e-14,1.84
6.408808452480689e-15,5.216761330212937e-22,1.7184684510508863e-17,0.0,1.195911258192319e-14,1.85
6.417889167316449e-15,4.89238659617586e-22,1.6182215790305908e-17,0.0,1.1984227143606413e-14,1.86
6.4267930795988665e-15,4.621802126248548e-22,1.523736763570958e-17,0.0,1.2008869600034162e-14,1.87
6.435523512265738e-15,4.348319760494961e-22,1.434689778295452e-17,0.0,1.2033047919280313e-14,1.88
6.444083737528007e-15,4.0795101818722464e-22,1.3507733845758356e-17,0.0,1.2056769981030136e-14,1.89
6.45247697468188e-15,3.8358623202412325e-22,1.2716979964782118e-17,0.0,1.2080043581530227e-14,1.9
6.4607063851581815e-15,3.6147403517500725e-22,1.197189192743048e-17,0.0,1.2102876424978066e-14,1.91
6.468775074573588e-15,3.4027683181273564e-22,1.126988436973081e-17,0.0,1.21252761287744e-14,1.92
6.476686095790453e-15,3.192950768328733e-22,1.0608507861377129e-17,0.0,1.2147250215726794e-14,1.93
6.484442450369061e-15,2.996231029699423e-22,9.985454353827323e-18,0.0,1.2168806118508318e-14,1.94
6.49204708689558e-15,2.820449481239969e-22,9.398539707798162e-18,0.0,1.2189951174261227e-14,1.95
6.499502900506432e-15,2.6578188312751664e-22,8.845703658043945e-18,0.0,1.221069262662298e-14,1.96
6.506812734591646e-15,2.4961775061712226e-22,8.324999930901932e-18,0.0,1.2231037623601446e-14,1.97
6.513979383813113e-15,2.33915070721891e-22,7.834590347283036e-18,0.0,1.2250993217095516e-14,1.98
6.521005594312813e-15,2.2001621366681067e-22,7.3727411383501e-18,0.0,1.227056636335992e-14,1.99
6.527894061173982e-15,2.0771583410693653e-22,6.937813276263972e-18,0.0,1.2289763920964667e-14,2.0
6.534647429328279e-15,1.9529728750826415e-22,6.528262720174609e-18,0.0,1.2308592652855655e-14,2.01
6.541268297659964e-15,1.8253933407992825e-22,6.1426288671182275e-18,0.0,1.2327059223561777e-14,2.02
6.547759220470091e-15,1.7139101942431493e-22,5.7795370222903176e-18,0.0,1.2345170202113301e-14,2.03
6.554122703877428e-15,1.6227872426418524e-22,5.437686267969547e-18,0.0,1.2362932059059114e-14,2.04
6.560361205024803e-15,1.5286092797133821e-22,5.115853039009833e-18,0.0,1.2380351169744857e-14,2.05
6.566477137772952e-15,1.4232775380328618e-22,4.8128792125353976e-18,0.0,1.2397433811492493e-14,2.06
6.57247287569231e-15,1.3325117508145941e-22,4.5276760542262974e-18,0.0,1.2414186166918728e-14,2.07
6.57835074669867e-15,1.2655074173812837e-22,4.259213223656832e-18,0.0,1.2430614321550696e-14,2.08
6.5841130318627734e-15,1.199169185344721e-22,4.006521722144034e-18,0.0,1.2446724266671196e-14,2.09
6.589761970587752e-15,1.1157245573595153e-22,3.768685846758346e-18,0.0,1.246252189809931e-14,2.1
6.595299764789626e-15,1.0322067812713257e-22,3.544843153185328e-18,0.0,1.2478013017865972e-14,2.11
6.600728577030561e-15,9.79032491668453e-23,3.3341802003575182e-18,0.0,1.249320333439834e-14,2.12
6.6060505244994094e-15,9.445479600825477e-23,3.1359297160610296e-18,0.0,1.2508098463168433e-14,2.13
6.611267680468258e-15,8.819418911732531e-23,2.949369197310897e-18,0.0,1.252270392786261e-14,2.14
6.616382085256168e-15,7.942342253727674e-23,2.773816392302414e-18,0.0,1.2537025160464551e-14,2.15
6.621395748422555e-15,7.473854712068593e-23,2.608629666748731e-18,0.0,1.2551067502963682e-14,2.16
6.626310634869595e-15,7.496238546840498e-23,2.4532026570254746e-18,0.0,1.2564836207211938e-14,2.17
6.631128660329995e-15,7.103176978054674e-23,2.306965635149345e-18,0.0,1.2578336436870907e-14,2.18
6.635851712115824e-15,6.042397527069993e-23,2.1693799257003744e-18,0.0,1.2591573267259873e-14,2.19
6.640481659436664e-15,5.518185483475219e-23,2.039939733181307e-18,0.0,1.2604551687347008e-14,2.2
6.645020327639791e-15,6.017223673491864e-23,1.9181667156719258e-18,0.0,1.2617276599719108e-14,2.21
6.649469482055204e-15,5.961571396983457e-23,1.8036119091141e-18,0.0,1.2629752822499041e-14,2.22
6.653830865318931e-15,4.688529458271375e-23,1.6958507947482646e-18,0.0,1.264198508952235e-14,2.23
6.658106210823193e-15,3.589857764330634e-23,1.5944846723498165e-18,0.0,1.2653978052025165e-14,2.24
6.662297216189232e-15,3.828751713711861e-23,1.4991371785743443e-18,0.0,1.2665736279227011e-14,2.25
6.6664055255885204e-15,4.6086315053524695e-23,1.409454224759996e-18,0.0,1.2677264259634437e-14,2.26
6.6704327443802836e-15,4.404251152396355e-23,1.3251022467024447e-18,0.0,1.2688566402015227e-14,2.27
6.6743804651898434e-15,3.471220612268406e-23,1.245766894807342e-18,0.0,1.2699647036420317e-14,2.28
6.678250259488783e-15,3.121110072149113e-23,1.171152537759608e-18,0.0,1.2710510415378198e-14,2.29
6.682043654719283e-15,3.233018424060759e-23,1.1009802320869808e-18,0.0,1.2721160714813535e-14,2.3
6.685762143249733e-15,3.078117082472591e-23,1.034987978219294e-18,0.0,1.2731602035302628e-14,2.31
6.689407196611692e-15,2.8015679807949487e-23,9.729283504469135e-19,0.0,1.2741838402988074e-14,2.32
6.6929802598078935e-15,2.638063600960543e-23,9.145691703170308e-19,0.0,1.2751873770817671e-14,2.33
6.696482746814312e-15,2.521202366686532e-23,8.596910524749377e-19,0.0,1.2761712019503024e-14,2.34
6.699916043756298e-15,2.3859456528995428e-23,8.080882605986913e-19,0.0,1.2771356958696582e-14,2.35
6.7032815110581615e-15,2.2065138682605096e-23,7.595663418903642e-19,0.0,1.2780812328019356e-14,2.36
6.7065804831229766e-15,2.0496298368179045e-23,7.139430057832833e-19,0.0,1.2790081798150733e-14,2.37
6.709814268396373e-15,1.9446972504876095e-23,6.71045994145694e-19,0.0,1.2799168971929164e-14,2.38
6.712984149019115e-15,1.8473155431092984e-23,6.307136862583697e-19,0.0,1.2808077385367025e-14,2.39
6.716091382310136e-15,1.727761083578758e-23,5.927936461491434e-19,0.0,1.2816810508777057e-14,2.4
6.719137201710343e-15,1.6054519034930338e-23,5.571425636151185e-19,0.0,1.282537174777266e-14,2.41
6.722122816837745e-15,1.5116250397834793e-23,5.236255616868162e-19,0.0,1.2833764444349996e-14,2.42
6.725049413291127e-15,1.436045565035271e-23,4.921156123638169e-19,0.0,1.2841991877928906e-14,2.43
6.7279181533917534e-15,1.34930982863036e-23,4.624933689067118e-19,0.0,1.2850057266348113e-14,2.44
6.730730177192426e-15,1.2528247661474782e-23,4.346462809213905e-19,0.0,1.2857963766968381e-14,2.45
6.733486602685514e-15,1.1740647574677536e-23,4.0846874033123173e-19,0.0,1.2865714477566141e-14,2.46
6.73618852592056e-15,1.1157142607306466e-23,3.838610611644037e-19,0.0,1.2873312437501299e-14,2.47
6.738837021064109e-15,1.0515600292164996e-23,3.607297911325088e-19,0.0,1.2880760628509988e-14,2.48
6.741433141649852e-15,9.770729575375166e-24,3.389866676494447e-19,0.0,1.2888061975927432e-14,2.49
6.743977920797606e-15,9.141391631992909e-24,3.1854899573876583e-19,0.0,1.2895219349391473e-14,2.5
6.7464723713139825e-15,8.676542576233316e-24,2.9933865027408905e-19,0.0,1.2902235564102494e-14,2.51
6.74891748585007e-15,8.190336501648049e-24,2.812824573712988e-19,0.0,1.290911338145607e-14,2.52
6.751314237848373e-15,7.635920484860842e-24,2.64311301747288e-19,0.0,1.2915855510306845e-14,2.53
6.753663581782574e-15,7.115321111393895e-24,2.4836038226687106e-19,0.0,1.2922464607607618e-14,2.54
6.755966453463728e-15,6.715626868848721e-24,2.3336862138127677e-19,0.0,1.2928943279542692e-14,2.55
6.758223770162388e-15,6.3756847593538756e-24,2.1927862611873645e-19,0.0,1.2935294082301164e-14,2.56
6.760436431091663e-15,5.975047767636424e-24,2.0603642128794982e-19,0.0,1.2941519523017466e-14,2.57
6.762605318005735e-15,5.540055379733906e-24,1.9359119357130384e-19,0.0,1.2947622060681705e-14,2.58
