value_component_environment_variable_time,value_component_Y_variable_Y,value_component_Y_variable_k1,value_component_M_variable_M,value_component_preMPF_variable_preMPF,value_component_Cdc25P_variable_Cdc25P,value_component_Cdc25P_variable_k25,value_component_Cdc25P_variable_Km25,value_component_Cdc25P_variable_k25r,value_component_Cdc25P_variable_k25ro,value_component_Cdc25P_variable_Km25r,value_component_Wee1_variable_Wee1,value_component_Wee1_variable_kw,value_component_Wee1_variable_Kmw,value_component_Wee1_variable_kwr,value_component_Wee1_variable_kwro,value_component_Wee1_variable_Kmwr,value_component_IEP_variable_IEP,value_component_IEP_variable_kie,value_component_IEP_variable_Kmie,value_component_IEP_variable_kier,value_component_IEP_variable_Kmier,value_component_APC__variable_APC_,value_component_APC__variable_kap,value_component_APC__variable_Kmap,value_component_APC__variable_kapr,value_component_APC__variable_Kmapr,value_component_C_variable_C,value_component_C_variable_Cdc2tot,value_component_Cdc25_variable_Cdc25,value_component_Cdc25_variable_Cdc25tot,value_component_Wee1P_variable_Wee1P,value_component_Wee1P_variable_Wee1tot,value_component_IE_variable_IE,value_component_IE_variable_IEtot,value_component_APC_variable_APC,value_component_APC_variable_APCtot,value_component_p_variable_p,value_component_p_variable_R,value_component_p_variable_s,value_component_p_variable_q,value_component_kinetic_parameters_variable_k2,value_component_kinetic_parameters_variable_k3,value_component_kinetic_parameters_variable_kwee,value_component_kinetic_parameters_variable_kcdc25,value_component_kinetic_parameters_variable_V2,value_component_kinetic_parameters_variable_V2_,value_component_kinetic_parameters_variable_V25,value_component_kinetic_parameters_variable_V25_,value_component_kinetic_parameters_variable_Vwee,value_component_kinetic_parameters_variable_Vwee_
0.0,0.01577552,0.024,0.0142077,0.02541723,0.4844362,18.0,0.1,0.8,0.783545543584721,1.0,0.5155638,18.0,0.1,0.8,0.783545543584721,1.0,0.002287817,4.5,0.01,0.34,0.01,0.5051103,0.3,0.01,0.3,1.0,0.96037507,1.0,0.5155638,1.0,0.4844362,1.0,0.997712183,1.0,0.4948897,1.0,1.021,1.0,0.021,1.0,0.308015077,1.15,1.3010204049999998,0.214397032,0.01,0.6,0.04,0.4,0.025,2.5
0.1,0.015940646022523517,0.024,0.0142166206822464,0.025942452563072503,0.4798528890999257,18.0,0.1,0.8,0.783545543584721,1.0,0.5201471109000744,18.0,0.1,0.8,0.783545543584721,1.0,0.002288565691380732,4.5,0.01,0.34,0.01,0.495176123082271,0.3,0.01,0.3,1.0,0.9598409267546811,1.0,0.5201471109000744,1.0,0.47985288909992563,1.0,0.9977114343086193,1.0,0.504823876917729,1.0,1.021,1.0,0.021,1.0,0.3021539126185399,1.15,1.3123640994776842,0.21274704007597325,0.01,0.6,0.04,0.4,0.025,2.5
0.2,0.016093724842439917,0.024,0.014239117634186156,0.02647749023549751,0.47548652336445163,18.0,0.1,0.8,0.783545543584721,1.0,0.5245134766355485,18.0,0.1,0.8,0.783545543584721,1.0,0.0022918691584664533,4.5,0.01,0.34,0.01,0.48537423298309545,0.3,0.01,0.3,1.0,0.9592833921303163,1.0,0.5245134766355484,1.0,0.4754865233644515,1.0,0.9977081308415335,1.0,0.5146257670169045,1.0,1.021,1.0,0.021,1.0,0.29637079746002626,1.15,1.3231708546729826,0.2111751484112026,0.01,0.6,0.04,0.4,0.025,2.5
0.30000000000000004,0.016236397375607007,0.024,0.014272857574252942,0.027023093616143745,0.4713470308724646,18.0,0.1,0.8,0.783545543584721,1.0,0.5286529691275352,18.0,0.1,0.8,0.783545543584721,1.0,0.0022975760695964974,4.5,0.01,0.34,0.01,0.475704874393262,0.3,0.01,0.3,1.0,0.9587040488096034,1.0,0.5286529691275355,1.0,0.47134703087246477,1.0,0.9977024239304035,1.0,0.5242951256067381,1.0,1.021,1.0,0.021,1.0,0.2906658758920246,1.15,1.3334160985906498,0.20968493111408726,0.01,0.6,0.04,0.4,0.025,2.5
0.4,0.016370125454359993,0.024,0.014315982610213327,0.027579700664582457,0.4674406930469877,18.0,0.1,0.8,0.783545543584721,1.0,0.5325593069530121,18.0,0.1,0.8,0.783545543584721,1.0,0.00230530409357439,4.5,0.01,0.34,0.01,0.46616802561810716,0.3,0.01,0.3,1.0,0.9581043167252042,1.0,0.5325593069530123,1.0,0.4674406930469879,1.0,0.9976946959064256,1.0,0.5338319743818929,1.0,1.021,1.0,0.021,1.0,0.2850391351146832,1.15,1.3430842847087052,0.20827864949691557,0.01,0.6,0.04,0.4,0.025,2.5
0.5,0.01649614491876526,0.024,0.01436710266320772,0.028147508386068262,0.46377101623249195,18.0,0.1,0.8,0.783545543584721,1.0,0.536228983767508,18.0,0.1,0.8,0.783545543584721,1.0,0.002314746534643323,4.5,0.01,0.34,0.01,0.45676361801470466,0.3,0.01,0.3,1.0,0.957485388950724,1.0,0.536228983767508,1.0,0.46377101623249195,1.0,0.9976852534653566,1.0,0.5432363819852953,1.0,1.021,1.0,0.021,1.0,0.27949053462867574,1.15,1.3521667348245823,0.20695756584369712,0.01,0.6,0.04,0.4,0.025,2.5
0.6000000000000001,0.016615522690131147,0.024,0.014425157629036513,0.02872655366439237,0.4603396202710614,18.0,0.1,0.8,0.783545543584721,1.0,0.5396603797289388,18.0,0.1,0.8,0.783545543584721,1.0,0.0023256713349691666,4.5,0.01,0.34,0.01,0.4474915405930457,0.3,0.01,0.3,1.0,0.9568482887065711,1.0,0.5396603797289385,1.0,0.46033962027106123,1.0,0.9976743286650308,1.0,0.5525084594069543,1.0,1.021,1.0,0.021,1.0,0.2740200089498969,1.15,1.3606594398291234,0.20572226329758211,0.01,0.6,0.04,0.4,0.025,2.5
0.7000000000000001,0.016729166437666233,0.024,0.014489374615875617,0.029316746163563084,0.4571465831779892,18.0,0.1,0.8,0.783545543584721,1.0,0.5428534168220112,18.0,0.1,0.8,0.783545543584721,1.0,0.002337908704218702,4.5,0.01,0.34,0.01,0.4383516370530784,0.3,0.01,0.3,1.0,0.9561938792205613,1.0,0.5428534168220108,1.0,0.45714658317798884,1.0,0.9976620912957813,1.0,0.5616483629469216,1.0,1.021,1.0,0.021,1.0,0.26862746586131625,1.15,1.3685622066344776,0.2045727699440761,0.01,0.6,0.04,0.4,0.025,2.5
0.8,0.016837846189404752,0.024,0.014559211610338138,0.029917902801849555,0.4541908289088018,18.0,0.1,0.8,0.783545543584721,1.0,0.5458091710911985,18.0,0.1,0.8,0.783545543584721,1.0,0.002351339105279354,4.5,0.01,0.34,0.01,0.42934370755516293,0.3,0.01,0.3,1.0,0.9555228855878123,1.0,0.5458091710911982,1.0,0.45419082890880147,1.0,0.9976486608947206,1.0,0.5706562924448371,1.0,1.021,1.0,0.021,1.0,0.2633127874575461,1.15,1.3758776984507162,0.20350869840716865,0.01,0.6,0.04,0.4,0.025,2.5
0.9,0.016942233460791867,0.024,0.014634263144436738,0.030529802499712166,0.45147075206365195,18.0,0.1,0.8,0.783545543584721,1.0,0.5485292479363484,18.0,0.1,0.8,0.783545543584721,1.0,0.002365874276074765,4.5,0.01,0.34,0.01,0.42046751299140406,0.3,0.01,0.3,1.0,0.9548359343558511,1.0,0.548529247936348,1.0,0.4514707520636516,1.0,0.9976341257239252,1.0,0.5795324870085959,1.0,1.021,1.0,0.021,1.0,0.25807583266492834,1.15,1.382609888642462,0.20252947074291472,0.01,0.6,0.04,0.4,0.025,2.5
1.0,0.017042867010849717,0.024,0.01471434513354203,0.03115213593726199,0.44898365113560684,18.0,0.1,0.8,0.783545543584721,1.0,0.5510163488643935,18.0,0.1,0.8,0.783545543584721,1.0,0.0023814746518786606,4.5,0.01,0.34,0.01,0.4117227709786433,0.3,0.01,0.3,1.0,0.954133518929196,1.0,0.5510163488643931,1.0,0.44898365113560645,1.0,0.9976185253481213,1.0,0.5882772290213567,1.0,1.021,1.0,0.021,1.0,0.2529164348773995,1.15,1.388765463439374,0.20163411440881845,0.01,0.6,0.04,0.4,0.025,2.5
