value_component_environment_variable_time,value_component_main_variable_v1,value_component_main_variable_v2,value_component_main_variable_v3,value_component_main_variable_v4,value_component_main_variable_v5,value_component_main_variable_v6,value_component_main_variable_v7,value_component_main_variable_v8,value_component_main_variable_v9,value_component_main_variable_MT1,value_component_main_variable_MT1cat,value_component_main_variable_MT1T2,value_component_main_variable_MT1T2M2P,value_component_main_variable_M2P,value_component_main_variable_M2,value_component_main_variable_M2T2,value_component_main_variable_M2T2star,value_component_main_variable_M2C1,value_component_main_variable_C1,value_component_main_variable_C1dmt1,value_component_main_variable_C1dm2,value_component_main_variable_T2,value_component_model_parameters_variable_kshed_eff,value_component_model_parameters_variable_kon_MT1T2,value_component_model_parameters_variable_ki_MT1T2,value_component_model_parameters_variable_kon_MT1T2M2P,value_component_model_parameters_variable_koff_MT1T2M2P,value_component_model_parameters_variable_kact_eff_m2,value_component_model_parameters_variable_kon_M2T2,value_component_model_parameters_variable_ki_M2T2,value_component_model_parameters_variable_kiso_M2T2,value_component_model_parameters_variable_k_iso_M2T2,value_component_model_parameters_variable_kon_M2C1,value_component_model_parameters_variable_koff_M2C1,value_component_model_parameters_variable_kcat_M2C1,value_component_model_parameters_variable_kcat_MT1C1,value_component_model_parameters_variable_km_MT1C1
0.0,2.7999999999999997e-11,1.77e-08,0.0,0.0,0.0,0.0,0.0,0.0,6.79310344827586e-11,1e-07,0.0,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,5e-08,2800.0,3540000.0,4.9e-09,140000.0,0.0047,2800.0,5900000.0,1.07e-06,33.0,2e-08,2600.0,0.0021,0.0045,0.00197,2.9e-06
0.1,2.7073809680076106e-11,1.6796312536047015e-08,1.1639371795457081e-11,3.818883796691763e-16,1.7450952676158966e-17,1.577221230825274e-17,1.8652408384811995e-19,1.869891754827309e-22,6.679762278034504e-11,9.833218060677961e-08,2.691820297599016e-12,1.6637448397228241e-09,1.3870200597921285e-12,4.99986129040517e-08,7.177407227404878e-17,4.779458296741017e-19,3.5496308384672915e-18,4.155315010727353e-20,9.999933420933953e-07,6.657906603863146e-12,4.261888805276226e-23,4.8334872426977e-08,2800.0,3540000.0,4.9e-09,140000.0,0.0047,2800.0,5900000.0,1.07e-06,33.0,2e-08,2600.0,0.0021,0.0045,0.00197,2.9e-06
0.2,2.6207855455754043e-11,1.5955573033941117e-08,2.2688071894800077e-11,1.0508352752363453e-15,5.1559181121544595e-17,4.8874684533849624e-17,5.738382143382915e-19,5.85256051985698e-22,6.572025181289457e-11,9.674682618595308e-08,5.2983578203391014e-12,3.2440094168958386e-09,3.879179580145231e-12,4.999612058673237e-08,2.2081496799656667e-16,1.4810510532211217e-18,1.1122369738680193e-17,1.3005690044126623e-19,9.999867920013897e-07,1.3207998607151393e-11,1.337444897485441e-22,4.6752124543459536e-08,2800.0,3540000.0,4.9e-09,140000.0,0.0047,2800.0,5900000.0,1.07e-06,33.0,2e-08,2600.0,0.0021,0.0045,0.00197,2.9e-06
0.30000000000000004,2.538470345712323e-11,1.5160308656249354e-08,3.334995168266296e-11,1.8911658757269983e-15,9.430778631895882e-17,9.330288828760576e-17,1.0923690054973935e-18,1.1215979827061617e-21,6.467950826448362e-11,9.521536388840381e-08,7.849161734002689e-12,4.769718362712324e-09,7.093565120223965e-12,4.999290598986292e-08,4.2035151337567775e-16,2.8273602640633907e-18,2.132430667117144e-17,2.4924399615692484e-19,9.999803123679235e-07,1.9687632070564602e-11,2.565704013212309e-22,4.522321304953615e-08,2800.0,3540000.0,4.9e-09,140000.0,0.0047,2800.0,5900000.0,1.07e-06,33.0,2e-08,2600.0,0.0021,0.0045,0.00197,2.9e-06
0.4,2.4596394341784874e-11,1.4402460575297272e-08,4.371272730069974e-11,2.8816679064870428e-15,1.8805901581043083e-16,1.8776275656611228e-16,2.2538521668387728e-18,6.184336566763218e-21,6.366688491828097e-11,9.37252716754529e-08,1.0354602467116992e-11,6.2534215298713185e-09,1.0980678861336413e-11,4.998901833442553e-08,8.679988812800066e-16,5.689780569456639e-18,1.1129784020783847e-16,1.3742970148362707e-18,9.999739007293504e-07,2.6099270307874218e-11,6.771521021100755e-21,4.373562626340228e-08,2800.0,3540000.0,4.9e-09,140000.0,0.0047,2800.0,5900000.0,1.07e-06,33.0,2e-08,2600.0,0.0021,0.0045,0.00197,2.9e-06
0.5,2.382432974505705e-11,1.3663950448386709e-08,5.4015231112323034e-11,3.9790875548119705e-15,4.399364236675405e-16,4.3732822970374124e-16,5.447468254537371e-18,2.7686328727527085e-20,6.265928939994032e-11,9.224255631032367e-08,1.2842832339079865e-11,7.729187661111061e-09,1.5406150425474322e-11,4.998459123927773e-08,2.1002175901782373e-15,1.325237089433115e-17,4.904593351604888e-16,6.152517495006019e-18,9.999675503976786e-07,3.244960040977168e-11,3.694506693875991e-20,4.225539906380563e-08,2800.0,3540000.0,4.9e-09,140000.0,0.0047,2800.0,5900000.0,1.07e-06,33.0,2e-08,2600.0,0.0021,0.0045,0.00197,2.9e-06
0.6000000000000001,2.3089271781058192e-11,1.2964443327382264e-08,6.396725733486875e-11,5.220751102821152e-15,6.983061001902599e-16,7.146533180594872e-16,8.98953602253542e-18,5.118960298005439e-20,6.168470750006566e-11,9.08084164229014e-08,1.5279731710302284e-11,9.155726615926504e-09,2.0532832073735383e-11,4.997946276297532e-08,3.4668360046456067e-15,2.1656161701804693e-17,9.050033842215068e-16,1.1375467328900977e-17,9.999612694785236e-07,3.873051785310682e-11,6.98508416560781e-20,4.0823696005586226e-08,2800.0,3540000.0,4.9e-09,140000.0,0.0047,2800.0,5900000.0,1.07e-06,33.0,2e-08,2600.0,0.0021,0.0045,0.00197,2.9e-06
0.7000000000000001,2.2390050094082117e-11,1.2302461587256225e-08,7.356849177174157e-11,6.600303090850307e-15,9.609359606058623e-16,1.0197380216333419e-15,1.288004962634545e-17,7.669415932434538e-20,6.074313839401657e-11,8.942285201318612e-08,1.766530058078423e-11,1.0533038394317638e-08,2.6360723806119648e-11,4.99736329055183e-08,4.967854124682102e-15,3.090115299187702e-17,1.3549299873908908e-15,1.7043146516521195e-17,9.999550579718857e-07,4.4942022637879586e-11,1.0548884517305533e-19,3.944051708874407e-08,2800.0,3540000.0,4.9e-09,140000.0,0.0047,2800.0,5900000.0,1.07e-06,33.0,2e-08,2600.0,0.0021,0.0045,0.00197,2.9e-06
0.8,2.1725533969316807e-11,1.1676577667431183e-08,8.281864922903796e-11,8.11196029436392e-15,1.2258247858547426e-15,1.352582340425307e-15,1.7119003367012772e-17,1.0419999776039969e-19,5.983458127089532e-11,8.80858630811778e-08,1.999953895052572e-11,1.1861122996284469e-08,3.288982562262709e-11,4.996710166690667e-08,6.60327195028773e-15,4.098734476454818e-17,1.8402391446686424e-15,2.3155555057866598e-17,9.999489158777644e-07,5.108411476409004e-11,1.438590774896916e-19,3.810586231327916e-08,2800.0,3540000.0,4.9e-09,140000.0,0.0047,2800.0,5900000.0,1.07e-06,33.0,2e-08,2600.0,0.0021,0.0045,0.00197,2.9e-06
0.9,2.1094632332844447e-11,1.1085414071780045e-08,9.17174735155459e-11,9.750511723955278e-15,1.4912022225904102e-15,1.7131862744353843e-15,2.1706391691115388e-17,1.3370711828821756e-19,5.895903533354705e-11,8.679744962687648e-08,2.2282446819526742e-11,1.3139980421826994e-08,4.012013752325766e-11,4.9959869047140434e-08,8.373089481462471e-15,5.191473701981822e-17,2.36093085605476e-15,2.9712692952937236e-17,9.9994284319616e-07,5.715679423173812e-11,1.849615386059869e-19,3.681973167919151e-08,2800.0,3540000.0,4.9e-09,140000.0,0.0047,2800.0,5900000.0,1.07e-06,33.0,2e-08,2600.0,0.0021,0.0045,0.00197,2.9e-06
