value_component_environment_variable_time,value_component_gastrointestinal_compartment_L_dopa_variable_F_b_dopa,value_component_gastrointestinal_compartment_L_dopa_variable_A_dopa_b,value_component_gastrointestinal_compartment_L_dopa_variable_ka_b_dopa,value_component_gastrointestinal_compartment_L_dopa_variable_F_G,value_component_gastrointestinal_compartment_L_dopa_variable_F_H,value_component_gastrointestinal_compartment_L_dopa_variable_CL_H,value_component_gastrointestinal_compartment_L_dopa_variable_Q,value_component_gastrointestinal_compartment_L_dopa_variable_f_H,value_component_body_compartment_L_dopa_variable_C_dopa_b,value_component_body_compartment_L_dopa_variable_V_dopa,value_component_body_compartment_3_OMD_variable_C_OMD_b,value_component_body_compartment_3_OMD_variable_CL_OMD_b,value_component_body_compartment_3_OMD_variable_V_OMD_b,value_component_L_dopa_clearance_variable_CL_dopa,value_component_L_dopa_clearance_variable_CL_dopa_0,value_component_L_dopa_clearance_variable_CL_COMT,value_component_L_dopa_clearance_variable_CL_AADC,value_component_L_dopa_clearance_variable_CL_AADC0,value_component_L_dopa_clearance_variable_CL_REST,value_component_L_dopa_clearance_variable_ki,value_component_gastrointestinal_compartment_benserazide_variable_A_bens,value_component_gastrointestinal_compartment_benserazide_variable_ka_Bens,value_component_gastrointestinal_compartment_benserazide_variable_F_Bens,value_component_central_compartment_benserazide_variable_C_bens_central,value_component_central_compartment_benserazide_variable_V1_B,value_component_central_compartment_benserazide_variable_CLd_B,value_component_peripheral_compartment_benserazide_variable_C_bens_peripheral,value_component_peripheral_compartment_benserazide_variable_V2_B,value_component_benserazide_clearance_variable_CL_bens_total,value_component_benserazide_clearance_variable_CL_Ro,value_component_benserazide_clearance_variable_CL_B,value_component_benserazide_clearance_variable_fm,value_component_gastrointestinal_compartment_Ro_variable_A_Ro,value_component_gastrointestinal_compartment_Ro_variable_ka_M,value_component_gastrointestinal_compartment_Ro_variable_F_Ro,value_component_central_compartment_Ro_variable_C_Ro_central,value_component_central_compartment_Ro_variable_V1_M,value_component_central_compartment_Ro_variable_CLd_M,value_component_central_compartment_Ro_variable_CL_M,value_component_peripheral_compartment_Ro_variable_C_Ro_peripheral,value_component_peripheral_compartment_Ro_variable_V2_M
0.0,0.2124715458937198,101.0,2.11,0.244,0.8707850241545894,0.10699,0.828,0.13,0.0,0.496,0.0,0.012,0.196,0.823,0.823,0.0823,0.5678699999999999,0.5678699999999999,0.17282999999999998,0.00246,19.51,0.94,0.022,0.0,0.202,0.072,0.0,0.127,1.964705882352941,0.29470588235294115,1.67,0.15,1.3658,2.47,1.0,0.0,0.0691,1.06,4.29,0.0,3.2
0.1,0.2124715458937198,81.78718075923095,2.11,0.244,0.8707850241545894,0.10699,0.828,0.13,8.012684009120873,0.496,0.175386015198419,0.012,0.196,0.25781754939827434,0.823,0.0823,0.0026875493982743606,0.5678699999999999,0.17282999999999998,0.00246,17.759616691550118,0.94,0.022,0.11919806006858408,0.202,0.072,0.0039382575188297575,0.127,1.964705882352941,0.29470588235294115,1.67,0.15,1.0668819592885697,2.47,1.0,0.5173295900618493,0.0691,1.06,4.29,0.016224797061681832,3.2
0.2,0.2124715458937198,66.22913788862571,2.11,0.244,0.8707850241545894,0.10699,0.828,0.13,14.094448918334818,0.496,0.6431747073316648,0.012,0.196,0.25850495699471787,0.823,0.0823,0.0033749569947178967,0.5678699999999999,0.17282999999999998,0.00246,16.166272937926298,0.94,0.022,0.15214095150587273,0.202,0.072,0.01142944238685585,0.127,1.964705882352941,0.29470588235294115,1.67,0.15,0.8333849109966156,2.47,1.0,0.4114594076210052,0.0691,1.06,4.29,0.03075704968895773,3.2
0.30000000000000004,0.2124715458937198,53.6306377585389,2.11,0.244,0.8707850241545894,0.10699,0.828,0.13,18.631045245870915,0.496,1.3291197350842738,0.012,0.196,0.25937003032363537,0.823,0.0823,0.004240030323635408,0.5678699999999999,0.17282999999999998,0.00246,14.715879582360026,0.94,0.022,0.15460562518339888,0.202,0.072,0.019330229304108725,0.127,1.964705882352941,0.29470588235294115,1.67,0.15,0.650990851896303,2.47,1.0,0.3270093889835778,0.0691,1.06,4.29,0.041724243548539076,3.2
0.4,0.2124715458937198,43.428699645390964,2.11,0.244,0.8707850241545894,0.10699,0.828,0.13,21.93366111260591,0.496,2.1739603232981146,0.012,0.196,0.2604452303621865,0.823,0.0823,0.005315230362186504,0.5678699999999999,0.17282999999999998,0.00246,13.395611513460345,0.94,0.022,0.14681559085769824,0.202,0.072,0.026593668348573494,0.127,1.964705882352941,0.29470588235294115,1.67,0.15,0.5085154479207519,2.47,1.0,0.26036213654147966,0.0691,1.06,4.29,0.04988455271892172,3.2
0.5,0.2124715458937198,35.167435080887415,2.11,0.244,0.8707850241545894,0.10699,0.828,0.13,24.25306271056339,0.496,3.1305134654941633,0.012,0.196,0.2617695893342495,0.823,0.0823,0.006639589334249488,0.5678699999999999,0.17282999999999998,0.00246,12.19379425046088,0.94,0.022,0.13606122442158763,0.202,0.072,0.03292613366629027,0.127,1.964705882352941,0.29470588235294115,1.67,0.15,0.39722212105455007,2.47,1.0,0.20793858486336736,0.0691,1.06,4.29,0.05584940575175235,3.2
0.6000000000000001,0.2124715458937198,28.47767724182915,2.11,0.244,0.8707850241545894,0.10699,0.828,0.13,25.791138726910553,0.496,4.161321326020713,0.012,0.196,0.2633858834636543,0.823,0.0823,0.008255883463654337,0.5678699999999999,0.17282999999999998,0.00246,11.099800713262281,0.94,0.022,0.12492714060223117,0.202,0.072,0.038299716415662835,0.127,1.964705882352941,0.29470588235294115,1.67,0.15,0.3102863723061513,2.47,1.0,0.16674783900959486,0.0691,1.06,4.29,0.060103127736621506,3.2
0.7000000000000001,0.2124715458937198,23.060486061433352,2.11,0.244,0.8707850241545894,0.10699,0.828,0.13,26.7102614533368,0.496,5.236748983968051,0.012,0.196,0.26533856861276595,0.823,0.0823,0.010208568612765988,0.5678699999999999,0.17282999999999998,0.00246,10.103957258005414,0.94,0.022,0.11429165525038985,0.202,0.072,0.04277525666286668,0.127,1.964705882352941,0.29470588235294115,1.67,0.15,0.24237735572802477,2.47,1.0,0.13438192691354175,0.0691,1.06,4.29,0.06302653074555942,3.2
0.8,0.2124715458937198,18.673785898703244,2.11,0.244,0.8707850241545894,0.10699,0.828,0.13,27.140890341169612,0.496,6.33344684460558,0.012,0.196,0.2676707711636606,0.823,0.0823,0.01254077116366063,0.5678699999999999,0.17282999999999998,0.00246,9.197458130342405,0.94,0.022,0.10441912768870214,0.202,0.072,0.04643862102855791,0.127,1.964705882352941,0.29470588235294115,1.67,0.15,0.18933087824715733,2.47,1.0,0.10893348464055932,0.0691,1.06,4.29,0.06491801813698475,3.2
0.9,0.2124715458937198,15.1215490314204,2.11,0.244,0.8707850241545894,0.10699,0.828,0.13,27.1877527671824,0.496,7.433110366483417,0.012,0.196,0.27042031256461313,0.823,0.0823,0.015290312564613134,0.5678699999999999,0.17282999999999998,0.00246,8.372287598316536,0.94,0.022,0.09535342316764235,0.202,0.072,0.049378412770301416,0.127,1.964705882352941,0.29470588235294115,1.67,0.15,0.1478940918982369,2.47,1.0,0.08890243579696533,0.0691,1.06,4.29,0.06601104433970817,3.2
