Time,CL_m,CL_p,P97_m,P97_p,P51_m,P51_p,EL_m,EL_p,PIF_m,PIF_p,hypocotyl,P,v1,v1L,v2A,v2B,v3,v4,k1L,v2L,k1D,k2,k3,k4,p1,p1L,p2,p3,p4,d1,d2D,d2L,d3D,d3L,d4D,d4L,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,v5,k5,p5,d5L,d5D,g1,g2,K11,K12,PP,T,L,D,cell,CL_transcription,CL_light_transcription,CLm_light_degradation,CLm_dark_degradation,CL_translation,CL_light_translation,CLp_degradation,P97_light_transcription,P97_transcription,P97_CL_transcription,P97m_degradation,P97_translation,P97_dark_degradation,P97_light_degradation,P51_transcription,P51m_degradation,P51_translation,P51_dark_degradation,P51_light_degradation,EL_light_transcription,ELm_degradation,EL_translation,EL_dark_degradation,EL_light_degradation,P_dark_accumulation,P_light_degradation,PIF_transcription,PIFm_degradation,PIF_translation,PIF_dark_degradation,PIF_light_degradation,basal_growth,PIF_induced_growth
0.1,0.9650038490657807,1.0463286750049818,0.9888361592238012,1.070421772726972,0.9612250894158351,0.9853176484510803,0.9593944004730984,1.0597837551119367,0.9864938047017897,0.7210512862813055,1.0093354699721924,0.9048376174726946,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.09858967101047744,0.058432953946203396,0.5114520400048638,0.0,0.7334029252899934,0.40530161660762787,0.7115034990033877,0.14212740371540736,0.03989705981117973,0.04417031522634241,0.3460926557283304,0.9987245208160392,0.0,0.3104223140908219,0.1558447251072522,0.5382860500728677,0.6151840572261345,0.0,0.7685477657918426,0.14659521102383594,0.546854808269666,0.9689883444778294,0.0,0.40271782694253594,0.0,0.9048376174726946,0.0037781381089307766,0.13810913265825056,0.6116261589151096,0.0,2.884205145125222,0.01,0.07485144008066454
0.11,0.9614564380085596,1.0505653190915738,0.9876296120854018,1.077288750926436,0.9574063753558858,0.983777782785529,0.9553980190368286,1.0654155484264043,0.9851512420293566,0.698770419123039,1.0101751014257832,0.8958343358821934,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.09738651622294435,0.0571455360815252,0.5095719121445367,0.0,0.7307068928865054,0.403811703963595,0.7143844169822703,0.14037951970841658,0.039802446253440774,0.04408330342747335,0.3456703642298906,0.9975059082062558,0.0,0.3124137377686664,0.15484984062901092,0.536147570199296,0.6127400802277669,0.0,0.7673466705727127,0.14556421301857483,0.5445768708509923,0.964951999227197,0.0,0.4048579084020336,0.0,0.8958343358821934,0.0037397909722282877,0.13792117388410993,0.610793770058201,0.0,2.795081676492156,0.01,0.07307029060359611
0.12,0.9579032507193138,1.0547315000601256,0.9864081711555526,1.0841236002297647,0.953599191578879,0.9822255733094748,0.9514142065768639,1.0709857579218105,0.9838101793349915,0.6773551806096173,1.010996875202985,0.8869206394837374,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.09621045567301797,0.05589369358331979,0.5076887228812363,0.0,0.7280064705466786,0.40231936530211176,0.7172174200408855,0.1386588084975757,0.039709682907914795,0.04399776918539389,0.34524285990444337,0.9962722528671081,0.0,0.31439584406663174,0.15388030919016235,0.5340155472841722,0.6103034826104825,0.0,0.7661359471813903,0.14456032840064695,0.5423060977488124,0.9609283486426325,0.0,0.406974588010288,0.0,0.8869206394837374,0.0037024272923724105,0.13773342510689882,0.6099623111876947,0.0,2.709420722438469,0.01,0.07127976331591987
0.13,0.9543449408044912,1.0588276296444157,0.985172192512424,1.0909262640154864,0.9498037258806524,0.9806611900583412,0.9474431612506758,1.0764947446377928,0.9824706243018286,0.6567711765001182,1.0118007042418886,0.8780956339695072,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.09506069941446967,0.05467623479340622,0.5058028186263803,0.0,0.7253021550114133,0.4008248751378863,0.7200027881582027,0.13696478371290646,0.03961875417351902,0.04391371512987404,0.3448102673793484,0.9950239144375483,0.0,0.31636861656449106,0.15293551401053965,0.5318900864931654,0.6078743845636175,0.0,0.7649157282455061,0.14358283640758135,0.5400426019128852,0.9569175928631826,0.0,0.4090680029623613,0.0,0.8780956339695072,0.0036660154051093127,0.137545887402256,0.6091317870671338,0.0,2.6270847060004727,0.01,0.06948374800570772
0.14,0.9507821284237391,1.0628541266389562,0.9839220233636136,1.0976966910093287,0.946020155705221,0.9790848029124333,0.9434850692447061,1.0819428705516818,0.9811325841413163,0.6369859723752319,1.0125865576869175,0.8693584376715956,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.09393648543793974,0.053492014991716956,0.5039145280645817,0.0,0.7225944176020417,0.39932849393797043,0.7227408061144902,0.13529696809206077,0.039529644397798026,0.043831143020958065,0.34437270817726473,0.9937612435972497,0.0,0.3183320403927053,0.1520148569780115,0.5297712871949238,0.6054528996513414,0.0,0.763686146271698,0.1426310405408629,0.5377864894694824,0.9529199199371532,0.0,0.4111382908096391,0.0,0.8693584376715956,0.0036305249345958183,0.1373585617797843,0.6083022021676161,0.0,2.5479438895009277,0.01,0.06768618761721232
0.15,0.9472154144222575,1.0668114134848796,0.9826580053860273,1.1044348332074136,0.9422486524073742,0.977496581498373,0.9395401097836353,1.0873304979541583,0.979796065795731,0.6179682544073452,1.0133544404723405,0.860708176995418,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.09283707884148217,0.05233993420561048,0.5020241696437965,0.0,0.7198837149609157,0.39783047405734817,0.7254317611697182,0.1336548927521219,0.03944233791009945,0.0437500538102913,0.34393030188510954,0.9924845854398876,0.0,0.3202861016301499,0.15111775874692768,0.5276592453481296,0.6030391375407195,0.0,0.762447333568731,0.14170426833828423,0.5355378625766721,0.9489355108814717,0.0,0.41318558922258014,0.0,0.860708176995418,0.003595926734448009,0.13717144921140234,0.6074735607933532,0.0,2.4718730176293806,0.01,0.065890978526921
0.16,0.9436453781970886,1.0706999168568478,0.9813804742746643,1.1111406461746562,0.9384893806233043,0.975896695228067,0.9356084543798737,1.0926579895873876,0.9784610759070741,0.5996879570775295,1.0141043953419064,0.852143986997529,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.09176177064251426,0.051218935211308894,0.500132050444457,0.0,0.7171704874297874,0.3963310588427772,0.7280759434626566,0.1320380971640964,0.03935681902520745,0.04367044768435728,0.3434831659961325,0.991194279017411,0.0,0.3222307873906503,0.15024365790906152,0.5255540531490505,0.6006332035989148,0.0,0.7611994222778923,0.14080187024974664,0.5332968189965279,0.9449645389236725,0.0,0.4152100360432073,0.0,0.852143986997529,0.0035621928272093627,0.1369845506269904,0.606645867062386,0.0,2.398751828310118,0.01,0.06410195120877472
0.17,0.9400725804202996,1.074520066620782,0.9800897600107733,1.1178140888165284,0.9347424989915648,0.9742853131302481,0.9316902677555224,1.0979257083210598,0.9771276208589964,0.582116092458041,1.0148365019343015,0.8436650112167885,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.09070987673262577,0.05012800164046128,0.4982384676227588,0.0,0.7144551611194278,0.3948304837765258,0.7306736453021317,0.130446129086278,0.039273072069360315,0.043592324124158595,0.34303141600377063,0.989890657610881,0.0,0.32416608575679323,0.14939201056943993,0.5234557994352763,0.5982351993546015,0.0,0.7599425442415936,0.13992321893044538,0.5310634526206477,0.9410071704330777,0.0,0.41721176916200275,0.0,0.8436650112167885,0.0035292963500992485,0.1367978669202595,0.6058191249325777,0.0,2.328464369832164,0.01,0.062322825447849346
0.18,0.9364975545956237,1.0782722985396989,0.9787861855379832,1.124455124301173,0.9310081577877641,0.9726626041723866,0.9277857049289578,1.1031340178699127,0.9757957066507315,0.5652252684604097,1.0155508843972485,0.8352704031481697,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.08968073670164205,0.04906615617864984,0.49634370393568056,0.0,0.711738141492674,0.39332897293016195,0.7332251630069953,0.12887854457211495,0.03919108135274161,0.04351568191825527,0.3425751649382941,0.9885740473933631,0.0,0.32609198604734013,0.1485622890883871,0.521364568361148,0.595845220984169,0.0,0.7586768312544616,0.13906770773181718,0.5288378518095059,0.9370635619782475,0.0,0.41919092679056685,0.0,0.8352704031481697,0.0034972114973528283,0.1366113989311024,0.6049933381234535,0.0,2.2609010738416386,0.01,0.060557238369520094
0.19,0.9329208295977038,1.0819570473275917,0.9774700705638452,1.1310637175008114,0.9272865053291303,0.9710287365006695,0.9238949190380257,1.1082832810408376,0.9744653392307251,0.5489883094868141,1.0162476858684693,0.8269593218184107,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.0886737132556535,0.04803245880590531,0.4944480396867831,0.0,0.7090198304942549,0.3918267484310356,0.7357307921827624,0.12733490746835865,0.039110831262949605,0.04344051927130294,0.34211452469734577,0.9872447712694836,0.0,0.32800847807523525,0.14775398304263804,0.519280442984313,0.5934633634106434,0.0,0.7574024144705221,0.13823475138675115,0.5266201038516746,0.9331338682284059,0.0,0.4211476467955183,0.0,0.8269593218184107,0.0034659134807663865,0.13642514749230153,0.6041685103230495,0.0,2.1959532379472564,0.01,0.058808578431658445
0.2,0.9293428997002626,1.0855747558592357,0.9761417264787265,1.1376398383980908,0.9235776794447819,0.9693838784428009,0.9200180509290593,1.1133738620448204,0.9731365240534543,0.533380090712428,1.0169271035697014,0.8187309377123976,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.08768819074787215,0.047026005220944724,0.49255173684113923,0.0,0.7063006037721996,0.3903240178741103,0.7381908339842803,0.12581478985218153,0.0390323061587785,0.043366833751268395,0.34164960426755425,0.9859031437435138,0.0,0.3299155531354463,0.14696659654103225,0.5172035004890779,0.5910897148446604,0.0,0.7561194251853848,0.1374237831331862,0.5244102890295638,0.9292182314383499,0.0,0.42308206757703176,0.0,0.8187309377123976,0.003435378467924704,0.13623911336748362,0.6033446449131417,0.0,2.133520362849712,0.01,0.05708015831602515
0.21,0.9257642522063043,1.089125866487403,0.9748014608849819,1.144183459026881,0.9198818153124232,0.9677281975049231,0.9161552387464766,1.118406124267475,0.9718092664885233,0.518375842165032,1.0175893502959306,0.810584427653912,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.08672357475869125,0.04604592524664302,0.4906550536693413,0.0,0.7035808316767913,0.3888209859266478,0.7406055892114342,0.12431777149863184,0.038955490487333315,0.04329462241483443,0.34118051130974364,0.9845494754938316,0.0,0.33181320311779544,0.14619964961256135,0.515133816574957,0.5887243617999508,0.0,0.75482799405384,0.13663425584600097,0.5222084860854916,0.9253167911339414,0.0,0.4249943272216405,0.0,0.810584427653912,0.003405583550826144,0.13605329730839327,0.6025217452228845,0.0,2.073503368660128,0.01,0.05537501859044487
0.22,0.9221853566335629,1.092610824498581,0.9734495758705103,1.1506945546459224,0.9161990423994154,0.9660618607874517,0.9123066141820948,1.1233804311711093,0.9704835716603616,0.5039518139471282,1.018234671221304,0.8025189767072413,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.08577929105750913,0.04509138136385033,0.48875823901578835,0.0,0.7008608710415078,0.3873178497860964,0.7429753606590351,0.12284343991711814,0.03888036874463914,0.04322388180398534,0.3407073515546786,0.9831840716292154,0.0,0.33370142084731746,0.1454526768653652,0.5130714637436726,0.5863673871356259,0.0,0.7535282514142123,0.1358656405052714,0.520014770083794,0.9214296803239157,0.0,0.42688456384502155,0.0,0.8025189767072413,0.0033765066977098222,0.13586770003245063,0.6016998144294242,0.0,2.0158072557885127,0.01,0.05369598402036032
