Time,CL_m,CL_p,P97_m,P97_p,P51_m,P51_p,EL_m,EL_p,PIF_m,PIF_p,hypocotyl,P,v1,v1L,v2A,v2B,v3,v4,k1L,v2L,k1D,k2,k3,k4,p1,p1L,p2,p3,p4,d1,d2D,d2L,d3D,d3L,d4D,d4L,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,v5,k5,p5,d5L,d5D,g1,g2,K11,K12,PP,T,L,D,cell,CL_transcription,CL_light_transcription,CLm_light_degradation,CLm_dark_degradation,CL_translation,CL_light_translation,CLp_degradation,P97_light_transcription,P97_transcription,P97_CL_transcription,P97m_degradation,P97_translation,P97_dark_degradation,P97_light_degradation,P51_transcription,P51m_degradation,P51_translation,P51_dark_degradation,P51_light_degradation,EL_light_transcription,ELm_degradation,EL_translation,EL_dark_degradation,EL_light_degradation,P_dark_accumulation,P_light_degradation,PIF_transcription,PIFm_degradation,PIF_translation,PIF_dark_degradation,PIF_light_degradation,basal_growth,PIF_induced_growth
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.11230807094197605,0.07356423860828126,0.53,0.0,0.76,0.42,0.68,0.16121386148001163,0.04094832081592296,0.04512036970318026,0.35,1.01,0.0,0.29,0.16733886911822857,0.56,0.64,0.0,0.78,0.15857492271254972,0.57,1.01,0.0,0.38,0.0,1.0,0.004223733358873672,0.14,0.62,0.0,4.0,0.01,0.09135200974421437
0.01,0.9965515249677873,1.0049624893895133,0.9989632275853495,1.0071842385375585,0.9960779519228702,0.9985928757079592,0.9958907389230759,1.006267081429439,0.9986429403687863,0.9668663612426605,1.0010060144067625,0.9900501713161237,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.11078335824505456,0.07184350402368457,0.5281723082329273,0.0,0.7573791589755183,0.41855164048647064,0.6833744927848691,0.15916567795850425,0.04083437725960593,0.04501897168768778,0.3496371296548723,1.008952859861203,0.0,0.2920834291758919,0.16605184114316685,0.5578036530768073,0.637489889230637,0.0,0.7789024430522082,0.15722696012061443,0.5676577211861532,1.0058496463123066,0.0,0.3823814909431868,0.0,0.9900501713161237,0.004173474828202511,0.1398100116516301,0.6191586230286475,0.0,3.867465444970642,0.01,0.08985655334738904
0.02,0.9930894418047892,1.0098509944010925,0.9979077478952382,1.0143372294866793,0.992165115220102,0.9971717680072975,0.99179155052148,1.012469267908305,0.9972872795659841,0.9350168270183532,1.0019968982492335,0.9801989467785731,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.10929547677751064,0.07017334796395934,0.5263374041565383,0.0,0.7547479757716398,0.4170975655580115,0.6866986761927429,0.15714990821336966,0.04072242356246169,0.044918953071583556,0.3492677117633333,1.0078868253741906,0.0,0.29415779655113694,0.16479747864189812,0.5556124645232572,0.6349856737408652,0.0,0.777793979045692,0.15591485460321297,0.5653211837972436,1.0017094660266948,0.0,0.3847383218051559,0.0,0.9801989467785731,0.004124602199287388,0.13962021913923778,0.6183181133309101,0.0,3.740067308073413,0.01,0.08831940469950778
0.03,0.9896145820617235,1.014665585020545,0.9968338937837327,1.021458771821246,0.9882617781508873,0.9957367877160304,0.9877027497434522,1.0186066633692592,0.9959330335294209,0.9044081088149722,1.0029722169417763,0.9704457404438968,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.1078432971482858,0.06855200983819612,0.5244957284927134,0.0,0.7521070823669098,0.41563812446592385,0.6899725978139707,0.15516608120877376,0.04061245568350973,0.04482033866948943,0.3488918628243064,1.00680223272157,0.0,0.29622304382816134,0.1635750059011495,0.5534265957644969,0.6324875380165679,0.0,0.7766746944185037,0.15463764986222703,0.5629905673537677,0.9975797772408868,0.0,0.3870705320803185,0.0,0.9704457404438968,0.00407706848475677,0.13943062469411893,0.617478480788241,0.0,3.617632435259889,0.01,0.08674308155650587
0.04,0.9861278004048086,1.0194065958168896,0.9957420592640581,1.0285487754402443,0.9843681903244064,0.9942880953394825,0.9836246083640062,1.024679599290272,0.9945802130090433,0.8749938174410377,1.0039316077127394,0.9607896278764889,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.10642571080053566,0.06697776358725163,0.5226477342145486,0.0,0.7494571283076545,0.4141736761700196,0.693196485155485,0.1532136428143132,0.04050446023324297,0.04472314293137937,0.3485097207424203,1.0056994798566987,0.0,0.2982791448776708,0.1623836054320197,0.5512461865816676,0.6299956418076201,0.0,0.7755447143647963,0.15339435616602842,0.5606660267674834,0.9934608544476463,0.0,0.38937824773030333,0.0,0.9607896278764889,0.004030827029512515,0.13924122982126608,0.6166397320656068,0.0,3.4999752697641506,0.01,0.08513018390800656
0.05,0.982629986960067,1.024074400733884,0.9946326636310345,1.0356071495109564,0.9804846108454637,0.9928258653670199,0.9795574074820003,1.0306884390862927,0.9932288290371927,0.8467257444670068,1.0048747072920354,0.9512296148238342,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.10504165210883172,0.0654489499624082,0.5207938930888355,0.0,0.7467987900896509,0.4127045945232281,0.6963705924990412,0.15129202926004937,0.040398422035219504,0.04462737721697527,0.34812143227086206,1.004578990267345,0.0,0.30032607335817735,0.1612224775167063,0.5490713820734597,0.6275101509410967,0.0,0.7744041749862756,0.15218401091548903,0.55834772226474,0.9893529815568203,0.0,0.3916616068527912,0.0,0.9512296148238342,0.003985832999340155,0.139052036065207,0.6158018740030594,0.0,3.386902977868027,0.01,0.08348338135936884
0.06,0.9791219902026633,1.028669377117357,0.9935061141702658,1.0426338089172396,0.9766112864235591,0.9913502704643904,0.9755014138290525,1.0366335434949097,0.9918788920526869,0.8195581051926266,1.005801184602599,0.9417647282887479,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.10369009524051107,0.06396397884524954,0.5189346548074116,0.0,0.7441327125540241,0.41123123588511856,0.6994951764398027,0.1494006886678374,0.0402943259412406,0.044533051688169345,0.34772713995959303,1.0034411753119685,0.0,0.30236380458599943,0.16009084881526014,0.5469023203971931,0.6250312233110779,0.0,0.7732532109622245,0.1510056868976337,0.5560358058825599,0.985256427967343,0.0,0.3939207465280657,0.0,0.9417647282887479,0.003942043544838894,0.13886304488737616,0.6149649130726659,0.0,3.2782324207705065,0.01,0.08180560618175234
0.07,0.9756046184285844,1.0331919045331124,0.9923628061950569,1.0496286738423104,0.9727484518612172,0.9898614812831549,0.9714568803827556,1.0425152698834177,0.9905304119368292,0.7934474445820818,1.0067107426762718,0.9323940171114117,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.10237005248711967,0.06252132607229578,0.5170704477671497,0.0,0.7414595100057241,0.4097539397400054,0.7025704950825165,0.1475390811233047,0.04019215687528539,0.04444017541377692,0.3473269821682699,1.0022864342570075,0.0,0.30439231541427,0.15898797166809792,0.5447391330422817,0.622559009191179,0.0,0.7720919554008608,0.14985849105866425,0.5537304218181707,0.9811714491865832,0.0,0.3961558025556987,0.0,0.9323940171114117,0.0038994177020180033,0.1386742576711561,0.6141288554008341,0.0,3.1737897783283273,0.01,0.08010004029843133
0.08,0.9720786458032815,1.0376423679656728,0.991203126067438,1.0565916692418886,0.9688963317641238,0.9883596678518876,0.9674240482145965,1.048333975204595,0.9891833980877212,0.7683523039147319,1.0076031197545179,0.9231165444220647,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.10108057268936448,0.061119529892495285,0.5152016822757393,0.0,0.738779770810494,0.40827303123737824,0.7055968102166575,0.14570667679041366,0.04009189969391741,0.044348756287368195,0.3469210941236033,1.0011151573281123,0.0,0.3064115840801477,0.15791312233044053,0.5425819457879094,0.6200936523290392,0.0,0.7709205409244724,0.14874156223042298,0.55143170748232,0.9770982886967424,0.0,0.3983669105777461,0.0,0.9231165444220647,0.0038579162729585116,0.138485675732281,0.6132937068143871,0.0,3.0734092156589274,0.01,0.07837008174630566
0.09,0.9685448176140711,1.0420211586982386,0.9900274530911486,1.0635227242952627,0.9650551420325086,0.9868450001950395,0.9634031481905585,1.0540900172681305,0.9878378594907967,0.7442329186557207,1.0084780900955974,0.9139313834341769,4.58,3.0,1.27,1.48,1.0,1.47,0.53,5.0,0.21,0.35,0.56,0.57,0.76,0.42,1.01,0.64,1.01,0.68,0.5,0.29,0.48,0.78,1.21,0.38,0.16,1.18,0.24,0.23,0.3,0.46,2.0,0.36,1.9,1.9,0.1,0.14,0.62,4.0,0.52,0.01,0.12,0.21,0.56,12.0,24.0,1.0,0.0,1.0,0.09982073974137688,0.05975718783881627,0.5133287533354577,0.0,0.736094061386694,0.40678882339790984,0.7085743879148023,0.14390295491838895,0.03999353913411519,0.04425880102703114,0.346509608581902,0.9999277276220601,0.0,0.3084215900456262,0.15686559986088452,0.5404308795382049,0.6176352909008055,0.0,0.7697391001521309,0.14765406955190616,0.5491397944686183,0.9730371796724641,0.0,0.40055420656188956,0.0,0.9139313834341769,0.0038175017261035137,0.13829730032871154,0.6124594728842939,0.0,2.976931674622883,0.01,0.07661930465721264
