BE_1_task1,BUD_2_task1,Clb2_3_task1,Cln_4_task1,SBF_a_5_task1,Sic1_6_task1,time_task1
0.00024296179,0.0,0.18453673,0.053600963,0.12405464,0.0035491784,0.0
0.005302696509530372,0.0,0.0018582714008932655,0.05238795153883333,0.0355664340393851,0.06894848427128401,1.0
0.009716475869567791,0.0,0.00030550160277439004,0.05108674823280491,0.04002236271156909,0.21053136442831333,2.0
0.013603553757895312,0.0,0.00016001036514435882,0.05009184688674383,0.04118227020226949,0.3109535004924685,3.0
0.017035917383507827,0.0,0.0001059131982716085,0.04929683103600121,0.04227827374510115,0.395174737054371,4.0
0.020074887537225732,0.0,7.66029975105435e-05,0.0486833110829478,0.043409819074992806,0.4715430369106646,5.0
0.022774516343303682,0.0,5.774675041449743e-05,0.04823815112367746,0.04459006271588693,0.5427873232736532,6.0
0.025182568942328395,0.0,4.4876004511669435e-05,0.04795028353584736,0.04582521824214767,0.6098396754958835,7.0
0.02734128984000749,0.0,3.634067845042569e-05,0.04781020828676505,0.0471202247842779,0.6730412424161542,8.0
0.029288066505687087,0.0,3.124867036019677e-05,0.047809788805122336,0.0484799256646445,0.7325101369605388,9.0
0.031056015643264236,0.0,2.8372223628346847e-05,0.047942146922098534,0.049909727023257966,0.7883415171439596,10.0
0.03267450658659421,0.0,2.654141559231655e-05,0.04820160851764372,0.05141571498861758,0.8406936307727998,11.0
0.034169629559381465,0.0,2.5193801513225457e-05,0.04858363863185643,0.05300436245212806,0.8897175128103342,12.0
0.03556461252365513,0.0,2.4125532990277097e-05,0.0490847690223201,0.05468256960265789,0.9355111312580184,13.0
0.03688019238676765,0.0,2.3252307180477134e-05,0.0497025467492115,0.056457857354559826,0.9781333096699931,14.0
0.03813494710467405,0.0,2.2496615877651394e-05,0.050435504908654394,0.0583385351848161,1.0176797882921358,15.0
0.03934559424121871,0.0,2.184487508020337e-05,0.05128314946634599,0.06033380070538294,1.0541529828729455,16.0
0.04052726032966938,0.0,2.1292879175214203e-05,0.05224595581946518,0.06245385399912586,1.087536559168778,17.0
0.041693724948332365,0.0,2.083131786023782e-05,0.05332537983514169,0.06471005725730351,1.117824483285752,18.0
0.04285764329229615,0.0,2.0450854061405025e-05,0.05452388245045145,0.0671150883623078,1.1450124237499817,19.0
0.044030750539970756,0.0,2.014349565904563e-05,0.05584496746527451,0.06968311503159338,1.1690951972636954,20.0
0.045224051284203044,0.0,1.990280008603186e-05,0.057293233638700654,0.07242999462258612,1.1900663232153226,21.0
0.046447996294034476,0.0,1.972375156256652e-05,0.058874442074150504,0.07537350141727492,1.207918279083705,22.0
0.0477126485117313,0.0,1.9602579839300648e-05,0.06059559957018321,0.07853358461077947,1.2226429621649348,23.0
0.04902784507313021,0.0,1.9536604708752423e-05,0.06246506188604158,0.08193266446129233,1.2342322104394032,24.0
0.05040335242980198,0.0,1.9524072525895007e-05,0.06449265588525342,0.0855959583025413,1.2426783237240755,25.0
0.05184901878255372,0.0,1.9564140035369156e-05,0.06668982215044637,0.08955184922662732,1.2479745913783715,26.0
0.05337493340587773,0.0,1.96567662439028e-05,0.06906979897533169,0.09383232281350148,1.2501158724100419,27.0
0.05499157845345206,0.0,1.980270007444772e-05,0.07164779185290553,0.09847334844224968,1.2490991614929359,28.0
0.05670999224085261,0.0,2.0003501539507368e-05,0.07444120169439893,0.103515466598959,1.2449243399251573,29.0
0.05854190703200082,0.0,2.026155585544339e-05,0.07746978824894611,0.10900407193554384,1.2375948887561925,30.0
0.06049997069273696,0.0,2.05801498392184e-05,0.08075609742779016,0.11499037507718815,1.2271191439201128,31.0
