PSwe1M_1_task1,Swe1M_2_task1,Swe1_3_task1,Swe1_total_4_task1,time_task1
1.2255874885570246e-06,0.015123359420543374,0.017699196006764843,0.03282516560956151,43.0
1.2894446042134562e-06,0.01486829720185933,0.018382163175467307,0.03325326717669039,44.0
1.3635546559927714e-06,0.014617520127081602,0.019110710118889134,0.03373126596594038,45.0
1.4495244195696206e-06,0.014370953713560446,0.019889443845880886,0.034263700521070535,46.0
1.5492202807728416e-06,0.01412852437426421,0.02072320692678193,0.034855347039668486,47.0
1.6647809249436205e-06,0.013890159373475186,0.021617036948786486,0.035511178933513084,48.0
1.7986337661699037e-06,0.013655786779197859,0.022576111108701922,0.03623631158528192,49.0
1.953479129481997e-06,0.01342533544886255,0.023605673997581376,0.037035930236253685,50.0
2.1322708072763974e-06,0.013198735021520285,0.024710941729687835,0.03791519426169259,51.0
2.3381456146177286e-06,0.012975915955885983,0.025896978029887566,0.038879113272688705,52.0
2.574335581828059e-06,0.012756809598718862,0.027168530608562166,0.0399323834934938,53.0
2.844051542188302e-06,0.012541348285139964,0.028529809949809408,0.04107916643195142,54.0
3.1503803878502767e-06,0.012329465419904323,0.029984200321575314,0.04232279972249076,55.0
3.4962966002376553e-06,0.012121095471879525,0.03153383213235629,0.04366536944975226,56.0
3.885095023077691e-06,0.011916173507970697,0.033179027894822466,0.0451071568842835,57.0
4.321677035060635e-06,0.011714633860899847,0.03491752420825001,0.04664586317041735,58.0
4.8160691611095245e-06,0.01151640646133166,0.036743495232233005,0.04827564116045324,59.0
5.390282889516525e-06,0.011321409614732611,0.03864655816475609,0.04998611895448535,60.0
6.08933189507613e-06,0.011129538248244274,0.0406113852077262,0.05176204408195985,61.0
7.000009550851386e-06,0.010940643802019517,0.0426190538684326,0.05358469251270368,62.0
8.294172802836904e-06,0.010754488408020707,0.04465054267393987,0.05543549957906552,63.0
1.0335648745420484e-05,0.010570632456811111,0.0466902769008115,0.05729994197523822,64.0
1.37064907400826e-05,0.010388397870378405,0.048727270098416764,0.05916884604560761,65.0
1.794441031011436e-05,0.010208145368683488,0.050757558697233175,0.06103718426332526,66.0
2.2595429950346498e-05,0.010030257081000108,0.052779767888817816,0.0629023787426772,67.0
2.7664382960847375e-05,0.009854663849211562,0.05479239896886385,0.06476301617792993,68.0
3.318651376844396e-05,0.009681266205422588,0.05679433963222808,0.066618176399463,69.0
3.922220700661174e-05,0.009509938601365144,0.05878459278584602,0.06846715892147158,70.0
4.58619958947019e-05,0.009340523238447813,0.06076213955772543,0.07030937733509426,71.0
5.323235589799513e-05,0.00917282290165044,0.062725857806178,0.07214431609301908,72.0
0.00011799898833255042,0.022169924964602107,0.05149002346885302,0.0739712318802858,73.0
0.00027303841117565935,0.05487476390052177,0.020500243069315357,0.0757841125227402,74.0
0.00037231726139794495,0.06778998727063976,0.009328233351659608,0.07758357551343657,75.0
0.0004854816204253289,0.0735055934144867,0.005307521724540048,0.07936947979978226,76.0
0.0006292722551948269,0.07658193184056136,0.0038629550801197983,0.0811402382705409,77.0
0.000814913443251788,0.07866164239079838,0.003344329705109097,0.08289368774664903,78.0
0.001054074263062189,0.08032936268308159,0.003156102669916025,0.08462710983311525,79.0
0.001358485508749688,0.08178679595895351,0.0030830592763058996,0.08633718647144917,80.0
0.0017375829143677812,0.08309911696548376,0.0030474230347880536,0.08802005024644359,81.0
0.002196052659818896,0.08428588570540577,0.0030213382500920965,0.08967147597990305,82.0
0.0027329990102195794,0.08535402624629512,0.0029953057132868083,0.09128716540412284,83.0
0.003343233903676546,0.0863083642073292,0.0029665876217916383,0.09286301507211896,84.0
0.004019568645348761,0.08715368333129318,0.0029348594974280195,0.09439527869071732,85.0
0.004754812394564117,0.08789429836229755,0.002900542070846779,0.0958806063238292,86.0
0.0055429321352931885,0.08853340859213335,0.002864179527424331,0.09731599607070102,87.0
0.006379504024539289,0.08907276591222292,0.0028262276102572806,0.09869870266728636,88.0
0.007261737624702267,0.08951262538170239,0.002787002233950095,0.10002613210729182,89.0
0.008188321891758181,0.08985182745257901,0.002746684903275486,0.10129573882231974,90.0
0.0091592165105764,0.09008792317514505,0.0027053440672981494,0.10250492877649076,91.0
0.010175466679685781,0.09021727621125905,0.0026629558560385055,0.10365096853471387,92.0
0.011239066813712001,0.0902351163518279,0.0026194191900512794,0.10473089521570748,93.0
0.01235286830518979,0.09013554862637833,0.0025745650881838058,0.10574142481118048,94.0
0.013520537385599904,0.08991150340248406,0.002528159370845484,0.1066788480711445,95.0
0.014746532321657093,0.08955466004135056,0.002479901191444471,0.10753891639102332,96.0
0.016036100967608113,0.08905534297281387,0.0024294187969291663,0.10831671684066549,97.0
0.0173952844897256,0.08840237684098114,0.00237625806270599,0.10900650397794599,98.0
0.018830900123201808,0.0875829373059907,0.0023198692538080935,0.10960150074029185,99.0
0.020350469468712055,0.08658242706094611,0.002259593786261098,0.11009366545591642,100.0
0.021962058901970342,0.08538442263172394,0.0021946503868846812,0.11047343654273634,101.0
0.023673990654376486,0.08397070186317857,0.002124123207886438,0.11072942324018606,102.0
0.025494330981229333,0.0823214735767039,0.002046956541539406,0.1108480763782127,103.0
0.027430082423311946,0.08041589264071133,0.001961963010545653,0.11081335880262966,104.0
0.02948592672875031,0.07823304495259245,0.0018678527496683007,0.11060645567683615,105.0
0.031662408819929835,0.07575356379806684,0.001763291277067218,0.11020559366635253,106.0
0.0339533982029131,0.07296206437756934,0.0016469959304826732,0.10958601061055559,107.0
0.0363426698500762,0.06985089103419422,0.0015179120304676557,0.10872048670844724,108.0
0.03880007354542286,0.06642437375456153,0.0013754545073686299,0.10758011545102927,109.0
0.04127719851097243,0.06270459664899874,0.0012199874227415617,0.10613652364045298,110.0
0.04370419704297045,0.05873720410704188,0.001053846012729075,0.10436633166018702,111.0
0.045990697152173556,0.054596188143312296,0.0008838720016855269,0.10226159894197104,112.0
0.048036201887269536,0.05038694462196738,0.0007277140962557882,0.09985558757919538,113.0
0.04975808658487759,0.04624329060522678,0.0006135180721249286,0.09725271939922786,114.0
0.05111325060654766,0.04230081281650401,0.0005425475126423254,0.09455830409837546,115.0
0.05208067404495999,0.038656525989429154,0.0004941409281893204,0.09181432071560597,116.0
0.05266080804963548,0.03535487517708317,0.0004562278972673333,0.08904281043602019,117.0
0.0528810207227016,0.03239685891117886,0.0004239691642893011,0.08626276480447619,118.0
0.052784944591305664,0.029759128371907514,0.0003953647320684979,0.08349074728405231,119.0
0.05242060789772305,0.027409169262024767,0.0003694871741995994,0.08074072429497428,120.0
0.05183399695582303,0.025313183417753404,0.0003458361589535772,0.07802419294203218,121.0
0.051066506369040796,0.023439407565756253,0.0003240963558688404,0.0753504482279864,122.0
0.0501542330734443,0.02175931493762344,0.00030404152133249254,0.0727268789347793,123.0
0.0491280685884663,0.020247890371105068,0.0002854943981969728,0.07015925252145291,124.0
0.04801412621762838,0.018883496866465965,0.00026830852837608093,0.06765197278937195,125.0
0.046834284014955804,0.017647575041645026,0.00025235920581214555,0.06520830550081119,126.0
0.0456067305336559,0.01652430057050881,0.0002375386050962453,0.06283057323142234,127.0
0.04434643874472721,0.015500282555894656,0.00022375328496969369,0.060520323420983985,128.0
0.043065473719773484,0.014564403393971843,0.00021092402766477716,0.05827847403123331,129.0
0.04177285780964698,0.013708094345369171,0.00019899086108329355,0.05610545470736696,130.0
0.04047311551775413,0.012926960211643749,0.00018793368199975614,0.05400138170223237,131.0
0.03916303541051402,0.012224299433096263,0.00017781555947171993,0.051966355876330146,132.0
0.03783169706710264,0.011611469492115218,0.0001687936490764851,0.050000874816470094,133.0
0.036466489779055276,0.011102119957276104,0.0001610609623671544,0.04810608453271997,134.0
0.03505737217724149,0.010707926270301175,0.00015479792240351907,0.04628375910571885,135.0
0.0335970238344696,0.010438334804758505,0.00015016739746154164,0.04453619429347219,136.0
0.03207940444929882,0.010301943789431143,0.0001473350425247464,0.04286616416312253,137.0
0.03049801341350855,0.010308282377749918,0.0001465064208162231,0.04127699952187158,138.0
0.028843967209213794,0.010469904621122473,0.00014798973076202938,0.039772837814588555,139.0
0.027103083009238062,0.010805686517740824,0.00015232086897292262,0.038359167699326416,140.0
