Time,BE,BUD,Clb,Cln,SBF,Sic,Cdc20a,Cdh1,IE,PSwe1M,Swe1M,Swe1,Swe1T,mass,Trim,PTrim,PClb,Cdc20,PSwe1,Mih1a,Mcm,kswe,kswe_prime,kswe_doubleprime,kswe_tripleprime,kmih,kmih_prime,Mih_ast,kmih_doubleprime,Mih,IEin,IEtot,Cdh1in,Cdh1tot,Mih1,Mih1tot,Mcmin,Mcmtot,SBFin,SBFtot,kdiss,kdsic_prime,kdsic_doubleprime,kdsic,kdclb_doubleprime,kdclb_tripleprime,kdclb_prime,kass,ksclb,Jm,eps,kisbf_prime,kisbf_doubleprime,jisbf,kasbf_prime,kasbf_doubleprime,jasbf,kiie,jiie,kaie,jaie,kicdc20,jicdc20,kdcdc20,kacdc20,jacdc20,kicdh,kicdh_prime,jicdh,Kacdh_prime,Kacdh_doubleprime,jacdh,khsl1,Viwee,Jiwee,kdswe_prime,khsl1r,Vawee,Jawee,ksswe,kssweC,Vimih,jimih,Vamih,Jamih,kimcm,jimcm,kamcm,jamcm,kdbud,ksbud,kssic,kdcln,kscln,kscdc20_prime,kscdc20_doubleprime,jscdc20,kdswe_doubleprime,mu,flag,compartment,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52
0.0,0.00024296179,0.0,0.18453673,0.053600963,0.12405464,0.0035491784,1.4384692,0.99263656,0.52220768,0.013336782,0.018360127,0.00031588585,0.0322178027,0.80224854,0.084410675,1.402314e-05,3.0203049e-05,1.1722378,0.00020500785,0.80809075,0.93289256,0.00085637454,2.0,0.01,0.2,0.0,5.0,0.0,0.5,0.0,0.47779232000000005,1.0,0.007363439999999999,1.0,0.19190925000000003,1.0,0.06710744000000002,1.0,0.87594536,1.0,0.1,1.0,3.0,0.01,1.0,0.1,0.015,300.0,0.015,10.0,0.5,1.0,2.0,0.01,1.0,0.0,0.01,0.04,0.01,0.1,0.01,0.25,0.001,0.1,1.0,0.001,35.0,2.0,0.01,1.0,10.0,0.01,1.0,1.0,0.05,0.007,0.01,0.3,0.05,0.0025,0.0,0.3,0.1,1.0,0.1,0.15,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.005,0.3,0.3,0.05,0.005,0.0,1.0,0.008441067500000001,0.05209921004225827,0.09719749779814899,7.228715297421451e-05,0.19648613283678962,0.0,0.21249099604822036,0.00015803255726685422,0.01596245392771988,0.0,1.2669454426482696,0.7931932576290872,0.039248413701959355,0.01807536296428644,0.24982632487030637,0.14384692,0.5217625803961515,6.500500262208394,6.52429797669586,0.0,0.0,0.0011585315617030022,0.0495627780060255,2.21120095e-06,0.00018360127,0.00013336782000000002,0.0012250243080083492,0.06317079071052267,0.0003101366,0.0,1.4350549499999999e-06,1.402314e-06,1.61474140477272e-05,8.65523840808042e-06,3.215880273748248e-05,0.2669636542383016,0.12131957261290113,0.13547767640034117,0.0741067395698911,2.4296179000000002e-05,0.0053600963000000005,0.0021905924924666953,0.1,0.0053600963000000005,0.012405464,0.000128520889,0.11722378,0.042571403706424156,0.0006668391,3.477831196913051e-05,0.0040112427
1.0,0.005302696509530372,0.0,0.0018582714008932655,0.05238795153883333,0.0355664340393851,0.06894848427128401,1.5458466888045357,0.9998959020060012,0.48935397608705067,0.0008135467330273548,0.03008481047059914,0.0009023328803754578,0.03182981961234342,0.8062698275479585,0.09119068993416252,0.00014273633342946177,1.7872787897980817e-06,0.8256221651954021,2.9129528341465388e-05,0.5909859337270011,0.8282373299897631,0.0021113397711252,2.0,0.01,0.2,0.0,5.0,0.0,0.5,0.0,0.5106460239129493,1.0,0.00010409799399879738,1.0,0.40901406627299886,1.0,0.17176267001023693,1.0,0.9644335659606149,1.0,0.1,1.0,3.0,0.01,1.0,0.1,0.015,300.0,0.015,10.0,0.5,1.0,2.0,0.01,1.0,0.0,0.01,0.04,0.01,0.1,0.01,0.25,0.001,0.1,1.0,0.001,35.0,2.0,0.01,1.0,10.0,0.01,1.0,1.0,0.05,0.007,0.01,0.3,0.05,0.0025,0.0,0.3,0.1,1.0,0.1,0.15,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.005,0.3,0.3,0.05,0.005,0.0,1.0,0.009119068993416251,0.006197571497802446,0.10664574012373405,0.00019253453041434378,0.03843749893687987,0.0,0.002173212298778628,3.923442314250492e-06,0.014865226855573644,0.0,0.7834411220975396,0.7979955864327818,0.03919896502450144,0.00018225797540632885,0.2498383808804005,0.15458466888045358,0.4887619837637244,0.168133888184856,0.1695642093295948,0.0,0.0,3.29411107665325e-05,0.000698081728236503,6.3163301626282044e-06,0.0003008481047059914,8.135467330273549e-06,0.00017467540580511318,0.004803129000038326,8.891608509846276e-05,0.0,2.0390669839025772e-07,1.4273633342946178e-05,0.0001669273687053263,9.70075599166902e-06,3.696904905803777e-05,0.2565837761151118,0.001493198699759576,0.1338403396250338,0.0011744867586452087,0.0005302696509530372,0.005238795153883333,0.004685929684761677,0.1,0.005238795153883333,0.00355664340393851,0.000210593673294194,0.08256221651954021,0.005000000441644481,4.067733665136774e-05,2.0901878194263124e-06,0.004031349137739793
2.0,0.009716475869567791,0.0,0.00030550160277439004,0.05108674823280491,0.04002236271156909,0.21053136442831333,1.6070869693011214,0.9999341021919177,0.45025273396989085,2.4945662785549763e-05,0.03034525599218437,0.0013249535993930576,0.03169678396972715,0.8103112718768479,0.03665654672949716,0.00012692407402344896,3.382984550112175e-07,0.5434649146305544,1.6287153641757678e-06,0.34536438932860625,0.6961224018606147,0.002953685501780794,2.0,0.01,0.2,0.0,5.0,0.0,0.5,0.0,0.5497472660301091,1.0,6.589780808230472e-05,1.0,0.6546356106713938,1.0,0.3038775981393853,1.0,0.9599776372884309,1.0,0.1,1.0,3.0,0.01,1.0,0.1,0.015,300.0,0.015,10.0,0.5,1.0,2.0,0.01,1.0,0.0,0.01,0.04,0.01,0.1,0.01,0.25,0.001,0.1,1.0,0.001,35.0,2.0,0.01,1.0,10.0,0.01,1.0,1.0,0.05,0.007,0.01,0.3,0.05,0.0025,0.0,0.3,0.1,1.0,0.1,0.15,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.005,0.3,0.3,0.05,0.005,0.0,1.0,0.0036656546729497163,0.0022728251424829486,0.04309500520321353,0.00010827191062026595,0.019295300780138677,0.0,0.00035916075942195037,9.023556548855111e-07,0.013448708002888853,0.0,0.8005782680516514,0.8019573548304502,0.03913091227823936,3.0004375382514738e-05,0.24984453577152693,0.16070869693011214,0.4494257702448262,0.11174849397826965,0.11175683642693374,0.0,0.0,7.88652341267899e-06,0.00011538359331524545,9.274675195751402e-06,0.0003034525599218437,2.494566278554976e-07,9.771973869775006e-06,0.0001495993396197167,0.00010005590677892272,0.0,1.1401007549230375e-08,1.2692407402344897e-05,0.00014921737366089922,7.869705478686778e-06,2.1366730595250596e-05,0.2326394280305494,0.00026501827566203877,0.13115867614710558,0.0002298594765010343,0.0009716475869567791,0.005108674823280491,0.013053629461742662,0.1,0.005108674823280491,0.004002236271156909,0.0002124167919452906,0.05434649146305544,0.00500000000032262,1.2472831392774882e-06,3.9771814258804577e-07,0.00405155635938424
3.0,0.013603553757895312,0.0,0.00016001036514435882,0.05009184688674383,0.04118227020226949,0.3109535004924685,1.6249869829113217,0.9999389102515138,0.4111823739462807,1.0860463852055498e-05,0.029846736285296466,0.0017176559970677576,0.03157620536344409,0.8143729740297385,0.018597463406128414,8.781071365933805e-05,1.5670601527004485e-07,0.32567096019608704,9.526172278072683e-07,0.13763747895318224,0.5668609035991526,0.0037339698804340414,2.0,0.01,0.2,0.0,5.0,0.0,0.5,0.0,0.5888176260537192,1.0,6.10897484861761e-05,1.0,0.8623625210468178,1.0,0.43313909640084736,1.0,0.9588177297977305,1.0,0.1,1.0,3.0,0.01,1.0,0.1,0.015,300.0,0.015,10.0,0.5,1.0,2.0,0.01,1.0,0.0,0.01,0.04,0.01,0.1,0.01,0.25,0.001,0.1,1.0,0.001,35.0,2.0,0.01,1.0,10.0,0.01,1.0,1.0,0.05,0.007,0.01,0.3,0.05,0.0025,0.0,0.3,0.1,1.0,0.1,0.15,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.005,0.3,0.3,0.05,0.005,0.0,1.0,0.0018597463406128415,0.0011264832842140104,0.02189735283787121,6.944236821095777e-05,0.014926734947014934,0.0,0.0001884022216776094,5.974738840062888e-07,0.012050943994069795,0.0,0.8048773377900675,0.8059671310214798,0.039050292641042435,1.5733826001280405e-05,0.2498462472316031,0.16249869829113217,0.4099236689371196,0.10473662630325711,0.10473917196080677,0.0,0.0,5.314292730103475e-06,5.981192711889362e-05,1.2023591979474304e-05,0.00029846736285296465,1.0860463852055499e-07,5.715594471368397e-06,6.514863222502717e-05,0.00010295567550567373,0.0,6.668320594650878e-09,8.781071365933805e-06,0.00010339163669547404,5.318859833301299e-06,1.4618485198934e-05,0.1737572872252596,0.0001433835367252402,0.12750655358704843,0.0001299974911637095,0.0013603553757895312,0.005009184688674383,0.01883503748996059,0.1,0.005009184688674383,0.00411822702022695,0.00020892715399707526,0.03256709601960871,0.005000000000024279,5.430231926027749e-07,1.8451155586380897e-07,0.004071864870148692
4.0,0.017035917383507827,0.0,0.0001059131982716085,0.04929683103600121,0.04227827374510115,0.395174737054371,1.6034182400492818,0.9999401827794442,0.37219173236689146,6.9022111007889364e-06,0.029347038450876228,0.0021048445541110915,0.03145953314089409,0.818455035549395,0.012247508425982224,6.246222997349451e-05,8.761186635872955e-08,0.1663681857615767,7.47924805989666e-07,0.021877944156812015,0.4418942299633393,0.004503309077692143,2.0,0.01,0.2,0.0,5.0,0.0,0.5,0.0,0.6278082676331085,1.0,5.98172205558134e-05,1.0,0.978122055843188,1.0,0.5581057700366607,1.0,0.9577217262548988,1.0,0.1,1.0,3.0,0.01,1.0,0.1,0.015,300.0,0.015,10.0,0.5,1.0,2.0,0.01,1.0,0.0,0.01,0.04,0.01,0.1,0.01,0.25,0.001,0.1,1.0,0.001,35.0,2.0,0.01,1.0,10.0,0.01,1.0,1.0,0.05,0.007,0.01,0.3,0.05,0.0025,0.0,0.3,0.1,1.0,0.1,0.15,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.005,0.3,0.3,0.05,0.005,0.0,1.0,0.0012247508425982225,0.0007301299561122319,0.014394276280996897,5.515431587383676e-05,0.012556266083271105,0.0,0.00012447787620960716,4.769598672239423e-07,0.01068865294908442,0.0,0.808887256026568,0.8099974902308991,0.03895340488523175,1.0425261775476054e-05,0.24984418028057803,0.1603418240049282,0.3699679421604475,0.10128768655485691,0.10128786868574303,0.0,0.0,4.278504628470177e-06,3.917271221227095e-05,1.4733911878777641e-05,0.0002934703845087623,6.902211100788937e-08,4.487481709960249e-06,4.14075505316349e-05,0.00010569568436275288,0.0,5.2354736419276625e-09,6.246222997349452e-06,7.34107349914756e-05,3.723659020513163e-06,1.0386598875346092e-05,0.05385210008628753,9.608933856132968e-05,0.12231932142732946,8.981955449977096e-05,0.0017035917383507828,0.004929683103600121,0.023558172273641955,0.1,0.004929683103600121,0.004227827374510116,0.0002054292691561336,0.01663681857615767,0.0050000000000046604,3.4511055503944685e-07,1.0296865011221191e-07,0.004092275177746975
5.0,0.020074887537225732,0.0,7.66029975105435e-05,0.0486833110829478,0.043409819074992806,0.4715430369106646,1.5451508743702178,0.9999394247489003,0.3333043808209992,4.881875327611971e-06,0.028854012240702567,0.0024870421344684052,0.03134656529458059,0.8225575584875682,0.009552125592924237,5.009575699195862e-05,5.8771521836531063e-08,0.060976234733819086,6.290440820028572e-07,0.0013631979922749935,0.3232548770608194,0.0052627502001602365,2.0,0.01,0.2,0.0,5.0,0.0,0.5,0.0,0.6666956191790008,1.0,6.057525109970374e-05,1.0,0.998636802007725,1.0,0.6767451229391805,1.0,0.9565901809250072,1.0,0.1,1.0,3.0,0.01,1.0,0.1,0.015,300.0,0.015,10.0,0.5,1.0,2.0,0.01,1.0,0.0,0.01,0.04,0.01,0.1,0.01,0.25,0.001,0.1,1.0,0.001,35.0,2.0,0.01,1.0,10.0,0.01,1.0,1.0,0.05,0.007,0.01,0.3,0.05,0.0025,0.0,0.3,0.1,1.0,0.1,0.15,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.005,0.3,0.3,0.05,0.005,0.0,1.0,0.0009552125592924238,0.0005627455220320058,0.011170776375611874,5.027045087611775e-05,0.010836483024774529,0.0,8.958372108567203e-05,4.031424404814869e-07,0.00938559833978972,0.0,0.8128930311214263,0.8140476690357594,0.03883485320215427,7.547098194343398e-06,0.24983830814693178,0.1545150874370218,0.32792644228935874,0.0990570961099455,0.09905539675872904,0.0,0.0,3.6297507858646945e-06,2.8030328007873058e-05,1.7409294941278837e-05,0.0002885401224070257,4.881875327611971e-08,3.7742170090396682e-06,2.9288392320074768e-05,0.00010852454768748202,0.0,4.40330857402e-09,5.009575699195862e-06,5.858470905561545e-05,2.9512973469392968e-06,8.31399056719779e-06,0.004034594466067115,6.96304477679394e-05,0.11456036111346547,6.674094685219111e-05,0.0020074887537225735,0.00486833110829478,0.027780071554274217,0.1,0.00486833110829478,0.00434098190749928,0.00020197808568491797,0.006097623473381909,0.005000000000001275,2.4409376638059855e-07,6.873062139976469e-08,0.004112787792437841
6.0,0.022774516343303682,0.0,5.774675041449743e-05,0.04823815112367746,0.04459006271588693,0.5427873232736532,1.44697753627232,0.9999365624423666,0.2945473142413118,3.6189780404284944e-06,0.02836864121783774,0.002864531573049524,0.031237331920208153,0.8266806454075452,0.008035196118639516,4.4783736526438324e-05,4.543326366864067e-08,0.01106449926357257,5.401512804597445e-07,8.681418266083807e-05,0.2143966785606869,0.006012857588533518,2.0,0.01,0.2,0.0,5.0,0.0,0.5,0.0,0.7054526857586882,1.0,6.343755763338343e-05,1.0,0.9999131858173391,1.0,0.7856033214393131,1.0,0.955409937284113,1.0,0.1,1.0,3.0,0.01,1.0,0.1,0.015,300.0,0.015,10.0,0.5,1.0,2.0,0.01,1.0,0.0,0.01,0.04,0.01,0.1,0.01,0.25,0.001,0.1,1.0,0.001,35.0,2.0,0.01,1.0,10.0,0.01,1.0,1.0,0.05,0.007,0.01,0.3,0.05,0.0025,0.0,0.3,0.1,1.0,0.1,0.15,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.005,0.3,0.3,0.05,0.005,0.0,1.0,0.0008035196118639517,0.00046934698526009854,0.009317889155523628,4.831448995731669e-05,0.009403261225571035,0.0,6.696511342215752e-05,3.472229864429619e-07,0.008182257240035053,0.0,0.8169108141609438,0.8181176442048316,0.03868657518456047,5.69396145749938e-06,0.2498273453877996,0.144697753627232,0.270132930535337,0.09752215509135062,0.0975178472095608,0.0,0.0,3.1290807821641382e-06,2.0903729075144728e-05,2.0051721011346668e-05,0.00028368641217837743,3.6189780404284946e-08,3.240872671528e-06,2.171229671607051e-05,0.00011147515678971733,0.0,3.781058963218212e-09,4.478373652643832e-06,5.1932757677877406e-05,2.6158803614771316e-06,7.3981798722862755e-06,0.0002602166430307196,5.2496631481557624e-05,0.10228957230505664,5.122613909602976e-05,0.0022774516343303684,0.004823815112367746,0.031704962773083094,0.1,0.004823815112367746,0.004459006271588693,0.00019858048852486418,0.001106449926357257,0.005000000000000412,1.8094890202142472e-07,5.268597164119386e-08,0.004133403227037726
7.0,0.025182568942328395,0.0,4.4876004511669435e-05,0.04795028353584736,0.04582521824214767,0.6098396754958835,1.3097982459658983,0.9999310789451888,0.2559568261622782,2.7669541848553895e-06,0.02789110654956337,0.003237570048128065,0.031131912816972706,0.8308243993867137,0.006968552198130063,4.2558715809966315e-05,3.822181423432467e-08,0.014250873954519527,4.692650964166528e-07,1.8191897286025435e-05,0.12136906609555224,0.006754145014771047,2.0,0.01,0.2,0.0,5.0,0.0,0.5,0.0,0.7440431738377218,1.0,6.892105481115518e-05,1.0,0.999981808102714,1.0,0.8786309339044478,1.0,0.9541747817578523,1.0,0.1,1.0,3.0,0.01,1.0,0.1,0.015,300.0,0.015,10.0,0.5,1.0,2.0,0.01,1.0,0.0,0.01,0.04,0.01,0.1,0.01,0.25,0.001,0.1,1.0,0.001,35.0,2.0,0.01,1.0,10.0,0.01,1.0,1.0,0.05,0.007,0.01,0.3,0.05,0.0025,0.0,0.3,0.1,1.0,0.1,0.15,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.005,0.3,0.3,0.05,0.005,0.0,1.0,0.0006968552198130064,0.00040476773805563884,0.007985339945737267,4.7066612089171984e-05,0.008210150408684487,0.0,5.142390287731205e-05,3.030990421553351e-07,0.007149713107234282,0.0,0.8209431613640874,0.8222074513488073,0.03849599649021254,4.428086611550477e-06,0.2498092765223257,0.13097982459658983,0.23917373380143508,0.09650609971484833,0.09649969609847979,0.0,0.0,2.7290728700670574e-06,1.6069118527122465e-05,2.2662990336896454e-05,0.0002789110654956337,2.7669541848553896e-08,2.8155641535802367e-06,1.660080643571555e-05,0.00011456304560536918,0.0,3.2848556749165698e-09,4.255871580996632e-06,4.8768496487376274e-05,2.472019243477195e-06,6.992753636857348e-06,5.4565765310097755e-05,4.07963002673717e-05,0.08223985507746884,4.029041427974948e-05,0.0025182568942328397,0.004795028353584737,0.03542248361048244,0.1,0.004795028353584737,0.004582521824214768,0.0001952377458469436,0.0014250873954519527,0.00500000000000015,1.3834770924276948e-07,4.379879368426099e-08,0.004154121996933569
8.0,0.02734128984000749,0.0,3.634067845042569e-05,0.04781020828676505,0.0471202247842779,0.6730412424161542,1.1629938774268138,0.9999234691813476,0.21758515521134497,2.1981499740314702e-06,0.027421382494949464,0.003606411911488905,0.031030409985496804,0.8349889240191387,0.006171840278623054,4.1573981325400446e-05,3.3692577061165305e-08,0.039813438686396564,4.1742908440333344e-07,1.1980841927723177e-05,0.053453092724030093,0.007487121133744185,2.0,0.01,0.2,0.0,5.0,0.0,0.5,0.0,0.782414844788655,1.0,7.653081865244271e-05,1.0,0.9999880191580722,1.0,0.9465469072759699,1.0,0.9528797752157221,1.0,0.1,1.0,3.0,0.01,1.0,0.1,0.015,300.0,0.015,10.0,0.5,1.0,2.0,0.01,1.0,0.0,0.01,0.04,0.01,0.1,0.01,0.25,0.001,0.1,1.0,0.001,35.0,2.0,0.01,1.0,10.0,0.01,1.0,1.0,0.05,0.007,0.01,0.3,0.05,0.0025,0.0,0.3,0.1,1.0,0.1,0.15,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.005,0.3,0.3,0.05,0.005,0.0,1.0,0.0006171840278623055,0.0003574682386088833,0.006981726792462765,4.6209315784172267e-05,0.00733763261235614,0.0,4.1109406099248036e-05,2.7208706164078405e-07,0.006397706619213791,0.0,0.8249906180187735,0.8263171360606465,0.03824241612055697,3.588207171571569e-06,0.24978522223797892,0.11629938774268139,0.2122539417136725,0.09593293752021126,0.09592384237398009,0.0,0.0,2.444846632369266e-06,1.2871271628094435e-05,2.5244883380422337e-05,0.00027421382494949466,2.1981499740314704e-08,2.504553596949704e-06,1.3188320046081484e-05,0.00011780056196069475,0.0,2.922003590823334e-09,4.157398132540045e-06,4.7029437928625715e-05,2.4079329997932313e-06,6.8029481776346135e-06,3.593822008182989e-05,3.303694442628234e-05,0.052250259452404864,3.286824179252032e-05,0.002734128984000749,0.004781020828676505,0.03898203073578456,0.1,0.004781020828676505,0.00471202247842779,0.00019194967746464625,0.003981343868639657,0.005000000000000064,1.0990749870157351e-07,3.811381328026441e-08,0.004174944620095693
9.0,0.029288066505687087,0.0,3.124867036019677e-05,0.047809788805122336,0.0484799256646445,0.7325101369605388,1.0001515888585741,0.9999122100061812,0.17951211215783336,1.8494954128913422e-06,0.026959385028261226,0.003971317212211914,0.030932940477851664,0.8391743234181532,0.005651798156812797,4.1453857585641035e-05,3.080788766120913e-08,0.09295160653723261,3.887419656334293e-07,9.94723147574331e-06,0.017167005051473193,0.008212306023099566,2.0,0.01,0.2,0.0,5.0,0.0,0.5,0.0,0.8204878878421666,1.0,8.77899938187543e-05,1.0,0.9999900527685243,1.0,0.9828329949485268,1.0,0.9515200743353555,1.0,0.1,1.0,3.0,0.01,1.0,0.1,0.015,300.0,0.015,10.0,0.5,1.0,2.0,0.01,1.0,0.0,0.01,0.04,0.01,0.1,0.01,0.25,0.001,0.1,1.0,0.001,35.0,2.0,0.01,1.0,10.0,0.01,1.0,1.0,0.05,0.007,0.01,0.3,0.05,0.0025,0.0,0.3,0.1,1.0,0.1,0.15,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.005,0.3,0.3,0.05,0.005,0.0,1.0,0.0005651798156812796,0.0003272590913471613,0.006301344448484164,4.641429604453676e-05,0.00686699034161474,0.0,3.483999782606882e-05,2.5662364381289684e-07,0.006005899415520269,0.0,0.829052960995613,0.8304467435597896,0.03788931696530898,3.0872401532948866e-06,0.2497502875660568,0.10001515888585742,0.17760142516934962,0.09575564059564354,0.0957417841219606,0.0,0.0,2.299339517177957e-06,1.0946617304080513e-05,2.77992204854834e-05,0.00026959385028261227,1.849495412891342e-08,2.332433659503666e-06,1.1096562016537084e-05,0.00012119981416161125,0.0,2.721193759434005e-09,4.145385758564104e-06,4.621804036838403e-05,2.4003248859760836e-06,6.7701270030531585e-06,2.9838726300055452e-05,2.8407856456330265e-05,0.02197761013512056,2.8362844890713155e-05,0.002928806650568709,0.004780978880512234,0.042414926218716134,0.1,0.004780978880512234,0.004847992566464451,0.00018871569519782858,0.009295160653723262,0.005000000000000036,9.247477064456711e-08,3.4348557131233395e-08,0.004195871617090766
