Time,Ca_Cyt,IP3_Cyt,Ca_ER,S2,S2a,S4,Oc,O_o,Orai1,L,P_IP3R,Ki,k_i,Ka,V_SERCA,p,K_SERCA,k_soc,V_PMleak,Ca_ec,V_PMCA,q,K_PMCA,V_PLC,K_PLC,kdeg,K_deg,A,Kd,K1,St,k_a,Vs4,K2,kd_oligo,Vcp,n_hill,Kc,kdc,kop,l_hill,Ko,kod,kdo,r_hill,h,Orai1_t,Cytoplasm,ER,PM,ER_Channel,SERCA,PM_Channel,PMCA,PLC,deg,act_apoSTIM1_syn,act_apoSTIM1_deg,apoSTIM1_oligo_syn,apoSTIM1_oligo_deg,close_CRAC_prod,closed_CRAC_channel_deg,open_CRAC_channel_prod,open_to_closed,open_CRAC_channel_deg
1.85,0.03774968116419741,0.022950416400408645,0.16470019706693984,0.35971961185475027,0.2398900757485802,0.2101974956308019,0.00019105049017205923,2.451730699475587e-05,0.00013772881133273965,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.30623490833055894,0.001,1.0,0.185,1.0,0.00011806573829246243,0.05956263904391028,0.08533256155986643,0.006988050309975596,0.04502480150308203,0.0014312960746373624,0.2661925127725152,0.266277984080924,0.040166033850385224,0.03110922935335868,0.0001794505093785017,9.552524508602961e-05,5.209382876072602e-05,2.451730699475587e-05,1.471038419685352e-05
1.86,0.03793776503889161,0.02338819861819185,0.16792847080449,0.35970886789290984,0.23988538091695583,0.21068509112850556,0.00019161227904164685,2.4645704835810822e-05,0.00013496806449016935,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.3075630384623303,0.001,1.0,0.185,1.0,0.00012089331086391935,0.06012187400400739,0.08577551220785848,0.007057365596153869,0.04543371162968037,0.0014713357905456208,0.26618456224075326,0.26627277281782097,0.04016571821885332,0.031181393487018826,0.00017941620738178135,9.580613952082343e-05,5.224654710103792e-05,2.4645704835810822e-05,1.4787422901486493e-05
1.87,0.03812403049199331,0.02382965311454539,0.1711867302929352,0.3596978278114849,0.2398805358820562,0.21116878418378107,0.00019217066965691336,2.4773574996024862e-05,0.00013222302138824718,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.3088879760623531,0.001,1.0,0.185,1.0,0.00012375048056049832,0.06067778146872826,0.08621664239665486,0.007126340643398096,0.04583994215170745,0.0015119914371709252,0.2661763925804988,0.2662673948290824,0.040165393863751,0.0312529800591996,0.00017937921548294916,9.608533482845668e-05,5.2398321200638544e-05,2.4773574996024862e-05,1.4864144997614916e-05
1.88,0.03830849639029143,0.024274746891711926,0.1744747935486129,0.3596864870299028,0.23987553779011112,0.21164860541801114,0.00019272565525456177,2.4900916477974442e-05,0.00012949371306985517,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.3102097284360734,0.001,1.0,0.185,1.0,0.00012663706221796472,0.061230349082211526,0.0866559486864249,0.0071949727355663665,0.046243488683367924,0.0015532616853101272,0.26616800040212807,0.2662618469470233,0.04016506064850249,0.03132399360186565,0.00017933927711388299,9.636282762728089e-05,5.2549148825591805e-05,2.4900916477974442e-05,1.4940549886784665e-05
1.89,0.03849118173248028,0.024723446910252075,0.17779247785157776,0.35967484089710194,0.23987038385761544,0.2121245852026428,0.00019327722664733867,2.502772827710313e-05,0.00012678018030223284,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.31152830288932226,0.001,1.0,0.185,1.0,0.0001295528699789233,0.061779566766764986,0.08709342761268875,0.007263259437520212,0.04664434848807263,0.0015951451022960751,0.26615938226385544,0.2662561260819531,0.040164718434364005,0.03139443860999113,0.00017929610682978315,9.663861332366934e-05,5.26990270863968e-05,2.502772827710313e-05,1.5016636966261877e-05
1.9,0.038672105631367616,0.02517572010121044,0.1811395998311956,0.3596628846736346,0.23986507139085433,0.21259675366151964,0.00019382537202048954,2.5154009375614014e-05,0.00012408247441558578,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.3128437067276786,0.001,1.0,0.185,1.0,0.00013249771739523924,0.06232542663767467,0.08752907566524798,0.007331198586091563,0.047042520411144303,0.001637640156458148,0.2661505346584896,0.26625022924384834,0.040164367079894105,0.03146431954190491,0.00017924938657320165,9.691268601024477e-05,5.284795238463242e-05,2.5154009375614014e-05,1.5092405625368408e-05
1.91,0.03885128709418549,0.025631533509222,0.18451597646809106,0.35965061383134395,0.23985959748251395,0.2130651406676447,0.00019437007466057026,2.527975870095286e-05,0.00012140066655390758,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.31415594724930374,0.001,1.0,0.185,1.0,0.00013547141857069532,0.06286792230495683,0.087962889144969,0.007398788204545607,0.04743800436605465,0.0016807452148866007,0.26614145423519453,0.2662441532055905,0.04016400644975732,0.031533640818811416,0.0001791987615591698,9.718503733028513e-05,5.2995919763446724e-05,2.527975870095286e-05,1.5167855220571714e-05
1.92,0.039028745120218644,0.02609085422924313,0.18792142465262016,0.3596380238556265,0.23985395921353708,0.21352977584861982,0.00019491131384652053,2.540497513828194e-05,0.00011873484406079013,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.31546503174804547,0.001,1.0,0.185,1.0,0.000138473787666315,0.06340704912757172,0.08839486420681136,0.007466026535342847,0.047830801516290954,0.0017244585503546732,0.2661321376531636,0.26623789472702614,0.040163636408911685,0.03160240682559574,0.00017914383534228516,9.745565692326026e-05,5.314292317067025e-05,2.540497513828194e-05,1.5242985082969163e-05
1.93,0.03920449881780599,0.026553649330474424,0.19135576065399654,0.3596251100184661,0.23984815388504824,0.21399068859258819,0.00019544906590038012,2.5529657545611946e-05,0.00011608510621603178,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.31677096751717165,0.001,1.0,0.185,1.0,0.00014150463830481146,0.06394280453367134,0.08882499691202494,0.007532912081328568,0.04822091450471276,0.0017687783495570553,0.2661225814136649,0.26623145081240357,0.0401632568159342,0.031670621911703056,0.00017908416410345888,9.772453295019006e-05,5.328895576882951e-05,2.5529657545611946e-05,1.5317794527367166e-05
1.94,0.039378567285828746,0.027019885933068807,0.19481880065850232,0.35961186752172647,0.23984217887384862,0.21444790804768685,0.00019598330282882478,2.5653804727674986e-05,0.00011345156977400097,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.3180737618454847,0.001,1.0,0.185,1.0,0.00014456378418858942,0.06447518762710283,0.08925328313802115,0.007599443557907104,0.04860834716291468,0.0018137027136446847,0.26611278196607757,0.266224818549972,0.0401628675272275,0.031738290391057654,0.00017901925027993002,9.799165141441239e-05,5.343400955054857e-05,2.5653804727674986e-05,1.539228283660499e-05
1.95,0.03955096959411042,0.02748953122036153,0.19831036085681772,0.35959829148589506,0.2398360316449083,0.21490146312418568,0.00019651399192374845,2.5777415426113808e-05,0.00011083437060055098,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.3193734220166377,0.001,1.0,0.185,1.0,0.00014765103920667632,0.06500419909128374,0.08967971854452825,0.007665619882120848,0.048993104437888846,0.0018592296615744857,0.26610273569956233,0.2662179951258482,0.04016246839668485,0.03180541654237948,0.0001789485351559477,9.825699596187423e-05,5.357807523115983e-05,2.5777415426113808e-05,1.5466449255668285e-05
1.96,0.03972172476477973,0.02796255245025817,0.20183025752562506,0.3595843769379998,0.2398297097646649,0.21535138249662614,0.00019704109533414554,2.590048830909824e-05,0.0001082336654270249,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.32066995530848347,0.001,1.0,0.185,1.0,0.00015076621753568525,0.06552984109556907,0.0901042985377704,0.007731440161954594,0.04937519232081245,0.001905357133308413,0.2660924389341198,0.266210977838778,0.04016205927533037,0.03187200460950067,0.00017887139032148817,9.852054766707277e-05,5.3721142133605215e-05,2.590048830909824e-05,1.5540292985458943e-05
1.97,0.03989085175458748,0.028438916965788576,0.20537830710351224,0.3595701187986834,0.23982321091514822,0.21579769460596002,0.0001975645696082427,2.602302196034725e-05,0.0001056496337256403,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.32196336899245387,0.001,1.0,0.185,1.0,0.00015390913373484314,0.06605211720419375,0.0905270182325963,0.0077969036858788416,0.04975461777800729,0.001952082992861661,0.2660818879110257,0.26620376411581453,0.040161640010934266,0.03193805880168209,0.0001787871078123364,9.878228480412134e-05,5.3863198065345906e-05,2.602302196034725e-05,1.5613813176208347e-05
1.98,0.04005836943198656,0.028918592205873707,0.2089543262673016,0.35955551201679803,0.23981653276027518,0.21624042765911727,0.0001980843643132442,2.6145014853849404e-05,0.0001030824833316257,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.3232536703331651,0.001,1.0,0.185,1.0,0.0001570796028465402,0.06657103226868931,0.09094787236526894,0.007862009910237642,0.05013138867019238,0.0019994050307405586,0.26607107889243053,0.26619635136390546,0.04016121045196613,0.03200358329354936,0.00017869488884920194,9.90421821566221e-05,5.4004228928699355e-05,2.6145014853849404e-05,1.5687008912309642e-05
1.99,0.04022429651066329,0.029401545722752005,0.21255813204664398,0.35954055277078734,0.23980967174309098,0.21667960961006769,0.00019860041420701,2.626646522945991e-05,0.00010053248225412039,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.3245408665894489,0.001,1.0,0.185,1.0,0.00016027744057321188,0.06708659218424512,0.09136685486429136,0.007926758429448988,0.05050551357335622,0.002047320962797935,0.26606000905038263,0.266188735634831,0.04016077048292761,0.03206858222229002,0.00017859383195296716,9.9300207103505e-05,5.414421646330375e-05,2.626646522945991e-05,1.5759879137675943e-05
2.0,0.040388651598060654,0.029887745179421176,0.21618954182037486,0.3595252369310418,0.2398026246273614,0.21711526818833923,0.00019911264782922732,2.6387371220374244e-05,9.79999238015938e-05,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.3258249650118318,0.001,1.0,0.185,1.0,0.00016350246323760327,0.06759880400205892,0.09178395929017687,0.007991148990788371,0.05087700185838742,0.0020958284373086117,0.266048675328971,0.2661809133363711,0.04016031997913683,0.03213305969187421,0.00017848291670110445,9.955632391461366e-05,5.428314074570177e-05,2.6387371220374244e-05,1.5832422732224544e-05
2.01,0.040551453168328526,0.030377158359135452,0.21984837338278135,0.3595095603576253,0.23979538820035373,0.21754743089571593,0.00019962098502600715,2.6507730810575374e-05,9.54851366536699e-05,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.32710597284244397,0.001,1.0,0.185,1.0,0.00016675448787858066,0.06810767580868474,0.09219917868864795,0.008055181479910637,0.051245863601632184,0.0021449250364330655,0.2660370746646427,0.26617288090239266,0.040159858815479454,0.032197019772565956,0.00017836098649971053,9.981049251300357e-05,5.442097948448869e-05,2.6507730810575374e-05,1.5904638486345225e-05
2.02,0.04071271953790115,0.030869753173819403,0.22353444500259412,0.35949351915569283,0.2397879590178934,0.21797612500365304,0.00020012533468749056,2.6627541795385006e-05,9.298849406849771e-05,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.32838389731490286,0.001,1.0,0.185,1.0,0.00017003333233799481,0.068613216612951,0.09261250545454397,0.008118855907227381,0.051612109501270584,0.002194608277555904,0.2660252041752127,0.26616463450986166,0.04015938687392044,0.03226046650054065,0.0001782267287230575,0.00010006266734374528,5.455770737749296e-05,2.6627541795385006e-05,1.5976525077231004e-05
2.03,0.04087246885024121,0.03136549767030532,0.2272475754682618,0.3594771097314583,0.23978033334921942,0.218401377554135,0.00020062559364195567,2.6746801759595395e-05,9.051041839379576e-05,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.3296587456539633,0.001,1.0,0.185,1.0,0.00017333881532652796,0.06911543626125333,0.09302393125637963,0.008182172397771964,0.05197575081454291,0.0022448756150552913,0.26601306120127916,0.26615617001763353,0.04015890404515186,0.03232340387801198,0.0001780786515777462,0.00010031279682097784,5.4693295804627584e-05,2.6746801759595395e-05,1.6048081055757236e-05
2.04,0.04103071906116467,0.03186436003584401,0.23098758412800308,0.3594603288545811,0.23977250711537018,0.21882321536040775,0.00020112164546829073,2.6865508054171556e-05,8.805138591015086e-05,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.33093052507520465,0.001,1.0,0.185,1.0,0.00017667075648440742,0.06961434535472485,0.09343344695597149,0.008245131181231906,0.05233679929657058,0.0022957244418776615,0.26600064335239004,0.2661474828980609,0.040158410230431006,0.03238583587334035,0.00017791505739592157,0.00010056082273414536,5.4827712497782096e-05,2.6865508054171556e-05,1.611930483250293e-05
2.05,0.04118748792472305,0.032366308602899026,0.23475429092466968,0.35944317372727685,0.239764475820791,0.2192416650075804,0.0002016133592238099,2.6983657771471706e-05,8.561193201887362e-05,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.33219924278475277,0.001,1.0,0.185,1.0,0.00018002897643703877,0.07010995516826482,0.09384104252295257,0.008307732582148883,0.052695267140747036,0.002347152090916353,0.26598794855818486,0.266138568161078,0.04015790534361808,0.0324477664211219,0.0001777340118360001,0.00010080667961190494,5.4960921186895274e-05,2.6983657771471706e-05,1.6190194662883024e-05
2.06,0.04134279293803096,0.032871311855127566,0.23854751643229857,0.3594256407843656,0.23975623575680519,0.21965675287516498,0.00020210057761762854,2.7101247522128848e-05,8.319269944097047e-05,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.33346490597946093,0.001,1.0,0.185,1.0,0.00018341329689062442,0.07060227743938477,0.09424670626503931,0.008369976993587205,0.05305116682526173,0.0023991558322088743,0.26597497418043053,0.26612942169005377,0.04015738927585961,0.032509199425524424,0.00017753331215951241,0.00010105028880881427,5.50928785017562e-05,2.7101247522128848e-05,1.6260748513277307e-05
2.07,0.04149665131258115,0.03337933842417899,0.2423670818560173,0.35940772449399666,0.23974778520514162,0.2200685051595356,0.0002025831094538568,2.7218273288454945e-05,8.079446903075296e-05,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.3347275218472779,0.001,1.0,0.185,1.0,0.0001868235406693241,0.07109132423942699,0.09465042432229315,0.008431864861075675,0.05340451101963338,0.002451732871515518,0.2659617161255575,0.2661200415777072,0.04015686186026612,0.03257013876361127,0.00017731045120149123,0.0001012915547269284,5.522353203993474e-05,2.7218273288454945e-05,1.6330963973072966e-05
2.08,0.041649080013784597,0.03389035710404787,0.24621280909534402,0.35938942059211215,0.23973912119706733,0.2204769478198654,0.0002030607453823679,2.733473072755287e-05,7.841809556031684e-05,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.3359870975657468,0.001,1.0,0.185,1.0,0.00019025953174826163,0.07157710806200134,0.09505218171282677,0.00849339669398106,0.05375531264837272,0.0025048803568063853,0.265948171238163,0.2661104245287447,0.04015632296710615,0.032630588277340083,0.00017706256765988998,0.00010153037269118396,5.535282432350824e-05,2.733473072755287e-05,1.6400838436531722e-05
2.09,0.04180009574522061,0.03440433684285568,0.2500845207204081,0.3593707249234408,0.239730240676109,0.2208821065998264,0.00020353325223952223,2.7450615059000966e-05,7.60645308059073e-05,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.3372436403024981,0.001,1.0,0.185,1.0,0.00019372109525716156,0.07205964173744835,0.09545196194532868,0.0085545730548729,0.054103584828921907,0.0025585953776672663,0.2659343364433462,0.26610056715048097,0.04015577246969648,0.03269055177677431,0.0001767863967425468,0.00010176662611976111,5.548069137791146e-05,2.7450615059000966e-05,1.647036903540058e-05
2.1,0.04194971491331273,0.034921246748066605,0.25398203999569574,0.35935163312898927,0.23972114081225993,0.2212840070347533,0.00020400036618162056,2.7565920936981617e-05,7.373485152559135e-05,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.338497157215229,0.001,1.0,0.185,1.0,0.0001972080575466398,0.07253893828462618,0.09584974657792246,0.008615394540867526,0.05444934076459821,0.002612874963373259,0.26592020851545206,0.26609046630160854,0.040155210235197074,0.03275003304114349,0.00017647821643270787,0.00010200018309081028,5.5607060894140856e-05,2.7565920936981617e-05,1.653955256218897e-05
2.11,0.04209795361119862,0.035441056087151764,0.25790519088439573,0.35933214058333546,0.2397118190659799,0.22168267445444764,0.00020446178953380164,2.7680642390793557e-05,7.143027230161923e-05,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.33974765545169866,0.001,1.0,0.185,1.0,0.00020072024621885955,0.07301501082359461,0.09624551501294257,0.008675861772604493,0.05479259368177405,0.002667716082253376,0.26590578403166826,0.2660801191632377,0.040154636122756604,0.03280903581925825,0.00017613378729718228,0.00010223089476690082,5.573185137795757e-05,2.7680642390793557e-05,1.6608385434476132e-05
2.12,0.042244827602300056,0.035963734287655154,0.26185379804799697,0.35931224232109715,0.2397022732631044,0.22207813398615742,0.00020491718736186413,2.7794772760306437e-05,6.915215951131773e-05,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.34099514214976434,0.001,1.0,0.185,1.0,0.00020425749015429408,0.07348787248747878,0.09663924427426135,0.008735975383056588,0.055133356766662985,0.0027231156407250398,0.26589105931761187,0.26606952332204586,0.04015404998133738,0.032867563829951305,0.00017574828790100996,0.00010245859368093207,5.5854971224959917e-05,2.7794772760306437e-05,1.6676863656183863e-05
2.13,0.04239035230222954,0.03648925093669604,0.2658276868413943,0.35929193295574396,0.23969250167749429,0.2224704105576782,0.00020536618356612228,2.7908304623189417e-05,6.69020472427533e-05,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.34223962443745526,0.001,1.0,0.185,1.0,0.0002078196195360956,0.07395753632910114,0.09703090875623752,0.008795736005612356,0.05547164309853205,0.0027790704818415235,0.26587603038725055,0.2660586768620187,0.04015345164731229,0.03292562076253637,0.00017531624757858755,0.00010268309178306114,5.5976317666464017e-05,2.7908304623189417e-05,1.674498277391365e-05
2.14,0.04253454258922211,0.037017575784335566,0.26982668333635446,0.3592712069839515,0.2396825027268401,0.22285952889386335,0.00020580833146961424,2.8021229319226e-05,6.468175684463907e-05,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.3434811094329113,0.001,1.0,0.185,1.0,0.00021140646606030206,0.07442401467228069,0.09742047858266306,0.00885514419133908,0.05580746518342514,0.002835577364494455,0.2658606931681241,0.2660475780267925,0.040152840953420296,0.03298321027629178,0.00017483150314633717,0.00010290416573480712,5.6095768722593966e-05,2.8021229319226e-05,1.68127375915356e-05
2.15,0.04267741276179804,0.037548678742498204,0.27385061431169166,0.35925005873737353,0.2396722750221888,0.22324551351914107,0.00020624310587307566,2.813353681247252e-05,6.24934292578073e-05,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.3447196042445128,0.001,1.0,0.185,1.0,0.000215017862978491,0.07488731893338214,0.0978079191312289,0.008914200385776432,0.056140834827563386,0.002892632957064969,0.2658450434656564,0.26603622527462956,0.0401522177273379,0.03304033600083288,0.00017428715682871334,0.00010312155293653783,5.621318104461736e-05,2.813353681247252e-05,1.688012208748351e-05
2.16,0.04281897658059558,0.038082529881092717,0.2778993072223588,0.3592284821280526,0.23966181762465888,0.2236283887635463,0.0002066699072824252,2.8245215744689622e-05,6.033950789154075e-05,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.34595511597113715,0.001,1.0,0.185,1.0,0.00021865364504286268,0.07534745971602723,0.09819319121785848,0.008972904940481868,0.05647176320750055,0.0029502338400888475,0.2658290767747589,0.26602461756337137,0.04015158178416643,0.03309700153700485,0.00017367554136261902,0.0001033349536412126,5.6328391097530406e-05,2.8245215744689622e-05,1.694712944681377e-05
2.17,0.04295924724049975,0.038619099421915,0.28197259015054865,0.35920647145258255,0.23965112924033286,0.22400817875042925,0.00020708805356808217,2.8356253181690742e-05,5.822277300090832e-05,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.34718765170267685,0.001,1.0,0.185,1.0,0.00022231364849950895,0.0758044466815227,0.09857625022163957,0.009031258095995842,0.05680026077885428,0.003008376500825624,0.2658127888749111,0.2660127534567695,0.0401509329501247,0.03315321045506353,0.00017298822655038,0.00010354402678404109,5.644121280380481e-05,2.8356253181690742e-05,1.7013751909014443e-05
