Time,Z,U,X,Y,M,P,mu1,h,r1,p1,p2,q1,a,mu2,r2,sigma,h2zero,D,b1,b2,mu3,r3,K,c,d,k1,k2,z0,compartment,IL_21_Clearance_Rate,IL_21_Production_by_Tumor,NK_Cell_Population_Growth,NK_Cell_Population_Growth_IL_21_Inhibition,CD8_Population_Growth,CD8_Population_Growth_Inhibition,CD8_Memory_Formation,CD8_Memory_Loss,Cytotoxic_Protein_Secretion,Cytotoxic_Protein_Degradation,Tumor_Killing_By_NK_Cells,Tumor_Killing_By_CD8_Cells,Tumor_Growth,Tumor_Growth_Exponential
0.0,2.0,0.0,1.95185,0.066,0.0,0.0,10.0,634.0,0.095,0.01,1.054,0.54,0.58,0.014,0.26,0.003,0.066,1418.4,1.0,0.1,0.08,0.48,400.0,5.1,0.145,0.05,0.0485,2.0,1.0,0.0,1793.2227970890847,0.18542575,0.185425574074241,0.01716,0.01716,0.0,0.0,0.0,0.0,0.0,0.0,5.1,2.0000000000000003e-06
0.4,4.031731059000168,420.76586924497417,0.3485828118653923,0.06859652874897337,53.65828857002619,0.3931326249983893,10.0,634.0,0.095,0.01,1.054,0.54,0.58,0.014,0.26,0.003,0.066,1418.4,1.0,0.1,0.08,0.48,400.0,5.1,0.145,0.05,0.0485,2.0,1.0,4207.6586924497415,5132.472006936133,0.03311536712721227,0.9242945217777107,0.017835097474733077,0.005533180802836372,244.044204162085,0.7512160399803667,0.9997623946076231,0.03145060999987114,0.02762527523897174,0.005273203339195015,5.1,4.031731059000168e-06
0.8,6.054059211621564,831.3777275979573,0.16843989531954914,0.07456676204251539,196.63334649998234,0.7743533404236316,10.0,634.0,0.095,0.01,1.054,0.54,0.58,0.014,0.26,0.003,0.066,1418.4,1.0,0.1,0.08,0.48,400.0,5.1,0.145,0.05,0.0485,2.0,1.0,8313.777275979573,9444.07123567079,0.01600179005535717,0.23936318405920037,0.019387358131054,0.002475099274281558,482.1990820068152,2.752866850999753,0.9998797321964488,0.061948267233890526,0.039482151223011595,0.016954026743486637,5.1,6.054059211621564e-06
1.2,8.06560380032904,1321.0255461176669,0.10980435086099712,0.0819060869726269,443.16629142697894,1.1435966352540232,10.0,634.0,0.095,0.01,1.054,0.54,0.58,0.014,0.26,0.003,0.066,1418.4,1.0,0.1,0.08,0.48,400.0,5.1,0.145,0.05,0.0485,2.0,1.0,13210.255461176668,14522.607000081893,0.010431413331794726,0.10612123676136759,0.021295582612882995,0.0016165362133522786,766.1948167482467,6.204328079977706,0.9999243069666666,0.09148773082032186,0.050640654119753,0.03664102974531418,5.1,8.065603800329039e-06
1.6,10.062959893366656,1877.3500990707037,0.0815372179301538,0.09027500956532827,809.5499858276453,1.501223667658487,10.0,634.0,0.095,0.01,1.054,0.54,0.58,0.014,0.26,0.003,0.066,1418.4,1.0,0.1,0.08,0.48,400.0,5.1,0.145,0.05,0.0485,2.0,1.0,18773.500990707038,20238.47900332528,0.0077460357033646106,0.05981878332194001,0.023471502486985353,0.0013143065475697694,1088.863057461008,11.333699801587034,0.9999467362674249,0.12009789341267896,0.061588132856316875,0.06614247261726632,5.1,1.0062959893366655e-05
2.0,12.04186273152074,2489.884339185176,0.0650883745174127,0.09963879597031447,1309.2834850070542,1.8475945578751616,10.0,634.0,0.095,0.01,1.054,0.54,0.58,0.014,0.26,0.003,0.066,1418.4,1.0,0.1,0.08,0.48,400.0,5.1,0.145,0.05,0.0485,2.0,1.0,24898.843391851762,26492.916230639697,0.006183395579154207,0.03862058634181499,0.025906086952281762,0.001224218625002128,1444.132916727402,18.32996879009876,0.9999598391048384,0.14780756463001293,0.07240587009504847,0.1075153705683322,5.1,1.2041862731520738e-05
2.4,13.997157485063068,3149.845214104768,0.05439138210069907,0.11004213427172765,1953.5883147427112,2.1830611807795064,10.0,634.0,0.095,0.01,1.054,0.54,0.58,0.014,0.26,0.003,0.066,1418.4,1.0,0.1,0.08,0.48,400.0,5.1,0.145,0.05,0.0485,2.0,1.0,31498.452141047677,33200.8369115529,0.0051671812995664115,0.02719967693526959,0.028610954910649192,0.0012437997807597302,1826.9102241807652,27.350236406397958,0.9999682534161064,0.1746448944623605,0.08310092441243601,0.1630821767574652,5.1,1.399715748506307e-05
2.8,15.922708921280492,3849.151122904546,0.0469051756239517,0.12156147884919351,2751.686506233829,2.5079655565578163,10.0,634.0,0.095,0.01,1.054,0.54,0.58,0.014,0.26,0.003,0.066,1418.4,1.0,0.1,0.08,0.48,400.0,5.1,0.145,0.05,0.0485,2.0,1.0,38491.511229045456,40282.34009727205,0.004455991684275412,0.020346692863930652,0.031605984500790316,0.0013369071207771394,2232.5076512846363,38.52361108727361,0.9999740209207435,0.2006372445246253,0.09365463906147586,0.2354378250531334,5.1,1.5922708921280492e-05
3.2,17.81130011112665,4579.8435861476355,0.04138620379621144,0.13429123731547282,3710.902230660777,2.8226395082180624,10.0,634.0,0.095,0.01,1.054,0.54,0.58,0.014,0.26,0.003,0.066,1418.4,1.0,0.1,0.08,0.48,400.0,5.1,0.145,0.05,0.0485,2.0,1.0,45798.435861476355,47657.65728980897,0.003931689360640087,0.01590759275296626,0.03491572170202294,0.001491128599989239,2656.3092799656283,51.95263122925088,0.9999781656699216,0.225811160657445,0.10403432020576434,0.3274465742962284,5.1,1.7811300111126647e-05
3.6,19.654532156975545,5333.7222757915415,0.03715674761106057,0.1483389544448234,4836.654990147782,3.127404709041519,10.0,634.0,0.095,0.01,1.054,0.54,0.58,0.014,0.26,0.003,0.066,1418.4,1.0,0.1,0.08,0.48,400.0,5.1,0.145,0.05,0.0485,2.0,1.0,53337.22275791541,55243.77195336311,0.003529891023050754,0.012863067049097211,0.03856812815565409,0.001704607970663686,3093.558919959094,67.71316986206895,0.9999812517187807,0.2501923767233215,0.11419694695203411,0.442225466348803,5.1,1.9654532156975545e-05
