Ime1,Ime2,Rim11,pIme1,pSok2,pUme6,Time
0.0,0.0,0.0,0.0,0.999999999999971,0.0,0.0
0.0009900482042992753,1.898588513373233e-16,0.0009994502013244877,6.579976207279974e-09,0.9900840704921825,1.4993997886093806e-06,0.01
0.0019799881304528684,1.0480854748657837e-14,0.0019978016121431235,5.249293372593118e-08,0.9803326653108231,5.9951854768648495e-06,0.02
0.0029698109126992853,1.1784042480814706e-13,0.002995055440224683,1.7664759448552806e-07,0.9707405880942441,1.3483723291117378e-05,0.03
0.003959509109572875,6.55805342051203e-13,0.0039912128923320885,4.1749601286490075e-07,0.9613029243704697,2.396135580809632e-05,0.04
0.004949076638166173,2.475585296541875e-12,0.004986275173650715,8.130254069397809e-07,0.9520150234029956,3.742440356109768e-05,0.05
0.005938508690692092,7.321165944111383e-12,0.005980243488128216,1.4007756210952584e-06,0.9428724756841359,5.3869164243599565e-05,0.06
0.006927801665123386,1.8302149269455277e-11,0.006973119038552033,2.2178463690717595e-06,0.9338710945976719,7.329191261688513e-05,0.07
0.007916953109686889,4.0434694489534765e-11,0.007964903026353774,3.300893913191368e-06,0.9250069021542541,9.568890112886488e-05,0.08
0.008905961662657084,8.127359453185673e-11,0.008955596651616831,4.686135763051769e-06,0.9162761143380036,0.00012105635999894237,0.09
0.009894826997965433,1.516311777718625e-10,0.009945201113064494,6.4093546994455e-06,0.9076751280756858,0.00014939049735372302,0.1
0.010883549773494084,2.6639529515478665e-10,0.010933717608108622,8.505905218895892e-06,0.8992005091152188,0.00018068749920514514,0.11
0.011872131578092263,4.452841130492081e-10,0.011921147332842674,1.1010717768931813e-05,0.8908489795171983,0.00021494352957392388,0.12
0.012860574895317275,7.139876277626929e-10,0.01290749148208195,1.3958304998334581e-05,0.8826174105980784,0.0002521547304917802,0.13
0.013848883036071357,1.1045576807393652e-09,0.01389275124926587,1.7382762303263808e-05,0.8745028057308344,0.00029231722235939777,0.14
0.01483706012877305,1.6572762406816536e-09,0.014876927826588438,2.1317777973129873e-05,0.8665023033535428,0.0003354271037154773,0.15
0.0158251110427592,2.4206784252151007e-09,0.015860022404860973,2.5796631976791308e-05,0.8586131545980932,0.0003814804516972189,0.16
0.016813041411049206,3.4538177856039357e-09,0.016842036173649228,3.085220651895758e-05,0.8508327318775258,0.00043047332179314856,0.17
0.017800857534519012,4.826401668873408e-09,0.017822970321173404,3.651698641056274e-05,0.8431585080598184,0.00048240174820600527,0.18
0.01878856638305199,6.620812184797859e-09,0.018802826034374737,4.2823066790411594e-05,0.8355880617520189,0.0005372617437869654,0.19
0.01977617555224972,8.932734251887515e-09,0.019781604498882728,4.980215619154274e-05,0.8281190631643649,0.0005950493002271454,0.2
