P_Perc_3_task1,Pc_Perc_1_task1,Pp_Perc_2_task1,_1_task1
0.0,0.0,0.0,0.0
0.11290050276998562,0.0009300312973494303,0.11197047147263618,0.03
0.22075945631656124,0.003631263583537607,0.2171281927330236,0.06
0.3238046442247427,0.007975933003770553,0.3158287112209721,0.09
0.42225316165011895,0.01384330553229428,0.40840985611782465,0.12
0.5163118666154375,0.021119364581016885,0.49519250203442056,0.15
0.6061778875612843,0.029696456764441746,0.5764814307968427,0.18
0.6920391309325722,0.039472930949054526,0.6525661999835177,0.21
0.7740746985986124,0.05035285786451177,0.7237218407341006,0.24
0.8524553239622736,0.062245727896574565,0.7902095960656991,0.27
0.9273438447738458,0.0750661210861586,0.8522777236876873,0.3
0.9988954574557073,0.0887335294741074,0.9101619279816,0.32999999999999996
1.0672579534714506,0.10317219823001438,0.9640857552414361,0.36
1.132572252640029,0.11831076047586868,1.0142614921641604,0.39
1.1949729384946635,0.1340818649032333,1.0608910735914303,0.42
1.2545883242458427,0.15042209681331578,1.104166227432527,0.44999999999999996
1.31154080218161,0.16727179718918014,1.1442690049924298,0.48
1.3659470704638323,0.1845748832780623,1.18137218718577,0.51
1.4179184361873396,0.20227862824181633,1.215639807945523,0.54
1.4675610540491626,0.22033350317473924,1.2472275508744233,0.57
1.5149761141873193,0.23869307507844478,1.2762830391088746,0.6
1.5602603712386593,0.25731356299216823,1.302946808246491,0.63
1.6035058225221828,0.2761542356249418,1.3273515868972412,0.6599999999999999
1.6448005425622192,0.29517662101305,1.3496239215491692,0.69
1.684228477892177,0.3143448351942299,1.369883642697947,0.72
1.7218697282332913,0.33362529420202897,1.388244434031262,0.75
1.7578007319858082,0.3529864927819958,1.4048142392038125,0.78
1.7920946019166764,0.3723989719037064,1.4196956300129697,0.8099999999999999
1.8248209310946077,0.391835373963608,1.4329855571309997,0.84
1.8560464080037573,0.41126997704529444,1.4447764309584628,0.87
1.8858346177323744,0.4306788980773548,1.4551557196550196,0.8999999999999999
1.9142461933113157,0.45003999316232557,1.4642062001489902,0.9299999999999999
1.941339254904373,0.4693325195823476,1.4720067353220256,0.96
1.9671690554173906,0.48853739840553295,1.4786316570118574,0.99
1.991788597299996,0.5076368120248513,1.4841517852751447,1.02
2.015248405278319,0.5266143280164461,1.4886340772618734,1.05
2.037596739954569,0.5454547630604689,1.4921419768941002,1.08
2.058879806216875,0.5641440606953064,1.4947357455215684,1.1099999999999999
2.0791416376141445,0.5826693562365319,1.4964722813776126,1.14
2.0984244597102566,0.6010187296780448,1.497405730032212,1.17
2.1167685454111314,0.6191813295989061,1.497587215812225,1.2
2.1342124369657567,0.6371472085080636,1.4970652284576929,1.23
2.1507930330549425,0.6549072654768373,1.4958857675781052,1.26
2.1665455172103045,0.67245331669092,1.4940922005193846,1.29
2.181503677679563,0.6897778617794622,1.4917258159001006,1.3199999999999998
2.1956997182218716,0.7068742189806566,1.4888254992412153,1.3499999999999999
2.2091645196161576,0.7237363572575469,1.4854281623586105,1.38
2.22192762923838,0.740358900094548,1.481568729143832,1.41
2.234017264122219,0.7567371204278883,1.4772801436943304,1.44
2.2454605199142605,0.7728668129782502,1.4725937069360102,1.47
2.256283239914028,0.7887443799622523,1.4675388599517758,1.5
2.2665102466381075,0.8043666750718662,1.4621435715662416,1.53
2.2761652790546925,0.8197310540853829,1.4564342249693096,1.56
2.2852710516374137,0.8348353387620567,1.4504357128753569,1.5899999999999999
2.2938493784815877,0.8496777290583105,1.444171649423277,1.6199999999999999
2.3019210841948823,0.8642568753875473,1.4376642088073348,1.65
2.309506194193086,0.8785717465362797,1.4309344476568064,1.68
2.3166238616375447,0.8926216839064897,1.4240021777310548,1.71
2.323292440778803,0.9064063547005393,1.4168860860782637,1.74
2.3295295614196365,0.9199257055341393,1.4096038558854966,1.77
2.335352073605919,0.9331799988780525,1.4021720747278665,1.7999999999999998
2.3407761900730857,0.9461697240800088,1.3946064659930768,1.8299999999999998
2.345817424266266,0.9588956395199747,1.3869217847462911,1.8599999999999999
2.3504906688548535,0.9713587228622755,1.379131945992578,1.89
2.3548102260528925,0.983560153692381,1.3712500723605112,1.92
2.3587897882554647,0.995501330524844,1.3632884577306206,1.95
2.3624425369991076,1.0071838048712292,1.3552587321278784,1.98
2.365781092475013,1.0186093211883356,1.3471717712866775,2.01
2.3688175936874045,1.0297797636432333,1.3390378300441712,2.04
2.371563695578142,1.0406971598764763,1.3308665357016656,2.07
2.3740305688340912,1.0513636816473204,1.3226668871867706,2.1
2.3762289770468192,1.061781601077101,1.3144473759697182,2.13
2.3781692290180594,1.0719533229316922,1.3062159060863672,2.16
2.3798612572820326,1.0818813332246016,1.2979799240574308,2.19
2.381314598254495,1.091568217037219,1.289746381217276,2.2199999999999998
2.3825384130168157,1.1010166472098646,1.2815217658069509,2.25
2.3835415283953996,1.1102293583800797,1.2733121700153203,2.28
2.3843324076316907,1.119209168894626,1.265123238737065,2.31
2.384919215730698,1.1279589412726054,1.2569602744580926,2.34
2.385309781888412,1.1364816069132995,1.248828174975113,2.37
2.385511641807962,1.1447801419673556,1.2407314998406067,2.4
2.3855320770204558,1.1528575451656407,1.2326745318548151,2.4299999999999997
2.3853781071776083,1.1607168438692645,1.2246612633083434,2.46
2.3850563699641114,1.1683611698896474,1.2166952000744642,2.4899999999999998
2.3845733989440547,1.1757935899987568,1.2087798089452977,2.52
2.38393547075609,1.1830172017933802,1.2009182689627096,2.55
2.3831486121635233,1.1900351313484983,1.193113480815025,2.58
2.382218507957708,1.1968505924223671,1.1853679155353414,2.61
2.3811508204251663,1.2034666892746173,1.1776841311505495,2.6399999999999997
