Time,Pc_Perc,Pp_Perc,P_Perc,Ac,Pc,Ap,Pp,kin,koff,alpha1,alpha100,beta1,Akt_Total,compartment,AktP_Dephosphorylation_Cytosol,Akt_Translocation_Cytosol_PM_Insulin,Akt_Translocation_PM_Cytosol,AktP_Translocation_PM_Cytosol,AktP_Translocation_Cytosol_PM_Insulin,AktP_Dephosphorylation_PM,Akt_Phosphorylation_PM_Equilibrium
0.78,0.3529864927819958,1.4048142392038125,1.7578007319858082,0.9592369286764292,0.003529864915828552,0.023185060666298777,0.014048142344314776,0.55,0.35,0.014,0.023,2.2,0.9999999966028712,1.0,0.001235452720539993,0.0073861243508085055,0.012751783366464329,0.007726478289373127,2.7179959851879855e-05,0.004916849820510171,0.01785249671305006
0.8099999999999999,0.3723989719037064,1.4196956300129697,1.7920946019166764,0.9594314920523987,0.003723989706945261,0.02264755873962157,0.014196956254032148,0.55,0.35,0.014,0.023,2.2,0.9999999967529977,1.0,0.0013033963974308413,0.007387622488803472,0.012456157306791865,0.007808325939717682,2.8674720743478514e-05,0.004968934688911251,0.01743862022950861
0.84,0.391835373963608,1.4329855571309997,1.8248209310946077,0.9596193671508864,0.003918353727688293,0.022132420544624155,0.014329855527615608,0.55,0.35,0.014,0.023,2.2,0.9999999969508144,1.0,0.0013714238046909023,0.007389069127061826,0.012172831299543286,0.007881420540188585,3.0171323703199858e-05,0.005015449434665462,0.0170419638193606
0.87,0.41126997704529444,1.4447764309584628,1.8560464080037573,0.9598009181169949,0.004112699757484047,0.021638614708117586,0.014447764264025364,0.55,0.35,0.014,0.023,2.2,0.9999999968466219,1.0,0.0014394449151194162,0.007390467069500861,0.011901238089464673,0.007946270345213951,3.166778813262717e-05,0.005056717492408877,0.01666173332525054
0.8999999999999999,0.4306788980773548,1.4551557196550196,1.8858346177323744,0.9599764889840752,0.004306788965019921,0.02116516124972327,0.014551557143322652,0.55,0.35,0.014,0.023,2.2,0.999999996342141,1.0,0.0015073761377569724,0.0073918189651773795,0.0116408386873478,0.00800335642882746,3.31622750306534e-05,0.005093045000162928,0.01629717416228692
0.9299999999999999,0.45003999316232557,1.4642062001489902,1.9142461933113157,0.9601464047184025,0.004500399911964068,0.020711129063784705,0.01464206193752869,0.55,0.35,0.014,0.023,2.2,0.99999999563168,1.0,0.0015751399691874238,0.007393127316331701,0.011391120985081589,0.00805313406564078,3.465307932212333e-05,0.005124721678135041,0.015947569379114224
0.96,0.4693325195823476,1.4720067353220256,1.941339254904373,0.9603109745227119,0.004693325171149,0.02027562777295269,0.014720067275831639,0.55,0.35,0.014,0.023,2.2,0.9999999947426451,1.0,0.00164266380990215,0.007394394503824882,0.01115159527512398,0.008096037001707402,3.613860381784731e-05,0.005152023546541073,0.015612233385173572
0.99,0.48853739840553295,1.4786316570118574,1.9671690554173906,0.9604704892544119,0.004885373953184806,0.01985781399675072,0.014786316476684307,0.55,0.35,0.014,0.023,2.2,0.9999999936810317,1.0,0.001709880883614682,0.007395622767258973,0.010921797698212896,0.008132474062176369,3.761737943952302e-05,0.005175210766839507,0.015290516777498054
1.02,0.5076368120248513,1.4841517852751447,1.991788597299996,0.960625225578697,0.005076368083338918,0.019456881322256498,0.014841517744840747,0.55,0.35,0.014,0.023,2.2,0.9999999927291332,1.0,0.0017767288291686211,0.007396814236955968,0.010701284727241075,0.008162834759662412,3.908803424170967e-05,0.005194531210694261,0.014981798618137504
1.05,0.5266143280164461,1.4886340772618734,2.015248405278319,0.9607754446145801,0.005266143237770636,0.019072063444608926,0.01488634065277981,0.55,0.35,0.014,0.023,2.2,0.9999999919497394,1.0,0.0018431501332197224,0.007397970923532267,0.01048963489453491,0.008187487359028897,4.05493029308339e-05,0.005210219228472934,0.014685488852348874
1.08,0.5454547630604689,1.4921419768941002,2.037596739954569,0.9609213933568165,0.0054545475831291,0.018702630717132896,0.014921419639067136,0.55,0.35,0.014,0.023,2.2,0.9999999912961456,1.0,0.001909091654095185,0.007399094728847488,0.010286446894423094,0.008206780801486926,4.200001639009408e-05,0.005222496873673497,0.014401025652192331
1.1099999999999999,0.5641440606953064,1.4947357455215684,2.058879806216875,0.9610633059913786,0.0056414405553509,0.018347886987794434,0.01494735731849245,0.55,0.35,0.014,0.023,2.2,0.9999999908530164,1.0,0.001974504194372815,0.007400187456133616,0.010091337843286939,0.008221046525170849,4.3439092276201934e-05,0.005231575061472357,0.014127872980601714
1.14,0.5826693562365319,1.4964722813776126,2.0791416376141445,0.9612014031914521,0.005826693507455475,0.018007171204498736,0.014964722672750931,0.55,0.35,0.014,0.023,2.2,0.9999999905761572,1.0,0.0020393427276094163,0.007401250804574182,0.009903944162474306,0.008230597470013012,4.486554000740716e-05,0.005237652935462826,0.013865521827464027
1.17,0.6010187296780448,1.497405730032212,2.0984244597102566,0.9613358946453361,0.006010187238636058,0.017679851286263377,0.014974057155458508,0.55,0.35,0.014,0.023,2.2,0.9999999903256941,1.0,0.00210356553352262,0.007402286388769089,0.009723918207444858,0.00823573143550218,4.6278441737497655e-05,0.005240920004410478,0.013613485490422801
1.2,0.6191813295989061,1.497587215812225,2.1167685454111314,0.9614669778791616,0.00619181323468629,0.017365326975683344,0.014975872009851876,0.55,0.35,0.014,0.023,2.2,0.9999999900993831,1.0,0.0021671346321402015,0.007403295729669545,0.00955092983662584,0.008236729605418533,4.7676961907084443e-05,0.005241555203448156,0.013371301771276175
1.23,0.6371472085080636,1.4970652284576929,2.1342124369657567,0.9615948398967421,0.00637147202043932,0.017063025804696614,0.014970652132693243,0.55,0.35,0.014,0.023,2.2,0.9999999898545713,1.0,0.0022300152071537617,0.007404280267204915,0.009384664192583138,0.008233858672981284,4.906033455738277e-05,0.0052397282464426344,0.013138529869616392
1.26,0.6549072654768373,1.4958857675781052,2.1507930330549425,0.9617196577749089,0.006549072585979162,0.016772401616797033,0.014958857518658348,0.55,0.35,0.014,0.023,2.2,0.9999999894963434,1.0,0.002292175405092707,0.007405241364866799,0.009224820889238369,0.008227371635262092,5.042785891203956e-05,0.005235600131530421,0.012914749244933715
1.29,0.67245331669092,1.4940922005193846,2.1665455172103045,0.9618415980179774,0.006724533093509235,0.016492936131152557,0.014940921842109935,0.55,0.35,0.014,0.023,2.2,0.9999999890847492,1.0,0.002353586582728232,0.007406180304738427,0.009071114872133907,0.008217507013160465,5.177890482002111e-05,0.005229322644738477,0.01269956082098747
1.3199999999999998,0.6897778617794622,1.4917258159001006,2.181503677679563,0.9619608188966898,0.006897778539482783,0.016224133220988014,0.014917257989642437,0.55,0.35,0.014,0.023,2.2,0.9999999886468031,1.0,0.002414222488818974,0.007407098305504513,0.008923273271543408,0.008204491894303341,5.311289475401744e-05,0.005221040296374852,0.01249258258016077
1.3499999999999999,0.7068742189806566,1.4888254992412153,2.1956997182218716,0.9620774690904861,0.007068742106148781,0.015965522152263954,0.014888254816211297,0.55,0.35,0.014,0.023,2.2,0.9999999881651102,1.0,0.002474059737152073,0.007407996511996744,0.008781037183745176,0.008188540148916214,5.442931421734562e-05,0.0052108891856739534,0.012293452057243245
1.38,0.7237363572575469,1.4854281623586105,2.2091645196161576,0.9621916894399261,0.007237363483591021,0.01571665334038538,0.01485428144095053,0.55,0.35,0.014,0.023,2.2,0.9999999877048531,1.0,0.002533077219256857,0.007408876008687432,0.00864415933721196,0.008169854792522793,5.572769882365087e-05,0.005198998504332685,0.012101823072096743
1.41,0.740358900094548,1.481568729143832,2.22192762923838,0.9623036129014377,0.007403588907075556,0.01547709840892054,0.014815687103590582,0.55,0.35,0.014,0.023,2.2,0.9999999873210245,1.0,0.0025912561174764445,0.007409737819341072,0.008512404124906298,0.00814862790697482,5.700763458448179e-05,0.005185490486256703,0.011917365774868816
1.44,0.7567371204278883,1.4772801436943304,2.234017264122219,0.9624133645944754,0.00756737110570579,0.015246450029238868,0.014772801244511784,0.55,0.35,0.014,0.023,2.2,0.9999999869739318,1.0,0.0026485798869970265,0.007410582907377461,0.008385547516081377,0.008125040684481482,5.8268757513934594e-05,0.005170480435579124,0.011739766522513928
1.47,0.7728668129782502,1.4725937069360102,2.2454605199142605,0.962521063153171,0.007728668026918357,0.015024318637117045,0.014725936873366315,0.55,0.35,0.014,0.023,2.2,0.9999999866905728,1.0,0.0027050338094214248,0.007411412186279417,0.008263375250414375,0.008099265280351474,5.9510743807271354e-05,0.00515407790567821,0.011568725350580124
1.5,0.7887443799622523,1.4675388599517758,2.256283239914028,0.9626268198511437,0.007887443692918984,0.014810334526673196,0.014675388400985005,0.55,0.35,0.014,0.023,2.2,0.999999986471721,1.0,0.0027606052925216442,0.007412226512853808,0.008145683989670258,0.008071463620541753,6.073331643547618e-05,0.005136385940344751,0.011403957585538362
1.53,0.8043666750718662,1.4621435715662416,2.2665102466381075,0.9627307401968324,0.0080436666403439,0.014604143925849852,0.014621435515027864,0.55,0.35,0.014,0.023,2.2,0.999999986278054,1.0,0.002815283324120365,0.00741302669951561,0.008032279159217419,0.008041789533265327,6.193623313064804e-05,0.005117502430259753,0.011245190822904386
1.56,0.8197310540853829,1.4564342249693096,2.2761652790546925,0.9628329234503642,0.008197310426817435,0.01440541016429598,0.01456434204708212,0.55,0.35,0.014,0.023,2.2,0.9999999860885598,1.0,0.002869058649386102,0.007413813510567805,0.00792297559036279,0.008010388125895166,6.311929028649425e-05,0.005097519716478742,0.011092165826507905
1.5899999999999999,0.8348353387620567,1.4504357128753569,2.2852710516374137,0.9629334630089447,0.008348353270019497,0.01421381270986311,0.014504356924434487,0.55,0.35,0.014,0.023,2.2,0.9999999859132618,1.0,0.002921923644506824,0.007414587665168875,0.00781759699042471,0.007977396308438968,6.428232017915014e-05,0.00507652492355207,0.010944635786594594
1.6199999999999999,0.8496777290583105,1.444171649423277,2.2938493784815877,0.9630324472966187,0.008496777169208828,0.0140290449614932,0.014441716287936565,0.55,0.35,0.014,0.023,2.2,0.9999999857152573,1.0,0.0029738720092230895,0.007415349844183966,0.007715974728821261,0.007942943958365112,6.542518420290799e-05,0.005054600700777798,0.010802364620349765
1.65,0.8642568753875473,1.4376642088073348,2.3019210841948823,0.9631299590640423,0.008642568628622064,0.013850815935003945,0.014376641879718233,0.55,0.35,0.014,0.023,2.2,0.9999999855073866,1.0,0.003024899020017722,0.007416100684793127,0.0076179487642521705,0.00790715303384503,6.65477784403899e-05,0.005031824657901382,0.010665128269953039
1.68,0.8785717465362797,1.4309344476568064,2.309506194193086,0.9632260767389703,0.008785717336162267,0.013678846952982849,0.014309344266138477,0.55,0.35,0.014,0.023,2.2,0.9999999852942539,1.0,0.0030750010676567933,0.007416840790890072,0.007523365824140567,0.007870139346376164,6.765002348844946e-05,0.005008270493148467,0.010532712153796794
1.71,0.8926216839064897,1.4240021777310548,2.3166238616375447,0.9633208738858936,0.008926216705877251,0.013512872922442213,0.014240021564835878,0.55,0.35,0.014,0.023,2.2,0.9999999850790489,1.0,0.0031241758470570377,0.007417570728921382,0.007432080107343218,0.007832011860659734,6.873186863525485e-05,0.004984007547692557,0.010404912150280504
1.74,0.9064063547005393,1.4168860860782637,2.323292440778803,0.963414419699141,0.009064063409827032,0.013352641110373936,0.014168860646346686,0.55,0.35,0.014,0.023,2.2,0.9999999848656886,1.0,0.0031724221934394613,0.007418291031683386,0.007343952610705666,0.007792873355490678,6.979328825566816e-05,0.00495910122622134,0.010281533654987931
1.77,0.9199257055341393,1.4096038558854966,2.3295295614196365,0.9635067794956883,0.009199256914378005,0.013197909923732225,0.014096038342856505,0.55,0.35,0.014,0.023,2.2,0.9999999846766551,1.0,0.0032197399200323018,0.007419002202116801,0.007258850458052724,0.0077528210885710784,7.083427824071064e-05,0.004933613419999776,0.010162390641273814
1.7999999999999998,0.9331799988780525,1.4021720747278665,2.335352073605919,0.9635980143428915,0.00933179984412963,0.013048449782192242,0.014021720529929983,0.55,0.35,0.014,0.023,2.2,0.9999999844991434,1.0,0.0032661299454453704,0.007419704710440266,0.007176647380205734,0.007711946291461491,7.185485879979817e-05,0.004907602185475494,0.010047306332288026
1.8299999999999998,0.9461697240800088,1.3946064659930768,2.3407761900730857,0.9636881819952722,0.009461697092643178,0.01290404081193184,0.013946064441554952,0.55,0.35,0.014,0.023,2.2,0.9999999843414022,1.0,0.003311593982425112,0.007420399001363597,0.007097222446562512,0.007670335442855224,7.285506761335248e-05,0.0048811225545442325,0.009936111425187516
1.8599999999999999,0.9588956395199747,1.3869217847462911,2.345817424266266,0.9637773364703158,0.009588956243726455,0.012764473860941861,0.01386921762837587,0.55,0.35,0.014,0.023,2.2,0.99999998420336,1.0,0.003356134685304259,0.007421085490821433,0.007020460623518025,0.007628069695606729,7.383496307669371e-05,0.004854226169931555,0.009828644872925233
1.89,0.9713587228622755,1.379131945992578,2.3504906688548535,0.9638655285711918,0.009713587073969273,0.01262954919313344,0.01379131924034927,0.55,0.35,0.014,0.023,2.2,0.9999999840786438,1.0,0.003399755475889245,0.007421764569998178,0.006946252056223392,0.007585225582192099,7.479462046956341e-05,0.004826961734122244,0.00972475287871275
1.92,0.983560153692381,1.3712500723605112,2.3548102260528925,0.9639528060782471,0.009835601379139011,0.012499075996776377,0.013712500503626279,0.55,0.35,0.014,0.023,2.2,0.9999999839577887,1.0,0.0034424604826986537,0.007422436606802503,0.006874491798227008,0.007541875276994454,7.57341306193704e-05,0.004799375176269197,0.00962428851751781
1.95,0.995501330524844,1.3632884577306206,2.3587897882554647,0.9640392135917006,0.00995501314443955,0.012372872753214682,0.013632884357086608,0.55,0.35,0.014,0.023,2.2,0.9999999838464415,1.0,0.003484254600553842,0.007423101944656096,0.006805080014268075,0.007498086396397635,7.665360121218454e-05,0.004771509524980313,0.009527112019975305
1.98,1.0071838048712292,1.3552587321278784,2.3624425369991076,0.9641247932143705,0.01007183788488744,0.012250765534268872,0.013552587100837333,0.55,0.35,0.014,0.023,2.2,0.999999983734364,1.0,0.0035251432597106034,0.007423760907750654,0.00673792104384788,0.007453922905460534,7.75531517136333e-05,0.004743405485293066,0.009433089461387031
2.01,1.0186093211883356,1.3471717712866775,2.365781092475013,0.9642095841615427,0.01018609304522166,0.0121325889390994,0.013471717492446713,0.55,0.35,0.014,0.023,2.2,0.9999999836383104,1.0,0.003565132565827581,0.00742441379804388,0.006672923916504671,0.007409444620845693,7.843291644820679e-05,0.004715101122356349,0.009342093483106538
2.04,1.0297797636432333,1.3390378300441712,2.3688175936874045,0.9642936233165543,0.010297797467292574,0.012018184710798458,0.013390378080506783,0.55,0.35,0.014,0.023,2.2,0.9999999835751521,1.0,0.0036042291135524006,0.0074250608995374695,0.0066100015909391525,0.0073647079442787314,7.929304049815283e-05,0.004686632328177374,0.009254002227314812
2.07,1.0406971598764763,1.3308665357016656,2.371563695578142,0.964376945201311,0.010406971427592502,0.011907401785133316,0.013308665138117784,0.55,0.35,0.014,0.023,2.2,0.9999999835521546,1.0,0.0036424399996573755,0.007425702478050096,0.006549070981823325,0.007319765825964782,8.013367999246228e-05,0.004658032798341224,0.009168699374552653
2.1,1.0513636816473204,1.3226668871867706,2.3740305688340912,0.9644595819757187,0.010513636643437142,0.011800096268414478,0.013226668654179888,0.55,0.35,0.014,0.023,2.2,0.9999999835417502,1.0,0.0036797728252029992,0.007426338781213035,0.006490052947627964,0.0072746677597989385,8.0955002154466e-05,0.00462933402896296,0.009086074126679148
2.13,1.061781601077101,1.3144473759697182,2.3762289770468192,0.9645415639146633,0.01061781583602944,0.011696130248540786,0.01314447354337341,0.55,0.35,0.014,0.023,2.2,0.9999999835426069,1.0,0.0037162355426103035,0.007426970042142909,0.006432871636697432,0.0072294604488553765,8.17571819374267e-05,0.004600565740180694,0.009006020291376406
2.16,1.0719533229316922,1.3062159060863672,2.3781692290180594,0.964622919079643,0.01071953305307464,0.01159537257994948,0.013062158846105747,0.55,0.35,0.014,0.023,2.2,0.9999999835587728,1.0,0.003751836568576124,0.007427596476913253,0.006377454918972215,0.007184187365358161,8.254040450867474e-05,0.0045717555961370115,0.0089284368865611
2.19,1.0818813332246016,1.2979799240574308,2.3798612572820326,0.964703673858254,0.010818813154535763,0.011497697533803341,0.012979799027367615,0.55,0.35,0.014,0.023,2.2,0.9999999835739607,1.0,0.0037865846040875165,0.0074282182887085565,0.0063237336435918385,0.007138889465052189,8.330486128992538e-05,0.004542929659578665,0.008853227101028573
2.2199999999999998,1.091568217037219,1.289746381217276,2.381314598254495,0.9647838527960797,0.010915681991160477,0.011402985194514529,0.01289746360042451,0.55,0.35,0.014,0.023,2.2,0.9999999835821792,1.0,0.0038204886969061664,0.007428835666529815,0.006271641856982991,0.007093604980233481,8.405075133193568e-05,0.004514112260148578,0.008780298599776188
2.25,1.1010166472098646,1.2815217658069509,2.3825384130168157,0.9648634787250712,0.011010166291400648,0.011311121123858583,0.01281521744774715,0.55,0.35,0.014,0.023,2.2,0.9999999835880775,1.0,0.0038535582019902266,0.007429448786183049,0.0062211166181222214,0.0070483695962609335,8.477828044378501e-05,0.004485326106711502,0.008709563265371109
2.28,1.1102293583800797,1.2733121700153203,2.3835415283953996,0.9649425730402622,0.011102293401596646,0.011221995655559041,0.012733121491184884,0.55,0.35,0.014,0.023,2.2,0.9999999835886028,1.0,0.0038858026905588257,0.00743005781241002,0.006172097610557473,0.007003216820151687,8.548765919229419e-05,0.004456592521914709,0.008640936654780463
2.31,1.119209168894626,1.265123238737065,2.3843324076316907,0.9650211554846198,0.011192091505195354,0.011135504412597592,0.012651232179663683,0.55,0.35,0.014,0.023,2.2,0.9999999835820764,1.0,0.003917232026818374,0.007430662897231573,0.006124527426928677,0.006958177698815026,8.617910459000424e-05,0.004427931262882289,0.008574338397700146
2.34,1.1279589412726054,1.2569602744580926,2.384919215730698,0.9650992445723198,0.011279589227462625,0.011051547237427451,0.012569602538129465,0.55,0.35,0.014,0.023,2.2,0.9999999835753393,1.0,0.0039478562296119185,0.007431264183206864,0.006078350980585099,0.006913281395971207,8.685283705146223e-05,0.004399360888345313,0.008509691372819138
2.37,1.1364816069132995,1.248828174975113,2.385309781888412,0.9651768573370261,0.011364815882336673,0.010970028799778228,0.012488281544489109,0.55,0.35,0.014,0.023,2.2,0.9999999835636301,1.0,0.003977685558817836,0.007431861801495102,0.006033515839878025,0.0068685548494690106,8.75090822939924e-05,0.0043708985405711874,0.008446922175829236
2.4,1.1447801419673556,1.2407314998406067,2.385511641807962,0.965254009596975,0.011447801231275916,0.010890857920429075,0.012407314794217614,0.55,0.35,0.014,0.023,2.2,0.9999999835428977,1.0,0.00400673043094657,0.007432455873896709,0.005989971856235992,0.006824023136819689,8.814806948082456e-05,0.004342560177976165,0.008385960598730388
