Time,E4P,G6L,NADPH,P6G,R5P,Ru5P,S7P,X5P,NADP,G6P,F6P,GAP,GND1,GND2,NQM1,RKI1,RPE1,SOL3,TAL1,TKL1,ZWF1,sum_NADP,Kx5p_TAL,Ke4p_TAL,Kr5p_TAL,Kgap_TAL,Kf6p_TAL,Ks7p_TAL,cell,GND,RKI,RPE,SOL,TAL,TKL_E4P,TKL_R5P,ZWF,NADPH_oxidase,E4P_sink,R5P_sink
0.0,0.029,0.1,0.16,0.25,0.118,0.033,0.082,0.041,0.17,0.9,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.08675206602969285,0.022952991229901878,0.07422677217612937,0.009790769230769231,-0.001054511263229766,-0.008129263213143448,0.007391764213846375,0.6650054685613525,0.16,0.029,0.118
0.01,0.028781527207053143,0.10633771924313426,0.16565925653260877,0.24925142604705336,0.11698134481149249,0.032930186956403575,0.08208951206852677,0.041685708156167706,0.16434074346739125,0.9091855777264946,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.08319141718135153,0.024170079843891,0.06303873662232219,0.010370278204439264,-0.0010326543900575009,-0.008049325127969952,0.008353063000359602,0.6236895701289408,0.16565925653260877,0.028781527207053143,0.11698134481149249
0.02,0.028564789641258026,0.11228464781314565,0.1708452624732643,0.24854232043814858,0.115978986663344,0.03291122909193123,0.08218642736058009,0.042264589614788704,0.15915473752673573,0.9183672780901696,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.07996881351074653,0.0256939850175847,0.05439349379796796,0.010910007420458737,-0.001010779228605912,-0.00799657074887323,0.00893143046449539,0.5878041210248521,0.1708452624732643,0.028564789641258026,0.115978986663344
0.03,0.02835000772403074,0.11789035407594341,0.17561479937974267,0.24786916323148528,0.11499837193562061,0.032922508770425324,0.08228744137418882,0.042761626447674284,0.15438520062025735,0.9275450519311673,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.07704024351802599,0.027380745776132545,0.047521908009015616,0.011415215657545486,-0.0009889773558979216,-0.00796438517899389,0.009229396567567272,0.5563629340996399,0.17561479937974267,0.02835000772403074,0.11499837193562061
0.04,0.028137341679672193,0.12319576677206924,0.1800151591526198,0.24722887320490244,0.11404283733788385,0.03295060379499521,0.08239012296848063,0.04319447248864095,0.1499848408473802,0.9367188501754345,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.07436902086700656,0.02913694193839527,0.04190342823007567,0.011890210382151292,-0.0009673160608139628,-0.007948099177236422,0.009319258972325696,0.5286067912467254,0.1800151591526198,0.028137341679672193,0.11404283733788385
0.05,0.027926909350880606,0.12823491476261586,0.1840859879092451,0.24661875222638102,0.11311430074055437,0.03298691320469864,0.08249266618903715,0.04357572044590805,0.1459140120907549,0.9458886238355502,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.0719244425867739,0.030903042991075744,0.03718620847785292,0.012338548907632437,-0.0009458453093008274,-0.007944379300436337,0.009252466036725407,0.5039424644924663,0.1840859879092451,0.027926909350880606,0.11311430074055437
0.06,0.02771879859692632,0.133036509429948,0.18786099982455426,0.24603641667457163,0.11221374969922511,0.03302595204086014,0.0825937046905649,0.04391457425163324,0.14213900017544576,0.9550543240115502,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.06968055658803637,0.032641450616570304,0.03312911514951026,0.012763212175977723,-0.0009246028678184258,-0.007950785248499735,0.009066455614430653,0.4818986698386795,0.18786099982455426,0.02771879859692632,0.11221374969922511
0.07,0.02751307545221249,0.13762508372259577,0.19136921559284542,0.2454797450150775,0.11134155500371704,0.033064271749769926,0.08269218950463388,0.044217921747680564,0.1386307844071546,0.9642159018917481,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.06761522888326826,0.03432891808435282,0.029564814057538958,0.01316672962468027,-0.0009036176783927334,-0.00796548693695038,0.008789048301519912,0.4620955544797548,0.19136921559284542,0.02751307545221249,0.11134155500371704
0.08,0.027309788565863448,0.14202160049104415,0.1946356212251622,0.24494685081661438,0.11049764779814128,0.03309985190444088,0.08278732185988122,0.044490933230751456,0.1353643787748378,0.9733733087535522,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.0657095639739807,0.03595227770261681,0.02637905329633823,0.013551251107578908,-0.0008829117128530389,-0.007987104490605555,0.008440940147973502,0.44422442772619336,0.1946356212251622,0.027309788565863448,0.11049764779814128
0.09,0.027108973896172412,0.14624421844507834,0.19768201078923905,0.24443604244723907,0.10968168587557789,0.033131542204463627,0.08287848291180444,0.04473763802657965,0.13231798921076096,0.9825264959642797,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.06394727049433824,0.037504513377481424,0.023491273603606613,0.013918627924190859,-0.0008625019127104822,-0.008014559074798725,0.008038038059165952,0.42803109499651565,0.19768201078923905,0.027108973896172412,0.10968168587557789
0.1,0.026910657568554194,0.15030881196875398,0.20052756147694234,0.24394579408652586,0.10889314997950324,0.033158745918557976,0.08296519081866746,0.04496126145366255,0.12947243852305768,0.9916754149819663,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.06231419924359607,0.038982529142050915,0.02084346696455512,0.014270468789835353,-0.0008424013742504932,-0.008046985228588491,0.007592839909588441,0.41330402605151917,0.20052756147694234,0.026910657568554194,0.10889314997950324
0.11,0.026714857512808214,0.154229291953942,0.20318918875486577,0.24347472758295138,0.1081313967402052,0.033181251080928946,0.08304707606719085,0.0451644091063145,0.12681081124513424,1.0008200173561732,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.06079802467560316,0.04038595663908255,0.018394168701997105,0.01460817612155561,-0.0008226200306242319,-0.008083681867960133,0.007115211702415239,0.3998659702733695,0.20318918875486577,0.026714857512808214,0.1081313967402052
0.12,0.02652158489032212,0.15801789332660549,0.20568186700551783,0.24302159517256797,0.10739570160600795,0.03319909568888021,0.08312386011629079,0.04534921918399939,0.12431813299448219,1.0099602547287896,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.05938796931433716,0.041716201550027525,0.01611358696784539,0.014932977645973703,-0.0008031652425405247,-0.008124072359491107,0.006613022954053377,0.3875673557560533,0.20568186700551783,0.02652158489032212,0.10739570160600795
0.13,0.026330845778511205,0.16168554077478692,0.20801903878898137,0.24258525678501214,0.10668530521149185,0.033212427315689394,0.08319533029294625,0.04551752954496996,0.12198096121101865,1.019096078834832,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.05807450222007944,0.042975447472096834,0.013978412383740682,0.015245963073093949,-0.0007840424910084289,-0.00816766251195673,0.006092818379748493,0.376280473069052,0.20801903878898137,0.026330845778511205,0.10668530521149185
0.14,0.026142641242773438,0.16524187766872442,0.21021264767182998,0.24216467799488894,0.10599941283842051,0.03322150805600119,0.08326133881651854,0.04567087708222183,0.11978735232817003,1.0282274415032393,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.056849248005374615,0.04416668932256686,0.01197192348503647,0.015548091087196134,-0.0007652554075386706,-0.008214038499286066,0.005559856774587259,0.36589639087293696,0.21021264767182998,0.026142641242773438,0.10599941283842051
0.15,0.025956968787595642,0.16869560286629434,0.21227351903140276,0.24175890742074668,0.10533722881783317,0.03322661562185957,0.08332178130919746,0.045810627331723225,0.11772648096859725,1.0373542946576655,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.055704728338079115,0.045293028487630047,0.010080160845197892,0.01584022149138008,-0.0007468063667985369,-0.00826283507292666,0.005018622575761373,0.35632084001194764,0.21227351903140276,0.025956968787595642,0.10533722881783317
0.16,0.025773821849098037,0.17205435992297893,0.21421123872263084,0.241367082541122,0.10469794016637037,0.03322809428467338,0.08337660446437566,0.045937918449495956,0.11578876127736917,1.0464765903172664,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.054634374337954934,0.04635803364425477,0.008293742455565007,0.0161231090609003,-0.000728696278658273,-0.008313747007981907,0.004472647024155272,0.34747296672548167,0.21421123872263084,0.025773821849098037,0.10469794016637037
0.17,0.025593191229707032,0.17532507194404987,0.21603453136588088,0.24098840733659438,0.10408074933045414,0.03322626262886295,0.08342578493600952,0.046053784754269314,0.11396546863411913,1.0555942805974845,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.053632289285372337,0.047365082112487904,0.006604258192190654,0.016397434187216224,-0.0007109251701375798,-0.008366499558934395,0.003924985067142913,0.3392821293478377,0.21603453136588088,0.025593191229707032,0.10408074933045414
0.18,0.025415065694754855,0.17851411120033508,0.21775144768217972,0.240622142444981,0.10348488053926057,0.033221408399981604,0.08346932132224451,0.046159180777540124,0.1122485523178203,1.0647073177108297,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.0526931158500882,0.04831731544078148,0.005003823256873786,0.01666381893328817,-0.0006934924113632773,-0.008420842206453538,0.0033783256923730883,0.3316859370186798,0.21775144768217972,0.025415065694754855,0.10348488053926057
0.19,0.025239431724741364,0.1816272385500815,0.21936930362876916,0.24026760623103352,0.10290957230449149,0.03321380671774742,0.08350723759935058,0.04625496224603305,0.11063069637123085,1.073815653967655,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.051812040462959744,0.04921777101177599,0.0034857126797222557,0.016922823758448155,-0.0006763966204027436,-0.008476552300065849,0.002834933384085514,0.3246296190218494,0.21936930362876916,0.025239431724741364,0.10290957230449149
0.2,0.025066274115129024,0.18466976252596784,0.22089486054848687,0.23992416386464274,0.10235408486345679,0.033203705909027305,0.0835395748130478,0.04634191958143943,0.10910513945151315,1.0829192417769298,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.05098467527047154,0.05006927674883734,0.002043600114024296,0.01717496213500541,-0.0006596358952913189,-0.008533426856761827,0.0022967851820295377,0.3180644854269323,0.22089486054848687,0.025066274115129024,0.10235408486345679
0.21,0.02489557563515941,0.18764644625308743,0.22233422552513943,0.2395912314195588,0.10181768946201315,0.03319135708402506,0.08356639623698592,0.04642074437323136,0.10766577447486059,1.0920180336470084,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.05020708937959874,0.050874662558589356,0.0006726263565088742,0.017420694229396728,-0.0006432076734290632,-0.008591289465804336,0.0017654593986906359,0.31194774157783967,0.22233422552513943,0.02489557563515941,0.10181768946201315
0.22,0.02472731766229283,0.19056167057005946,0.22369303523831321,0.2392682650294562,0.10129967870474937,0.033176990134027085,0.08358777843694541,0.04649207117347419,0.1063069647616868,1.1011119821863953,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.04947569676489529,0.051636585776350295,-0.0006316764475253289,0.01766044141199711,-0.0006271089797729164,-0.00864998036993118,0.0012422992679235738,0.30624118473908807,0.22369303523831321,0.02472731766229283,0.10129967870474937
0.23,0.02456148001062753,0.19341937661518133,0.2249763944029295,0.2389547634626335,0.10079935970150769,0.03316083259027186,0.08360381422341727,0.04655645677894385,0.10502360559707052,1.1102010401045057,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.04878727337978198,0.05235766599857281,-0.0018727129215526303,0.017894582571205835,-0.000611336348462725,-0.008709360552699656,0.0007283466020258147,0.3009110402825249,0.2249763944029295,0.02456148001062753,0.10079935970150769
0.24,0.024398041527181398,0.19622321558723368,0.22618904388693797,0.2386502584412552,0.10031606445333571,0.03314308397744672,0.08361460434164665,0.046614421317318744,0.10381095611306204,1.1192851602124232,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.04813885894488811,0.05304029966242084,-0.003053922857115979,0.01812346712638857,-0.0005958860539221492,-0.008769302221669373,0.00022449870439240205,0.29592690729716054,0.22618904388693797,0.024398041527181398,0.10031606445333571
0.25,0.024236980061175018,0.1989765371206553,0.2273353511166027,0.23835431402503804,0.09984914548591475,0.03312392922519892,0.08362025821818181,0.04666643793486386,0.10266464888339732,1.1283642954236521,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.047527751070085174,0.053686755057169716,-0.004178366459063428,0.018347414794666415,-0.0005807540920437791,-0.008829690744177622,-0.00026852264028117946,0.29126151393636196,0.2273353511166027,0.024236980061175018,0.09984914548591475
