Time,E4P,G6L,NADPH,P6G,R5P,Ru5P,S7P,X5P,NADP,G6P,F6P,GAP,GND1,GND2,NQM1,RKI1,RPE1,SOL3,TAL1,TKL1,ZWF1,sum_NADP,Kx5p_TAL,Ke4p_TAL,Kr5p_TAL,Kgap_TAL,Kf6p_TAL,Ks7p_TAL,cell,GND,RKI,RPE,SOL,TAL,TKL_E4P,TKL_R5P,ZWF,NADPH_oxidase,E4P_sink,R5P_sink
0.26,0.024078272779826954,0.20168246585886232,0.22841939665674318,0.23806652143526674,0.09939798052568011,0.03310352603461188,0.08362088977381585,0.046712953921574166,0.10158060334325683,1.1374383987548669,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.04695145268478226,0.05429908163575508,-0.005249278088663147,0.018566722365290788,-0.0005659362978405731,-0.008890419732055307,-0.0007500903388145648,0.2868901243495534,0.22841939665674318,0.024078272779826954,0.09939798052568011
0.27,0.0239218957126021,0.20434378621168167,0.22944485081966184,0.2377865042155512,0.0989619597824051,0.03308203705611729,0.08361662410458595,0.04675435241588719,0.10055514918033817,1.1465074233266577,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.046407726289083524,0.05487934192141767,-0.0062688775849418015,0.01878165505608688,-0.000551428161648417,-0.00895139906027668,-0.0012198064671995006,0.2827908288747853,0.22944485081966184,0.0239218957126021,0.0989619597824051
0.28,0.023767824635676647,0.20696315621996086,0.23041521144798452,0.23751390524753302,0.09854050186997611,0.03305959235448665,0.08360758527635499,0.046791010940584,0.0995847885520155,1.1555713223642707,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.045894466977913696,0.05542933895777658,-0.007239954841607118,0.01899246411390282,-0.0005372251690284247,-0.0090125419084329,-0.0016772855040366103,0.27894341708962755,0.23041521144798452,0.023767824635676647,0.09854050186997611
0.29,0.0236160353724922,0.20954317797149838,0.2313338842216873,0.23724838169740228,0.098133057318175,0.03303628191827492,0.0835938923496544,0.0468233179861566,0.09866611577831272,1.1646300491983452,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.04540965675272795,0.05595056123717375,-0.008166256001500062,0.019199392710434405,-0.0005233229123380086,-0.009073761130014308,-0.002122092222713065,0.2753289345597776,0.2313338842216873,0.0236160353724922,0.098133057318175
0.3,0.023466502654521788,0.21208612568369378,0.2322038821258411,0.23698962080188715,0.09773908249297049,0.033012219572165366,0.08357567598821408,0.04685158613147325,0.09779611787415893,1.173683557265647,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.044951510326574885,0.05644464487323436,-0.00904996805489022,0.019402654704222266,-0.0005097166336565576,-0.009134987644783408,-0.0025540517978682796,0.2719307390546498,0.2322038821258411,0.023466502654521788,0.09773908249297049
0.31,0.023319200947415915,0.21459414187346681,0.23302804538533073,0.23673732726316385,0.09735805397745904,0.03298750917839743,0.08355306698434595,0.046876106494120114,0.09697195461466929,1.1827318001097962,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.04451835975557866,0.056913128110224524,-0.009893170482845343,0.01960245060858873,-0.0004964015437610522,-0.009196158500670928,-0.0029730500828185524,0.26873352436080417,0.23302804538533073,0.023319200947415915,0.09735805397745904
0.32,0.023174104528689964,0.2170692465861241,0.23380905260250426,0.2364912223832212,0.09698947014363447,0.03296223712953774,0.08352619539889106,0.04689715712272218,0.09619094739749576,1.1917747313819933,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.04410864606047211,0.057357399402067376,-0.010698104931862124,0.019798968578839827,-0.0004833728472217598,-0.00925721494594724,-0.0033790032157376432,0.2657231899710513,0.23380905260250426,0.023174104528689964,0.09698947014363447
0.33,0.023031187033302054,0.2195132296013131,0.2345493026447448,0.23625104991671414,0.0966328389360023,0.03293650328632371,0.08349519740175407,0.04691496451763333,0.09545069735525522,1.2008123048417387,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.043720974255861196,0.05777892047777275,-0.011466008604262076,0.019992376234676423,-0.0004706255554275924,-0.009318110345137423,-0.0037719928182027495,0.2628872118133142,0.2345493026447448,0.023031187033302054,0.0966328389360023
0.34,0.022890422072519154,0.22192778674935051,0.23525106910060212,0.23601656679941038,0.09628768999861871,0.03291038881358701,0.0834602065286764,0.046929750083552164,0.0947489308993979,1.2098444743575492,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.04335403380889101,0.05817899525424862,-0.012198419163091594,0.020182831652944173,-0.00045815472851481266,-0.009378800230538178,-0.004152099628281376,0.2602139813793114,0.23525106910060212,0.022890422072519154,0.09628768999861871
0.35000000000000003,0.022751783114306964,0.22431448325018424,0.23591646067050248,0.2357875449605096,0.09595357176752975,0.032883960245310734,0.0834213556397141,0.04694172312638316,0.09408353932949753,1.21887119390767,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.043006616386031774,0.058558801234010596,-0.012896993707448408,0.02037048070145236,-0.00044595542262749615,-0.009439243684136088,-0.004519428928277159,0.25769289934468054,0.23591646067050248,0.022751783114306964,0.09595357176752975
0.36,0.022615243530955717,0.22667478035608213,0.23654745001878272,0.23556376988154815,0.09563004820460842,0.032857283401846564,0.0833787768513976,0.04695107140700234,0.0934525499812173,1.2278924175807835,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.04267759787205401,0.05891948614305656,-0.01356309613710895,0.020555459304850948,-0.00043402269556968155,-0.009499405166325478,-0.0048741399176514075,0.2553142149865372,0.23654745001878272,0.022615243530955717,0.09563004820460842
0.37,0.02248077692710562,0.22901010254612794,0.237145950103531,0.23534503599534246,0.09531670584327578,0.03283040257247009,0.08333259698906781,0.04695798843916192,0.092854049896469,1.2369080995767123,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.042365899448577465,0.059262019646569054,-0.014198602260247295,0.02073789881281047,-0.0004223517331076621,-0.009559248784498167,-0.005216349711937218,0.25306870051729896,0.237145950103531,0.02248077692710562,0.09531670584327578
0.38,0.02234835680245608,0.23132176273312355,0.2377137331350706,0.23513115039101892,0.09501314490878648,0.032803361240522404,0.08328294250196239,0.046962647844396924,0.09228626686492941,1.2459181942071191,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.04207052577316734,0.05958734395185652,-0.014805120156033543,0.02091792034396515,-0.00041093771362498983,-0.009618743534202603,-0.005546224892850744,0.2509479176766476,0.2377137331350706,0.02234835680245608,0.09501314490878648
0.39,0.02221795670490158,0.2336110116155565,0.23825248451848877,0.23492193012953974,0.09471898063322857,0.03277620116935697,0.08322993763093114,0.046965209058183924,0.09174751548151125,1.2549226558962014,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.04179053621096431,0.05989636559650783,-0.015384089829393904,0.021095638731141623,-0.00039977586088731174,-0.0096778620035505,-0.005863959098042699,0.24894398352935404,0.23825248451848877,0.02221795670490158,0.09471898063322857
0.4,0.022089550318910724,0.23587903479963274,0.23876380263979433,0.23471720139353106,0.09443384474916826,0.03274895462314687,0.08317370332032395,0.04696582650061452,0.09123619736020569,1.263921439181383,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.04152504441758967,0.06018990189573841,-0.015937069386692364,0.02127116242767025,-0.00038886147507868625,-0.009736578433333198,-0.0061697422034092085,0.24704954458662345,0.23876380263979433,0.022089550318910724,0.09443384474916826
0.41000000000000003,0.02196311118653045,0.23812690046394758,0.23924914078559312,0.23451680259923724,0.09415737871296073,0.032721660874896606,0.08311436123066927,0.04696462855536893,0.0907508592144069,1.2729144987140009,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.04127324539082332,0.06046880044140291,-0.016465105548075253,0.021444589614299372,-0.0003781898219873842,-0.009794872904933196,-0.006463834101810388,0.24525796242037565,0.23924914078559312,0.02196311118653045,0.09415737871296073
0.42,0.021838613078928718,0.24035563983113883,0.2397098973406035,0.2343205792360811,0.09388923958657795,0.032694352092322465,0.08305202895752904,0.0469617402552024,0.09029010265939652,1.2819017892599864,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.0410343698673017,0.06073383672548266,-0.016969339087553884,0.021616014486218752,-0.00036775626841065607,-0.009852726643243945,-0.006746484038581448,0.2435629611140308,0.2397098973406035,0.021838613078928718,0.09388923958657795
0.43,0.02171602981400369,0.24256619164264087,0.2401473550418532,0.2341283869508249,0.09362909711005492,0.03266705670864385,0.08298682261736695,0.0469572746303208,0.08985264495814682,1.290883265700545,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.040807714005800355,0.060985741071948735,-0.01745081413347153,0.021785523106571437,-0.00035755621048077135,-0.009910123708975519,-0.007017962272922166,0.2419588286505983,0.2401473550418532,0.02171602981400369,0.09362909711005492
0.44,0.021595335346177098,0.24475944011402984,0.24056272382827829,0.23394008891745813,0.09337663271304474,0.032639803997389756,0.08291885589825912,0.046951333243409915,0.08943727617172173,1.299858883032828,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.040592616539298264,0.06122523026630185,-0.017910394436171474,0.021953196406761435,-0.0003475851019884878,-0.00996705082622142,-0.0072785575526862715,0.24044024345129117,0.24056272382827829,0.021595335346177098,0.09337663271304474
0.45,0.021476503909270767,0.24693623655168542,0.2409571644575603,0.23375555472932977,0.09313154332294889,0.03261261236411126,0.0828482382533517,0.046944018861588985,0.08904283554243972,1.3088285963706032,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.04038844717275922,0.06145292438601978,-0.018349177952242078,0.022119111888852155,-0.00033783850575903266,-0.010023494791838951,-0.007528532911076346,0.23900217462161633,0.2409571644575603,0.021476503909270767,0.09313154332294889
0.46,0.021359509862413344,0.2490973671117146,0.24133175485064215,0.23357466154432371,0.0928935362043605,0.032585501356330475,0.08277507717656522,0.04693542260745853,0.08866824514935787,1.31779236094492,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.040194622021429746,0.06166943413536027,-0.0187680737278683,0.02228334126776722,-0.00032831203121624306,-0.010079445015646539,-0.007768171732777019,0.23763999029488275,0.24133175485064215,0.021359509862413344,0.0928935362043605
0.47000000000000003,0.021244327815977394,0.25124359412927827,0.241687535014913,0.23339729191717082,0.09266233142961545,0.03255848595074345,0.08269947654806838,0.04692563257615019,0.08831246498508702,1.3267501321047686,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.04001058091732728,0.06187531923935043,-0.0191680389032137,0.02244595364848107,-0.00031900138099779025,-0.010134891756149771,-0.00799774709131521,0.2363492846787619,0.241687535014913,0.021244327815977394,0.09266233142961545
0.48,0.02113093258275855,0.253375628478764,0.24202547833020427,0.23322333480514912,0.09243766005333655,0.03253157857834819,0.08262153752084439,0.046914730733665956,0.08797452166979575,1.3357018653177364,0.325,0.067,0.013,0.003,0.02,0.05,0.03,0.0296,0.144,0.455,0.02,0.33,0.67,0.946,0.235,0.1,1.1,0.15,1.0,0.039835801256923,0.06207110473631018,-0.01954999403452946,0.022607013509574708,-0.00030990232768253977,-0.010189826707023269,-0.008217533864944187,0.23512597101262145,0.24202547833020427,0.02113093258275855,0.09243766005333655
