E4P,F6P,G6L,G6P,GAP,GND1,GND2,NADP,NADPH,NQM1,P6G,R5P,RKI1,RPE1,Ru5P,S7P,SOL3,TAL1,TKL1,X5P,ZWF1,Time
0.029,0.325,0.1,0.9,0.067,0.013,0.003,0.17,0.16,0.02,0.25,0.118,0.05,0.03,0.033,0.082,0.0296,0.144,0.455,0.041,0.02,0.0
0.028781527207053143,0.325,0.10633771924313426,0.9091855777264946,0.067,0.013,0.003,0.16434074346739125,0.16565925653260877,0.02,0.24925142604705336,0.11698134481149249,0.05,0.03,0.032930186956403575,0.08208951206852677,0.0296,0.144,0.455,0.041685708156167706,0.02,0.01
0.028564789641258026,0.325,0.11228464781314565,0.9183672780901696,0.067,0.013,0.003,0.15915473752673573,0.1708452624732643,0.02,0.24854232043814858,0.115978986663344,0.05,0.03,0.03291122909193123,0.08218642736058009,0.0296,0.144,0.455,0.042264589614788704,0.02,0.02
0.02835000772403074,0.325,0.11789035407594341,0.9275450519311673,0.067,0.013,0.003,0.15438520062025735,0.17561479937974267,0.02,0.24786916323148528,0.11499837193562061,0.05,0.03,0.032922508770425324,0.08228744137418882,0.0296,0.144,0.455,0.042761626447674284,0.02,0.03
0.028137341679672193,0.325,0.12319576677206924,0.9367188501754345,0.067,0.013,0.003,0.1499848408473802,0.1800151591526198,0.02,0.24722887320490244,0.11404283733788385,0.05,0.03,0.03295060379499521,0.08239012296848063,0.0296,0.144,0.455,0.04319447248864095,0.02,0.04
0.027926909350880606,0.325,0.12823491476261586,0.9458886238355502,0.067,0.013,0.003,0.1459140120907549,0.1840859879092451,0.02,0.24661875222638102,0.11311430074055437,0.05,0.03,0.03298691320469864,0.08249266618903715,0.0296,0.144,0.455,0.04357572044590805,0.02,0.05
0.02771879859692632,0.325,0.133036509429948,0.9550543240115502,0.067,0.013,0.003,0.14213900017544576,0.18786099982455426,0.02,0.24603641667457163,0.11221374969922511,0.05,0.03,0.03302595204086014,0.0825937046905649,0.0296,0.144,0.455,0.04391457425163324,0.02,0.06
0.02751307545221249,0.325,0.13762508372259577,0.9642159018917481,0.067,0.013,0.003,0.1386307844071546,0.19136921559284542,0.02,0.2454797450150775,0.11134155500371704,0.05,0.03,0.033064271749769926,0.08269218950463388,0.0296,0.144,0.455,0.044217921747680564,0.02,0.07
0.027309788565863448,0.325,0.14202160049104415,0.9733733087535522,0.067,0.013,0.003,0.1353643787748378,0.1946356212251622,0.02,0.24494685081661438,0.11049764779814128,0.05,0.03,0.03309985190444088,0.08278732185988122,0.0296,0.144,0.455,0.044490933230751456,0.02,0.08
0.027108973896172412,0.325,0.14624421844507834,0.9825264959642797,0.067,0.013,0.003,0.13231798921076096,0.19768201078923905,0.02,0.24443604244723907,0.10968168587557789,0.05,0.03,0.033131542204463627,0.08287848291180444,0.0296,0.144,0.455,0.04473763802657965,0.02,0.09
0.026910657568554194,0.325,0.15030881196875398,0.9916754149819663,0.067,0.013,0.003,0.12947243852305768,0.20052756147694234,0.02,0.24394579408652586,0.10889314997950324,0.05,0.03,0.033158745918557976,0.08296519081866746,0.0296,0.144,0.455,0.04496126145366255,0.02,0.1
0.026714857512808214,0.325,0.154229291953942,1.0008200173561732,0.067,0.013,0.003,0.12681081124513424,0.20318918875486577,0.02,0.24347472758295138,0.1081313967402052,0.05,0.03,0.033181251080928946,0.08304707606719085,0.0296,0.144,0.455,0.0451644091063145,0.02,0.11
0.02652158489032212,0.325,0.15801789332660549,1.0099602547287896,0.067,0.013,0.003,0.12431813299448219,0.20568186700551783,0.02,0.24302159517256797,0.10739570160600795,0.05,0.03,0.03319909568888021,0.08312386011629079,0.0296,0.144,0.455,0.04534921918399939,0.02,0.12
0.026330845778511205,0.325,0.16168554077478692,1.019096078834832,0.067,0.013,0.003,0.12198096121101865,0.20801903878898137,0.02,0.24258525678501214,0.10668530521149185,0.05,0.03,0.033212427315689394,0.08319533029294625,0.0296,0.144,0.455,0.04551752954496996,0.02,0.13
0.026142641242773438,0.325,0.16524187766872442,1.0282274415032393,0.067,0.013,0.003,0.11978735232817003,0.21021264767182998,0.02,0.24216467799488894,0.10599941283842051,0.05,0.03,0.03322150805600119,0.08326133881651854,0.0296,0.144,0.455,0.04567087708222183,0.02,0.14
0.025956968787595642,0.325,0.16869560286629434,1.0373542946576655,0.067,0.013,0.003,0.11772648096859725,0.21227351903140276,0.02,0.24175890742074668,0.10533722881783317,0.05,0.03,0.03322661562185957,0.08332178130919746,0.0296,0.144,0.455,0.045810627331723225,0.02,0.15
0.025773821849098037,0.325,0.17205435992297893,1.0464765903172664,0.067,0.013,0.003,0.11578876127736917,0.21421123872263084,0.02,0.241367082541122,0.10469794016637037,0.05,0.03,0.03322809428467338,0.08337660446437566,0.0296,0.144,0.455,0.045937918449495956,0.02,0.16
